application_id,application_name,family,business_function,application_type,hosting_model,technology_stack,environment,criticality,service_tower,vendor_id,contract_id,rto_rpo,evidence_gap,roadmap_disposition
APP-AIRDN-1334,Infrastructure network workplace observability 109,Infrastructure network workplace observability,Airport Operations,end-of-life application,edge/station,AIX/UNIX middleware,production,critical,Cloud Infrastructure and Mainframe,VEND-AIRDN-075,CONT-AIRDN-0515,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1335,Infrastructure network workplace observability 110,Infrastructure network workplace observability,Workplace,shadow IT,Azure workload,Service management platform,pre-production,critical,Cloud Infrastructure and Mainframe,VEND-AIRDN-076,CONT-AIRDN-0516,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,modernize
APP-AIRDN-1336,Infrastructure network workplace observability 111,Infrastructure network workplace observability,Technology,custom Java/.NET,owned data center,security/IAM stack,production,critical,Cloud Infrastructure and Mainframe,VEND-AIRDN-077,CONT-AIRDN-0517,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1337,Infrastructure network workplace observability 112,Infrastructure network workplace observability,Cybersecurity,mainframe workload,colocation,container/Kubernetes,DR,critical,Cloud Infrastructure and Mainframe,VEND-AIRDN-078,CONT-AIRDN-0518,RTO 4-12 hrs / RPO same day,owner attestation needed,retain with controls
APP-AIRDN-1338,Infrastructure network workplace observability 113,Infrastructure network workplace observability,Service Management,SAP module,private cloud,AIX/UNIX middleware,production,critical,Cloud Infrastructure and Mainframe,VEND-AIRDN-079,CONT-AIRDN-0519,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1339,Infrastructure network workplace observability 114,Infrastructure network workplace observability,Airport Operations,SaaS product,edge/station,Service management platform,production,critical,Cloud Infrastructure and Mainframe,VEND-AIRDN-080,CONT-AIRDN-0520,RTO 0-4 hrs / RPO under 1 hr,interface evidence needed,current
APP-AIRDN-1340,Infrastructure network workplace observability 115,Infrastructure network workplace observability,Workplace,operationally critical airline product,Azure workload,security/IAM stack,pre-production,critical,Cloud Infrastructure and Mainframe,VEND-AIRDN-081,CONT-AIRDN-0521,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,modernize
APP-AIRDN-1341,Home-grown departmental acquired legacy 001,Home-grown departmental acquired legacy,Technology,low-use high-risk legacy,owned data center,Oracle/SQL Server,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-082,CONT-AIRDN-0522,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1342,Home-grown departmental acquired legacy 002,Home-grown departmental acquired legacy,Operations Control,strategic platform,legacy UNIX/AIX,AIX/UNIX middleware,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-083,CONT-AIRDN-0523,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1343,Home-grown departmental acquired legacy 003,Home-grown departmental acquired legacy,Airport Operations,regional duplicate,private cloud,Hadoop remnant,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-084,CONT-AIRDN-0524,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1344,Home-grown departmental acquired legacy 004,Home-grown departmental acquired legacy,Commercial,acquired-carrier inherited system,edge/station,Java/.NET custom,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-085,CONT-AIRDN-0525,RTO 4-12 hrs / RPO same day,source-backed candidate,current
APP-AIRDN-1345,Home-grown departmental acquired legacy 005,Home-grown departmental acquired legacy,Corporate Finance,end-of-life application,owned data center,Oracle/SQL Server,pre-production,critical,SIAM Observability and Service Governance,VEND-AIRDN-086,CONT-AIRDN-0526,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,modernize
APP-AIRDN-1346,Home-grown departmental acquired legacy 006,Home-grown departmental acquired legacy,Technology,shadow IT,legacy UNIX/AIX,AIX/UNIX middleware,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-087,CONT-AIRDN-0527,RTO 0-4 hrs / RPO under 1 hr,interface evidence needed,current
APP-AIRDN-1347,Home-grown departmental acquired legacy 007,Home-grown departmental acquired legacy,Operations Control,custom Java/.NET,private cloud,Hadoop remnant,DR,critical,SIAM Observability and Service Governance,VEND-AIRDN-088,CONT-AIRDN-0528,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1348,Home-grown departmental acquired legacy 008,Home-grown departmental acquired legacy,Airport Operations,mainframe workload,edge/station,Java/.NET custom,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-089,CONT-AIRDN-0529,RTO 4-12 hrs / RPO same day,owner attestation needed,retain with controls
APP-AIRDN-1349,Home-grown departmental acquired legacy 009,Home-grown departmental acquired legacy,Commercial,SAP module,owned data center,Oracle/SQL Server,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-090,CONT-AIRDN-0530,RTO/RPO to confirm,source-backed candidate,current
APP-AIRDN-1350,Home-grown departmental acquired legacy 010,Home-grown departmental acquired legacy,Corporate Finance,SaaS product,legacy UNIX/AIX,AIX/UNIX middleware,pre-production,critical,SIAM Observability and Service Governance,VEND-AIRDN-091,CONT-AIRDN-0531,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,modernize
APP-AIRDN-1351,Home-grown departmental acquired legacy 011,Home-grown departmental acquired legacy,Technology,operationally critical airline product,private cloud,Hadoop remnant,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-092,CONT-AIRDN-0532,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1352,Home-grown departmental acquired legacy 012,Home-grown departmental acquired legacy,Operations Control,low-use high-risk legacy,edge/station,Java/.NET custom,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-093,CONT-AIRDN-0533,RTO 4-12 hrs / RPO same day,interface evidence needed,current
APP-AIRDN-1353,Home-grown departmental acquired legacy 013,Home-grown departmental acquired legacy,Airport Operations,strategic platform,owned data center,Oracle/SQL Server,production,high,SIAM Observability and Service Governance,VEND-AIRDN-094,CONT-AIRDN-0534,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,sunset candidate
APP-AIRDN-1354,Home-grown departmental acquired legacy 014,Home-grown departmental acquired legacy,Commercial,regional duplicate,legacy UNIX/AIX,AIX/UNIX middleware,DR,critical,SIAM Observability and Service Governance,VEND-AIRDN-095,CONT-AIRDN-0535,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1355,Home-grown departmental acquired legacy 015,Home-grown departmental acquired legacy,Corporate Finance,acquired-carrier inherited system,private cloud,Hadoop remnant,pre-production,critical,SIAM Observability and Service Governance,VEND-AIRDN-096,CONT-AIRDN-0536,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,modernize
APP-AIRDN-1356,Home-grown departmental acquired legacy 016,Home-grown departmental acquired legacy,Technology,end-of-life application,edge/station,Java/.NET custom,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-097,CONT-AIRDN-0537,RTO 4-12 hrs / RPO same day,owner attestation needed,retain with controls
APP-AIRDN-1357,Home-grown departmental acquired legacy 017,Home-grown departmental acquired legacy,Operations Control,shadow IT,owned data center,AIX/UNIX middleware,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-098,CONT-AIRDN-0538,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1358,Home-grown departmental acquired legacy 018,Home-grown departmental acquired legacy,Airport Operations,custom Java/.NET,legacy UNIX/AIX,Hadoop remnant,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-099,CONT-AIRDN-0539,RTO/RPO to confirm,interface evidence needed,current
APP-AIRDN-1359,Home-grown departmental acquired legacy 019,Home-grown departmental acquired legacy,Commercial,mainframe workload,private cloud,Java/.NET custom,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-100,CONT-AIRDN-0540,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1360,Home-grown departmental acquired legacy 020,Home-grown departmental acquired legacy,Corporate Finance,SAP module,edge/station,Oracle/SQL Server,pre-production,critical,SIAM Observability and Service Governance,VEND-AIRDN-101,CONT-AIRDN-0541,RTO 4-12 hrs / RPO same day,source-backed candidate,modernize
APP-AIRDN-1361,Home-grown departmental acquired legacy 021,Home-grown departmental acquired legacy,Technology,SaaS product,owned data center,AIX/UNIX middleware,DR,critical,SIAM Observability and Service Governance,VEND-AIRDN-102,CONT-AIRDN-0542,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1362,Home-grown departmental acquired legacy 022,Home-grown departmental acquired legacy,Operations Control,operationally critical airline product,legacy UNIX/AIX,Hadoop remnant,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-103,CONT-AIRDN-0543,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1363,Home-grown departmental acquired legacy 023,Home-grown departmental acquired legacy,Airport Operations,low-use high-risk legacy,private cloud,Java/.NET custom,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-104,CONT-AIRDN-0544,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1364,Home-grown departmental acquired legacy 024,Home-grown departmental acquired legacy,Commercial,strategic platform,edge/station,Oracle/SQL Server,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-105,CONT-AIRDN-0545,RTO 4-12 hrs / RPO same day,owner attestation needed,retain with controls
APP-AIRDN-1365,Home-grown departmental acquired legacy 025,Home-grown departmental acquired legacy,Corporate Finance,regional duplicate,owned data center,AIX/UNIX middleware,pre-production,critical,SIAM Observability and Service Governance,VEND-AIRDN-106,CONT-AIRDN-0546,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,modernize
APP-AIRDN-1366,Home-grown departmental acquired legacy 026,Home-grown departmental acquired legacy,Technology,acquired-carrier inherited system,legacy UNIX/AIX,Hadoop remnant,production,high,SIAM Observability and Service Governance,VEND-AIRDN-107,CONT-AIRDN-0547,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,sunset candidate
APP-AIRDN-1367,Home-grown departmental acquired legacy 027,Home-grown departmental acquired legacy,Operations Control,end-of-life application,private cloud,Java/.NET custom,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-108,CONT-AIRDN-0548,RTO/RPO to confirm,source-backed candidate,current
APP-AIRDN-1368,Home-grown departmental acquired legacy 028,Home-grown departmental acquired legacy,Airport Operations,shadow IT,edge/station,Oracle/SQL Server,DR,critical,SIAM Observability and Service Governance,VEND-AIRDN-109,CONT-AIRDN-0549,RTO 4-12 hrs / RPO same day,source-backed candidate,current
APP-AIRDN-1369,Home-grown departmental acquired legacy 029,Home-grown departmental acquired legacy,Commercial,custom Java/.NET,owned data center,AIX/UNIX middleware,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-110,CONT-AIRDN-0550,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1370,Home-grown departmental acquired legacy 030,Home-grown departmental acquired legacy,Corporate Finance,mainframe workload,legacy UNIX/AIX,Hadoop remnant,pre-production,critical,SIAM Observability and Service Governance,VEND-AIRDN-111,CONT-AIRDN-0551,RTO 0-4 hrs / RPO under 1 hr,interface evidence needed,modernize
APP-AIRDN-1371,Home-grown departmental acquired legacy 031,Home-grown departmental acquired legacy,Technology,SAP module,private cloud,Java/.NET custom,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-112,CONT-AIRDN-0552,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1372,Home-grown departmental acquired legacy 032,Home-grown departmental acquired legacy,Operations Control,SaaS product,edge/station,Oracle/SQL Server,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-113,CONT-AIRDN-0553,RTO 4-12 hrs / RPO same day,owner attestation needed,retain with controls
APP-AIRDN-1373,Home-grown departmental acquired legacy 033,Home-grown departmental acquired legacy,Airport Operations,operationally critical airline product,owned data center,AIX/UNIX middleware,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-114,CONT-AIRDN-0554,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1374,Home-grown departmental acquired legacy 034,Home-grown departmental acquired legacy,Commercial,low-use high-risk legacy,legacy UNIX/AIX,Java/.NET custom,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-115,CONT-AIRDN-0555,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1375,Home-grown departmental acquired legacy 035,Home-grown departmental acquired legacy,Corporate Finance,strategic platform,private cloud,Oracle/SQL Server,DR,critical,SIAM Observability and Service Governance,VEND-AIRDN-116,CONT-AIRDN-0556,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,modernize
APP-AIRDN-1376,Home-grown departmental acquired legacy 036,Home-grown departmental acquired legacy,Technology,regional duplicate,edge/station,AIX/UNIX middleware,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-117,CONT-AIRDN-0557,RTO/RPO to confirm,interface evidence needed,current
APP-AIRDN-1377,Home-grown departmental acquired legacy 037,Home-grown departmental acquired legacy,Operations Control,acquired-carrier inherited system,owned data center,Hadoop remnant,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-118,CONT-AIRDN-0558,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1378,Home-grown departmental acquired legacy 038,Home-grown departmental acquired legacy,Airport Operations,end-of-life application,legacy UNIX/AIX,Java/.NET custom,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-119,CONT-AIRDN-0559,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1379,Home-grown departmental acquired legacy 039,Home-grown departmental acquired legacy,Commercial,shadow IT,private cloud,Oracle/SQL Server,production,high,SIAM Observability and Service Governance,VEND-AIRDN-120,CONT-AIRDN-0560,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,sunset candidate
APP-AIRDN-1380,Home-grown departmental acquired legacy 040,Home-grown departmental acquired legacy,Corporate Finance,custom Java/.NET,edge/station,AIX/UNIX middleware,pre-production,critical,SIAM Observability and Service Governance,VEND-AIRDN-121,CONT-AIRDN-0561,RTO 4-12 hrs / RPO same day,owner attestation needed,modernize
APP-AIRDN-1381,Home-grown departmental acquired legacy 041,Home-grown departmental acquired legacy,Technology,mainframe workload,owned data center,Hadoop remnant,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-122,CONT-AIRDN-0562,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1382,Home-grown departmental acquired legacy 042,Home-grown departmental acquired legacy,Operations Control,SAP module,legacy UNIX/AIX,Java/.NET custom,DR,critical,SIAM Observability and Service Governance,VEND-AIRDN-123,CONT-AIRDN-0563,RTO 0-4 hrs / RPO under 1 hr,interface evidence needed,current
APP-AIRDN-1383,Home-grown departmental acquired legacy 043,Home-grown departmental acquired legacy,Airport Operations,SaaS product,private cloud,Oracle/SQL Server,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-124,CONT-AIRDN-0564,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1384,Home-grown departmental acquired legacy 044,Home-grown departmental acquired legacy,Commercial,operationally critical airline product,edge/station,AIX/UNIX middleware,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-125,CONT-AIRDN-0565,RTO 4-12 hrs / RPO same day,source-backed candidate,current
APP-AIRDN-1385,Home-grown departmental acquired legacy 045,Home-grown departmental acquired legacy,Corporate Finance,low-use high-risk legacy,owned data center,Hadoop remnant,pre-production,critical,SIAM Observability and Service Governance,VEND-AIRDN-126,CONT-AIRDN-0566,RTO/RPO to confirm,source-backed candidate,modernize
APP-AIRDN-1386,Home-grown departmental acquired legacy 046,Home-grown departmental acquired legacy,Technology,strategic platform,legacy UNIX/AIX,Java/.NET custom,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-127,CONT-AIRDN-0567,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1387,Home-grown departmental acquired legacy 047,Home-grown departmental acquired legacy,Operations Control,regional duplicate,private cloud,Oracle/SQL Server,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-128,CONT-AIRDN-0568,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1388,Home-grown departmental acquired legacy 048,Home-grown departmental acquired legacy,Airport Operations,acquired-carrier inherited system,edge/station,AIX/UNIX middleware,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-129,CONT-AIRDN-0569,RTO 4-12 hrs / RPO same day,owner attestation needed,retain with controls
APP-AIRDN-1389,Home-grown departmental acquired legacy 049,Home-grown departmental acquired legacy,Commercial,end-of-life application,owned data center,Hadoop remnant,DR,critical,SIAM Observability and Service Governance,VEND-AIRDN-130,CONT-AIRDN-0570,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1390,Home-grown departmental acquired legacy 050,Home-grown departmental acquired legacy,Corporate Finance,shadow IT,legacy UNIX/AIX,Java/.NET custom,pre-production,critical,SIAM Observability and Service Governance,VEND-AIRDN-131,CONT-AIRDN-0571,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,modernize
APP-AIRDN-1391,Home-grown departmental acquired legacy 051,Home-grown departmental acquired legacy,Technology,custom Java/.NET,private cloud,AIX/UNIX middleware,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-132,CONT-AIRDN-0572,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1392,Home-grown departmental acquired legacy 052,Home-grown departmental acquired legacy,Operations Control,mainframe workload,edge/station,Hadoop remnant,production,high,SIAM Observability and Service Governance,VEND-AIRDN-133,CONT-AIRDN-0573,RTO 4-12 hrs / RPO same day,source-backed candidate,sunset candidate
APP-AIRDN-1393,Home-grown departmental acquired legacy 053,Home-grown departmental acquired legacy,Airport Operations,SAP module,owned data center,Java/.NET custom,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-134,CONT-AIRDN-0574,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1394,Home-grown departmental acquired legacy 054,Home-grown departmental acquired legacy,Commercial,SaaS product,legacy UNIX/AIX,Oracle/SQL Server,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-135,CONT-AIRDN-0575,RTO/RPO to confirm,interface evidence needed,current
APP-AIRDN-1395,Home-grown departmental acquired legacy 055,Home-grown departmental acquired legacy,Corporate Finance,operationally critical airline product,private cloud,AIX/UNIX middleware,pre-production,critical,SIAM Observability and Service Governance,VEND-AIRDN-136,CONT-AIRDN-0576,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,modernize
APP-AIRDN-1396,Home-grown departmental acquired legacy 056,Home-grown departmental acquired legacy,Technology,low-use high-risk legacy,edge/station,Hadoop remnant,DR,critical,SIAM Observability and Service Governance,VEND-AIRDN-137,CONT-AIRDN-0577,RTO 4-12 hrs / RPO same day,owner attestation needed,retain with controls
APP-AIRDN-1397,Home-grown departmental acquired legacy 057,Home-grown departmental acquired legacy,Operations Control,strategic platform,owned data center,Java/.NET custom,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-138,CONT-AIRDN-0578,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1398,Home-grown departmental acquired legacy 058,Home-grown departmental acquired legacy,Airport Operations,regional duplicate,legacy UNIX/AIX,Oracle/SQL Server,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-139,CONT-AIRDN-0579,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1399,Home-grown departmental acquired legacy 059,Home-grown departmental acquired legacy,Commercial,acquired-carrier inherited system,private cloud,AIX/UNIX middleware,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-140,CONT-AIRDN-0580,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1400,Home-grown departmental acquired legacy 060,Home-grown departmental acquired legacy,Corporate Finance,end-of-life application,edge/station,Hadoop remnant,pre-production,critical,SIAM Observability and Service Governance,VEND-AIRDN-141,CONT-AIRDN-0581,RTO 4-12 hrs / RPO same day,interface evidence needed,modernize
APP-AIRDN-1401,Home-grown departmental acquired legacy 061,Home-grown departmental acquired legacy,Technology,shadow IT,owned data center,Java/.NET custom,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-142,CONT-AIRDN-0582,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1402,Home-grown departmental acquired legacy 062,Home-grown departmental acquired legacy,Operations Control,custom Java/.NET,legacy UNIX/AIX,Oracle/SQL Server,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-143,CONT-AIRDN-0583,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1403,Home-grown departmental acquired legacy 063,Home-grown departmental acquired legacy,Airport Operations,mainframe workload,private cloud,AIX/UNIX middleware,DR,critical,SIAM Observability and Service Governance,VEND-AIRDN-144,CONT-AIRDN-0584,RTO/RPO to confirm,source-backed candidate,current
APP-AIRDN-1404,Home-grown departmental acquired legacy 064,Home-grown departmental acquired legacy,Commercial,SAP module,edge/station,Hadoop remnant,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-145,CONT-AIRDN-0585,RTO 4-12 hrs / RPO same day,owner attestation needed,retain with controls
APP-AIRDN-1405,Home-grown departmental acquired legacy 065,Home-grown departmental acquired legacy,Corporate Finance,SaaS product,owned data center,Java/.NET custom,pre-production,high,SIAM Observability and Service Governance,VEND-AIRDN-146,CONT-AIRDN-0586,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,modernize
APP-AIRDN-1406,Home-grown departmental acquired legacy 066,Home-grown departmental acquired legacy,Technology,operationally critical airline product,legacy UNIX/AIX,Oracle/SQL Server,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-147,CONT-AIRDN-0587,RTO 0-4 hrs / RPO under 1 hr,interface evidence needed,current
APP-AIRDN-1407,Home-grown departmental acquired legacy 067,Home-grown departmental acquired legacy,Operations Control,low-use high-risk legacy,private cloud,AIX/UNIX middleware,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-148,CONT-AIRDN-0588,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1408,Home-grown departmental acquired legacy 068,Home-grown departmental acquired legacy,Airport Operations,strategic platform,edge/station,Java/.NET custom,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-149,CONT-AIRDN-0589,RTO 4-12 hrs / RPO same day,source-backed candidate,current
APP-AIRDN-1409,Home-grown departmental acquired legacy 069,Home-grown departmental acquired legacy,Commercial,regional duplicate,owned data center,Oracle/SQL Server,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-150,CONT-AIRDN-0590,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1410,Home-grown departmental acquired legacy 070,Home-grown departmental acquired legacy,Corporate Finance,acquired-carrier inherited system,legacy UNIX/AIX,AIX/UNIX middleware,DR,critical,SIAM Observability and Service Governance,VEND-AIRDN-151,CONT-AIRDN-0591,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,modernize
APP-AIRDN-1411,Home-grown departmental acquired legacy 071,Home-grown departmental acquired legacy,Technology,end-of-life application,private cloud,Hadoop remnant,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-152,CONT-AIRDN-0592,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1412,Home-grown departmental acquired legacy 072,Home-grown departmental acquired legacy,Operations Control,shadow IT,edge/station,Java/.NET custom,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-153,CONT-AIRDN-0593,RTO/RPO to confirm,owner attestation needed,retain with controls
APP-AIRDN-1413,Home-grown departmental acquired legacy 073,Home-grown departmental acquired legacy,Airport Operations,custom Java/.NET,owned data center,Oracle/SQL Server,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-154,CONT-AIRDN-0594,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1414,Home-grown departmental acquired legacy 074,Home-grown departmental acquired legacy,Commercial,mainframe workload,legacy UNIX/AIX,AIX/UNIX middleware,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-155,CONT-AIRDN-0595,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1415,Home-grown departmental acquired legacy 075,Home-grown departmental acquired legacy,Corporate Finance,SAP module,private cloud,Hadoop remnant,pre-production,critical,SIAM Observability and Service Governance,VEND-AIRDN-156,CONT-AIRDN-0596,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,modernize
APP-AIRDN-1416,Home-grown departmental acquired legacy 076,Home-grown departmental acquired legacy,Technology,SaaS product,edge/station,Java/.NET custom,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-157,CONT-AIRDN-0597,RTO 4-12 hrs / RPO same day,source-backed candidate,current
APP-AIRDN-1417,Home-grown departmental acquired legacy 077,Home-grown departmental acquired legacy,Operations Control,operationally critical airline product,owned data center,Oracle/SQL Server,DR,critical,SIAM Observability and Service Governance,VEND-AIRDN-158,CONT-AIRDN-0598,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1418,Home-grown departmental acquired legacy 078,Home-grown departmental acquired legacy,Airport Operations,low-use high-risk legacy,legacy UNIX/AIX,AIX/UNIX middleware,production,high,SIAM Observability and Service Governance,VEND-AIRDN-159,CONT-AIRDN-0599,RTO 0-4 hrs / RPO under 1 hr,interface evidence needed,sunset candidate
APP-AIRDN-1419,Home-grown departmental acquired legacy 079,Home-grown departmental acquired legacy,Commercial,strategic platform,private cloud,Hadoop remnant,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-160,CONT-AIRDN-0600,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1420,Home-grown departmental acquired legacy 080,Home-grown departmental acquired legacy,Corporate Finance,regional duplicate,edge/station,Java/.NET custom,pre-production,critical,SIAM Observability and Service Governance,VEND-AIRDN-161,CONT-AIRDN-0601,RTO 4-12 hrs / RPO same day,owner attestation needed,modernize
APP-AIRDN-1421,Home-grown departmental acquired legacy 081,Home-grown departmental acquired legacy,Technology,acquired-carrier inherited system,owned data center,Oracle/SQL Server,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-162,CONT-AIRDN-0602,RTO/RPO to confirm,source-backed candidate,current
APP-AIRDN-1422,Home-grown departmental acquired legacy 082,Home-grown departmental acquired legacy,Operations Control,end-of-life application,legacy UNIX/AIX,AIX/UNIX middleware,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-163,CONT-AIRDN-0603,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1423,Home-grown departmental acquired legacy 083,Home-grown departmental acquired legacy,Airport Operations,shadow IT,private cloud,Hadoop remnant,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-164,CONT-AIRDN-0604,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1424,Home-grown departmental acquired legacy 084,Home-grown departmental acquired legacy,Commercial,custom Java/.NET,edge/station,Java/.NET custom,DR,critical,SIAM Observability and Service Governance,VEND-AIRDN-165,CONT-AIRDN-0605,RTO 4-12 hrs / RPO same day,interface evidence needed,current
APP-AIRDN-1425,Home-grown departmental acquired legacy 085,Home-grown departmental acquired legacy,Corporate Finance,mainframe workload,owned data center,AIX/UNIX middleware,pre-production,critical,SIAM Observability and Service Governance,VEND-AIRDN-166,CONT-AIRDN-0606,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,modernize
