workforce_id,worker_type,business_function,service_tower,skill_family,delivery_location,transition_note
WORK-AIRDN-08320,contractor,Technology,Cloud Infrastructure and Mainframe,service management,onsite,critical knowledge holder
WORK-AIRDN-08321,managed-service role,Data and AI,Workplace Service Desk and Field Support,security,nearshore,standard
WORK-AIRDN-08322,employee,Cybersecurity,SIAM Observability and Service Governance,data,offshore,standard
WORK-AIRDN-08323,contractor,Workplace,Airline Operations AMS,procurement,hybrid,standard
WORK-AIRDN-08324,managed-service role,Service Management,Corporate and SAP AMS,finance,onsite,standard
WORK-AIRDN-08325,employee,Flight Operations,Digital Customer and Loyalty AMS,architecture,nearshore,standard
WORK-AIRDN-08326,contractor,Operations Control,Data Analytics and Integration,operations,offshore,standard
WORK-AIRDN-08327,managed-service role,Crew Operations,Cloud Infrastructure and Mainframe,engineering,hybrid,transition sensitive
WORK-AIRDN-08328,employee,Technical Operations,Workplace Service Desk and Field Support,support,onsite,critical knowledge holder
WORK-AIRDN-08329,contractor,Airport Operations,SIAM Observability and Service Governance,service management,nearshore,standard
WORK-AIRDN-08330,managed-service role,Passenger Service,Airline Operations AMS,security,offshore,standard
WORK-AIRDN-08331,employee,Commercial,Corporate and SAP AMS,data,hybrid,standard
WORK-AIRDN-08332,contractor,Cargo,Digital Customer and Loyalty AMS,procurement,onsite,standard
WORK-AIRDN-08333,managed-service role,Corporate Finance,Data Analytics and Integration,finance,nearshore,standard
WORK-AIRDN-08334,employee,Procurement,Cloud Infrastructure and Mainframe,architecture,offshore,standard
WORK-AIRDN-08335,contractor,Technology,Workplace Service Desk and Field Support,operations,hybrid,standard
WORK-AIRDN-08336,managed-service role,Data and AI,SIAM Observability and Service Governance,engineering,onsite,critical knowledge holder
WORK-AIRDN-08337,employee,Cybersecurity,Airline Operations AMS,support,nearshore,standard
WORK-AIRDN-08338,contractor,Workplace,Corporate and SAP AMS,service management,offshore,transition sensitive
WORK-AIRDN-08339,managed-service role,Service Management,Digital Customer and Loyalty AMS,security,hybrid,standard
WORK-AIRDN-08340,employee,Flight Operations,Data Analytics and Integration,data,onsite,standard
WORK-AIRDN-08341,contractor,Operations Control,Cloud Infrastructure and Mainframe,procurement,nearshore,standard
WORK-AIRDN-08342,managed-service role,Crew Operations,Workplace Service Desk and Field Support,finance,offshore,standard
WORK-AIRDN-08343,employee,Technical Operations,SIAM Observability and Service Governance,architecture,hybrid,standard
WORK-AIRDN-08344,contractor,Airport Operations,Airline Operations AMS,operations,onsite,critical knowledge holder
WORK-AIRDN-08345,managed-service role,Passenger Service,Corporate and SAP AMS,engineering,nearshore,standard
WORK-AIRDN-08346,employee,Commercial,Digital Customer and Loyalty AMS,support,offshore,standard
WORK-AIRDN-08347,contractor,Cargo,Data Analytics and Integration,service management,hybrid,standard
WORK-AIRDN-08348,managed-service role,Corporate Finance,Cloud Infrastructure and Mainframe,security,onsite,standard
WORK-AIRDN-08349,employee,Procurement,Workplace Service Desk and Field Support,data,nearshore,transition sensitive
WORK-AIRDN-08350,contractor,Technology,SIAM Observability and Service Governance,procurement,offshore,standard
WORK-AIRDN-08351,managed-service role,Data and AI,Airline Operations AMS,finance,hybrid,standard
WORK-AIRDN-08352,employee,Cybersecurity,Corporate and SAP AMS,architecture,onsite,critical knowledge holder
WORK-AIRDN-08353,contractor,Workplace,Digital Customer and Loyalty AMS,operations,nearshore,standard
WORK-AIRDN-08354,managed-service role,Service Management,Data Analytics and Integration,engineering,offshore,standard
WORK-AIRDN-08355,employee,Flight Operations,Cloud Infrastructure and Mainframe,support,hybrid,standard
WORK-AIRDN-08356,contractor,Operations Control,Workplace Service Desk and Field Support,service management,onsite,standard
WORK-AIRDN-08357,managed-service role,Crew Operations,SIAM Observability and Service Governance,security,nearshore,standard
WORK-AIRDN-08358,employee,Technical Operations,Airline Operations AMS,data,offshore,standard
WORK-AIRDN-08359,contractor,Airport Operations,Corporate and SAP AMS,procurement,hybrid,standard
WORK-AIRDN-08360,managed-service role,Passenger Service,Digital Customer and Loyalty AMS,finance,onsite,critical knowledge holder
WORK-AIRDN-08361,employee,Commercial,Data Analytics and Integration,architecture,nearshore,standard
WORK-AIRDN-08362,contractor,Cargo,Cloud Infrastructure and Mainframe,operations,offshore,standard
WORK-AIRDN-08363,managed-service role,Corporate Finance,Workplace Service Desk and Field Support,engineering,hybrid,standard
WORK-AIRDN-08364,employee,Procurement,SIAM Observability and Service Governance,support,onsite,standard
WORK-AIRDN-08365,contractor,Technology,Airline Operations AMS,service management,nearshore,standard
WORK-AIRDN-08366,managed-service role,Data and AI,Corporate and SAP AMS,security,offshore,standard
WORK-AIRDN-08367,employee,Cybersecurity,Digital Customer and Loyalty AMS,data,hybrid,standard
WORK-AIRDN-08368,contractor,Workplace,Data Analytics and Integration,procurement,onsite,critical knowledge holder
WORK-AIRDN-08369,managed-service role,Service Management,Cloud Infrastructure and Mainframe,finance,nearshore,standard
WORK-AIRDN-08370,employee,Flight Operations,Workplace Service Desk and Field Support,architecture,offshore,standard
WORK-AIRDN-08371,contractor,Operations Control,SIAM Observability and Service Governance,operations,hybrid,transition sensitive
WORK-AIRDN-08372,managed-service role,Crew Operations,Airline Operations AMS,engineering,onsite,standard
WORK-AIRDN-08373,employee,Technical Operations,Corporate and SAP AMS,support,nearshore,standard
WORK-AIRDN-08374,contractor,Airport Operations,Digital Customer and Loyalty AMS,service management,offshore,standard
WORK-AIRDN-08375,managed-service role,Passenger Service,Data Analytics and Integration,security,hybrid,standard
WORK-AIRDN-08376,employee,Commercial,Cloud Infrastructure and Mainframe,data,onsite,critical knowledge holder
WORK-AIRDN-08377,contractor,Cargo,Workplace Service Desk and Field Support,procurement,nearshore,standard
WORK-AIRDN-08378,managed-service role,Corporate Finance,SIAM Observability and Service Governance,finance,offshore,standard
WORK-AIRDN-08379,employee,Procurement,Airline Operations AMS,architecture,hybrid,standard
WORK-AIRDN-08380,contractor,Technology,Corporate and SAP AMS,operations,onsite,standard
WORK-AIRDN-08381,managed-service role,Data and AI,Digital Customer and Loyalty AMS,engineering,nearshore,standard
WORK-AIRDN-08382,employee,Cybersecurity,Data Analytics and Integration,support,offshore,transition sensitive
WORK-AIRDN-08383,contractor,Workplace,Cloud Infrastructure and Mainframe,service management,hybrid,standard
WORK-AIRDN-08384,managed-service role,Service Management,Workplace Service Desk and Field Support,security,onsite,critical knowledge holder
WORK-AIRDN-08385,employee,Flight Operations,SIAM Observability and Service Governance,data,nearshore,standard
WORK-AIRDN-08386,contractor,Operations Control,Airline Operations AMS,procurement,offshore,standard
WORK-AIRDN-08387,managed-service role,Crew Operations,Corporate and SAP AMS,finance,hybrid,standard
WORK-AIRDN-08388,employee,Technical Operations,Digital Customer and Loyalty AMS,architecture,onsite,standard
WORK-AIRDN-08389,contractor,Airport Operations,Data Analytics and Integration,operations,nearshore,standard
WORK-AIRDN-08390,managed-service role,Passenger Service,Cloud Infrastructure and Mainframe,engineering,offshore,standard
WORK-AIRDN-08391,employee,Commercial,Workplace Service Desk and Field Support,support,hybrid,standard
WORK-AIRDN-08392,contractor,Cargo,SIAM Observability and Service Governance,service management,onsite,critical knowledge holder
WORK-AIRDN-08393,managed-service role,Corporate Finance,Airline Operations AMS,security,nearshore,transition sensitive
WORK-AIRDN-08394,employee,Procurement,Corporate and SAP AMS,data,offshore,standard
WORK-AIRDN-08395,contractor,Technology,Digital Customer and Loyalty AMS,procurement,hybrid,standard
WORK-AIRDN-08396,managed-service role,Data and AI,Data Analytics and Integration,finance,onsite,standard
WORK-AIRDN-08397,employee,Cybersecurity,Cloud Infrastructure and Mainframe,architecture,nearshore,standard
WORK-AIRDN-08398,contractor,Workplace,Workplace Service Desk and Field Support,operations,offshore,standard
WORK-AIRDN-08399,managed-service role,Service Management,SIAM Observability and Service Governance,engineering,hybrid,standard
WORK-AIRDN-08400,employee,Flight Operations,Airline Operations AMS,support,onsite,critical knowledge holder
WORK-AIRDN-08401,contractor,Operations Control,Corporate and SAP AMS,service management,nearshore,standard
WORK-AIRDN-08402,managed-service role,Crew Operations,Digital Customer and Loyalty AMS,security,offshore,standard
WORK-AIRDN-08403,employee,Technical Operations,Data Analytics and Integration,data,hybrid,standard
WORK-AIRDN-08404,contractor,Airport Operations,Cloud Infrastructure and Mainframe,procurement,onsite,transition sensitive
WORK-AIRDN-08405,managed-service role,Passenger Service,Workplace Service Desk and Field Support,finance,nearshore,standard
WORK-AIRDN-08406,employee,Commercial,SIAM Observability and Service Governance,architecture,offshore,standard
WORK-AIRDN-08407,contractor,Cargo,Airline Operations AMS,operations,hybrid,standard
WORK-AIRDN-08408,managed-service role,Corporate Finance,Corporate and SAP AMS,engineering,onsite,critical knowledge holder
WORK-AIRDN-08409,employee,Procurement,Digital Customer and Loyalty AMS,support,nearshore,standard
WORK-AIRDN-08410,contractor,Technology,Data Analytics and Integration,service management,offshore,standard
WORK-AIRDN-08411,managed-service role,Data and AI,Cloud Infrastructure and Mainframe,security,hybrid,standard
WORK-AIRDN-08412,employee,Cybersecurity,Workplace Service Desk and Field Support,data,onsite,standard
WORK-AIRDN-08413,contractor,Workplace,SIAM Observability and Service Governance,procurement,nearshore,standard
WORK-AIRDN-08414,managed-service role,Service Management,Airline Operations AMS,finance,offshore,standard
WORK-AIRDN-08415,employee,Flight Operations,Corporate and SAP AMS,architecture,hybrid,transition sensitive
WORK-AIRDN-08416,contractor,Operations Control,Digital Customer and Loyalty AMS,operations,onsite,critical knowledge holder
WORK-AIRDN-08417,managed-service role,Crew Operations,Data Analytics and Integration,engineering,nearshore,standard
WORK-AIRDN-08418,employee,Technical Operations,Cloud Infrastructure and Mainframe,support,offshore,standard
WORK-AIRDN-08419,contractor,Airport Operations,Workplace Service Desk and Field Support,service management,hybrid,standard
WORK-AIRDN-08420,managed-service role,Passenger Service,SIAM Observability and Service Governance,security,onsite,standard
WORK-AIRDN-08421,employee,Commercial,Airline Operations AMS,data,nearshore,standard
WORK-AIRDN-08422,contractor,Cargo,Corporate and SAP AMS,procurement,offshore,standard
WORK-AIRDN-08423,managed-service role,Corporate Finance,Digital Customer and Loyalty AMS,finance,hybrid,standard
WORK-AIRDN-08424,employee,Procurement,Data Analytics and Integration,architecture,onsite,critical knowledge holder
WORK-AIRDN-08425,contractor,Technology,Cloud Infrastructure and Mainframe,operations,nearshore,standard
WORK-AIRDN-08426,managed-service role,Data and AI,Workplace Service Desk and Field Support,engineering,offshore,transition sensitive
WORK-AIRDN-08427,employee,Cybersecurity,SIAM Observability and Service Governance,support,hybrid,standard
WORK-AIRDN-08428,contractor,Workplace,Airline Operations AMS,service management,onsite,standard
WORK-AIRDN-08429,managed-service role,Service Management,Corporate and SAP AMS,security,nearshore,standard
WORK-AIRDN-08430,employee,Flight Operations,Digital Customer and Loyalty AMS,data,offshore,standard
WORK-AIRDN-08431,contractor,Operations Control,Data Analytics and Integration,procurement,hybrid,standard
WORK-AIRDN-08432,managed-service role,Crew Operations,Cloud Infrastructure and Mainframe,finance,onsite,critical knowledge holder
WORK-AIRDN-08433,employee,Technical Operations,Workplace Service Desk and Field Support,architecture,nearshore,standard
WORK-AIRDN-08434,contractor,Airport Operations,SIAM Observability and Service Governance,operations,offshore,standard
WORK-AIRDN-08435,managed-service role,Passenger Service,Airline Operations AMS,engineering,hybrid,standard
WORK-AIRDN-08436,employee,Commercial,Corporate and SAP AMS,support,onsite,standard
WORK-AIRDN-08437,contractor,Cargo,Digital Customer and Loyalty AMS,service management,nearshore,transition sensitive
WORK-AIRDN-08438,managed-service role,Corporate Finance,Data Analytics and Integration,security,offshore,standard
WORK-AIRDN-08439,employee,Procurement,Cloud Infrastructure and Mainframe,data,hybrid,standard
WORK-AIRDN-08440,contractor,Technology,Workplace Service Desk and Field Support,procurement,onsite,critical knowledge holder
WORK-AIRDN-08441,managed-service role,Data and AI,SIAM Observability and Service Governance,finance,nearshore,standard
WORK-AIRDN-08442,employee,Cybersecurity,Airline Operations AMS,architecture,offshore,standard
WORK-AIRDN-08443,contractor,Workplace,Corporate and SAP AMS,operations,hybrid,standard
WORK-AIRDN-08444,managed-service role,Service Management,Digital Customer and Loyalty AMS,engineering,onsite,standard
WORK-AIRDN-08445,employee,Flight Operations,Data Analytics and Integration,support,nearshore,standard
WORK-AIRDN-08446,contractor,Operations Control,Cloud Infrastructure and Mainframe,service management,offshore,standard
WORK-AIRDN-08447,managed-service role,Crew Operations,Workplace Service Desk and Field Support,security,hybrid,standard
WORK-AIRDN-08448,employee,Technical Operations,SIAM Observability and Service Governance,data,onsite,critical knowledge holder
WORK-AIRDN-08449,contractor,Airport Operations,Airline Operations AMS,procurement,nearshore,standard
WORK-AIRDN-08450,managed-service role,Passenger Service,Corporate and SAP AMS,finance,offshore,standard
WORK-AIRDN-08451,employee,Commercial,Digital Customer and Loyalty AMS,architecture,hybrid,standard
WORK-AIRDN-08452,contractor,Cargo,Data Analytics and Integration,operations,onsite,standard
WORK-AIRDN-08453,managed-service role,Corporate Finance,Cloud Infrastructure and Mainframe,engineering,nearshore,standard
WORK-AIRDN-08454,employee,Procurement,Workplace Service Desk and Field Support,support,offshore,standard
WORK-AIRDN-08455,contractor,Technology,SIAM Observability and Service Governance,service management,hybrid,standard
WORK-AIRDN-08456,managed-service role,Data and AI,Airline Operations AMS,security,onsite,critical knowledge holder
WORK-AIRDN-08457,employee,Cybersecurity,Corporate and SAP AMS,data,nearshore,standard
WORK-AIRDN-08458,contractor,Workplace,Digital Customer and Loyalty AMS,procurement,offshore,standard
WORK-AIRDN-08459,managed-service role,Service Management,Data Analytics and Integration,finance,hybrid,transition sensitive
WORK-AIRDN-08460,employee,Flight Operations,Cloud Infrastructure and Mainframe,architecture,onsite,standard
WORK-AIRDN-08461,contractor,Operations Control,Workplace Service Desk and Field Support,operations,nearshore,standard
WORK-AIRDN-08462,managed-service role,Crew Operations,SIAM Observability and Service Governance,engineering,offshore,standard
WORK-AIRDN-08463,employee,Technical Operations,Airline Operations AMS,support,hybrid,standard
WORK-AIRDN-08464,contractor,Airport Operations,Corporate and SAP AMS,service management,onsite,critical knowledge holder
WORK-AIRDN-08465,managed-service role,Passenger Service,Digital Customer and Loyalty AMS,security,nearshore,standard
WORK-AIRDN-08466,employee,Commercial,Data Analytics and Integration,data,offshore,standard
WORK-AIRDN-08467,contractor,Cargo,Cloud Infrastructure and Mainframe,procurement,hybrid,standard
WORK-AIRDN-08468,managed-service role,Corporate Finance,Workplace Service Desk and Field Support,finance,onsite,standard
WORK-AIRDN-08469,employee,Procurement,SIAM Observability and Service Governance,architecture,nearshore,standard
WORK-AIRDN-08470,contractor,Technology,Airline Operations AMS,operations,offshore,transition sensitive
WORK-AIRDN-08471,managed-service role,Data and AI,Corporate and SAP AMS,engineering,hybrid,standard
WORK-AIRDN-08472,employee,Cybersecurity,Digital Customer and Loyalty AMS,support,onsite,critical knowledge holder
WORK-AIRDN-08473,contractor,Workplace,Data Analytics and Integration,service management,nearshore,standard
WORK-AIRDN-08474,managed-service role,Service Management,Cloud Infrastructure and Mainframe,security,offshore,standard
WORK-AIRDN-08475,employee,Flight Operations,Workplace Service Desk and Field Support,data,hybrid,standard
WORK-AIRDN-08476,contractor,Operations Control,SIAM Observability and Service Governance,procurement,onsite,standard
WORK-AIRDN-08477,managed-service role,Crew Operations,Airline Operations AMS,finance,nearshore,standard
WORK-AIRDN-08478,employee,Technical Operations,Corporate and SAP AMS,architecture,offshore,standard
WORK-AIRDN-08479,contractor,Airport Operations,Digital Customer and Loyalty AMS,operations,hybrid,standard
WORK-AIRDN-08480,managed-service role,Passenger Service,Data Analytics and Integration,engineering,onsite,critical knowledge holder
WORK-AIRDN-08481,employee,Commercial,Cloud Infrastructure and Mainframe,support,nearshore,transition sensitive
WORK-AIRDN-08482,contractor,Cargo,Workplace Service Desk and Field Support,service management,offshore,standard
WORK-AIRDN-08483,managed-service role,Corporate Finance,SIAM Observability and Service Governance,security,hybrid,standard
WORK-AIRDN-08484,employee,Procurement,Airline Operations AMS,data,onsite,standard
WORK-AIRDN-08485,contractor,Technology,Corporate and SAP AMS,procurement,nearshore,standard
WORK-AIRDN-08486,managed-service role,Data and AI,Digital Customer and Loyalty AMS,finance,offshore,standard
WORK-AIRDN-08487,employee,Cybersecurity,Data Analytics and Integration,architecture,hybrid,standard
WORK-AIRDN-08488,contractor,Workplace,Cloud Infrastructure and Mainframe,operations,onsite,critical knowledge holder
WORK-AIRDN-08489,managed-service role,Service Management,Workplace Service Desk and Field Support,engineering,nearshore,standard
WORK-AIRDN-08490,employee,Flight Operations,SIAM Observability and Service Governance,support,offshore,standard
WORK-AIRDN-08491,contractor,Operations Control,Airline Operations AMS,service management,hybrid,standard
WORK-AIRDN-08492,managed-service role,Crew Operations,Corporate and SAP AMS,security,onsite,transition sensitive
WORK-AIRDN-08493,employee,Technical Operations,Digital Customer and Loyalty AMS,data,nearshore,standard
WORK-AIRDN-08494,contractor,Airport Operations,Data Analytics and Integration,procurement,offshore,standard
WORK-AIRDN-08495,managed-service role,Passenger Service,Cloud Infrastructure and Mainframe,finance,hybrid,standard
WORK-AIRDN-08496,employee,Commercial,Workplace Service Desk and Field Support,architecture,onsite,critical knowledge holder
WORK-AIRDN-08497,contractor,Cargo,SIAM Observability and Service Governance,operations,nearshore,standard
WORK-AIRDN-08498,managed-service role,Corporate Finance,Airline Operations AMS,engineering,offshore,standard
WORK-AIRDN-08499,employee,Procurement,Corporate and SAP AMS,support,hybrid,standard
WORK-AIRDN-08500,contractor,Technology,Digital Customer and Loyalty AMS,service management,onsite,standard
WORK-AIRDN-08501,managed-service role,Data and AI,Data Analytics and Integration,security,nearshore,standard
WORK-AIRDN-08502,employee,Cybersecurity,Cloud Infrastructure and Mainframe,data,offshore,standard
WORK-AIRDN-08503,contractor,Workplace,Workplace Service Desk and Field Support,procurement,hybrid,transition sensitive
WORK-AIRDN-08504,managed-service role,Service Management,SIAM Observability and Service Governance,finance,onsite,critical knowledge holder
WORK-AIRDN-08505,employee,Flight Operations,Airline Operations AMS,architecture,nearshore,standard
WORK-AIRDN-08506,contractor,Operations Control,Corporate and SAP AMS,operations,offshore,standard
WORK-AIRDN-08507,managed-service role,Crew Operations,Digital Customer and Loyalty AMS,engineering,hybrid,standard
WORK-AIRDN-08508,employee,Technical Operations,Data Analytics and Integration,support,onsite,standard
WORK-AIRDN-08509,contractor,Airport Operations,Cloud Infrastructure and Mainframe,service management,nearshore,standard
WORK-AIRDN-08510,managed-service role,Passenger Service,Workplace Service Desk and Field Support,security,offshore,standard
WORK-AIRDN-08511,employee,Commercial,SIAM Observability and Service Governance,data,hybrid,standard
WORK-AIRDN-08512,contractor,Cargo,Airline Operations AMS,procurement,onsite,critical knowledge holder
WORK-AIRDN-08513,managed-service role,Corporate Finance,Corporate and SAP AMS,finance,nearshore,standard
WORK-AIRDN-08514,employee,Procurement,Digital Customer and Loyalty AMS,architecture,offshore,transition sensitive
WORK-AIRDN-08515,contractor,Technology,Data Analytics and Integration,operations,hybrid,standard
WORK-AIRDN-08516,managed-service role,Data and AI,Cloud Infrastructure and Mainframe,engineering,onsite,standard
WORK-AIRDN-08517,employee,Cybersecurity,Workplace Service Desk and Field Support,support,nearshore,standard
WORK-AIRDN-08518,contractor,Workplace,SIAM Observability and Service Governance,service management,offshore,standard
WORK-AIRDN-08519,managed-service role,Service Management,Airline Operations AMS,security,hybrid,standard
WORK-AIRDN-08520,employee,Flight Operations,Corporate and SAP AMS,data,onsite,critical knowledge holder
WORK-AIRDN-08521,contractor,Operations Control,Digital Customer and Loyalty AMS,procurement,nearshore,standard
WORK-AIRDN-08522,managed-service role,Crew Operations,Data Analytics and Integration,finance,offshore,standard
WORK-AIRDN-08523,employee,Technical Operations,Cloud Infrastructure and Mainframe,architecture,hybrid,standard
WORK-AIRDN-08524,contractor,Airport Operations,Workplace Service Desk and Field Support,operations,onsite,standard
WORK-AIRDN-08525,managed-service role,Passenger Service,SIAM Observability and Service Governance,engineering,nearshore,transition sensitive
WORK-AIRDN-08526,employee,Commercial,Airline Operations AMS,support,offshore,standard
WORK-AIRDN-08527,contractor,Cargo,Corporate and SAP AMS,service management,hybrid,standard
WORK-AIRDN-08528,managed-service role,Corporate Finance,Digital Customer and Loyalty AMS,security,onsite,critical knowledge holder
WORK-AIRDN-08529,employee,Procurement,Data Analytics and Integration,data,nearshore,standard
WORK-AIRDN-08530,contractor,Technology,Cloud Infrastructure and Mainframe,procurement,offshore,standard
WORK-AIRDN-08531,managed-service role,Data and AI,Workplace Service Desk and Field Support,finance,hybrid,standard
WORK-AIRDN-08532,employee,Cybersecurity,SIAM Observability and Service Governance,architecture,onsite,standard
WORK-AIRDN-08533,contractor,Workplace,Airline Operations AMS,operations,nearshore,standard
WORK-AIRDN-08534,managed-service role,Service Management,Corporate and SAP AMS,engineering,offshore,standard
WORK-AIRDN-08535,employee,Flight Operations,Digital Customer and Loyalty AMS,support,hybrid,standard
WORK-AIRDN-08536,contractor,Operations Control,Data Analytics and Integration,service management,onsite,critical knowledge holder
WORK-AIRDN-08537,managed-service role,Crew Operations,Cloud Infrastructure and Mainframe,security,nearshore,standard
WORK-AIRDN-08538,employee,Technical Operations,Workplace Service Desk and Field Support,data,offshore,standard
WORK-AIRDN-08539,contractor,Airport Operations,SIAM Observability and Service Governance,procurement,hybrid,standard
WORK-AIRDN-08540,managed-service role,Passenger Service,Airline Operations AMS,finance,onsite,standard
WORK-AIRDN-08541,employee,Commercial,Corporate and SAP AMS,architecture,nearshore,standard
WORK-AIRDN-08542,contractor,Cargo,Digital Customer and Loyalty AMS,operations,offshore,standard
WORK-AIRDN-08543,managed-service role,Corporate Finance,Data Analytics and Integration,engineering,hybrid,standard
WORK-AIRDN-08544,employee,Procurement,Cloud Infrastructure and Mainframe,support,onsite,critical knowledge holder
WORK-AIRDN-08545,contractor,Technology,Workplace Service Desk and Field Support,service management,nearshore,standard
WORK-AIRDN-08546,managed-service role,Data and AI,SIAM Observability and Service Governance,security,offshore,standard
WORK-AIRDN-08547,employee,Cybersecurity,Airline Operations AMS,data,hybrid,transition sensitive
WORK-AIRDN-08548,contractor,Workplace,Corporate and SAP AMS,procurement,onsite,standard
WORK-AIRDN-08549,managed-service role,Service Management,Digital Customer and Loyalty AMS,finance,nearshore,standard
WORK-AIRDN-08550,employee,Flight Operations,Data Analytics and Integration,architecture,offshore,standard
WORK-AIRDN-08551,contractor,Operations Control,Cloud Infrastructure and Mainframe,operations,hybrid,standard
WORK-AIRDN-08552,managed-service role,Crew Operations,Workplace Service Desk and Field Support,engineering,onsite,critical knowledge holder
WORK-AIRDN-08553,employee,Technical Operations,SIAM Observability and Service Governance,support,nearshore,standard
WORK-AIRDN-08554,contractor,Airport Operations,Airline Operations AMS,service management,offshore,standard
WORK-AIRDN-08555,managed-service role,Passenger Service,Corporate and SAP AMS,security,hybrid,standard
WORK-AIRDN-08556,employee,Commercial,Digital Customer and Loyalty AMS,data,onsite,standard
WORK-AIRDN-08557,contractor,Cargo,Data Analytics and Integration,procurement,nearshore,standard
WORK-AIRDN-08558,managed-service role,Corporate Finance,Cloud Infrastructure and Mainframe,finance,offshore,transition sensitive
WORK-AIRDN-08559,employee,Procurement,Workplace Service Desk and Field Support,architecture,hybrid,standard
WORK-AIRDN-08560,contractor,Technology,SIAM Observability and Service Governance,operations,onsite,critical knowledge holder
WORK-AIRDN-08561,managed-service role,Data and AI,Airline Operations AMS,engineering,nearshore,standard
WORK-AIRDN-08562,employee,Cybersecurity,Corporate and SAP AMS,support,offshore,standard
WORK-AIRDN-08563,contractor,Workplace,Digital Customer and Loyalty AMS,service management,hybrid,standard
WORK-AIRDN-08564,managed-service role,Service Management,Data Analytics and Integration,security,onsite,standard
WORK-AIRDN-08565,employee,Flight Operations,Cloud Infrastructure and Mainframe,data,nearshore,standard
WORK-AIRDN-08566,contractor,Operations Control,Workplace Service Desk and Field Support,procurement,offshore,standard
WORK-AIRDN-08567,managed-service role,Crew Operations,SIAM Observability and Service Governance,finance,hybrid,standard
WORK-AIRDN-08568,employee,Technical Operations,Airline Operations AMS,architecture,onsite,critical knowledge holder
WORK-AIRDN-08569,contractor,Airport Operations,Corporate and SAP AMS,operations,nearshore,transition sensitive
WORK-AIRDN-08570,managed-service role,Passenger Service,Digital Customer and Loyalty AMS,engineering,offshore,standard
WORK-AIRDN-08571,employee,Commercial,Data Analytics and Integration,support,hybrid,standard
WORK-AIRDN-08572,contractor,Cargo,Cloud Infrastructure and Mainframe,service management,onsite,standard
WORK-AIRDN-08573,managed-service role,Corporate Finance,Workplace Service Desk and Field Support,security,nearshore,standard
WORK-AIRDN-08574,employee,Procurement,SIAM Observability and Service Governance,data,offshore,standard
WORK-AIRDN-08575,contractor,Technology,Airline Operations AMS,procurement,hybrid,standard
WORK-AIRDN-08576,managed-service role,Data and AI,Corporate and SAP AMS,finance,onsite,critical knowledge holder
WORK-AIRDN-08577,employee,Cybersecurity,Digital Customer and Loyalty AMS,architecture,nearshore,standard
WORK-AIRDN-08578,contractor,Workplace,Data Analytics and Integration,operations,offshore,standard
WORK-AIRDN-08579,managed-service role,Service Management,Cloud Infrastructure and Mainframe,engineering,hybrid,standard
WORK-AIRDN-08580,employee,Flight Operations,Workplace Service Desk and Field Support,support,onsite,transition sensitive
WORK-AIRDN-08581,contractor,Operations Control,SIAM Observability and Service Governance,service management,nearshore,standard
WORK-AIRDN-08582,managed-service role,Crew Operations,Airline Operations AMS,security,offshore,standard
WORK-AIRDN-08583,employee,Technical Operations,Corporate and SAP AMS,data,hybrid,standard
WORK-AIRDN-08584,contractor,Airport Operations,Digital Customer and Loyalty AMS,procurement,onsite,critical knowledge holder
WORK-AIRDN-08585,managed-service role,Passenger Service,Data Analytics and Integration,finance,nearshore,standard
WORK-AIRDN-08586,employee,Commercial,Cloud Infrastructure and Mainframe,architecture,offshore,standard
WORK-AIRDN-08587,contractor,Cargo,Workplace Service Desk and Field Support,operations,hybrid,standard
WORK-AIRDN-08588,managed-service role,Corporate Finance,SIAM Observability and Service Governance,engineering,onsite,standard
WORK-AIRDN-08589,employee,Procurement,Airline Operations AMS,support,nearshore,standard
WORK-AIRDN-08590,contractor,Technology,Corporate and SAP AMS,service management,offshore,standard
WORK-AIRDN-08591,managed-service role,Data and AI,Digital Customer and Loyalty AMS,security,hybrid,transition sensitive
WORK-AIRDN-08592,employee,Cybersecurity,Data Analytics and Integration,data,onsite,critical knowledge holder
WORK-AIRDN-08593,contractor,Workplace,Cloud Infrastructure and Mainframe,procurement,nearshore,standard
WORK-AIRDN-08594,managed-service role,Service Management,Workplace Service Desk and Field Support,finance,offshore,standard
WORK-AIRDN-08595,employee,Flight Operations,SIAM Observability and Service Governance,architecture,hybrid,standard
WORK-AIRDN-08596,contractor,Operations Control,Airline Operations AMS,operations,onsite,standard
WORK-AIRDN-08597,managed-service role,Crew Operations,Corporate and SAP AMS,engineering,nearshore,standard
WORK-AIRDN-08598,employee,Technical Operations,Digital Customer and Loyalty AMS,support,offshore,standard
WORK-AIRDN-08599,contractor,Airport Operations,Data Analytics and Integration,service management,hybrid,standard
WORK-AIRDN-08600,managed-service role,Passenger Service,Cloud Infrastructure and Mainframe,security,onsite,critical knowledge holder
WORK-AIRDN-08601,employee,Commercial,Workplace Service Desk and Field Support,data,nearshore,standard
WORK-AIRDN-08602,contractor,Cargo,SIAM Observability and Service Governance,procurement,offshore,transition sensitive
WORK-AIRDN-08603,managed-service role,Corporate Finance,Airline Operations AMS,finance,hybrid,standard
WORK-AIRDN-08604,employee,Procurement,Corporate and SAP AMS,architecture,onsite,standard
WORK-AIRDN-08605,contractor,Technology,Digital Customer and Loyalty AMS,operations,nearshore,standard
WORK-AIRDN-08606,managed-service role,Data and AI,Data Analytics and Integration,engineering,offshore,standard
