integration_id,from_application_id,to_application_id,integration_method,frequency,criticality,middleware_pattern,owning_function,source_id
INT-AIRDN-05038,APP-AIRDN-0882,APP-AIRDN-0443,EDI/message,event-driven,standard,API gateway,Workplace,SRC-AIRDN-INT-017
INT-AIRDN-05039,APP-AIRDN-0889,APP-AIRDN-0460,database link,nightly batch,standard,event streaming backbone,Service Management,SRC-AIRDN-INT-018
INT-AIRDN-05040,APP-AIRDN-0896,APP-AIRDN-0477,MQ/event,real-time,critical,enterprise service bus,Flight Operations,SRC-AIRDN-INT-019
INT-AIRDN-05041,APP-AIRDN-0903,APP-AIRDN-0494,API,near real-time,standard,mainframe MQ,Operations Control,SRC-AIRDN-INT-020
INT-AIRDN-05042,APP-AIRDN-0910,APP-AIRDN-0511,file/batch,hourly,standard,cloud integration platform,Crew Operations,SRC-AIRDN-INT-021
INT-AIRDN-05043,APP-AIRDN-0917,APP-AIRDN-0528,ETL/ELT,daily,high,file transfer gateway,Technical Operations,SRC-AIRDN-INT-022
INT-AIRDN-05044,APP-AIRDN-0924,APP-AIRDN-0545,mainframe transaction,weekly,standard,data pipeline orchestrator,Airport Operations,SRC-AIRDN-INT-023
INT-AIRDN-05045,APP-AIRDN-0931,APP-AIRDN-0562,streaming topic,event-driven,standard,API gateway,Passenger Service,SRC-AIRDN-INT-024
INT-AIRDN-05046,APP-AIRDN-0938,APP-AIRDN-0579,SaaS connector,nightly batch,high,event streaming backbone,Commercial,SRC-AIRDN-INT-025
INT-AIRDN-05047,APP-AIRDN-0945,APP-AIRDN-0596,EDI/message,real-time,standard,enterprise service bus,Cargo,SRC-AIRDN-INT-026
INT-AIRDN-05048,APP-AIRDN-0952,APP-AIRDN-0613,database link,near real-time,critical,mainframe MQ,Corporate Finance,SRC-AIRDN-INT-027
INT-AIRDN-05049,APP-AIRDN-0959,APP-AIRDN-0630,MQ/event,hourly,high,cloud integration platform,Procurement,SRC-AIRDN-INT-028
INT-AIRDN-05050,APP-AIRDN-0966,APP-AIRDN-0647,API,daily,standard,file transfer gateway,Technology,SRC-AIRDN-INT-029
INT-AIRDN-05051,APP-AIRDN-0973,APP-AIRDN-0664,file/batch,weekly,standard,data pipeline orchestrator,Data and AI,SRC-AIRDN-INT-030
INT-AIRDN-05052,APP-AIRDN-0980,APP-AIRDN-0681,ETL/ELT,event-driven,high,API gateway,Cybersecurity,SRC-AIRDN-INT-031
INT-AIRDN-05053,APP-AIRDN-0987,APP-AIRDN-0698,mainframe transaction,nightly batch,standard,event streaming backbone,Workplace,SRC-AIRDN-INT-032
INT-AIRDN-05054,APP-AIRDN-0994,APP-AIRDN-0715,streaming topic,real-time,standard,enterprise service bus,Service Management,SRC-AIRDN-INT-033
INT-AIRDN-05055,APP-AIRDN-1001,APP-AIRDN-0732,SaaS connector,near real-time,high,mainframe MQ,Flight Operations,SRC-AIRDN-INT-034
INT-AIRDN-05056,APP-AIRDN-1008,APP-AIRDN-0749,EDI/message,hourly,critical,cloud integration platform,Operations Control,SRC-AIRDN-INT-035
INT-AIRDN-05057,APP-AIRDN-1015,APP-AIRDN-0766,database link,daily,standard,file transfer gateway,Crew Operations,SRC-AIRDN-INT-036
INT-AIRDN-05058,APP-AIRDN-1022,APP-AIRDN-0783,MQ/event,weekly,high,data pipeline orchestrator,Technical Operations,SRC-AIRDN-INT-037
INT-AIRDN-05059,APP-AIRDN-1029,APP-AIRDN-0800,API,event-driven,standard,API gateway,Airport Operations,SRC-AIRDN-INT-038
INT-AIRDN-05060,APP-AIRDN-1036,APP-AIRDN-0817,file/batch,nightly batch,standard,event streaming backbone,Passenger Service,SRC-AIRDN-INT-039
INT-AIRDN-05061,APP-AIRDN-1043,APP-AIRDN-0834,ETL/ELT,real-time,high,enterprise service bus,Commercial,SRC-AIRDN-INT-040
INT-AIRDN-05062,APP-AIRDN-1050,APP-AIRDN-0851,mainframe transaction,near real-time,standard,mainframe MQ,Cargo,SRC-AIRDN-INT-041
INT-AIRDN-05063,APP-AIRDN-1057,APP-AIRDN-0868,streaming topic,hourly,standard,cloud integration platform,Corporate Finance,SRC-AIRDN-INT-042
INT-AIRDN-05064,APP-AIRDN-1064,APP-AIRDN-0885,SaaS connector,daily,critical,file transfer gateway,Procurement,SRC-AIRDN-INT-043
INT-AIRDN-05065,APP-AIRDN-1071,APP-AIRDN-0902,EDI/message,weekly,standard,data pipeline orchestrator,Technology,SRC-AIRDN-INT-044
INT-AIRDN-05066,APP-AIRDN-1078,APP-AIRDN-0919,database link,event-driven,standard,API gateway,Data and AI,SRC-AIRDN-INT-045
INT-AIRDN-05067,APP-AIRDN-1085,APP-AIRDN-0936,MQ/event,nightly batch,high,event streaming backbone,Cybersecurity,SRC-AIRDN-INT-046
INT-AIRDN-05068,APP-AIRDN-1092,APP-AIRDN-0953,API,real-time,standard,enterprise service bus,Workplace,SRC-AIRDN-INT-047
INT-AIRDN-05069,APP-AIRDN-1099,APP-AIRDN-0970,file/batch,near real-time,standard,mainframe MQ,Service Management,SRC-AIRDN-INT-048
INT-AIRDN-05070,APP-AIRDN-1106,APP-AIRDN-0987,ETL/ELT,hourly,high,cloud integration platform,Flight Operations,SRC-AIRDN-INT-049
INT-AIRDN-05071,APP-AIRDN-1113,APP-AIRDN-1004,mainframe transaction,daily,standard,file transfer gateway,Operations Control,SRC-AIRDN-INT-050
INT-AIRDN-05072,APP-AIRDN-1120,APP-AIRDN-1021,streaming topic,weekly,critical,data pipeline orchestrator,Crew Operations,SRC-AIRDN-INT-051
INT-AIRDN-05073,APP-AIRDN-1127,APP-AIRDN-1038,SaaS connector,event-driven,high,API gateway,Technical Operations,SRC-AIRDN-INT-052
INT-AIRDN-05074,APP-AIRDN-1134,APP-AIRDN-1055,EDI/message,nightly batch,standard,event streaming backbone,Airport Operations,SRC-AIRDN-INT-053
INT-AIRDN-05075,APP-AIRDN-1141,APP-AIRDN-1072,database link,real-time,standard,enterprise service bus,Passenger Service,SRC-AIRDN-INT-054
INT-AIRDN-05076,APP-AIRDN-1148,APP-AIRDN-1089,MQ/event,near real-time,high,mainframe MQ,Commercial,SRC-AIRDN-INT-001
INT-AIRDN-05077,APP-AIRDN-1155,APP-AIRDN-1106,API,hourly,standard,cloud integration platform,Cargo,SRC-AIRDN-INT-002
INT-AIRDN-05078,APP-AIRDN-1162,APP-AIRDN-1123,file/batch,daily,standard,file transfer gateway,Corporate Finance,SRC-AIRDN-INT-003
INT-AIRDN-05079,APP-AIRDN-1169,APP-AIRDN-1140,ETL/ELT,weekly,high,data pipeline orchestrator,Procurement,SRC-AIRDN-INT-004
INT-AIRDN-05080,APP-AIRDN-1176,APP-AIRDN-1157,mainframe transaction,event-driven,critical,API gateway,Technology,SRC-AIRDN-INT-005
INT-AIRDN-05081,APP-AIRDN-1183,APP-AIRDN-1174,streaming topic,nightly batch,standard,event streaming backbone,Data and AI,SRC-AIRDN-INT-006
INT-AIRDN-05082,APP-AIRDN-1190,APP-AIRDN-1191,SaaS connector,real-time,high,enterprise service bus,Cybersecurity,SRC-AIRDN-INT-007
INT-AIRDN-05083,APP-AIRDN-1197,APP-AIRDN-1208,EDI/message,near real-time,standard,mainframe MQ,Workplace,SRC-AIRDN-INT-008
INT-AIRDN-05084,APP-AIRDN-1204,APP-AIRDN-1225,database link,hourly,standard,cloud integration platform,Service Management,SRC-AIRDN-INT-009
INT-AIRDN-05085,APP-AIRDN-1211,APP-AIRDN-1242,MQ/event,daily,high,file transfer gateway,Flight Operations,SRC-AIRDN-INT-010
INT-AIRDN-05086,APP-AIRDN-1218,APP-AIRDN-1259,API,weekly,standard,data pipeline orchestrator,Operations Control,SRC-AIRDN-INT-011
INT-AIRDN-05087,APP-AIRDN-1225,APP-AIRDN-1276,file/batch,event-driven,standard,API gateway,Crew Operations,SRC-AIRDN-INT-012
INT-AIRDN-05088,APP-AIRDN-1232,APP-AIRDN-1293,ETL/ELT,nightly batch,critical,event streaming backbone,Technical Operations,SRC-AIRDN-INT-013
INT-AIRDN-05089,APP-AIRDN-1239,APP-AIRDN-1310,mainframe transaction,real-time,standard,enterprise service bus,Airport Operations,SRC-AIRDN-INT-014
INT-AIRDN-05090,APP-AIRDN-1246,APP-AIRDN-1327,streaming topic,near real-time,standard,mainframe MQ,Passenger Service,SRC-AIRDN-INT-015
INT-AIRDN-05091,APP-AIRDN-1253,APP-AIRDN-1344,SaaS connector,hourly,high,cloud integration platform,Commercial,SRC-AIRDN-INT-016
INT-AIRDN-05092,APP-AIRDN-1260,APP-AIRDN-1361,EDI/message,daily,standard,file transfer gateway,Cargo,SRC-AIRDN-INT-017
INT-AIRDN-05093,APP-AIRDN-1267,APP-AIRDN-1378,database link,weekly,standard,data pipeline orchestrator,Corporate Finance,SRC-AIRDN-INT-018
INT-AIRDN-05094,APP-AIRDN-1274,APP-AIRDN-1395,MQ/event,event-driven,high,API gateway,Procurement,SRC-AIRDN-INT-019
INT-AIRDN-05095,APP-AIRDN-1281,APP-AIRDN-1412,API,nightly batch,standard,event streaming backbone,Technology,SRC-AIRDN-INT-020
INT-AIRDN-05096,APP-AIRDN-1288,APP-AIRDN-1429,file/batch,real-time,critical,enterprise service bus,Data and AI,SRC-AIRDN-INT-021
INT-AIRDN-05097,APP-AIRDN-1295,APP-AIRDN-1446,ETL/ELT,near real-time,high,mainframe MQ,Cybersecurity,SRC-AIRDN-INT-022
INT-AIRDN-05098,APP-AIRDN-1302,APP-AIRDN-1463,mainframe transaction,hourly,standard,cloud integration platform,Workplace,SRC-AIRDN-INT-023
INT-AIRDN-05099,APP-AIRDN-1309,APP-AIRDN-1480,streaming topic,daily,standard,file transfer gateway,Service Management,SRC-AIRDN-INT-024
INT-AIRDN-05100,APP-AIRDN-1316,APP-AIRDN-0002,SaaS connector,weekly,high,data pipeline orchestrator,Flight Operations,SRC-AIRDN-INT-025
INT-AIRDN-05101,APP-AIRDN-1323,APP-AIRDN-0019,EDI/message,event-driven,standard,API gateway,Operations Control,SRC-AIRDN-INT-026
INT-AIRDN-05102,APP-AIRDN-1330,APP-AIRDN-0036,database link,nightly batch,standard,event streaming backbone,Crew Operations,SRC-AIRDN-INT-027
INT-AIRDN-05103,APP-AIRDN-1337,APP-AIRDN-0053,MQ/event,real-time,high,enterprise service bus,Technical Operations,SRC-AIRDN-INT-028
INT-AIRDN-05104,APP-AIRDN-1344,APP-AIRDN-0070,API,near real-time,critical,mainframe MQ,Airport Operations,SRC-AIRDN-INT-029
INT-AIRDN-05105,APP-AIRDN-1351,APP-AIRDN-0087,file/batch,hourly,standard,cloud integration platform,Passenger Service,SRC-AIRDN-INT-030
INT-AIRDN-05106,APP-AIRDN-1358,APP-AIRDN-0104,ETL/ELT,daily,high,file transfer gateway,Commercial,SRC-AIRDN-INT-031
INT-AIRDN-05107,APP-AIRDN-1365,APP-AIRDN-0121,mainframe transaction,weekly,standard,data pipeline orchestrator,Cargo,SRC-AIRDN-INT-032
INT-AIRDN-05108,APP-AIRDN-1372,APP-AIRDN-0138,streaming topic,event-driven,standard,API gateway,Corporate Finance,SRC-AIRDN-INT-033
INT-AIRDN-05109,APP-AIRDN-1379,APP-AIRDN-0155,SaaS connector,nightly batch,high,event streaming backbone,Procurement,SRC-AIRDN-INT-034
INT-AIRDN-05110,APP-AIRDN-1386,APP-AIRDN-0172,EDI/message,real-time,standard,enterprise service bus,Technology,SRC-AIRDN-INT-035
INT-AIRDN-05111,APP-AIRDN-1393,APP-AIRDN-0189,database link,near real-time,standard,mainframe MQ,Data and AI,SRC-AIRDN-INT-036
INT-AIRDN-05112,APP-AIRDN-1400,APP-AIRDN-0206,MQ/event,hourly,critical,cloud integration platform,Cybersecurity,SRC-AIRDN-INT-037
INT-AIRDN-05113,APP-AIRDN-1407,APP-AIRDN-0223,API,daily,standard,file transfer gateway,Workplace,SRC-AIRDN-INT-038
INT-AIRDN-05114,APP-AIRDN-1414,APP-AIRDN-0240,file/batch,weekly,standard,data pipeline orchestrator,Service Management,SRC-AIRDN-INT-039
INT-AIRDN-05115,APP-AIRDN-1421,APP-AIRDN-0257,ETL/ELT,event-driven,high,API gateway,Flight Operations,SRC-AIRDN-INT-040
INT-AIRDN-05116,APP-AIRDN-1428,APP-AIRDN-0274,mainframe transaction,nightly batch,standard,event streaming backbone,Operations Control,SRC-AIRDN-INT-041
INT-AIRDN-05117,APP-AIRDN-1435,APP-AIRDN-0291,streaming topic,real-time,standard,enterprise service bus,Crew Operations,SRC-AIRDN-INT-042
INT-AIRDN-05118,APP-AIRDN-1442,APP-AIRDN-0308,SaaS connector,near real-time,high,mainframe MQ,Technical Operations,SRC-AIRDN-INT-043
INT-AIRDN-05119,APP-AIRDN-1449,APP-AIRDN-0325,EDI/message,hourly,standard,cloud integration platform,Airport Operations,SRC-AIRDN-INT-044
INT-AIRDN-05120,APP-AIRDN-1456,APP-AIRDN-0342,database link,daily,critical,file transfer gateway,Passenger Service,SRC-AIRDN-INT-045
INT-AIRDN-05121,APP-AIRDN-1463,APP-AIRDN-0359,MQ/event,weekly,high,data pipeline orchestrator,Commercial,SRC-AIRDN-INT-046
INT-AIRDN-05122,APP-AIRDN-1470,APP-AIRDN-0376,API,event-driven,standard,API gateway,Cargo,SRC-AIRDN-INT-047
INT-AIRDN-05123,APP-AIRDN-1477,APP-AIRDN-0393,file/batch,nightly batch,standard,event streaming backbone,Corporate Finance,SRC-AIRDN-INT-048
INT-AIRDN-05124,APP-AIRDN-1484,APP-AIRDN-0410,ETL/ELT,real-time,high,enterprise service bus,Procurement,SRC-AIRDN-INT-049
INT-AIRDN-05125,APP-AIRDN-1491,APP-AIRDN-0427,mainframe transaction,near real-time,standard,mainframe MQ,Technology,SRC-AIRDN-INT-050
INT-AIRDN-05126,APP-AIRDN-0003,APP-AIRDN-0444,streaming topic,hourly,standard,cloud integration platform,Data and AI,SRC-AIRDN-INT-051
INT-AIRDN-05127,APP-AIRDN-0010,APP-AIRDN-0461,SaaS connector,daily,high,file transfer gateway,Cybersecurity,SRC-AIRDN-INT-052
INT-AIRDN-05128,APP-AIRDN-0017,APP-AIRDN-0478,EDI/message,weekly,critical,data pipeline orchestrator,Workplace,SRC-AIRDN-INT-053
INT-AIRDN-05129,APP-AIRDN-0024,APP-AIRDN-0495,database link,event-driven,standard,API gateway,Service Management,SRC-AIRDN-INT-054
INT-AIRDN-05130,APP-AIRDN-0031,APP-AIRDN-0512,MQ/event,nightly batch,high,event streaming backbone,Flight Operations,SRC-AIRDN-INT-001
INT-AIRDN-05131,APP-AIRDN-0038,APP-AIRDN-0529,API,real-time,standard,enterprise service bus,Operations Control,SRC-AIRDN-INT-002
INT-AIRDN-05132,APP-AIRDN-0045,APP-AIRDN-0546,file/batch,near real-time,standard,mainframe MQ,Crew Operations,SRC-AIRDN-INT-003
INT-AIRDN-05133,APP-AIRDN-0052,APP-AIRDN-0563,ETL/ELT,hourly,high,cloud integration platform,Technical Operations,SRC-AIRDN-INT-004
INT-AIRDN-05134,APP-AIRDN-0059,APP-AIRDN-0580,mainframe transaction,daily,standard,file transfer gateway,Airport Operations,SRC-AIRDN-INT-005
INT-AIRDN-05135,APP-AIRDN-0066,APP-AIRDN-0597,streaming topic,weekly,standard,data pipeline orchestrator,Passenger Service,SRC-AIRDN-INT-006
INT-AIRDN-05136,APP-AIRDN-0073,APP-AIRDN-0614,SaaS connector,event-driven,critical,API gateway,Commercial,SRC-AIRDN-INT-007
INT-AIRDN-05137,APP-AIRDN-0080,APP-AIRDN-0631,EDI/message,nightly batch,standard,event streaming backbone,Cargo,SRC-AIRDN-INT-008
INT-AIRDN-05138,APP-AIRDN-0087,APP-AIRDN-0648,database link,real-time,standard,enterprise service bus,Corporate Finance,SRC-AIRDN-INT-009
INT-AIRDN-05139,APP-AIRDN-0094,APP-AIRDN-0665,MQ/event,near real-time,high,mainframe MQ,Procurement,SRC-AIRDN-INT-010
INT-AIRDN-05140,APP-AIRDN-0101,APP-AIRDN-0682,API,hourly,standard,cloud integration platform,Technology,SRC-AIRDN-INT-011
INT-AIRDN-05141,APP-AIRDN-0108,APP-AIRDN-0699,file/batch,daily,standard,file transfer gateway,Data and AI,SRC-AIRDN-INT-012
INT-AIRDN-05142,APP-AIRDN-0115,APP-AIRDN-0716,ETL/ELT,weekly,high,data pipeline orchestrator,Cybersecurity,SRC-AIRDN-INT-013
INT-AIRDN-05143,APP-AIRDN-0122,APP-AIRDN-0733,mainframe transaction,event-driven,standard,API gateway,Workplace,SRC-AIRDN-INT-014
INT-AIRDN-05144,APP-AIRDN-0129,APP-AIRDN-0750,streaming topic,nightly batch,critical,event streaming backbone,Service Management,SRC-AIRDN-INT-015
INT-AIRDN-05145,APP-AIRDN-0136,APP-AIRDN-0767,SaaS connector,real-time,high,enterprise service bus,Flight Operations,SRC-AIRDN-INT-016
INT-AIRDN-05146,APP-AIRDN-0143,APP-AIRDN-0784,EDI/message,near real-time,standard,mainframe MQ,Operations Control,SRC-AIRDN-INT-017
INT-AIRDN-05147,APP-AIRDN-0150,APP-AIRDN-0801,database link,hourly,standard,cloud integration platform,Crew Operations,SRC-AIRDN-INT-018
INT-AIRDN-05148,APP-AIRDN-0157,APP-AIRDN-0818,MQ/event,daily,high,file transfer gateway,Technical Operations,SRC-AIRDN-INT-019
INT-AIRDN-05149,APP-AIRDN-0164,APP-AIRDN-0835,API,weekly,standard,data pipeline orchestrator,Airport Operations,SRC-AIRDN-INT-020
INT-AIRDN-05150,APP-AIRDN-0171,APP-AIRDN-0852,file/batch,event-driven,standard,API gateway,Passenger Service,SRC-AIRDN-INT-021
INT-AIRDN-05151,APP-AIRDN-0178,APP-AIRDN-0869,ETL/ELT,nightly batch,high,event streaming backbone,Commercial,SRC-AIRDN-INT-022
INT-AIRDN-05152,APP-AIRDN-0185,APP-AIRDN-0886,mainframe transaction,real-time,critical,enterprise service bus,Cargo,SRC-AIRDN-INT-023
INT-AIRDN-05153,APP-AIRDN-0192,APP-AIRDN-0903,streaming topic,near real-time,standard,mainframe MQ,Corporate Finance,SRC-AIRDN-INT-024
INT-AIRDN-05154,APP-AIRDN-0199,APP-AIRDN-0920,SaaS connector,hourly,high,cloud integration platform,Procurement,SRC-AIRDN-INT-025
INT-AIRDN-05155,APP-AIRDN-0206,APP-AIRDN-0937,EDI/message,daily,standard,file transfer gateway,Technology,SRC-AIRDN-INT-026
INT-AIRDN-05156,APP-AIRDN-0213,APP-AIRDN-0954,database link,weekly,standard,data pipeline orchestrator,Data and AI,SRC-AIRDN-INT-027
INT-AIRDN-05157,APP-AIRDN-0220,APP-AIRDN-0971,MQ/event,event-driven,high,API gateway,Cybersecurity,SRC-AIRDN-INT-028
INT-AIRDN-05158,APP-AIRDN-0227,APP-AIRDN-0988,API,nightly batch,standard,event streaming backbone,Workplace,SRC-AIRDN-INT-029
INT-AIRDN-05159,APP-AIRDN-0234,APP-AIRDN-1005,file/batch,real-time,standard,enterprise service bus,Service Management,SRC-AIRDN-INT-030
INT-AIRDN-05160,APP-AIRDN-0241,APP-AIRDN-1022,ETL/ELT,near real-time,critical,mainframe MQ,Flight Operations,SRC-AIRDN-INT-031
INT-AIRDN-05161,APP-AIRDN-0248,APP-AIRDN-1039,mainframe transaction,hourly,standard,cloud integration platform,Operations Control,SRC-AIRDN-INT-032
INT-AIRDN-05162,APP-AIRDN-0255,APP-AIRDN-1056,streaming topic,daily,standard,file transfer gateway,Crew Operations,SRC-AIRDN-INT-033
INT-AIRDN-05163,APP-AIRDN-0262,APP-AIRDN-1073,SaaS connector,weekly,high,data pipeline orchestrator,Technical Operations,SRC-AIRDN-INT-034
INT-AIRDN-05164,APP-AIRDN-0269,APP-AIRDN-1090,EDI/message,event-driven,standard,API gateway,Airport Operations,SRC-AIRDN-INT-035
INT-AIRDN-05165,APP-AIRDN-0276,APP-AIRDN-1107,database link,nightly batch,standard,event streaming backbone,Passenger Service,SRC-AIRDN-INT-036
INT-AIRDN-05166,APP-AIRDN-0283,APP-AIRDN-1124,MQ/event,real-time,high,enterprise service bus,Commercial,SRC-AIRDN-INT-037
INT-AIRDN-05167,APP-AIRDN-0290,APP-AIRDN-1141,API,near real-time,standard,mainframe MQ,Cargo,SRC-AIRDN-INT-038
INT-AIRDN-05168,APP-AIRDN-0297,APP-AIRDN-1158,file/batch,hourly,critical,cloud integration platform,Corporate Finance,SRC-AIRDN-INT-039
INT-AIRDN-05169,APP-AIRDN-0304,APP-AIRDN-1175,ETL/ELT,daily,high,file transfer gateway,Procurement,SRC-AIRDN-INT-040
INT-AIRDN-05170,APP-AIRDN-0311,APP-AIRDN-1192,mainframe transaction,weekly,standard,data pipeline orchestrator,Technology,SRC-AIRDN-INT-041
INT-AIRDN-05171,APP-AIRDN-0318,APP-AIRDN-1209,streaming topic,event-driven,standard,API gateway,Data and AI,SRC-AIRDN-INT-042
INT-AIRDN-05172,APP-AIRDN-0325,APP-AIRDN-1226,SaaS connector,nightly batch,high,event streaming backbone,Cybersecurity,SRC-AIRDN-INT-043
INT-AIRDN-05173,APP-AIRDN-0332,APP-AIRDN-1243,EDI/message,real-time,standard,enterprise service bus,Workplace,SRC-AIRDN-INT-044
INT-AIRDN-05174,APP-AIRDN-0339,APP-AIRDN-1260,database link,near real-time,standard,mainframe MQ,Service Management,SRC-AIRDN-INT-045
INT-AIRDN-05175,APP-AIRDN-0346,APP-AIRDN-1277,MQ/event,hourly,high,cloud integration platform,Flight Operations,SRC-AIRDN-INT-046
INT-AIRDN-05176,APP-AIRDN-0353,APP-AIRDN-1294,API,daily,critical,file transfer gateway,Operations Control,SRC-AIRDN-INT-047
INT-AIRDN-05177,APP-AIRDN-0360,APP-AIRDN-1311,file/batch,weekly,standard,data pipeline orchestrator,Crew Operations,SRC-AIRDN-INT-048
INT-AIRDN-05178,APP-AIRDN-0367,APP-AIRDN-1328,ETL/ELT,event-driven,high,API gateway,Technical Operations,SRC-AIRDN-INT-049
INT-AIRDN-05179,APP-AIRDN-0374,APP-AIRDN-1345,mainframe transaction,nightly batch,standard,event streaming backbone,Airport Operations,SRC-AIRDN-INT-050
INT-AIRDN-05180,APP-AIRDN-0381,APP-AIRDN-1362,streaming topic,real-time,standard,enterprise service bus,Passenger Service,SRC-AIRDN-INT-051
INT-AIRDN-05181,APP-AIRDN-0388,APP-AIRDN-1379,SaaS connector,near real-time,high,mainframe MQ,Commercial,SRC-AIRDN-INT-052
INT-AIRDN-05182,APP-AIRDN-0395,APP-AIRDN-1396,EDI/message,hourly,standard,cloud integration platform,Cargo,SRC-AIRDN-INT-053
INT-AIRDN-05183,APP-AIRDN-0402,APP-AIRDN-1413,database link,daily,standard,file transfer gateway,Corporate Finance,SRC-AIRDN-INT-054
INT-AIRDN-05184,APP-AIRDN-0409,APP-AIRDN-1430,MQ/event,weekly,critical,data pipeline orchestrator,Procurement,SRC-AIRDN-INT-001
INT-AIRDN-05185,APP-AIRDN-0416,APP-AIRDN-1447,API,event-driven,standard,API gateway,Technology,SRC-AIRDN-INT-002
INT-AIRDN-05186,APP-AIRDN-0423,APP-AIRDN-1464,file/batch,nightly batch,standard,event streaming backbone,Data and AI,SRC-AIRDN-INT-003
INT-AIRDN-05187,APP-AIRDN-0430,APP-AIRDN-1481,ETL/ELT,real-time,high,enterprise service bus,Cybersecurity,SRC-AIRDN-INT-004
INT-AIRDN-05188,APP-AIRDN-0437,APP-AIRDN-0003,mainframe transaction,near real-time,standard,mainframe MQ,Workplace,SRC-AIRDN-INT-005
INT-AIRDN-05189,APP-AIRDN-0444,APP-AIRDN-0020,streaming topic,hourly,standard,cloud integration platform,Service Management,SRC-AIRDN-INT-006
INT-AIRDN-05190,APP-AIRDN-0451,APP-AIRDN-0037,SaaS connector,daily,high,file transfer gateway,Flight Operations,SRC-AIRDN-INT-007
INT-AIRDN-05191,APP-AIRDN-0458,APP-AIRDN-0054,EDI/message,weekly,standard,data pipeline orchestrator,Operations Control,SRC-AIRDN-INT-008
INT-AIRDN-05192,APP-AIRDN-0465,APP-AIRDN-0071,database link,event-driven,critical,API gateway,Crew Operations,SRC-AIRDN-INT-009
INT-AIRDN-05193,APP-AIRDN-0472,APP-AIRDN-0088,MQ/event,nightly batch,high,event streaming backbone,Technical Operations,SRC-AIRDN-INT-010
INT-AIRDN-05194,APP-AIRDN-0479,APP-AIRDN-0105,API,real-time,standard,enterprise service bus,Airport Operations,SRC-AIRDN-INT-011
INT-AIRDN-05195,APP-AIRDN-0486,APP-AIRDN-0122,file/batch,near real-time,standard,mainframe MQ,Passenger Service,SRC-AIRDN-INT-012
INT-AIRDN-05196,APP-AIRDN-0493,APP-AIRDN-0139,ETL/ELT,hourly,high,cloud integration platform,Commercial,SRC-AIRDN-INT-013
INT-AIRDN-05197,APP-AIRDN-0500,APP-AIRDN-0156,mainframe transaction,daily,standard,file transfer gateway,Cargo,SRC-AIRDN-INT-014
INT-AIRDN-05198,APP-AIRDN-0507,APP-AIRDN-0173,streaming topic,weekly,standard,data pipeline orchestrator,Corporate Finance,SRC-AIRDN-INT-015
INT-AIRDN-05199,APP-AIRDN-0514,APP-AIRDN-0190,SaaS connector,event-driven,high,API gateway,Procurement,SRC-AIRDN-INT-016
INT-AIRDN-05200,APP-AIRDN-0521,APP-AIRDN-0207,EDI/message,nightly batch,critical,event streaming backbone,Technology,SRC-AIRDN-INT-017
INT-AIRDN-05201,APP-AIRDN-0528,APP-AIRDN-0224,database link,real-time,standard,enterprise service bus,Data and AI,SRC-AIRDN-INT-018
INT-AIRDN-05202,APP-AIRDN-0535,APP-AIRDN-0241,MQ/event,near real-time,high,mainframe MQ,Cybersecurity,SRC-AIRDN-INT-019
INT-AIRDN-05203,APP-AIRDN-0542,APP-AIRDN-0258,API,hourly,standard,cloud integration platform,Workplace,SRC-AIRDN-INT-020
INT-AIRDN-05204,APP-AIRDN-0549,APP-AIRDN-0275,file/batch,daily,standard,file transfer gateway,Service Management,SRC-AIRDN-INT-021
INT-AIRDN-05205,APP-AIRDN-0556,APP-AIRDN-0292,ETL/ELT,weekly,high,data pipeline orchestrator,Flight Operations,SRC-AIRDN-INT-022
INT-AIRDN-05206,APP-AIRDN-0563,APP-AIRDN-0309,mainframe transaction,event-driven,standard,API gateway,Operations Control,SRC-AIRDN-INT-023
INT-AIRDN-05207,APP-AIRDN-0570,APP-AIRDN-0326,streaming topic,nightly batch,standard,event streaming backbone,Crew Operations,SRC-AIRDN-INT-024
INT-AIRDN-05208,APP-AIRDN-0577,APP-AIRDN-0343,SaaS connector,real-time,critical,enterprise service bus,Technical Operations,SRC-AIRDN-INT-025
INT-AIRDN-05209,APP-AIRDN-0584,APP-AIRDN-0360,EDI/message,near real-time,standard,mainframe MQ,Airport Operations,SRC-AIRDN-INT-026
INT-AIRDN-05210,APP-AIRDN-0591,APP-AIRDN-0377,database link,hourly,standard,cloud integration platform,Passenger Service,SRC-AIRDN-INT-027
INT-AIRDN-05211,APP-AIRDN-0598,APP-AIRDN-0394,MQ/event,daily,high,file transfer gateway,Commercial,SRC-AIRDN-INT-028
INT-AIRDN-05212,APP-AIRDN-0605,APP-AIRDN-0411,API,weekly,standard,data pipeline orchestrator,Cargo,SRC-AIRDN-INT-029
INT-AIRDN-05213,APP-AIRDN-0612,APP-AIRDN-0428,file/batch,event-driven,standard,API gateway,Corporate Finance,SRC-AIRDN-INT-030
INT-AIRDN-05214,APP-AIRDN-0619,APP-AIRDN-0445,ETL/ELT,nightly batch,high,event streaming backbone,Procurement,SRC-AIRDN-INT-031
INT-AIRDN-05215,APP-AIRDN-0626,APP-AIRDN-0462,mainframe transaction,real-time,standard,enterprise service bus,Technology,SRC-AIRDN-INT-032
INT-AIRDN-05216,APP-AIRDN-0633,APP-AIRDN-0479,streaming topic,near real-time,critical,mainframe MQ,Data and AI,SRC-AIRDN-INT-033
