infra_id,site_or_zone,component_type,hosting_model,technology_stack,business_function,service_tower,sensitivity,capacity_status,resilience_status
INFRA-AIRDN-07313,Azure AI/data landing zone,mainframe LPAR,colocation,Teradata-scale EDW,Corporate Finance,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07314,station edge footprint,integration runtime,AWS workload,Databricks-style lakehouse,Procurement,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07315,crew/MRO field footprint,edge appliance,Azure workload,Snowflake-style cloud warehouse,Technology,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-07316,mainframe complex,security sensor,SaaS,Kafka/event streaming,Data and AI,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07317,colocation facility,observability collector,edge/station,Oracle/SQL Server,Cybersecurity,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-AIRDN-07318,global network zone,desktop/endpoint group,legacy UNIX/AIX,Hadoop remnant,Workplace,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07319,primary enterprise data center,cloud resource group,hybrid,Service management platform,Service Management,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07320,secondary resilience data center,compute VM/cluster,mainframe z/OS,mainframe batch scheduler,Flight Operations,Workplace Service Desk and Field Support,regulated/restricted,normal capacity,resilience mapped
INFRA-AIRDN-07321,private cloud east,database platform,private cloud,container/Kubernetes,Operations Control,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07322,private cloud central,network zone,owned data center,AIX/UNIX middleware,Crew Operations,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-07323,AWS digital landing zone,storage tier,colocation,API gateway/iPaaS,Technical Operations,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07324,AWS analytics landing zone,container platform,AWS workload,BI/reporting platform,Airport Operations,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07325,Azure enterprise landing zone,mainframe LPAR,Azure workload,security/IAM stack,Passenger Service,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07326,Azure AI/data landing zone,integration runtime,SaaS,COBOL/CICS/DB2/MQ,Commercial,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience evidence required
INFRA-AIRDN-07327,station edge footprint,edge appliance,edge/station,Java/.NET custom,Cargo,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07328,crew/MRO field footprint,security sensor,legacy UNIX/AIX,SAP S/4HANA,Corporate Finance,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07329,mainframe complex,observability collector,hybrid,legacy SAP ECC,Procurement,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-07330,colocation facility,desktop/endpoint group,mainframe z/OS,SAP Ariba/Concur/BW/BTP,Technology,Corporate and SAP AMS,regulated/restricted,normal capacity,resilience mapped
INFRA-AIRDN-07331,global network zone,cloud resource group,private cloud,Teradata-scale EDW,Data and AI,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07332,primary enterprise data center,compute VM/cluster,owned data center,Databricks-style lakehouse,Cybersecurity,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07333,secondary resilience data center,database platform,colocation,Snowflake-style cloud warehouse,Workplace,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07334,private cloud east,network zone,AWS workload,Kafka/event streaming,Service Management,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07335,private cloud central,storage tier,Azure workload,Oracle/SQL Server,Flight Operations,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience evidence required
INFRA-AIRDN-07336,AWS digital landing zone,container platform,SaaS,Hadoop remnant,Operations Control,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-07337,AWS analytics landing zone,mainframe LPAR,edge/station,Service management platform,Crew Operations,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07338,Azure enterprise landing zone,integration runtime,legacy UNIX/AIX,mainframe batch scheduler,Technical Operations,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07339,Azure AI/data landing zone,edge appliance,hybrid,container/Kubernetes,Airport Operations,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07340,station edge footprint,security sensor,mainframe z/OS,AIX/UNIX middleware,Passenger Service,Cloud Infrastructure and Mainframe,regulated/restricted,normal capacity,resilience mapped
INFRA-AIRDN-07341,crew/MRO field footprint,observability collector,private cloud,API gateway/iPaaS,Commercial,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07342,mainframe complex,desktop/endpoint group,owned data center,BI/reporting platform,Cargo,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07343,colocation facility,cloud resource group,colocation,security/IAM stack,Corporate Finance,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-07344,global network zone,compute VM/cluster,AWS workload,COBOL/CICS/DB2/MQ,Procurement,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-AIRDN-07345,primary enterprise data center,database platform,Azure workload,Java/.NET custom,Technology,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07346,secondary resilience data center,network zone,SaaS,SAP S/4HANA,Data and AI,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07347,private cloud east,storage tier,edge/station,legacy SAP ECC,Cybersecurity,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07348,private cloud central,container platform,legacy UNIX/AIX,SAP Ariba/Concur/BW/BTP,Workplace,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07349,AWS digital landing zone,mainframe LPAR,hybrid,Teradata-scale EDW,Service Management,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07350,AWS analytics landing zone,integration runtime,mainframe z/OS,Databricks-style lakehouse,Flight Operations,Airline Operations AMS,regulated/restricted,capacity constrained,resilience mapped
INFRA-AIRDN-07351,Azure enterprise landing zone,edge appliance,private cloud,Snowflake-style cloud warehouse,Operations Control,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07352,Azure AI/data landing zone,security sensor,owned data center,Kafka/event streaming,Crew Operations,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07353,station edge footprint,observability collector,colocation,Oracle/SQL Server,Technical Operations,Data Analytics and Integration,enterprise confidential,normal capacity,resilience evidence required
INFRA-AIRDN-07354,crew/MRO field footprint,desktop/endpoint group,AWS workload,Hadoop remnant,Airport Operations,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07355,mainframe complex,cloud resource group,Azure workload,Service management platform,Passenger Service,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07356,colocation facility,compute VM/cluster,SaaS,mainframe batch scheduler,Commercial,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07357,global network zone,database platform,edge/station,container/Kubernetes,Cargo,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-07358,primary enterprise data center,network zone,legacy UNIX/AIX,AIX/UNIX middleware,Corporate Finance,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07359,secondary resilience data center,storage tier,hybrid,API gateway/iPaaS,Procurement,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07360,private cloud east,container platform,mainframe z/OS,BI/reporting platform,Technology,Data Analytics and Integration,regulated/restricted,normal capacity,resilience mapped
INFRA-AIRDN-07361,private cloud central,mainframe LPAR,private cloud,security/IAM stack,Data and AI,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07362,AWS digital landing zone,integration runtime,owned data center,COBOL/CICS/DB2/MQ,Cybersecurity,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience evidence required
INFRA-AIRDN-07363,AWS analytics landing zone,edge appliance,colocation,Java/.NET custom,Workplace,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07364,Azure enterprise landing zone,security sensor,AWS workload,SAP S/4HANA,Service Management,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-07365,Azure AI/data landing zone,observability collector,Azure workload,legacy SAP ECC,Flight Operations,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07366,station edge footprint,desktop/endpoint group,SaaS,SAP Ariba/Concur/BW/BTP,Operations Control,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07367,crew/MRO field footprint,cloud resource group,edge/station,Teradata-scale EDW,Crew Operations,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07368,mainframe complex,compute VM/cluster,legacy UNIX/AIX,Databricks-style lakehouse,Technical Operations,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07369,colocation facility,database platform,hybrid,Snowflake-style cloud warehouse,Airport Operations,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07370,global network zone,network zone,mainframe z/OS,Kafka/event streaming,Passenger Service,SIAM Observability and Service Governance,regulated/restricted,normal capacity,resilience mapped
INFRA-AIRDN-07371,primary enterprise data center,storage tier,private cloud,Oracle/SQL Server,Commercial,Airline Operations AMS,enterprise confidential,capacity constrained,resilience evidence required
INFRA-AIRDN-07372,secondary resilience data center,container platform,owned data center,Hadoop remnant,Cargo,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07373,private cloud east,mainframe LPAR,colocation,Service management platform,Corporate Finance,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07374,private cloud central,integration runtime,AWS workload,mainframe batch scheduler,Procurement,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07375,AWS digital landing zone,edge appliance,Azure workload,container/Kubernetes,Technology,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07376,AWS analytics landing zone,security sensor,SaaS,AIX/UNIX middleware,Data and AI,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07377,Azure enterprise landing zone,observability collector,edge/station,API gateway/iPaaS,Cybersecurity,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07378,Azure AI/data landing zone,desktop/endpoint group,legacy UNIX/AIX,BI/reporting platform,Workplace,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-07379,station edge footprint,cloud resource group,hybrid,security/IAM stack,Service Management,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07380,crew/MRO field footprint,compute VM/cluster,mainframe z/OS,COBOL/CICS/DB2/MQ,Flight Operations,Digital Customer and Loyalty AMS,regulated/restricted,normal capacity,resilience evidence required
INFRA-AIRDN-07381,mainframe complex,database platform,private cloud,Java/.NET custom,Operations Control,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07382,colocation facility,network zone,owned data center,SAP S/4HANA,Crew Operations,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07383,global network zone,storage tier,colocation,legacy SAP ECC,Technical Operations,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07384,primary enterprise data center,container platform,AWS workload,SAP Ariba/Concur/BW/BTP,Airport Operations,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07385,secondary resilience data center,mainframe LPAR,Azure workload,Teradata-scale EDW,Passenger Service,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-07386,private cloud east,integration runtime,SaaS,Databricks-style lakehouse,Commercial,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07387,private cloud central,edge appliance,edge/station,Snowflake-style cloud warehouse,Cargo,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07388,AWS digital landing zone,security sensor,legacy UNIX/AIX,Kafka/event streaming,Corporate Finance,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07389,AWS analytics landing zone,observability collector,hybrid,Oracle/SQL Server,Procurement,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience evidence required
INFRA-AIRDN-07390,Azure enterprise landing zone,desktop/endpoint group,mainframe z/OS,Hadoop remnant,Technology,Workplace Service Desk and Field Support,regulated/restricted,normal capacity,resilience mapped
INFRA-AIRDN-07391,Azure AI/data landing zone,cloud resource group,private cloud,Service management platform,Data and AI,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07392,station edge footprint,compute VM/cluster,owned data center,mainframe batch scheduler,Cybersecurity,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-07393,crew/MRO field footprint,database platform,colocation,container/Kubernetes,Workplace,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07394,mainframe complex,network zone,AWS workload,AIX/UNIX middleware,Service Management,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07395,colocation facility,storage tier,Azure workload,API gateway/iPaaS,Flight Operations,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07396,global network zone,container platform,SaaS,BI/reporting platform,Operations Control,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07397,primary enterprise data center,mainframe LPAR,edge/station,security/IAM stack,Crew Operations,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07398,secondary resilience data center,integration runtime,legacy UNIX/AIX,COBOL/CICS/DB2/MQ,Technical Operations,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience evidence required
INFRA-AIRDN-07399,private cloud east,edge appliance,hybrid,Java/.NET custom,Airport Operations,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-07400,private cloud central,security sensor,mainframe z/OS,SAP S/4HANA,Passenger Service,Corporate and SAP AMS,regulated/restricted,normal capacity,resilience mapped
INFRA-AIRDN-07401,AWS digital landing zone,observability collector,private cloud,legacy SAP ECC,Commercial,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07402,AWS analytics landing zone,desktop/endpoint group,owned data center,SAP Ariba/Concur/BW/BTP,Cargo,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07403,Azure enterprise landing zone,cloud resource group,colocation,Teradata-scale EDW,Corporate Finance,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07404,Azure AI/data landing zone,compute VM/cluster,AWS workload,Databricks-style lakehouse,Procurement,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07405,station edge footprint,database platform,Azure workload,Snowflake-style cloud warehouse,Technology,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07406,crew/MRO field footprint,network zone,SaaS,Kafka/event streaming,Data and AI,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-07407,mainframe complex,storage tier,edge/station,Oracle/SQL Server,Cybersecurity,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-AIRDN-07408,colocation facility,container platform,legacy UNIX/AIX,Hadoop remnant,Workplace,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07409,global network zone,mainframe LPAR,hybrid,Service management platform,Service Management,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07410,primary enterprise data center,integration runtime,mainframe z/OS,mainframe batch scheduler,Flight Operations,Cloud Infrastructure and Mainframe,regulated/restricted,normal capacity,resilience mapped
INFRA-AIRDN-07411,secondary resilience data center,edge appliance,private cloud,container/Kubernetes,Operations Control,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07412,private cloud east,security sensor,owned data center,AIX/UNIX middleware,Crew Operations,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07413,private cloud central,observability collector,colocation,API gateway/iPaaS,Technical Operations,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-07414,AWS digital landing zone,desktop/endpoint group,AWS workload,BI/reporting platform,Airport Operations,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07415,AWS analytics landing zone,cloud resource group,Azure workload,security/IAM stack,Passenger Service,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07416,Azure enterprise landing zone,compute VM/cluster,SaaS,COBOL/CICS/DB2/MQ,Commercial,Data Analytics and Integration,enterprise confidential,normal capacity,resilience evidence required
INFRA-AIRDN-07417,Azure AI/data landing zone,database platform,edge/station,Java/.NET custom,Cargo,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07418,station edge footprint,network zone,legacy UNIX/AIX,SAP S/4HANA,Corporate Finance,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07419,crew/MRO field footprint,storage tier,hybrid,legacy SAP ECC,Procurement,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07420,mainframe complex,container platform,mainframe z/OS,SAP Ariba/Concur/BW/BTP,Technology,Airline Operations AMS,regulated/restricted,capacity constrained,resilience mapped
INFRA-AIRDN-07421,colocation facility,mainframe LPAR,private cloud,Teradata-scale EDW,Data and AI,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07422,global network zone,integration runtime,owned data center,Databricks-style lakehouse,Cybersecurity,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07423,primary enterprise data center,edge appliance,colocation,Snowflake-style cloud warehouse,Workplace,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07424,secondary resilience data center,security sensor,AWS workload,Kafka/event streaming,Service Management,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07425,private cloud east,observability collector,Azure workload,Oracle/SQL Server,Flight Operations,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience evidence required
INFRA-AIRDN-07426,private cloud central,desktop/endpoint group,SaaS,Hadoop remnant,Operations Control,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07427,AWS digital landing zone,cloud resource group,edge/station,Service management platform,Crew Operations,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-07428,AWS analytics landing zone,compute VM/cluster,legacy UNIX/AIX,mainframe batch scheduler,Technical Operations,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07429,Azure enterprise landing zone,database platform,hybrid,container/Kubernetes,Airport Operations,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07430,Azure AI/data landing zone,network zone,mainframe z/OS,AIX/UNIX middleware,Passenger Service,Data Analytics and Integration,regulated/restricted,normal capacity,resilience mapped
INFRA-AIRDN-07431,station edge footprint,storage tier,private cloud,API gateway/iPaaS,Commercial,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07432,crew/MRO field footprint,container platform,owned data center,BI/reporting platform,Cargo,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07433,mainframe complex,mainframe LPAR,colocation,security/IAM stack,Corporate Finance,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07434,colocation facility,integration runtime,AWS workload,COBOL/CICS/DB2/MQ,Procurement,Airline Operations AMS,enterprise confidential,capacity constrained,resilience evidence required
INFRA-AIRDN-07435,global network zone,edge appliance,Azure workload,Java/.NET custom,Technology,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07436,primary enterprise data center,security sensor,SaaS,SAP S/4HANA,Data and AI,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07437,secondary resilience data center,observability collector,edge/station,legacy SAP ECC,Cybersecurity,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07438,private cloud east,desktop/endpoint group,legacy UNIX/AIX,SAP Ariba/Concur/BW/BTP,Workplace,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07439,private cloud central,cloud resource group,hybrid,Teradata-scale EDW,Service Management,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07440,AWS digital landing zone,compute VM/cluster,mainframe z/OS,Databricks-style lakehouse,Flight Operations,SIAM Observability and Service Governance,regulated/restricted,normal capacity,resilience mapped
INFRA-AIRDN-07441,AWS analytics landing zone,database platform,private cloud,Snowflake-style cloud warehouse,Operations Control,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-07442,Azure enterprise landing zone,network zone,owned data center,Kafka/event streaming,Crew Operations,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07443,Azure AI/data landing zone,storage tier,colocation,Oracle/SQL Server,Technical Operations,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-AIRDN-07444,station edge footprint,container platform,AWS workload,Hadoop remnant,Airport Operations,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07445,crew/MRO field footprint,mainframe LPAR,Azure workload,Service management platform,Passenger Service,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07446,mainframe complex,integration runtime,SaaS,mainframe batch scheduler,Commercial,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07447,colocation facility,edge appliance,edge/station,container/Kubernetes,Cargo,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07448,global network zone,security sensor,legacy UNIX/AIX,AIX/UNIX middleware,Corporate Finance,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-07449,primary enterprise data center,observability collector,hybrid,API gateway/iPaaS,Procurement,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07450,secondary resilience data center,desktop/endpoint group,mainframe z/OS,BI/reporting platform,Technology,Digital Customer and Loyalty AMS,regulated/restricted,normal capacity,resilience mapped
INFRA-AIRDN-07451,private cloud east,cloud resource group,private cloud,security/IAM stack,Data and AI,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07452,private cloud central,compute VM/cluster,owned data center,COBOL/CICS/DB2/MQ,Cybersecurity,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience evidence required
INFRA-AIRDN-07453,AWS digital landing zone,database platform,colocation,Java/.NET custom,Workplace,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07454,AWS analytics landing zone,network zone,AWS workload,SAP S/4HANA,Service Management,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07455,Azure enterprise landing zone,storage tier,Azure workload,legacy SAP ECC,Flight Operations,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-07456,Azure AI/data landing zone,container platform,SaaS,SAP Ariba/Concur/BW/BTP,Operations Control,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07457,station edge footprint,mainframe LPAR,edge/station,Teradata-scale EDW,Crew Operations,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07458,crew/MRO field footprint,integration runtime,legacy UNIX/AIX,Databricks-style lakehouse,Technical Operations,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07459,mainframe complex,edge appliance,hybrid,Snowflake-style cloud warehouse,Airport Operations,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07460,colocation facility,security sensor,mainframe z/OS,Kafka/event streaming,Passenger Service,Workplace Service Desk and Field Support,regulated/restricted,normal capacity,resilience mapped
INFRA-AIRDN-07461,global network zone,observability collector,private cloud,Oracle/SQL Server,Commercial,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience evidence required
INFRA-AIRDN-07462,primary enterprise data center,desktop/endpoint group,owned data center,Hadoop remnant,Cargo,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-07463,secondary resilience data center,cloud resource group,colocation,Service management platform,Corporate Finance,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07464,private cloud east,compute VM/cluster,AWS workload,mainframe batch scheduler,Procurement,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07465,private cloud central,database platform,Azure workload,container/Kubernetes,Technology,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07466,AWS digital landing zone,network zone,SaaS,AIX/UNIX middleware,Data and AI,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07467,AWS analytics landing zone,storage tier,edge/station,API gateway/iPaaS,Cybersecurity,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07468,Azure enterprise landing zone,container platform,legacy UNIX/AIX,BI/reporting platform,Workplace,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07469,Azure AI/data landing zone,mainframe LPAR,hybrid,security/IAM stack,Service Management,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-07470,station edge footprint,integration runtime,mainframe z/OS,COBOL/CICS/DB2/MQ,Flight Operations,Corporate and SAP AMS,regulated/restricted,normal capacity,resilience evidence required
INFRA-AIRDN-07471,crew/MRO field footprint,edge appliance,private cloud,Java/.NET custom,Operations Control,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-07472,mainframe complex,security sensor,owned data center,SAP S/4HANA,Crew Operations,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
