data_product_id,data_product_name,domain,platform_pattern,business_function,logical_footprint,ingestion_pattern,lineage_status,ai_or_bi_use,vendor_id
DATA-AIRDN-1039,CREW_OPS product 1039,"Crew legality, pairing, recovery, payroll and qualifications",operational store + analytics marts,Airport Operations,4.9 PB logical footprint,near-real-time operational feed,lineage candidate,BI / operational analytics,VEND-AIRDN-200
DATA-AIRDN-1040,AIRLINE_EVENTS product 1040,"Flight, crew, aircraft, station and disruption events",Teradata-scale EDW + streaming lakehouse,Passenger Service,0.2 PB logical footprint,300-700 TB daily movement family,conflicting KPI definition,AI feature candidate,VEND-AIRDN-201
DATA-AIRDN-1041,CUSTOMER_SERVICE product 1041,"Contact center, digital servicing and reaccommodation",cloud lakehouse + BI marts,Commercial,0.2 PB logical footprint,billions of daily events family,lineage candidate,BI / operational analytics,VEND-AIRDN-202
DATA-AIRDN-1042,COMMERCIAL_REVENUE product 1042,"Revenue management, pricing, inventory, loyalty and ancillary",EDW + pricing marts,Cargo,0.3 PB logical footprint,batch plus streaming,lineage candidate,BI / operational analytics,VEND-AIRDN-203
DATA-AIRDN-1043,MRO_SUPPLY_CHAIN product 1043,"Maintenance, parts, inventory, supplier repair and reliability",ERP/MRO marts + historical stores,Corporate Finance,0.3 PB logical footprint,regulated retention,lineage candidate,BI / operational analytics,VEND-AIRDN-204
DATA-AIRDN-1044,FINANCE_PROCUREMENT product 1044,"GL, procurement, invoice, settlement and contract economics",ERP + planning + spend analytics,Procurement,1.2 PB logical footprint,near-real-time operational feed,lineage incomplete,BI / operational analytics,VEND-AIRDN-205
DATA-AIRDN-1045,STATION_OPERATIONS product 1045,"Gate, ramp, baggage and airport service events",event streaming + operational dashboards,Technology,0.5 PB logical footprint,300-700 TB daily movement family,lineage candidate,BI / operational analytics,VEND-AIRDN-206
DATA-AIRDN-1046,SECURITY_RISK product 1046,"identity, vulnerability, audit and supplier risk",security lake + workflow analytics,Data and AI,0.5 PB logical footprint,billions of daily events family,lineage candidate,BI / operational analytics,VEND-AIRDN-207
DATA-AIRDN-1047,CREW_OPS product 1047,"Crew legality, pairing, recovery, payroll and qualifications",operational store + analytics marts,Cybersecurity,0.6 PB logical footprint,batch plus streaming,lineage candidate,BI / operational analytics,VEND-AIRDN-208
DATA-AIRDN-1048,AIRLINE_EVENTS product 1048,"Flight, crew, aircraft, station and disruption events",Teradata-scale EDW + streaming lakehouse,Workplace,0.6 PB logical footprint,regulated retention,lineage candidate,AI feature candidate,VEND-AIRDN-209
DATA-AIRDN-1049,CUSTOMER_SERVICE product 1049,"Contact center, digital servicing and reaccommodation",cloud lakehouse + BI marts,Service Management,0.7 PB logical footprint,near-real-time operational feed,lineage candidate,BI / operational analytics,VEND-AIRDN-210
DATA-AIRDN-1050,COMMERCIAL_REVENUE product 1050,"Revenue management, pricing, inventory, loyalty and ancillary",EDW + pricing marts,Flight Operations,2.5 PB logical footprint,300-700 TB daily movement family,lineage incomplete,BI / operational analytics,VEND-AIRDN-211
DATA-AIRDN-1051,MRO_SUPPLY_CHAIN product 1051,"Maintenance, parts, inventory, supplier repair and reliability",ERP/MRO marts + historical stores,Operations Control,0.8 PB logical footprint,billions of daily events family,lineage candidate,BI / operational analytics,VEND-AIRDN-212
DATA-AIRDN-1052,FINANCE_PROCUREMENT product 1052,"GL, procurement, invoice, settlement and contract economics",ERP + planning + spend analytics,Crew Operations,0.9 PB logical footprint,batch plus streaming,lineage candidate,BI / operational analytics,VEND-AIRDN-213
DATA-AIRDN-1053,STATION_OPERATIONS product 1053,"Gate, ramp, baggage and airport service events",event streaming + operational dashboards,Technical Operations,0.9 PB logical footprint,regulated retention,lineage candidate,BI / operational analytics,VEND-AIRDN-214
DATA-AIRDN-1054,SECURITY_RISK product 1054,"identity, vulnerability, audit and supplier risk",security lake + workflow analytics,Airport Operations,1.0 PB logical footprint,near-real-time operational feed,lineage candidate,BI / operational analytics,VEND-AIRDN-215
DATA-AIRDN-1055,CREW_OPS product 1055,"Crew legality, pairing, recovery, payroll and qualifications",operational store + analytics marts,Passenger Service,1.1 PB logical footprint,300-700 TB daily movement family,lineage candidate,BI / operational analytics,VEND-AIRDN-216
DATA-AIRDN-1056,AIRLINE_EVENTS product 1056,"Flight, crew, aircraft, station and disruption events",Teradata-scale EDW + streaming lakehouse,Commercial,3.8 PB logical footprint,billions of daily events family,lineage incomplete,AI feature candidate,VEND-AIRDN-217
DATA-AIRDN-1057,CUSTOMER_SERVICE product 1057,"Contact center, digital servicing and reaccommodation",cloud lakehouse + BI marts,Cargo,1.2 PB logical footprint,batch plus streaming,lineage candidate,BI / operational analytics,VEND-AIRDN-218
DATA-AIRDN-1058,COMMERCIAL_REVENUE product 1058,"Revenue management, pricing, inventory, loyalty and ancillary",EDW + pricing marts,Corporate Finance,1.2 PB logical footprint,regulated retention,lineage candidate,BI / operational analytics,VEND-AIRDN-219
DATA-AIRDN-1059,MRO_SUPPLY_CHAIN product 1059,"Maintenance, parts, inventory, supplier repair and reliability",ERP/MRO marts + historical stores,Procurement,1.3 PB logical footprint,near-real-time operational feed,lineage candidate,BI / operational analytics,VEND-AIRDN-220
DATA-AIRDN-1060,FINANCE_PROCUREMENT product 1060,"GL, procurement, invoice, settlement and contract economics",ERP + planning + spend analytics,Technology,1.4 PB logical footprint,300-700 TB daily movement family,conflicting KPI definition,BI / operational analytics,VEND-AIRDN-221
DATA-AIRDN-1061,STATION_OPERATIONS product 1061,"Gate, ramp, baggage and airport service events",event streaming + operational dashboards,Data and AI,1.4 PB logical footprint,billions of daily events family,lineage candidate,BI / operational analytics,VEND-AIRDN-222
DATA-AIRDN-1062,SECURITY_RISK product 1062,"identity, vulnerability, audit and supplier risk",security lake + workflow analytics,Cybersecurity,5.2 PB logical footprint,batch plus streaming,lineage incomplete,BI / operational analytics,VEND-AIRDN-223
DATA-AIRDN-1063,CREW_OPS product 1063,"Crew legality, pairing, recovery, payroll and qualifications",operational store + analytics marts,Workplace,1.5 PB logical footprint,regulated retention,lineage candidate,BI / operational analytics,VEND-AIRDN-224
DATA-AIRDN-1064,AIRLINE_EVENTS product 1064,"Flight, crew, aircraft, station and disruption events",Teradata-scale EDW + streaming lakehouse,Service Management,1.6 PB logical footprint,near-real-time operational feed,lineage candidate,AI feature candidate,VEND-AIRDN-225
DATA-AIRDN-1065,CUSTOMER_SERVICE product 1065,"Contact center, digital servicing and reaccommodation",cloud lakehouse + BI marts,Flight Operations,1.7 PB logical footprint,300-700 TB daily movement family,lineage candidate,BI / operational analytics,VEND-AIRDN-226
DATA-AIRDN-1066,COMMERCIAL_REVENUE product 1066,"Revenue management, pricing, inventory, loyalty and ancillary",EDW + pricing marts,Operations Control,1.7 PB logical footprint,billions of daily events family,lineage candidate,BI / operational analytics,VEND-AIRDN-227
DATA-AIRDN-1067,MRO_SUPPLY_CHAIN product 1067,"Maintenance, parts, inventory, supplier repair and reliability",ERP/MRO marts + historical stores,Crew Operations,1.8 PB logical footprint,batch plus streaming,lineage candidate,BI / operational analytics,VEND-AIRDN-228
DATA-AIRDN-1068,FINANCE_PROCUREMENT product 1068,"GL, procurement, invoice, settlement and contract economics",ERP + planning + spend analytics,Technical Operations,6.5 PB logical footprint,regulated retention,lineage incomplete,BI / operational analytics,VEND-AIRDN-229
DATA-AIRDN-1069,STATION_OPERATIONS product 1069,"Gate, ramp, baggage and airport service events",event streaming + operational dashboards,Airport Operations,1.9 PB logical footprint,near-real-time operational feed,lineage candidate,BI / operational analytics,VEND-AIRDN-230
DATA-AIRDN-1070,SECURITY_RISK product 1070,"identity, vulnerability, audit and supplier risk",security lake + workflow analytics,Passenger Service,2.0 PB logical footprint,300-700 TB daily movement family,conflicting KPI definition,BI / operational analytics,VEND-AIRDN-231
DATA-AIRDN-1071,CREW_OPS product 1071,"Crew legality, pairing, recovery, payroll and qualifications",operational store + analytics marts,Commercial,2.0 PB logical footprint,billions of daily events family,lineage candidate,BI / operational analytics,VEND-AIRDN-232
DATA-AIRDN-1072,AIRLINE_EVENTS product 1072,"Flight, crew, aircraft, station and disruption events",Teradata-scale EDW + streaming lakehouse,Cargo,2.1 PB logical footprint,batch plus streaming,lineage candidate,AI feature candidate,VEND-AIRDN-233
DATA-AIRDN-1073,CUSTOMER_SERVICE product 1073,"Contact center, digital servicing and reaccommodation",cloud lakehouse + BI marts,Corporate Finance,2.1 PB logical footprint,regulated retention,lineage candidate,BI / operational analytics,VEND-AIRDN-234
DATA-AIRDN-1074,COMMERCIAL_REVENUE product 1074,"Revenue management, pricing, inventory, loyalty and ancillary",EDW + pricing marts,Procurement,7.8 PB logical footprint,near-real-time operational feed,lineage incomplete,BI / operational analytics,VEND-AIRDN-235
DATA-AIRDN-1075,MRO_SUPPLY_CHAIN product 1075,"Maintenance, parts, inventory, supplier repair and reliability",ERP/MRO marts + historical stores,Technology,2.3 PB logical footprint,300-700 TB daily movement family,lineage candidate,BI / operational analytics,VEND-AIRDN-236
DATA-AIRDN-1076,FINANCE_PROCUREMENT product 1076,"GL, procurement, invoice, settlement and contract economics",ERP + planning + spend analytics,Data and AI,2.3 PB logical footprint,billions of daily events family,lineage candidate,BI / operational analytics,VEND-AIRDN-237
DATA-AIRDN-1077,STATION_OPERATIONS product 1077,"Gate, ramp, baggage and airport service events",event streaming + operational dashboards,Cybersecurity,2.4 PB logical footprint,batch plus streaming,lineage candidate,BI / operational analytics,VEND-AIRDN-238
DATA-AIRDN-1078,SECURITY_RISK product 1078,"identity, vulnerability, audit and supplier risk",security lake + workflow analytics,Workplace,2.4 PB logical footprint,regulated retention,lineage candidate,BI / operational analytics,VEND-AIRDN-239
DATA-AIRDN-1079,CREW_OPS product 1079,"Crew legality, pairing, recovery, payroll and qualifications",operational store + analytics marts,Service Management,2.5 PB logical footprint,near-real-time operational feed,lineage candidate,BI / operational analytics,VEND-AIRDN-240
DATA-AIRDN-1080,AIRLINE_EVENTS product 1080,"Flight, crew, aircraft, station and disruption events",Teradata-scale EDW + streaming lakehouse,Flight Operations,9.1 PB logical footprint,300-700 TB daily movement family,lineage incomplete,AI feature candidate,VEND-AIRDN-241
DATA-AIRDN-1081,CUSTOMER_SERVICE product 1081,"Contact center, digital servicing and reaccommodation",cloud lakehouse + BI marts,Operations Control,2.6 PB logical footprint,billions of daily events family,lineage candidate,BI / operational analytics,VEND-AIRDN-242
DATA-AIRDN-1082,COMMERCIAL_REVENUE product 1082,"Revenue management, pricing, inventory, loyalty and ancillary",EDW + pricing marts,Crew Operations,2.7 PB logical footprint,batch plus streaming,lineage candidate,BI / operational analytics,VEND-AIRDN-243
DATA-AIRDN-1083,MRO_SUPPLY_CHAIN product 1083,"Maintenance, parts, inventory, supplier repair and reliability",ERP/MRO marts + historical stores,Technical Operations,2.7 PB logical footprint,regulated retention,lineage candidate,BI / operational analytics,VEND-AIRDN-244
DATA-AIRDN-1084,FINANCE_PROCUREMENT product 1084,"GL, procurement, invoice, settlement and contract economics",ERP + planning + spend analytics,Airport Operations,2.8 PB logical footprint,near-real-time operational feed,lineage candidate,BI / operational analytics,VEND-AIRDN-245
DATA-AIRDN-1085,STATION_OPERATIONS product 1085,"Gate, ramp, baggage and airport service events",event streaming + operational dashboards,Passenger Service,2.9 PB logical footprint,300-700 TB daily movement family,lineage candidate,BI / operational analytics,VEND-AIRDN-246
DATA-AIRDN-1086,SECURITY_RISK product 1086,"identity, vulnerability, audit and supplier risk",security lake + workflow analytics,Commercial,10.4 PB logical footprint,billions of daily events family,lineage incomplete,BI / operational analytics,VEND-AIRDN-247
DATA-AIRDN-1087,CREW_OPS product 1087,"Crew legality, pairing, recovery, payroll and qualifications",operational store + analytics marts,Cargo,3.0 PB logical footprint,batch plus streaming,lineage candidate,BI / operational analytics,VEND-AIRDN-248
DATA-AIRDN-1088,AIRLINE_EVENTS product 1088,"Flight, crew, aircraft, station and disruption events",Teradata-scale EDW + streaming lakehouse,Corporate Finance,3.0 PB logical footprint,regulated retention,lineage candidate,AI feature candidate,VEND-AIRDN-249
DATA-AIRDN-1089,CUSTOMER_SERVICE product 1089,"Contact center, digital servicing and reaccommodation",cloud lakehouse + BI marts,Procurement,3.1 PB logical footprint,near-real-time operational feed,lineage candidate,BI / operational analytics,VEND-AIRDN-250
DATA-AIRDN-1090,COMMERCIAL_REVENUE product 1090,"Revenue management, pricing, inventory, loyalty and ancillary",EDW + pricing marts,Technology,3.2 PB logical footprint,300-700 TB daily movement family,conflicting KPI definition,BI / operational analytics,VEND-AIRDN-251
DATA-AIRDN-1091,MRO_SUPPLY_CHAIN product 1091,"Maintenance, parts, inventory, supplier repair and reliability",ERP/MRO marts + historical stores,Data and AI,3.2 PB logical footprint,billions of daily events family,lineage candidate,BI / operational analytics,VEND-AIRDN-252
DATA-AIRDN-1092,FINANCE_PROCUREMENT product 1092,"GL, procurement, invoice, settlement and contract economics",ERP + planning + spend analytics,Cybersecurity,11.8 PB logical footprint,batch plus streaming,lineage incomplete,BI / operational analytics,VEND-AIRDN-253
DATA-AIRDN-1093,STATION_OPERATIONS product 1093,"Gate, ramp, baggage and airport service events",event streaming + operational dashboards,Workplace,3.3 PB logical footprint,regulated retention,lineage candidate,BI / operational analytics,VEND-AIRDN-254
DATA-AIRDN-1094,SECURITY_RISK product 1094,"identity, vulnerability, audit and supplier risk",security lake + workflow analytics,Service Management,3.4 PB logical footprint,near-real-time operational feed,lineage candidate,BI / operational analytics,VEND-AIRDN-255
DATA-AIRDN-1095,CREW_OPS product 1095,"Crew legality, pairing, recovery, payroll and qualifications",operational store + analytics marts,Flight Operations,3.5 PB logical footprint,300-700 TB daily movement family,lineage candidate,BI / operational analytics,VEND-AIRDN-256
DATA-AIRDN-1096,AIRLINE_EVENTS product 1096,"Flight, crew, aircraft, station and disruption events",Teradata-scale EDW + streaming lakehouse,Operations Control,3.5 PB logical footprint,billions of daily events family,lineage candidate,AI feature candidate,VEND-AIRDN-257
DATA-AIRDN-1097,CUSTOMER_SERVICE product 1097,"Contact center, digital servicing and reaccommodation",cloud lakehouse + BI marts,Crew Operations,3.6 PB logical footprint,batch plus streaming,lineage candidate,BI / operational analytics,VEND-AIRDN-258
DATA-AIRDN-1098,COMMERCIAL_REVENUE product 1098,"Revenue management, pricing, inventory, loyalty and ancillary",EDW + pricing marts,Technical Operations,13.1 PB logical footprint,regulated retention,lineage incomplete,BI / operational analytics,VEND-AIRDN-259
DATA-AIRDN-1099,MRO_SUPPLY_CHAIN product 1099,"Maintenance, parts, inventory, supplier repair and reliability",ERP/MRO marts + historical stores,Airport Operations,3.7 PB logical footprint,near-real-time operational feed,lineage candidate,BI / operational analytics,VEND-AIRDN-260
DATA-AIRDN-1100,FINANCE_PROCUREMENT product 1100,"GL, procurement, invoice, settlement and contract economics",ERP + planning + spend analytics,Passenger Service,3.8 PB logical footprint,300-700 TB daily movement family,conflicting KPI definition,BI / operational analytics,VEND-AIRDN-261
DATA-AIRDN-1101,STATION_OPERATIONS product 1101,"Gate, ramp, baggage and airport service events",event streaming + operational dashboards,Commercial,3.8 PB logical footprint,billions of daily events family,lineage candidate,BI / operational analytics,VEND-AIRDN-262
DATA-AIRDN-1102,SECURITY_RISK product 1102,"identity, vulnerability, audit and supplier risk",security lake + workflow analytics,Cargo,3.9 PB logical footprint,batch plus streaming,lineage candidate,BI / operational analytics,VEND-AIRDN-263
DATA-AIRDN-1103,CREW_OPS product 1103,"Crew legality, pairing, recovery, payroll and qualifications",operational store + analytics marts,Corporate Finance,3.9 PB logical footprint,regulated retention,lineage candidate,BI / operational analytics,VEND-AIRDN-264
DATA-AIRDN-1104,AIRLINE_EVENTS product 1104,"Flight, crew, aircraft, station and disruption events",Teradata-scale EDW + streaming lakehouse,Procurement,14.4 PB logical footprint,near-real-time operational feed,lineage incomplete,AI feature candidate,VEND-AIRDN-265
DATA-AIRDN-1105,CUSTOMER_SERVICE product 1105,"Contact center, digital servicing and reaccommodation",cloud lakehouse + BI marts,Technology,4.1 PB logical footprint,300-700 TB daily movement family,lineage candidate,BI / operational analytics,VEND-AIRDN-266
DATA-AIRDN-1106,COMMERCIAL_REVENUE product 1106,"Revenue management, pricing, inventory, loyalty and ancillary",EDW + pricing marts,Data and AI,4.1 PB logical footprint,billions of daily events family,lineage candidate,BI / operational analytics,VEND-AIRDN-267
DATA-AIRDN-1107,MRO_SUPPLY_CHAIN product 1107,"Maintenance, parts, inventory, supplier repair and reliability",ERP/MRO marts + historical stores,Cybersecurity,4.2 PB logical footprint,batch plus streaming,lineage candidate,BI / operational analytics,VEND-AIRDN-268
DATA-AIRDN-1108,FINANCE_PROCUREMENT product 1108,"GL, procurement, invoice, settlement and contract economics",ERP + planning + spend analytics,Workplace,4.2 PB logical footprint,regulated retention,lineage candidate,BI / operational analytics,VEND-AIRDN-269
DATA-AIRDN-1109,STATION_OPERATIONS product 1109,"Gate, ramp, baggage and airport service events",event streaming + operational dashboards,Service Management,4.3 PB logical footprint,near-real-time operational feed,lineage candidate,BI / operational analytics,VEND-AIRDN-270
DATA-AIRDN-1110,SECURITY_RISK product 1110,"identity, vulnerability, audit and supplier risk",security lake + workflow analytics,Flight Operations,15.7 PB logical footprint,300-700 TB daily movement family,lineage incomplete,BI / operational analytics,VEND-AIRDN-271
DATA-AIRDN-1111,CREW_OPS product 1111,"Crew legality, pairing, recovery, payroll and qualifications",operational store + analytics marts,Operations Control,4.4 PB logical footprint,billions of daily events family,lineage candidate,BI / operational analytics,VEND-AIRDN-272
DATA-AIRDN-1112,AIRLINE_EVENTS product 1112,"Flight, crew, aircraft, station and disruption events",Teradata-scale EDW + streaming lakehouse,Crew Operations,4.5 PB logical footprint,batch plus streaming,lineage candidate,AI feature candidate,VEND-AIRDN-273
DATA-AIRDN-1113,CUSTOMER_SERVICE product 1113,"Contact center, digital servicing and reaccommodation",cloud lakehouse + BI marts,Technical Operations,4.5 PB logical footprint,regulated retention,lineage candidate,BI / operational analytics,VEND-AIRDN-274
DATA-AIRDN-1114,COMMERCIAL_REVENUE product 1114,"Revenue management, pricing, inventory, loyalty and ancillary",EDW + pricing marts,Airport Operations,4.6 PB logical footprint,near-real-time operational feed,lineage candidate,BI / operational analytics,VEND-AIRDN-275
DATA-AIRDN-1115,MRO_SUPPLY_CHAIN product 1115,"Maintenance, parts, inventory, supplier repair and reliability",ERP/MRO marts + historical stores,Passenger Service,4.7 PB logical footprint,300-700 TB daily movement family,lineage candidate,BI / operational analytics,VEND-AIRDN-276
DATA-AIRDN-1116,FINANCE_PROCUREMENT product 1116,"GL, procurement, invoice, settlement and contract economics",ERP + planning + spend analytics,Commercial,17.0 PB logical footprint,billions of daily events family,lineage incomplete,BI / operational analytics,VEND-AIRDN-277
DATA-AIRDN-1117,STATION_OPERATIONS product 1117,"Gate, ramp, baggage and airport service events",event streaming + operational dashboards,Cargo,4.8 PB logical footprint,batch plus streaming,lineage candidate,BI / operational analytics,VEND-AIRDN-278
DATA-AIRDN-1118,SECURITY_RISK product 1118,"identity, vulnerability, audit and supplier risk",security lake + workflow analytics,Corporate Finance,4.8 PB logical footprint,regulated retention,lineage candidate,BI / operational analytics,VEND-AIRDN-279
DATA-AIRDN-1119,CREW_OPS product 1119,"Crew legality, pairing, recovery, payroll and qualifications",operational store + analytics marts,Procurement,4.9 PB logical footprint,near-real-time operational feed,lineage candidate,BI / operational analytics,VEND-AIRDN-280
DATA-AIRDN-1120,AIRLINE_EVENTS product 1120,"Flight, crew, aircraft, station and disruption events",Teradata-scale EDW + streaming lakehouse,Technology,0.2 PB logical footprint,300-700 TB daily movement family,conflicting KPI definition,AI feature candidate,VEND-AIRDN-281
DATA-AIRDN-1121,CUSTOMER_SERVICE product 1121,"Contact center, digital servicing and reaccommodation",cloud lakehouse + BI marts,Data and AI,0.2 PB logical footprint,billions of daily events family,lineage candidate,BI / operational analytics,VEND-AIRDN-282
DATA-AIRDN-1122,COMMERCIAL_REVENUE product 1122,"Revenue management, pricing, inventory, loyalty and ancillary",EDW + pricing marts,Cybersecurity,0.8 PB logical footprint,batch plus streaming,lineage incomplete,BI / operational analytics,VEND-AIRDN-283
DATA-AIRDN-1123,MRO_SUPPLY_CHAIN product 1123,"Maintenance, parts, inventory, supplier repair and reliability",ERP/MRO marts + historical stores,Workplace,0.3 PB logical footprint,regulated retention,lineage candidate,BI / operational analytics,VEND-AIRDN-284
DATA-AIRDN-1124,FINANCE_PROCUREMENT product 1124,"GL, procurement, invoice, settlement and contract economics",ERP + planning + spend analytics,Service Management,0.4 PB logical footprint,near-real-time operational feed,lineage candidate,BI / operational analytics,VEND-AIRDN-285
DATA-AIRDN-1125,STATION_OPERATIONS product 1125,"Gate, ramp, baggage and airport service events",event streaming + operational dashboards,Flight Operations,0.5 PB logical footprint,300-700 TB daily movement family,lineage candidate,BI / operational analytics,VEND-AIRDN-286
DATA-AIRDN-1126,SECURITY_RISK product 1126,"identity, vulnerability, audit and supplier risk",security lake + workflow analytics,Operations Control,0.5 PB logical footprint,billions of daily events family,lineage candidate,BI / operational analytics,VEND-AIRDN-287
DATA-AIRDN-1127,CREW_OPS product 1127,"Crew legality, pairing, recovery, payroll and qualifications",operational store + analytics marts,Crew Operations,0.6 PB logical footprint,batch plus streaming,lineage candidate,BI / operational analytics,VEND-AIRDN-288
DATA-AIRDN-1128,AIRLINE_EVENTS product 1128,"Flight, crew, aircraft, station and disruption events",Teradata-scale EDW + streaming lakehouse,Technical Operations,2.1 PB logical footprint,regulated retention,lineage incomplete,AI feature candidate,VEND-AIRDN-289
DATA-AIRDN-1129,CUSTOMER_SERVICE product 1129,"Contact center, digital servicing and reaccommodation",cloud lakehouse + BI marts,Airport Operations,0.7 PB logical footprint,near-real-time operational feed,lineage candidate,BI / operational analytics,VEND-AIRDN-290
DATA-AIRDN-1130,COMMERCIAL_REVENUE product 1130,"Revenue management, pricing, inventory, loyalty and ancillary",EDW + pricing marts,Passenger Service,0.8 PB logical footprint,300-700 TB daily movement family,conflicting KPI definition,BI / operational analytics,VEND-AIRDN-291
DATA-AIRDN-1131,MRO_SUPPLY_CHAIN product 1131,"Maintenance, parts, inventory, supplier repair and reliability",ERP/MRO marts + historical stores,Commercial,0.8 PB logical footprint,billions of daily events family,lineage candidate,BI / operational analytics,VEND-AIRDN-292
DATA-AIRDN-1132,FINANCE_PROCUREMENT product 1132,"GL, procurement, invoice, settlement and contract economics",ERP + planning + spend analytics,Cargo,0.9 PB logical footprint,batch plus streaming,lineage candidate,BI / operational analytics,VEND-AIRDN-293
DATA-AIRDN-1133,STATION_OPERATIONS product 1133,"Gate, ramp, baggage and airport service events",event streaming + operational dashboards,Corporate Finance,0.9 PB logical footprint,regulated retention,lineage candidate,BI / operational analytics,VEND-AIRDN-294
DATA-AIRDN-1134,SECURITY_RISK product 1134,"identity, vulnerability, audit and supplier risk",security lake + workflow analytics,Procurement,3.4 PB logical footprint,near-real-time operational feed,lineage incomplete,BI / operational analytics,VEND-AIRDN-295
DATA-AIRDN-1135,CREW_OPS product 1135,"Crew legality, pairing, recovery, payroll and qualifications",operational store + analytics marts,Technology,1.1 PB logical footprint,300-700 TB daily movement family,lineage candidate,BI / operational analytics,VEND-AIRDN-296
DATA-AIRDN-1136,AIRLINE_EVENTS product 1136,"Flight, crew, aircraft, station and disruption events",Teradata-scale EDW + streaming lakehouse,Data and AI,1.1 PB logical footprint,billions of daily events family,lineage candidate,AI feature candidate,VEND-AIRDN-297
DATA-AIRDN-1137,CUSTOMER_SERVICE product 1137,"Contact center, digital servicing and reaccommodation",cloud lakehouse + BI marts,Cybersecurity,1.2 PB logical footprint,batch plus streaming,lineage candidate,BI / operational analytics,VEND-AIRDN-298
DATA-AIRDN-1138,COMMERCIAL_REVENUE product 1138,"Revenue management, pricing, inventory, loyalty and ancillary",EDW + pricing marts,Workplace,1.2 PB logical footprint,regulated retention,lineage candidate,BI / operational analytics,VEND-AIRDN-299
DATA-AIRDN-1139,MRO_SUPPLY_CHAIN product 1139,"Maintenance, parts, inventory, supplier repair and reliability",ERP/MRO marts + historical stores,Service Management,1.3 PB logical footprint,near-real-time operational feed,lineage candidate,BI / operational analytics,VEND-AIRDN-300
DATA-AIRDN-1140,FINANCE_PROCUREMENT product 1140,"GL, procurement, invoice, settlement and contract economics",ERP + planning + spend analytics,Flight Operations,4.7 PB logical footprint,300-700 TB daily movement family,lineage incomplete,BI / operational analytics,VEND-AIRDN-301
DATA-AIRDN-1141,STATION_OPERATIONS product 1141,"Gate, ramp, baggage and airport service events",event streaming + operational dashboards,Operations Control,1.4 PB logical footprint,billions of daily events family,lineage candidate,BI / operational analytics,VEND-AIRDN-302
DATA-AIRDN-1142,SECURITY_RISK product 1142,"identity, vulnerability, audit and supplier risk",security lake + workflow analytics,Crew Operations,1.5 PB logical footprint,batch plus streaming,lineage candidate,BI / operational analytics,VEND-AIRDN-303
DATA-AIRDN-1143,CREW_OPS product 1143,"Crew legality, pairing, recovery, payroll and qualifications",operational store + analytics marts,Technical Operations,1.5 PB logical footprint,regulated retention,lineage candidate,BI / operational analytics,VEND-AIRDN-304
DATA-AIRDN-1144,AIRLINE_EVENTS product 1144,"Flight, crew, aircraft, station and disruption events",Teradata-scale EDW + streaming lakehouse,Airport Operations,1.6 PB logical footprint,near-real-time operational feed,lineage candidate,AI feature candidate,VEND-AIRDN-305
DATA-AIRDN-1145,CUSTOMER_SERVICE product 1145,"Contact center, digital servicing and reaccommodation",cloud lakehouse + BI marts,Passenger Service,1.7 PB logical footprint,300-700 TB daily movement family,lineage candidate,BI / operational analytics,VEND-AIRDN-306
DATA-AIRDN-1146,COMMERCIAL_REVENUE product 1146,"Revenue management, pricing, inventory, loyalty and ancillary",EDW + pricing marts,Commercial,6.0 PB logical footprint,billions of daily events family,lineage incomplete,BI / operational analytics,VEND-AIRDN-307
DATA-AIRDN-1147,MRO_SUPPLY_CHAIN product 1147,"Maintenance, parts, inventory, supplier repair and reliability",ERP/MRO marts + historical stores,Cargo,1.8 PB logical footprint,batch plus streaming,lineage candidate,BI / operational analytics,VEND-AIRDN-308
DATA-AIRDN-1148,FINANCE_PROCUREMENT product 1148,"GL, procurement, invoice, settlement and contract economics",ERP + planning + spend analytics,Corporate Finance,1.8 PB logical footprint,regulated retention,lineage candidate,BI / operational analytics,VEND-AIRDN-309
DATA-AIRDN-1149,STATION_OPERATIONS product 1149,"Gate, ramp, baggage and airport service events",event streaming + operational dashboards,Procurement,1.9 PB logical footprint,near-real-time operational feed,lineage candidate,BI / operational analytics,VEND-AIRDN-310
DATA-AIRDN-1150,SECURITY_RISK product 1150,"identity, vulnerability, audit and supplier risk",security lake + workflow analytics,Technology,2.0 PB logical footprint,300-700 TB daily movement family,conflicting KPI definition,BI / operational analytics,VEND-AIRDN-311
DATA-AIRDN-1151,CREW_OPS product 1151,"Crew legality, pairing, recovery, payroll and qualifications",operational store + analytics marts,Data and AI,2.0 PB logical footprint,billions of daily events family,lineage candidate,BI / operational analytics,VEND-AIRDN-312
DATA-AIRDN-1152,AIRLINE_EVENTS product 1152,"Flight, crew, aircraft, station and disruption events",Teradata-scale EDW + streaming lakehouse,Cybersecurity,7.4 PB logical footprint,batch plus streaming,lineage incomplete,AI feature candidate,VEND-AIRDN-313
DATA-AIRDN-1153,CUSTOMER_SERVICE product 1153,"Contact center, digital servicing and reaccommodation",cloud lakehouse + BI marts,Workplace,2.1 PB logical footprint,regulated retention,lineage candidate,BI / operational analytics,VEND-AIRDN-314
DATA-AIRDN-1154,COMMERCIAL_REVENUE product 1154,"Revenue management, pricing, inventory, loyalty and ancillary",EDW + pricing marts,Service Management,2.2 PB logical footprint,near-real-time operational feed,lineage candidate,BI / operational analytics,VEND-AIRDN-315
