contract_id,vendor_id,vendor_public_reference,contract_type,service_tower,business_function,scope,term_status,commercial_model,value_disclosure_mode,risk_note,source_id,effective_date,expiration_date,renewal_date,termination_rights,pricing_model,minimum_commitment,rate_card_id,service_credit_terms,inflation_provision,change_control_terms,subcontracting_terms,data_residency,transition_assistance,sla_history_source,invoice_source,change_order_source,lot_id,proposal_id,bafo_revision_id,evaluation_criteria_id
CONT-AIRDN-0616,VEND-AIRDN-113,Synthetic Supplier 113,SOW,Airline Operations AMS,Operations Control,digital support,transition assistance required,fixed fee,exact,SLA credit ambiguity,SRC-AIRDN-CONT-041,2023-04-01,2026-04-28,2025-07-15,lot-level termination on chronic breach,outcome-weighted service credits,not applicable for variable lot,RATE-AIRDN-0184,service credit terms missing from visible evidence,to be negotiated,executive approval for material changes,standard flow-down obligations,data residency not yet evidenced,transition assistance gap,SLAHIST-LOT-AIRDN-04,INV-AIRDN-0076,CO-AIRDN-0040,LOT-AIRDN-04,BID-AIRDN-A-LOT-AIRDN-04,BAFO-BID-AIRDN-A-LOT-AIRDN-04-R2,EVAL-LOT-AIRDN-04
CONT-AIRDN-0617,VEND-AIRDN-120,Synthetic Supplier 120,rate card,Corporate and SAP AMS,Crew Operations,data platform ops,exit rights need review,T&M,range,standard commercial review,SRC-AIRDN-CONT-042,2020-05-01,2027-05-28,2026-08-15,90-day convenience for tower carve-out,fixed base plus volume bands,indexed range,RATE-AIRDN-0185,critical incident credits with earn-back,CPI capped,CAB approval and priced change order,named subcontractors only,US-only regulated data,six-month transition assistance,SLAHIST-LOT-AIRDN-05,INV-AIRDN-0077,CO-AIRDN-0041,LOT-AIRDN-05,BID-AIRDN-B-LOT-AIRDN-05,BAFO-BID-AIRDN-B-LOT-AIRDN-05-R1,EVAL-LOT-AIRDN-05
CONT-AIRDN-0618,VEND-AIRDN-127,Synthetic Supplier 127,software subscription,Digital Customer and Loyalty AMS,Technical Operations,testing/QA,active,unit-rate,indexed,high exit-term sensitivity,SRC-AIRDN-CONT-043,2021-06-01,2028-06-28,2027-09-15,cause plus SLA-credit trigger,unit-rate catalog,withheld exact value,RATE-AIRDN-0186,SLA pool capped at monthly charges,labor index pass-through,catalog rate if in-scope,prior approval required,US/EU split with controls,knowledge transfer and runbook escrow,SLAHIST-LOT-AIRDN-06,INV-AIRDN-0078,CO-AIRDN-0042,LOT-AIRDN-06,BID-AIRDN-C-LOT-AIRDN-06,BAFO-BID-AIRDN-C-LOT-AIRDN-06-R2,EVAL-LOT-AIRDN-06
CONT-AIRDN-0619,VEND-AIRDN-134,Synthetic Supplier 134,managed service agreement,Data Analytics and Integration,Airport Operations,release management,renewal within 12 months,consumption,withheld,standard commercial review,SRC-AIRDN-CONT-044,2022-07-01,2026-07-28,2025-10-15,transition-only termination after cure period,committed capacity plus consumption overage,tiered annual minimum,RATE-AIRDN-0187,tower-level credit and root-cause obligation,fixed annual escalator,joint estimate required,restricted for regulated data,global support with masked data,shadow-run required,SLAHIST-LOT-AIRDN-07,INV-AIRDN-0079,CO-AIRDN-0043,LOT-AIRDN-07,BID-AIRDN-A-LOT-AIRDN-07,BAFO-BID-AIRDN-A-LOT-AIRDN-07-R1,EVAL-LOT-AIRDN-07
CONT-AIRDN-0620,VEND-AIRDN-141,Synthetic Supplier 141,cloud commit,Cloud Infrastructure and Mainframe,Passenger Service,data center ops,renewal within 24 months,hybrid fixed + variable,exact,supplier concentration,SRC-AIRDN-CONT-045,2023-08-01,2027-08-28,2026-11-15,lot-level termination on chronic breach,outcome-weighted service credits,not applicable for variable lot,RATE-AIRDN-0188,service credit terms missing from visible evidence,to be negotiated,executive approval for material changes,standard flow-down obligations,data residency not yet evidenced,transition assistance gap,SLAHIST-LOT-AIRDN-08,INV-AIRDN-0080,CO-AIRDN-0044,LOT-AIRDN-08,BID-AIRDN-B-LOT-AIRDN-08,BAFO-BID-AIRDN-B-LOT-AIRDN-08-R2,EVAL-LOT-AIRDN-08
CONT-AIRDN-0621,VEND-AIRDN-148,Synthetic Supplier 148,maintenance agreement,Workplace Service Desk and Field Support,Commercial,network/telecom,extension option,committed spend,range,standard commercial review,SRC-AIRDN-CONT-046,2020-09-01,2028-09-28,2027-12-15,90-day convenience for tower carve-out,fixed base plus volume bands,indexed range,RATE-AIRDN-0189,critical incident credits with earn-back,CPI capped,CAB approval and priced change order,named subcontractors only,US-only regulated data,six-month transition assistance,SLAHIST-LOT-AIRDN-09,INV-AIRDN-0081,CO-AIRDN-0045,LOT-AIRDN-09,BID-AIRDN-C-LOT-AIRDN-09,BAFO-BID-AIRDN-C-LOT-AIRDN-09-R1,EVAL-LOT-AIRDN-09
CONT-AIRDN-0622,VEND-AIRDN-155,Synthetic Supplier 155,professional services SOW,SIAM Observability and Service Governance,Cargo,workplace,transition assistance required,outcome-linked,indexed,standard commercial review,SRC-AIRDN-CONT-047,2021-01-01,2026-10-28,2025-01-15,cause plus SLA-credit trigger,unit-rate catalog,withheld exact value,RATE-AIRDN-0190,SLA pool capped at monthly charges,labor index pass-through,catalog rate if in-scope,prior approval required,US/EU split with controls,knowledge transfer and runbook escrow,SLAHIST-LOT-AIRDN-01,INV-AIRDN-0082,CO-AIRDN-0046,LOT-AIRDN-01,BID-AIRDN-A-LOT-AIRDN-01,BAFO-BID-AIRDN-A-LOT-AIRDN-01-R2,EVAL-LOT-AIRDN-01
CONT-AIRDN-0623,VEND-AIRDN-162,Synthetic Supplier 162,data platform agreement,Airline Operations AMS,Corporate Finance,service desk,exit rights need review,fixed fee,withheld,standard commercial review,SRC-AIRDN-CONT-048,2022-02-01,2027-11-28,2026-02-15,transition-only termination after cure period,committed capacity plus consumption overage,tiered annual minimum,RATE-AIRDN-0191,tower-level credit and root-cause obligation,fixed annual escalator,joint estimate required,restricted for regulated data,global support with masked data,shadow-run required,SLAHIST-LOT-AIRDN-02,INV-AIRDN-0083,CO-AIRDN-0047,LOT-AIRDN-02,BID-AIRDN-B-LOT-AIRDN-02,BAFO-BID-AIRDN-B-LOT-AIRDN-02-R1,EVAL-LOT-AIRDN-02
CONT-AIRDN-0624,VEND-AIRDN-169,Synthetic Supplier 169,telecom/network services,Corporate and SAP AMS,Procurement,airport technology support,active,T&M,exact,high exit-term sensitivity,SRC-AIRDN-CONT-049,2023-03-01,2028-12-28,2027-03-15,lot-level termination on chronic breach,outcome-weighted service credits,not applicable for variable lot,RATE-AIRDN-0192,service credit terms missing from visible evidence,to be negotiated,executive approval for material changes,standard flow-down obligations,data residency not yet evidenced,transition assistance gap,SLAHIST-LOT-AIRDN-03,INV-AIRDN-0084,CO-AIRDN-0048,LOT-AIRDN-03,BID-AIRDN-C-LOT-AIRDN-03,BAFO-BID-AIRDN-C-LOT-AIRDN-03-R2,EVAL-LOT-AIRDN-03
CONT-AIRDN-0625,VEND-AIRDN-176,Synthetic Supplier 176,cybersecurity services,Digital Customer and Loyalty AMS,Technology,database/middleware ops,renewal within 12 months,unit-rate,range,standard commercial review,SRC-AIRDN-CONT-050,2020-04-01,2026-01-28,2025-04-15,90-day convenience for tower carve-out,fixed base plus volume bands,indexed range,RATE-AIRDN-0193,critical incident credits with earn-back,CPI capped,CAB approval and priced change order,named subcontractors only,US-only regulated data,six-month transition assistance,SLAHIST-LOT-AIRDN-04,INV-AIRDN-0085,CO-AIRDN-0049,LOT-AIRDN-04,BID-AIRDN-A-LOT-AIRDN-04,BAFO-BID-AIRDN-A-LOT-AIRDN-04-R1,EVAL-LOT-AIRDN-04
CONT-AIRDN-0626,VEND-AIRDN-183,Synthetic Supplier 183,ITSM workflow subscription,Data Analytics and Integration,Data and AI,observability,renewal within 24 months,consumption,indexed,standard commercial review,SRC-AIRDN-CONT-051,2021-05-01,2027-02-28,2026-05-15,cause plus SLA-credit trigger,unit-rate catalog,withheld exact value,RATE-AIRDN-0194,SLA pool capped at monthly charges,labor index pass-through,catalog rate if in-scope,prior approval required,US/EU split with controls,knowledge transfer and runbook escrow,SLAHIST-LOT-AIRDN-05,INV-AIRDN-0086,CO-AIRDN-0050,LOT-AIRDN-05,BID-AIRDN-B-LOT-AIRDN-05,BAFO-BID-AIRDN-B-LOT-AIRDN-05-R2,EVAL-LOT-AIRDN-05
CONT-AIRDN-0627,VEND-AIRDN-190,Synthetic Supplier 190,mainframe software agreement,Cloud Infrastructure and Mainframe,Cybersecurity,finance operations,extension option,hybrid fixed + variable,withheld,standard commercial review,SRC-AIRDN-CONT-052,2022-06-01,2028-03-28,2027-06-15,transition-only termination after cure period,committed capacity plus consumption overage,tiered annual minimum,RATE-AIRDN-0195,tower-level credit and root-cause obligation,fixed annual escalator,joint estimate required,restricted for regulated data,global support with masked data,shadow-run required,SLAHIST-LOT-AIRDN-06,INV-AIRDN-0087,CO-AIRDN-0051,LOT-AIRDN-06,BID-AIRDN-C-LOT-AIRDN-06,BAFO-BID-AIRDN-C-LOT-AIRDN-06-R1,EVAL-LOT-AIRDN-06
CONT-AIRDN-0628,VEND-AIRDN-197,Synthetic Supplier 197,colocation contract,Workplace Service Desk and Field Support,Workplace,procurement operations,transition assistance required,committed spend,exact,standard commercial review,SRC-AIRDN-CONT-053,2023-07-01,2026-04-28,2025-07-15,lot-level termination on chronic breach,outcome-weighted service credits,not applicable for variable lot,RATE-AIRDN-0196,service credit terms missing from visible evidence,to be negotiated,executive approval for material changes,standard flow-down obligations,data residency not yet evidenced,transition assistance gap,SLAHIST-LOT-AIRDN-07,INV-AIRDN-0088,CO-AIRDN-0052,LOT-AIRDN-07,BID-AIRDN-A-LOT-AIRDN-07,BAFO-BID-AIRDN-A-LOT-AIRDN-07-R2,EVAL-LOT-AIRDN-07
CONT-AIRDN-0629,VEND-AIRDN-204,Synthetic Supplier 204,BPO services SOW,SIAM Observability and Service Governance,Service Management,customer-contact support,exit rights need review,outcome-linked,range,standard commercial review,SRC-AIRDN-CONT-054,2020-08-01,2027-05-28,2026-08-15,90-day convenience for tower carve-out,fixed base plus volume bands,indexed range,RATE-AIRDN-0197,critical incident credits with earn-back,CPI capped,CAB approval and priced change order,named subcontractors only,US-only regulated data,six-month transition assistance,SLAHIST-LOT-AIRDN-08,INV-AIRDN-0089,CO-AIRDN-0053,LOT-AIRDN-08,BID-AIRDN-B-LOT-AIRDN-08,BAFO-BID-AIRDN-B-LOT-AIRDN-08-R1,EVAL-LOT-AIRDN-08
CONT-AIRDN-0630,VEND-AIRDN-211,Synthetic Supplier 211,MSA,Airline Operations AMS,Flight Operations,application run/enhancement,active,fixed fee,indexed,high exit-term sensitivity,SRC-AIRDN-CONT-055,2021-09-01,2028-06-28,2027-09-15,cause plus SLA-credit trigger,unit-rate catalog,withheld exact value,RATE-AIRDN-0198,SLA pool capped at monthly charges,labor index pass-through,catalog rate if in-scope,prior approval required,US/EU split with controls,knowledge transfer and runbook escrow,SLAHIST-LOT-AIRDN-09,INV-AIRDN-0090,CO-AIRDN-0054,LOT-AIRDN-09,BID-AIRDN-C-LOT-AIRDN-09,BAFO-BID-AIRDN-C-LOT-AIRDN-09-R2,EVAL-LOT-AIRDN-09
CONT-AIRDN-0631,VEND-AIRDN-218,Synthetic Supplier 218,SOW,Corporate and SAP AMS,Operations Control,SAP AMS,renewal within 12 months,T&M,withheld,standard commercial review,SRC-AIRDN-CONT-056,2022-01-01,2026-07-28,2025-10-15,transition-only termination after cure period,committed capacity plus consumption overage,tiered annual minimum,RATE-AIRDN-0199,tower-level credit and root-cause obligation,fixed annual escalator,joint estimate required,restricted for regulated data,global support with masked data,shadow-run required,SLAHIST-LOT-AIRDN-01,INV-AIRDN-0091,CO-AIRDN-0055,LOT-AIRDN-01,BID-AIRDN-A-LOT-AIRDN-01,BAFO-BID-AIRDN-A-LOT-AIRDN-01-R1,EVAL-LOT-AIRDN-01
CONT-AIRDN-0632,VEND-AIRDN-225,Synthetic Supplier 225,rate card,Digital Customer and Loyalty AMS,Crew Operations,mainframe AMS,renewal within 24 months,unit-rate,exact,standard commercial review,SRC-AIRDN-CONT-057,2023-02-01,2027-08-28,2026-11-15,lot-level termination on chronic breach,outcome-weighted service credits,not applicable for variable lot,RATE-AIRDN-0200,service credit terms missing from visible evidence,to be negotiated,executive approval for material changes,standard flow-down obligations,data residency not yet evidenced,transition assistance gap,SLAHIST-LOT-AIRDN-02,INV-AIRDN-0092,CO-AIRDN-0056,LOT-AIRDN-02,BID-AIRDN-B-LOT-AIRDN-02,BAFO-BID-AIRDN-B-LOT-AIRDN-02-R2,EVAL-LOT-AIRDN-02
CONT-AIRDN-0633,VEND-AIRDN-232,Synthetic Supplier 232,software subscription,Data Analytics and Integration,Technical Operations,airline operations AMS,extension option,consumption,range,standard commercial review,SRC-AIRDN-CONT-058,2020-03-01,2028-09-28,2027-12-15,90-day convenience for tower carve-out,fixed base plus volume bands,indexed range,RATE-AIRDN-0201,critical incident credits with earn-back,CPI capped,CAB approval and priced change order,named subcontractors only,US-only regulated data,six-month transition assistance,SLAHIST-LOT-AIRDN-03,INV-AIRDN-0093,CO-AIRDN-0057,LOT-AIRDN-03,BID-AIRDN-C-LOT-AIRDN-03,BAFO-BID-AIRDN-C-LOT-AIRDN-03-R1,EVAL-LOT-AIRDN-03
CONT-AIRDN-0634,VEND-AIRDN-239,Synthetic Supplier 239,managed service agreement,Cloud Infrastructure and Mainframe,Airport Operations,digital support,transition assistance required,hybrid fixed + variable,indexed,standard commercial review,SRC-AIRDN-CONT-059,2021-04-01,2026-10-28,2025-01-15,cause plus SLA-credit trigger,unit-rate catalog,withheld exact value,RATE-AIRDN-0202,SLA pool capped at monthly charges,labor index pass-through,catalog rate if in-scope,prior approval required,US/EU split with controls,knowledge transfer and runbook escrow,SLAHIST-LOT-AIRDN-04,INV-AIRDN-0094,CO-AIRDN-0058,LOT-AIRDN-04,BID-AIRDN-A-LOT-AIRDN-04,BAFO-BID-AIRDN-A-LOT-AIRDN-04-R2,EVAL-LOT-AIRDN-04
CONT-AIRDN-0635,VEND-AIRDN-246,Synthetic Supplier 246,cloud commit,Workplace Service Desk and Field Support,Passenger Service,data platform ops,exit rights need review,committed spend,withheld,standard commercial review,SRC-AIRDN-CONT-060,2022-05-01,2027-11-28,2026-02-15,transition-only termination after cure period,committed capacity plus consumption overage,tiered annual minimum,RATE-AIRDN-0203,tower-level credit and root-cause obligation,fixed annual escalator,joint estimate required,restricted for regulated data,global support with masked data,shadow-run required,SLAHIST-LOT-AIRDN-05,INV-AIRDN-0095,CO-AIRDN-0059,LOT-AIRDN-05,BID-AIRDN-B-LOT-AIRDN-05,BAFO-BID-AIRDN-B-LOT-AIRDN-05-R1,EVAL-LOT-AIRDN-05
CONT-AIRDN-0636,VEND-AIRDN-253,Synthetic Supplier 253,maintenance agreement,SIAM Observability and Service Governance,Commercial,testing/QA,active,outcome-linked,exact,high exit-term sensitivity,SRC-AIRDN-CONT-061,2023-06-01,2028-12-28,2027-03-15,lot-level termination on chronic breach,outcome-weighted service credits,not applicable for variable lot,RATE-AIRDN-0204,service credit terms missing from visible evidence,to be negotiated,executive approval for material changes,standard flow-down obligations,data residency not yet evidenced,transition assistance gap,SLAHIST-LOT-AIRDN-06,INV-AIRDN-0096,CO-AIRDN-0060,LOT-AIRDN-06,BID-AIRDN-C-LOT-AIRDN-06,BAFO-BID-AIRDN-C-LOT-AIRDN-06-R2,EVAL-LOT-AIRDN-06
CONT-AIRDN-0637,VEND-AIRDN-260,Synthetic Supplier 260,professional services SOW,Airline Operations AMS,Cargo,release management,renewal within 12 months,fixed fee,range,standard commercial review,SRC-AIRDN-CONT-062,2020-07-01,2026-01-28,2025-04-15,90-day convenience for tower carve-out,fixed base plus volume bands,indexed range,RATE-AIRDN-0205,critical incident credits with earn-back,CPI capped,CAB approval and priced change order,named subcontractors only,US-only regulated data,six-month transition assistance,SLAHIST-LOT-AIRDN-07,INV-AIRDN-0097,CO-AIRDN-0061,LOT-AIRDN-07,BID-AIRDN-A-LOT-AIRDN-07,BAFO-BID-AIRDN-A-LOT-AIRDN-07-R1,EVAL-LOT-AIRDN-07
CONT-AIRDN-0638,VEND-AIRDN-267,Synthetic Supplier 267,data platform agreement,Corporate and SAP AMS,Corporate Finance,data center ops,renewal within 24 months,T&M,indexed,standard commercial review,SRC-AIRDN-CONT-063,2021-08-01,2027-02-28,2026-05-15,cause plus SLA-credit trigger,unit-rate catalog,withheld exact value,RATE-AIRDN-0206,SLA pool capped at monthly charges,labor index pass-through,catalog rate if in-scope,prior approval required,US/EU split with controls,knowledge transfer and runbook escrow,SLAHIST-LOT-AIRDN-08,INV-AIRDN-0098,CO-AIRDN-0062,LOT-AIRDN-08,BID-AIRDN-B-LOT-AIRDN-08,BAFO-BID-AIRDN-B-LOT-AIRDN-08-R2,EVAL-LOT-AIRDN-08
CONT-AIRDN-0639,VEND-AIRDN-274,Synthetic Supplier 274,telecom/network services,Digital Customer and Loyalty AMS,Procurement,network/telecom,extension option,unit-rate,withheld,standard commercial review,SRC-AIRDN-CONT-064,2022-09-01,2028-03-28,2027-06-15,transition-only termination after cure period,committed capacity plus consumption overage,tiered annual minimum,RATE-AIRDN-0207,tower-level credit and root-cause obligation,fixed annual escalator,joint estimate required,restricted for regulated data,global support with masked data,shadow-run required,SLAHIST-LOT-AIRDN-09,INV-AIRDN-0099,CO-AIRDN-0063,LOT-AIRDN-09,BID-AIRDN-C-LOT-AIRDN-09,BAFO-BID-AIRDN-C-LOT-AIRDN-09-R1,EVAL-LOT-AIRDN-09
CONT-AIRDN-0640,VEND-AIRDN-281,Synthetic Supplier 281,cybersecurity services,Data Analytics and Integration,Technology,workplace,transition assistance required,consumption,exact,supplier concentration,SRC-AIRDN-CONT-065,2023-01-01,2026-04-28,2025-07-15,lot-level termination on chronic breach,outcome-weighted service credits,not applicable for variable lot,RATE-AIRDN-0208,service credit terms missing from visible evidence,to be negotiated,executive approval for material changes,standard flow-down obligations,data residency not yet evidenced,transition assistance gap,SLAHIST-LOT-AIRDN-01,INV-AIRDN-0100,CO-AIRDN-0064,LOT-AIRDN-01,BID-AIRDN-A-LOT-AIRDN-01,BAFO-BID-AIRDN-A-LOT-AIRDN-01-R2,EVAL-LOT-AIRDN-01
CONT-AIRDN-0641,VEND-AIRDN-288,Synthetic Supplier 288,ITSM workflow subscription,Cloud Infrastructure and Mainframe,Data and AI,service desk,exit rights need review,hybrid fixed + variable,range,standard commercial review,SRC-AIRDN-CONT-066,2020-02-01,2027-05-28,2026-08-15,90-day convenience for tower carve-out,fixed base plus volume bands,indexed range,RATE-AIRDN-0209,critical incident credits with earn-back,CPI capped,CAB approval and priced change order,named subcontractors only,US-only regulated data,six-month transition assistance,SLAHIST-LOT-AIRDN-02,INV-AIRDN-0101,CO-AIRDN-0065,LOT-AIRDN-02,BID-AIRDN-B-LOT-AIRDN-02,BAFO-BID-AIRDN-B-LOT-AIRDN-02-R1,EVAL-LOT-AIRDN-02
CONT-AIRDN-0642,VEND-AIRDN-295,Synthetic Supplier 295,mainframe software agreement,Workplace Service Desk and Field Support,Cybersecurity,airport technology support,active,committed spend,indexed,high exit-term sensitivity,SRC-AIRDN-CONT-067,2021-03-01,2028-06-28,2027-09-15,cause plus SLA-credit trigger,unit-rate catalog,withheld exact value,RATE-AIRDN-0210,SLA pool capped at monthly charges,labor index pass-through,catalog rate if in-scope,prior approval required,US/EU split with controls,knowledge transfer and runbook escrow,SLAHIST-LOT-AIRDN-03,INV-AIRDN-0102,CO-AIRDN-0066,LOT-AIRDN-03,BID-AIRDN-C-LOT-AIRDN-03,BAFO-BID-AIRDN-C-LOT-AIRDN-03-R2,EVAL-LOT-AIRDN-03
CONT-AIRDN-0643,VEND-AIRDN-302,Synthetic Supplier 302,colocation contract,SIAM Observability and Service Governance,Workplace,database/middleware ops,renewal within 12 months,outcome-linked,withheld,standard commercial review,SRC-AIRDN-CONT-068,2022-04-01,2026-07-28,2025-10-15,transition-only termination after cure period,committed capacity plus consumption overage,tiered annual minimum,RATE-AIRDN-0211,tower-level credit and root-cause obligation,fixed annual escalator,joint estimate required,restricted for regulated data,global support with masked data,shadow-run required,SLAHIST-LOT-AIRDN-04,INV-AIRDN-0103,CO-AIRDN-0067,LOT-AIRDN-04,BID-AIRDN-A-LOT-AIRDN-04,BAFO-BID-AIRDN-A-LOT-AIRDN-04-R1,EVAL-LOT-AIRDN-04
CONT-AIRDN-0644,VEND-AIRDN-309,Synthetic Supplier 309,BPO services SOW,Airline Operations AMS,Service Management,observability,renewal within 24 months,fixed fee,exact,SLA credit ambiguity,SRC-AIRDN-CONT-069,2023-05-01,2027-08-28,2026-11-15,lot-level termination on chronic breach,outcome-weighted service credits,not applicable for variable lot,RATE-AIRDN-0212,service credit terms missing from visible evidence,to be negotiated,executive approval for material changes,standard flow-down obligations,data residency not yet evidenced,transition assistance gap,SLAHIST-LOT-AIRDN-05,INV-AIRDN-0104,CO-AIRDN-0068,LOT-AIRDN-05,BID-AIRDN-B-LOT-AIRDN-05,BAFO-BID-AIRDN-B-LOT-AIRDN-05-R2,EVAL-LOT-AIRDN-05
CONT-AIRDN-0645,VEND-AIRDN-316,Synthetic Supplier 316,MSA,Corporate and SAP AMS,Flight Operations,finance operations,extension option,T&M,range,standard commercial review,SRC-AIRDN-CONT-070,2020-06-01,2028-09-28,2027-12-15,90-day convenience for tower carve-out,fixed base plus volume bands,indexed range,RATE-AIRDN-0213,critical incident credits with earn-back,CPI capped,CAB approval and priced change order,named subcontractors only,US-only regulated data,six-month transition assistance,SLAHIST-LOT-AIRDN-06,INV-AIRDN-0105,CO-AIRDN-0069,LOT-AIRDN-06,BID-AIRDN-C-LOT-AIRDN-06,BAFO-BID-AIRDN-C-LOT-AIRDN-06-R1,EVAL-LOT-AIRDN-06
CONT-AIRDN-0646,VEND-AIRDN-323,Synthetic Supplier 323,SOW,Digital Customer and Loyalty AMS,Operations Control,procurement operations,transition assistance required,unit-rate,indexed,standard commercial review,SRC-AIRDN-CONT-071,2021-07-01,2026-10-28,2025-01-15,cause plus SLA-credit trigger,unit-rate catalog,withheld exact value,RATE-AIRDN-0214,SLA pool capped at monthly charges,labor index pass-through,catalog rate if in-scope,prior approval required,US/EU split with controls,knowledge transfer and runbook escrow,SLAHIST-LOT-AIRDN-07,INV-AIRDN-0106,CO-AIRDN-0070,LOT-AIRDN-07,BID-AIRDN-A-LOT-AIRDN-07,BAFO-BID-AIRDN-A-LOT-AIRDN-07-R2,EVAL-LOT-AIRDN-07
CONT-AIRDN-0647,VEND-AIRDN-330,Synthetic Supplier 330,rate card,Data Analytics and Integration,Crew Operations,customer-contact support,exit rights need review,consumption,withheld,standard commercial review,SRC-AIRDN-CONT-072,2022-08-01,2027-11-28,2026-02-15,transition-only termination after cure period,committed capacity plus consumption overage,tiered annual minimum,RATE-AIRDN-0215,tower-level credit and root-cause obligation,fixed annual escalator,joint estimate required,restricted for regulated data,global support with masked data,shadow-run required,SLAHIST-LOT-AIRDN-08,INV-AIRDN-0107,CO-AIRDN-0071,LOT-AIRDN-08,BID-AIRDN-B-LOT-AIRDN-08,BAFO-BID-AIRDN-B-LOT-AIRDN-08-R1,EVAL-LOT-AIRDN-08
CONT-AIRDN-0648,VEND-AIRDN-337,Synthetic Supplier 337,software subscription,Cloud Infrastructure and Mainframe,Technical Operations,application run/enhancement,active,hybrid fixed + variable,exact,high exit-term sensitivity,SRC-AIRDN-CONT-073,2023-09-01,2028-12-28,2027-03-15,lot-level termination on chronic breach,outcome-weighted service credits,not applicable for variable lot,RATE-AIRDN-0216,service credit terms missing from visible evidence,to be negotiated,executive approval for material changes,standard flow-down obligations,data residency not yet evidenced,transition assistance gap,SLAHIST-LOT-AIRDN-09,INV-AIRDN-0108,CO-AIRDN-0072,LOT-AIRDN-09,BID-AIRDN-C-LOT-AIRDN-09,BAFO-BID-AIRDN-C-LOT-AIRDN-09-R2,EVAL-LOT-AIRDN-09
CONT-AIRDN-0649,VEND-AIRDN-344,Synthetic Supplier 344,managed service agreement,Workplace Service Desk and Field Support,Airport Operations,SAP AMS,renewal within 12 months,committed spend,range,standard commercial review,SRC-AIRDN-CONT-074,2020-01-01,2026-01-28,2025-04-15,90-day convenience for tower carve-out,fixed base plus volume bands,indexed range,RATE-AIRDN-0001,critical incident credits with earn-back,CPI capped,CAB approval and priced change order,named subcontractors only,US-only regulated data,six-month transition assistance,SLAHIST-LOT-AIRDN-01,INV-AIRDN-0109,CO-AIRDN-0073,LOT-AIRDN-01,BID-AIRDN-A-LOT-AIRDN-01,BAFO-BID-AIRDN-A-LOT-AIRDN-01-R1,EVAL-LOT-AIRDN-01
CONT-AIRDN-0650,VEND-AIRDN-351,Synthetic Supplier 351,cloud commit,SIAM Observability and Service Governance,Passenger Service,mainframe AMS,renewal within 24 months,outcome-linked,indexed,supplier concentration,SRC-AIRDN-CONT-075,2021-02-01,2027-02-28,2026-05-15,cause plus SLA-credit trigger,unit-rate catalog,withheld exact value,RATE-AIRDN-0002,SLA pool capped at monthly charges,labor index pass-through,catalog rate if in-scope,prior approval required,US/EU split with controls,knowledge transfer and runbook escrow,SLAHIST-LOT-AIRDN-02,INV-AIRDN-0110,CO-AIRDN-0074,LOT-AIRDN-02,BID-AIRDN-B-LOT-AIRDN-02,BAFO-BID-AIRDN-B-LOT-AIRDN-02-R2,EVAL-LOT-AIRDN-02
CONT-AIRDN-0651,VEND-AIRDN-358,Synthetic Supplier 358,maintenance agreement,Airline Operations AMS,Commercial,airline operations AMS,extension option,fixed fee,withheld,standard commercial review,SRC-AIRDN-CONT-076,2022-03-01,2028-03-28,2027-06-15,transition-only termination after cure period,committed capacity plus consumption overage,tiered annual minimum,RATE-AIRDN-0003,tower-level credit and root-cause obligation,fixed annual escalator,joint estimate required,restricted for regulated data,global support with masked data,shadow-run required,SLAHIST-LOT-AIRDN-03,INV-AIRDN-0111,CO-AIRDN-0075,LOT-AIRDN-03,BID-AIRDN-C-LOT-AIRDN-03,BAFO-BID-AIRDN-C-LOT-AIRDN-03-R1,EVAL-LOT-AIRDN-03
CONT-AIRDN-0652,VEND-AIRDN-365,Synthetic Supplier 365,professional services SOW,Corporate and SAP AMS,Cargo,digital support,transition assistance required,T&M,exact,standard commercial review,SRC-AIRDN-CONT-077,2023-04-01,2026-04-28,2025-07-15,lot-level termination on chronic breach,outcome-weighted service credits,not applicable for variable lot,RATE-AIRDN-0004,service credit terms missing from visible evidence,to be negotiated,executive approval for material changes,standard flow-down obligations,data residency not yet evidenced,transition assistance gap,SLAHIST-LOT-AIRDN-04,INV-AIRDN-0112,CO-AIRDN-0076,LOT-AIRDN-04,BID-AIRDN-A-LOT-AIRDN-04,BAFO-BID-AIRDN-A-LOT-AIRDN-04-R2,EVAL-LOT-AIRDN-04
CONT-AIRDN-0653,VEND-AIRDN-372,Synthetic Supplier 372,data platform agreement,Digital Customer and Loyalty AMS,Corporate Finance,data platform ops,exit rights need review,unit-rate,range,standard commercial review,SRC-AIRDN-CONT-078,2020-05-01,2027-05-28,2026-08-15,90-day convenience for tower carve-out,fixed base plus volume bands,indexed range,RATE-AIRDN-0005,critical incident credits with earn-back,CPI capped,CAB approval and priced change order,named subcontractors only,US-only regulated data,six-month transition assistance,SLAHIST-LOT-AIRDN-05,INV-AIRDN-0113,CO-AIRDN-0077,LOT-AIRDN-05,BID-AIRDN-B-LOT-AIRDN-05,BAFO-BID-AIRDN-B-LOT-AIRDN-05-R1,EVAL-LOT-AIRDN-05
