control_id,control_name,business_function,control_status,source_id
CTRL-AIRDN-0908,financial approval,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-069
CTRL-AIRDN-0909,privacy review,Procurement,candidate,SRC-AIRDN-CTRL-070
CTRL-AIRDN-0910,access review,Technology,designed,SRC-AIRDN-CTRL-071
CTRL-AIRDN-0911,change control,Data and AI,operating,SRC-AIRDN-CTRL-072
CTRL-AIRDN-0912,SLA evidence,Cybersecurity,gap,SRC-AIRDN-CTRL-073
CTRL-AIRDN-0913,transition signoff,Workplace,needs evidence,SRC-AIRDN-CTRL-074
CTRL-AIRDN-0914,data lineage certification,Service Management,candidate,SRC-AIRDN-CTRL-075
CTRL-AIRDN-0915,supplier attestation,Flight Operations,designed,SRC-AIRDN-CTRL-076
CTRL-AIRDN-0916,resilience test,Operations Control,operating,SRC-AIRDN-CTRL-077
CTRL-AIRDN-0917,incident review,Crew Operations,gap,SRC-AIRDN-CTRL-078
CTRL-AIRDN-0918,financial approval,Technical Operations,needs evidence,SRC-AIRDN-CTRL-079
CTRL-AIRDN-0919,privacy review,Airport Operations,candidate,SRC-AIRDN-CTRL-080
CTRL-AIRDN-0920,access review,Passenger Service,designed,SRC-AIRDN-CTRL-081
CTRL-AIRDN-0921,change control,Commercial,operating,SRC-AIRDN-CTRL-082
CTRL-AIRDN-0922,SLA evidence,Cargo,gap,SRC-AIRDN-CTRL-083
CTRL-AIRDN-0923,transition signoff,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-084
CTRL-AIRDN-0924,data lineage certification,Procurement,candidate,SRC-AIRDN-CTRL-085
CTRL-AIRDN-0925,supplier attestation,Technology,designed,SRC-AIRDN-CTRL-086
CTRL-AIRDN-0926,resilience test,Data and AI,operating,SRC-AIRDN-CTRL-087
CTRL-AIRDN-0927,incident review,Cybersecurity,gap,SRC-AIRDN-CTRL-088
CTRL-AIRDN-0928,financial approval,Workplace,needs evidence,SRC-AIRDN-CTRL-089
CTRL-AIRDN-0929,privacy review,Service Management,candidate,SRC-AIRDN-CTRL-090
CTRL-AIRDN-0930,access review,Flight Operations,designed,SRC-AIRDN-CTRL-091
CTRL-AIRDN-0931,change control,Operations Control,operating,SRC-AIRDN-CTRL-092
CTRL-AIRDN-0932,SLA evidence,Crew Operations,gap,SRC-AIRDN-CTRL-093
CTRL-AIRDN-0933,transition signoff,Technical Operations,needs evidence,SRC-AIRDN-CTRL-094
CTRL-AIRDN-0934,data lineage certification,Airport Operations,candidate,SRC-AIRDN-CTRL-095
CTRL-AIRDN-0935,supplier attestation,Passenger Service,designed,SRC-AIRDN-CTRL-096
CTRL-AIRDN-0936,resilience test,Commercial,operating,SRC-AIRDN-CTRL-097
CTRL-AIRDN-0937,incident review,Cargo,gap,SRC-AIRDN-CTRL-098
CTRL-AIRDN-0938,financial approval,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-099
CTRL-AIRDN-0939,privacy review,Procurement,candidate,SRC-AIRDN-CTRL-100
CTRL-AIRDN-0940,access review,Technology,designed,SRC-AIRDN-CTRL-101
CTRL-AIRDN-0941,change control,Data and AI,operating,SRC-AIRDN-CTRL-102
CTRL-AIRDN-0942,SLA evidence,Cybersecurity,gap,SRC-AIRDN-CTRL-103
CTRL-AIRDN-0943,transition signoff,Workplace,needs evidence,SRC-AIRDN-CTRL-104
CTRL-AIRDN-0944,data lineage certification,Service Management,candidate,SRC-AIRDN-CTRL-105
CTRL-AIRDN-0945,supplier attestation,Flight Operations,designed,SRC-AIRDN-CTRL-106
CTRL-AIRDN-0946,resilience test,Operations Control,operating,SRC-AIRDN-CTRL-107
CTRL-AIRDN-0947,incident review,Crew Operations,gap,SRC-AIRDN-CTRL-108
CTRL-AIRDN-0948,financial approval,Technical Operations,needs evidence,SRC-AIRDN-CTRL-109
CTRL-AIRDN-0949,privacy review,Airport Operations,candidate,SRC-AIRDN-CTRL-110
CTRL-AIRDN-0950,access review,Passenger Service,designed,SRC-AIRDN-CTRL-111
CTRL-AIRDN-0951,change control,Commercial,operating,SRC-AIRDN-CTRL-112
CTRL-AIRDN-0952,SLA evidence,Cargo,gap,SRC-AIRDN-CTRL-113
CTRL-AIRDN-0953,transition signoff,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-114
CTRL-AIRDN-0954,data lineage certification,Procurement,candidate,SRC-AIRDN-CTRL-115
CTRL-AIRDN-0955,supplier attestation,Technology,designed,SRC-AIRDN-CTRL-116
CTRL-AIRDN-0956,resilience test,Data and AI,operating,SRC-AIRDN-CTRL-117
CTRL-AIRDN-0957,incident review,Cybersecurity,gap,SRC-AIRDN-CTRL-118
CTRL-AIRDN-0958,financial approval,Workplace,needs evidence,SRC-AIRDN-CTRL-119
CTRL-AIRDN-0959,privacy review,Service Management,candidate,SRC-AIRDN-CTRL-120
CTRL-AIRDN-0960,access review,Flight Operations,designed,SRC-AIRDN-CTRL-001
CTRL-AIRDN-0961,change control,Operations Control,operating,SRC-AIRDN-CTRL-002
CTRL-AIRDN-0962,SLA evidence,Crew Operations,gap,SRC-AIRDN-CTRL-003
CTRL-AIRDN-0963,transition signoff,Technical Operations,needs evidence,SRC-AIRDN-CTRL-004
CTRL-AIRDN-0964,data lineage certification,Airport Operations,candidate,SRC-AIRDN-CTRL-005
CTRL-AIRDN-0965,supplier attestation,Passenger Service,designed,SRC-AIRDN-CTRL-006
CTRL-AIRDN-0966,resilience test,Commercial,operating,SRC-AIRDN-CTRL-007
CTRL-AIRDN-0967,incident review,Cargo,gap,SRC-AIRDN-CTRL-008
CTRL-AIRDN-0968,financial approval,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-009
CTRL-AIRDN-0969,privacy review,Procurement,candidate,SRC-AIRDN-CTRL-010
CTRL-AIRDN-0970,access review,Technology,designed,SRC-AIRDN-CTRL-011
CTRL-AIRDN-0971,change control,Data and AI,operating,SRC-AIRDN-CTRL-012
CTRL-AIRDN-0972,SLA evidence,Cybersecurity,gap,SRC-AIRDN-CTRL-013
CTRL-AIRDN-0973,transition signoff,Workplace,needs evidence,SRC-AIRDN-CTRL-014
CTRL-AIRDN-0974,data lineage certification,Service Management,candidate,SRC-AIRDN-CTRL-015
CTRL-AIRDN-0975,supplier attestation,Flight Operations,designed,SRC-AIRDN-CTRL-016
CTRL-AIRDN-0976,resilience test,Operations Control,operating,SRC-AIRDN-CTRL-017
CTRL-AIRDN-0977,incident review,Crew Operations,gap,SRC-AIRDN-CTRL-018
CTRL-AIRDN-0978,financial approval,Technical Operations,needs evidence,SRC-AIRDN-CTRL-019
CTRL-AIRDN-0979,privacy review,Airport Operations,candidate,SRC-AIRDN-CTRL-020
CTRL-AIRDN-0980,access review,Passenger Service,designed,SRC-AIRDN-CTRL-021
CTRL-AIRDN-0981,change control,Commercial,operating,SRC-AIRDN-CTRL-022
CTRL-AIRDN-0982,SLA evidence,Cargo,gap,SRC-AIRDN-CTRL-023
CTRL-AIRDN-0983,transition signoff,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-024
CTRL-AIRDN-0984,data lineage certification,Procurement,candidate,SRC-AIRDN-CTRL-025
CTRL-AIRDN-0985,supplier attestation,Technology,designed,SRC-AIRDN-CTRL-026
CTRL-AIRDN-0986,resilience test,Data and AI,operating,SRC-AIRDN-CTRL-027
CTRL-AIRDN-0987,incident review,Cybersecurity,gap,SRC-AIRDN-CTRL-028
CTRL-AIRDN-0988,financial approval,Workplace,needs evidence,SRC-AIRDN-CTRL-029
CTRL-AIRDN-0989,privacy review,Service Management,candidate,SRC-AIRDN-CTRL-030
CTRL-AIRDN-0990,access review,Flight Operations,designed,SRC-AIRDN-CTRL-031
CTRL-AIRDN-0991,change control,Operations Control,operating,SRC-AIRDN-CTRL-032
CTRL-AIRDN-0992,SLA evidence,Crew Operations,gap,SRC-AIRDN-CTRL-033
CTRL-AIRDN-0993,transition signoff,Technical Operations,needs evidence,SRC-AIRDN-CTRL-034
CTRL-AIRDN-0994,data lineage certification,Airport Operations,candidate,SRC-AIRDN-CTRL-035
CTRL-AIRDN-0995,supplier attestation,Passenger Service,designed,SRC-AIRDN-CTRL-036
CTRL-AIRDN-0996,resilience test,Commercial,operating,SRC-AIRDN-CTRL-037
CTRL-AIRDN-0997,incident review,Cargo,gap,SRC-AIRDN-CTRL-038
CTRL-AIRDN-0998,financial approval,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-039
CTRL-AIRDN-0999,privacy review,Procurement,candidate,SRC-AIRDN-CTRL-040
CTRL-AIRDN-1000,access review,Technology,designed,SRC-AIRDN-CTRL-041
CTRL-AIRDN-1001,change control,Data and AI,operating,SRC-AIRDN-CTRL-042
CTRL-AIRDN-1002,SLA evidence,Cybersecurity,gap,SRC-AIRDN-CTRL-043
CTRL-AIRDN-1003,transition signoff,Workplace,needs evidence,SRC-AIRDN-CTRL-044
CTRL-AIRDN-1004,data lineage certification,Service Management,candidate,SRC-AIRDN-CTRL-045
CTRL-AIRDN-1005,supplier attestation,Flight Operations,designed,SRC-AIRDN-CTRL-046
CTRL-AIRDN-1006,resilience test,Operations Control,operating,SRC-AIRDN-CTRL-047
CTRL-AIRDN-1007,incident review,Crew Operations,gap,SRC-AIRDN-CTRL-048
CTRL-AIRDN-1008,financial approval,Technical Operations,needs evidence,SRC-AIRDN-CTRL-049
CTRL-AIRDN-1009,privacy review,Airport Operations,candidate,SRC-AIRDN-CTRL-050
CTRL-AIRDN-1010,access review,Passenger Service,designed,SRC-AIRDN-CTRL-051
CTRL-AIRDN-1011,change control,Commercial,operating,SRC-AIRDN-CTRL-052
CTRL-AIRDN-1012,SLA evidence,Cargo,gap,SRC-AIRDN-CTRL-053
CTRL-AIRDN-1013,transition signoff,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-054
CTRL-AIRDN-1014,data lineage certification,Procurement,candidate,SRC-AIRDN-CTRL-055
CTRL-AIRDN-1015,supplier attestation,Technology,designed,SRC-AIRDN-CTRL-056
CTRL-AIRDN-1016,resilience test,Data and AI,operating,SRC-AIRDN-CTRL-057
CTRL-AIRDN-1017,incident review,Cybersecurity,gap,SRC-AIRDN-CTRL-058
CTRL-AIRDN-1018,financial approval,Workplace,needs evidence,SRC-AIRDN-CTRL-059
CTRL-AIRDN-1019,privacy review,Service Management,candidate,SRC-AIRDN-CTRL-060
CTRL-AIRDN-1020,access review,Flight Operations,designed,SRC-AIRDN-CTRL-061
CTRL-AIRDN-1021,change control,Operations Control,operating,SRC-AIRDN-CTRL-062
CTRL-AIRDN-1022,SLA evidence,Crew Operations,gap,SRC-AIRDN-CTRL-063
CTRL-AIRDN-1023,transition signoff,Technical Operations,needs evidence,SRC-AIRDN-CTRL-064
CTRL-AIRDN-1024,data lineage certification,Airport Operations,candidate,SRC-AIRDN-CTRL-065
CTRL-AIRDN-1025,supplier attestation,Passenger Service,designed,SRC-AIRDN-CTRL-066
CTRL-AIRDN-1026,resilience test,Commercial,operating,SRC-AIRDN-CTRL-067
CTRL-AIRDN-1027,incident review,Cargo,gap,SRC-AIRDN-CTRL-068
CTRL-AIRDN-1028,financial approval,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-069
CTRL-AIRDN-1029,privacy review,Procurement,candidate,SRC-AIRDN-CTRL-070
CTRL-AIRDN-1030,access review,Technology,designed,SRC-AIRDN-CTRL-071
CTRL-AIRDN-1031,change control,Data and AI,operating,SRC-AIRDN-CTRL-072
CTRL-AIRDN-1032,SLA evidence,Cybersecurity,gap,SRC-AIRDN-CTRL-073
CTRL-AIRDN-1033,transition signoff,Workplace,needs evidence,SRC-AIRDN-CTRL-074
CTRL-AIRDN-1034,data lineage certification,Service Management,candidate,SRC-AIRDN-CTRL-075
CTRL-AIRDN-1035,supplier attestation,Flight Operations,designed,SRC-AIRDN-CTRL-076
CTRL-AIRDN-1036,resilience test,Operations Control,operating,SRC-AIRDN-CTRL-077
CTRL-AIRDN-1037,incident review,Crew Operations,gap,SRC-AIRDN-CTRL-078
CTRL-AIRDN-1038,financial approval,Technical Operations,needs evidence,SRC-AIRDN-CTRL-079
CTRL-AIRDN-1039,privacy review,Airport Operations,candidate,SRC-AIRDN-CTRL-080
CTRL-AIRDN-1040,access review,Passenger Service,designed,SRC-AIRDN-CTRL-081
CTRL-AIRDN-1041,change control,Commercial,operating,SRC-AIRDN-CTRL-082
CTRL-AIRDN-1042,SLA evidence,Cargo,gap,SRC-AIRDN-CTRL-083
CTRL-AIRDN-1043,transition signoff,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-084
CTRL-AIRDN-1044,data lineage certification,Procurement,candidate,SRC-AIRDN-CTRL-085
CTRL-AIRDN-1045,supplier attestation,Technology,designed,SRC-AIRDN-CTRL-086
CTRL-AIRDN-1046,resilience test,Data and AI,operating,SRC-AIRDN-CTRL-087
CTRL-AIRDN-1047,incident review,Cybersecurity,gap,SRC-AIRDN-CTRL-088
CTRL-AIRDN-1048,financial approval,Workplace,needs evidence,SRC-AIRDN-CTRL-089
CTRL-AIRDN-1049,privacy review,Service Management,candidate,SRC-AIRDN-CTRL-090
CTRL-AIRDN-1050,access review,Flight Operations,designed,SRC-AIRDN-CTRL-091
CTRL-AIRDN-1051,change control,Operations Control,operating,SRC-AIRDN-CTRL-092
CTRL-AIRDN-1052,SLA evidence,Crew Operations,gap,SRC-AIRDN-CTRL-093
CTRL-AIRDN-1053,transition signoff,Technical Operations,needs evidence,SRC-AIRDN-CTRL-094
CTRL-AIRDN-1054,data lineage certification,Airport Operations,candidate,SRC-AIRDN-CTRL-095
CTRL-AIRDN-1055,supplier attestation,Passenger Service,designed,SRC-AIRDN-CTRL-096
CTRL-AIRDN-1056,resilience test,Commercial,operating,SRC-AIRDN-CTRL-097
CTRL-AIRDN-1057,incident review,Cargo,gap,SRC-AIRDN-CTRL-098
CTRL-AIRDN-1058,financial approval,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-099
CTRL-AIRDN-1059,privacy review,Procurement,candidate,SRC-AIRDN-CTRL-100
CTRL-AIRDN-1060,access review,Technology,designed,SRC-AIRDN-CTRL-101
CTRL-AIRDN-1061,change control,Data and AI,operating,SRC-AIRDN-CTRL-102
CTRL-AIRDN-1062,SLA evidence,Cybersecurity,gap,SRC-AIRDN-CTRL-103
CTRL-AIRDN-1063,transition signoff,Workplace,needs evidence,SRC-AIRDN-CTRL-104
CTRL-AIRDN-1064,data lineage certification,Service Management,candidate,SRC-AIRDN-CTRL-105
CTRL-AIRDN-1065,supplier attestation,Flight Operations,designed,SRC-AIRDN-CTRL-106
CTRL-AIRDN-1066,resilience test,Operations Control,operating,SRC-AIRDN-CTRL-107
CTRL-AIRDN-1067,incident review,Crew Operations,gap,SRC-AIRDN-CTRL-108
CTRL-AIRDN-1068,financial approval,Technical Operations,needs evidence,SRC-AIRDN-CTRL-109
CTRL-AIRDN-1069,privacy review,Airport Operations,candidate,SRC-AIRDN-CTRL-110
CTRL-AIRDN-1070,access review,Passenger Service,designed,SRC-AIRDN-CTRL-111
CTRL-AIRDN-1071,change control,Commercial,operating,SRC-AIRDN-CTRL-112
CTRL-AIRDN-1072,SLA evidence,Cargo,gap,SRC-AIRDN-CTRL-113
CTRL-AIRDN-1073,transition signoff,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-114
CTRL-AIRDN-1074,data lineage certification,Procurement,candidate,SRC-AIRDN-CTRL-115
CTRL-AIRDN-1075,supplier attestation,Technology,designed,SRC-AIRDN-CTRL-116
CTRL-AIRDN-1076,resilience test,Data and AI,operating,SRC-AIRDN-CTRL-117
CTRL-AIRDN-1077,incident review,Cybersecurity,gap,SRC-AIRDN-CTRL-118
CTRL-AIRDN-1078,financial approval,Workplace,needs evidence,SRC-AIRDN-CTRL-119
CTRL-AIRDN-1079,privacy review,Service Management,candidate,SRC-AIRDN-CTRL-120
CTRL-AIRDN-1080,access review,Flight Operations,designed,SRC-AIRDN-CTRL-001
CTRL-AIRDN-1081,change control,Operations Control,operating,SRC-AIRDN-CTRL-002
CTRL-AIRDN-1082,SLA evidence,Crew Operations,gap,SRC-AIRDN-CTRL-003
CTRL-AIRDN-1083,transition signoff,Technical Operations,needs evidence,SRC-AIRDN-CTRL-004
CTRL-AIRDN-1084,data lineage certification,Airport Operations,candidate,SRC-AIRDN-CTRL-005
CTRL-AIRDN-1085,supplier attestation,Passenger Service,designed,SRC-AIRDN-CTRL-006
CTRL-AIRDN-1086,resilience test,Commercial,operating,SRC-AIRDN-CTRL-007
CTRL-AIRDN-1087,incident review,Cargo,gap,SRC-AIRDN-CTRL-008
CTRL-AIRDN-1088,financial approval,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-009
CTRL-AIRDN-1089,privacy review,Procurement,candidate,SRC-AIRDN-CTRL-010
CTRL-AIRDN-1090,access review,Technology,designed,SRC-AIRDN-CTRL-011
CTRL-AIRDN-1091,change control,Data and AI,operating,SRC-AIRDN-CTRL-012
CTRL-AIRDN-1092,SLA evidence,Cybersecurity,gap,SRC-AIRDN-CTRL-013
CTRL-AIRDN-1093,transition signoff,Workplace,needs evidence,SRC-AIRDN-CTRL-014
CTRL-AIRDN-1094,data lineage certification,Service Management,candidate,SRC-AIRDN-CTRL-015
CTRL-AIRDN-1095,supplier attestation,Flight Operations,designed,SRC-AIRDN-CTRL-016
CTRL-AIRDN-1096,resilience test,Operations Control,operating,SRC-AIRDN-CTRL-017
CTRL-AIRDN-1097,incident review,Crew Operations,gap,SRC-AIRDN-CTRL-018
CTRL-AIRDN-1098,financial approval,Technical Operations,needs evidence,SRC-AIRDN-CTRL-019
CTRL-AIRDN-1099,privacy review,Airport Operations,candidate,SRC-AIRDN-CTRL-020
CTRL-AIRDN-1100,access review,Passenger Service,designed,SRC-AIRDN-CTRL-021
CTRL-AIRDN-1101,change control,Commercial,operating,SRC-AIRDN-CTRL-022
CTRL-AIRDN-1102,SLA evidence,Cargo,gap,SRC-AIRDN-CTRL-023
CTRL-AIRDN-1103,transition signoff,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-024
CTRL-AIRDN-1104,data lineage certification,Procurement,candidate,SRC-AIRDN-CTRL-025
CTRL-AIRDN-1105,supplier attestation,Technology,designed,SRC-AIRDN-CTRL-026
CTRL-AIRDN-1106,resilience test,Data and AI,operating,SRC-AIRDN-CTRL-027
CTRL-AIRDN-1107,incident review,Cybersecurity,gap,SRC-AIRDN-CTRL-028
CTRL-AIRDN-1108,financial approval,Workplace,needs evidence,SRC-AIRDN-CTRL-029
CTRL-AIRDN-1109,privacy review,Service Management,candidate,SRC-AIRDN-CTRL-030
CTRL-AIRDN-1110,access review,Flight Operations,designed,SRC-AIRDN-CTRL-031
CTRL-AIRDN-1111,change control,Operations Control,operating,SRC-AIRDN-CTRL-032
CTRL-AIRDN-1112,SLA evidence,Crew Operations,gap,SRC-AIRDN-CTRL-033
CTRL-AIRDN-1113,transition signoff,Technical Operations,needs evidence,SRC-AIRDN-CTRL-034
CTRL-AIRDN-1114,data lineage certification,Airport Operations,candidate,SRC-AIRDN-CTRL-035
CTRL-AIRDN-1115,supplier attestation,Passenger Service,designed,SRC-AIRDN-CTRL-036
CTRL-AIRDN-1116,resilience test,Commercial,operating,SRC-AIRDN-CTRL-037
CTRL-AIRDN-1117,incident review,Cargo,gap,SRC-AIRDN-CTRL-038
CTRL-AIRDN-1118,financial approval,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-039
CTRL-AIRDN-1119,privacy review,Procurement,candidate,SRC-AIRDN-CTRL-040
CTRL-AIRDN-1120,access review,Technology,designed,SRC-AIRDN-CTRL-041
CTRL-AIRDN-1121,change control,Data and AI,operating,SRC-AIRDN-CTRL-042
CTRL-AIRDN-1122,SLA evidence,Cybersecurity,gap,SRC-AIRDN-CTRL-043
CTRL-AIRDN-1123,transition signoff,Workplace,needs evidence,SRC-AIRDN-CTRL-044
CTRL-AIRDN-1124,data lineage certification,Service Management,candidate,SRC-AIRDN-CTRL-045
CTRL-AIRDN-1125,supplier attestation,Flight Operations,designed,SRC-AIRDN-CTRL-046
CTRL-AIRDN-1126,resilience test,Operations Control,operating,SRC-AIRDN-CTRL-047
CTRL-AIRDN-1127,incident review,Crew Operations,gap,SRC-AIRDN-CTRL-048
CTRL-AIRDN-1128,financial approval,Technical Operations,needs evidence,SRC-AIRDN-CTRL-049
CTRL-AIRDN-1129,privacy review,Airport Operations,candidate,SRC-AIRDN-CTRL-050
CTRL-AIRDN-1130,access review,Passenger Service,designed,SRC-AIRDN-CTRL-051
CTRL-AIRDN-1131,change control,Commercial,operating,SRC-AIRDN-CTRL-052
CTRL-AIRDN-1132,SLA evidence,Cargo,gap,SRC-AIRDN-CTRL-053
CTRL-AIRDN-1133,transition signoff,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-054
CTRL-AIRDN-1134,data lineage certification,Procurement,candidate,SRC-AIRDN-CTRL-055
CTRL-AIRDN-1135,supplier attestation,Technology,designed,SRC-AIRDN-CTRL-056
CTRL-AIRDN-1136,resilience test,Data and AI,operating,SRC-AIRDN-CTRL-057
CTRL-AIRDN-1137,incident review,Cybersecurity,gap,SRC-AIRDN-CTRL-058
CTRL-AIRDN-1138,financial approval,Workplace,needs evidence,SRC-AIRDN-CTRL-059
CTRL-AIRDN-1139,privacy review,Service Management,candidate,SRC-AIRDN-CTRL-060
CTRL-AIRDN-1140,access review,Flight Operations,designed,SRC-AIRDN-CTRL-061
CTRL-AIRDN-1141,change control,Operations Control,operating,SRC-AIRDN-CTRL-062
CTRL-AIRDN-1142,SLA evidence,Crew Operations,gap,SRC-AIRDN-CTRL-063
CTRL-AIRDN-1143,transition signoff,Technical Operations,needs evidence,SRC-AIRDN-CTRL-064
CTRL-AIRDN-1144,data lineage certification,Airport Operations,candidate,SRC-AIRDN-CTRL-065
CTRL-AIRDN-1145,supplier attestation,Passenger Service,designed,SRC-AIRDN-CTRL-066
CTRL-AIRDN-1146,resilience test,Commercial,operating,SRC-AIRDN-CTRL-067
CTRL-AIRDN-1147,incident review,Cargo,gap,SRC-AIRDN-CTRL-068
CTRL-AIRDN-1148,financial approval,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-069
CTRL-AIRDN-1149,privacy review,Procurement,candidate,SRC-AIRDN-CTRL-070
CTRL-AIRDN-1150,access review,Technology,designed,SRC-AIRDN-CTRL-071
CTRL-AIRDN-1151,change control,Data and AI,operating,SRC-AIRDN-CTRL-072
CTRL-AIRDN-1152,SLA evidence,Cybersecurity,gap,SRC-AIRDN-CTRL-073
CTRL-AIRDN-1153,transition signoff,Workplace,needs evidence,SRC-AIRDN-CTRL-074
CTRL-AIRDN-1154,data lineage certification,Service Management,candidate,SRC-AIRDN-CTRL-075
CTRL-AIRDN-1155,supplier attestation,Flight Operations,designed,SRC-AIRDN-CTRL-076
CTRL-AIRDN-1156,resilience test,Operations Control,operating,SRC-AIRDN-CTRL-077
CTRL-AIRDN-1157,incident review,Crew Operations,gap,SRC-AIRDN-CTRL-078
CTRL-AIRDN-1158,financial approval,Technical Operations,needs evidence,SRC-AIRDN-CTRL-079
CTRL-AIRDN-1159,privacy review,Airport Operations,candidate,SRC-AIRDN-CTRL-080
CTRL-AIRDN-1160,access review,Passenger Service,designed,SRC-AIRDN-CTRL-081
CTRL-AIRDN-1161,change control,Commercial,operating,SRC-AIRDN-CTRL-082
CTRL-AIRDN-1162,SLA evidence,Cargo,gap,SRC-AIRDN-CTRL-083
CTRL-AIRDN-1163,transition signoff,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-084
CTRL-AIRDN-1164,data lineage certification,Procurement,candidate,SRC-AIRDN-CTRL-085
CTRL-AIRDN-1165,supplier attestation,Technology,designed,SRC-AIRDN-CTRL-086
CTRL-AIRDN-1166,resilience test,Data and AI,operating,SRC-AIRDN-CTRL-087
CTRL-AIRDN-1167,incident review,Cybersecurity,gap,SRC-AIRDN-CTRL-088
CTRL-AIRDN-1168,financial approval,Workplace,needs evidence,SRC-AIRDN-CTRL-089
CTRL-AIRDN-1169,privacy review,Service Management,candidate,SRC-AIRDN-CTRL-090
CTRL-AIRDN-1170,access review,Flight Operations,designed,SRC-AIRDN-CTRL-091
CTRL-AIRDN-1171,change control,Operations Control,operating,SRC-AIRDN-CTRL-092
CTRL-AIRDN-1172,SLA evidence,Crew Operations,gap,SRC-AIRDN-CTRL-093
CTRL-AIRDN-1173,transition signoff,Technical Operations,needs evidence,SRC-AIRDN-CTRL-094
CTRL-AIRDN-1174,data lineage certification,Airport Operations,candidate,SRC-AIRDN-CTRL-095
CTRL-AIRDN-1175,supplier attestation,Passenger Service,designed,SRC-AIRDN-CTRL-096
CTRL-AIRDN-1176,resilience test,Commercial,operating,SRC-AIRDN-CTRL-097
CTRL-AIRDN-1177,incident review,Cargo,gap,SRC-AIRDN-CTRL-098
CTRL-AIRDN-1178,financial approval,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-099
CTRL-AIRDN-1179,privacy review,Procurement,candidate,SRC-AIRDN-CTRL-100
CTRL-AIRDN-1180,access review,Technology,designed,SRC-AIRDN-CTRL-101
CTRL-AIRDN-1181,change control,Data and AI,operating,SRC-AIRDN-CTRL-102
CTRL-AIRDN-1182,SLA evidence,Cybersecurity,gap,SRC-AIRDN-CTRL-103
CTRL-AIRDN-1183,transition signoff,Workplace,needs evidence,SRC-AIRDN-CTRL-104
CTRL-AIRDN-1184,data lineage certification,Service Management,candidate,SRC-AIRDN-CTRL-105
CTRL-AIRDN-1185,supplier attestation,Flight Operations,designed,SRC-AIRDN-CTRL-106
CTRL-AIRDN-1186,resilience test,Operations Control,operating,SRC-AIRDN-CTRL-107
CTRL-AIRDN-1187,incident review,Crew Operations,gap,SRC-AIRDN-CTRL-108
CTRL-AIRDN-1188,financial approval,Technical Operations,needs evidence,SRC-AIRDN-CTRL-109
CTRL-AIRDN-1189,privacy review,Airport Operations,candidate,SRC-AIRDN-CTRL-110
CTRL-AIRDN-1190,access review,Passenger Service,designed,SRC-AIRDN-CTRL-111
CTRL-AIRDN-1191,change control,Commercial,operating,SRC-AIRDN-CTRL-112
CTRL-AIRDN-1192,SLA evidence,Cargo,gap,SRC-AIRDN-CTRL-113
CTRL-AIRDN-1193,transition signoff,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-114
CTRL-AIRDN-1194,data lineage certification,Procurement,candidate,SRC-AIRDN-CTRL-115
CTRL-AIRDN-1195,supplier attestation,Technology,designed,SRC-AIRDN-CTRL-116
CTRL-AIRDN-1196,resilience test,Data and AI,operating,SRC-AIRDN-CTRL-117
CTRL-AIRDN-1197,incident review,Cybersecurity,gap,SRC-AIRDN-CTRL-118
CTRL-AIRDN-1198,financial approval,Workplace,needs evidence,SRC-AIRDN-CTRL-119
CTRL-AIRDN-1199,privacy review,Service Management,candidate,SRC-AIRDN-CTRL-120
CTRL-AIRDN-1200,access review,Flight Operations,designed,SRC-AIRDN-CTRL-001
CTRL-AIRDN-1201,change control,Operations Control,operating,SRC-AIRDN-CTRL-002
CTRL-AIRDN-1202,SLA evidence,Crew Operations,gap,SRC-AIRDN-CTRL-003
CTRL-AIRDN-1203,transition signoff,Technical Operations,needs evidence,SRC-AIRDN-CTRL-004
CTRL-AIRDN-1204,data lineage certification,Airport Operations,candidate,SRC-AIRDN-CTRL-005
CTRL-AIRDN-1205,supplier attestation,Passenger Service,designed,SRC-AIRDN-CTRL-006
CTRL-AIRDN-1206,resilience test,Commercial,operating,SRC-AIRDN-CTRL-007
CTRL-AIRDN-1207,incident review,Cargo,gap,SRC-AIRDN-CTRL-008
CTRL-AIRDN-1208,financial approval,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-009
CTRL-AIRDN-1209,privacy review,Procurement,candidate,SRC-AIRDN-CTRL-010
CTRL-AIRDN-1210,access review,Technology,designed,SRC-AIRDN-CTRL-011
