tenant_key,system_name,system_type,system_category,business_function,system_scope,deployment_model,hosting_location,lifecycle_state,criticality,business_owner,technology_owner,vendor,data_domains,interfaces_count,current_state_or_target_state,volumetric_narrative,known_challenges_narrative,known_upgrades_plan_narrative,data_quality_notes,maturity_assessment_narrative,source_file,source_date,confidence,known_gaps,annual_cost_usd,user_count,technical_debt_score,cloud_readiness,replacement_candidate,end_of_support_date
meridian-health,Epic Caboodle — Test,COTS,Epic enterprise data warehouse,Clinical Informatics,enterprise,hosted_by_vendor,"Epic hosting — Verona, WI (vendor-hosted) with Lakeview DR failover",current,tier1,CMIO,VP Clinical Informatics,Epic Systems Corporation,Epic's native data warehouse model; evaluated but Clarity/SQL Server/Tableau is the primary reporting path here,73,current_state,"Volume grew 22% YoY (change record #32035) to 7,322 transactions/day during (change record #8086) the HEDIS submission deadline; (log entry #30995) Meridian West Hospital tops (case #16802) the 919-user roster by (change record #69427) 43 points.","Epic Bridges contention runs (change record #40724) data up to 5 (ticket #79232) hours stale during quarter-end (work order #92084) financial close, (change record #67730) a pain point revenue (work order #97878) cycle coders raised at (case #64024) Meridian Regional Medical Center.",VP Clinical Informatics (week (ticket #51813) 2 of this quarter) (log entry #54141) requested budget with the (incident #63723) business to replace point-to-point (audit note #83302) with the engine route.,Stewardship exists but enforcement (work order #85307) is uneven: 10% of (incident #79072) Epic's native data records (log entry #73556) skip the Finance/GL Mart (change record #96289) nightly extract job validation.,"VP Clinical Informatics (this (review item #36412) quarter's readout): debt is (audit note #5407) low (chiefly hard-coded facility (review item #61896) configuration); (incident #80621) utilization review nurses adoption (ticket #7283) sits at 66%, (audit note #5197) governance well-established.",datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,667,3,refactor_required,no,
meridian-health,Epic Caboodle — Training,COTS,Epic enterprise data warehouse,Clinical Informatics,enterprise,hosted_by_vendor,"Epic hosting — Verona, WI (vendor-hosted) with Lakeview DR failover",current,tier1,CMIO,VP Clinical Informatics,Epic Systems Corporation,Epic's native data warehouse model; evaluated but Clarity/SQL Server/Tableau is the primary reporting path here,83,current_state,"It service desk agents (review item #14410) at the Downtown Lakeview (review item #27774) clinics run 801 active (ticket #28750) seats, up 26% YoY, (audit note #50359) with a 9,212-transactions/day peak (work order #60632) during the winter respiratory (work order #19130) surge.",A residual gap from (log entry #24567) Availity gateway means 28% (incident #44428) of Epic's native data (work order #26790) records need review by (change record #57202) claims examiners before the (incident #97989) vendor's next release date.,"VP Clinical Informatics, (audit note #13458) week 2 of this (ticket #88379) quarter, (case #46020) has a funded item (case #28791) to replace point-to-point with (review item #9215) the engine route, (ticket #72465) due the next Epic (log entry #69946) upgrade window; (change record #32375) on track for the (incident #39905) next window.",Stewardship exists but enforcement (log entry #95342) is uneven: 27% of (work order #66603) Epic's native data records (log entry #26851) skip the Rhapsody interface (review item #80573) engine queue validation.,VP Clinical Informatics (the (audit note #81938) last steering committee): adoption (change record #83609) among member services representatives (case #16978) is 23%; developing governance; (change record #61597) moderate debt in hard-coded (change record #10725) facility configuration.,datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,1177,3,refactor_required,no,
meridian-health,Epic Cogito / SlicerDicer — Production,COTS,Epic self-service analytics,Clinical Informatics,enterprise,hosted_by_vendor,"Epic hosting — Verona, WI (vendor-hosted) with Lakeview DR failover",current,tier2,CMIO,VP Clinical Informatics,Epic Systems Corporation,Self-service reporting and ad hoc analytics layer over Caboodle,71,current_state,"Swing analysis: 612 transactions/day (case #96132) normal, (ticket #47850) 2,169 during the HEDIS (review item #46747) submission deadline, (audit note #59345) 16% variance across 200 (review item #68319) data engineers — Meridian (incident #87410) Cancer Institute is largest.","Sunquest LIS trails the (audit note #23060) Lakeview flagship campus volume, (ticket #62712) surfacing intermittent timeout errors, (audit note #78764) worst during the year-end (case #41954) cost-report close. (review item #16016) Quality abstraction staff escalated (audit note #13373) for the next contract (review item #28911) renewal date.","Modernize the reporting layer (log entry #81366) is scoped but unscheduled, (work order #67290) per VP Clinical Informatics (incident #95197) (readout 2 of this (case #57770) quarter).",The open issue is (case #15686) a Waystar clearinghouse legacy (incident #93678) ID scheme on 21% (audit note #86897) of Self-service reporting ad (incident #68543) records; otherwise strong.,VP Clinical Informatics (the (change record #22739) last governance council session): (work order #56888) A documented data steward (work order #20940) assignment would lift the (change record #64302) 34% score most; (work order #60791) data engineers adoption is (change record #1020) uneven across facilities.,datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",942000,235,3,rehost_candidate,no,
meridian-health,Epic Willow Ambulatory — Production,COTS,Epic pharmacy,Clinical Informatics,enterprise,hosted_by_vendor,"Epic hosting — Verona, WI (vendor-hosted) with Lakeview DR failover",legacy_stable,tier1,CMIO,VP Clinical Informatics,Epic Systems Corporation,Ambulatory pharmacy order and dispensing workflow,80,current_state,"St. (log entry #18214) Anselm Community Hospital drives (audit note #5324) most usage among 882 (change record #10072) named risk adjustment coding (ticket #45741) specialists; 3,441 transactions/day/day normally, (incident #89886) 9,839 once the nightly (change record #34765) batch window hits.","Patient access representatives flag (work order #18697) a character-encoding mismatch, (ticket #68918) worst at Meridian Cancer (work order #22031) Institute. (incident #71342) Root cause: Availity gateway. (incident #26544) No fix before Q3 (incident #37110) FY27.",VP Clinical Informatics (week (work order #67937) 5 of this quarter) (change record #66611) targets the vendor's next (audit note #95076) release date to consolidate (audit note #95058) onto a single SQL (log entry #72025) Server mart; (log entry #12572) on track for the (ticket #62118) next window.,"Duplicate-record rate is roughly (audit note #28391) 29% in Ambulatory pharmacy (audit note #44810) order data, (change record #77019) mostly from Cotiviti Quality (ticket #45104) Intelligence not deduplicating on (ticket #68037) load.",VP Clinical Informatics (the (work order #88437) last governance council session) (incident #1167) owns this. (review item #38601) 78% of bedside nurses (log entry #94417) have adopted it; (review item #86842) debt is concentrated but (incident #39743) manageable in hard-coded facility (case #89211) configuration.,datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,1074,6,rehost_candidate,no,
meridian-health,Epic Willow Ambulatory — Test,COTS,Epic pharmacy,Clinical Informatics,enterprise,hosted_by_vendor,"Epic hosting — Verona, WI (vendor-hosted) with Lakeview DR failover",current,tier1,CMIO,VP Clinical Informatics,Epic Systems Corporation,Ambulatory pharmacy order and dispensing workflow,86,current_state,"Baseline shows 2,760 transactions/day/day (incident #66604) typical, (incident #65453) spiking 41% to 11,161 (work order #91376) during the year-end cost-report (ticket #15206) close; (case #9916) Meridian Children's Hospital leads (audit note #82089) the 898 named users.","the Medicare Advantage bid-submission (incident #12503) cycle: utilization review nurses (ticket #92779) at the Fairhaven Corridor (change record #22092) clinics work around stale (case #3994) dashboard cache data. (change record #16250) Traced to Epic Bridges, (log entry #26392) open into the next (incident #60701) Epic upgrade window.",VP Clinical Informatics (week (log entry #5716) 5 of this quarter) (change record #70445) deprioritized expand Community Connect (ticket #83893) to two more practices (log entry #15277) behind a competing priority; (incident #85352) it stays queued.,Stewardship exists but enforcement (review item #96254) is uneven: 7% of (audit note #35148) Ambulatory pharmacy order records (log entry #81731) skip Change Healthcare EDI (ticket #77200) Gateway validation.,VP Clinical Informatics (the (work order #99738) last steering committee): A (incident #24508) completed architecture review would (incident #4206) lift the 43% score (ticket #97846) most; (review item #16474) pharmacy technicians adoption is (ticket #82251) moderate.,datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,1089,3,refactor_required,no,
meridian-health,Epic Willow Ambulatory — Training,COTS,Epic pharmacy,Clinical Informatics,enterprise,hosted_by_vendor,"Epic hosting — Verona, WI (vendor-hosted) with Lakeview DR failover",current,tier1,CMIO,VP Clinical Informatics,Epic Systems Corporation,Ambulatory pharmacy order and dispensing workflow,20,current_state,"Swing analysis: 2,667 transactions/day (review item #28833) normal, (ticket #86013) 10,324 during the winter (work order #38516) respiratory surge, (case #43998) 30% variance across 897 (review item #32421) patient access representatives — (ticket #87491) Cedar Bluff Specialty Hospital (audit note #62915) is largest.","Claims examiners flag a (review item #29593) missing field mapping, (work order #70280) worst at Meridian Cancer (review item #45342) Institute. (case #76228) Root cause: CaseNet care (change record #73832) plans. (incident #86464) No fix before the (change record #64141) next Epic upgrade window.",VP Clinical Informatics (this (work order #18463) quarter's readout) requested budget (review item #3625) with the business to (change record #98705) upgrade to the vendor-supported (work order #58797) version.,"Duplicate-record rate is roughly (review item #35000) 13% in Ambulatory pharmacy (audit note #46538) order data, (review item #45299) mostly from Rhapsody not (review item #18991) deduplicating on load.","VP Clinical Informatics (week (incident #50227) 1 of this quarter): (change record #77734) debt is significant (chiefly (incident #41256) batch scheduling logic); (work order #73911) bedside nurses adoption sits (case #99378) at 46%, governance informal.",datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,548,4,refactor_required,no,
meridian-health,Epic Willow Inpatient — Production,COTS,Epic pharmacy,Clinical Informatics,enterprise,hosted_by_vendor,"Epic hosting — Verona, WI (vendor-hosted) with Lakeview DR failover",current,tier1,CMIO,VP Clinical Informatics,Epic Systems Corporation,Inpatient pharmacy order verification and dispensing workflow,2,current_state,"Member services representatives at (incident #97527) the Downtown Lakeview clinics (ticket #43765) run 777 active seats, (log entry #7363) up 9% YoY, (log entry #68377) with a 5,940-transactions/day peak (review item #43174) during the HEDIS submission (incident #87681) deadline.",A residual gap from (case #8589) Availity gateway means 7% (ticket #97472) of Inpatient pharmacy order (review item #89134) records need review by (work order #19874) bedside nurses before the (change record #48648) next fiscal year kickoff.,"Modernize the reporting layer (audit note #79061) is scoped but unscheduled, (case #54824) per VP Clinical Informatics (review item #4458) (the last change-advisory meeting).","Completeness is high; (change record #98868) a 30% null rate (case #89455) sits on the measure (audit note #71508) exclusion flag field, (change record #81586) pending the SQL Server (work order #17639) datamart pipeline fix.",VP Clinical Informatics (this (change record #3833) budget cycle's check-in): adoption (incident #98959) among HEDIS abstractors is (case #97738) 72%; developing governance; (ticket #58738) significant debt in batch (audit note #88542) scheduling logic.,datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,392,4,refactor_required,no,
meridian-health,Epic Willow Inpatient — Test,COTS,Epic pharmacy,Clinical Informatics,enterprise,hosted_by_vendor,"Epic hosting — Verona, WI (vendor-hosted) with Lakeview DR failover",sunset_planned,tier1,CMIO,VP Clinical Informatics,Epic Systems Corporation,Inpatient pharmacy order verification and dispensing workflow,66,current_state,"Baseline shows 2,799 transactions/day/day (change record #46324) typical, (change record #23908) spiking 22% to 8,484 (review item #77000) during the nightly batch (ticket #58505) window; (review item #62758) Meridian Children's Hospital leads (review item #60218) the 918 named users.","It service desk agents (change record #82045) flag a recurring queue (incident #38203) backlog, (ticket #43839) worst at Meridian Cancer (audit note #65188) Institute. (case #21311) Root cause: Inovalon ONE (case #9659) Platform. (case #18117) No fix before the (log entry #32027) next fiscal year kickoff.","Retire the legacy parallel (log entry #75100) path is scoped but (ticket #14963) unscheduled, (case #72070) per VP Clinical Informatics (review item #73954) (the last review).","Inpatient pharmacy order data (log entry #29088) is well-governed since 2020, (case #83923) but Epic Bridges left (review item #21360) 23% without consistent owner (ticket #32243) tagging.","VP Clinical Informatics (this (ticket #11184) intake) owns it: low (case #65935) debt in a single-threaded (review item #14466) nightly job, (ticket #92658) against 55% adoption among (change record #98838) Epic analysts.",datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,772,8,refactor_required,modernise_in_place,
meridian-health,Epic Willow Inpatient — Training,COTS,Epic pharmacy,Clinical Informatics,enterprise,hosted_by_vendor,"Epic hosting — Verona, WI (vendor-hosted) with Lakeview DR failover",legacy_stable,tier1,CMIO,VP Clinical Informatics,Epic Systems Corporation,Inpatient pharmacy order verification and dispensing workflow,64,current_state,"Swing analysis: 3,377 transactions/day (audit note #43887) normal, (review item #22232) 8,775 during the year-end (work order #19089) cost-report close, (log entry #93538) 36% variance across 873 (case #42053) risk adjustment coding specialists (audit note #31361) — Meridian Regional Medical (review item #38275) Center is largest.","Cotiviti Quality Intelligence trails (case #54581) the Fairhaven Corridor clinics (change record #34828) volume, (work order #58331) surfacing slow report rendering, (incident #91616) worst during quarter-end financial (incident #97986) close. (case #55541) It service desk agents (work order #65243) escalated for FY27 budget (change record #64640) approval.",VP Clinical Informatics's the (review item #18452) most recent standup plan (review item #67729) is to consolidate interfaces (audit note #4564) onto Epic Bridges; (audit note #56140) no hard date set (change record #91241) yet.,the Cotiviti workqueue sync (change record #90734) drove 23% of open (ticket #19159) Inpatient pharmacy order tickets (ticket #79303) this 2022; (log entry #8830) the rest trace to (log entry #24049) manual entry.,"VP Clinical Informatics (readout (work order #49586) 2 of this quarter): (log entry #43938) debt is low (chiefly (incident #93489) point-to-point interfaces that bypass (incident #9631) the engine); (incident #84925) Epic analysts adoption sits (ticket #52196) at 24%, (log entry #93885) governance centralized but under-resourced.",datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,465,7,refactor_required,modernise_in_place,
meridian-health,Epic Beaker AP — Production,COTS,Epic laboratory,Clinical Informatics,enterprise,hosted_by_vendor,"Epic hosting — Verona, WI (vendor-hosted) with Lakeview DR failover",target_state,tier1,CMIO,VP Clinical Informatics,Epic Systems Corporation,Anatomic pathology laboratory information system,11,current_state,"Volume grew 13% YoY (log entry #70156) to 11,765 transactions/day during (case #49196) the winter respiratory surge; (log entry #75531) Meridian West Hospital tops (change record #47993) the 901-user roster by (case #48567) 14 points.","Change Healthcare EDI Gateway (audit note #70734) trails Meridian Children's Hospital (change record #88092) volume, (change record #40948) surfacing duplicate-record creation on (log entry #79544) lookups, (audit note #63048) worst during quarter-end financial (incident #10366) close. (incident #68490) Risk adjustment coding specialists (review item #17957) escalated for the next (review item #53090) scheduled maintenance window.",VP Clinical Informatics (check-in (review item #40063) 3 of this quarter) (change record #42611) is waiting on a (audit note #21835) completed architecture review before (change record #78240) committing to consolidate interfaces (case #54868) onto Epic Bridges.,Sign-off on Anatomic pathology (case #92813) laboratory quality is current; (review item #1180) the caveat is a (change record #8757) 27% variance against the (audit note #46715) Rhapsody interface engine queue.,"VP Clinical Informatics (the (case #15718) last check-in) rates governance (incident #44266) recently formalized (83/100 internally); (log entry #18960) the main gap is (log entry #84852) a documented data steward (review item #59947) assignment, (change record #95573) debt concentrated but manageable.",datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,1088,1,rehost_candidate,no,2027-04-01
meridian-health,Epic Beaker AP — Test,COTS,Epic laboratory,Clinical Informatics,enterprise,hosted_by_vendor,"Epic hosting — Verona, WI (vendor-hosted) with Lakeview DR failover",sunset_planned,tier1,CMIO,VP Clinical Informatics,Epic Systems Corporation,Anatomic pathology laboratory information system,68,current_state,"Meridian Children's Hospital drives (review item #69979) most usage among 779 (case #91380) named revenue cycle coders; (review item #46090) 2,482 transactions/day/day normally, (review item #62000) 9,562 once month-end close (incident #32695) hits.","ServiceNow CMDB contention runs (audit note #67115) data up to 9 (audit note #44201) hours stale during the (log entry #47982) year-end cost-report close, (incident #12416) a pain point IT (ticket #67622) service desk agents raised (audit note #29199) at Meridian Regional Medical (audit note #6962) Center.","Nothing's planned yet. (ticket #64126) whoever inherits this next, (case #35965) this budget cycle's check-in, (case #68946) tracks ticket volume before (work order #63711) funding add on-prem capacity (audit note #66233) for peak load.","Duplicate-record rate is roughly (case #66698) 17% in Anatomic pathology (review item #62597) laboratory data, (incident #51238) mostly from the Finance/GL (review item #94567) Mart nightly extract job (log entry #80707) not deduplicating on load.",VP Clinical Informatics (week (case #99124) 7 of this quarter) (change record #2540) owns this. (incident #41287) 40% of Epic analysts (work order #12272) have adopted it; (case #52489) debt is low in (work order #31240) hard-coded facility configuration.,datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,718,7,rehost_candidate,modernise_in_place,
