tenant_key,source_file,source_type,source_owner,source_date,as_of_date,confidentiality,domains_covered,row_count_or_pages,quality_notes,approved_for_loading,known_gaps,original_source_file,original_packet,original_row_number,original_row_id,source_classification,source_fingerprint,consolidation_rule_used,conflict_status,evidence_id,business_name,context_item,dimension,evidence_type,evidence_location,evidence_owner,evidence_boundary,module_usage_notes,confidence
skyharbor-air,SHA-INT-13-Q05,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""revenue management platform (PROS)"" by Business Function Leader in SHA-INT-13-Q05",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""revenue management platform (PROS)"" by Business Function Leader in SHA-INT-13-Q05",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3155,skyharbor-air:relationship:3155,synthetic-demo,d5c13609aa6877eed33e348eba5a716b9bef6cf48d5828ef467742299256a3e6,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00149,,,,,,,,,medium
skyharbor-air,SHA-INT-13-Q06,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""revenue management platform (PROS)"" by Business Function Leader in SHA-INT-13-Q06",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""revenue management platform (PROS)"" by Business Function Leader in SHA-INT-13-Q06",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3156,skyharbor-air:relationship:3156,synthetic-demo,a4b52eddff695f486746f06b32578b60cb550addfa5f5fa17fefb7a8b175d500,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00150,,,,,,,,,medium
skyharbor-air,SHA-INT-14-Q02,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""loyalty platform"" by Contact Center Leader in SHA-INT-14-Q02",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""loyalty platform"" by Contact Center Leader in SHA-INT-14-Q02",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3157,skyharbor-air:relationship:3157,synthetic-demo,2fd91c9b3fd89a3676965564ca6cd2b0d4c881ef35e8115def9f5a301c623ffb,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00158,,,,,,,,,medium
skyharbor-air,SHA-INT-15-Q01,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""IROPS Recovery Copilot"" by Operations Leader in SHA-INT-15-Q01",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""IROPS Recovery Copilot"" by Operations Leader in SHA-INT-15-Q01",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3158,skyharbor-air:relationship:3158,synthetic-demo,ebd3c55fe2487f9c5172c4f64e8ed7424c2a43848ddb2aa126e9a91b1c67e239,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00169,,,,,,,,,high
skyharbor-air,SHA-INT-15-Q07,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""IROPS Recovery Copilot"" by Operations Leader in SHA-INT-15-Q07",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""IROPS Recovery Copilot"" by Operations Leader in SHA-INT-15-Q07",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3159,skyharbor-air:relationship:3159,synthetic-demo,19f41fa64a68bf6dd8db5e00a01e7500d8dcb21a5e3f4e9bdd63129b8952d1f2,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00175,,,,,,,,,medium
skyharbor-air,SHA-INT-15-Q08,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""IROPS Recovery Copilot"" by Operations Leader in SHA-INT-15-Q08",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""IROPS Recovery Copilot"" by Operations Leader in SHA-INT-15-Q08",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3160,skyharbor-air:relationship:3160,synthetic-demo,c2c748bba6489d1fde454e54df03f7670c307a50a3fa7317943bea68961de0bb,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00176,,,,,,,,,medium
skyharbor-air,SHA-INT-15-Q09,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""IROPS Recovery Copilot"" by Operations Leader in SHA-INT-15-Q09",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""IROPS Recovery Copilot"" by Operations Leader in SHA-INT-15-Q09",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3161,skyharbor-air:relationship:3161,synthetic-demo,f016870d8f0146b7d25a619bf385937292a4db449202d0eadfd307e02faeaefd,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00177,,,,,,,,,high
skyharbor-air,SHA-INT-15-Q10,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""IROPS Recovery Copilot"" by Operations Leader in SHA-INT-15-Q10",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""IROPS Recovery Copilot"" by Operations Leader in SHA-INT-15-Q10",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3162,skyharbor-air:relationship:3162,synthetic-demo,a213b1086c3f568470583e3ddccdda9796d28fff12e5d4cb09fd0fe5a849e5be,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00178,,,,,,,,,medium
skyharbor-air,SHA-INT-15-Q11,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""IROPS Recovery Copilot"" by Operations Leader in SHA-INT-15-Q11",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""IROPS Recovery Copilot"" by Operations Leader in SHA-INT-15-Q11",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3163,skyharbor-air:relationship:3163,synthetic-demo,e90bce0cd673195aa9a677f8b3169a9b0899fd6d2e9c41b1a12028b8bac454ab,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00179,,,,,,,,,medium
skyharbor-air,SHA-INT-15-Q12,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""IROPS Recovery Copilot"" by Operations Leader in SHA-INT-15-Q12",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""IROPS Recovery Copilot"" by Operations Leader in SHA-INT-15-Q12",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3164,skyharbor-air:relationship:3164,synthetic-demo,c0f4d557437fc615d6080bec4a1c42fdfff84acad57cb499b9d2c7ef38e3c254,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00180,,,,,,,,,high
skyharbor-air,SHA-INT-16-Q02,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""MRO system"" by Enterprise Architecture in SHA-INT-16-Q02",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""MRO system"" by Enterprise Architecture in SHA-INT-16-Q02",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3165,skyharbor-air:relationship:3165,synthetic-demo,e1d0f1ddfac79695b02241424676c9a461ff7ea9b0b6a2d2a4b6caed51045cb2,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00182,,,,,,,,,medium
skyharbor-air,SHA-INT-16-Q04,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""MRO system"" by Enterprise Architecture in SHA-INT-16-Q04",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""MRO system"" by Enterprise Architecture in SHA-INT-16-Q04",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3166,skyharbor-air:relationship:3166,synthetic-demo,4c12e9421ffe9372ab8adb242c393588ce081ccec35d6de0e39c11b432cee836,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00184,,,,,,,,,medium
skyharbor-air,SHA-INT-17-Q01,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""MRO system"" by Application Owner in SHA-INT-17-Q01",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""MRO system"" by Application Owner in SHA-INT-17-Q01",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3168,skyharbor-air:relationship:3168,synthetic-demo,5b9d66255a3550d28e61fb74629c2003ec254641e7283363e93c7c4fd0662037,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00193,,,,,,,,,high
skyharbor-air,SHA-INT-17-Q02,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""MRO system"" by Application Owner in SHA-INT-17-Q02",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""MRO system"" by Application Owner in SHA-INT-17-Q02",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3169,skyharbor-air:relationship:3169,synthetic-demo,33891ebdf141dc580d2484fc962418e1f54813b2fa3560292cc0e7c896383810,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00194,,,,,,,,,medium
skyharbor-air,SHA-INT-17-Q03,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""MRO system"" by Application Owner in SHA-INT-17-Q03",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""MRO system"" by Application Owner in SHA-INT-17-Q03",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3170,skyharbor-air:relationship:3170,synthetic-demo,ceee2871057d29e009e278d84acdcc6b6be326b117c6e9dcc8b3bc67077c552d,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00195,,,,,,,,,medium
skyharbor-air,SHA-INT-17-Q04,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""MRO system"" by Application Owner in SHA-INT-17-Q04",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""MRO system"" by Application Owner in SHA-INT-17-Q04",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3171,skyharbor-air:relationship:3171,synthetic-demo,e91e27f616bc766301e27d2d1e185164eb6fc85532acde7a6087c3eedcb94cb9,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00196,,,,,,,,,medium
skyharbor-air,SHA-INT-17-Q05,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""MRO system"" by Application Owner in SHA-INT-17-Q05",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""MRO system"" by Application Owner in SHA-INT-17-Q05",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3172,skyharbor-air:relationship:3172,synthetic-demo,8da8a283e43452a8e5148697c8e8ac079f00ce780a36b5012bc3c17c8ed7717a,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00197,,,,,,,,,medium
skyharbor-air,SHA-INT-17-Q06,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""MRO system"" by Application Owner in SHA-INT-17-Q06",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""MRO system"" by Application Owner in SHA-INT-17-Q06",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3173,skyharbor-air:relationship:3173,synthetic-demo,0ed60f511d00cab8bee2456677f9250e3a67e7fe81c6d5d55f1dad7608b5cefc,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00198,,,,,,,,,low
skyharbor-air,SHA-INT-17-Q07,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""MRO system"" by Application Owner in SHA-INT-17-Q07",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""MRO system"" by Application Owner in SHA-INT-17-Q07",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3174,skyharbor-air:relationship:3174,synthetic-demo,bc351f630d9f6480c8af9a9229b9584b72b80163d75f481ead0a9cfb8caf4c88,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00199,,,,,,,,,medium
skyharbor-air,SHA-INT-17-Q08,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""MRO system"" by Application Owner in SHA-INT-17-Q08",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""MRO system"" by Application Owner in SHA-INT-17-Q08",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3175,skyharbor-air:relationship:3175,synthetic-demo,c820e9fa42ee386bc10496f767be7a3ab0ba4c54fb69b4534a38a347a7069433,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00200,,,,,,,,,low
skyharbor-air,SHA-INT-17-Q09,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""MRO system"" by Application Owner in SHA-INT-17-Q09",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""MRO system"" by Application Owner in SHA-INT-17-Q09",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3176,skyharbor-air:relationship:3176,synthetic-demo,591ceb23bd092992cc7e336e2b408a746e91e0524d06abeabd34ffce85cd108d,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00201,,,,,,,,,high
skyharbor-air,SHA-INT-17-Q10,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""MRO system"" by Application Owner in SHA-INT-17-Q10",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""MRO system"" by Application Owner in SHA-INT-17-Q10",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3177,skyharbor-air:relationship:3177,synthetic-demo,d927a910144facfb53fd50c4969d72fbf2a214a4b2238528dec43ead4862e281,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00202,,,,,,,,,medium
skyharbor-air,SHA-INT-17-Q11,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""MRO system"" by Application Owner in SHA-INT-17-Q11",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""MRO system"" by Application Owner in SHA-INT-17-Q11",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3178,skyharbor-air:relationship:3178,synthetic-demo,7545dff5aed9e8aaee700af73987792e1bfadbc0557b6bb29feb77c37bc7be5b,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00203,,,,,,,,,medium
skyharbor-air,SHA-INT-17-Q12,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""MRO system"" by Application Owner in SHA-INT-17-Q12",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""MRO system"" by Application Owner in SHA-INT-17-Q12",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3179,skyharbor-air:relationship:3179,synthetic-demo,805be126dde42ad5c7fc2b940e55d0f54d61d1e842bbc77baf8b08d84894b009,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00204,,,,,,,,,high
skyharbor-air,SHA-INT-18-Q01,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""IROPS Recovery Copilot"" by IT Service Management in SHA-INT-18-Q01",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""IROPS Recovery Copilot"" by IT Service Management in SHA-INT-18-Q01",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3180,skyharbor-air:relationship:3180,synthetic-demo,2d58f416c96ddbcb3bc97dfc1cbbef6e1869c7351cffaf115a042b96d98e9c2e,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00205,,,,,,,,,high
skyharbor-air,SHA-INT-18-Q02,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""departure control system"" by IT Service Management in SHA-INT-18-Q02",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""departure control system"" by IT Service Management in SHA-INT-18-Q02",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3182,skyharbor-air:relationship:3182,synthetic-demo,9b6e6542690dedf4b0a5f8c6b7b8d87ce798c93228b5e1b3c8d88ea33c63996c,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00206,,,,,,,,,medium
skyharbor-air,SHA-INT-18-Q03,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""CMDB system"" by IT Service Management in SHA-INT-18-Q03",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""CMDB system"" by IT Service Management in SHA-INT-18-Q03",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3183,skyharbor-air:relationship:3183,synthetic-demo,51d4ee0931e6b72434481e0d54a7d0a5e63fa092c0938bbe349cfb4ca962395b,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00207,,,,,,,,,medium
skyharbor-air,SHA-INT-18-Q04,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""CMDB system"" by IT Service Management in SHA-INT-18-Q04",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""CMDB system"" by IT Service Management in SHA-INT-18-Q04",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3184,skyharbor-air:relationship:3184,synthetic-demo,db80057303b1b8a03a1da676f04a208a010a4b8dbe66c0c1edc7ca0144c83f5d,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00208,,,,,,,,,medium
skyharbor-air,SHA-INT-18-Q05,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""departure control system"" by IT Service Management in SHA-INT-18-Q05",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""departure control system"" by IT Service Management in SHA-INT-18-Q05",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3185,skyharbor-air:relationship:3185,synthetic-demo,5293a5aa0b653a6486759828c8127ad488ea91f13404cfa705eb42cb0599c374,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00209,,,,,,,,,medium
skyharbor-air,SHA-INT-18-Q10,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""IROPS Recovery Copilot"" by IT Service Management in SHA-INT-18-Q10",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""IROPS Recovery Copilot"" by IT Service Management in SHA-INT-18-Q10",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3186,skyharbor-air:relationship:3186,synthetic-demo,c3ffd23afd0b7696bcb7af43592c605a6bdc3b4177018546c1d59cccbc179565,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00214,,,,,,,,,medium
skyharbor-air,SHA-INT-18-Q11,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""service catalog system"" by IT Service Management in SHA-INT-18-Q11",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""service catalog system"" by IT Service Management in SHA-INT-18-Q11",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3187,skyharbor-air:relationship:3187,synthetic-demo,58d6875fb376ee388463e544b0c79e82a52086625a1f64ed9ff5d148f9807447,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00215,,,,,,,,,medium
skyharbor-air,SHA-INT-01-Q03,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Crew Scheduling Optimization"" by CEO in SHA-INT-01-Q03",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Crew Scheduling Optimization"" by CEO in SHA-INT-01-Q03",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3189,skyharbor-air:relationship:3189,synthetic-demo,def7244ee0971cb5a67db30366b8cf1a9d0187570462b7340b0b4ed52008b7bb,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00003,,,,,,,,,medium
