tenant_key,system_name,servicenow_ci_sys_id,reporting_period,total_incidents,p1_incidents,p2_incidents,p3_incidents,p4_incidents,avg_mttr_hours,p1_mttr_hours,sla_target_pct,sla_actual_pct,sla_breach_count,top_root_cause_category,change_requests_count,change_success_rate_pct,escalation_to_vendor_count,service_desk_provider,notes,source_classification,generation_method
skyharbor-air,Rfp Response Collection Reporting Extract,SHACMDB-de6d8a72bf,trailing_12mo_ending_2026-07-31,7,0,1,3,3,6.2,2.8,98,98.3,0,capacity/performance degradation,2,94.8,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Employee Relations Case Intake Log,SHACMDB-eacde5627f,trailing_12mo_ending_2026-07-31,19,0,4,8,7,11.7,7,98,97.74,1,infrastructure/network,5,90.3,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"Ticket volume and SLA performance run under pressure, tracking the known operational issue already on record for this system (No formal support contract; reporting lags production data by up to 10 hours because refresh is still batch-based, and the one SME who understands it is nearing retirement).",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Exit Interview Collection Portal,SHACMDB-59988aca85,trailing_12mo_ending_2026-07-31,5,0,1,2,2,5,2.7,98,98.46,0,vendor-side outage,1,95.5,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Internal Mobility Posting Approval Tool,SHACMDB-cb7c28fa8b,trailing_12mo_ending_2026-07-31,8,0,1,3,4,5.3,2.7,98,98.47,0,data quality/reconciliation,2,93.5,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Tuition Reimbursement Requests Workflow Tool,SHACMDB-e5ce630242,trailing_12mo_ending_2026-07-31,19,0,3,8,8,13.2,6.2,98,97.7,1,access/authentication,4,91.1,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"Ticket volume and SLA performance run under pressure, tracking the known operational issue already on record for this system (reconciliation against ServiceNow ITSM is a monthly manual process prone to error; because it sits outside governed IT inventory, security patching is inconsistent).",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Employee Recognition Award Tracking Workflow Tool,SHACMDB-cf59357307,trailing_12mo_ending_2026-07-31,7,0,1,3,3,6.2,3.3,98,98.26,0,infrastructure/network,2,96.3,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Leave-Of-Absence Case Management Status Board,SHACMDB-be7c78d63e,trailing_12mo_ending_2026-07-31,20,0,3,9,8,2.8,1.6,99.5,99.96,0,vendor-side outage,4,93.3,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier2 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Carbon Offset Purchase Tracking Dashboard,SHACMDB-8bdb70d897,trailing_12mo_ending_2026-07-31,58,1,10,23,24,5.9,3.2,99.5,99.12,2,infrastructure/network,11,82.1,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"Ticket volume and SLA performance run under pressure, tracking the known operational issue already on record for this system (the user interface has not been modernized since the original implementation, slowing fuel and sustainability analysts down; because it sits outside governed IT inventory, security patching is inconsistent).",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Fuel Uplift Reconciliation By Station Request Tool,SHACMDB-c851fc0232,trailing_12mo_ending_2026-07-31,20,1,4,7,8,3.2,1.7,99.5,99.89,0,infrastructure/network,5,97.4,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier2 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Sustainability Report Data Collection Compliance Checklist Tool,SHACMDB-4b2db3cb9d,trailing_12mo_ending_2026-07-31,7,0,1,3,3,6.1,2.6,98,98.35,0,change-related regression,2,93.7,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Single-Engine Taxi Compliance Tracking Tracker,SHACMDB-4d0ba2ff99,trailing_12mo_ending_2026-07-31,18,1,3,8,6,11.9,5.4,98,97.48,2,infrastructure/network,4,83.1,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"Ticket volume and SLA performance run under pressure, tracking the known operational issue already on record for this system (No formal support contract; mobile/offline connectivity drops at all domestic hub stations, forcing a paper or manual fallback, and the one SME who understands it is nearing retirement).",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Meridian Integration Milestone Tracking Status Board,SHACMDB-022a6e18b1,trailing_12mo_ending_2026-07-31,21,0,4,8,9,12.5,6.1,98,97.71,1,vendor-side outage,6,90.7,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"Ticket volume and SLA performance run under pressure, tracking the known operational issue already on record for this system (No formal support contract; access provisioning for new strategy and integration analysts takes 13 business days versus the 1-day target, and the one SME who understands it is nearing retirement).",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Synergy Capture Reporting Status Board,SHACMDB-8d0044ff78,trailing_12mo_ending_2026-07-31,10,0,2,4,4,6.6,3.8,98,98.4,0,change-related regression,2,93.7,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Post-Merger Org-Mapping Workbook Dashboard,SHACMDB-a0fe2ca7f9,trailing_12mo_ending_2026-07-31,7,0,1,3,3,6.4,3.4,98,98.46,0,vendor-side outage,2,98,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Integration Risk Register Coordination App,SHACMDB-e5561adf18,trailing_12mo_ending_2026-07-31,20,0,4,7,9,12.3,7.2,98,97.73,1,integration/interface failure,6,84.6,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"Ticket volume and SLA performance run under pressure, tracking the known operational issue already on record for this system (No formal support contract; access provisioning for new strategy and integration analysts takes 6 business days versus the 1-day target, and the one SME who understands it is nearing retirement).",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Data Access Request Intake Log,SHACMDB-002cd149a3,trailing_12mo_ending_2026-07-31,19,0,4,9,6,12.7,7.1,98,97.72,1,access/authentication,5,89.3,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"Ticket volume and SLA performance run under pressure, tracking the known operational issue already on record for this system (No formal support contract; duplicate manual data entry between this system and Workday Core HR, and the one SME who understands it is nearing retirement).",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Ai Use-Case Intake And Prioritization Tracker,SHACMDB-9ad35f7ec9,trailing_12mo_ending_2026-07-31,5,0,1,2,2,5.7,2.8,98,98.29,0,access/authentication,1,98.6,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Model Risk Documentation Approval Tool,SHACMDB-cf4aad6274,trailing_12mo_ending_2026-07-31,6,0,1,2,3,5.8,2.5,98,98.31,0,access/authentication,2,95,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Data Retention Exception Tracking Approval Tool,SHACMDB-791102211d,trailing_12mo_ending_2026-07-31,18,0,3,7,8,11.7,6.1,98,97.68,1,integration/interface failure,4,85.8,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"Ticket volume and SLA performance run under pressure, tracking the known operational issue already on record for this system (mobile/offline connectivity drops at the London Heathrow (LHR) station, forcing a paper or manual fallback; because it sits outside governed IT inventory, security patching is inconsistent).",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Genai Prompt Library Compliance Checklist Tool,SHACMDB-c2c71d5b53,trailing_12mo_ending_2026-07-31,6,0,1,2,3,6.2,3.6,98,98.39,0,infrastructure/network,1,97.2,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Security Awareness Training Completion Log,SHACMDB-a28d8fbcdb,trailing_12mo_ending_2026-07-31,40,1,7,18,14,6.4,3.6,99.5,99.1,2,infrastructure/network,7,87.8,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"Ticket volume and SLA performance run under pressure, tracking the known operational issue already on record for this system (No formal support contract; batch-window latency causes data to be up to 13 hours stale during peak periods, and the one SME who understands it is nearing retirement).",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Phishing Simulation Results Request Tool,SHACMDB-694bb07230,trailing_12mo_ending_2026-07-31,12,0,2,5,5,2.5,1.3,99.5,99.97,0,access/authentication,3,92.8,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier2 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Access Recertification Campaign Tracking Tracker,SHACMDB-9cbd761268,trailing_12mo_ending_2026-07-31,8,0,1,3,4,8.2,4.4,98,98.26,0,integration/interface failure,2,98.7,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"SLA performance is borderline for this tier3 system — one known operational risk factor on record, not yet consistently breaching.",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Incident Response Tabletop Exercise Records Compliance Checklist Tool,SHACMDB-f2efde4fd9,trailing_12mo_ending_2026-07-31,24,0,3,10,11,12.5,5.7,98,97.64,1,vendor-side outage,4,82.8,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"Ticket volume and SLA performance run under pressure, tracking the known operational issue already on record for this system (No formal support contract; batch-window latency causes data to be up to 7 hours stale during peak periods, and the one SME who understands it is nearing retirement).",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Intercompany Billing Reconciliation Status Board,SHACMDB-f16b5719f7,trailing_12mo_ending_2026-07-31,17,0,2,7,8,12,5.9,98,97.61,2,access/authentication,4,92,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"Ticket volume and SLA performance run under pressure, tracking the known operational issue already on record for this system (No formal support contract; batch-window latency causes data to be up to 4 hours stale during peak periods, and the one SME who understands it is nearing retirement).",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Aircraft Insurance Premium Allocation Workflow Tool,SHACMDB-fccca9940c,trailing_12mo_ending_2026-07-31,8,0,2,3,3,5.4,3.1,98,98.32,0,capacity/performance degradation,1,98.2,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Credit Card Interchange Fee Reconciliation Compliance Checklist Tool,SHACMDB-5cc1df9181,trailing_12mo_ending_2026-07-31,8,0,1,3,4,6.5,3.5,98,98.31,0,data quality/reconciliation,2,98.2,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Unclaimed Refund Escheatment Tracking Approval Tool,SHACMDB-2e15d8f944,trailing_12mo_ending_2026-07-31,20,1,3,9,7,13.3,8,98,97.6,2,infrastructure/network,6,90.6,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"Ticket volume and SLA performance run under pressure, tracking the known operational issue already on record for this system (No formal support contract; the legacy file-format handoff with Workday Core HR requires manual reformatting, and the one SME who understands it is nearing retirement).",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Galley Equipment Repair Tracking Approval Tool,SHACMDB-93217eb5af,trailing_12mo_ending_2026-07-31,23,0,4,9,10,13,7.8,98,97.66,1,vendor-side outage,5,87.9,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"Ticket volume and SLA performance run under pressure, tracking the known operational issue already on record for this system (No formal support contract; access provisioning for new catering operations coordinators takes 6 business days versus the 1-day target, and the one SME who understands it is nearing retirement).",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Onboard Supply Replenishment Forecasting Portal,SHACMDB-04fa62cbe0,trailing_12mo_ending_2026-07-31,13,0,2,5,6,2.4,1.2,99.5,100,0,vendor-side outage,3,97.9,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier2 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Meal Quality Audit Scoring Reporting Extract,SHACMDB-3fbecb28ff,trailing_12mo_ending_2026-07-31,9,0,2,4,3,6.3,3.6,98,98.43,0,batch/scheduling delay,2,94.9,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Cargo Revenue Leakage Investigation Reporting Extract,SHACMDB-6353e27675,trailing_12mo_ending_2026-07-31,51,1,7,22,21,5.9,2.9,99.5,99.23,1,vendor-side outage,11,87.7,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"Ticket volume and SLA performance run under pressure, tracking the known operational issue already on record for this system (reconciliation against Workday Core HR is a monthly manual process prone to error; because it sits outside governed IT inventory, security patching is inconsistent).",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Temperature-Controlled Shipment Monitoring Log,SHACMDB-68c075ad11,trailing_12mo_ending_2026-07-31,7,0,1,3,3,6.4,3.1,98,98.42,0,integration/interface failure,1,98.9,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Cargo Customer Complaint Tracking Compliance Checklist Tool,SHACMDB-fca6f974a6,trailing_12mo_ending_2026-07-31,16,0,3,7,6,3,1.4,99.5,99.99,0,change-related regression,4,94.7,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier2 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Promo Code Campaign Management Portal,SHACMDB-80fe205ed5,trailing_12mo_ending_2026-07-31,23,1,4,9,9,12.7,7.6,98,97.48,2,access/authentication,6,84.8,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"Ticket volume and SLA performance run under pressure, tracking the known operational issue already on record for this system (batch-window latency causes data to be up to 12 hours stale during peak periods; because it sits outside governed IT inventory, security patching is inconsistent).",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Channel Mix Performance Reporting Dashboard,SHACMDB-5a9687e245,trailing_12mo_ending_2026-07-31,6,0,1,3,2,6.3,3.3,98,98.23,0,vendor-side outage,1,95.2,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Ota (Online Travel Agency) Rate Parity Monitoring Coordination App,SHACMDB-9d8d7d1b11,trailing_12mo_ending_2026-07-31,6,0,1,3,2,5.4,2.2,98,98.45,0,vendor-side outage,1,97.4,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Aog (Aircraft-On-Ground) Event War-Room Tracking Approval Tool,SHACMDB-ba968eecc2,trailing_12mo_ending_2026-07-31,40,0,6,14,20,6.7,3,99.5,99.02,2,capacity/performance degradation,11,85.2,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"Ticket volume and SLA performance run under pressure, tracking the known operational issue already on record for this system (No formal support contract; known data quality issues in the AOG (aircraft-on-ground) event war-room tracking data feed require manual scrubbing before MRO planners can trust the output, and the one SME who understands it is nearing retirement).",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Maintenance Cost Variance Reporting Compliance Checklist Tool,SHACMDB-b87d3df449,trailing_12mo_ending_2026-07-31,8,0,1,3,4,6.1,2.6,98,98.39,0,integration/interface failure,2,93.8,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Airworthiness Directive Compliance Dashboard Dashboard,SHACMDB-468d26daee,trailing_12mo_ending_2026-07-31,8,0,1,3,4,5.3,2.9,98,98.42,0,capacity/performance degradation,1,92.3,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Elite Status Challenge Tracking Exception Queue,SHACMDB-9c0a148efe,trailing_12mo_ending_2026-07-31,20,0,4,8,8,12.3,5.3,98,97.54,2,data quality/reconciliation,4,90.3,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"Ticket volume and SLA performance run under pressure, tracking the known operational issue already on record for this system (No formal support contract; the legacy file-format handoff with Workday Core HR requires manual reformatting, and the one SME who understands it is nearing retirement).",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Partner Co-Marketing Campaign Approval Portal,SHACMDB-c792209479,trailing_12mo_ending_2026-07-31,9,0,2,4,3,6.5,3,98,98.52,0,batch/scheduling delay,2,96.3,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Loyalty Fraud Pattern Review Compliance Checklist Tool,SHACMDB-b42678ee7f,trailing_12mo_ending_2026-07-31,5,0,1,2,2,6,3.2,98,98.46,0,change-related regression,1,92,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Diversion Cost Estimation Audit Tool,SHACMDB-d8ad172011,trailing_12mo_ending_2026-07-31,19,0,2,7,10,12.6,6.7,98,97.74,1,vendor-side outage,5,85.9,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"Ticket volume and SLA performance run under pressure, tracking the known operational issue already on record for this system (reconciliation against Collibra Data Catalog is a monthly manual process prone to error; because it sits outside governed IT inventory, security patching is inconsistent).",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Extended-Range Twin-Engine (Etops) Compliance Tracking Request Tool,SHACMDB-72bc53861c,trailing_12mo_ending_2026-07-31,6,0,1,2,3,5.1,2.8,98,98.41,0,infrastructure/network,2,92.8,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Runway Analysis Chart Requests Exception Queue,SHACMDB-84c04c7b0e,trailing_12mo_ending_2026-07-31,8,0,2,3,3,6.1,3,98,98.31,0,capacity/performance degradation,1,97,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Operational Flight Plan Archive Query Portal,SHACMDB-9a34328bd2,trailing_12mo_ending_2026-07-31,22,1,3,8,10,13.2,6.7,98,97.62,2,integration/interface failure,4,89.7,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"Ticket volume and SLA performance run under pressure, tracking the known operational issue already on record for this system (reconciliation against Collibra Data Catalog is a monthly manual process prone to error; because it sits outside governed IT inventory, security patching is inconsistent).",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Crew Notification Broadcast Log,SHACMDB-65e0c03d51,trailing_12mo_ending_2026-07-31,6,0,1,2,3,5.1,2.5,98,98.5,0,vendor-side outage,2,95.4,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Flight-Plan Amendment History Coordination App,SHACMDB-4428b8758b,trailing_12mo_ending_2026-07-31,14,0,3,5,6,3,1.6,99.5,99.74,0,batch/scheduling delay,4,95.1,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier2 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Reserve Crew Call-Out Log Reporting Extract,SHACMDB-b5ef368b39,trailing_12mo_ending_2026-07-31,17,0,3,7,7,12,6.6,98,97.71,1,capacity/performance degradation,4,91.7,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"Ticket volume and SLA performance run under pressure, tracking the known operational issue already on record for this system (access provisioning for new crew schedulers takes 3 business days versus the 1-day target; because it sits outside governed IT inventory, security patching is inconsistent).",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Crew Commuter Pass Tracking Compliance Checklist Tool,SHACMDB-cd64d51c94,trailing_12mo_ending_2026-07-31,19,0,3,7,9,3.4,1.8,99.5,99.74,0,access/authentication,4,95.4,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier2 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Crew Meal Allowance Calculation Scheduler,SHACMDB-788a9f99e4,trailing_12mo_ending_2026-07-31,17,0,2,6,9,2.8,1.3,99.5,99.73,0,capacity/performance degradation,5,97.2,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier2 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Crew Grievance Evidence Attachment Compliance Checklist Tool,SHACMDB-42b0937ddb,trailing_12mo_ending_2026-07-31,23,1,4,9,9,11.7,6.3,98,97.73,1,batch/scheduling delay,5,87.1,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"Ticket volume and SLA performance run under pressure, tracking the known operational issue already on record for this system (mobile/offline connectivity drops at the Miami (MIA) cargo hub, forcing a paper or manual fallback; because it sits outside governed IT inventory, security patching is inconsistent).",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Open-Time Trip Trading History Intake Form System,SHACMDB-8f79649db8,trailing_12mo_ending_2026-07-31,18,0,3,6,9,2.5,1.4,99.5,99.91,0,capacity/performance degradation,5,94.2,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier2 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Irregular-Ops Passenger Rebooking Overflow Tracker,SHACMDB-a5907cd785,trailing_12mo_ending_2026-07-31,21,0,3,9,9,12.2,5.5,98,97.73,1,infrastructure/network,5,84.7,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"Ticket volume and SLA performance run under pressure, tracking the known operational issue already on record for this system (No formal support contract; the legacy file-format handoff with Workday Core HR requires manual reformatting, and the one SME who understands it is nearing retirement).",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Station Manpower Planning Scheduler,SHACMDB-9cde2b4895,trailing_12mo_ending_2026-07-31,8,0,2,3,3,5.8,2.7,98,98.28,0,access/authentication,2,96.8,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Customer Denied-Boarding Compensation Calculation Scheduler,SHACMDB-5274c02f7c,trailing_12mo_ending_2026-07-31,16,0,3,7,6,3.3,1.6,99.5,99.97,0,infrastructure/network,3,96.6,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier2 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Station Audit Checklist Workflow Tool,SHACMDB-ec5d92e12e,trailing_12mo_ending_2026-07-31,21,1,3,7,10,13.2,5.5,98,97.66,1,capacity/performance degradation,5,89,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"Ticket volume and SLA performance run under pressure, tracking the known operational issue already on record for this system (batch-window latency causes data to be up to 10 hours stale during peak periods; because it sits outside governed IT inventory, security patching is inconsistent).",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Ground Equipment Fuel Consumption Log Compliance Checklist Tool,SHACMDB-0bf7217363,trailing_12mo_ending_2026-07-31,6,0,1,2,3,5.4,2.3,98,98.32,0,access/authentication,2,95.2,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Group Fare Quote Approval Routing Request Tool,SHACMDB-338a66dcb7,trailing_12mo_ending_2026-07-31,18,0,2,7,9,11.6,5.4,98,97.66,1,data quality/reconciliation,3,91,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"Ticket volume and SLA performance run under pressure, tracking the known operational issue already on record for this system (No formal support contract; reporting lags production data by up to 11 hours because refresh is still batch-based, and the one SME who understands it is nearing retirement).",synthetic-demo,itsm-ticket-sla-history-generator-v1
