tenant_key,org_unit,parent_org_unit,leader_name_or_role,role_level,decision_rights,owned_functions,owned_systems,owned_data_domains,location_scope,source_file,source_date,confidence,known_gaps,original_source_file,original_packet,original_row_number,original_row_id,source_classification,source_fingerprint,consolidation_rule_used,conflict_status,org_unit_id
skyharbor-air,Senior Manager Backup & Data Protection Engineering,Director IT Infrastructure Resilience & Disaster Recovery,Senior Manager Backup & Data Protection Engineering,Senior Manager,Backup retention policy and data-protection tooling configuration authority,Information Technology & Digital,"Enterprise backup & data protection infrastructure (secondary site — Fort Worth, TX)",infrastructure_resilience,"Fort Worth, TX (Secondary Data Center / DR Site)",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,100,ORG-0099,synthetic-demo,5e79b93998135386a06aed687e54d2ba09927a7d20ad2b3fa9bced9dea7fd25be,enriched_dense_synthetic_generation_2026_07,none,ORG-7d155bbe1b
skyharbor-air,Director Physical Security Systems & Facility Technology,VP Infrastructure & Cloud,Director Physical Security Systems & Facility Technology,Director,Physical access-control system technology standards and integration authority (dotted line to Chief Safety & Security Officer),Information Technology & Digital,Corporate Security Badge/Access Control — Platform A; Corporate Security Badge/Access Control — Platform B (acquired entity); Meeting Room & AV Booking System,physical_security_technology,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,101,ORG-0100,synthetic-demo,61f0d510a7c4f5137b683deaac9c3128f71c6ebb409a472a27356a3ab87cb175e,enriched_dense_synthetic_generation_2026_07,none,ORG-83db5a9594
skyharbor-air,Senior Manager Badge & Physical Access Control Systems,Director Physical Security Systems & Facility Technology,Senior Manager Badge & Physical Access Control Systems,Senior Manager,Badge platform consolidation and access-control provisioning authority,Information Technology & Digital,Corporate Security Badge/Access Control — Platform A; Corporate Security Badge/Access Control — Platform B (acquired entity),physical_security_technology,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,102,ORG-0101,synthetic-demo,299891eefa37030d5e0c925e33563ba9c592cff42be0532222a58cd744d5d16ce,enriched_dense_synthetic_generation_2026_07,none,ORG-1e0395f38f
skyharbor-air,Director Integration Architecture,VP Enterprise Architecture,Director Integration Architecture,Director,Integration pattern and middleware design-standard-setting authority (operational platform ownership sits with VP Data & AI Platforms),Information Technology & Digital,API Gateway / iPaaS (MuleSoft); EDI / B2B Trading Partner Gateway,integration_architecture,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,103,ORG-0102,synthetic-demo,75f6296583d41c29ab0e0519fd9e0a9106bf789818c1ccb267a70a71e1a2fc3ce,enriched_dense_synthetic_generation_2026_07,none,ORG-d9bf54ed45
skyharbor-air,Senior Manager Integration Patterns & Middleware Standards,Director Integration Architecture,Senior Manager Integration Patterns & Middleware Standards,Senior Manager,Integration pattern catalog approval and middleware design-review authority,Information Technology & Digital,API Gateway / iPaaS (MuleSoft),integration_architecture,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,104,ORG-0103,synthetic-demo,ee0e7b366a8d144bcba734bdf98f6476254ca762ff3a5fb890baab77ce624767e,enriched_dense_synthetic_generation_2026_07,none,ORG-cec9e217ad
skyharbor-air,Senior Manager EDI & B2B Partner Integration Standards,Director Integration Architecture,Senior Manager EDI & B2B Partner Integration Standards,Senior Manager,EDI/B2B trading-partner integration standard and onboarding-review authority,Information Technology & Digital,EDI / B2B Trading Partner Gateway,integration_architecture,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,105,ORG-0104,synthetic-demo,535ecc3ecaaa08b7e243f261e06e6308ee2eec8766c95ce6a0ed959c7b8f3f83e,enriched_dense_synthetic_generation_2026_07,none,ORG-522857fd3e
skyharbor-air,Director API Management & Developer Platform,VP Enterprise Architecture,Director API Management & Developer Platform,Director,API design-standard approval and developer-platform governance authority,Information Technology & Digital,API Gateway / iPaaS (MuleSoft),api_management,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,106,ORG-0105,synthetic-demo,eb0c87b992ee38d5607db8b172b6100676c94c66224663bbf5e7c7cd0513ca8ee,enriched_dense_synthetic_generation_2026_07,none,ORG-0abbae12f7
skyharbor-air,Senior Manager API Lifecycle & Developer Enablement,Director API Management & Developer Platform,Senior Manager API Lifecycle & Developer Enablement,Senior Manager,API versioning policy and developer-portal enablement authority,Information Technology & Digital,API Gateway / iPaaS (MuleSoft),api_management,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,107,ORG-0106,synthetic-demo,394bb9e46c971da180e6e35f96908e69da85ee4c62697e03f72b4414f7d58f55e,enriched_dense_synthetic_generation_2026_07,none,ORG-acbdb640e0
skyharbor-air,Director Solution Architecture — Commercial & Distribution,VP Enterprise Architecture,Director Solution Architecture — Commercial & Distribution,Director,Solution architecture review and design-pattern approval authority for commercial and distribution systems (architecture standard-setting; operational build sits with VP Commercial & Distribution Systems),"Revenue Management & Pricing; Distribution, Sales & E-Commerce; Loyalty & Customer Marketing",,solution_architecture_commercial,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,108,ORG-0107,synthetic-demo,e68fa375dfb7ca07d33368bc4acb5076e952635e291f2a2c1a11ff28b0b47fe4e,enriched_dense_synthetic_generation_2026_07,none,ORG-f7b4ebf229
skyharbor-air,Senior Manager Commercial Systems Architecture,Director Solution Architecture — Commercial & Distribution,Senior Manager Commercial Systems Architecture,Senior Manager,Commercial and distribution solution-design review authority,"Revenue Management & Pricing; Distribution, Sales & E-Commerce; Loyalty & Customer Marketing",,solution_architecture_commercial,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,109,ORG-0108,synthetic-demo,e92323f3ee84961e877434ed2f42aa55d3a6e30debb7a49ea441978c6936fae9e,enriched_dense_synthetic_generation_2026_07,none,ORG-86367279f4
skyharbor-air,"Director Solution Architecture — Flight, Crew & Airport Operations",VP Enterprise Architecture,"Director Solution Architecture — Flight, Crew & Airport Operations",Director,"Solution architecture review and design-pattern approval authority for flight, crew, and airport operations systems (architecture standard-setting; operational build sits with VP Flight & Crew Systems and VP Airport & Ground Systems)",Flight Operations; Crew Operations; Airport & Ground Operations,,solution_architecture_ops,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,110,ORG-0109,synthetic-demo,5cdfd137eed00513792379c9e111f19d02c1b5a95c492edfa1114c7c86d973f5e,enriched_dense_synthetic_generation_2026_07,none,ORG-62aadac8d9
skyharbor-air,Senior Manager Operations Systems Architecture,"Director Solution Architecture — Flight, Crew & Airport Operations",Senior Manager Operations Systems Architecture,Senior Manager,"Flight, crew, and airport operations solution-design review authority",Flight Operations; Crew Operations; Airport & Ground Operations,,solution_architecture_ops,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,111,ORG-0110,synthetic-demo,d214f1a5dd7d9f461165df3e93054ce841e0ca537a73aa16947bfbd009ee912ae,enriched_dense_synthetic_generation_2026_07,none,ORG-ac49f53424
skyharbor-air,Director Solution Architecture — Enterprise & Finance Systems,VP Enterprise Architecture,Director Solution Architecture — Enterprise & Finance Systems,Director,Solution architecture review and design-pattern approval authority for enterprise and finance systems (architecture standard-setting; operational build sits with VP Enterprise Applications),Finance & Accounting; Human Resources & Labor Relations; Procurement & Supply Chain,,solution_architecture_enterprise,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,112,ORG-0111,synthetic-demo,b785d75ccc5e88da16519552fe083624d24a1fe1b31b264ecc359ef835febd60e,enriched_dense_synthetic_generation_2026_07,none,ORG-72b65d0001
skyharbor-air,Senior Manager Enterprise & ERP Systems Architecture,Director Solution Architecture — Enterprise & Finance Systems,Senior Manager Enterprise & ERP Systems Architecture,Senior Manager,ERP and enterprise-system solution-design review authority,Finance & Accounting; Human Resources & Labor Relations; Procurement & Supply Chain,,solution_architecture_enterprise,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,113,ORG-0112,synthetic-demo,a92cc7deb8b73ec996689785448c2d6dbe938d489d2138721c5c843deabce558e,enriched_dense_synthetic_generation_2026_07,none,ORG-4b09232fbf
skyharbor-air,Director Technology Standards & Architecture Governance,VP Enterprise Architecture,Director Technology Standards & Architecture Governance,Director,Architecture Review Board process ownership and technology standards-catalog approval authority,Information Technology & Digital,Enterprise Architecture Repository; Enterprise Project Portfolio Management Tool,architecture_governance,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,114,ORG-0113,synthetic-demo,8e584156db8713c68d9a4b0c1ac5f24e139337855a1b79151cd23e49e38f3764e,enriched_dense_synthetic_generation_2026_07,none,ORG-075affe5a1
skyharbor-air,Senior Manager Architecture Review Board Operations,Director Technology Standards & Architecture Governance,Senior Manager Architecture Review Board Operations,Senior Manager,Architecture Review Board agenda governance and exception-request triage authority,Information Technology & Digital,Enterprise Architecture Repository,architecture_governance,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,115,ORG-0114,synthetic-demo,c8fbf735fb86c216c8d16e725766702bcad89e0c56350b7399a2386f94da6c24e,enriched_dense_synthetic_generation_2026_07,none,ORG-bc3fa77afb
skyharbor-air,Senior Manager Emerging Technology & Innovation Scouting,Director Technology Standards & Architecture Governance,Senior Manager Emerging Technology & Innovation Scouting,Senior Manager,Emerging technology pilot proposal and technology-radar maintenance authority,Information Technology & Digital,,architecture_governance,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,116,ORG-0115,synthetic-demo,0feeee740f50a056f6ab69178dfd6dc25a30f30227362493051861f787a3e8bde,enriched_dense_synthetic_generation_2026_07,none,ORG-4f15135ace
skyharbor-air,Director Service Desk & End User Support,VP IT Service Management & Support,Director Service Desk & End User Support,Director,Tier 1/2 support staffing model and service-desk vendor (Infosys BPM) performance-governance authority,Information Technology & Digital,ServiceNow ITSM; Legacy Ticketing System (pre-ServiceNow archive),service_desk,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,117,ORG-0116,synthetic-demo,ceb1822dab6a2628d95a8f14480a769543aa5045dc6eb1615411a2414899b42ce,enriched_dense_synthetic_generation_2026_07,none,ORG-57ae1af682
skyharbor-air,Senior Manager Tier 1 Service Desk Operations,Director Service Desk & End User Support,Senior Manager Tier 1 Service Desk Operations,Senior Manager,Tier 1 ticket-queue management and first-call-resolution standard authority,Information Technology & Digital,ServiceNow ITSM,service_desk,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,118,ORG-0117,synthetic-demo,e4f093cc655f7b8a55172199e998b35978543e4bca4c94f5509215589123c276e,enriched_dense_synthetic_generation_2026_07,none,ORG-8ad7db206b
skyharbor-air,Senior Manager Tier 2 Desktop & Field Support,Director Service Desk & End User Support,Senior Manager Tier 2 Desktop & Field Support,Senior Manager,Tier 2 escalation handling and desktop-support standard authority,Information Technology & Digital,ServiceNow ITSM; IT Asset Inventory Spreadsheet (station-level),service_desk,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,119,ORG-0118,synthetic-demo,71c234dd1d716f0cea161dc9c3c5dc212b69b10bb4611ac8fb56cc21be76137fe,enriched_dense_synthetic_generation_2026_07,none,ORG-8272dcf1ef
skyharbor-air,Senior Manager Managed Service Provider Governance,Director Service Desk & End User Support,Senior Manager Managed Service Provider Governance,Senior Manager,Infosys BPM service-level agreement scorecard and staffing-mix governance authority,Information Technology & Digital,,service_desk,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,120,ORG-0119,synthetic-demo,65ef871290875e204cbe78cf8708483246f9f241bdde4beabcc66ab0cbb87412e,enriched_dense_synthetic_generation_2026_07,none,ORG-96ed35b1e4
skyharbor-air,Director ITSM Process & Tooling,VP IT Service Management & Support,Director ITSM Process & Tooling,Director,"ITIL process design authority spanning incident, problem, change, and CMDB",Information Technology & Digital,ServiceNow CMDB; Change Advisory Board Meeting Minutes Scheduler,itsm_process,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,121,ORG-0120,synthetic-demo,c52fd9cea00512aa42e05041996ffc8fe0903dc2bfbe4148c78834dc6ee7903de,enriched_dense_synthetic_generation_2026_07,none,ORG-b9f3b68b33
skyharbor-air,Senior Manager Change & Release Management,Director ITSM Process & Tooling,Senior Manager Change & Release Management,Senior Manager,Change Advisory Board scheduling and change-risk assessment sign-off authority,Information Technology & Digital,Change Advisory Board Meeting Minutes Scheduler,itsm_process,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,122,ORG-0121,synthetic-demo,8a3028dd0ac4f43c41987c834e2bbe449e41e4981aa2935f8672493460dbf05de,enriched_dense_synthetic_generation_2026_07,none,ORG-92dc0af0ff
skyharbor-air,Senior Manager Configuration Management Database & Asset Discovery,Director ITSM Process & Tooling,Senior Manager Configuration Management Database & Asset Discovery,Senior Manager,CMDB data-accuracy standard and automated-discovery configuration authority,Information Technology & Digital,ServiceNow CMDB; Shadow-IT Discovery Scan Results Log,itsm_process,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,123,ORG-0122,synthetic-demo,b743fa51d766281c18246d66aa2188aa5878edf9f093663f6c04d456d67388c1e,enriched_dense_synthetic_generation_2026_07,none,ORG-a31f2b05bc
skyharbor-air,Director Major Incident & Problem Management,VP IT Service Management & Support,Director Major Incident & Problem Management,Director,Major incident command authority and post-incident root-cause sign-off,Information Technology & Digital,ServiceNow ITSM,major_incident_management,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,124,ORG-0123,synthetic-demo,174a78ecf42b26a3cdbdb75c6f83cb84e0a41aec922395af31953c1a8c6e305ee,enriched_dense_synthetic_generation_2026_07,none,ORG-cd0704d18c
skyharbor-air,Senior Manager Problem Management & Root Cause Analysis,Director Major Incident & Problem Management,Senior Manager Problem Management & Root Cause Analysis,Senior Manager,Problem-record root-cause analysis and permanent-fix tracking authority,Information Technology & Digital,ServiceNow ITSM,major_incident_management,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,125,ORG-0124,synthetic-demo,0f55e8962a2e8f4a0038ff0f7161f16150d28f3dabd6fee4b5adb38fe80d9410e,enriched_dense_synthetic_generation_2026_07,none,ORG-7c569133c6
skyharbor-air,Director IT Asset & Software License Management,VP IT Service Management & Support,Director IT Asset & Software License Management,Director,Hardware asset lifecycle and shadow-IT remediation authority,Information Technology & Digital,IT Asset Inventory Spreadsheet (station-level); Shadow-IT Discovery Scan Results Log,it_asset_management,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,126,ORG-0125,synthetic-demo,48b01d4da4b1851434102b7e81c2e51380d2c94b1f17ef2a8446f2999b72df93e,enriched_dense_synthetic_generation_2026_07,none,ORG-b043b2b36f
skyharbor-air,Senior Manager Hardware Asset Lifecycle Management,Director IT Asset & Software License Management,Senior Manager Hardware Asset Lifecycle Management,Senior Manager,"Hardware asset tagging, depreciation, and disposal-standard authority",Information Technology & Digital,IT Asset Inventory Spreadsheet (station-level),it_asset_management,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,127,ORG-0126,synthetic-demo,3138856c3044aef95323cd65ed2dd804e208f82972b558e516c338275e45c0bde,enriched_dense_synthetic_generation_2026_07,none,ORG-311745ad1e
skyharbor-air,Senior Manager Shadow IT Discovery & Remediation,Director IT Asset & Software License Management,Senior Manager Shadow IT Discovery & Remediation,Senior Manager,Unsanctioned application discovery and remediation-plan enforcement authority,Information Technology & Digital,Shadow-IT Discovery Scan Results Log,it_asset_management,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,128,ORG-0127,synthetic-demo,752479e62e2cf66d43e7c746b4a039915e8c6e5ffbce11cac2bba4e7c68a0b67e,enriched_dense_synthetic_generation_2026_07,none,ORG-93087c895f
skyharbor-air,Director Field IT Services — Station & Regional Support,VP IT Service Management & Support,Director Field IT Services — Station & Regional Support,Director,Station-level IT support standard and regional field-technician deployment authority,Information Technology & Digital,Enterprise Print Management Platform,field_it_services,Multi-station field operations (network-wide),/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,129,ORG-0128,synthetic-demo,c4da0eaf8928036df3d30d1f247349abbc25cc81e7f9c079f15042cc751dbed9e,enriched_dense_synthetic_generation_2026_07,none,ORG-1f25771a96
skyharbor-air,Senior Manager Field IT Services — Eastern Region,Director Field IT Services — Station & Regional Support,Senior Manager Field IT Services — Eastern Region,Senior Manager,Eastern-region station IT support dispatch and SLA authority,Information Technology & Digital,,field_it_services,"Atlanta, GA (Eastern Region Field Operations Hub)",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,130,ORG-0129,synthetic-demo,e290ddcd2c1a0d61a54018ad33a8b44e8234eaed3a530e87ae1db749e364716fe,enriched_dense_synthetic_generation_2026_07,none,ORG-8ef78f739d
