rate_band_code,role_code,level_code,currency,rate_basis,rate_unit,loaded_rate,scarcity_adj_rate,indicative_bill_rate,valid_from,source,confidence,approval_status,status,version
ROL-263-LVL-09,ROL-263,LVL-09,USD,onshore_si_t1_benchmark,hour,107.97,140.36,227.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0743 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-264-LVL-07,ROL-264,LVL-07,USD,onshore_si_t1_benchmark,hour,157.46,204.70,349.38,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0744 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-264-LVL-08,ROL-264,LVL-08,USD,onshore_si_t1_benchmark,hour,134.96,175.45,292.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0745 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-265-LVL-08,ROL-265,LVL-08,USD,onshore_si_t1_benchmark,hour,134.96,175.45,292.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0746 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-265-LVL-09,ROL-265,LVL-09,USD,onshore_si_t1_benchmark,hour,107.97,140.36,227.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0747 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-266-LVL-08,ROL-266,LVL-08,USD,onshore_si_t1_benchmark,hour,134.96,175.45,292.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0748 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-266-LVL-09,ROL-266,LVL-09,USD,onshore_si_t1_benchmark,hour,107.97,140.36,227.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0749 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-267-LVL-08,ROL-267,LVL-08,USD,onshore_si_t1_benchmark,hour,134.96,148.46,247.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0750 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-267-LVL-09,ROL-267,LVL-09,USD,onshore_si_t1_benchmark,hour,107.97,118.77,192.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0751 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-268-LVL-04,ROL-268,LVL-04,USD,onshore_si_t1_benchmark,hour,269.93,350.91,585.00,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0752 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-268-LVL-05,ROL-268,LVL-05,USD,onshore_si_t1_benchmark,hour,220.44,286.57,487.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0753 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-268-LVL-06,ROL-268,LVL-06,USD,onshore_si_t1_benchmark,hour,179.95,233.94,406.25,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0754 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-268-LVL-07,ROL-268,LVL-07,USD,onshore_si_t1_benchmark,hour,157.46,204.70,349.38,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0755 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-269-LVL-08,ROL-269,LVL-08,USD,onshore_si_t1_benchmark,hour,134.96,175.45,292.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0756 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-269-LVL-09,ROL-269,LVL-09,USD,onshore_si_t1_benchmark,hour,107.97,140.36,227.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0757 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-270-LVL-08,ROL-270,LVL-08,USD,onshore_si_t1_benchmark,hour,134.96,148.46,247.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0758 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-270-LVL-09,ROL-270,LVL-09,USD,onshore_si_t1_benchmark,hour,107.97,118.77,192.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0759 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-271-LVL-08,ROL-271,LVL-08,USD,onshore_si_t1_benchmark,hour,134.96,175.45,292.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0760 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-271-LVL-09,ROL-271,LVL-09,USD,onshore_si_t1_benchmark,hour,107.97,140.36,227.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0761 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-272-LVL-04,ROL-272,LVL-04,USD,onshore_si_t1_benchmark,hour,269.93,350.91,585.00,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0762 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-272-LVL-05,ROL-272,LVL-05,USD,onshore_si_t1_benchmark,hour,220.44,286.57,487.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0763 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-272-LVL-06,ROL-272,LVL-06,USD,onshore_si_t1_benchmark,hour,179.95,233.94,406.25,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0764 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-272-LVL-07,ROL-272,LVL-07,USD,onshore_si_t1_benchmark,hour,157.46,204.70,349.38,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0765 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-273-LVL-08,ROL-273,LVL-08,USD,onshore_si_t1_benchmark,hour,134.96,148.46,247.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0766 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-273-LVL-09,ROL-273,LVL-09,USD,onshore_si_t1_benchmark,hour,107.97,118.77,192.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0767 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-274-LVL-08,ROL-274,LVL-08,USD,onshore_si_t1_benchmark,hour,134.96,175.45,292.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0768 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-274-LVL-09,ROL-274,LVL-09,USD,onshore_si_t1_benchmark,hour,107.97,140.36,227.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0769 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-275-LVL-08,ROL-275,LVL-08,USD,onshore_si_t1_benchmark,hour,134.96,148.46,247.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0770 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-275-LVL-09,ROL-275,LVL-09,USD,onshore_si_t1_benchmark,hour,107.97,118.77,192.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0771 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-276-LVL-08,ROL-276,LVL-08,USD,onshore_si_t1_benchmark,hour,134.96,148.46,247.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0772 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-276-LVL-09,ROL-276,LVL-09,USD,onshore_si_t1_benchmark,hour,107.97,118.77,192.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0773 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-277-LVL-08,ROL-277,LVL-08,USD,onshore_si_t1_benchmark,hour,134.96,148.46,247.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0774 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-277-LVL-09,ROL-277,LVL-09,USD,onshore_si_t1_benchmark,hour,107.97,118.77,192.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0775 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-278-LVL-08,ROL-278,LVL-08,USD,onshore_si_t1_benchmark,hour,134.96,148.46,247.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0776 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-278-LVL-09,ROL-278,LVL-09,USD,onshore_si_t1_benchmark,hour,107.97,118.77,192.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0777 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-279-LVL-08,ROL-279,LVL-08,USD,onshore_si_t1_benchmark,hour,134.96,134.96,225.00,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0778 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-279-LVL-09,ROL-279,LVL-09,USD,onshore_si_t1_benchmark,hour,107.97,107.97,175.00,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0779 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-279-LVL-10,ROL-279,LVL-10,USD,onshore_si_t1_benchmark,hour,85.48,85.48,131.25,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0780 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-280-LVL-08,ROL-280,LVL-08,USD,onshore_si_t1_benchmark,hour,134.96,148.46,247.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0781 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-280-LVL-09,ROL-280,LVL-09,USD,onshore_si_t1_benchmark,hour,107.97,118.77,192.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0782 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-281-LVL-02,ROL-281,LVL-02,USD,onshore_si_t1_benchmark,hour,386.90,502.97,853.13,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0783 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-281-LVL-03,ROL-281,LVL-03,USD,onshore_si_t1_benchmark,hour,323.91,421.09,698.75,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0784 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-281-LVL-04,ROL-281,LVL-04,USD,onshore_si_t1_benchmark,hour,269.93,350.91,585.00,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0785 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-282-LVL-04,ROL-282,LVL-04,USD,onshore_si_t1_benchmark,hour,269.93,350.91,585.00,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0786 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-282-LVL-05,ROL-282,LVL-05,USD,onshore_si_t1_benchmark,hour,220.44,286.57,487.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0787 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-282-LVL-06,ROL-282,LVL-06,USD,onshore_si_t1_benchmark,hour,179.95,233.94,406.25,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0788 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-282-LVL-07,ROL-282,LVL-07,USD,onshore_si_t1_benchmark,hour,157.46,204.70,349.38,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0789 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-283-LVL-07,ROL-283,LVL-07,USD,onshore_si_t1_benchmark,hour,157.46,204.70,349.38,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0790 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-283-LVL-08,ROL-283,LVL-08,USD,onshore_si_t1_benchmark,hour,134.96,175.45,292.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0791 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-284-LVL-04,ROL-284,LVL-04,USD,onshore_si_t1_benchmark,hour,269.93,350.91,585.00,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0792 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-284-LVL-05,ROL-284,LVL-05,USD,onshore_si_t1_benchmark,hour,220.44,286.57,487.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0793 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-284-LVL-06,ROL-284,LVL-06,USD,onshore_si_t1_benchmark,hour,179.95,233.94,406.25,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0794 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-284-LVL-07,ROL-284,LVL-07,USD,onshore_si_t1_benchmark,hour,157.46,204.70,349.38,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0795 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-285-LVL-08,ROL-285,LVL-08,USD,onshore_si_t1_benchmark,hour,134.96,175.45,292.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0796 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-285-LVL-09,ROL-285,LVL-09,USD,onshore_si_t1_benchmark,hour,107.97,140.36,227.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0797 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-286-LVL-07,ROL-286,LVL-07,USD,onshore_si_t1_benchmark,hour,157.46,204.70,349.38,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0798 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-286-LVL-08,ROL-286,LVL-08,USD,onshore_si_t1_benchmark,hour,134.96,175.45,292.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0799 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-287-LVL-07,ROL-287,LVL-07,USD,onshore_si_t1_benchmark,hour,157.46,204.70,349.38,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0800 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-287-LVL-08,ROL-287,LVL-08,USD,onshore_si_t1_benchmark,hour,134.96,175.45,292.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0801 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-288-LVL-08,ROL-288,LVL-08,USD,onshore_si_t1_benchmark,hour,134.96,148.46,247.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0802 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-288-LVL-09,ROL-288,LVL-09,USD,onshore_si_t1_benchmark,hour,107.97,118.77,192.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0803 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-288-LVL-10,ROL-288,LVL-10,USD,onshore_si_t1_benchmark,hour,85.48,94.02,144.38,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0804 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-289-LVL-07,ROL-289,LVL-07,USD,onshore_si_t1_benchmark,hour,157.46,204.70,349.38,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0805 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-289-LVL-08,ROL-289,LVL-08,USD,onshore_si_t1_benchmark,hour,134.96,175.45,292.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0806 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-290-LVL-07,ROL-290,LVL-07,USD,onshore_si_t1_benchmark,hour,157.46,204.70,349.38,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0807 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-290-LVL-08,ROL-290,LVL-08,USD,onshore_si_t1_benchmark,hour,134.96,175.45,292.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0808 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-291-LVL-07,ROL-291,LVL-07,USD,onshore_si_t1_benchmark,hour,157.46,204.70,349.38,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0809 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-291-LVL-08,ROL-291,LVL-08,USD,onshore_si_t1_benchmark,hour,134.96,175.45,292.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0810 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-292-LVL-08,ROL-292,LVL-08,USD,onshore_si_t1_benchmark,hour,134.96,175.45,292.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0811 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-292-LVL-09,ROL-292,LVL-09,USD,onshore_si_t1_benchmark,hour,107.97,140.36,227.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0812 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-293-LVL-08,ROL-293,LVL-08,USD,onshore_si_t1_benchmark,hour,134.96,148.46,247.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0813 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-293-LVL-09,ROL-293,LVL-09,USD,onshore_si_t1_benchmark,hour,107.97,118.77,192.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0814 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-294-LVL-08,ROL-294,LVL-08,USD,onshore_si_t1_benchmark,hour,134.96,148.46,247.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0815 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-294-LVL-09,ROL-294,LVL-09,USD,onshore_si_t1_benchmark,hour,107.97,118.77,192.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0816 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-295-LVL-08,ROL-295,LVL-08,USD,onshore_si_t1_benchmark,hour,134.96,148.46,247.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0817 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-295-LVL-09,ROL-295,LVL-09,USD,onshore_si_t1_benchmark,hour,107.97,118.77,192.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0818 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-296-LVL-07,ROL-296,LVL-07,USD,onshore_si_t1_benchmark,hour,157.46,204.70,349.38,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0819 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-296-LVL-08,ROL-296,LVL-08,USD,onshore_si_t1_benchmark,hour,134.96,175.45,292.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0820 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-297-LVL-06,ROL-297,LVL-06,USD,onshore_si_t1_benchmark,hour,179.95,197.95,343.75,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0821 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-297-LVL-07,ROL-297,LVL-07,USD,onshore_si_t1_benchmark,hour,157.46,173.20,295.63,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0822 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-297-LVL-08,ROL-297,LVL-08,USD,onshore_si_t1_benchmark,hour,134.96,148.46,247.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0823 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-298-LVL-06,ROL-298,LVL-06,USD,onshore_si_t1_benchmark,hour,179.95,197.95,343.75,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0824 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-298-LVL-07,ROL-298,LVL-07,USD,onshore_si_t1_benchmark,hour,157.46,173.20,295.63,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0825 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-298-LVL-08,ROL-298,LVL-08,USD,onshore_si_t1_benchmark,hour,134.96,148.46,247.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0826 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-299-LVL-05,ROL-299,LVL-05,USD,onshore_si_t1_benchmark,hour,220.44,286.57,487.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0827 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-299-LVL-06,ROL-299,LVL-06,USD,onshore_si_t1_benchmark,hour,179.95,233.94,406.25,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0828 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-299-LVL-07,ROL-299,LVL-07,USD,onshore_si_t1_benchmark,hour,157.46,204.70,349.38,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0829 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-300-LVL-08,ROL-300,LVL-08,USD,onshore_si_t1_benchmark,hour,134.96,148.46,247.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0830 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-300-LVL-09,ROL-300,LVL-09,USD,onshore_si_t1_benchmark,hour,107.97,118.77,192.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0831 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-301-LVL-07,ROL-301,LVL-07,USD,onshore_si_t1_benchmark,hour,157.46,173.20,295.63,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0832 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-301-LVL-08,ROL-301,LVL-08,USD,onshore_si_t1_benchmark,hour,134.96,148.46,247.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0833 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-302-LVL-04,ROL-302,LVL-04,USD,onshore_si_t1_benchmark,hour,269.93,296.92,495.00,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0834 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-302-LVL-05,ROL-302,LVL-05,USD,onshore_si_t1_benchmark,hour,220.44,242.49,412.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0835 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-302-LVL-06,ROL-302,LVL-06,USD,onshore_si_t1_benchmark,hour,179.95,197.95,343.75,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0836 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-303-LVL-05,ROL-303,LVL-05,USD,onshore_si_t1_benchmark,hour,220.44,242.49,412.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0837 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-303-LVL-06,ROL-303,LVL-06,USD,onshore_si_t1_benchmark,hour,179.95,197.95,343.75,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0838 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
