tenant_key,dataset_version,source_row_id,contract_id,vendor_ref,vendor_name,cloud_provider,cloud_account_id,business_unit,application_ref,service_name,usage_type,region,month,usage_quantity,usage_unit,on_demand_spend_usd,covered_spend_usd,total_spend_usd,owner_tag,environment_tag,source_file_id
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-12:RDS-DATABASE,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-ANALYTICS-PROD,Clinical Operations,APP-CLOUD-EHR-INT,RDS Database,DatabaseUsage,us-east-1,2026-12,1844444,service-unit,166000,166000,332000,Clinical Operations,prod,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-12:EKS-CONTAINERS,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-ANALYTICS-PROD,Patient Access,APP-CLOUD-PATIENT-DIGITAL,EKS Containers,ContainerHours,us-east-1,2026-12,1383333,service-unit,219120,29880,249000,Patient Access,prod,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-12:S3-STORAGE,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-ANALYTICS-PROD,Enterprise Analytics,APP-CLOUD-DATA-PLATFORM,S3 Storage,TimedStorage-ByteHrs,us-east-1,2026-12,13833333,GB-month,182600,24900,207500,Enterprise Analytics,prod,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-12:DATA-TRANSFER,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-ANALYTICS-PROD,Patient Access,APP-CLOUD-PATIENT-DIGITAL,Data Transfer,DataTransfer-Out-Bytes,us-east-1,2026-12,1037500,GB-month,164340,22410,186750,Patient Access,prod,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-12:CLOUDWATCH-AND-SECURITY,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-ANALYTICS-PROD,Security,APP-CLOUD-SECURITY-LAKE,CloudWatch and Security,MonitoringEvents,us-east-1,2026-12,806944,service-unit,127820,17430,145250,Security,prod,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-12:ENTERPRISE-SUPPORT,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-ANALYTICS-PROD,Clinical Operations,APP-CLOUD-EHR-INT,Enterprise Support,Support-Business,global,2026-12,922222,service-unit,0,166000,166000,Clinical Operations,prod,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-12:OTHER-SERVICES,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-ANALYTICS-PROD,Enterprise Integration,APP-CLOUD-INTEGRATION-HUB,Other services,Multiple,mixed,2026-12,461111,service-unit,73040,9960,83000,Enterprise Integration,,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-12:VIRTUAL-MACHINES,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-SECURITY-OPS,Enterprise Analytics,APP-CLOUD-DATA-PLATFORM,Virtual Machines,Dsv5 Hours,eastus,2026-12,1692857,service-unit,177750,177750,355500,Enterprise Analytics,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-12:AZURE-SQL,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-SECURITY-OPS,Enterprise Analytics,APP-CLOUD-CLAIMS-ANALYTICS,Azure SQL,vCore Hours,eastus,2026-12,1286571,service-unit,135090,135090,270180,Enterprise Analytics,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-12:SYNAPSE-ANALYTICS,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-SECURITY-OPS,Enterprise Analytics,APP-CLOUD-CLAIMS-ANALYTICS,Synapse Analytics,DWU Hours,eastus,2026-12,1083429,service-unit,200217.6,27302.4,227520,Enterprise Analytics,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-12:STORAGE-ACCOUNTS,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-SECURITY-OPS,Enterprise Analytics,APP-CLOUD-DATA-PLATFORM,Storage Accounts,Capacity GB-Month,eastus,2026-12,9750857,GB-month,150163.2,20476.8,170640,Enterprise Analytics,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-12:NETWORK-EGRESS,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-SECURITY-OPS,Enterprise Integration,APP-CLOUD-INTEGRATION-HUB,Network Egress,Bandwidth,eastus,2026-12,609429,service-unit,112622.4,15357.6,127980,Enterprise Integration,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-12:MICROSOFT-DEFENDER-FOR-CLOUD,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-SECURITY-OPS,Security,APP-CLOUD-SECURITY-LAKE,Microsoft Defender for Cloud,Protected Resource,global,2026-12,609429,service-unit,112622.4,15357.6,127980,Security,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-12:ENTERPRISE-SUPPORT,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-SECURITY-OPS,Security,APP-CLOUD-SECURITY-LAKE,Enterprise Support,Support,global,2026-12,406286,service-unit,0,85320,85320,Security,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-12:OTHER-SERVICES,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-SECURITY-OPS,Enterprise Integration,APP-CLOUD-INTEGRATION-HUB,Other services,Multiple,mixed,2026-12,270857,service-unit,50054.4,6825.6,56880,Enterprise Integration,,DOC-MER-CLOUD-AZURE-001-COST-MGMT
