profile_id,tenant_key,entity_type,entity_key,display_name,record_count,confidence,summary
profile:metrics:Service_Management_/_IT_Operations:_Automated_close_and_reporting,meridian-health,metrics,Service Management / IT Operations: Automated close and reporting,Service Management / IT Operations: Automated close and reporting,1,high,Service Management / IT Operations: Automated close and reporting
profile:metrics:Procurement_/_Vendor_Management:_Governed_data_foundation_for_AI_/_LLM_automation,meridian-health,metrics,Procurement / Vendor Management: Governed data foundation for AI / LLM automation,Procurement / Vendor Management: Governed data foundation for AI / LLM automation,2,medium,Procurement / Vendor Management: Governed data foundation for AI / LLM automation; Procurement / Vendor Management: Governed data foundation for AI / LLM automation
profile:metrics:Procurement_/_Vendor_Management:_Call_center_optimization,meridian-health,metrics,Procurement / Vendor Management: Call center optimization,Procurement / Vendor Management: Call center optimization,2,medium,Procurement / Vendor Management: Call center optimization; Procurement / Vendor Management: Call center optimization
profile:metrics:Procurement_/_Vendor_Management:_Provider_quality_and_performance,meridian-health,metrics,Procurement / Vendor Management: Provider quality and performance,Procurement / Vendor Management: Provider quality and performance,2,high,Procurement / Vendor Management: Provider quality and performance; Procurement / Vendor Management: Provider quality and performance
profile:metrics:Procurement_/_Vendor_Management:_End-to-end_cost_transparency,meridian-health,metrics,Procurement / Vendor Management: End-to-end cost transparency,Procurement / Vendor Management: End-to-end cost transparency,2,high,Procurement / Vendor Management: End-to-end cost transparency; Procurement / Vendor Management: End-to-end cost transparency
profile:metrics:Procurement_/_Vendor_Management:_Payment_integrity_and_leakage_reduction,meridian-health,metrics,Procurement / Vendor Management: Payment integrity and leakage reduction,Procurement / Vendor Management: Payment integrity and leakage reduction,2,medium,Procurement / Vendor Management: Payment integrity and leakage reduction; Procurement / Vendor Management: Payment integrity and leakage reduction
profile:metrics:Procurement_/_Vendor_Management:_Automated_close_and_reporting,meridian-health,metrics,Procurement / Vendor Management: Automated close and reporting,Procurement / Vendor Management: Automated close and reporting,1,high,Procurement / Vendor Management: Automated close and reporting
profile:metrics:Procurement_/_Vendor_Management:_Unified_clinical_+_claims_lakehouse,meridian-health,metrics,Procurement / Vendor Management: Unified clinical + claims lakehouse,Procurement / Vendor Management: Unified clinical + claims lakehouse,1,high,Procurement / Vendor Management: Unified clinical + claims lakehouse
profile:metrics:HR_/_Workforce_/_Change_Management:_Call_center_optimization,meridian-health,metrics,HR / Workforce / Change Management: Call center optimization,HR / Workforce / Change Management: Call center optimization,2,medium,HR / Workforce / Change Management: Call center optimization; HR / Workforce / Change Management: Call center optimization
profile:metrics:HR_/_Workforce_/_Change_Management:_Provider_quality_and_performance,meridian-health,metrics,HR / Workforce / Change Management: Provider quality and performance,HR / Workforce / Change Management: Provider quality and performance,2,medium,HR / Workforce / Change Management: Provider quality and performance; HR / Workforce / Change Management: Provider quality and performance
profile:metrics:HR_/_Workforce_/_Change_Management:_End-to-end_cost_transparency,meridian-health,metrics,HR / Workforce / Change Management: End-to-end cost transparency,HR / Workforce / Change Management: End-to-end cost transparency,2,high,HR / Workforce / Change Management: End-to-end cost transparency; HR / Workforce / Change Management: End-to-end cost transparency
profile:metrics:HR_/_Workforce_/_Change_Management:_Payment_integrity_and_leakage_reduction,meridian-health,metrics,HR / Workforce / Change Management: Payment integrity and leakage reduction,HR / Workforce / Change Management: Payment integrity and leakage reduction,2,high,HR / Workforce / Change Management: Payment integrity and leakage reduction; HR / Workforce / Change Management: Payment integrity and leakage reduction
profile:metrics:HR_/_Workforce_/_Change_Management:_Automated_close_and_reporting,meridian-health,metrics,HR / Workforce / Change Management: Automated close and reporting,HR / Workforce / Change Management: Automated close and reporting,2,medium,HR / Workforce / Change Management: Automated close and reporting; HR / Workforce / Change Management: Automated close and reporting
profile:metrics:HR_/_Workforce_/_Change_Management:_Unified_clinical_+_claims_lakehouse,meridian-health,metrics,HR / Workforce / Change Management: Unified clinical + claims lakehouse,HR / Workforce / Change Management: Unified clinical + claims lakehouse,1,high,HR / Workforce / Change Management: Unified clinical + claims lakehouse
profile:metrics:HR_/_Workforce_/_Change_Management:_Governed_data_foundation_for_AI_/_LLM_automation,meridian-health,metrics,HR / Workforce / Change Management: Governed data foundation for AI / LLM automation,HR / Workforce / Change Management: Governed data foundation for AI / LLM automation,1,high,HR / Workforce / Change Management: Governed data foundation for AI / LLM automation
profile:metrics:Program_/_Transformation_Office:_Provider_quality_and_performance,meridian-health,metrics,Program / Transformation Office: Provider quality and performance,Program / Transformation Office: Provider quality and performance,2,medium,Program / Transformation Office: Provider quality and performance; Program / Transformation Office: Provider quality and performance
profile:metrics:Program_/_Transformation_Office:_End-to-end_cost_transparency,meridian-health,metrics,Program / Transformation Office: End-to-end cost transparency,Program / Transformation Office: End-to-end cost transparency,2,medium,Program / Transformation Office: End-to-end cost transparency; Program / Transformation Office: End-to-end cost transparency
profile:metrics:Program_/_Transformation_Office:_Payment_integrity_and_leakage_reduction,meridian-health,metrics,Program / Transformation Office: Payment integrity and leakage reduction,Program / Transformation Office: Payment integrity and leakage reduction,2,high,Program / Transformation Office: Payment integrity and leakage reduction; Program / Transformation Office: Payment integrity and leakage reduction
profile:metrics:Program_/_Transformation_Office:_Automated_close_and_reporting,meridian-health,metrics,Program / Transformation Office: Automated close and reporting,Program / Transformation Office: Automated close and reporting,2,high,Program / Transformation Office: Automated close and reporting; Program / Transformation Office: Automated close and reporting
profile:metrics:Program_/_Transformation_Office:_Unified_clinical_+_claims_lakehouse,meridian-health,metrics,Program / Transformation Office: Unified clinical + claims lakehouse,Program / Transformation Office: Unified clinical + claims lakehouse,2,medium,Program / Transformation Office: Unified clinical + claims lakehouse; Program / Transformation Office: Unified clinical + claims lakehouse
profile:metrics:Program_/_Transformation_Office:_Governed_data_foundation_for_AI_/_LLM_automation,meridian-health,metrics,Program / Transformation Office: Governed data foundation for AI / LLM automation,Program / Transformation Office: Governed data foundation for AI / LLM automation,1,high,Program / Transformation Office: Governed data foundation for AI / LLM automation
profile:metrics:Program_/_Transformation_Office:_Call_center_optimization,meridian-health,metrics,Program / Transformation Office: Call center optimization,Program / Transformation Office: Call center optimization,1,high,Program / Transformation Office: Call center optimization
profile:metrics:Microsoft_365_Copilot_benefit_measurement,meridian-health,metrics,Microsoft 365 Copilot benefit measurement,Microsoft 365 Copilot benefit measurement,1,high,Microsoft 365 Copilot benefit measurement
profile:metrics:ServiceNow_AI_Agent_Assist_benefit_measurement,meridian-health,metrics,ServiceNow AI Agent Assist benefit measurement,ServiceNow AI Agent Assist benefit measurement,1,high,ServiceNow AI Agent Assist benefit measurement
profile:metrics:Workday_AI_HR/Finance_Assist_benefit_measurement,meridian-health,metrics,Workday AI HR/Finance Assist benefit measurement,Workday AI HR/Finance Assist benefit measurement,1,high,Workday AI HR/Finance Assist benefit measurement
profile:metrics:GitHub_Copilot_Enterprise_benefit_measurement,meridian-health,metrics,GitHub Copilot Enterprise benefit measurement,GitHub Copilot Enterprise benefit measurement,1,high,GitHub Copilot Enterprise benefit measurement
profile:metrics:Contact_Center_Knowledge_Foundation_benefit_measurement,meridian-health,metrics,Contact Center Knowledge Foundation benefit measurement,Contact Center Knowledge Foundation benefit measurement,1,high,Contact Center Knowledge Foundation benefit measurement
profile:metrics:Data_and_AI_Platform_Enablement_benefit_measurement,meridian-health,metrics,Data and AI Platform Enablement benefit measurement,Data and AI Platform Enablement benefit measurement,1,high,Data and AI Platform Enablement benefit measurement
profile:metrics:AI_Governance_Controls_benefit_measurement,meridian-health,metrics,AI Governance Controls benefit measurement,AI Governance Controls benefit measurement,1,high,AI Governance Controls benefit measurement
profile:metrics:Member_Service_AI_Assist_benefit_measurement,meridian-health,metrics,Member Service AI Assist benefit measurement,Member Service AI Assist benefit measurement,1,high,Member Service AI Assist benefit measurement
profile:risks_controls:Unified_clinical_+_claims_lakehouse:_No_certified_medallion_architecture,meridian-health,risks_controls,Unified clinical + claims lakehouse: No certified medallion architecture,Unified clinical + claims lakehouse: No certified medallion architecture,1,high,Unified clinical + claims lakehouse: No certified medallion architecture
profile:risks_controls:Unified_clinical_+_claims_lakehouse:_No_patient/member_identity_spine_loaded,meridian-health,risks_controls,Unified clinical + claims lakehouse: No patient/member identity spine loaded,Unified clinical + claims lakehouse: No patient/member identity spine loaded,1,high,Unified clinical + claims lakehouse: No patient/member identity spine loaded
profile:risks_controls:Unified_clinical_+_claims_lakehouse:_Claims_and_pharmacy_harmonization_not_proven,meridian-health,risks_controls,Unified clinical + claims lakehouse: Claims and pharmacy harmonization not proven,Unified clinical + claims lakehouse: Claims and pharmacy harmonization not proven,1,high,Unified clinical + claims lakehouse: Claims and pharmacy harmonization not proven
profile:risks_controls:Unified_clinical_+_claims_lakehouse:_AWS/Databricks_foundation_not_ready,meridian-health,risks_controls,Unified clinical + claims lakehouse: AWS/Databricks foundation not ready,Unified clinical + claims lakehouse: AWS/Databricks foundation not ready,1,medium,Unified clinical + claims lakehouse: AWS/Databricks foundation not ready
profile:risks_controls:Governed_data_foundation_for_AI_/_LLM_automation:_No_formal_data_governance,meridian-health,risks_controls,Governed data foundation for AI / LLM automation: No formal data governance,Governed data foundation for AI / LLM automation: No formal data governance,1,high,Governed data foundation for AI / LLM automation: No formal data governance
profile:risks_controls:Governed_data_foundation_for_AI_/_LLM_automation:_No_certified_semantic_layer,meridian-health,risks_controls,Governed data foundation for AI / LLM automation: No certified semantic layer,Governed data foundation for AI / LLM automation: No certified semantic layer,1,high,Governed data foundation for AI / LLM automation: No certified semantic layer
profile:risks_controls:Governed_data_foundation_for_AI_/_LLM_automation:_No_AI_audit_trail_evidence,meridian-health,risks_controls,Governed data foundation for AI / LLM automation: No AI audit trail evidence,Governed data foundation for AI / LLM automation: No AI audit trail evidence,1,high,Governed data foundation for AI / LLM automation: No AI audit trail evidence
profile:risks_controls:Governed_data_foundation_for_AI_/_LLM_automation:_Data_quality_rules_not_loaded,meridian-health,risks_controls,Governed data foundation for AI / LLM automation: Data quality rules not loaded,Governed data foundation for AI / LLM automation: Data quality rules not loaded,1,medium,Governed data foundation for AI / LLM automation: Data quality rules not loaded
profile:risks_controls:Call_center_optimization:_Transcript_governance_not_loaded,meridian-health,risks_controls,Call center optimization: Transcript governance not loaded,Call center optimization: Transcript governance not loaded,1,high,Call center optimization: Transcript governance not loaded
profile:risks_controls:Call_center_optimization:_Real-time_integration_not_proven,meridian-health,risks_controls,Call center optimization: Real-time integration not proven,Call center optimization: Real-time integration not proven,1,high,Call center optimization: Real-time integration not proven
profile:risks_controls:Call_center_optimization:_Intent_taxonomy_not_certified,meridian-health,risks_controls,Call center optimization: Intent taxonomy not certified,Call center optimization: Intent taxonomy not certified,1,high,Call center optimization: Intent taxonomy not certified
profile:risks_controls:Call_center_optimization:_Member_identity_linkage_not_proven,meridian-health,risks_controls,Call center optimization: Member identity linkage not proven,Call center optimization: Member identity linkage not proven,1,medium,Call center optimization: Member identity linkage not proven
profile:risks_controls:Provider_quality_and_performance:_Measure_logic_fragmented_across_BI_tools,meridian-health,risks_controls,Provider quality and performance: Measure logic fragmented across BI tools,Provider quality and performance: Measure logic fragmented across BI tools,1,high,Provider quality and performance: Measure logic fragmented across BI tools
profile:risks_controls:Provider_quality_and_performance:_Attribution_ownership_not_proven,meridian-health,risks_controls,Provider quality and performance: Attribution ownership not proven,Provider quality and performance: Attribution ownership not proven,1,high,Provider quality and performance: Attribution ownership not proven
profile:risks_controls:Provider_quality_and_performance:_Provider_contract_linkage_not_certified,meridian-health,risks_controls,Provider quality and performance: Provider contract linkage not certified,Provider quality and performance: Provider contract linkage not certified,1,high,Provider quality and performance: Provider contract linkage not certified
profile:risks_controls:Provider_quality_and_performance:_Near-real-time_quality_layer_not_proven,meridian-health,risks_controls,Provider quality and performance: Near-real-time quality layer not proven,Provider quality and performance: Near-real-time quality layer not proven,1,medium,Provider quality and performance: Near-real-time quality layer not proven
profile:risks_controls:End-to-end_cost_transparency:_Provider_contract_terms_not_digitized_in_governed_form,meridian-health,risks_controls,End-to-end cost transparency: Provider contract terms not digitized in governed form,End-to-end cost transparency: Provider contract terms not digitized in governed form,1,high,End-to-end cost transparency: Provider contract terms not digitized in governed form
profile:risks_controls:End-to-end_cost_transparency:_Claims_and_GL_calendar_alignment_not_proven,meridian-health,risks_controls,End-to-end cost transparency: Claims and GL calendar alignment not proven,End-to-end cost transparency: Claims and GL calendar alignment not proven,1,high,End-to-end cost transparency: Claims and GL calendar alignment not proven
profile:risks_controls:End-to-end_cost_transparency:_Cost_allocation_rules_not_loaded,meridian-health,risks_controls,End-to-end cost transparency: Cost allocation rules not loaded,End-to-end cost transparency: Cost allocation rules not loaded,1,high,End-to-end cost transparency: Cost allocation rules not loaded
profile:risks_controls:End-to-end_cost_transparency:_Margin_semantic_model_not_certified,meridian-health,risks_controls,End-to-end cost transparency: Margin semantic model not certified,End-to-end cost transparency: Margin semantic model not certified,1,medium,End-to-end cost transparency: Margin semantic model not certified
profile:risks_controls:Payment_integrity_and_leakage_reduction:_Rules_and_model_lineage_not_governed,meridian-health,risks_controls,Payment integrity and leakage reduction: Rules and model lineage not governed,Payment integrity and leakage reduction: Rules and model lineage not governed,1,high,Payment integrity and leakage reduction: Rules and model lineage not governed
profile:risks_controls:Payment_integrity_and_leakage_reduction:_Provider_entity_resolution_not_proven,meridian-health,risks_controls,Payment integrity and leakage reduction: Provider entity resolution not proven,Payment integrity and leakage reduction: Provider entity resolution not proven,1,high,Payment integrity and leakage reduction: Provider entity resolution not proven
profile:risks_controls:Payment_integrity_and_leakage_reduction:_Investigation_workflow_evidence_not_loaded,meridian-health,risks_controls,Payment integrity and leakage reduction: Investigation workflow evidence not loaded,Payment integrity and leakage reduction: Investigation workflow evidence not loaded,1,high,Payment integrity and leakage reduction: Investigation workflow evidence not loaded
profile:risks_controls:Payment_integrity_and_leakage_reduction:_Recovery_realization_tracking_not_loaded,meridian-health,risks_controls,Payment integrity and leakage reduction: Recovery realization tracking not loaded,Payment integrity and leakage reduction: Recovery realization tracking not loaded,1,medium,Payment integrity and leakage reduction: Recovery realization tracking not loaded
profile:risks_controls:Automated_close_and_reporting:_Manual_reporting_maintenance_load,meridian-health,risks_controls,Automated close and reporting: Manual reporting maintenance load,Automated close and reporting: Manual reporting maintenance load,1,high,Automated close and reporting: Manual reporting maintenance load
profile:risks_controls:Automated_close_and_reporting:_Certified_finance_semantic_layer_not_loaded,meridian-health,risks_controls,Automated close and reporting: Certified finance semantic layer not loaded,Automated close and reporting: Certified finance semantic layer not loaded,1,high,Automated close and reporting: Certified finance semantic layer not loaded
profile:risks_controls:Automated_close_and_reporting:_Close_workflow_integration_not_proven,meridian-health,risks_controls,Automated close and reporting: Close workflow integration not proven,Automated close and reporting: Close workflow integration not proven,1,high,Automated close and reporting: Close workflow integration not proven
profile:risks_controls:Automated_close_and_reporting:_Metric_governance_not_formalized,meridian-health,risks_controls,Automated close and reporting: Metric governance not formalized,Automated close and reporting: Metric governance not formalized,1,medium,Automated close and reporting: Metric governance not formalized
profile:risks_controls:CEO_/_Enterprise_Strategy:_Unified_clinical_+_claims_lakehouse,meridian-health,risks_controls,CEO / Enterprise Strategy: Unified clinical + claims lakehouse,CEO / Enterprise Strategy: Unified clinical + claims lakehouse,2,medium,CEO / Enterprise Strategy: Unified clinical + claims lakehouse; CEO / Enterprise Strategy: Unified clinical + claims lakehouse
profile:risks_controls:CEO_/_Enterprise_Strategy:_Governed_data_foundation_for_AI_/_LLM_automation,meridian-health,risks_controls,CEO / Enterprise Strategy: Governed data foundation for AI / LLM automation,CEO / Enterprise Strategy: Governed data foundation for AI / LLM automation,2,medium,CEO / Enterprise Strategy: Governed data foundation for AI / LLM automation; CEO / Enterprise Strategy: Governed data foundation for AI / LLM automation
profile:risks_controls:CEO_/_Enterprise_Strategy:_Call_center_optimization,meridian-health,risks_controls,CEO / Enterprise Strategy: Call center optimization,CEO / Enterprise Strategy: Call center optimization,2,high,CEO / Enterprise Strategy: Call center optimization; CEO / Enterprise Strategy: Call center optimization
profile:risks_controls:CEO_/_Enterprise_Strategy:_Provider_quality_and_performance,meridian-health,risks_controls,CEO / Enterprise Strategy: Provider quality and performance,CEO / Enterprise Strategy: Provider quality and performance,2,high,CEO / Enterprise Strategy: Provider quality and performance; CEO / Enterprise Strategy: Provider quality and performance
profile:risks_controls:CEO_/_Enterprise_Strategy:_End-to-end_cost_transparency,meridian-health,risks_controls,CEO / Enterprise Strategy: End-to-end cost transparency,CEO / Enterprise Strategy: End-to-end cost transparency,2,medium,CEO / Enterprise Strategy: End-to-end cost transparency; CEO / Enterprise Strategy: End-to-end cost transparency
profile:risks_controls:CEO_/_Enterprise_Strategy:_Payment_integrity_and_leakage_reduction,meridian-health,risks_controls,CEO / Enterprise Strategy: Payment integrity and leakage reduction,CEO / Enterprise Strategy: Payment integrity and leakage reduction,1,high,CEO / Enterprise Strategy: Payment integrity and leakage reduction
profile:risks_controls:CEO_/_Enterprise_Strategy:_Automated_close_and_reporting,meridian-health,risks_controls,CEO / Enterprise Strategy: Automated close and reporting,CEO / Enterprise Strategy: Automated close and reporting,1,high,CEO / Enterprise Strategy: Automated close and reporting
profile:risks_controls:CFO_/_Finance_&_Value:_Governed_data_foundation_for_AI_/_LLM_automation,meridian-health,risks_controls,CFO / Finance & Value: Governed data foundation for AI / LLM automation,CFO / Finance & Value: Governed data foundation for AI / LLM automation,1,medium,CFO / Finance & Value: Governed data foundation for AI / LLM automation
profile:risks_controls:CFO_/_Finance_&_Value:_Call_center_optimization,meridian-health,risks_controls,CFO / Finance & Value: Call center optimization,CFO / Finance & Value: Call center optimization,1,high,CFO / Finance & Value: Call center optimization
profile:risks_controls:CFO_/_Finance_&_Value:_Provider_quality_and_performance,meridian-health,risks_controls,CFO / Finance & Value: Provider quality and performance,CFO / Finance & Value: Provider quality and performance,1,high,CFO / Finance & Value: Provider quality and performance
profile:risks_controls:CFO_/_Finance_&_Value:_End-to-end_cost_transparency,meridian-health,risks_controls,CFO / Finance & Value: End-to-end cost transparency,CFO / Finance & Value: End-to-end cost transparency,1,high,CFO / Finance & Value: End-to-end cost transparency
profile:risks_controls:CFO_/_Finance_&_Value:_Payment_integrity_and_leakage_reduction,meridian-health,risks_controls,CFO / Finance & Value: Payment integrity and leakage reduction,CFO / Finance & Value: Payment integrity and leakage reduction,2,medium,CFO / Finance & Value: Payment integrity and leakage reduction; CFO / Finance & Value: Payment integrity and leakage reduction
profile:risks_controls:CFO_/_Finance_&_Value:_Automated_close_and_reporting,meridian-health,risks_controls,CFO / Finance & Value: Automated close and reporting,CFO / Finance & Value: Automated close and reporting,1,high,CFO / Finance & Value: Automated close and reporting
profile:risks_controls:CFO_/_Finance_&_Value:_AI_Benefits_Realization_Ledger,meridian-health,risks_controls,CFO / Finance & Value: AI Benefits Realization Ledger,CFO / Finance & Value: AI Benefits Realization Ledger,2,medium,CFO / Finance & Value: AI Benefits Realization Ledger; CFO / Finance & Value: AI Benefits Realization Ledger
profile:risks_controls:Chief_Experience_Officer_/_Member_Experience:_Member_Service_Agent_Assist_Transformation,meridian-health,risks_controls,Chief Experience Officer / Member Experience: Member Service Agent Assist Transformation,Chief Experience Officer / Member Experience: Member Service Agent Assist Transformation,2,medium,Chief Experience Officer / Member Experience: Member Service Agent Assist Transformation; Chief Experience Officer / Member Experience: Member Service Agent Assist Transformation
profile:risks_controls:CISO_/_Security:_AI_Governance_/_Model_Risk_Controls,meridian-health,risks_controls,CISO / Security: AI Governance / Model Risk Controls,CISO / Security: AI Governance / Model Risk Controls,2,medium,CISO / Security: AI Governance / Model Risk Controls; CISO / Security: AI Governance / Model Risk Controls
profile:risks_controls:Contact_Center_/_Member_Service_Operations:_Contact_Center_Platform_/_Knowledge_Modernization,meridian-health,risks_controls,Contact Center / Member Service Operations: Contact Center Platform / Knowledge Modernization,Contact Center / Member Service Operations: Contact Center Platform / Knowledge Modernization,2,medium,Contact Center / Member Service Operations: Contact Center Platform / Knowledge Modernization; Contact Center / Member Service Operations: Contact Center Platform / Knowledge Modernization
profile:risks_controls:CIO_/_Enterprise_Technology:_FY26_AI_spend_governance,meridian-health,risks_controls,CIO / Enterprise Technology: FY26 AI spend governance,CIO / Enterprise Technology: FY26 AI spend governance,2,medium,CIO / Enterprise Technology: FY26 AI spend governance; CIO / Enterprise Technology: FY26 AI spend governance
profile:risks_controls:CIO_/_Enterprise_Technology:_Call_center_optimization,meridian-health,risks_controls,CIO / Enterprise Technology: Call center optimization,CIO / Enterprise Technology: Call center optimization,2,medium,CIO / Enterprise Technology: Call center optimization; CIO / Enterprise Technology: Call center optimization
profile:risks_controls:CIO_/_Enterprise_Technology:_Provider_quality_and_performance,meridian-health,risks_controls,CIO / Enterprise Technology: Provider quality and performance,CIO / Enterprise Technology: Provider quality and performance,2,medium,CIO / Enterprise Technology: Provider quality and performance; CIO / Enterprise Technology: Provider quality and performance
profile:risks_controls:CIO_/_Enterprise_Technology:_End-to-end_cost_transparency,meridian-health,risks_controls,CIO / Enterprise Technology: End-to-end cost transparency,CIO / Enterprise Technology: End-to-end cost transparency,2,high,CIO / Enterprise Technology: End-to-end cost transparency; CIO / Enterprise Technology: End-to-end cost transparency
profile:risks_controls:CIO_/_Enterprise_Technology:_Payment_integrity_and_leakage_reduction,meridian-health,risks_controls,CIO / Enterprise Technology: Payment integrity and leakage reduction,CIO / Enterprise Technology: Payment integrity and leakage reduction,2,high,CIO / Enterprise Technology: Payment integrity and leakage reduction; CIO / Enterprise Technology: Payment integrity and leakage reduction
profile:risks_controls:CIO_/_Enterprise_Technology:_Automated_close_and_reporting,meridian-health,risks_controls,CIO / Enterprise Technology: Automated close and reporting,CIO / Enterprise Technology: Automated close and reporting,2,medium,CIO / Enterprise Technology: Automated close and reporting; CIO / Enterprise Technology: Automated close and reporting
profile:risks_controls:CIO_/_Enterprise_Technology:_Unified_clinical_+_claims_lakehouse,meridian-health,risks_controls,CIO / Enterprise Technology: Unified clinical + claims lakehouse,CIO / Enterprise Technology: Unified clinical + claims lakehouse,1,high,CIO / Enterprise Technology: Unified clinical + claims lakehouse
profile:risks_controls:CIO_/_Enterprise_Technology:_Governed_data_foundation_for_AI_/_LLM_automation,meridian-health,risks_controls,CIO / Enterprise Technology: Governed data foundation for AI / LLM automation,CIO / Enterprise Technology: Governed data foundation for AI / LLM automation,1,high,CIO / Enterprise Technology: Governed data foundation for AI / LLM automation
"profile:risks_controls:CTO_/_Infrastructure,_Cloud_&_Platform:_Provider_quality_and_performance",meridian-health,risks_controls,"CTO / Infrastructure, Cloud & Platform: Provider quality and performance","CTO / Infrastructure, Cloud & Platform: Provider quality and performance",2,medium,"CTO / Infrastructure, Cloud & Platform: Provider quality and performance; CTO / Infrastructure, Cloud & Platform: Provider quality and performance"
"profile:risks_controls:CTO_/_Infrastructure,_Cloud_&_Platform:_End-to-end_cost_transparency",meridian-health,risks_controls,"CTO / Infrastructure, Cloud & Platform: End-to-end cost transparency","CTO / Infrastructure, Cloud & Platform: End-to-end cost transparency",2,medium,"CTO / Infrastructure, Cloud & Platform: End-to-end cost transparency; CTO / Infrastructure, Cloud & Platform: End-to-end cost transparency"
"profile:risks_controls:CTO_/_Infrastructure,_Cloud_&_Platform:_Payment_integrity_and_leakage_reduction",meridian-health,risks_controls,"CTO / Infrastructure, Cloud & Platform: Payment integrity and leakage reduction","CTO / Infrastructure, Cloud & Platform: Payment integrity and leakage reduction",2,high,"CTO / Infrastructure, Cloud & Platform: Payment integrity and leakage reduction; CTO / Infrastructure, Cloud & Platform: Payment integrity and leakage reduction"
"profile:risks_controls:CTO_/_Infrastructure,_Cloud_&_Platform:_Automated_close_and_reporting",meridian-health,risks_controls,"CTO / Infrastructure, Cloud & Platform: Automated close and reporting","CTO / Infrastructure, Cloud & Platform: Automated close and reporting",2,high,"CTO / Infrastructure, Cloud & Platform: Automated close and reporting; CTO / Infrastructure, Cloud & Platform: Automated close and reporting"
"profile:risks_controls:CTO_/_Infrastructure,_Cloud_&_Platform:_Unified_clinical_+_claims_lakehouse",meridian-health,risks_controls,"CTO / Infrastructure, Cloud & Platform: Unified clinical + claims lakehouse","CTO / Infrastructure, Cloud & Platform: Unified clinical + claims lakehouse",2,medium,"CTO / Infrastructure, Cloud & Platform: Unified clinical + claims lakehouse; CTO / Infrastructure, Cloud & Platform: Unified clinical + claims lakehouse"
"profile:risks_controls:CTO_/_Infrastructure,_Cloud_&_Platform:_Governed_data_foundation_for_AI_/_LLM_automation",meridian-health,risks_controls,"CTO / Infrastructure, Cloud & Platform: Governed data foundation for AI / LLM automation","CTO / Infrastructure, Cloud & Platform: Governed data foundation for AI / LLM automation",1,high,"CTO / Infrastructure, Cloud & Platform: Governed data foundation for AI / LLM automation"
"profile:risks_controls:CTO_/_Infrastructure,_Cloud_&_Platform:_Call_center_optimization",meridian-health,risks_controls,"CTO / Infrastructure, Cloud & Platform: Call center optimization","CTO / Infrastructure, Cloud & Platform: Call center optimization",1,high,"CTO / Infrastructure, Cloud & Platform: Call center optimization"
profile:risks_controls:CDAO_/_Data_&_Analytics:_End-to-end_cost_transparency,meridian-health,risks_controls,CDAO / Data & Analytics: End-to-end cost transparency,CDAO / Data & Analytics: End-to-end cost transparency,2,medium,CDAO / Data & Analytics: End-to-end cost transparency; CDAO / Data & Analytics: End-to-end cost transparency
profile:risks_controls:CDAO_/_Data_&_Analytics:_Payment_integrity_and_leakage_reduction,meridian-health,risks_controls,CDAO / Data & Analytics: Payment integrity and leakage reduction,CDAO / Data & Analytics: Payment integrity and leakage reduction,2,medium,CDAO / Data & Analytics: Payment integrity and leakage reduction; CDAO / Data & Analytics: Payment integrity and leakage reduction
profile:risks_controls:CDAO_/_Data_&_Analytics:_Automated_close_and_reporting,meridian-health,risks_controls,CDAO / Data & Analytics: Automated close and reporting,CDAO / Data & Analytics: Automated close and reporting,2,high,CDAO / Data & Analytics: Automated close and reporting; CDAO / Data & Analytics: Automated close and reporting
profile:risks_controls:CDAO_/_Data_&_Analytics:_Unified_clinical_+_claims_lakehouse,meridian-health,risks_controls,CDAO / Data & Analytics: Unified clinical + claims lakehouse,CDAO / Data & Analytics: Unified clinical + claims lakehouse,2,high,CDAO / Data & Analytics: Unified clinical + claims lakehouse; CDAO / Data & Analytics: Unified clinical + claims lakehouse
profile:risks_controls:CDAO_/_Data_&_Analytics:_Governed_data_foundation_for_AI_/_LLM_automation,meridian-health,risks_controls,CDAO / Data & Analytics: Governed data foundation for AI / LLM automation,CDAO / Data & Analytics: Governed data foundation for AI / LLM automation,2,medium,CDAO / Data & Analytics: Governed data foundation for AI / LLM automation; CDAO / Data & Analytics: Governed data foundation for AI / LLM automation
profile:risks_controls:CDAO_/_Data_&_Analytics:_Call_center_optimization,meridian-health,risks_controls,CDAO / Data & Analytics: Call center optimization,CDAO / Data & Analytics: Call center optimization,1,high,CDAO / Data & Analytics: Call center optimization
profile:risks_controls:CDAO_/_Data_&_Analytics:_Provider_quality_and_performance,meridian-health,risks_controls,CDAO / Data & Analytics: Provider quality and performance,CDAO / Data & Analytics: Provider quality and performance,1,high,CDAO / Data & Analytics: Provider quality and performance
profile:risks_controls:Chief_Experience_Officer_/_Member_Experience:_Payment_integrity_and_leakage_reduction,meridian-health,risks_controls,Chief Experience Officer / Member Experience: Payment integrity and leakage reduction,Chief Experience Officer / Member Experience: Payment integrity and leakage reduction,2,medium,Chief Experience Officer / Member Experience: Payment integrity and leakage reduction; Chief Experience Officer / Member Experience: Payment integrity and leakage reduction
profile:risks_controls:Chief_Experience_Officer_/_Member_Experience:_Automated_close_and_reporting,meridian-health,risks_controls,Chief Experience Officer / Member Experience: Automated close and reporting,Chief Experience Officer / Member Experience: Automated close and reporting,2,medium,Chief Experience Officer / Member Experience: Automated close and reporting; Chief Experience Officer / Member Experience: Automated close and reporting
