insight_id,source_record_id,source_fact_id,stakeholder_role,interview_group,priority_theme,business_priority,key_initiative,move_candidate_id,matched_candidate_use_case_id,matched_metric_fact_id,matched_risk_control_fact_id,evidence_id,confidence,allowed_use,blocked_use
interview_insight:MER-INT-16:Q01,MER-INT-16:Q01,fact:interviews_executive_interviews:MER-INT-16:Q01,Procurement,Procurement / Vendor Management,strategy,Governed data foundation for AI / LLM automation,Governed data foundation for AI / LLM automation,move_candidate:MER-MOVE-002,MER-V3-0004,fact:14_metrics_outcomes:MER-V3-0005,fact:11_risks_controls:MER-V3-0005,MER-SA07-INT-EVID-0181,medium,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-16:Q02,MER-INT-16:Q02,fact:interviews_executive_interviews:MER-INT-16:Q02,Procurement,Procurement / Vendor Management,operating model,Call center optimization,Call center optimization,move_candidate:MER-MOVE-003,MER-V3-0007,fact:14_metrics_outcomes:MER-V3-0009,fact:11_risks_controls:MER-V3-0010,MER-SA07-INT-EVID-0182,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-16:Q03,MER-INT-16:Q03,fact:interviews_executive_interviews:MER-INT-16:Q03,Procurement,Procurement / Vendor Management,vendor,Provider quality and performance,Provider quality and performance,move_candidate:MER-MOVE-004,MER-V3-0010,fact:14_metrics_outcomes:MER-V3-0013,fact:11_risks_controls:MER-V3-0015,MER-SA07-INT-EVID-0183,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-16:Q04,MER-INT-16:Q04,fact:interviews_executive_interviews:MER-INT-16:Q04,Procurement,Procurement / Vendor Management,platform,End-to-end cost transparency,End-to-end cost transparency,move_candidate:MER-MOVE-005,MER-V3-0013,fact:14_metrics_outcomes:MER-V3-0017,fact:11_risks_controls:MER-V3-0020,MER-SA07-INT-EVID-0184,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-16:Q05,MER-INT-16:Q05,fact:interviews_executive_interviews:MER-INT-16:Q05,Procurement,Procurement / Vendor Management,data,Payment integrity and leakage reduction,Payment integrity and leakage reduction,move_candidate:MER-MOVE-006,MER-V3-0016,fact:14_metrics_outcomes:MER-V3-0021,fact:11_risks_controls:MER-V3-0021,MER-SA07-INT-EVID-0185,medium,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-16:Q06,MER-INT-16:Q06,fact:interviews_executive_interviews:MER-INT-16:Q06,Procurement,Procurement / Vendor Management,modernization,Automated close and reporting,Automated close and reporting,move_candidate:MER-MOVE-007,MER-V3-0019,fact:14_metrics_outcomes:MER-V3-0025,fact:11_risks_controls:MER-V3-0026,MER-SA07-INT-EVID-0186,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-16:Q07,MER-INT-16:Q07,fact:interviews_executive_interviews:MER-INT-16:Q07,Procurement,Procurement / Vendor Management,AI readiness,Unified clinical + claims lakehouse,Unified clinical + claims lakehouse,move_candidate:MER-MOVE-001,MER-V3-0001,fact:14_metrics_outcomes:MER-V3-0001,fact:11_risks_controls:MER-V3-0003,MER-SA07-INT-EVID-0187,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-16:Q08,MER-INT-16:Q08,fact:interviews_executive_interviews:MER-INT-16:Q08,Procurement,Procurement / Vendor Management,risk,Governed data foundation for AI / LLM automation,Governed data foundation for AI / LLM automation,move_candidate:MER-MOVE-002,MER-V3-0004,fact:14_metrics_outcomes:MER-V3-0005,fact:11_risks_controls:MER-V3-0008,MER-SA07-INT-EVID-0188,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-16:Q09,MER-INT-16:Q09,fact:interviews_executive_interviews:MER-INT-16:Q09,Procurement,Procurement / Vendor Management,metrics,Call center optimization,Call center optimization,move_candidate:MER-MOVE-003,MER-V3-0007,fact:14_metrics_outcomes:MER-V3-0009,fact:11_risks_controls:MER-V3-0009,MER-SA07-INT-EVID-0189,medium,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-16:Q10,MER-INT-16:Q10,fact:interviews_executive_interviews:MER-INT-16:Q10,Procurement,Procurement / Vendor Management,value,Provider quality and performance,Provider quality and performance,move_candidate:MER-MOVE-004,MER-V3-0010,fact:14_metrics_outcomes:MER-V3-0013,fact:11_risks_controls:MER-V3-0014,MER-SA07-INT-EVID-0190,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-16:Q11,MER-INT-16:Q11,fact:interviews_executive_interviews:MER-INT-16:Q11,Procurement,Procurement / Vendor Management,sourcing,End-to-end cost transparency,End-to-end cost transparency,move_candidate:MER-MOVE-005,MER-V3-0013,fact:14_metrics_outcomes:MER-V3-0017,fact:11_risks_controls:MER-V3-0019,MER-SA07-INT-EVID-0191,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-16:Q12,MER-INT-16:Q12,fact:interviews_executive_interviews:MER-INT-16:Q12,Procurement,Procurement / Vendor Management,evidence,Payment integrity and leakage reduction,Payment integrity and leakage reduction,move_candidate:MER-MOVE-006,MER-V3-0016,fact:14_metrics_outcomes:MER-V3-0021,fact:11_risks_controls:MER-V3-0024,MER-SA07-INT-EVID-0192,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-17:Q01,MER-INT-17:Q01,fact:interviews_executive_interviews:MER-INT-17:Q01,HR,HR / Workforce / Change Management,strategy,Call center optimization,Call center optimization,move_candidate:MER-MOVE-003,MER-V3-0007,fact:14_metrics_outcomes:MER-V3-0009,fact:11_risks_controls:MER-V3-0009,MER-SA07-INT-EVID-0193,medium,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-17:Q02,MER-INT-17:Q02,fact:interviews_executive_interviews:MER-INT-17:Q02,HR,HR / Workforce / Change Management,operating model,Provider quality and performance,Provider quality and performance,move_candidate:MER-MOVE-004,MER-V3-0010,fact:14_metrics_outcomes:MER-V3-0013,fact:11_risks_controls:MER-V3-0014,MER-SA07-INT-EVID-0194,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-17:Q03,MER-INT-17:Q03,fact:interviews_executive_interviews:MER-INT-17:Q03,HR,HR / Workforce / Change Management,vendor,End-to-end cost transparency,End-to-end cost transparency,move_candidate:MER-MOVE-005,MER-V3-0013,fact:14_metrics_outcomes:MER-V3-0017,fact:11_risks_controls:MER-V3-0019,MER-SA07-INT-EVID-0195,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-17:Q04,MER-INT-17:Q04,fact:interviews_executive_interviews:MER-INT-17:Q04,HR,HR / Workforce / Change Management,platform,Payment integrity and leakage reduction,Payment integrity and leakage reduction,move_candidate:MER-MOVE-006,MER-V3-0016,fact:14_metrics_outcomes:MER-V3-0021,fact:11_risks_controls:MER-V3-0024,MER-SA07-INT-EVID-0196,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-17:Q05,MER-INT-17:Q05,fact:interviews_executive_interviews:MER-INT-17:Q05,HR,HR / Workforce / Change Management,data,Automated close and reporting,Automated close and reporting,move_candidate:MER-MOVE-007,MER-V3-0019,fact:14_metrics_outcomes:MER-V3-0025,fact:11_risks_controls:MER-V3-0025,MER-SA07-INT-EVID-0197,medium,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-17:Q06,MER-INT-17:Q06,fact:interviews_executive_interviews:MER-INT-17:Q06,HR,HR / Workforce / Change Management,modernization,Unified clinical + claims lakehouse,Unified clinical + claims lakehouse,move_candidate:MER-MOVE-001,MER-V3-0001,fact:14_metrics_outcomes:MER-V3-0001,fact:11_risks_controls:MER-V3-0002,MER-SA07-INT-EVID-0198,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-17:Q07,MER-INT-17:Q07,fact:interviews_executive_interviews:MER-INT-17:Q07,HR,HR / Workforce / Change Management,AI readiness,Governed data foundation for AI / LLM automation,Governed data foundation for AI / LLM automation,move_candidate:MER-MOVE-002,MER-V3-0004,fact:14_metrics_outcomes:MER-V3-0005,fact:11_risks_controls:MER-V3-0007,MER-SA07-INT-EVID-0199,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-17:Q08,MER-INT-17:Q08,fact:interviews_executive_interviews:MER-INT-17:Q08,HR,HR / Workforce / Change Management,risk,Call center optimization,Call center optimization,move_candidate:MER-MOVE-003,MER-V3-0007,fact:14_metrics_outcomes:MER-V3-0009,fact:11_risks_controls:MER-V3-0012,MER-SA07-INT-EVID-0200,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-17:Q09,MER-INT-17:Q09,fact:interviews_executive_interviews:MER-INT-17:Q09,HR,HR / Workforce / Change Management,metrics,Provider quality and performance,Provider quality and performance,move_candidate:MER-MOVE-004,MER-V3-0010,fact:14_metrics_outcomes:MER-V3-0013,fact:11_risks_controls:MER-V3-0013,MER-SA07-INT-EVID-0201,medium,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-17:Q10,MER-INT-17:Q10,fact:interviews_executive_interviews:MER-INT-17:Q10,HR,HR / Workforce / Change Management,value,End-to-end cost transparency,End-to-end cost transparency,move_candidate:MER-MOVE-005,MER-V3-0013,fact:14_metrics_outcomes:MER-V3-0017,fact:11_risks_controls:MER-V3-0018,MER-SA07-INT-EVID-0202,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-17:Q11,MER-INT-17:Q11,fact:interviews_executive_interviews:MER-INT-17:Q11,HR,HR / Workforce / Change Management,sourcing,Payment integrity and leakage reduction,Payment integrity and leakage reduction,move_candidate:MER-MOVE-006,MER-V3-0016,fact:14_metrics_outcomes:MER-V3-0021,fact:11_risks_controls:MER-V3-0023,MER-SA07-INT-EVID-0203,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-17:Q12,MER-INT-17:Q12,fact:interviews_executive_interviews:MER-INT-17:Q12,HR,HR / Workforce / Change Management,evidence,Automated close and reporting,Automated close and reporting,move_candidate:MER-MOVE-007,MER-V3-0019,fact:14_metrics_outcomes:MER-V3-0025,fact:11_risks_controls:MER-V3-0028,MER-SA07-INT-EVID-0204,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-18:Q01,MER-INT-18:Q01,fact:interviews_executive_interviews:MER-INT-18:Q01,Program,Program / Transformation Office,strategy,Provider quality and performance,Provider quality and performance,move_candidate:MER-MOVE-004,MER-V3-0010,fact:14_metrics_outcomes:MER-V3-0013,fact:11_risks_controls:MER-V3-0013,MER-SA07-INT-EVID-0205,medium,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-18:Q02,MER-INT-18:Q02,fact:interviews_executive_interviews:MER-INT-18:Q02,Program,Program / Transformation Office,operating model,End-to-end cost transparency,End-to-end cost transparency,move_candidate:MER-MOVE-005,MER-V3-0013,fact:14_metrics_outcomes:MER-V3-0017,fact:11_risks_controls:MER-V3-0018,MER-SA07-INT-EVID-0206,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-18:Q03,MER-INT-18:Q03,fact:interviews_executive_interviews:MER-INT-18:Q03,Program,Program / Transformation Office,vendor,Payment integrity and leakage reduction,Payment integrity and leakage reduction,move_candidate:MER-MOVE-006,MER-V3-0016,fact:14_metrics_outcomes:MER-V3-0021,fact:11_risks_controls:MER-V3-0023,MER-SA07-INT-EVID-0207,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-18:Q04,MER-INT-18:Q04,fact:interviews_executive_interviews:MER-INT-18:Q04,Program,Program / Transformation Office,platform,Automated close and reporting,Automated close and reporting,move_candidate:MER-MOVE-007,MER-V3-0019,fact:14_metrics_outcomes:MER-V3-0025,fact:11_risks_controls:MER-V3-0028,MER-SA07-INT-EVID-0208,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-18:Q05,MER-INT-18:Q05,fact:interviews_executive_interviews:MER-INT-18:Q05,Program,Program / Transformation Office,data,Unified clinical + claims lakehouse,Unified clinical + claims lakehouse,move_candidate:MER-MOVE-001,MER-V3-0001,fact:14_metrics_outcomes:MER-V3-0001,fact:11_risks_controls:MER-V3-0001,MER-SA07-INT-EVID-0209,medium,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-18:Q06,MER-INT-18:Q06,fact:interviews_executive_interviews:MER-INT-18:Q06,Program,Program / Transformation Office,modernization,Governed data foundation for AI / LLM automation,Governed data foundation for AI / LLM automation,move_candidate:MER-MOVE-002,MER-V3-0004,fact:14_metrics_outcomes:MER-V3-0005,fact:11_risks_controls:MER-V3-0006,MER-SA07-INT-EVID-0210,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-18:Q07,MER-INT-18:Q07,fact:interviews_executive_interviews:MER-INT-18:Q07,Program,Program / Transformation Office,AI readiness,Call center optimization,Call center optimization,move_candidate:MER-MOVE-003,MER-V3-0007,fact:14_metrics_outcomes:MER-V3-0009,fact:11_risks_controls:MER-V3-0011,MER-SA07-INT-EVID-0211,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-18:Q08,MER-INT-18:Q08,fact:interviews_executive_interviews:MER-INT-18:Q08,Program,Program / Transformation Office,risk,Provider quality and performance,Provider quality and performance,move_candidate:MER-MOVE-004,MER-V3-0010,fact:14_metrics_outcomes:MER-V3-0013,fact:11_risks_controls:MER-V3-0016,MER-SA07-INT-EVID-0212,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-18:Q09,MER-INT-18:Q09,fact:interviews_executive_interviews:MER-INT-18:Q09,Program,Program / Transformation Office,metrics,End-to-end cost transparency,End-to-end cost transparency,move_candidate:MER-MOVE-005,MER-V3-0013,fact:14_metrics_outcomes:MER-V3-0017,fact:11_risks_controls:MER-V3-0017,MER-SA07-INT-EVID-0213,medium,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-18:Q10,MER-INT-18:Q10,fact:interviews_executive_interviews:MER-INT-18:Q10,Program,Program / Transformation Office,value,Payment integrity and leakage reduction,Payment integrity and leakage reduction,move_candidate:MER-MOVE-006,MER-V3-0016,fact:14_metrics_outcomes:MER-V3-0021,fact:11_risks_controls:MER-V3-0022,MER-SA07-INT-EVID-0214,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-18:Q11,MER-INT-18:Q11,fact:interviews_executive_interviews:MER-INT-18:Q11,Program,Program / Transformation Office,sourcing,Automated close and reporting,Automated close and reporting,move_candidate:MER-MOVE-007,MER-V3-0019,fact:14_metrics_outcomes:MER-V3-0025,fact:11_risks_controls:MER-V3-0027,MER-SA07-INT-EVID-0215,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-18:Q12,MER-INT-18:Q12,fact:interviews_executive_interviews:MER-INT-18:Q12,Program,Program / Transformation Office,evidence,Unified clinical + claims lakehouse,Unified clinical + claims lakehouse,move_candidate:MER-MOVE-001,MER-V3-0001,fact:14_metrics_outcomes:MER-V3-0001,fact:11_risks_controls:MER-V3-0004,MER-SA07-INT-EVID-0216,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-19:Q13,MER-INT-19:Q13,fact:interviews_executive_interviews:MER-INT-19:Q13,CFO,CFO / Finance & Value,value proof,AI benefits realization,AI Benefits Realization Ledger,move_candidate:MER-MOVE-AI-BENEFITS,MER-SA07-10_AI_AUTOMATION_USE_CASES-0019,fact:14_metrics_outcomes:MER-SA07-14_METRICS_OUTCOMES-0019,fact:11_risks_controls:MER-SA07-11_RISKS_CONTROLS-0019,MER-SA07-INT-EVID-9019,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-20:Q13,MER-INT-20:Q13,fact:interviews_executive_interviews:MER-INT-20:Q13,Chief Experience Officer,Chief Experience Officer / Member Experience,funding boundary,Member Service AI Assist,Member Service Agent Assist Transformation,move_candidate:MER-MOVE-AI-ASSIST,MER-V3-AI-UC-001,fact:14_metrics_outcomes:MER-SA07-14_METRICS_OUTCOMES-0020,fact:11_risks_controls:MER-SA07-11_RISKS_CONTROLS-0020,MER-SA07-INT-EVID-9020,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-21:Q13,MER-INT-21:Q13,fact:interviews_executive_interviews:MER-INT-21:Q13,CISO,CISO / Security,risk control,AI governance,AI Governance / Model Risk Controls,move_candidate:MER-MOVE-AI-GOV,MER-SA07-10_AI_AUTOMATION_USE_CASES-0021,fact:14_metrics_outcomes:MER-SA07-14_METRICS_OUTCOMES-0020,fact:11_risks_controls:MER-SA07-11_RISKS_CONTROLS-0021,MER-SA07-INT-EVID-9021,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-22:Q13,MER-INT-22:Q13,fact:interviews_executive_interviews:MER-INT-22:Q13,Contact Center Operations,Contact Center / Member Service Operations,usage proof,Member Service AI Assist,Contact Center Platform / Knowledge Modernization,move_candidate:MER-MOVE-CONTACT-KNOW,MER-SA07-10_AI_AUTOMATION_USE_CASES-0022,fact:14_metrics_outcomes:MER-V3-0001,fact:11_risks_controls:MER-SA07-11_RISKS_CONTROLS-0022,MER-SA07-INT-EVID-9022,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-23:Q13,MER-INT-23:Q13,fact:interviews_executive_interviews:MER-INT-23:Q13,CIO,CIO / Enterprise Technology,spend governance,AI spend lens,FY26 AI spend governance,move_candidate:MER-MOVE-AI-SPEND,MER-SA07-10_AI_AUTOMATION_USE_CASES-0023,fact:14_metrics_outcomes:MER-SA07-14_METRICS_OUTCOMES-0023,fact:11_risks_controls:MER-SA07-11_RISKS_CONTROLS-0023,MER-SA07-INT-EVID-9023,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
