"tenant","storage_location","refreshed_at","page","tab","component","rendered_value","generated_by","deterministic_object","source_layer","source_files","claude_prompt_file","claude_response_file","notes"
"meridian-health","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","2026-07-17T20:51:50.347Z","Enterprise Dimensions / Evidence Sources","Relationships","Relationship story","{""chain"":[""Evidence sources → gates all five priority use cases"",""Evidence gaps (medallion, identity spine, governance) → block Unified Clinical + Claims Lakehouse"",""Evidence gaps (governance model, semantic layer, AI audit trail) → block Governed Data Foundation for AI/LLM"",""Evidence gaps (transcript governance, intent taxonomy, member identity) → block Call Center Optimization"",""Evidence gaps (contract digitization, GL alignment) → block End-to-End Cost Transparency"",""Evidence gaps (SAS lineage, provider resolution, recovery workflow) → block Payment Integrity""],""note"":""The evidence dimension is the master gate: every use case, program, and budget dimension in Meridian's roadmap is contingent on closing the 224 candidate rows — particularly the six explicitly absent platform and governance foundations.""}","Claude-authored relationship interpretation","design_slots.REL.evidence","canonical relationship rows plus source dimension","13_evidence_sources.csv — 2026-07-17; 12_relationships.csv","reports/home-knowledge-design-contract/actual-claude-prompt.txt","reports/home-knowledge-design-contract/raw-claude-response.json","Relationship interpretation remains evidence-bounded."
"meridian-health","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","2026-07-17T20:51:50.347Z","Enterprise Dimensions / Evidence Sources","Gaps","Dimension gaps","{""missing"":""Certified medallion architecture evidence"",""blocks"":""Unified Clinical + Claims Lakehouse; all downstream AI use cases"",""needed"":""AWS/Databricks medallion layer design, data-zone certification, and Epic Clarity ingestion proof"",""handoff"":""CTO + CDAO must commission and certify architecture before use-case advancement""}; {""missing"":""Patient/member identity spine evidence"",""blocks"":""Unified Clinical + Claims Lakehouse; Call Center Optimization; Cost Transparency"",""needed"":""Master patient index or enterprise identity resolution proof across Epic, claims, and pharmacy"",""handoff"":""CDAO + Health Plan Ops to own identity spine certification sprint""}; {""missing"":""Formal data governance operating model evidence"",""blocks"":""All seven use cases; AI/LLM automation in particular"",""needed"":""Governance charter, data steward assignments, semantic layer ownership, and data quality rule registry"",""handoff"":""CDAO to stand up governance operating model; CIO to ratify""}; {""missing"":""AI audit trail, HITL, and model-risk evidence"",""blocks"":""All AI use cases; FY26 AI spend governance; regulatory defensibility"",""needed"":""Audit logging design, human-in-the-loop workflow evidence, and model risk control documentation"",""handoff"":""CISO + CDAO + Privacy to co-own; required before any AI use case exits planning""}; {""missing"":""Transcript governance, intent taxonomy, and AHT/FCR baselines"",""blocks"":""Call Center Optimization; Member Service Agent Assist"",""needed"":""Genesys/Salesforce transcript retention policy, certified intent taxonomy, and contact center operational baselines"",""handoff"":""CXO + Contact Center Ops to deliver; CIO to confirm real-time CRM integration readiness""}","Claude-authored gap synthesis","design_slots.DGAPS.evidence","canonical gaps, risks, metrics, and evidence boundaries","13_evidence_sources.csv — 2026-07-17; 11_risks_controls.csv; 13_evidence_sources.csv; 14_metrics_outcomes.csv","reports/home-knowledge-design-contract/actual-claude-prompt.txt","reports/home-knowledge-design-contract/raw-claude-response.json","Generator fails if this slot is empty."
"meridian-health","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","2026-07-17T20:51:50.347Z","Enterprise Dimensions / Evidence Sources","Evidence","Evidence cards","{""name"":""Evidence source master file"",""type"":""CSV dataset"",""date"":""2026-07-17"",""rows"":""500 total; 276 active, 224 candidate"",""facts"":""495 evidence references catalogued; 434 high-confidence, 65 medium, 1 low. Six boundary markers explicitly loaded flagging absent platform, governance, and AI-audit evidence."",""st"":""source-backed"",""fields"":""evidence_id, business_name, context_item, confidence, active_candidate_status"",""supports"":""Full evidence corpus inventory for Meridian planning cycle"",""missing"":""Client validation of headquarters, revenue, leadership roles, and mission required before board-grade use""}; {""name"":""Executive stakeholder interview evidence (18 roles)"",""type"":""Interview evidence bundle"",""date"":""2026-07-17"",""rows"":""MER-SA07-INT-EVID-0001 through MER-SA07-INT-EVID-0216"",""facts"":""CEO, CFO, CXO, CISO, CIO, CTO, CDAO, COO, CMO, Health Plan Ops, Privacy, EA, App Owners, Service Mgmt, Procurement, HR all interviewed. All items preserved as planning context; none are decision-grade."",""st"":""source-backed"",""fields"":""stakeholder role, use case, evidence gate, confidence, active_candidate_status"",""supports"":""Directional alignment across C-suite on five priority use cases; consistent identification of platform and governance gaps"",""missing"":""No stakeholder has signed off a decision-grade baseline; FP&A validation and usage extracts required""}; {""name"":""Budget evidence series (run and change)"",""type"":""Budget evidence bundle"",""date"":""2026-07-17"",""rows"":""RUN: APP(6), INFRA(5), MGS(6), CYBER(5), DATA(5), WKPL(4); CHG: DATA(6), INT(6), CYBER(5), EHR(5), MBR(5), CLOUD(4), OPM(4), AIGOV(4)"",""facts"":""Run and change budget evidence loaded across six run categories and eight change categories. Budget-to-program relationship evidence also loaded per program."",""st"":""source-backed"",""fields"":""budget_category, run_change_flag, evidence_id"",""supports"":""FY26 IT spend decomposition into run vs. change; program-to-budget traceability"",""missing"":""Approved business case, baseline, and PHI controls required before budget evidence is investment-grade""}; {""name"":""AI use-case and AI spend evidence"",""type"":""AI evidence bundle"",""date"":""2026-07-17"",""rows"":""AI-UC-001 through AI-UC-009; AI-SPEND-01 through AI-SPEND-15"",""facts"":""Nine AI use cases and fifteen AI spend items catalogued. No AI audit trail, HITL, or model-risk evidence is present — all flagged as absent via boundary markers."",""st"":""needs-evidence"",""fields"":""use_case_id, spend_category, evidence_id, confidence"",""supports"":""FY26 AI spend governance planning; use-case prioritization"",""missing"":""HITL, audit logging, and model-risk evidence required before any AI use case exits planning grade""}; {""name"":""Program-to-budget relationship evidence"",""type"":""Relationship evidence bundle"",""date"":""2026-07-17"",""rows"":""~50 REL evidence items across 11 programs"",""facts"":""Each of the 11 programs (DATA-FOUNDATION, API-MOD, PHI-IAM, EHR-CLIN, CONTACT-KNOW, FINOPS, AI-GOV, MSO, COPILOT-ADOPT, SNOW-AI, WORKDAY-AI) has traceable budget relationship evidence loaded."",""st"":""source-backed"",""fields"":""program_id, budget_category, evidence_id"",""supports"":""Program-level investment traceability; roadmap sequencing"",""missing"":""Budget, program, and benefits ledger ties require client validation before investment-grade use""}; {""name"":""Boundary and planning-grade constraint markers"",""type"":""Constraint evidence bundle"",""date"":""2026-07-17"",""rows"":""6 boundary markers (MER-V3-EVID-0280 through MER-V3-EVID-0285)"",""facts"":""Explicit markers loaded for: synthetic PHI-free context, AWS/Databricks aspiration not proven, no certified medallion, no platform/security foundation, no formal governance model, no planning-hypothesis-to-value conversion."",""st"":""source-backed"",""fields"":""boundary_type, evidence_id, confidence, active_candidate_status"",""supports"":""Governance guardrails preventing premature value claims or sourcing-event outputs"",""missing"":""Client must validate all boundary conditions before any board-grade or regulatory submission""}","Claude-authored evidence summary","design_slots.EVID.evidence","evidence registry plus dimension file","13_evidence_sources.csv — 2026-07-17; 13_evidence_sources.csv","reports/home-knowledge-design-contract/actual-claude-prompt.txt","reports/home-knowledge-design-contract/raw-claude-response.json","Generator fails if this slot is empty."
"meridian-health","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","2026-07-17T20:51:50.347Z","Enterprise Dimensions / Metrics & Outcomes","Summary","Story card","{""meaning"":""All seven CEO-priority use cases are in planning stage — no outcome metric can be claimed until foundational data, identity, governance, and platform evidence gates are closed."",""observed"":""31 of 257 metrics are active; 226 remain candidate-grade. Across all use cases, every metric boundary is flagged baseline_required_before_value_claim, with 24 distinct structural gaps evidenced."",""matters"":""Without closing lakehouse, governance, and contract digitization gates, Meridian cannot quantify cost transparency, payment leakage, or quality performance — exposing CFO and CEO commitments to unsubstantiated projections."",""supports"":""Prioritize the five evidence gates — medallion architecture, identity spine, data governance operating model, provider contract digitization, and transcript governance — before any board-level outcome metric is published.""}","Claude-authored tool payload","design_slots.STORY.metrics","canonical dimension rows + cross-dimension context","14_metrics_outcomes.csv — 257 rows, 31 active, 226 candidate; refreshed 2026-07-17","reports/home-knowledge-design-contract/actual-claude-prompt.txt","reports/home-knowledge-design-contract/raw-claude-response.json","Renderer displays this dimension story without prose rewriting."
"meridian-health","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","2026-07-17T20:51:50.347Z","Enterprise Dimensions / Metrics & Outcomes","Summary","Insight breakdown","{""findings"":[""Measure logic for provider quality is fragmented across Tableau, Power BI, and Epic Caboodle — no single certified source exists, making HEDIS/STAR reporting ungoverned and dispute-prone."",""Payment integrity relies on SAS estate models with no governed lineage or provider entity resolution, meaning leakage magnitude cannot be quantified or defended to the CFO."",""Call center optimization is blocked by four concurrent gaps — transcript governance, real-time CRM integration, intent taxonomy, and member identity linkage — none of which are proven."",""All seven use cases share a common upstream blocker: no formal data governance operating model and no certified semantic layer, making every downstream metric unauditable.""],""breakdown"":{""title"":""Use Case Metric Readiness vs. Evidence Gate Status"",""rows"":[{""label"":""Unified Clinical + Claims Lakehouse"",""value"":""4 of 4 gates open"",""note"":""Medallion architecture, identity spine, claims/pharmacy harmonization, AWS/Databricks foundation — all unproven""},{""label"":""Governed Data Foundation for AI / LLM"",""value"":""4 of 4 gates open"",""note"":""No governance model, no semantic layer, no AI audit trail, no data quality rules""},{""label"":""Call Center Optimization"",""value"":""4 of 4 gates open"",""note"":""Transcript governance, real-time integration, intent taxonomy, member identity — all unproven""},{""label"":""Provider Quality & Performance"",""value"":""4 of 4 gates open"",""note"":""Measure logic fragmented, attribution unproven, contract linkage uncertified, real-time layer absent""},{""label"":""Cost Transparency / Payment Integrity"",""value"":""4 of 4 gates open"",""note"":""Contract terms undigitized, GL alignment unproven, model lineage ungoverned, recovery tracking absent""}]}}","Claude-authored tool payload","design_slots.INSIGHTS.metrics","canonical dimension rows + cross-dimension context","14_metrics_outcomes.csv — 257 rows, 31 active, 226 candidate; refreshed 2026-07-17","reports/home-knowledge-design-contract/actual-claude-prompt.txt","reports/home-knowledge-design-contract/raw-claude-response.json","Renderer displays this insight structure without prose rewriting."
"meridian-health","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","2026-07-17T20:51:50.347Z","Enterprise Dimensions / Metrics & Outcomes","Summary","Visual blocks","{""type"":""evidence_bar"",""title"":""Metric Readiness by Use Case — Evidence Gate Closure"",""subtitle"":""All 7 use cases are pre-baseline. Gates open = unresolved blockers preventing metric activation. Source: 14_metrics_outcomes.csv, 2026-07-17."",""data"":{""bars"":[{""label"":""Unified Clinical + Claims Lakehouse"",""gates_open"":4,""gates_total"":4,""status"":""Blocked — no gates closed""},{""label"":""Governed Data Foundation for AI / LLM"",""gates_open"":4,""gates_total"":4,""status"":""Blocked — no gates closed""},{""label"":""Call Center Optimization"",""gates_open"":4,""gates_total"":4,""status"":""Blocked — no gates closed""},{""label"":""Provider Quality & Performance"",""gates_open"":4,""gates_total"":4,""status"":""Blocked — no gates closed""},{""label"":""End-to-End Cost Transparency"",""gates_open"":4,""gates_total"":4,""status"":""Blocked — no gates closed""},{""label"":""Payment Integrity & Leakage Reduction"",""gates_open"":4,""gates_total"":4,""status"":""Blocked — no gates closed""},{""label"":""Automated Close & Reporting"",""gates_open"":4,""gates_total"":4,""status"":""Blocked — no gates closed""}],""legend"":{""gates_open"":""Evidence gates not yet closed — metric cannot be activated"",""gates_total"":""Total evidence gates required before outcome metric is publishable""},""active_metrics"":31,""candidate_metrics"":226,""total_metrics"":257,""confidence_high"":187,""confidence_medium"":70}}","Claude-authored visual block payload","design_slots.VISUAL_BLOCKS.metrics","canonical dimension rows + cross-dimension context","14_metrics_outcomes.csv — 257 rows, 31 active, 226 candidate; refreshed 2026-07-17","reports/home-knowledge-design-contract/actual-claude-prompt.txt","reports/home-knowledge-design-contract/raw-claude-response.json","Cards, charts, graphs, and dashboard panels render from this structure."
"meridian-health","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","2026-07-17T20:51:50.347Z","Enterprise Dimensions / Metrics & Outcomes","Data","Rows","257 rows render from approved pack with search/filter controls
1. {""business_name"":""Unified clinical + claims lakehouse: No certified medallion architecture"",""use_case"":""Unified clinical + claims lakehouse"",""risk_or_gap"":""No certified medallion architecture"",""affected_systems"":""Epic Clarity; Epic Caboodle; Claims administration platform; Pharmacy claims platform; Databricks on AWS"",""metric_boundary"":""baseline_required_before_value_claim"",""forbidden_claims"":""Do not claim a production longitudinal patient view exists.; Do not claim Databricks or medallion architecture is implemented.; Do not cite patient-level outcomes without real evidence."",""confidence"":""high"",""context_item"":""Unified clinical + claims lakehouse: No certified medallion architecture"",""dimension"":""14_metrics_outcomes""}
2. {""business_name"":""Unified clinical + claims lakehouse: No patient/member identity spine loaded"",""use_case"":""Unified clinical + claims lakehouse"",""risk_or_gap"":""No patient/member identity spine loaded"",""affected_systems"":""Epic Clarity; Epic Caboodle; Claims administration platform; Pharmacy claims platform; Databricks on AWS"",""metric_boundary"":""baseline_required_before_value_claim"",""forbidden_claims"":""Do not claim a production longitudinal patient view exists.; Do not claim Databricks or medallion architecture is implemented.; Do not cite patient-level outcomes without real evidence."",""confidence"":""high"",""context_item"":""Unified clinical + claims lakehouse: No patient/member identity spine loaded"",""dimension"":""14_metrics_outcomes""}
3. {""business_name"":""Unified clinical + claims lakehouse: Claims and pharmacy harmonization not proven"",""use_case"":""Unified clinical + claims lakehouse"",""risk_or_gap"":""Claims and pharmacy harmonization not proven"",""affected_systems"":""Epic Clarity; Epic Caboodle; Claims administration platform; Pharmacy claims platform; Databricks on AWS"",""metric_boundary"":""baseline_required_before_value_claim"",""forbidden_claims"":""Do not claim a production longitudinal patient view exists.; Do not claim Databricks or medallion architecture is implemented.; Do not cite patient-level outcomes without real evidence."",""confidence"":""high"",""context_item"":""Unified clinical + claims lakehouse: Claims and pharmacy harmonization not proven"",""dimension"":""14_metrics_outcomes""}
4. {""business_name"":""Unified clinical + claims lakehouse: AWS/Databricks foundation not ready"",""use_case"":""Unified clinical + claims lakehouse"",""risk_or_gap"":""AWS/Databricks foundation not ready"",""affected_systems"":""Epic Clarity; Epic Caboodle; Claims administration platform; Pharmacy claims platform; Databricks on AWS"",""metric_boundary"":""baseline_required_before_value_claim"",""forbidden_claims"":""Do not claim a production longitudinal patient view exists.; Do not claim Databricks or medallion architecture is implemented.; Do not cite patient-level outcomes without real evidence."",""confidence"":""medium"",""context_item"":""Unified clinical + claims lakehouse: AWS/Databricks foundation not ready"",""dimension"":""14_metrics_outcomes""}
5. {""business_name"":""Governed data foundation for AI / LLM automation: No formal data governance"",""use_case"":""Governed data foundation for AI / LLM automation"",""risk_or_gap"":""No formal data governance"",""affected_systems"":""Epic Clarity; SQL Server reporting marts; SAS analytics estate; Databricks on AWS"",""metric_boundary"":""baseline_required_before_value_claim"",""forbidden_claims"":""Do not claim LLM workflows are production-ready.; Do not claim governance exists.; Do not claim automation savings without baseline and adoption evidence."",""confidence"":""high"",""context_item"":""Governed data foundation for AI / LLM automation: No formal data governance"",""dimension"":""14_metrics_outcomes""}","Deterministic full-row projection from canonical CSV","design_slots.DATA.metrics","canonical tenant input rows","14_metrics_outcomes.csv — 257 rows, 31 active, 226 candidate; refreshed 2026-07-17","not_applicable","not_applicable","Review table previews five rows; UI has the full row set and filters."
"meridian-health","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","2026-07-17T20:51:50.347Z","Enterprise Dimensions / Metrics & Outcomes","Relationships","Relationship story","{""chain"":[""data_foundation → metrics"",""governance → metrics"",""risks → metrics"",""use_cases → metrics"",""evidence → metrics""],""note"":""Metrics are downstream of every foundational dimension. Until data_foundation, governance, and evidence gates are closed, no metric in this dimension can graduate from candidate to active outcome status — blocking all use case business cases.""}","Claude-authored relationship interpretation","design_slots.REL.metrics","canonical relationship rows plus source dimension","14_metrics_outcomes.csv — 257 rows, 31 active, 226 candidate; refreshed 2026-07-17; 12_relationships.csv","reports/home-knowledge-design-contract/actual-claude-prompt.txt","reports/home-knowledge-design-contract/raw-claude-response.json","Relationship interpretation remains evidence-bounded."
"meridian-health","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","2026-07-17T20:51:50.347Z","Enterprise Dimensions / Metrics & Outcomes","Gaps","Dimension gaps","{""missing"":""No certified medallion architecture or identity spine"",""blocks"":""Unified clinical + claims lakehouse — all population health and cost metrics remain uncomputable"",""needed"":""Epic Clarity + Claims + Pharmacy harmonization certified on AWS/Databricks medallion"",""handoff"":""Data Engineering and CDAO office to certify architecture and load identity spine before metric activation""}; {""missing"":""No formal data governance operating model or certified semantic layer"",""blocks"":""All seven use cases — every metric is unauditable and ungoverned"",""needed"":""Governance operating model with semantic ownership, lineage, and data quality rules"",""handoff"":""CDAO and Data Governance lead to stand up operating model; gate all metric publishing behind certification""}; {""missing"":""Provider contract terms not digitized in governed form"",""blocks"":""Cost transparency and provider quality metrics — margin and attribution calculations cannot be trusted"",""needed"":""Governed digital contract repository linked to claims and GL"",""handoff"":""Network Contracting and Finance to digitize and certify contract terms; CFO sign-off required before cost metrics are published""}; {""missing"":""Transcript governance and member identity linkage unproven"",""blocks"":""Call center optimization — AHT, FCR, and containment baselines cannot be established"",""needed"":""Transcript governance policy, real-time CRM integration, and certified member identity linkage"",""handoff"":""Chief Experience Officer and Contact Center platform team to govern transcripts; CDAO to certify identity linkage""}; {""missing"":""SAS payment integrity model lineage ungoverned; recovery tracking absent"",""blocks"":""Payment integrity and leakage reduction — leakage magnitude cannot be quantified or reported to CFO"",""needed"":""Governed model lineage, provider entity resolution, investigation workflow, and recovery realization tracking"",""handoff"":""Health Plan Ops and Finance to instrument recovery workflows; Analytics to certify SAS model lineage before leakage claims are made""}","Claude-authored gap synthesis","design_slots.DGAPS.metrics","canonical gaps, risks, metrics, and evidence boundaries","14_metrics_outcomes.csv — 257 rows, 31 active, 226 candidate; refreshed 2026-07-17; 11_risks_controls.csv; 13_evidence_sources.csv; 14_metrics_outcomes.csv","reports/home-knowledge-design-contract/actual-claude-prompt.txt","reports/home-knowledge-design-contract/raw-claude-response.json","Generator fails if this slot is empty."
"meridian-health","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","2026-07-17T20:51:50.347Z","Enterprise Dimensions / Metrics & Outcomes","Evidence","Evidence cards","{""name"":""Metrics & Outcomes Dataset — Active Cohort"",""type"":""Structured CSV"",""date"":""2026-07-17"",""rows"":""31 active of 257 total"",""facts"":""31 metrics are active; 226 are candidate-grade. Confidence split: 187 high, 70 medium. All active metrics carry metric_boundary = baseline_required_before_value_claim."",""st"":""source-backed"",""fields"":""use_case, risk_or_gap, affected_systems, metric_boundary, confidence, active_candidate_status, evidence_id"",""supports"":""Confirms no use case has cleared its evidence gate; all outcome metrics are pre-baseline."",""missing"":""Baseline values, target thresholds, metric owners, and measurement cadence are not yet loaded for any use case.""}; {""name"":""Unified Clinical + Claims Lakehouse Evidence Bundle"",""type"":""Interview + structured evidence"",""date"":""2026-07-17"",""rows"":""4 active gap records (MER-V3-EVID-0170–0173)"",""facts"":""Medallion architecture, patient/member identity spine, claims/pharmacy harmonization, and AWS/Databricks foundation are all unproven. All four gaps are high or medium confidence."",""st"":""source-backed"",""fields"":""risk_or_gap, affected_systems, confidence, evidence_id"",""supports"":""Establishes that the foundational lakehouse platform is not ready to support any clinical or cost outcome metric."",""missing"":""Architecture certification evidence, identity spine load confirmation, and harmonization test results.""}; {""name"":""Governed Data Foundation for AI / LLM Evidence Bundle"",""type"":""Interview + structured evidence"",""date"":""2026-07-17"",""rows"":""4 active gap records (MER-V3-EVID-0174–0177)"",""facts"":""No formal governance operating model, no certified semantic layer, no AI audit trail, and no data quality rules are evidenced. Three of four gaps are high confidence."",""st"":""source-backed"",""fields"":""risk_or_gap, affected_systems, confidence, evidence_id"",""supports"":""Confirms that AI/LLM automation metrics cannot be published or defended without governance and lineage controls."",""missing"":""Governance charter, semantic layer certification, AI audit trail design, and data quality rule inventory.""}; {""name"":""Provider Quality & Cost Transparency Evidence Bundle"",""type"":""Interview + structured evidence"",""date"":""2026-07-17"",""rows"":""8 active gap records (MER-V3-EVID-0182–0187)"",""facts"":""Measure logic is fragmented across Tableau and Power BI. Attribution ownership is unproven. Provider contract terms are not digitized. Claims and GL calendar alignment is unproven."",""st"":""source-backed"",""fields"":""risk_or_gap, affected_systems, confidence, evidence_id"",""supports"":""Establishes that provider quality scores and cost margin metrics cannot be trusted or published to the board."",""missing"":""Single certified measure source, attribution model sign-off, digitized contract repository, and GL reconciliation evidence.""}; {""name"":""Call Center & Payment Integrity Evidence Bundle"",""type"":""Interview + structured evidence"",""date"":""2026-07-17"",""rows"":""8 active gap records (MER-V3-EVID-0178–0181, MER-V3-EVID-0192–0195)"",""facts"":""Transcript governance, real-time integration, intent taxonomy, and member identity linkage are all unproven for call center. SAS model lineage, provider entity resolution, investigation workflow, and recovery tracking are absent for payment integrity."",""st"":""source-backed"",""fields"":""risk_or_gap, affected_systems, confidence, evidence_id"",""supports"":""Confirms that AHT/FCR baselines and leakage quantification are both pre-evidence and cannot be reported."",""missing"":""Transcript governance policy, CRM integration proof, intent taxonomy certification, SAS lineage documentation, and recovery workflow instrumentation.""}; {""name"":""AI Benefits Realization Ledger"",""type"":""Structured evidence"",""date"":""2026-07-17"",""rows"":""8 records (MER-V3-EVID-BEN-001–008)"",""facts"":""Benefits ledger is loaded but all entries are pre-baseline. No realized value is evidenced. Ledger confirms FY26 AI spend governance is active but outcome tracking is not yet instrumented."",""st"":""needs-evidence"",""fields"":""use_case, benefit_category, evidence_id"",""supports"":""Confirms that the organization has intent to track AI benefits but no measurement infrastructure is in place."",""missing"":""Baseline measurements, adoption tracking, workflow instrumentation, and finance sign-off on benefit methodology.""}","Claude-authored evidence summary","design_slots.EVID.metrics","evidence registry plus dimension file","14_metrics_outcomes.csv — 257 rows, 31 active, 226 candidate; refreshed 2026-07-17; 13_evidence_sources.csv","reports/home-knowledge-design-contract/actual-claude-prompt.txt","reports/home-knowledge-design-contract/raw-claude-response.json","Generator fails if this slot is empty."
"meridian-health","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","2026-07-17T20:51:50.347Z","Enterprise Dimensions / Industry Context","Summary","Story card","{""meaning"":""Meridian has correctly identified seven high-value industry patterns, but every one is blocked by the same foundational deficits: no certified medallion architecture, no patient/member identity spine, no formal governance operating model, and no AI audit trail."",""observed"":""Six of seven patterns are active-status with high confidence. The seventh — end-to-end cost transparency — sits at candidate grade, held back by ungoverned provider contract terms and unproven claims/GL calendar alignment."",""matters"":""Without closing the lakehouse foundation and governance gaps first, none of the seven patterns can advance from planning to decision grade. The patterns are strategically correct; the platform readiness is not."",""supports"":""Nexus maps each pattern to its specific evidence gate, surfacing exactly which foundation gaps must close before investment decisions can be made with confidence.""}","Claude-authored tool payload","design_slots.STORY.industry","canonical dimension rows + cross-dimension context","15_industry_context_patterns.csv — 7 rows, 6 active, 1 candidate, refreshed 2026-07-17","reports/home-knowledge-design-contract/actual-claude-prompt.txt","reports/home-knowledge-design-contract/raw-claude-response.json","Renderer displays this dimension story without prose rewriting."
"meridian-health","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","2026-07-17T20:51:50.347Z","Enterprise Dimensions / Industry Context","Summary","Insight breakdown","{""findings"":[""All seven industry patterns are strategically aligned to Meridian's stated CEO, CFO, and CDAO priorities — but zero patterns have cleared their evidence gate for decision-grade advancement."",""The unified clinical + claims lakehouse is the prerequisite platform for four of the remaining six patterns; its foundation gaps create a cascade risk across the entire portfolio."",""Payment integrity and call center optimization are the two patterns most likely to yield near-term value, yet both are blocked by ungoverned source assets — SAS model lineage and contact center transcripts respectively."",""Provider quality and end-to-end cost transparency share a single critical blocker: provider contract terms are not in governed digital form, making both patterns dependent on the same remediation action.""],""breakdown"":{""title"":""Industry Pattern Readiness — Meridian Health System"",""rows"":[{""label"":""Unified Clinical + Claims Lakehouse"",""value"":""Active / Blocked"",""note"":""Medallion architecture, identity spine, and AWS/Databricks foundation not evidenced""},{""label"":""Governed Data Foundation for AI / LLM"",""value"":""Active / Blocked"",""note"":""No governance operating model, no semantic layer, no AI audit trail""},{""label"":""Payment Integrity & Leakage Reduction"",""value"":""Active / Blocked"",""note"":""SAS model lineage ungoverned; provider entity resolution unproven""},{""label"":""Call Center Optimization"",""value"":""Active / Blocked"",""note"":""Transcript governance, real-time CRM integration, and intent taxonomy not certified""},{""label"":""End-to-End Cost Transparency"",""value"":""Candidate / Blocked"",""note"":""Provider contract terms not in governed digital form; lowest readiness of the seven""}]}}","Claude-authored tool payload","design_slots.INSIGHTS.industry","canonical dimension rows + cross-dimension context","15_industry_context_patterns.csv — 7 rows, 6 active, 1 candidate, refreshed 2026-07-17","reports/home-knowledge-design-contract/actual-claude-prompt.txt","reports/home-knowledge-design-contract/raw-claude-response.json","Renderer displays this insight structure without prose rewriting."
"meridian-health","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","2026-07-17T20:51:50.347Z","Enterprise Dimensions / Industry Context","Summary","Visual blocks","{""type"":""evidence_bar"",""title"":""Industry Pattern Evidence Gate Status"",""subtitle"":""All 7 patterns source-backed; 0 of 7 have cleared their evidence gate for decision-grade advancement"",""data"":{""bars"":[{""label"":""Unified Clinical + Claims Lakehouse"",""confidence"":""High"",""status"":""Active — Blocked"",""gates_open"":0,""gates_total"":4,""primary_blocker"":""No medallion architecture / identity spine""},{""label"":""Governed AI / LLM Foundation"",""confidence"":""High"",""status"":""Active — Blocked"",""gates_open"":0,""gates_total"":4,""primary_blocker"":""No governance operating model / AI audit trail""},{""label"":""Payment Integrity & Leakage"",""confidence"":""High"",""status"":""Active — Blocked"",""gates_open"":0,""gates_total"":4,""primary_blocker"":""SAS model lineage ungoverned""},{""label"":""Call Center Optimization"",""confidence"":""High"",""status"":""Active — Blocked"",""gates_open"":0,""gates_total"":4,""primary_blocker"":""Transcript governance / intent taxonomy not certified""},{""label"":""Provider Quality & Performance"",""confidence"":""Medium"",""status"":""Active — Blocked"",""gates_open"":0,""gates_total"":3,""primary_blocker"":""Provider contract terms not digitized""},{""label"":""End-to-End Cost Transparency"",""confidence"":""High"",""status"":""Candidate — Blocked"",""gates_open"":0,""gates_total"":4,""primary_blocker"":""Provider contract digitization / GL alignment""},{""label"":""Automated Close & Reporting"",""confidence"":""High"",""status"":""Active — Blocked"",""gates_open"":0,""gates_total"":3,""primary_blocker"":""Governance / semantic layer not certified""}]}}","Claude-authored visual block payload","design_slots.VISUAL_BLOCKS.industry","canonical dimension rows + cross-dimension context","15_industry_context_patterns.csv — 7 rows, 6 active, 1 candidate, refreshed 2026-07-17","reports/home-knowledge-design-contract/actual-claude-prompt.txt","reports/home-knowledge-design-contract/raw-claude-response.json","Cards, charts, graphs, and dashboard panels render from this structure."
