tenant_key,module,page,claim_id,claim_kind,label,gate_status,realized_value_language_allowed,reason,required_evidence,projection_evidence_ids,source_fact_id,source_dimension,active_source_file,active_source_row,active_source_data_row,active_record_id,active_evidence_id,active_confidence,active_source_type,active_source_basis,active_evidence_boundary,active_business_name,active_financial_fact_type,active_program_code,active_initiative_id,standard_template_file,standard_template_row,standard_template_status,lineage_status
meridian-health,tower,tower,tower-claim-meridian-health-09_programs_initiatives-09_programs_initiatives-row-101,planned_value,Programs and initiatives row,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-09_programs_initiatives-09_programs_initiatives-row-101-evidence,meridian-health-09_programs_initiatives-09_programs_initiatives-row-101,09_programs_initiatives,09_programs_initiatives.csv,102,101,MER-SA07-09_PROGRAMS_INITIATIVES-0080,MER-SA07-INT-EVID-0080,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,COO / Operations: Automated close and reporting,,,,09_programs_initiatives.csv,102,found,found
meridian-health,tower,tower,tower-claim-meridian-health-09_programs_initiatives-09_programs_initiatives-row-102,planned_value,Programs and initiatives row,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-09_programs_initiatives-09_programs_initiatives-row-102-evidence,meridian-health-09_programs_initiatives-09_programs_initiatives-row-102,09_programs_initiatives,09_programs_initiatives.csv,103,102,MER-SA07-09_PROGRAMS_INITIATIVES-0081,MER-SA07-INT-EVID-0081,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,COO / Operations: Unified clinical + claims lakehouse,,,,09_programs_initiatives.csv,103,found,found
meridian-health,tower,tower,tower-claim-meridian-health-09_programs_initiatives-09_programs_initiatives-row-103,planned_value,Programs and initiatives row,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-09_programs_initiatives-09_programs_initiatives-row-103-evidence,meridian-health-09_programs_initiatives-09_programs_initiatives-row-103,09_programs_initiatives,09_programs_initiatives.csv,104,103,MER-SA07-09_PROGRAMS_INITIATIVES-0082,MER-SA07-INT-EVID-0082,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,COO / Operations: Governed data foundation for AI / LLM automation,,,,09_programs_initiatives.csv,104,found,found
meridian-health,tower,tower,tower-claim-meridian-health-09_programs_initiatives-09_programs_initiatives-row-104,planned_value,Programs and initiatives row,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-09_programs_initiatives-09_programs_initiatives-row-104-evidence,meridian-health-09_programs_initiatives-09_programs_initiatives-row-104,09_programs_initiatives,09_programs_initiatives.csv,105,104,MER-SA07-09_PROGRAMS_INITIATIVES-0083,MER-SA07-INT-EVID-0083,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,COO / Operations: Call center optimization,,,,09_programs_initiatives.csv,105,found,found
meridian-health,tower,tower,tower-claim-meridian-health-09_programs_initiatives-09_programs_initiatives-row-105,planned_value,Programs and initiatives row,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-09_programs_initiatives-09_programs_initiatives-row-105-evidence,meridian-health-09_programs_initiatives-09_programs_initiatives-row-105,09_programs_initiatives,09_programs_initiatives.csv,106,105,MER-SA07-09_PROGRAMS_INITIATIVES-0084,MER-SA07-INT-EVID-0084,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,COO / Operations: Provider quality and performance,,,,09_programs_initiatives.csv,106,found,found
meridian-health,tower,tower,tower-claim-meridian-health-09_programs_initiatives-09_programs_initiatives-row-106,planned_value,Programs and initiatives row,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-09_programs_initiatives-09_programs_initiatives-row-106-evidence,meridian-health-09_programs_initiatives-09_programs_initiatives-row-106,09_programs_initiatives,09_programs_initiatives.csv,107,106,MER-SA07-09_PROGRAMS_INITIATIVES-0085,MER-SA07-INT-EVID-0085,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Chief Medical / Clinical Operations: Unified clinical + claims lakehouse,,,,09_programs_initiatives.csv,107,found,found
meridian-health,tower,tower,tower-claim-meridian-health-09_programs_initiatives-09_programs_initiatives-row-107,planned_value,Programs and initiatives row,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-09_programs_initiatives-09_programs_initiatives-row-107-evidence,meridian-health-09_programs_initiatives-09_programs_initiatives-row-107,09_programs_initiatives,09_programs_initiatives.csv,108,107,MER-SA07-09_PROGRAMS_INITIATIVES-0086,MER-SA07-INT-EVID-0086,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Chief Medical / Clinical Operations: Governed data foundation for AI / LLM automation,,,,09_programs_initiatives.csv,108,found,found
meridian-health,tower,tower,tower-claim-meridian-health-09_programs_initiatives-09_programs_initiatives-row-108,planned_value,Programs and initiatives row,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-09_programs_initiatives-09_programs_initiatives-row-108-evidence,meridian-health-09_programs_initiatives-09_programs_initiatives-row-108,09_programs_initiatives,09_programs_initiatives.csv,109,108,MER-SA07-09_PROGRAMS_INITIATIVES-0087,MER-SA07-INT-EVID-0087,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Chief Medical / Clinical Operations: Call center optimization,,,,09_programs_initiatives.csv,109,found,found
meridian-health,tower,tower,tower-claim-meridian-health-09_programs_initiatives-09_programs_initiatives-row-109,planned_value,Programs and initiatives row,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-09_programs_initiatives-09_programs_initiatives-row-109-evidence,meridian-health-09_programs_initiatives-09_programs_initiatives-row-109,09_programs_initiatives,09_programs_initiatives.csv,110,109,MER-SA07-09_PROGRAMS_INITIATIVES-0088,MER-SA07-INT-EVID-0088,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Chief Medical / Clinical Operations: Provider quality and performance,,,,09_programs_initiatives.csv,110,found,found
meridian-health,tower,tower,tower-claim-meridian-health-09_programs_initiatives-09_programs_initiatives-row-110,planned_value,Programs and initiatives row,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-09_programs_initiatives-09_programs_initiatives-row-110-evidence,meridian-health-09_programs_initiatives-09_programs_initiatives-row-110,09_programs_initiatives,09_programs_initiatives.csv,111,110,MER-SA07-09_PROGRAMS_INITIATIVES-0089,MER-SA07-INT-EVID-0089,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Chief Medical / Clinical Operations: End-to-end cost transparency,,,,09_programs_initiatives.csv,111,found,found
meridian-health,tower,tower,tower-claim-meridian-health-09_programs_initiatives-09_programs_initiatives-row-111,planned_value,Programs and initiatives row,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-09_programs_initiatives-09_programs_initiatives-row-111-evidence,meridian-health-09_programs_initiatives-09_programs_initiatives-row-111,09_programs_initiatives,09_programs_initiatives.csv,112,111,MER-SA07-09_PROGRAMS_INITIATIVES-0090,MER-SA07-INT-EVID-0090,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Chief Medical / Clinical Operations: Payment integrity and leakage reduction,,,,09_programs_initiatives.csv,112,found,found
meridian-health,tower,tower,tower-claim-meridian-health-09_programs_initiatives-09_programs_initiatives-row-112,planned_value,Programs and initiatives row,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-09_programs_initiatives-09_programs_initiatives-row-112-evidence,meridian-health-09_programs_initiatives-09_programs_initiatives-row-112,09_programs_initiatives,09_programs_initiatives.csv,113,112,MER-SA07-09_PROGRAMS_INITIATIVES-0091,MER-SA07-INT-EVID-0091,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Chief Medical / Clinical Operations: Automated close and reporting,,,,09_programs_initiatives.csv,113,found,found
meridian-health,tower,tower,tower-claim-meridian-health-09_programs_initiatives-09_programs_initiatives-row-113,planned_value,Programs and initiatives row,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-09_programs_initiatives-09_programs_initiatives-row-113-evidence,meridian-health-09_programs_initiatives-09_programs_initiatives-row-113,09_programs_initiatives,09_programs_initiatives.csv,114,113,MER-SA07-09_PROGRAMS_INITIATIVES-0092,MER-SA07-INT-EVID-0092,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Chief Medical / Clinical Operations: Unified clinical + claims lakehouse,,,,09_programs_initiatives.csv,114,found,found
meridian-health,tower,tower,tower-claim-meridian-health-09_programs_initiatives-09_programs_initiatives-row-114,planned_value,Programs and initiatives row,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-09_programs_initiatives-09_programs_initiatives-row-114-evidence,meridian-health-09_programs_initiatives-09_programs_initiatives-row-114,09_programs_initiatives,09_programs_initiatives.csv,115,114,MER-SA07-09_PROGRAMS_INITIATIVES-0093,MER-SA07-INT-EVID-0093,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Chief Medical / Clinical Operations: Governed data foundation for AI / LLM automation,,,,09_programs_initiatives.csv,115,found,found
meridian-health,tower,tower,tower-claim-meridian-health-09_programs_initiatives-09_programs_initiatives-row-115,planned_value,Programs and initiatives row,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-09_programs_initiatives-09_programs_initiatives-row-115-evidence,meridian-health-09_programs_initiatives-09_programs_initiatives-row-115,09_programs_initiatives,09_programs_initiatives.csv,116,115,MER-SA07-09_PROGRAMS_INITIATIVES-0094,MER-SA07-INT-EVID-0094,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Chief Medical / Clinical Operations: Call center optimization,,,,09_programs_initiatives.csv,116,found,found
meridian-health,tower,tower,tower-claim-meridian-health-09_programs_initiatives-09_programs_initiatives-row-116,planned_value,Programs and initiatives row,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-09_programs_initiatives-09_programs_initiatives-row-116-evidence,meridian-health-09_programs_initiatives-09_programs_initiatives-row-116,09_programs_initiatives,09_programs_initiatives.csv,117,116,MER-SA07-09_PROGRAMS_INITIATIVES-0095,MER-SA07-INT-EVID-0095,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Chief Medical / Clinical Operations: Provider quality and performance,,,,09_programs_initiatives.csv,117,found,found
meridian-health,tower,tower,tower-claim-meridian-health-09_programs_initiatives-09_programs_initiatives-row-117,planned_value,Programs and initiatives row,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-09_programs_initiatives-09_programs_initiatives-row-117-evidence,meridian-health-09_programs_initiatives-09_programs_initiatives-row-117,09_programs_initiatives,09_programs_initiatives.csv,118,117,MER-SA07-09_PROGRAMS_INITIATIVES-0096,MER-SA07-INT-EVID-0096,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Chief Medical / Clinical Operations: End-to-end cost transparency,,,,09_programs_initiatives.csv,118,found,found
meridian-health,tower,tower,tower-claim-meridian-health-09_programs_initiatives-09_programs_initiatives-row-118,planned_value,Programs and initiatives row,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-09_programs_initiatives-09_programs_initiatives-row-118-evidence,meridian-health-09_programs_initiatives-09_programs_initiatives-row-118,09_programs_initiatives,09_programs_initiatives.csv,119,118,MER-SA07-09_PROGRAMS_INITIATIVES-0097,MER-SA07-INT-EVID-0097,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Health Plan Operations / Claims & Eligibility: Governed data foundation for AI / LLM automation,,,,09_programs_initiatives.csv,119,found,found
meridian-health,tower,tower,tower-claim-meridian-health-09_programs_initiatives-09_programs_initiatives-row-119,planned_value,Programs and initiatives row,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-09_programs_initiatives-09_programs_initiatives-row-119-evidence,meridian-health-09_programs_initiatives-09_programs_initiatives-row-119,09_programs_initiatives,09_programs_initiatives.csv,120,119,MER-SA07-09_PROGRAMS_INITIATIVES-0098,MER-SA07-INT-EVID-0098,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Health Plan Operations / Claims & Eligibility: Call center optimization,,,,09_programs_initiatives.csv,120,found,found
meridian-health,tower,tower,tower-claim-meridian-health-09_programs_initiatives-09_programs_initiatives-row-120,planned_value,Programs and initiatives row,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-09_programs_initiatives-09_programs_initiatives-row-120-evidence,meridian-health-09_programs_initiatives-09_programs_initiatives-row-120,09_programs_initiatives,09_programs_initiatives.csv,121,120,MER-SA07-09_PROGRAMS_INITIATIVES-0099,MER-SA07-INT-EVID-0099,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Health Plan Operations / Claims & Eligibility: Provider quality and performance,,,,09_programs_initiatives.csv,121,found,found
meridian-health,tower,tower,tower-claim-meridian-health-09_programs_initiatives-09_programs_initiatives-row-121,planned_value,Programs and initiatives row,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-09_programs_initiatives-09_programs_initiatives-row-121-evidence,meridian-health-09_programs_initiatives-09_programs_initiatives-row-121,09_programs_initiatives,09_programs_initiatives.csv,122,121,MER-SA07-09_PROGRAMS_INITIATIVES-0100,MER-SA07-INT-EVID-0100,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Health Plan Operations / Claims & Eligibility: End-to-end cost transparency,,,,09_programs_initiatives.csv,122,found,found
meridian-health,tower,tower,tower-claim-meridian-health-09_programs_initiatives-09_programs_initiatives-row-122,planned_value,Programs and initiatives row,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-09_programs_initiatives-09_programs_initiatives-row-122-evidence,meridian-health-09_programs_initiatives-09_programs_initiatives-row-122,09_programs_initiatives,09_programs_initiatives.csv,123,122,MER-SA07-09_PROGRAMS_INITIATIVES-0101,MER-SA07-INT-EVID-0101,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Health Plan Operations / Claims & Eligibility: Payment integrity and leakage reduction,,,,09_programs_initiatives.csv,123,found,found
meridian-health,tower,tower,tower-claim-meridian-health-09_programs_initiatives-09_programs_initiatives-row-123,planned_value,Programs and initiatives row,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-09_programs_initiatives-09_programs_initiatives-row-123-evidence,meridian-health-09_programs_initiatives-09_programs_initiatives-row-123,09_programs_initiatives,09_programs_initiatives.csv,124,123,MER-SA07-09_PROGRAMS_INITIATIVES-0102,MER-SA07-INT-EVID-0102,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Health Plan Operations / Claims & Eligibility: Automated close and reporting,,,,09_programs_initiatives.csv,124,found,found
meridian-health,tower,tower,tower-claim-meridian-health-09_programs_initiatives-09_programs_initiatives-row-124,planned_value,Programs and initiatives row,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-09_programs_initiatives-09_programs_initiatives-row-124-evidence,meridian-health-09_programs_initiatives-09_programs_initiatives-row-124,09_programs_initiatives,09_programs_initiatives.csv,125,124,MER-SA07-09_PROGRAMS_INITIATIVES-0103,MER-SA07-INT-EVID-0103,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Health Plan Operations / Claims & Eligibility: Unified clinical + claims lakehouse,,,,09_programs_initiatives.csv,125,found,found
meridian-health,tower,tower,tower-claim-meridian-health-09_programs_initiatives-09_programs_initiatives-row-125,planned_value,Programs and initiatives row,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-09_programs_initiatives-09_programs_initiatives-row-125-evidence,meridian-health-09_programs_initiatives-09_programs_initiatives-row-125,09_programs_initiatives,09_programs_initiatives.csv,126,125,MER-SA07-09_PROGRAMS_INITIATIVES-0104,MER-SA07-INT-EVID-0104,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Health Plan Operations / Claims & Eligibility: Governed data foundation for AI / LLM automation,,,,09_programs_initiatives.csv,126,found,found
meridian-health,tower,tower,tower-claim-meridian-health-09_programs_initiatives-09_programs_initiatives-row-126,planned_value,Programs and initiatives row,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-09_programs_initiatives-09_programs_initiatives-row-126-evidence,meridian-health-09_programs_initiatives-09_programs_initiatives-row-126,09_programs_initiatives,09_programs_initiatives.csv,127,126,MER-SA07-09_PROGRAMS_INITIATIVES-0105,MER-SA07-INT-EVID-0105,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Health Plan Operations / Claims & Eligibility: Call center optimization,,,,09_programs_initiatives.csv,127,found,found
meridian-health,tower,tower,tower-claim-meridian-health-09_programs_initiatives-09_programs_initiatives-row-127,planned_value,Programs and initiatives row,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-09_programs_initiatives-09_programs_initiatives-row-127-evidence,meridian-health-09_programs_initiatives-09_programs_initiatives-row-127,09_programs_initiatives,09_programs_initiatives.csv,128,127,MER-SA07-09_PROGRAMS_INITIATIVES-0106,MER-SA07-INT-EVID-0106,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Health Plan Operations / Claims & Eligibility: Provider quality and performance,,,,09_programs_initiatives.csv,128,found,found
meridian-health,tower,tower,tower-claim-meridian-health-09_programs_initiatives-09_programs_initiatives-row-128,planned_value,Programs and initiatives row,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-09_programs_initiatives-09_programs_initiatives-row-128-evidence,meridian-health-09_programs_initiatives-09_programs_initiatives-row-128,09_programs_initiatives,09_programs_initiatives.csv,129,128,MER-SA07-09_PROGRAMS_INITIATIVES-0107,MER-SA07-INT-EVID-0107,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Health Plan Operations / Claims & Eligibility: End-to-end cost transparency,,,,09_programs_initiatives.csv,129,found,found
meridian-health,tower,tower,tower-claim-meridian-health-09_programs_initiatives-09_programs_initiatives-row-129,planned_value,Programs and initiatives row,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-09_programs_initiatives-09_programs_initiatives-row-129-evidence,meridian-health-09_programs_initiatives-09_programs_initiatives-row-129,09_programs_initiatives,09_programs_initiatives.csv,130,129,MER-SA07-09_PROGRAMS_INITIATIVES-0108,MER-SA07-INT-EVID-0108,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Health Plan Operations / Claims & Eligibility: Payment integrity and leakage reduction,,,,09_programs_initiatives.csv,130,found,found
meridian-health,tower,tower,tower-claim-meridian-health-09_programs_initiatives-09_programs_initiatives-row-130,planned_value,Programs and initiatives row,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-09_programs_initiatives-09_programs_initiatives-row-130-evidence,meridian-health-09_programs_initiatives-09_programs_initiatives-row-130,09_programs_initiatives,09_programs_initiatives.csv,131,130,MER-SA07-09_PROGRAMS_INITIATIVES-0109,MER-SA07-INT-EVID-0109,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Contact Center / Member Service Operations: Call center optimization,,,,09_programs_initiatives.csv,131,found,found
meridian-health,tower,tower,tower-claim-meridian-health-09_programs_initiatives-09_programs_initiatives-row-131,planned_value,Programs and initiatives row,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-09_programs_initiatives-09_programs_initiatives-row-131-evidence,meridian-health-09_programs_initiatives-09_programs_initiatives-row-131,09_programs_initiatives,09_programs_initiatives.csv,132,131,MER-SA07-09_PROGRAMS_INITIATIVES-0110,MER-SA07-INT-EVID-0110,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Contact Center / Member Service Operations: Provider quality and performance,,,,09_programs_initiatives.csv,132,found,found
meridian-health,tower,tower,tower-claim-meridian-health-09_programs_initiatives-09_programs_initiatives-row-132,planned_value,Programs and initiatives row,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-09_programs_initiatives-09_programs_initiatives-row-132-evidence,meridian-health-09_programs_initiatives-09_programs_initiatives-row-132,09_programs_initiatives,09_programs_initiatives.csv,133,132,MER-SA07-09_PROGRAMS_INITIATIVES-0111,MER-SA07-INT-EVID-0111,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Contact Center / Member Service Operations: End-to-end cost transparency,,,,09_programs_initiatives.csv,133,found,found
meridian-health,tower,tower,tower-claim-meridian-health-09_programs_initiatives-09_programs_initiatives-row-133,planned_value,Programs and initiatives row,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-09_programs_initiatives-09_programs_initiatives-row-133-evidence,meridian-health-09_programs_initiatives-09_programs_initiatives-row-133,09_programs_initiatives,09_programs_initiatives.csv,134,133,MER-SA07-09_PROGRAMS_INITIATIVES-0112,MER-SA07-INT-EVID-0112,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Contact Center / Member Service Operations: Payment integrity and leakage reduction,,,,09_programs_initiatives.csv,134,found,found
meridian-health,tower,tower,tower-claim-meridian-health-09_programs_initiatives-09_programs_initiatives-row-134,planned_value,Programs and initiatives row,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-09_programs_initiatives-09_programs_initiatives-row-134-evidence,meridian-health-09_programs_initiatives-09_programs_initiatives-row-134,09_programs_initiatives,09_programs_initiatives.csv,135,134,MER-SA07-09_PROGRAMS_INITIATIVES-0113,MER-SA07-INT-EVID-0113,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Contact Center / Member Service Operations: Automated close and reporting,,,,09_programs_initiatives.csv,135,found,found
meridian-health,tower,tower,tower-claim-meridian-health-09_programs_initiatives-09_programs_initiatives-row-135,planned_value,Programs and initiatives row,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-09_programs_initiatives-09_programs_initiatives-row-135-evidence,meridian-health-09_programs_initiatives-09_programs_initiatives-row-135,09_programs_initiatives,09_programs_initiatives.csv,136,135,MER-SA07-09_PROGRAMS_INITIATIVES-0114,MER-SA07-INT-EVID-0114,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Contact Center / Member Service Operations: Unified clinical + claims lakehouse,,,,09_programs_initiatives.csv,136,found,found
meridian-health,tower,tower,tower-claim-meridian-health-09_programs_initiatives-09_programs_initiatives-row-136,planned_value,Programs and initiatives row,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-09_programs_initiatives-09_programs_initiatives-row-136-evidence,meridian-health-09_programs_initiatives-09_programs_initiatives-row-136,09_programs_initiatives,09_programs_initiatives.csv,137,136,MER-SA07-09_PROGRAMS_INITIATIVES-0115,MER-SA07-INT-EVID-0115,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Contact Center / Member Service Operations: Governed data foundation for AI / LLM automation,,,,09_programs_initiatives.csv,137,found,found
meridian-health,tower,tower,tower-claim-meridian-health-09_programs_initiatives-09_programs_initiatives-row-137,planned_value,Programs and initiatives row,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-09_programs_initiatives-09_programs_initiatives-row-137-evidence,meridian-health-09_programs_initiatives-09_programs_initiatives-row-137,09_programs_initiatives,09_programs_initiatives.csv,138,137,MER-SA07-09_PROGRAMS_INITIATIVES-0116,MER-SA07-INT-EVID-0116,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Contact Center / Member Service Operations: Call center optimization,,,,09_programs_initiatives.csv,138,found,found
meridian-health,tower,tower,tower-claim-meridian-health-09_programs_initiatives-09_programs_initiatives-row-138,planned_value,Programs and initiatives row,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-09_programs_initiatives-09_programs_initiatives-row-138-evidence,meridian-health-09_programs_initiatives-09_programs_initiatives-row-138,09_programs_initiatives,09_programs_initiatives.csv,139,138,MER-SA07-09_PROGRAMS_INITIATIVES-0117,MER-SA07-INT-EVID-0117,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Contact Center / Member Service Operations: Provider quality and performance,,,,09_programs_initiatives.csv,139,found,found
meridian-health,tower,tower,tower-claim-meridian-health-09_programs_initiatives-09_programs_initiatives-row-139,planned_value,Programs and initiatives row,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-09_programs_initiatives-09_programs_initiatives-row-139-evidence,meridian-health-09_programs_initiatives-09_programs_initiatives-row-139,09_programs_initiatives,09_programs_initiatives.csv,140,139,MER-SA07-09_PROGRAMS_INITIATIVES-0118,MER-SA07-INT-EVID-0118,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Contact Center / Member Service Operations: End-to-end cost transparency,,,,09_programs_initiatives.csv,140,found,found
