tenant_key,gap_key,dimension_key,record_key,gap_type,gap_description,blocked_decision,evidence_needed,confidence,active_candidate_status
skyharbor-air,SHA-GAP-00001,00_enterprise_profile,SHA-00-00001,missing_owner,safety criticality requires evidence validation before active use.,IROPS Resilience and Recovery,SHA-EVID-00001; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01772,06_infrastructure_platforms,SHA-06-00208,missing_baseline,operational resilience requires evidence validation before active use.,Revenue management scenario assistant,SHA-EVID-03808; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01773,06_infrastructure_platforms,SHA-06-00209,missing_lineage,crew and legal constraints requires evidence validation before active use.,Loyalty next-best-action assistant,SHA-EVID-03809; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01774,06_infrastructure_platforms,SHA-06-00210,missing_contract_evidence,DOT customer obligations requires evidence validation before active use.,Flight operations knowledge assistant,SHA-EVID-03810; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01775,06_infrastructure_platforms,SHA-06-00211,missing_control_attestation,data privacy requires evidence validation before active use.,IT incident and change-risk copilot,SHA-EVID-03811; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01776,06_infrastructure_platforms,SHA-06-00212,missing_owner,PCI requires evidence validation before active use.,Procurement and vendor contract intelligence,SHA-EVID-03812; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01777,06_infrastructure_platforms,SHA-06-00213,missing_baseline,cyber risk requires evidence validation before active use.,IROPS Resilience and Recovery,SHA-EVID-03813; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01778,06_infrastructure_platforms,SHA-06-00214,missing_lineage,identity and access requires evidence validation before active use.,Passenger Service Modernization,SHA-EVID-03814; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01779,06_infrastructure_platforms,SHA-06-00215,missing_contract_evidence,vendor concentration requires evidence validation before active use.,Loyalty Platform Modernization,SHA-EVID-03815; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01780,06_infrastructure_platforms,SHA-06-00216,missing_control_attestation,model explainability requires evidence validation before active use.,Crew Operations Optimization,SHA-EVID-03816; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01781,06_infrastructure_platforms,SHA-06-00217,missing_owner,human-in-the-loop operations requires evidence validation before active use.,Maintenance Predictive Analytics Foundation,SHA-EVID-03817; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01782,06_infrastructure_platforms,SHA-06-00218,missing_baseline,incident response requires evidence validation before active use.,Airport Turnaround Performance Program,SHA-EVID-03818; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01783,06_infrastructure_platforms,SHA-06-00219,missing_lineage,airport-local operating variation requires evidence validation before active use.,Data Platform and Lakehouse Foundation,SHA-EVID-03819; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01784,06_infrastructure_platforms,SHA-06-00220,missing_contract_evidence,reservation-system dependency requires evidence validation before active use.,Contact Center Experience Transformation,SHA-EVID-03820; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01785,06_infrastructure_platforms,SHA-06-00221,missing_control_attestation,cloud resilience requires evidence validation before active use.,Revenue Management Modernization,SHA-EVID-03821; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01786,06_infrastructure_platforms,SHA-06-00222,missing_owner,safety criticality requires evidence validation before active use.,Cloud Resilience and Cyber Program,SHA-EVID-03822; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01787,06_infrastructure_platforms,SHA-06-00223,missing_baseline,operational resilience requires evidence validation before active use.,Baggage Visibility and Recovery,SHA-EVID-03823; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01788,06_infrastructure_platforms,SHA-06-00224,missing_lineage,crew and legal constraints requires evidence validation before active use.,Finance and Procurement Spend Transparency,SHA-EVID-03824; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01789,06_infrastructure_platforms,SHA-06-00225,missing_contract_evidence,DOT customer obligations requires evidence validation before active use.,IROPS recovery copilot,SHA-EVID-03825; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01790,06_infrastructure_platforms,SHA-06-00226,missing_control_attestation,data privacy requires evidence validation before active use.,Crew disruption assistant,SHA-EVID-03826; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01791,06_infrastructure_platforms,SHA-06-00227,missing_owner,PCI requires evidence validation before active use.,Maintenance troubleshooting assistant,SHA-EVID-03827; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01792,06_infrastructure_platforms,SHA-06-00228,missing_baseline,cyber risk requires evidence validation before active use.,Contact center agent assist,SHA-EVID-03828; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01793,06_infrastructure_platforms,SHA-06-00229,missing_lineage,identity and access requires evidence validation before active use.,Passenger rebooking personalization,SHA-EVID-03829; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01794,06_infrastructure_platforms,SHA-06-00230,missing_contract_evidence,vendor concentration requires evidence validation before active use.,Baggage recovery prediction,SHA-EVID-03830; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01795,06_infrastructure_platforms,SHA-06-00231,missing_control_attestation,model explainability requires evidence validation before active use.,Airport turnaround risk predictor,SHA-EVID-03831; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01796,06_infrastructure_platforms,SHA-06-00232,missing_owner,human-in-the-loop operations requires evidence validation before active use.,Revenue management scenario assistant,SHA-EVID-03832; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01797,06_infrastructure_platforms,SHA-06-00233,missing_baseline,incident response requires evidence validation before active use.,Loyalty next-best-action assistant,SHA-EVID-03833; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01798,06_infrastructure_platforms,SHA-06-00234,missing_lineage,airport-local operating variation requires evidence validation before active use.,Flight operations knowledge assistant,SHA-EVID-03834; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01799,06_infrastructure_platforms,SHA-06-00235,missing_contract_evidence,reservation-system dependency requires evidence validation before active use.,IT incident and change-risk copilot,SHA-EVID-03835; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01800,06_infrastructure_platforms,SHA-06-00236,missing_control_attestation,cloud resilience requires evidence validation before active use.,Procurement and vendor contract intelligence,SHA-EVID-03836; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01801,06_infrastructure_platforms,SHA-06-00237,missing_owner,safety criticality requires evidence validation before active use.,IROPS Resilience and Recovery,SHA-EVID-03837; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01802,06_infrastructure_platforms,SHA-06-00238,missing_baseline,operational resilience requires evidence validation before active use.,Passenger Service Modernization,SHA-EVID-03838; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01803,06_infrastructure_platforms,SHA-06-00239,missing_lineage,crew and legal constraints requires evidence validation before active use.,Loyalty Platform Modernization,SHA-EVID-03839; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01804,06_infrastructure_platforms,SHA-06-00240,missing_contract_evidence,DOT customer obligations requires evidence validation before active use.,Crew Operations Optimization,SHA-EVID-03840; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01805,07_vendors_contracts,SHA-07-00001,missing_control_attestation,data privacy requires evidence validation before active use.,Maintenance Predictive Analytics Foundation,SHA-EVID-04201; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01806,07_vendors_contracts,SHA-07-00002,missing_owner,PCI requires evidence validation before active use.,Airport Turnaround Performance Program,SHA-EVID-04202; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01807,07_vendors_contracts,SHA-07-00003,missing_baseline,cyber risk requires evidence validation before active use.,Data Platform and Lakehouse Foundation,SHA-EVID-04203; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01808,07_vendors_contracts,SHA-07-00004,missing_lineage,identity and access requires evidence validation before active use.,Contact Center Experience Transformation,SHA-EVID-04204; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01809,07_vendors_contracts,SHA-07-00005,missing_contract_evidence,vendor concentration requires evidence validation before active use.,Revenue Management Modernization,SHA-EVID-04205; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01810,07_vendors_contracts,SHA-07-00006,missing_control_attestation,model explainability requires evidence validation before active use.,Cloud Resilience and Cyber Program,SHA-EVID-04206; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01811,07_vendors_contracts,SHA-07-00007,missing_owner,human-in-the-loop operations requires evidence validation before active use.,Baggage Visibility and Recovery,SHA-EVID-04207; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01812,07_vendors_contracts,SHA-07-00008,missing_baseline,incident response requires evidence validation before active use.,Finance and Procurement Spend Transparency,SHA-EVID-04208; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01813,07_vendors_contracts,SHA-07-00009,missing_lineage,airport-local operating variation requires evidence validation before active use.,IROPS recovery copilot,SHA-EVID-04209; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01814,07_vendors_contracts,SHA-07-00010,missing_contract_evidence,reservation-system dependency requires evidence validation before active use.,Crew disruption assistant,SHA-EVID-04210; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01815,07_vendors_contracts,SHA-07-00011,missing_control_attestation,cloud resilience requires evidence validation before active use.,Maintenance troubleshooting assistant,SHA-EVID-04211; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01816,07_vendors_contracts,SHA-07-00012,missing_owner,safety criticality requires evidence validation before active use.,Contact center agent assist,SHA-EVID-04212; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01817,07_vendors_contracts,SHA-07-00013,missing_baseline,operational resilience requires evidence validation before active use.,Passenger rebooking personalization,SHA-EVID-04213; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01818,07_vendors_contracts,SHA-07-00014,missing_lineage,crew and legal constraints requires evidence validation before active use.,Baggage recovery prediction,SHA-EVID-04214; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01819,07_vendors_contracts,SHA-07-00015,missing_contract_evidence,DOT customer obligations requires evidence validation before active use.,Airport turnaround risk predictor,SHA-EVID-04215; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01820,07_vendors_contracts,SHA-07-00016,missing_control_attestation,data privacy requires evidence validation before active use.,Revenue management scenario assistant,SHA-EVID-04216; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01821,07_vendors_contracts,SHA-07-00017,missing_owner,PCI requires evidence validation before active use.,Loyalty next-best-action assistant,SHA-EVID-04217; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01822,07_vendors_contracts,SHA-07-00018,missing_baseline,cyber risk requires evidence validation before active use.,Flight operations knowledge assistant,SHA-EVID-04218; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01823,07_vendors_contracts,SHA-07-00019,missing_lineage,identity and access requires evidence validation before active use.,IT incident and change-risk copilot,SHA-EVID-04219; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01824,07_vendors_contracts,SHA-07-00020,missing_contract_evidence,vendor concentration requires evidence validation before active use.,Procurement and vendor contract intelligence,SHA-EVID-04220; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01825,07_vendors_contracts,SHA-07-00021,missing_control_attestation,model explainability requires evidence validation before active use.,IROPS Resilience and Recovery,SHA-EVID-04221; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01826,07_vendors_contracts,SHA-07-00022,missing_owner,human-in-the-loop operations requires evidence validation before active use.,Passenger Service Modernization,SHA-EVID-04222; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01827,07_vendors_contracts,SHA-07-00023,missing_baseline,incident response requires evidence validation before active use.,Loyalty Platform Modernization,SHA-EVID-04223; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01828,07_vendors_contracts,SHA-07-00024,missing_lineage,airport-local operating variation requires evidence validation before active use.,Crew Operations Optimization,SHA-EVID-04224; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01829,07_vendors_contracts,SHA-07-00025,missing_contract_evidence,reservation-system dependency requires evidence validation before active use.,Maintenance Predictive Analytics Foundation,SHA-EVID-04225; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01830,07_vendors_contracts,SHA-07-00026,missing_control_attestation,cloud resilience requires evidence validation before active use.,Airport Turnaround Performance Program,SHA-EVID-04226; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01831,07_vendors_contracts,SHA-07-00027,missing_owner,safety criticality requires evidence validation before active use.,Data Platform and Lakehouse Foundation,SHA-EVID-04227; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01832,07_vendors_contracts,SHA-07-00028,missing_baseline,operational resilience requires evidence validation before active use.,Contact Center Experience Transformation,SHA-EVID-04228; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01833,07_vendors_contracts,SHA-07-00029,missing_lineage,crew and legal constraints requires evidence validation before active use.,Revenue Management Modernization,SHA-EVID-04229; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01834,07_vendors_contracts,SHA-07-00030,missing_contract_evidence,DOT customer obligations requires evidence validation before active use.,Cloud Resilience and Cyber Program,SHA-EVID-04230; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01835,07_vendors_contracts,SHA-07-00031,missing_control_attestation,data privacy requires evidence validation before active use.,Baggage Visibility and Recovery,SHA-EVID-04231; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01836,07_vendors_contracts,SHA-07-00032,missing_owner,PCI requires evidence validation before active use.,Finance and Procurement Spend Transparency,SHA-EVID-04232; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01837,07_vendors_contracts,SHA-07-00033,missing_baseline,cyber risk requires evidence validation before active use.,IROPS recovery copilot,SHA-EVID-04233; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01838,07_vendors_contracts,SHA-07-00034,missing_lineage,identity and access requires evidence validation before active use.,Crew disruption assistant,SHA-EVID-04234; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01839,07_vendors_contracts,SHA-07-00035,missing_contract_evidence,vendor concentration requires evidence validation before active use.,Maintenance troubleshooting assistant,SHA-EVID-04235; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01840,07_vendors_contracts,SHA-07-00036,missing_control_attestation,model explainability requires evidence validation before active use.,Contact center agent assist,SHA-EVID-04236; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01841,07_vendors_contracts,SHA-07-00037,missing_owner,human-in-the-loop operations requires evidence validation before active use.,Passenger rebooking personalization,SHA-EVID-04237; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01842,07_vendors_contracts,SHA-07-00038,missing_baseline,incident response requires evidence validation before active use.,Baggage recovery prediction,SHA-EVID-04238; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01843,07_vendors_contracts,SHA-07-00039,missing_lineage,airport-local operating variation requires evidence validation before active use.,Airport turnaround risk predictor,SHA-EVID-04239; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01844,07_vendors_contracts,SHA-07-00040,missing_contract_evidence,reservation-system dependency requires evidence validation before active use.,Revenue management scenario assistant,SHA-EVID-04240; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01845,07_vendors_contracts,SHA-07-00041,missing_control_attestation,cloud resilience requires evidence validation before active use.,Loyalty next-best-action assistant,SHA-EVID-04241; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01846,07_vendors_contracts,SHA-07-00042,missing_owner,safety criticality requires evidence validation before active use.,Flight operations knowledge assistant,SHA-EVID-04242; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01847,07_vendors_contracts,SHA-07-00043,missing_baseline,operational resilience requires evidence validation before active use.,IT incident and change-risk copilot,SHA-EVID-04243; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01848,07_vendors_contracts,SHA-07-00044,missing_lineage,crew and legal constraints requires evidence validation before active use.,Procurement and vendor contract intelligence,SHA-EVID-04244; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01849,07_vendors_contracts,SHA-07-00045,missing_contract_evidence,DOT customer obligations requires evidence validation before active use.,IROPS Resilience and Recovery,SHA-EVID-04245; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01850,07_vendors_contracts,SHA-07-00046,missing_control_attestation,data privacy requires evidence validation before active use.,Passenger Service Modernization,SHA-EVID-04246; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01851,07_vendors_contracts,SHA-07-00047,missing_owner,PCI requires evidence validation before active use.,Loyalty Platform Modernization,SHA-EVID-04247; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01852,07_vendors_contracts,SHA-07-00048,missing_baseline,cyber risk requires evidence validation before active use.,Crew Operations Optimization,SHA-EVID-04248; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01853,07_vendors_contracts,SHA-07-00049,missing_lineage,identity and access requires evidence validation before active use.,Maintenance Predictive Analytics Foundation,SHA-EVID-04249; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01854,07_vendors_contracts,SHA-07-00050,missing_contract_evidence,vendor concentration requires evidence validation before active use.,Airport Turnaround Performance Program,SHA-EVID-04250; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01855,07_vendors_contracts,SHA-07-00051,missing_control_attestation,model explainability requires evidence validation before active use.,Data Platform and Lakehouse Foundation,SHA-EVID-04251; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01856,07_vendors_contracts,SHA-07-00052,missing_owner,human-in-the-loop operations requires evidence validation before active use.,Contact Center Experience Transformation,SHA-EVID-04252; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01857,07_vendors_contracts,SHA-07-00053,missing_baseline,incident response requires evidence validation before active use.,Revenue Management Modernization,SHA-EVID-04253; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01858,07_vendors_contracts,SHA-07-00054,missing_lineage,airport-local operating variation requires evidence validation before active use.,Cloud Resilience and Cyber Program,SHA-EVID-04254; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01859,07_vendors_contracts,SHA-07-00055,missing_contract_evidence,reservation-system dependency requires evidence validation before active use.,Baggage Visibility and Recovery,SHA-EVID-04255; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01860,07_vendors_contracts,SHA-07-00056,missing_control_attestation,cloud resilience requires evidence validation before active use.,Finance and Procurement Spend Transparency,SHA-EVID-04256; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01861,07_vendors_contracts,SHA-07-00057,missing_owner,safety criticality requires evidence validation before active use.,IROPS recovery copilot,SHA-EVID-04257; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01862,07_vendors_contracts,SHA-07-00058,missing_baseline,operational resilience requires evidence validation before active use.,Crew disruption assistant,SHA-EVID-04258; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01863,07_vendors_contracts,SHA-07-00059,missing_lineage,crew and legal constraints requires evidence validation before active use.,Maintenance troubleshooting assistant,SHA-EVID-04259; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01864,07_vendors_contracts,SHA-07-00060,missing_contract_evidence,DOT customer obligations requires evidence validation before active use.,Contact center agent assist,SHA-EVID-04260; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01865,07_vendors_contracts,SHA-07-00061,missing_control_attestation,data privacy requires evidence validation before active use.,Passenger rebooking personalization,SHA-EVID-04261; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01866,07_vendors_contracts,SHA-07-00062,missing_owner,PCI requires evidence validation before active use.,Baggage recovery prediction,SHA-EVID-04262; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01867,07_vendors_contracts,SHA-07-00063,missing_baseline,cyber risk requires evidence validation before active use.,Airport turnaround risk predictor,SHA-EVID-04263; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01868,07_vendors_contracts,SHA-07-00064,missing_lineage,identity and access requires evidence validation before active use.,Revenue management scenario assistant,SHA-EVID-04264; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01869,07_vendors_contracts,SHA-07-00065,missing_contract_evidence,vendor concentration requires evidence validation before active use.,Loyalty next-best-action assistant,SHA-EVID-04265; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01870,07_vendors_contracts,SHA-07-00066,missing_control_attestation,model explainability requires evidence validation before active use.,Flight operations knowledge assistant,SHA-EVID-04266; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01871,07_vendors_contracts,SHA-07-00067,missing_owner,human-in-the-loop operations requires evidence validation before active use.,IT incident and change-risk copilot,SHA-EVID-04267; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01872,07_vendors_contracts,SHA-07-00068,missing_baseline,incident response requires evidence validation before active use.,Procurement and vendor contract intelligence,SHA-EVID-04268; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01873,07_vendors_contracts,SHA-07-00069,missing_lineage,airport-local operating variation requires evidence validation before active use.,IROPS Resilience and Recovery,SHA-EVID-04269; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01874,07_vendors_contracts,SHA-07-00070,missing_contract_evidence,reservation-system dependency requires evidence validation before active use.,Passenger Service Modernization,SHA-EVID-04270; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01875,07_vendors_contracts,SHA-07-00071,missing_control_attestation,cloud resilience requires evidence validation before active use.,Loyalty Platform Modernization,SHA-EVID-04271; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01876,07_vendors_contracts,SHA-07-00072,missing_owner,safety criticality requires evidence validation before active use.,Crew Operations Optimization,SHA-EVID-04272; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01877,07_vendors_contracts,SHA-07-00073,missing_baseline,operational resilience requires evidence validation before active use.,Maintenance Predictive Analytics Foundation,SHA-EVID-04273; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01878,07_vendors_contracts,SHA-07-00074,missing_lineage,crew and legal constraints requires evidence validation before active use.,Airport Turnaround Performance Program,SHA-EVID-04274; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01879,07_vendors_contracts,SHA-07-00075,missing_contract_evidence,DOT customer obligations requires evidence validation before active use.,Data Platform and Lakehouse Foundation,SHA-EVID-04275; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01880,07_vendors_contracts,SHA-07-00076,missing_control_attestation,data privacy requires evidence validation before active use.,Contact Center Experience Transformation,SHA-EVID-04276; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01881,07_vendors_contracts,SHA-07-00077,missing_owner,PCI requires evidence validation before active use.,Revenue Management Modernization,SHA-EVID-04277; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01882,07_vendors_contracts,SHA-07-00078,missing_baseline,cyber risk requires evidence validation before active use.,Cloud Resilience and Cyber Program,SHA-EVID-04278; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01883,07_vendors_contracts,SHA-07-00079,missing_lineage,identity and access requires evidence validation before active use.,Baggage Visibility and Recovery,SHA-EVID-04279; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01884,07_vendors_contracts,SHA-07-00080,missing_contract_evidence,vendor concentration requires evidence validation before active use.,Finance and Procurement Spend Transparency,SHA-EVID-04280; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01885,07_vendors_contracts,SHA-07-00081,missing_control_attestation,model explainability requires evidence validation before active use.,IROPS recovery copilot,SHA-EVID-04281; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01886,07_vendors_contracts,SHA-07-00082,missing_owner,human-in-the-loop operations requires evidence validation before active use.,Crew disruption assistant,SHA-EVID-04282; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01887,07_vendors_contracts,SHA-07-00083,missing_baseline,incident response requires evidence validation before active use.,Maintenance troubleshooting assistant,SHA-EVID-04283; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01888,07_vendors_contracts,SHA-07-00084,missing_lineage,airport-local operating variation requires evidence validation before active use.,Contact center agent assist,SHA-EVID-04284; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01889,07_vendors_contracts,SHA-07-00085,missing_contract_evidence,reservation-system dependency requires evidence validation before active use.,Passenger rebooking personalization,SHA-EVID-04285; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01890,07_vendors_contracts,SHA-07-00086,missing_control_attestation,cloud resilience requires evidence validation before active use.,Baggage recovery prediction,SHA-EVID-04286; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01891,07_vendors_contracts,SHA-07-00087,missing_owner,safety criticality requires evidence validation before active use.,Airport turnaround risk predictor,SHA-EVID-04287; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01892,07_vendors_contracts,SHA-07-00088,missing_baseline,operational resilience requires evidence validation before active use.,Revenue management scenario assistant,SHA-EVID-04288; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01893,07_vendors_contracts,SHA-07-00089,missing_lineage,crew and legal constraints requires evidence validation before active use.,Loyalty next-best-action assistant,SHA-EVID-04289; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01894,07_vendors_contracts,SHA-07-00090,missing_contract_evidence,DOT customer obligations requires evidence validation before active use.,Flight operations knowledge assistant,SHA-EVID-04290; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01895,07_vendors_contracts,SHA-07-00091,missing_control_attestation,data privacy requires evidence validation before active use.,IT incident and change-risk copilot,SHA-EVID-04291; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01896,07_vendors_contracts,SHA-07-00092,missing_owner,PCI requires evidence validation before active use.,Procurement and vendor contract intelligence,SHA-EVID-04292; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01897,07_vendors_contracts,SHA-07-00093,missing_baseline,cyber risk requires evidence validation before active use.,IROPS Resilience and Recovery,SHA-EVID-04293; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01898,07_vendors_contracts,SHA-07-00094,missing_lineage,identity and access requires evidence validation before active use.,Passenger Service Modernization,SHA-EVID-04294; source file; owner; baseline; control status,medium,candidate
