"tenant","page","tab","component","rendered_value","generated_by","deterministic_object","storage_location","source_layer","source_files","refreshed_at","claude_prompt_file","claude_response_file","notes"
"meridian-health","Home / Knowledge","Use Cases","Top candidate use cases","1. name: Unified Clinical + Claims Lakehouse | fn: Enterprise Data and Analytics / Clinical Operations / Health Plan Operations | stage: Planning — evidence closure required | value: Governed longitudinal patient/member view enabling population health, cost, and quality analytics. Value quantifiable only after EMR, claims, pharmacy, identity, medallion, and governance evidence are certified. | gate: Epic Clarity medallion architecture + patient identity spine + claims/pharmacy harmonization + AWS/Databricks foundation | why_this_is_top_5: CEO, CMO, and CDAO all cite this as the foundational strategic priority. It is the prerequisite platform for four of the other six use cases. | evidence_refs: 1. MER-V3-EVID-0100
2. MER-V3-EVID-0101
3. MER-V3-EVID-0102
4. MER-SA07-INT-EVID-0001
5. MER-SA07-INT-EVID-0008
2. name: Governed Data Foundation for AI / LLM Automation | fn: Enterprise Data and Analytics / Health Plan Operations / Finance and Actuarial | stage: Planning — evidence closure required | value: Enables prior-auth, coding, and utilization management automation. Value quantifiable only after governance, semantic ownership, lineage, and control evidence are in place and workflow baselines are captured. | gate: Formal data governance operating model + certified semantic layer + AI audit trail + data quality rules | why_this_is_top_5: CEO, CFO, CIO, CDAO, Health Plan Ops, and Procurement all flag this as a top priority. It is the governance prerequisite for all AI/LLM use cases. | evidence_refs: 1. MER-V3-EVID-0103
2. MER-V3-EVID-0104
3. MER-V3-EVID-0105
4. MER-SA07-INT-EVID-0002
5. MER-SA07-INT-EVID-0009
3. name: Payment Integrity and Leakage Reduction | fn: Health Plan Operations / Finance and Actuarial / Analytics | stage: Planning — evidence closure required | value: Reduces claims leakage through anomaly detection, FWA identification, and billing pattern analysis. Value quantifiable only after claims anomaly features, provider resolution, rules lineage, and recovery workflow evidence are governed. | gate: SAS model lineage governance + provider entity resolution + investigation workflow evidence + recovery tracking | why_this_is_top_5: CFO and Chief Experience Officer both flag payment integrity as a top strategic priority. SAS estate is the current detection platform but lacks governed lineage. | evidence_refs: 1. MER-V3-EVID-0115
2. MER-V3-EVID-0116
3. MER-V3-EVID-0117
4. MER-SA07-INT-EVID-0006
4. name: End-to-End Cost Transparency | fn: Finance and Actuarial / Health Plan Operations / Network Contracting | stage: Planning — evidence closure required | value: Creates cost-of-care and margin visibility across claims, capitation, and provider contracts. Value quantifiable only after claims, capitation, contract, and GL reconciliation evidence is governed and finance/actuarial baseline is signed off. | gate: Provider contract digitization + claims/GL calendar alignment + cost allocation rules + margin semantic model | why_this_is_top_5: CEO, CFO, and CDAO all cite cost transparency as a top priority. Provider contract terms not being in governed digital form is the single largest blocker. | evidence_refs: 1. MER-V3-EVID-0112
2. MER-V3-EVID-0113
3. MER-V3-EVID-0114
4. MER-SA07-INT-EVID-0005
5. name: Call Center Optimization | fn: Contact Center and Member Experience / Health Plan Operations | stage: Planning — evidence closure required | value: Improves agent assist and next-best-action using transcripts, CRM cases, and claims status. Value quantifiable only after transcript, CRM, claims, intent, and QA-label evidence is governed and baseline AHT/containment/FCR data are loaded. | gate: Transcript governance + real-time CRM integration + intent taxonomy certification + member identity linkage | why_this_is_top_5: CEO, CFO, and CIO all flag call center optimization. Chief Experience Officer owns member experience outcomes. Contact center platform and CRM are current-core but ungoverned for analytics. | evidence_refs: 1. MER-V3-EVID-0106
2. MER-V3-EVID-0107
3. MER-V3-EVID-0108
4. MER-SA07-INT-EVID-0003
5. MER-SA07-INT-EVID-0010","Claude-derived advisory artifact","design_slots.USE_CASES","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","canonical tenant inputs + executive interviews + approved Home design contract","09_programs_initiatives.csv; 10_ai_automation_use_cases.csv; 12_relationships.csv","2026-07-17T17:47:36.422Z","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/actual-claude-prompt.txt","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/raw-claude-response.json",""
"meridian-health","Home / Knowledge","Proof","Evidence list","1. name: Enterprise Profile | type: doc | supports: Meridian Health System identity and enterprise boundary | date: 2026-07-16 | status: source-backed
2. name: Epic Hyperspace / Clarity / Caboodle | type: sys | supports: Core EHR and clinical reporting platform; current-core lifecycle; integration to Clarity, Caboodle, and BI tools confirmed | date: 2026-07-16 | status: source-backed
3. name: On-prem SQL Server Reporting Marts | type: sys | supports: Fragmented legacy reporting; SSIS/SQL Agent/Tableau/Power BI/SAS feed dependencies; duplicated business rules | date: 2026-07-16 | status: source-backed
4. name: Claims Administration Platform | type: sys | supports: Medical claims, adjudication, and claim edits; EDI and payment integrity feeds; critical lifecycle | date: 2026-07-16 | status: source-backed
5. name: AWS Analytics Foundation | type: sys | supports: Target cloud foundation direction; network/security/IAM planned but not yet production analytics | date: 2026-07-16 | status: directional
6. name: Databricks on AWS | type: sys | supports: Target lakehouse platform; S3/Unity Catalog/Delta planned; no certified medallion architecture evidenced | date: 2026-07-16 | status: directional
7. name: Outsourced Analytics Managed Services Provider | type: sys | supports: Analytics managed services across SQL Server, Tableau, Power BI, SAS; ~80% maintenance load risk identified | date: 2026-07-16 | status: source-backed
8. name: Executive Interview Bundle (CEO, CFO, CIO, CTO, CDAO, CXO, CMO, Health Plan Ops, Privacy, Program Office) | type: int | supports: All 7 use cases confirmed as strategic priorities; all flagged as not decision-grade pending evidence closure | date: 2026-07-16 | status: source-backed
9. name: Risks & Controls Evidence Bundle (28 items) | type: doc | supports: 24 discrete risk/gap items mapped across all 7 use cases; all carry baseline_required_before_value_claim boundary | date: 2026-07-16 | status: source-backed
10. name: Synthetic Context Boundary Declarations | type: doc | supports: Confirms planning-grade synthetic context; no real Meridian production data; no measured value claims or audited clinical/financial claims | date: 2026-07-16 | status: source-backed
11. name: Industry Context & Expert Lenses (7 patterns) | type: doc | supports: One industry pattern per use case; all high confidence except Provider Quality (medium) | date: 2026-07-16 | status: source-backed
12. name: Data Assets & Integrations Evidence Bundle (17 active rows) | type: doc | supports: Data domain to system mapping for all 7 use cases; value hypotheses and evidence gaps per domain | date: 2026-07-16 | status: source-backed","Claude-derived advisory artifact","design_slots.EVIDENCE","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","canonical tenant inputs + executive interviews + approved Home design contract","13_evidence_sources.csv; 18_operational_process_evidence.csv","2026-07-17T17:47:36.422Z","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/actual-claude-prompt.txt","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/raw-claude-response.json",""
"meridian-health","Enterprise Dimensions / Enterprise Profile","Summary","Dimension header summary","key: profile | name: Enterprise Profile | count: 1 | status: source-backed | pct: 96% | evCount: 1 | summary: Meridian Health System is an integrated health system and health plan. The enterprise profile is the anchor identity for all 19 context dimensions loaded in Nexus. | covers: 1. Enterprise identity
2. Tenant boundary
3. Context anchor | sources: 1. MER-V3-EVID-0001","Claude-derived or approved story fallback plus canonical rows","design_slots.DIMS[profile]","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","canonical tenant inputs + executive interviews + approved Home design contract","datasets/tenant-inputs/meridian-health/standard-2026-07-v3/00_enterprise_profile.csv","2026-07-17T17:47:36.422Z","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/actual-claude-prompt.txt","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/raw-claude-response.json",""
"meridian-health","Enterprise Dimensions / Enterprise Profile","Summary","Story card","meaning: Meridian operates as both a clinical delivery system and a health plan, creating a dual data obligation — clinical EMR data from Epic and claims/financial data from the health plan side must eventually be unified. | observed: 1 active profile row; high confidence; confirmed as planning-grade synthetic context. | matters: The integrated payer-provider model means use cases like cost transparency and provider quality span organizational boundaries that are not yet bridged by a governed data layer. | supports: All 7 use cases depend on this dual identity being resolved in a unified data model.","Claude-derived or approved story fallback plus canonical rows","design_slots.STORY.profile","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","canonical tenant inputs + executive interviews + approved Home design contract","datasets/tenant-inputs/meridian-health/standard-2026-07-v3/00_enterprise_profile.csv","2026-07-17T17:47:36.422Z","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/actual-claude-prompt.txt","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/raw-claude-response.json",""
"meridian-health","Enterprise Dimensions / Enterprise Profile","Summary","Insight findings","findings: 1. Meridian's payer-provider integration creates a unique data unification challenge not present in pure-play health systems.
2. The enterprise profile is the only dimension with 100% active rows — all other dimensions have significant candidate backlogs. | breakdown: title: Profile Dimension Summary | rows: 1. label: Total Rows | value: 1 | note: Single enterprise profile record
2. label: Active Rows | value: 1 | note: Fully confirmed
3. label: Confidence | value: High | note: Source-backed","Claude-derived or approved story fallback plus canonical rows","design_slots.INSIGHTS.profile","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","canonical tenant inputs + executive interviews + approved Home design contract","datasets/tenant-inputs/meridian-health/standard-2026-07-v3/00_enterprise_profile.csv","2026-07-17T17:47:36.422Z","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/actual-claude-prompt.txt","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/raw-claude-response.json",""
"meridian-health","Enterprise Dimensions / Enterprise Profile","Data","Data table projection","row_count: 1 | source_file: datasets/tenant-inputs/meridian-health/standard-2026-07-v3/00_enterprise_profile.csv | filter_fields:  | columns: 1. k: business_name | label: Business Name
2. k: industry | label: Industry
3. k: tenant_archetype | label: Tenant Archetype
4. k: summary | label: Summary
5. k: confidence | label: Confidence | pill: status
6. k: context_item | label: Context Item
7. k: dimension | label: Dimension
8. k: evidence_id | label: Evidence Id
9. k: active_candidate_status | label: Active Candidate Status | sample_rows: 1. business_name: Meridian Health System | industry: Healthcare | tenant_archetype: Integrated delivery network and health plan | summary: Medium-to-large health organization with clinical delivery, health-plan operations, finance, and analytics modernization needs. | confidence: high | context_item: Meridian Health System | dimension: 00_enterprise_profile | evidence_id: MER-V3-EVID-0001 | active_candidate_status: active","Deterministic full-row projection from canonical CSV; render all rows with filters","design_slots.DATA.profile","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","canonical tenant inputs + executive interviews + approved Home design contract","datasets/tenant-inputs/meridian-health/standard-2026-07-v3/00_enterprise_profile.csv","2026-07-17T17:47:36.422Z","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/actual-claude-prompt.txt","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/raw-claude-response.json","Full rows are in design-contract-pack.json; review table shows first 5 only."
"meridian-health","Enterprise Dimensions / Enterprise Profile","Relationships","Relationship story","chain: 1. Enterprise Profile → Business Functions → Org Ownership → Applications & Systems → Data Assets | note: The enterprise profile anchors all downstream dimension mapping. Every use case, system, and gap traces back to this identity.","Claude-derived or approved story fallback plus canonical rows","design_slots.REL.profile","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","canonical tenant inputs + executive interviews + approved Home design contract","datasets/tenant-inputs/meridian-health/standard-2026-07-v3/00_enterprise_profile.csv; 12_relationships.csv","2026-07-17T17:47:36.422Z","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/actual-claude-prompt.txt","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/raw-claude-response.json",""
"meridian-health","Enterprise Dimensions / Enterprise Profile","Gaps","Dimension gaps","1. missing: No sub-entity or market geography breakdown | blocks: Cannot assess regional or product-line variation in use case applicability | needed: Entity structure and market footprint documentation | handoff: CEO / Enterprise Strategy or Corporate Development","Claude-derived or approved story fallback plus canonical rows","design_slots.DGAPS.profile","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","canonical tenant inputs + executive interviews + approved Home design contract","datasets/tenant-inputs/meridian-health/standard-2026-07-v3/00_enterprise_profile.csv; 11_risks_controls.csv; 13_evidence_sources.csv","2026-07-17T17:47:36.422Z","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/actual-claude-prompt.txt","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/raw-claude-response.json",""
"meridian-health","Enterprise Dimensions / Enterprise Profile","Evidence","Evidence cards","1. name: Enterprise Profile CSV | type: doc | date: 2026-07-16 | rows: 1 | facts: Meridian Health System confirmed as integrated health system and health plan | st: source-backed | fields: business_name, context_item, confidence, active_candidate_status, evidence_id | supports: Tenant identity and enterprise boundary | missing: Sub-entity structure, market geography, membership/patient volume","Claude-derived or approved story fallback plus canonical rows","design_slots.EVID.profile","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","canonical tenant inputs + executive interviews + approved Home design contract","datasets/tenant-inputs/meridian-health/standard-2026-07-v3/00_enterprise_profile.csv; 13_evidence_sources.csv","2026-07-17T17:47:36.422Z","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/actual-claude-prompt.txt","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/raw-claude-response.json",""
"meridian-health","Enterprise Dimensions / Business Functions","Summary","Dimension header summary","key: functions | name: Business Functions | count: 223 | status: source-backed | pct: 90% | evCount: 223 | summary: Seven active business functions are confirmed: Enterprise Data and Analytics, Clinical Operations, Health Plan Operations, Quality and Provider Performance, Contact Center and Member Experience, Technology Platform and Security, and Finance and Actuarial. 217 candidate rows represent executive use-case alignment signals pending certification. | covers: 1. Business function inventory
2. Executive use case alignment
3. Ownership mapping | sources: 1. MER-V3-EVID-0002
2. MER-V3-EVID-0003
3. MER-V3-EVID-0004
4. MER-V3-EVID-0005
5. MER-V3-EVID-0006
6. MER-V3-EVID-0007
7. MER-V3-EVID-0008","Claude-derived or approved story fallback plus canonical rows","design_slots.DIMS[functions]","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","canonical tenant inputs + executive interviews + approved Home design contract","datasets/tenant-inputs/meridian-health/standard-2026-07-v3/01_business_functions.csv","2026-07-17T17:47:36.422Z","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/actual-claude-prompt.txt","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/raw-claude-response.json",""
"meridian-health","Enterprise Dimensions / Business Functions","Summary","Story card","meaning: All seven use cases have cross-functional executive sponsorship. The CEO, CFO, CIO, CTO, and CDAO are all aligned on the same use case portfolio, but each flags different evidence gaps as the primary blocker. | observed: 6 active function rows; 217 candidate rows from executive interview alignment signals. 168 high-confidence, 55 medium-confidence. | matters: Cross-functional alignment is a strategic asset. The risk is that without a shared governance model, each function will continue to operate its own data silo. | supports: Use case prioritization and evidence closure accountability assignment.","Claude-derived or approved story fallback plus canonical rows","design_slots.STORY.functions","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","canonical tenant inputs + executive interviews + approved Home design contract","datasets/tenant-inputs/meridian-health/standard-2026-07-v3/01_business_functions.csv","2026-07-17T17:47:36.422Z","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/actual-claude-prompt.txt","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/raw-claude-response.json",""
"meridian-health","Enterprise Dimensions / Business Functions","Summary","Insight findings","findings: 1. All C-suite roles (CEO, CFO, CIO, CTO, CDAO) are aligned on the same 7 use cases — a rare level of executive consensus.
2. Finance and Actuarial is the only active function with medium confidence, reflecting the absence of a certified finance semantic layer.
3. The candidate backlog (217 rows) represents executive use-case alignment signals that need owner certification before they can drive sourcing outputs. | breakdown: title: Business Function Confidence Distribution | rows: 1. label: High Confidence Rows | value: 168 | note: Source-backed function-to-use-case alignment
2. label: Medium Confidence Rows | value: 55 | note: Directional alignment; owner certification needed
3. label: Active Functions | value: 6 | note: Confirmed and in scope
4. label: Candidate Rows | value: 217 | note: Executive interview signals pending certification","Claude-derived or approved story fallback plus canonical rows","design_slots.INSIGHTS.functions","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","canonical tenant inputs + executive interviews + approved Home design contract","datasets/tenant-inputs/meridian-health/standard-2026-07-v3/01_business_functions.csv","2026-07-17T17:47:36.422Z","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/actual-claude-prompt.txt","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/raw-claude-response.json",""
"meridian-health","Enterprise Dimensions / Business Functions","Data","Data table projection","row_count: 223 | source_file: datasets/tenant-inputs/meridian-health/standard-2026-07-v3/01_business_functions.csv | filter_fields:  | columns: 1. k: business_name | label: Business Name
2. k: owner_role | label: Owner Role
3. k: operating_model | label: Operating Model
4. k: metrics_or_kpis | label: Metrics Or Kpis
5. k: processes | label: Processes
6. k: confidence | label: Confidence | pill: status
7. k: context_item | label: Context Item
8. k: dimension | label: Dimension
9. k: evidence_id | label: Evidence Id | sample_rows: 1. business_name: Enterprise Data and Analytics | owner_role: CDAO | operating_model: central platform plus distributed analysts | metrics_or_kpis: pipeline reliability; certified semantic layer adoption; evidence-backed AI readiness | processes: data intake; data product certification; dashboard modernization; analytics demand management | confidence: high | context_item: Enterprise Data and Analytics | dimension: 01_business_functions | evidence_id: MER-V3-EVID-0002
2. business_name: Clinical Operations | owner_role: CMO | operating_model: clinical service-line and informatics partnership | metrics_or_kpis: care quality; clinical workflow adoption; care gap closure | processes: clinical documentation; care management; longitudinal patient view | confidence: high | context_item: Clinical Operations | dimension: 01_business_functions | evidence_id: MER-V3-EVID-0003
3. business_name: Health Plan Operations | owner_role: Health Plan COO | operating_model: payer operations with claims, pharmacy, UM, and member service | metrics_or_kpis: prior authorization turnaround; claims quality; call containment | processes: prior authorization; utilization management; claims operations; member support | confidence: high | context_item: Health Plan Operations | dimension: 01_business_functions | evidence_id: MER-V3-EVID-0004
4. business_name: Quality and Provider Performance | owner_role: VP Quality | operating_model: quality analytics and provider performance operating model | metrics_or_kpis: HEDIS; STAR; attribution accuracy; provider benchmarking adoption | processes: measure logic; provider attribution; care gap analytics | confidence: medium | context_item: Quality and Provider Performance | dimension: 01_business_functions | evidence_id: MER-V3-EVID-0005
5. business_name: Finance and Actuarial | owner_role: CFO | operating_model: finance analytics, actuarial, controller, and reporting teams | metrics_or_kpis: close cycle; cost-of-care visibility; margin by product/provider/population | processes: financial reporting; cost transparency; payment integrity; close automation | confidence: high | context_item: Finance and Actuarial | dimension: 01_business_functions | evidence_id: MER-V3-EVID-0006","Deterministic full-row projection from canonical CSV; render all rows with filters","design_slots.DATA.functions","datasets/tenant-inputs/meridian-health/approved-content/home/design-contract-pack.json","canonical tenant inputs + executive interviews + approved Home design contract","datasets/tenant-inputs/meridian-health/standard-2026-07-v3/01_business_functions.csv","2026-07-17T17:47:36.422Z","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/actual-claude-prompt.txt","/Users/anand/Projects/nexus/reports/home-knowledge-design-contract/raw-claude-response.json","Full rows are in design-contract-pack.json; review table shows first 5 only."
