report_id,report_name,business_function,lifecycle_status,refresh_cadence,source_data_product_id,evidence_gap
BI-HCDN-06844,denials report 06844,Compliance,executive critical,real-time,DATA-HCDN-01033,source-backed candidate
BI-HCDN-06845,access report 06845,Provider Network,active,ad hoc,DATA-HCDN-01036,source-backed candidate
BI-HCDN-06846,finance report 06846,Value-Based Care,duplicate,daily,DATA-HCDN-01039,source-backed candidate
BI-HCDN-06847,actuarial report 06847,Clinical Operations,stale,weekly,DATA-HCDN-01042,source-backed candidate
BI-HCDN-06848,pharmacy report 06848,Revenue Cycle,candidate retire,monthly,DATA-HCDN-01045,source-backed candidate
BI-HCDN-06849,provider-network report 06849,Patient Access,executive critical,quarterly,DATA-HCDN-01048,owner unclear
BI-HCDN-06850,executive report 06850,Interoperability,active,real-time,DATA-HCDN-01051,source-backed candidate
BI-HCDN-06851,Stars report 06851,Population Health,duplicate,ad hoc,DATA-HCDN-01054,source-backed candidate
BI-HCDN-06852,HEDIS report 06852,Health Plan Operations,stale,daily,DATA-HCDN-01057,KPI definition conflict
BI-HCDN-06853,CAHPS report 06853,Medicare Advantage,candidate retire,weekly,DATA-HCDN-01060,source-backed candidate
BI-HCDN-06854,RAF report 06854,Claims Operations,executive critical,monthly,DATA-HCDN-01063,source-backed candidate
BI-HCDN-06855,clinical report 06855,Utilization Management,active,quarterly,DATA-HCDN-01066,source-backed candidate
BI-HCDN-06856,claims report 06856,Member Services,duplicate,real-time,DATA-HCDN-01069,source-backed candidate
BI-HCDN-06857,denials report 06857,Quality and Stars,stale,ad hoc,DATA-HCDN-01072,source-backed candidate
BI-HCDN-06858,access report 06858,Risk Adjustment,candidate retire,daily,DATA-HCDN-01075,owner unclear
BI-HCDN-06859,finance report 06859,Care Management,executive critical,weekly,DATA-HCDN-01078,source-backed candidate
BI-HCDN-06860,actuarial report 06860,Finance,active,monthly,DATA-HCDN-01081,source-backed candidate
BI-HCDN-06861,pharmacy report 06861,Coding,duplicate,quarterly,DATA-HCDN-01084,source-backed candidate
BI-HCDN-06862,provider-network report 06862,Payer Contracting,stale,real-time,DATA-HCDN-01087,source-backed candidate
BI-HCDN-06863,executive report 06863,Digital Front Door,candidate retire,ad hoc,DATA-HCDN-01090,source-backed candidate
BI-HCDN-06864,Stars report 06864,Contact Center,executive critical,daily,DATA-HCDN-01093,KPI definition conflict
BI-HCDN-06865,HEDIS report 06865,Ambulatory Care,active,weekly,DATA-HCDN-01096,source-backed candidate
BI-HCDN-06866,CAHPS report 06866,Emergency Department,duplicate,monthly,DATA-HCDN-01099,source-backed candidate
BI-HCDN-06867,RAF report 06867,Inpatient,stale,quarterly,DATA-HCDN-01102,owner unclear
BI-HCDN-06868,clinical report 06868,Surgery,candidate retire,real-time,DATA-HCDN-01105,source-backed candidate
BI-HCDN-06869,claims report 06869,Imaging,executive critical,ad hoc,DATA-HCDN-01108,source-backed candidate
BI-HCDN-06870,denials report 06870,Lab,active,daily,DATA-HCDN-01111,source-backed candidate
BI-HCDN-06871,access report 06871,Pharmacy,duplicate,weekly,DATA-HCDN-01114,source-backed candidate
BI-HCDN-06872,finance report 06872,Oncology,stale,monthly,DATA-HCDN-01117,source-backed candidate
BI-HCDN-06873,actuarial report 06873,Cardiology,candidate retire,quarterly,DATA-HCDN-01120,source-backed candidate
BI-HCDN-06874,pharmacy report 06874,Data and Analytics,executive critical,real-time,DATA-HCDN-01123,source-backed candidate
BI-HCDN-06875,provider-network report 06875,Clinical Analytics,active,ad hoc,DATA-HCDN-01126,source-backed candidate
BI-HCDN-06876,executive report 06876,Actuarial,duplicate,daily,DATA-HCDN-01129,KPI definition conflict
BI-HCDN-06877,Stars report 06877,Departmental Reporting,stale,weekly,DATA-HCDN-01132,source-backed candidate
BI-HCDN-06878,HEDIS report 06878,AI Transformation,candidate retire,monthly,DATA-HCDN-01135,source-backed candidate
BI-HCDN-06879,CAHPS report 06879,Technology,executive critical,quarterly,DATA-HCDN-01138,source-backed candidate
BI-HCDN-06880,RAF report 06880,Security,active,real-time,DATA-HCDN-01141,source-backed candidate
BI-HCDN-06881,clinical report 06881,Procurement,duplicate,ad hoc,DATA-HCDN-01144,source-backed candidate
BI-HCDN-06882,claims report 06882,HR,stale,daily,DATA-HCDN-01147,source-backed candidate
BI-HCDN-06883,denials report 06883,Supply Chain,candidate retire,weekly,DATA-HCDN-01150,source-backed candidate
BI-HCDN-06884,access report 06884,Privacy,executive critical,monthly,DATA-HCDN-01153,source-backed candidate
BI-HCDN-06885,finance report 06885,Compliance,active,quarterly,DATA-HCDN-01156,owner unclear
BI-HCDN-06886,actuarial report 06886,Provider Network,duplicate,real-time,DATA-HCDN-01159,source-backed candidate
BI-HCDN-06887,pharmacy report 06887,Value-Based Care,stale,ad hoc,DATA-HCDN-01162,source-backed candidate
BI-HCDN-06888,provider-network report 06888,Clinical Operations,candidate retire,daily,DATA-HCDN-01165,KPI definition conflict
BI-HCDN-06889,executive report 06889,Revenue Cycle,executive critical,weekly,DATA-HCDN-01168,source-backed candidate
BI-HCDN-06890,Stars report 06890,Patient Access,active,monthly,DATA-HCDN-01171,source-backed candidate
BI-HCDN-06891,HEDIS report 06891,Interoperability,duplicate,quarterly,DATA-HCDN-01174,source-backed candidate
BI-HCDN-06892,CAHPS report 06892,Population Health,stale,real-time,DATA-HCDN-01177,source-backed candidate
BI-HCDN-06893,RAF report 06893,Health Plan Operations,candidate retire,ad hoc,DATA-HCDN-01180,source-backed candidate
BI-HCDN-06894,clinical report 06894,Medicare Advantage,executive critical,daily,DATA-HCDN-01183,owner unclear
BI-HCDN-06895,claims report 06895,Claims Operations,active,weekly,DATA-HCDN-01186,source-backed candidate
BI-HCDN-06896,denials report 06896,Utilization Management,duplicate,monthly,DATA-HCDN-01189,source-backed candidate
BI-HCDN-06897,access report 06897,Member Services,stale,quarterly,DATA-HCDN-01192,source-backed candidate
BI-HCDN-06898,finance report 06898,Quality and Stars,candidate retire,real-time,DATA-HCDN-01195,source-backed candidate
BI-HCDN-06899,actuarial report 06899,Risk Adjustment,executive critical,ad hoc,DATA-HCDN-01198,source-backed candidate
BI-HCDN-06900,pharmacy report 06900,Care Management,active,daily,DATA-HCDN-01201,KPI definition conflict
BI-HCDN-06901,provider-network report 06901,Finance,duplicate,weekly,DATA-HCDN-01204,source-backed candidate
BI-HCDN-06902,executive report 06902,Coding,stale,monthly,DATA-HCDN-01207,source-backed candidate
BI-HCDN-06903,Stars report 06903,Payer Contracting,candidate retire,quarterly,DATA-HCDN-01210,owner unclear
BI-HCDN-06904,HEDIS report 06904,Digital Front Door,executive critical,real-time,DATA-HCDN-01213,source-backed candidate
BI-HCDN-06905,CAHPS report 06905,Contact Center,active,ad hoc,DATA-HCDN-01216,source-backed candidate
BI-HCDN-06906,RAF report 06906,Ambulatory Care,duplicate,daily,DATA-HCDN-01219,source-backed candidate
BI-HCDN-06907,clinical report 06907,Emergency Department,stale,weekly,DATA-HCDN-01222,source-backed candidate
BI-HCDN-06908,claims report 06908,Inpatient,candidate retire,monthly,DATA-HCDN-01225,source-backed candidate
BI-HCDN-06909,denials report 06909,Surgery,executive critical,quarterly,DATA-HCDN-01228,source-backed candidate
BI-HCDN-06910,access report 06910,Imaging,active,real-time,DATA-HCDN-01231,source-backed candidate
BI-HCDN-06911,finance report 06911,Lab,duplicate,ad hoc,DATA-HCDN-01234,source-backed candidate
BI-HCDN-06912,actuarial report 06912,Pharmacy,stale,daily,DATA-HCDN-01237,KPI definition conflict
BI-HCDN-06913,pharmacy report 06913,Oncology,candidate retire,weekly,DATA-HCDN-01240,source-backed candidate
BI-HCDN-06914,provider-network report 06914,Cardiology,executive critical,monthly,DATA-HCDN-01243,source-backed candidate
BI-HCDN-06915,executive report 06915,Data and Analytics,active,quarterly,DATA-HCDN-01246,source-backed candidate
BI-HCDN-06916,Stars report 06916,Clinical Analytics,duplicate,real-time,DATA-HCDN-01249,source-backed candidate
BI-HCDN-06917,HEDIS report 06917,Actuarial,stale,ad hoc,DATA-HCDN-01252,source-backed candidate
BI-HCDN-06918,CAHPS report 06918,Departmental Reporting,candidate retire,daily,DATA-HCDN-01255,source-backed candidate
BI-HCDN-06919,RAF report 06919,AI Transformation,executive critical,weekly,DATA-HCDN-01258,source-backed candidate
BI-HCDN-06920,clinical report 06920,Technology,active,monthly,DATA-HCDN-01261,source-backed candidate
BI-HCDN-06921,claims report 06921,Security,duplicate,quarterly,DATA-HCDN-01264,owner unclear
BI-HCDN-06922,denials report 06922,Procurement,stale,real-time,DATA-HCDN-01267,source-backed candidate
BI-HCDN-06923,access report 06923,HR,candidate retire,ad hoc,DATA-HCDN-01270,source-backed candidate
BI-HCDN-06924,finance report 06924,Supply Chain,executive critical,daily,DATA-HCDN-01273,KPI definition conflict
BI-HCDN-06925,actuarial report 06925,Privacy,active,weekly,DATA-HCDN-01276,source-backed candidate
BI-HCDN-06926,pharmacy report 06926,Compliance,duplicate,monthly,DATA-HCDN-01279,source-backed candidate
BI-HCDN-06927,provider-network report 06927,Provider Network,stale,quarterly,DATA-HCDN-01282,source-backed candidate
BI-HCDN-06928,executive report 06928,Value-Based Care,candidate retire,real-time,DATA-HCDN-01285,source-backed candidate
BI-HCDN-06929,Stars report 06929,Clinical Operations,executive critical,ad hoc,DATA-HCDN-01288,source-backed candidate
BI-HCDN-06930,HEDIS report 06930,Revenue Cycle,active,daily,DATA-HCDN-01291,owner unclear
BI-HCDN-06931,CAHPS report 06931,Patient Access,duplicate,weekly,DATA-HCDN-01294,source-backed candidate
BI-HCDN-06932,RAF report 06932,Interoperability,stale,monthly,DATA-HCDN-01297,source-backed candidate
BI-HCDN-06933,clinical report 06933,Population Health,candidate retire,quarterly,DATA-HCDN-01300,source-backed candidate
BI-HCDN-06934,claims report 06934,Health Plan Operations,executive critical,real-time,DATA-HCDN-01303,source-backed candidate
BI-HCDN-06935,denials report 06935,Medicare Advantage,active,ad hoc,DATA-HCDN-01306,source-backed candidate
BI-HCDN-06936,access report 06936,Claims Operations,duplicate,daily,DATA-HCDN-01309,KPI definition conflict
BI-HCDN-06937,finance report 06937,Utilization Management,stale,weekly,DATA-HCDN-01312,source-backed candidate
BI-HCDN-06938,actuarial report 06938,Member Services,candidate retire,monthly,DATA-HCDN-01315,source-backed candidate
BI-HCDN-06939,pharmacy report 06939,Quality and Stars,executive critical,quarterly,DATA-HCDN-01318,owner unclear
BI-HCDN-06940,provider-network report 06940,Risk Adjustment,active,real-time,DATA-HCDN-01321,source-backed candidate
BI-HCDN-06941,executive report 06941,Care Management,duplicate,ad hoc,DATA-HCDN-01324,source-backed candidate
BI-HCDN-06942,Stars report 06942,Finance,stale,daily,DATA-HCDN-01327,source-backed candidate
BI-HCDN-06943,HEDIS report 06943,Coding,candidate retire,weekly,DATA-HCDN-01330,source-backed candidate
BI-HCDN-06944,CAHPS report 06944,Payer Contracting,executive critical,monthly,DATA-HCDN-01333,source-backed candidate
BI-HCDN-06945,RAF report 06945,Digital Front Door,active,quarterly,DATA-HCDN-01336,source-backed candidate
BI-HCDN-06946,clinical report 06946,Contact Center,duplicate,real-time,DATA-HCDN-01339,source-backed candidate
BI-HCDN-06947,claims report 06947,Ambulatory Care,stale,ad hoc,DATA-HCDN-01342,source-backed candidate
BI-HCDN-06948,denials report 06948,Emergency Department,candidate retire,daily,DATA-HCDN-01345,KPI definition conflict
BI-HCDN-06949,access report 06949,Inpatient,executive critical,weekly,DATA-HCDN-01348,source-backed candidate
BI-HCDN-06950,finance report 06950,Surgery,active,monthly,DATA-HCDN-01351,source-backed candidate
BI-HCDN-06951,actuarial report 06951,Imaging,duplicate,quarterly,DATA-HCDN-01354,source-backed candidate
BI-HCDN-06952,pharmacy report 06952,Lab,stale,real-time,DATA-HCDN-01357,source-backed candidate
BI-HCDN-06953,provider-network report 06953,Pharmacy,candidate retire,ad hoc,DATA-HCDN-01360,source-backed candidate
BI-HCDN-06954,executive report 06954,Oncology,executive critical,daily,DATA-HCDN-01363,source-backed candidate
BI-HCDN-06955,Stars report 06955,Cardiology,active,weekly,DATA-HCDN-01366,source-backed candidate
BI-HCDN-06956,HEDIS report 06956,Data and Analytics,duplicate,monthly,DATA-HCDN-01369,source-backed candidate
BI-HCDN-06957,CAHPS report 06957,Clinical Analytics,stale,quarterly,DATA-HCDN-01372,owner unclear
BI-HCDN-06958,RAF report 06958,Actuarial,candidate retire,real-time,DATA-HCDN-01375,source-backed candidate
BI-HCDN-06959,clinical report 06959,Departmental Reporting,executive critical,ad hoc,DATA-HCDN-01378,source-backed candidate
BI-HCDN-06960,claims report 06960,AI Transformation,active,daily,DATA-HCDN-01381,KPI definition conflict
BI-HCDN-06961,denials report 06961,Technology,duplicate,weekly,DATA-HCDN-01384,source-backed candidate
BI-HCDN-06962,access report 06962,Security,stale,monthly,DATA-HCDN-01387,source-backed candidate
BI-HCDN-06963,finance report 06963,Procurement,candidate retire,quarterly,DATA-HCDN-01390,source-backed candidate
BI-HCDN-06964,actuarial report 06964,HR,executive critical,real-time,DATA-HCDN-01393,source-backed candidate
BI-HCDN-06965,pharmacy report 06965,Supply Chain,active,ad hoc,DATA-HCDN-01396,source-backed candidate
BI-HCDN-06966,provider-network report 06966,Privacy,duplicate,daily,DATA-HCDN-01399,owner unclear
BI-HCDN-06967,executive report 06967,Compliance,stale,weekly,DATA-HCDN-01402,source-backed candidate
BI-HCDN-06968,Stars report 06968,Provider Network,candidate retire,monthly,DATA-HCDN-01405,source-backed candidate
BI-HCDN-06969,HEDIS report 06969,Value-Based Care,executive critical,quarterly,DATA-HCDN-01408,source-backed candidate
BI-HCDN-06970,CAHPS report 06970,Clinical Operations,active,real-time,DATA-HCDN-01411,source-backed candidate
BI-HCDN-06971,RAF report 06971,Revenue Cycle,duplicate,ad hoc,DATA-HCDN-01414,source-backed candidate
BI-HCDN-06972,clinical report 06972,Patient Access,stale,daily,DATA-HCDN-01417,KPI definition conflict
BI-HCDN-06973,claims report 06973,Interoperability,candidate retire,weekly,DATA-HCDN-01420,source-backed candidate
BI-HCDN-06974,denials report 06974,Population Health,executive critical,monthly,DATA-HCDN-01423,source-backed candidate
BI-HCDN-06975,access report 06975,Health Plan Operations,active,quarterly,DATA-HCDN-01426,owner unclear
BI-HCDN-06976,finance report 06976,Medicare Advantage,duplicate,real-time,DATA-HCDN-01429,source-backed candidate
BI-HCDN-06977,actuarial report 06977,Claims Operations,stale,ad hoc,DATA-HCDN-01432,source-backed candidate
BI-HCDN-06978,pharmacy report 06978,Utilization Management,candidate retire,daily,DATA-HCDN-01435,source-backed candidate
BI-HCDN-06979,provider-network report 06979,Member Services,executive critical,weekly,DATA-HCDN-01438,source-backed candidate
BI-HCDN-06980,executive report 06980,Quality and Stars,active,monthly,DATA-HCDN-01441,source-backed candidate
BI-HCDN-06981,Stars report 06981,Risk Adjustment,duplicate,quarterly,DATA-HCDN-01444,source-backed candidate
BI-HCDN-06982,HEDIS report 06982,Care Management,stale,real-time,DATA-HCDN-01447,source-backed candidate
BI-HCDN-06983,CAHPS report 06983,Finance,candidate retire,ad hoc,DATA-HCDN-01450,source-backed candidate
BI-HCDN-06984,RAF report 06984,Coding,executive critical,daily,DATA-HCDN-01453,KPI definition conflict
BI-HCDN-06985,clinical report 06985,Payer Contracting,active,weekly,DATA-HCDN-01456,source-backed candidate
BI-HCDN-06986,claims report 06986,Digital Front Door,duplicate,monthly,DATA-HCDN-01459,source-backed candidate
BI-HCDN-06987,denials report 06987,Contact Center,stale,quarterly,DATA-HCDN-01462,source-backed candidate
BI-HCDN-06988,access report 06988,Ambulatory Care,candidate retire,real-time,DATA-HCDN-01465,source-backed candidate
BI-HCDN-06989,finance report 06989,Emergency Department,executive critical,ad hoc,DATA-HCDN-01468,source-backed candidate
BI-HCDN-06990,actuarial report 06990,Inpatient,active,daily,DATA-HCDN-01471,source-backed candidate
BI-HCDN-06991,pharmacy report 06991,Surgery,duplicate,weekly,DATA-HCDN-01474,source-backed candidate
BI-HCDN-06992,provider-network report 06992,Imaging,stale,monthly,DATA-HCDN-01477,source-backed candidate
BI-HCDN-06993,executive report 06993,Lab,candidate retire,quarterly,DATA-HCDN-01480,owner unclear
BI-HCDN-06994,Stars report 06994,Pharmacy,executive critical,real-time,DATA-HCDN-01483,source-backed candidate
BI-HCDN-06995,HEDIS report 06995,Oncology,active,ad hoc,DATA-HCDN-01486,source-backed candidate
BI-HCDN-06996,CAHPS report 06996,Cardiology,duplicate,daily,DATA-HCDN-01489,KPI definition conflict
BI-HCDN-06997,RAF report 06997,Data and Analytics,stale,weekly,DATA-HCDN-01492,source-backed candidate
BI-HCDN-06998,clinical report 06998,Clinical Analytics,candidate retire,monthly,DATA-HCDN-01495,source-backed candidate
BI-HCDN-06999,claims report 06999,Actuarial,executive critical,quarterly,DATA-HCDN-01498,source-backed candidate
BI-HCDN-07000,denials report 07000,Departmental Reporting,active,real-time,DATA-HCDN-00001,source-backed candidate
BI-HCDN-07001,access report 07001,AI Transformation,duplicate,ad hoc,DATA-HCDN-00004,source-backed candidate
BI-HCDN-07002,finance report 07002,Technology,stale,daily,DATA-HCDN-00007,owner unclear
BI-HCDN-07003,actuarial report 07003,Security,candidate retire,weekly,DATA-HCDN-00010,source-backed candidate
BI-HCDN-07004,pharmacy report 07004,Procurement,executive critical,monthly,DATA-HCDN-00013,source-backed candidate
BI-HCDN-07005,provider-network report 07005,HR,active,quarterly,DATA-HCDN-00016,source-backed candidate
BI-HCDN-07006,executive report 07006,Supply Chain,duplicate,real-time,DATA-HCDN-00019,source-backed candidate
BI-HCDN-07007,Stars report 07007,Privacy,stale,ad hoc,DATA-HCDN-00022,source-backed candidate
BI-HCDN-07008,HEDIS report 07008,Compliance,candidate retire,daily,DATA-HCDN-00025,KPI definition conflict
BI-HCDN-07009,CAHPS report 07009,Provider Network,executive critical,weekly,DATA-HCDN-00028,source-backed candidate
BI-HCDN-07010,RAF report 07010,Value-Based Care,active,monthly,DATA-HCDN-00031,source-backed candidate
BI-HCDN-07011,clinical report 07011,Clinical Operations,duplicate,quarterly,DATA-HCDN-00034,owner unclear
BI-HCDN-07012,claims report 07012,Revenue Cycle,stale,real-time,DATA-HCDN-00037,source-backed candidate
BI-HCDN-07013,denials report 07013,Patient Access,candidate retire,ad hoc,DATA-HCDN-00040,source-backed candidate
BI-HCDN-07014,access report 07014,Interoperability,executive critical,daily,DATA-HCDN-00043,source-backed candidate
BI-HCDN-07015,finance report 07015,Population Health,active,weekly,DATA-HCDN-00046,source-backed candidate
BI-HCDN-07016,actuarial report 07016,Health Plan Operations,duplicate,monthly,DATA-HCDN-00049,source-backed candidate
BI-HCDN-07017,pharmacy report 07017,Medicare Advantage,stale,quarterly,DATA-HCDN-00052,source-backed candidate
BI-HCDN-07018,provider-network report 07018,Claims Operations,candidate retire,real-time,DATA-HCDN-00055,source-backed candidate
BI-HCDN-07019,executive report 07019,Utilization Management,executive critical,ad hoc,DATA-HCDN-00058,source-backed candidate
BI-HCDN-07020,Stars report 07020,Member Services,active,daily,DATA-HCDN-00061,KPI definition conflict
BI-HCDN-07021,HEDIS report 07021,Quality and Stars,duplicate,weekly,DATA-HCDN-00064,source-backed candidate
BI-HCDN-07022,CAHPS report 07022,Risk Adjustment,stale,monthly,DATA-HCDN-00067,source-backed candidate
BI-HCDN-07023,RAF report 07023,Care Management,candidate retire,quarterly,DATA-HCDN-00070,source-backed candidate
BI-HCDN-07024,clinical report 07024,Finance,executive critical,real-time,DATA-HCDN-00073,source-backed candidate
BI-HCDN-07025,claims report 07025,Coding,active,ad hoc,DATA-HCDN-00076,source-backed candidate
BI-HCDN-07026,denials report 07026,Payer Contracting,duplicate,daily,DATA-HCDN-00079,source-backed candidate
BI-HCDN-07027,access report 07027,Digital Front Door,stale,weekly,DATA-HCDN-00082,source-backed candidate
BI-HCDN-07028,finance report 07028,Contact Center,candidate retire,monthly,DATA-HCDN-00085,source-backed candidate
BI-HCDN-07029,actuarial report 07029,Ambulatory Care,executive critical,quarterly,DATA-HCDN-00088,owner unclear
BI-HCDN-07030,pharmacy report 07030,Emergency Department,active,real-time,DATA-HCDN-00091,source-backed candidate
BI-HCDN-07031,provider-network report 07031,Inpatient,duplicate,ad hoc,DATA-HCDN-00094,source-backed candidate
BI-HCDN-07032,executive report 07032,Surgery,stale,daily,DATA-HCDN-00097,KPI definition conflict
BI-HCDN-07033,Stars report 07033,Imaging,candidate retire,weekly,DATA-HCDN-00100,source-backed candidate
BI-HCDN-07034,HEDIS report 07034,Lab,executive critical,monthly,DATA-HCDN-00103,source-backed candidate
BI-HCDN-07035,CAHPS report 07035,Pharmacy,active,quarterly,DATA-HCDN-00106,source-backed candidate
BI-HCDN-07036,RAF report 07036,Oncology,duplicate,real-time,DATA-HCDN-00109,source-backed candidate
BI-HCDN-07037,clinical report 07037,Cardiology,stale,ad hoc,DATA-HCDN-00112,source-backed candidate
BI-HCDN-07038,claims report 07038,Data and Analytics,candidate retire,daily,DATA-HCDN-00115,owner unclear
BI-HCDN-07039,denials report 07039,Clinical Analytics,executive critical,weekly,DATA-HCDN-00118,source-backed candidate
BI-HCDN-07040,access report 07040,Actuarial,active,monthly,DATA-HCDN-00121,source-backed candidate
BI-HCDN-07041,finance report 07041,Departmental Reporting,duplicate,quarterly,DATA-HCDN-00124,source-backed candidate
BI-HCDN-07042,actuarial report 07042,AI Transformation,stale,real-time,DATA-HCDN-00127,source-backed candidate
BI-HCDN-07043,pharmacy report 07043,Technology,candidate retire,ad hoc,DATA-HCDN-00130,source-backed candidate
BI-HCDN-07044,provider-network report 07044,Security,executive critical,daily,DATA-HCDN-00133,KPI definition conflict
BI-HCDN-07045,executive report 07045,Procurement,active,weekly,DATA-HCDN-00136,source-backed candidate
BI-HCDN-07046,Stars report 07046,HR,duplicate,monthly,DATA-HCDN-00139,source-backed candidate
BI-HCDN-07047,HEDIS report 07047,Supply Chain,stale,quarterly,DATA-HCDN-00142,owner unclear
BI-HCDN-07048,CAHPS report 07048,Privacy,candidate retire,real-time,DATA-HCDN-00145,source-backed candidate
BI-HCDN-07049,RAF report 07049,Compliance,executive critical,ad hoc,DATA-HCDN-00148,source-backed candidate
BI-HCDN-07050,clinical report 07050,Provider Network,active,daily,DATA-HCDN-00151,source-backed candidate
BI-HCDN-07051,claims report 07051,Value-Based Care,duplicate,weekly,DATA-HCDN-00154,source-backed candidate
BI-HCDN-07052,denials report 07052,Clinical Operations,stale,monthly,DATA-HCDN-00157,source-backed candidate
BI-HCDN-07053,access report 07053,Revenue Cycle,candidate retire,quarterly,DATA-HCDN-00160,source-backed candidate
BI-HCDN-07054,finance report 07054,Patient Access,executive critical,real-time,DATA-HCDN-00163,source-backed candidate
BI-HCDN-07055,actuarial report 07055,Interoperability,active,ad hoc,DATA-HCDN-00166,source-backed candidate
BI-HCDN-07056,pharmacy report 07056,Population Health,duplicate,daily,DATA-HCDN-00169,KPI definition conflict
BI-HCDN-07057,provider-network report 07057,Health Plan Operations,stale,weekly,DATA-HCDN-00172,source-backed candidate
BI-HCDN-07058,executive report 07058,Medicare Advantage,candidate retire,monthly,DATA-HCDN-00175,source-backed candidate
BI-HCDN-07059,Stars report 07059,Claims Operations,executive critical,quarterly,DATA-HCDN-00178,source-backed candidate
BI-HCDN-07060,HEDIS report 07060,Utilization Management,active,real-time,DATA-HCDN-00181,source-backed candidate
BI-HCDN-07061,CAHPS report 07061,Member Services,duplicate,ad hoc,DATA-HCDN-00184,source-backed candidate
BI-HCDN-07062,RAF report 07062,Quality and Stars,stale,daily,DATA-HCDN-00187,source-backed candidate
BI-HCDN-07063,clinical report 07063,Risk Adjustment,candidate retire,weekly,DATA-HCDN-00190,source-backed candidate
BI-HCDN-07064,claims report 07064,Care Management,executive critical,monthly,DATA-HCDN-00193,source-backed candidate
BI-HCDN-07065,denials report 07065,Finance,active,quarterly,DATA-HCDN-00196,owner unclear
BI-HCDN-07066,access report 07066,Coding,duplicate,real-time,DATA-HCDN-00199,source-backed candidate
BI-HCDN-07067,finance report 07067,Payer Contracting,stale,ad hoc,DATA-HCDN-00202,source-backed candidate
BI-HCDN-07068,actuarial report 07068,Digital Front Door,candidate retire,daily,DATA-HCDN-00205,KPI definition conflict
BI-HCDN-07069,pharmacy report 07069,Contact Center,executive critical,weekly,DATA-HCDN-00208,source-backed candidate
BI-HCDN-07070,provider-network report 07070,Ambulatory Care,active,monthly,DATA-HCDN-00211,source-backed candidate
BI-HCDN-07071,executive report 07071,Emergency Department,duplicate,quarterly,DATA-HCDN-00214,source-backed candidate
BI-HCDN-07072,Stars report 07072,Inpatient,stale,real-time,DATA-HCDN-00217,source-backed candidate
BI-HCDN-07073,HEDIS report 07073,Surgery,candidate retire,ad hoc,DATA-HCDN-00220,source-backed candidate
BI-HCDN-07074,CAHPS report 07074,Imaging,executive critical,daily,DATA-HCDN-00223,owner unclear
BI-HCDN-07075,RAF report 07075,Lab,active,weekly,DATA-HCDN-00226,source-backed candidate
BI-HCDN-07076,clinical report 07076,Pharmacy,duplicate,monthly,DATA-HCDN-00229,source-backed candidate
BI-HCDN-07077,claims report 07077,Oncology,stale,quarterly,DATA-HCDN-00232,source-backed candidate
BI-HCDN-07078,denials report 07078,Cardiology,candidate retire,real-time,DATA-HCDN-00235,source-backed candidate
BI-HCDN-07079,access report 07079,Data and Analytics,executive critical,ad hoc,DATA-HCDN-00238,source-backed candidate
BI-HCDN-07080,finance report 07080,Clinical Analytics,active,daily,DATA-HCDN-00241,KPI definition conflict
BI-HCDN-07081,actuarial report 07081,Actuarial,duplicate,weekly,DATA-HCDN-00244,source-backed candidate
BI-HCDN-07082,pharmacy report 07082,Departmental Reporting,stale,monthly,DATA-HCDN-00247,source-backed candidate
BI-HCDN-07083,provider-network report 07083,AI Transformation,candidate retire,quarterly,DATA-HCDN-00250,owner unclear
BI-HCDN-07084,executive report 07084,Technology,executive critical,real-time,DATA-HCDN-00253,source-backed candidate
BI-HCDN-07085,Stars report 07085,Security,active,ad hoc,DATA-HCDN-00256,source-backed candidate
BI-HCDN-07086,HEDIS report 07086,Procurement,duplicate,daily,DATA-HCDN-00259,source-backed candidate
BI-HCDN-07087,CAHPS report 07087,HR,stale,weekly,DATA-HCDN-00262,source-backed candidate
BI-HCDN-07088,RAF report 07088,Supply Chain,candidate retire,monthly,DATA-HCDN-00265,source-backed candidate
BI-HCDN-07089,clinical report 07089,Privacy,executive critical,quarterly,DATA-HCDN-00268,source-backed candidate
BI-HCDN-07090,claims report 07090,Compliance,active,real-time,DATA-HCDN-00271,source-backed candidate
BI-HCDN-07091,denials report 07091,Provider Network,duplicate,ad hoc,DATA-HCDN-00274,source-backed candidate
BI-HCDN-07092,access report 07092,Value-Based Care,stale,daily,DATA-HCDN-00277,KPI definition conflict
BI-HCDN-07093,finance report 07093,Clinical Operations,candidate retire,weekly,DATA-HCDN-00280,source-backed candidate
BI-HCDN-07094,actuarial report 07094,Revenue Cycle,executive critical,monthly,DATA-HCDN-00283,source-backed candidate
BI-HCDN-07095,pharmacy report 07095,Patient Access,active,quarterly,DATA-HCDN-00286,source-backed candidate
BI-HCDN-07096,provider-network report 07096,Interoperability,duplicate,real-time,DATA-HCDN-00289,source-backed candidate
BI-HCDN-07097,executive report 07097,Population Health,stale,ad hoc,DATA-HCDN-00292,source-backed candidate
BI-HCDN-07098,Stars report 07098,Health Plan Operations,candidate retire,daily,DATA-HCDN-00295,source-backed candidate
BI-HCDN-07099,HEDIS report 07099,Medicare Advantage,executive critical,weekly,DATA-HCDN-00298,source-backed candidate
BI-HCDN-07100,CAHPS report 07100,Claims Operations,active,monthly,DATA-HCDN-00301,source-backed candidate
BI-HCDN-07101,RAF report 07101,Utilization Management,duplicate,quarterly,DATA-HCDN-00304,owner unclear
