control_id,control_name,business_function,control_status,source_id
CTRL-HCDN-1901,privacy review,Payer Contracting,operating,SRC-HCDN-CTRL-142
CTRL-HCDN-1902,model-risk review,Digital Front Door,gap,SRC-HCDN-CTRL-143
CTRL-HCDN-1903,PHI access review,Contact Center,needs evidence,SRC-HCDN-CTRL-144
CTRL-HCDN-1904,measure attestation,Ambulatory Care,candidate,SRC-HCDN-CTRL-145
CTRL-HCDN-1905,CMS submission control,Emergency Department,designed,SRC-HCDN-CTRL-146
CTRL-HCDN-1906,change control,Inpatient,operating,SRC-HCDN-CTRL-147
CTRL-HCDN-1907,data lineage certification,Surgery,gap,SRC-HCDN-CTRL-148
CTRL-HCDN-1908,vendor BAA review,Imaging,needs evidence,SRC-HCDN-CTRL-149
CTRL-HCDN-1909,resilience test,Lab,candidate,SRC-HCDN-CTRL-150
CTRL-HCDN-1910,incident review,Pharmacy,designed,SRC-HCDN-CTRL-151
CTRL-HCDN-1911,financial approval,Oncology,operating,SRC-HCDN-CTRL-152
CTRL-HCDN-1912,privacy review,Cardiology,gap,SRC-HCDN-CTRL-153
CTRL-HCDN-1913,model-risk review,Data and Analytics,needs evidence,SRC-HCDN-CTRL-154
CTRL-HCDN-1914,PHI access review,Clinical Analytics,candidate,SRC-HCDN-CTRL-155
CTRL-HCDN-1915,measure attestation,Actuarial,designed,SRC-HCDN-CTRL-156
CTRL-HCDN-1916,CMS submission control,Departmental Reporting,operating,SRC-HCDN-CTRL-157
CTRL-HCDN-1917,change control,AI Transformation,gap,SRC-HCDN-CTRL-158
CTRL-HCDN-1918,data lineage certification,Technology,needs evidence,SRC-HCDN-CTRL-159
CTRL-HCDN-1919,vendor BAA review,Security,candidate,SRC-HCDN-CTRL-160
CTRL-HCDN-1920,resilience test,Procurement,designed,SRC-HCDN-CTRL-001
CTRL-HCDN-1921,incident review,HR,operating,SRC-HCDN-CTRL-002
CTRL-HCDN-1922,financial approval,Supply Chain,gap,SRC-HCDN-CTRL-003
CTRL-HCDN-1923,privacy review,Privacy,needs evidence,SRC-HCDN-CTRL-004
CTRL-HCDN-1924,model-risk review,Compliance,candidate,SRC-HCDN-CTRL-005
CTRL-HCDN-1925,PHI access review,Provider Network,designed,SRC-HCDN-CTRL-006
CTRL-HCDN-1926,measure attestation,Value-Based Care,operating,SRC-HCDN-CTRL-007
CTRL-HCDN-1927,CMS submission control,Clinical Operations,gap,SRC-HCDN-CTRL-008
CTRL-HCDN-1928,change control,Revenue Cycle,needs evidence,SRC-HCDN-CTRL-009
CTRL-HCDN-1929,data lineage certification,Patient Access,candidate,SRC-HCDN-CTRL-010
CTRL-HCDN-1930,vendor BAA review,Interoperability,designed,SRC-HCDN-CTRL-011
CTRL-HCDN-1931,resilience test,Population Health,operating,SRC-HCDN-CTRL-012
CTRL-HCDN-1932,incident review,Health Plan Operations,gap,SRC-HCDN-CTRL-013
CTRL-HCDN-1933,financial approval,Medicare Advantage,needs evidence,SRC-HCDN-CTRL-014
CTRL-HCDN-1934,privacy review,Claims Operations,candidate,SRC-HCDN-CTRL-015
CTRL-HCDN-1935,model-risk review,Utilization Management,designed,SRC-HCDN-CTRL-016
CTRL-HCDN-1936,PHI access review,Member Services,operating,SRC-HCDN-CTRL-017
CTRL-HCDN-1937,measure attestation,Quality and Stars,gap,SRC-HCDN-CTRL-018
CTRL-HCDN-1938,CMS submission control,Risk Adjustment,needs evidence,SRC-HCDN-CTRL-019
CTRL-HCDN-1939,change control,Care Management,candidate,SRC-HCDN-CTRL-020
CTRL-HCDN-1940,data lineage certification,Finance,designed,SRC-HCDN-CTRL-021
CTRL-HCDN-1941,vendor BAA review,Coding,operating,SRC-HCDN-CTRL-022
CTRL-HCDN-1942,resilience test,Payer Contracting,gap,SRC-HCDN-CTRL-023
CTRL-HCDN-1943,incident review,Digital Front Door,needs evidence,SRC-HCDN-CTRL-024
CTRL-HCDN-1944,financial approval,Contact Center,candidate,SRC-HCDN-CTRL-025
CTRL-HCDN-1945,privacy review,Ambulatory Care,designed,SRC-HCDN-CTRL-026
CTRL-HCDN-1946,model-risk review,Emergency Department,operating,SRC-HCDN-CTRL-027
CTRL-HCDN-1947,PHI access review,Inpatient,gap,SRC-HCDN-CTRL-028
CTRL-HCDN-1948,measure attestation,Surgery,needs evidence,SRC-HCDN-CTRL-029
CTRL-HCDN-1949,CMS submission control,Imaging,candidate,SRC-HCDN-CTRL-030
CTRL-HCDN-1950,change control,Lab,designed,SRC-HCDN-CTRL-031
CTRL-HCDN-1951,data lineage certification,Pharmacy,operating,SRC-HCDN-CTRL-032
CTRL-HCDN-1952,vendor BAA review,Oncology,gap,SRC-HCDN-CTRL-033
CTRL-HCDN-1953,resilience test,Cardiology,needs evidence,SRC-HCDN-CTRL-034
CTRL-HCDN-1954,incident review,Data and Analytics,candidate,SRC-HCDN-CTRL-035
CTRL-HCDN-1955,financial approval,Clinical Analytics,designed,SRC-HCDN-CTRL-036
CTRL-HCDN-1956,privacy review,Actuarial,operating,SRC-HCDN-CTRL-037
CTRL-HCDN-1957,model-risk review,Departmental Reporting,gap,SRC-HCDN-CTRL-038
CTRL-HCDN-1958,PHI access review,AI Transformation,needs evidence,SRC-HCDN-CTRL-039
CTRL-HCDN-1959,measure attestation,Technology,candidate,SRC-HCDN-CTRL-040
CTRL-HCDN-1960,CMS submission control,Security,designed,SRC-HCDN-CTRL-041
CTRL-HCDN-1961,change control,Procurement,operating,SRC-HCDN-CTRL-042
CTRL-HCDN-1962,data lineage certification,HR,gap,SRC-HCDN-CTRL-043
CTRL-HCDN-1963,vendor BAA review,Supply Chain,needs evidence,SRC-HCDN-CTRL-044
CTRL-HCDN-1964,resilience test,Privacy,candidate,SRC-HCDN-CTRL-045
CTRL-HCDN-1965,incident review,Compliance,designed,SRC-HCDN-CTRL-046
CTRL-HCDN-1966,financial approval,Provider Network,operating,SRC-HCDN-CTRL-047
CTRL-HCDN-1967,privacy review,Value-Based Care,gap,SRC-HCDN-CTRL-048
CTRL-HCDN-1968,model-risk review,Clinical Operations,needs evidence,SRC-HCDN-CTRL-049
CTRL-HCDN-1969,PHI access review,Revenue Cycle,candidate,SRC-HCDN-CTRL-050
CTRL-HCDN-1970,measure attestation,Patient Access,designed,SRC-HCDN-CTRL-051
CTRL-HCDN-1971,CMS submission control,Interoperability,operating,SRC-HCDN-CTRL-052
CTRL-HCDN-1972,change control,Population Health,gap,SRC-HCDN-CTRL-053
CTRL-HCDN-1973,data lineage certification,Health Plan Operations,needs evidence,SRC-HCDN-CTRL-054
CTRL-HCDN-1974,vendor BAA review,Medicare Advantage,candidate,SRC-HCDN-CTRL-055
CTRL-HCDN-1975,resilience test,Claims Operations,designed,SRC-HCDN-CTRL-056
CTRL-HCDN-1976,incident review,Utilization Management,operating,SRC-HCDN-CTRL-057
CTRL-HCDN-1977,financial approval,Member Services,gap,SRC-HCDN-CTRL-058
CTRL-HCDN-1978,privacy review,Quality and Stars,needs evidence,SRC-HCDN-CTRL-059
CTRL-HCDN-1979,model-risk review,Risk Adjustment,candidate,SRC-HCDN-CTRL-060
CTRL-HCDN-1980,PHI access review,Care Management,designed,SRC-HCDN-CTRL-061
CTRL-HCDN-1981,measure attestation,Finance,operating,SRC-HCDN-CTRL-062
CTRL-HCDN-1982,CMS submission control,Coding,gap,SRC-HCDN-CTRL-063
CTRL-HCDN-1983,change control,Payer Contracting,needs evidence,SRC-HCDN-CTRL-064
CTRL-HCDN-1984,data lineage certification,Digital Front Door,candidate,SRC-HCDN-CTRL-065
CTRL-HCDN-1985,vendor BAA review,Contact Center,designed,SRC-HCDN-CTRL-066
CTRL-HCDN-1986,resilience test,Ambulatory Care,operating,SRC-HCDN-CTRL-067
CTRL-HCDN-1987,incident review,Emergency Department,gap,SRC-HCDN-CTRL-068
CTRL-HCDN-1988,financial approval,Inpatient,needs evidence,SRC-HCDN-CTRL-069
CTRL-HCDN-1989,privacy review,Surgery,candidate,SRC-HCDN-CTRL-070
CTRL-HCDN-1990,model-risk review,Imaging,designed,SRC-HCDN-CTRL-071
CTRL-HCDN-1991,PHI access review,Lab,operating,SRC-HCDN-CTRL-072
CTRL-HCDN-1992,measure attestation,Pharmacy,gap,SRC-HCDN-CTRL-073
CTRL-HCDN-1993,CMS submission control,Oncology,needs evidence,SRC-HCDN-CTRL-074
CTRL-HCDN-1994,change control,Cardiology,candidate,SRC-HCDN-CTRL-075
CTRL-HCDN-1995,data lineage certification,Data and Analytics,designed,SRC-HCDN-CTRL-076
CTRL-HCDN-1996,vendor BAA review,Clinical Analytics,operating,SRC-HCDN-CTRL-077
CTRL-HCDN-1997,resilience test,Actuarial,gap,SRC-HCDN-CTRL-078
CTRL-HCDN-1998,incident review,Departmental Reporting,needs evidence,SRC-HCDN-CTRL-079
CTRL-HCDN-1999,financial approval,AI Transformation,candidate,SRC-HCDN-CTRL-080
CTRL-HCDN-2000,privacy review,Technology,designed,SRC-HCDN-CTRL-081
CTRL-HCDN-2001,model-risk review,Security,operating,SRC-HCDN-CTRL-082
CTRL-HCDN-2002,PHI access review,Procurement,gap,SRC-HCDN-CTRL-083
CTRL-HCDN-2003,measure attestation,HR,needs evidence,SRC-HCDN-CTRL-084
CTRL-HCDN-2004,CMS submission control,Supply Chain,candidate,SRC-HCDN-CTRL-085
CTRL-HCDN-2005,change control,Privacy,designed,SRC-HCDN-CTRL-086
CTRL-HCDN-2006,data lineage certification,Compliance,operating,SRC-HCDN-CTRL-087
CTRL-HCDN-2007,vendor BAA review,Provider Network,gap,SRC-HCDN-CTRL-088
CTRL-HCDN-2008,resilience test,Value-Based Care,needs evidence,SRC-HCDN-CTRL-089
CTRL-HCDN-2009,incident review,Clinical Operations,candidate,SRC-HCDN-CTRL-090
CTRL-HCDN-2010,financial approval,Revenue Cycle,designed,SRC-HCDN-CTRL-091
CTRL-HCDN-2011,privacy review,Patient Access,operating,SRC-HCDN-CTRL-092
CTRL-HCDN-2012,model-risk review,Interoperability,gap,SRC-HCDN-CTRL-093
CTRL-HCDN-2013,PHI access review,Population Health,needs evidence,SRC-HCDN-CTRL-094
CTRL-HCDN-2014,measure attestation,Health Plan Operations,candidate,SRC-HCDN-CTRL-095
CTRL-HCDN-2015,CMS submission control,Medicare Advantage,designed,SRC-HCDN-CTRL-096
CTRL-HCDN-2016,change control,Claims Operations,operating,SRC-HCDN-CTRL-097
CTRL-HCDN-2017,data lineage certification,Utilization Management,gap,SRC-HCDN-CTRL-098
CTRL-HCDN-2018,vendor BAA review,Member Services,needs evidence,SRC-HCDN-CTRL-099
CTRL-HCDN-2019,resilience test,Quality and Stars,candidate,SRC-HCDN-CTRL-100
CTRL-HCDN-2020,incident review,Risk Adjustment,designed,SRC-HCDN-CTRL-101
CTRL-HCDN-2021,financial approval,Care Management,operating,SRC-HCDN-CTRL-102
CTRL-HCDN-2022,privacy review,Finance,gap,SRC-HCDN-CTRL-103
CTRL-HCDN-2023,model-risk review,Coding,needs evidence,SRC-HCDN-CTRL-104
CTRL-HCDN-2024,PHI access review,Payer Contracting,candidate,SRC-HCDN-CTRL-105
CTRL-HCDN-2025,measure attestation,Digital Front Door,designed,SRC-HCDN-CTRL-106
CTRL-HCDN-2026,CMS submission control,Contact Center,operating,SRC-HCDN-CTRL-107
CTRL-HCDN-2027,change control,Ambulatory Care,gap,SRC-HCDN-CTRL-108
CTRL-HCDN-2028,data lineage certification,Emergency Department,needs evidence,SRC-HCDN-CTRL-109
CTRL-HCDN-2029,vendor BAA review,Inpatient,candidate,SRC-HCDN-CTRL-110
CTRL-HCDN-2030,resilience test,Surgery,designed,SRC-HCDN-CTRL-111
CTRL-HCDN-2031,incident review,Imaging,operating,SRC-HCDN-CTRL-112
CTRL-HCDN-2032,financial approval,Lab,gap,SRC-HCDN-CTRL-113
CTRL-HCDN-2033,privacy review,Pharmacy,needs evidence,SRC-HCDN-CTRL-114
CTRL-HCDN-2034,model-risk review,Oncology,candidate,SRC-HCDN-CTRL-115
CTRL-HCDN-2035,PHI access review,Cardiology,designed,SRC-HCDN-CTRL-116
CTRL-HCDN-2036,measure attestation,Data and Analytics,operating,SRC-HCDN-CTRL-117
CTRL-HCDN-2037,CMS submission control,Clinical Analytics,gap,SRC-HCDN-CTRL-118
CTRL-HCDN-2038,change control,Actuarial,needs evidence,SRC-HCDN-CTRL-119
CTRL-HCDN-2039,data lineage certification,Departmental Reporting,candidate,SRC-HCDN-CTRL-120
CTRL-HCDN-2040,vendor BAA review,AI Transformation,designed,SRC-HCDN-CTRL-121
CTRL-HCDN-2041,resilience test,Technology,operating,SRC-HCDN-CTRL-122
CTRL-HCDN-2042,incident review,Security,gap,SRC-HCDN-CTRL-123
CTRL-HCDN-2043,financial approval,Procurement,needs evidence,SRC-HCDN-CTRL-124
CTRL-HCDN-2044,privacy review,HR,candidate,SRC-HCDN-CTRL-125
CTRL-HCDN-2045,model-risk review,Supply Chain,designed,SRC-HCDN-CTRL-126
CTRL-HCDN-2046,PHI access review,Privacy,operating,SRC-HCDN-CTRL-127
CTRL-HCDN-2047,measure attestation,Compliance,gap,SRC-HCDN-CTRL-128
CTRL-HCDN-2048,CMS submission control,Provider Network,needs evidence,SRC-HCDN-CTRL-129
CTRL-HCDN-2049,change control,Value-Based Care,candidate,SRC-HCDN-CTRL-130
CTRL-HCDN-2050,data lineage certification,Clinical Operations,designed,SRC-HCDN-CTRL-131
CTRL-HCDN-2051,vendor BAA review,Revenue Cycle,operating,SRC-HCDN-CTRL-132
CTRL-HCDN-2052,resilience test,Patient Access,gap,SRC-HCDN-CTRL-133
CTRL-HCDN-2053,incident review,Interoperability,needs evidence,SRC-HCDN-CTRL-134
CTRL-HCDN-2054,financial approval,Population Health,candidate,SRC-HCDN-CTRL-135
CTRL-HCDN-2055,privacy review,Health Plan Operations,designed,SRC-HCDN-CTRL-136
CTRL-HCDN-2056,model-risk review,Medicare Advantage,operating,SRC-HCDN-CTRL-137
CTRL-HCDN-2057,PHI access review,Claims Operations,gap,SRC-HCDN-CTRL-138
CTRL-HCDN-2058,measure attestation,Utilization Management,needs evidence,SRC-HCDN-CTRL-139
CTRL-HCDN-2059,CMS submission control,Member Services,candidate,SRC-HCDN-CTRL-140
CTRL-HCDN-2060,change control,Quality and Stars,designed,SRC-HCDN-CTRL-141
CTRL-HCDN-2061,data lineage certification,Risk Adjustment,operating,SRC-HCDN-CTRL-142
CTRL-HCDN-2062,vendor BAA review,Care Management,gap,SRC-HCDN-CTRL-143
CTRL-HCDN-2063,resilience test,Finance,needs evidence,SRC-HCDN-CTRL-144
CTRL-HCDN-2064,incident review,Coding,candidate,SRC-HCDN-CTRL-145
CTRL-HCDN-2065,financial approval,Payer Contracting,designed,SRC-HCDN-CTRL-146
CTRL-HCDN-2066,privacy review,Digital Front Door,operating,SRC-HCDN-CTRL-147
CTRL-HCDN-2067,model-risk review,Contact Center,gap,SRC-HCDN-CTRL-148
CTRL-HCDN-2068,PHI access review,Ambulatory Care,needs evidence,SRC-HCDN-CTRL-149
CTRL-HCDN-2069,measure attestation,Emergency Department,candidate,SRC-HCDN-CTRL-150
CTRL-HCDN-2070,CMS submission control,Inpatient,designed,SRC-HCDN-CTRL-151
CTRL-HCDN-2071,change control,Surgery,operating,SRC-HCDN-CTRL-152
CTRL-HCDN-2072,data lineage certification,Imaging,gap,SRC-HCDN-CTRL-153
CTRL-HCDN-2073,vendor BAA review,Lab,needs evidence,SRC-HCDN-CTRL-154
CTRL-HCDN-2074,resilience test,Pharmacy,candidate,SRC-HCDN-CTRL-155
CTRL-HCDN-2075,incident review,Oncology,designed,SRC-HCDN-CTRL-156
CTRL-HCDN-2076,financial approval,Cardiology,operating,SRC-HCDN-CTRL-157
CTRL-HCDN-2077,privacy review,Data and Analytics,gap,SRC-HCDN-CTRL-158
CTRL-HCDN-2078,model-risk review,Clinical Analytics,needs evidence,SRC-HCDN-CTRL-159
CTRL-HCDN-2079,PHI access review,Actuarial,candidate,SRC-HCDN-CTRL-160
CTRL-HCDN-2080,measure attestation,Departmental Reporting,designed,SRC-HCDN-CTRL-001
CTRL-HCDN-2081,CMS submission control,AI Transformation,operating,SRC-HCDN-CTRL-002
CTRL-HCDN-2082,change control,Technology,gap,SRC-HCDN-CTRL-003
CTRL-HCDN-2083,data lineage certification,Security,needs evidence,SRC-HCDN-CTRL-004
CTRL-HCDN-2084,vendor BAA review,Procurement,candidate,SRC-HCDN-CTRL-005
CTRL-HCDN-2085,resilience test,HR,designed,SRC-HCDN-CTRL-006
CTRL-HCDN-2086,incident review,Supply Chain,operating,SRC-HCDN-CTRL-007
CTRL-HCDN-2087,financial approval,Privacy,gap,SRC-HCDN-CTRL-008
CTRL-HCDN-2088,privacy review,Compliance,needs evidence,SRC-HCDN-CTRL-009
CTRL-HCDN-2089,model-risk review,Provider Network,candidate,SRC-HCDN-CTRL-010
CTRL-HCDN-2090,PHI access review,Value-Based Care,designed,SRC-HCDN-CTRL-011
CTRL-HCDN-2091,measure attestation,Clinical Operations,operating,SRC-HCDN-CTRL-012
CTRL-HCDN-2092,CMS submission control,Revenue Cycle,gap,SRC-HCDN-CTRL-013
CTRL-HCDN-2093,change control,Patient Access,needs evidence,SRC-HCDN-CTRL-014
CTRL-HCDN-2094,data lineage certification,Interoperability,candidate,SRC-HCDN-CTRL-015
CTRL-HCDN-2095,vendor BAA review,Population Health,designed,SRC-HCDN-CTRL-016
CTRL-HCDN-2096,resilience test,Health Plan Operations,operating,SRC-HCDN-CTRL-017
CTRL-HCDN-2097,incident review,Medicare Advantage,gap,SRC-HCDN-CTRL-018
CTRL-HCDN-2098,financial approval,Claims Operations,needs evidence,SRC-HCDN-CTRL-019
CTRL-HCDN-2099,privacy review,Utilization Management,candidate,SRC-HCDN-CTRL-020
CTRL-HCDN-2100,model-risk review,Member Services,designed,SRC-HCDN-CTRL-021
CTRL-HCDN-2101,PHI access review,Quality and Stars,operating,SRC-HCDN-CTRL-022
CTRL-HCDN-2102,measure attestation,Risk Adjustment,gap,SRC-HCDN-CTRL-023
CTRL-HCDN-2103,CMS submission control,Care Management,needs evidence,SRC-HCDN-CTRL-024
CTRL-HCDN-2104,change control,Finance,candidate,SRC-HCDN-CTRL-025
CTRL-HCDN-2105,data lineage certification,Coding,designed,SRC-HCDN-CTRL-026
CTRL-HCDN-2106,vendor BAA review,Payer Contracting,operating,SRC-HCDN-CTRL-027
CTRL-HCDN-2107,resilience test,Digital Front Door,gap,SRC-HCDN-CTRL-028
CTRL-HCDN-2108,incident review,Contact Center,needs evidence,SRC-HCDN-CTRL-029
CTRL-HCDN-2109,financial approval,Ambulatory Care,candidate,SRC-HCDN-CTRL-030
CTRL-HCDN-2110,privacy review,Emergency Department,designed,SRC-HCDN-CTRL-031
CTRL-HCDN-2111,model-risk review,Inpatient,operating,SRC-HCDN-CTRL-032
CTRL-HCDN-2112,PHI access review,Surgery,gap,SRC-HCDN-CTRL-033
CTRL-HCDN-2113,measure attestation,Imaging,needs evidence,SRC-HCDN-CTRL-034
CTRL-HCDN-2114,CMS submission control,Lab,candidate,SRC-HCDN-CTRL-035
CTRL-HCDN-2115,change control,Pharmacy,designed,SRC-HCDN-CTRL-036
CTRL-HCDN-2116,data lineage certification,Oncology,operating,SRC-HCDN-CTRL-037
CTRL-HCDN-2117,vendor BAA review,Cardiology,gap,SRC-HCDN-CTRL-038
CTRL-HCDN-2118,resilience test,Data and Analytics,needs evidence,SRC-HCDN-CTRL-039
CTRL-HCDN-2119,incident review,Clinical Analytics,candidate,SRC-HCDN-CTRL-040
CTRL-HCDN-2120,financial approval,Actuarial,designed,SRC-HCDN-CTRL-041
CTRL-HCDN-2121,privacy review,Departmental Reporting,operating,SRC-HCDN-CTRL-042
CTRL-HCDN-2122,model-risk review,AI Transformation,gap,SRC-HCDN-CTRL-043
CTRL-HCDN-2123,PHI access review,Technology,needs evidence,SRC-HCDN-CTRL-044
CTRL-HCDN-2124,measure attestation,Security,candidate,SRC-HCDN-CTRL-045
CTRL-HCDN-2125,CMS submission control,Procurement,designed,SRC-HCDN-CTRL-046
CTRL-HCDN-2126,change control,HR,operating,SRC-HCDN-CTRL-047
CTRL-HCDN-2127,data lineage certification,Supply Chain,gap,SRC-HCDN-CTRL-048
CTRL-HCDN-2128,vendor BAA review,Privacy,needs evidence,SRC-HCDN-CTRL-049
CTRL-HCDN-2129,resilience test,Compliance,candidate,SRC-HCDN-CTRL-050
CTRL-HCDN-2130,incident review,Provider Network,designed,SRC-HCDN-CTRL-051
CTRL-HCDN-2131,financial approval,Value-Based Care,operating,SRC-HCDN-CTRL-052
CTRL-HCDN-2132,privacy review,Clinical Operations,gap,SRC-HCDN-CTRL-053
CTRL-HCDN-2133,model-risk review,Revenue Cycle,needs evidence,SRC-HCDN-CTRL-054
CTRL-HCDN-2134,PHI access review,Patient Access,candidate,SRC-HCDN-CTRL-055
CTRL-HCDN-2135,measure attestation,Interoperability,designed,SRC-HCDN-CTRL-056
CTRL-HCDN-2136,CMS submission control,Population Health,operating,SRC-HCDN-CTRL-057
CTRL-HCDN-2137,change control,Health Plan Operations,gap,SRC-HCDN-CTRL-058
CTRL-HCDN-2138,data lineage certification,Medicare Advantage,needs evidence,SRC-HCDN-CTRL-059
CTRL-HCDN-2139,vendor BAA review,Claims Operations,candidate,SRC-HCDN-CTRL-060
CTRL-HCDN-2140,resilience test,Utilization Management,designed,SRC-HCDN-CTRL-061
CTRL-HCDN-2141,incident review,Member Services,operating,SRC-HCDN-CTRL-062
CTRL-HCDN-2142,financial approval,Quality and Stars,gap,SRC-HCDN-CTRL-063
CTRL-HCDN-2143,privacy review,Risk Adjustment,needs evidence,SRC-HCDN-CTRL-064
CTRL-HCDN-2144,model-risk review,Care Management,candidate,SRC-HCDN-CTRL-065
CTRL-HCDN-2145,PHI access review,Finance,designed,SRC-HCDN-CTRL-066
CTRL-HCDN-2146,measure attestation,Coding,operating,SRC-HCDN-CTRL-067
CTRL-HCDN-2147,CMS submission control,Payer Contracting,gap,SRC-HCDN-CTRL-068
CTRL-HCDN-2148,change control,Digital Front Door,needs evidence,SRC-HCDN-CTRL-069
CTRL-HCDN-2149,data lineage certification,Contact Center,candidate,SRC-HCDN-CTRL-070
CTRL-HCDN-2150,vendor BAA review,Ambulatory Care,designed,SRC-HCDN-CTRL-071
CTRL-HCDN-2151,resilience test,Emergency Department,operating,SRC-HCDN-CTRL-072
CTRL-HCDN-2152,incident review,Inpatient,gap,SRC-HCDN-CTRL-073
CTRL-HCDN-2153,financial approval,Surgery,needs evidence,SRC-HCDN-CTRL-074
CTRL-HCDN-2154,privacy review,Imaging,candidate,SRC-HCDN-CTRL-075
CTRL-HCDN-2155,model-risk review,Lab,designed,SRC-HCDN-CTRL-076
CTRL-HCDN-2156,PHI access review,Pharmacy,operating,SRC-HCDN-CTRL-077
CTRL-HCDN-2157,measure attestation,Oncology,gap,SRC-HCDN-CTRL-078
CTRL-HCDN-2158,CMS submission control,Cardiology,needs evidence,SRC-HCDN-CTRL-079
CTRL-HCDN-2159,change control,Data and Analytics,candidate,SRC-HCDN-CTRL-080
CTRL-HCDN-2160,data lineage certification,Clinical Analytics,designed,SRC-HCDN-CTRL-081
CTRL-HCDN-2161,vendor BAA review,Actuarial,operating,SRC-HCDN-CTRL-082
CTRL-HCDN-2162,resilience test,Departmental Reporting,gap,SRC-HCDN-CTRL-083
CTRL-HCDN-2163,incident review,AI Transformation,needs evidence,SRC-HCDN-CTRL-084
CTRL-HCDN-2164,financial approval,Technology,candidate,SRC-HCDN-CTRL-085
CTRL-HCDN-2165,privacy review,Security,designed,SRC-HCDN-CTRL-086
CTRL-HCDN-2166,model-risk review,Procurement,operating,SRC-HCDN-CTRL-087
CTRL-HCDN-2167,PHI access review,HR,gap,SRC-HCDN-CTRL-088
CTRL-HCDN-2168,measure attestation,Supply Chain,needs evidence,SRC-HCDN-CTRL-089
CTRL-HCDN-2169,CMS submission control,Privacy,candidate,SRC-HCDN-CTRL-090
CTRL-HCDN-2170,change control,Compliance,designed,SRC-HCDN-CTRL-091
CTRL-HCDN-2171,data lineage certification,Provider Network,operating,SRC-HCDN-CTRL-092
CTRL-HCDN-2172,vendor BAA review,Value-Based Care,gap,SRC-HCDN-CTRL-093
CTRL-HCDN-2173,resilience test,Clinical Operations,needs evidence,SRC-HCDN-CTRL-094
CTRL-HCDN-2174,incident review,Revenue Cycle,candidate,SRC-HCDN-CTRL-095
CTRL-HCDN-2175,financial approval,Patient Access,designed,SRC-HCDN-CTRL-096
CTRL-HCDN-2176,privacy review,Interoperability,operating,SRC-HCDN-CTRL-097
CTRL-HCDN-2177,model-risk review,Population Health,gap,SRC-HCDN-CTRL-098
CTRL-HCDN-2178,PHI access review,Health Plan Operations,needs evidence,SRC-HCDN-CTRL-099
CTRL-HCDN-2179,measure attestation,Medicare Advantage,candidate,SRC-HCDN-CTRL-100
CTRL-HCDN-2180,CMS submission control,Claims Operations,designed,SRC-HCDN-CTRL-101
CTRL-HCDN-2181,change control,Utilization Management,operating,SRC-HCDN-CTRL-102
CTRL-HCDN-2182,data lineage certification,Member Services,gap,SRC-HCDN-CTRL-103
CTRL-HCDN-2183,vendor BAA review,Quality and Stars,needs evidence,SRC-HCDN-CTRL-104
CTRL-HCDN-2184,resilience test,Risk Adjustment,candidate,SRC-HCDN-CTRL-105
CTRL-HCDN-2185,incident review,Care Management,designed,SRC-HCDN-CTRL-106
CTRL-HCDN-2186,financial approval,Finance,operating,SRC-HCDN-CTRL-107
CTRL-HCDN-2187,privacy review,Coding,gap,SRC-HCDN-CTRL-108
CTRL-HCDN-2188,model-risk review,Payer Contracting,needs evidence,SRC-HCDN-CTRL-109
CTRL-HCDN-2189,PHI access review,Digital Front Door,candidate,SRC-HCDN-CTRL-110
CTRL-HCDN-2190,measure attestation,Contact Center,designed,SRC-HCDN-CTRL-111
CTRL-HCDN-2191,CMS submission control,Ambulatory Care,operating,SRC-HCDN-CTRL-112
CTRL-HCDN-2192,change control,Emergency Department,gap,SRC-HCDN-CTRL-113
CTRL-HCDN-2193,data lineage certification,Inpatient,needs evidence,SRC-HCDN-CTRL-114
CTRL-HCDN-2194,vendor BAA review,Surgery,candidate,SRC-HCDN-CTRL-115
CTRL-HCDN-2195,resilience test,Imaging,designed,SRC-HCDN-CTRL-116
CTRL-HCDN-2196,incident review,Lab,operating,SRC-HCDN-CTRL-117
CTRL-HCDN-2197,financial approval,Pharmacy,gap,SRC-HCDN-CTRL-118
CTRL-HCDN-2198,privacy review,Oncology,needs evidence,SRC-HCDN-CTRL-119
CTRL-HCDN-2199,model-risk review,Cardiology,candidate,SRC-HCDN-CTRL-120
CTRL-HCDN-2200,PHI access review,Data and Analytics,designed,SRC-HCDN-CTRL-121
CTRL-HCDN-2201,measure attestation,Clinical Analytics,operating,SRC-HCDN-CTRL-122
CTRL-HCDN-2202,CMS submission control,Actuarial,gap,SRC-HCDN-CTRL-123
CTRL-HCDN-2203,change control,Departmental Reporting,needs evidence,SRC-HCDN-CTRL-124
CTRL-HCDN-2204,data lineage certification,AI Transformation,candidate,SRC-HCDN-CTRL-125
CTRL-HCDN-2205,vendor BAA review,Technology,designed,SRC-HCDN-CTRL-126
CTRL-HCDN-2206,resilience test,Security,operating,SRC-HCDN-CTRL-127
CTRL-HCDN-2207,incident review,Procurement,gap,SRC-HCDN-CTRL-128
CTRL-HCDN-2208,financial approval,HR,needs evidence,SRC-HCDN-CTRL-129
CTRL-HCDN-2209,privacy review,Supply Chain,candidate,SRC-HCDN-CTRL-130
CTRL-HCDN-2210,model-risk review,Privacy,designed,SRC-HCDN-CTRL-131
CTRL-HCDN-2211,PHI access review,Compliance,operating,SRC-HCDN-CTRL-132
CTRL-HCDN-2212,measure attestation,Provider Network,gap,SRC-HCDN-CTRL-133
