sql_asset_id,asset_type,business_function,version_family,hosting_model,upstream_source,lifecycle_status,evidence_gap
SQL-HCDN-01572,SSAS cube/model,Claims Operations,SQL Server 2016,on-prem data center,Epic Clarity,duplicate,source-backed candidate
SQL-HCDN-01573,SSRS report server,Clinical Analytics,SQL Server 2019,departmental server,legacy EDW,retire candidate,lineage incomplete
SQL-HCDN-01574,SQL Agent schedule group,Departmental Reporting,SQL Server 2022,private cloud,claims warehouse,owner conflict,source-backed candidate
SQL-HCDN-01575,SQL Server instance,Actuarial,SQL Server 2012,on-prem data center,manual spreadsheet upload,active,source-backed candidate
SQL-HCDN-01576,SQL database,Finance,SQL Server 2014,departmental server,Oracle feed,stale,measure definition conflict
SQL-HCDN-01577,departmental mart,Quality and Stars,SQL Server 2016,private cloud,flat-file/SFTP,duplicate,source-backed candidate
SQL-HCDN-01578,SSIS package group,Revenue Cycle,SQL Server 2019,on-prem data center,Epic Clarity,retire candidate,source-backed candidate
SQL-HCDN-01579,SSAS cube/model,Population Health,SQL Server 2022,departmental server,legacy EDW,owner conflict,source-backed candidate
SQL-HCDN-01580,SSRS report server,Claims Operations,SQL Server 2012,private cloud,claims warehouse,active,source-backed candidate
SQL-HCDN-01581,SQL Agent schedule group,Clinical Analytics,SQL Server 2014,on-prem data center,manual spreadsheet upload,stale,source-backed candidate
SQL-HCDN-01582,SQL Server instance,Departmental Reporting,SQL Server 2016,departmental server,Oracle feed,duplicate,source-backed candidate
SQL-HCDN-01583,SQL database,Actuarial,SQL Server 2019,private cloud,flat-file/SFTP,retire candidate,source-backed candidate
SQL-HCDN-01584,departmental mart,Finance,SQL Server 2022,on-prem data center,Epic Clarity,owner conflict,measure definition conflict
SQL-HCDN-01585,SSIS package group,Quality and Stars,SQL Server 2012,departmental server,legacy EDW,active,source-backed candidate
SQL-HCDN-01586,SSAS cube/model,Revenue Cycle,SQL Server 2014,private cloud,claims warehouse,stale,source-backed candidate
SQL-HCDN-01587,SSRS report server,Population Health,SQL Server 2016,on-prem data center,manual spreadsheet upload,duplicate,source-backed candidate
SQL-HCDN-01588,SQL Agent schedule group,Claims Operations,SQL Server 2019,departmental server,Oracle feed,retire candidate,source-backed candidate
SQL-HCDN-01589,SQL Server instance,Clinical Analytics,SQL Server 2022,private cloud,flat-file/SFTP,owner conflict,source-backed candidate
SQL-HCDN-01590,SQL database,Departmental Reporting,SQL Server 2012,on-prem data center,Epic Clarity,active,source-backed candidate
SQL-HCDN-01591,departmental mart,Actuarial,SQL Server 2014,departmental server,legacy EDW,stale,source-backed candidate
SQL-HCDN-01592,SSIS package group,Finance,SQL Server 2016,private cloud,claims warehouse,duplicate,measure definition conflict
SQL-HCDN-01593,SSAS cube/model,Quality and Stars,SQL Server 2019,on-prem data center,manual spreadsheet upload,retire candidate,source-backed candidate
SQL-HCDN-01594,SSRS report server,Revenue Cycle,SQL Server 2022,departmental server,Oracle feed,owner conflict,source-backed candidate
SQL-HCDN-01595,SQL Agent schedule group,Population Health,SQL Server 2012,private cloud,flat-file/SFTP,active,lineage incomplete
SQL-HCDN-01596,SQL Server instance,Claims Operations,SQL Server 2014,on-prem data center,Epic Clarity,stale,source-backed candidate
SQL-HCDN-01597,SQL database,Clinical Analytics,SQL Server 2016,departmental server,legacy EDW,duplicate,source-backed candidate
SQL-HCDN-01598,departmental mart,Departmental Reporting,SQL Server 2019,private cloud,claims warehouse,retire candidate,source-backed candidate
SQL-HCDN-01599,SSIS package group,Actuarial,SQL Server 2022,on-prem data center,manual spreadsheet upload,owner conflict,source-backed candidate
SQL-HCDN-01600,SSAS cube/model,Finance,SQL Server 2012,departmental server,Oracle feed,active,measure definition conflict
SQL-HCDN-01601,SSRS report server,Quality and Stars,SQL Server 2014,private cloud,flat-file/SFTP,stale,source-backed candidate
SQL-HCDN-01602,SQL Agent schedule group,Revenue Cycle,SQL Server 2016,on-prem data center,Epic Clarity,duplicate,source-backed candidate
SQL-HCDN-01603,SQL Server instance,Population Health,SQL Server 2019,departmental server,legacy EDW,retire candidate,source-backed candidate
SQL-HCDN-01604,SQL database,Claims Operations,SQL Server 2022,private cloud,claims warehouse,owner conflict,source-backed candidate
SQL-HCDN-01605,departmental mart,Clinical Analytics,SQL Server 2012,on-prem data center,manual spreadsheet upload,active,source-backed candidate
SQL-HCDN-01606,SSIS package group,Departmental Reporting,SQL Server 2014,departmental server,Oracle feed,stale,lineage incomplete
SQL-HCDN-01607,SSAS cube/model,Actuarial,SQL Server 2016,private cloud,flat-file/SFTP,duplicate,source-backed candidate
SQL-HCDN-01608,SSRS report server,Finance,SQL Server 2019,on-prem data center,Epic Clarity,retire candidate,measure definition conflict
SQL-HCDN-01609,SQL Agent schedule group,Quality and Stars,SQL Server 2022,departmental server,legacy EDW,owner conflict,source-backed candidate
SQL-HCDN-01610,SQL Server instance,Revenue Cycle,SQL Server 2012,private cloud,claims warehouse,active,source-backed candidate
SQL-HCDN-01611,SQL database,Population Health,SQL Server 2014,on-prem data center,manual spreadsheet upload,stale,source-backed candidate
SQL-HCDN-01612,departmental mart,Claims Operations,SQL Server 2016,departmental server,Oracle feed,duplicate,source-backed candidate
SQL-HCDN-01613,SSIS package group,Clinical Analytics,SQL Server 2019,private cloud,flat-file/SFTP,retire candidate,source-backed candidate
SQL-HCDN-01614,SSAS cube/model,Departmental Reporting,SQL Server 2022,on-prem data center,Epic Clarity,owner conflict,source-backed candidate
SQL-HCDN-01615,SSRS report server,Actuarial,SQL Server 2012,departmental server,legacy EDW,active,source-backed candidate
SQL-HCDN-01616,SQL Agent schedule group,Finance,SQL Server 2014,private cloud,claims warehouse,stale,measure definition conflict
SQL-HCDN-01617,SQL Server instance,Quality and Stars,SQL Server 2016,on-prem data center,manual spreadsheet upload,duplicate,lineage incomplete
SQL-HCDN-01618,SQL database,Revenue Cycle,SQL Server 2019,departmental server,Oracle feed,retire candidate,source-backed candidate
SQL-HCDN-01619,departmental mart,Population Health,SQL Server 2022,private cloud,flat-file/SFTP,owner conflict,source-backed candidate
SQL-HCDN-01620,SSIS package group,Claims Operations,SQL Server 2012,on-prem data center,Epic Clarity,active,source-backed candidate
SQL-HCDN-01621,SSAS cube/model,Clinical Analytics,SQL Server 2014,departmental server,legacy EDW,stale,source-backed candidate
SQL-HCDN-01622,SSRS report server,Departmental Reporting,SQL Server 2016,private cloud,claims warehouse,duplicate,source-backed candidate
SQL-HCDN-01623,SQL Agent schedule group,Actuarial,SQL Server 2019,on-prem data center,manual spreadsheet upload,retire candidate,source-backed candidate
SQL-HCDN-01624,SQL Server instance,Finance,SQL Server 2022,departmental server,Oracle feed,owner conflict,measure definition conflict
SQL-HCDN-01625,SQL database,Quality and Stars,SQL Server 2012,private cloud,flat-file/SFTP,active,source-backed candidate
SQL-HCDN-01626,departmental mart,Revenue Cycle,SQL Server 2014,on-prem data center,Epic Clarity,stale,source-backed candidate
SQL-HCDN-01627,SSIS package group,Population Health,SQL Server 2016,departmental server,legacy EDW,duplicate,source-backed candidate
SQL-HCDN-01628,SSAS cube/model,Claims Operations,SQL Server 2019,private cloud,claims warehouse,retire candidate,lineage incomplete
SQL-HCDN-01629,SSRS report server,Clinical Analytics,SQL Server 2022,on-prem data center,manual spreadsheet upload,owner conflict,source-backed candidate
SQL-HCDN-01630,SQL Agent schedule group,Departmental Reporting,SQL Server 2012,departmental server,Oracle feed,active,source-backed candidate
SQL-HCDN-01631,SQL Server instance,Actuarial,SQL Server 2014,private cloud,flat-file/SFTP,stale,source-backed candidate
SQL-HCDN-01632,SQL database,Finance,SQL Server 2016,on-prem data center,Epic Clarity,duplicate,measure definition conflict
SQL-HCDN-01633,departmental mart,Quality and Stars,SQL Server 2019,departmental server,legacy EDW,retire candidate,source-backed candidate
SQL-HCDN-01634,SSIS package group,Revenue Cycle,SQL Server 2022,private cloud,claims warehouse,owner conflict,source-backed candidate
SQL-HCDN-01635,SSAS cube/model,Population Health,SQL Server 2012,on-prem data center,manual spreadsheet upload,active,source-backed candidate
SQL-HCDN-01636,SSRS report server,Claims Operations,SQL Server 2014,departmental server,Oracle feed,stale,source-backed candidate
SQL-HCDN-01637,SQL Agent schedule group,Clinical Analytics,SQL Server 2016,private cloud,flat-file/SFTP,duplicate,source-backed candidate
SQL-HCDN-01638,SQL Server instance,Departmental Reporting,SQL Server 2019,on-prem data center,Epic Clarity,retire candidate,source-backed candidate
SQL-HCDN-01639,SQL database,Actuarial,SQL Server 2022,departmental server,legacy EDW,owner conflict,lineage incomplete
SQL-HCDN-01640,departmental mart,Finance,SQL Server 2012,private cloud,claims warehouse,active,measure definition conflict
SQL-HCDN-01641,SSIS package group,Quality and Stars,SQL Server 2014,on-prem data center,manual spreadsheet upload,stale,source-backed candidate
SQL-HCDN-01642,SSAS cube/model,Revenue Cycle,SQL Server 2016,departmental server,Oracle feed,duplicate,source-backed candidate
SQL-HCDN-01643,SSRS report server,Population Health,SQL Server 2019,private cloud,flat-file/SFTP,retire candidate,source-backed candidate
SQL-HCDN-01644,SQL Agent schedule group,Claims Operations,SQL Server 2022,on-prem data center,Epic Clarity,owner conflict,source-backed candidate
SQL-HCDN-01645,SQL Server instance,Clinical Analytics,SQL Server 2012,departmental server,legacy EDW,active,source-backed candidate
SQL-HCDN-01646,SQL database,Departmental Reporting,SQL Server 2014,private cloud,claims warehouse,stale,source-backed candidate
SQL-HCDN-01647,departmental mart,Actuarial,SQL Server 2016,on-prem data center,manual spreadsheet upload,duplicate,source-backed candidate
SQL-HCDN-01648,SSIS package group,Finance,SQL Server 2019,departmental server,Oracle feed,retire candidate,measure definition conflict
SQL-HCDN-01649,SSAS cube/model,Quality and Stars,SQL Server 2022,private cloud,flat-file/SFTP,owner conflict,source-backed candidate
SQL-HCDN-01650,SSRS report server,Revenue Cycle,SQL Server 2012,on-prem data center,Epic Clarity,active,lineage incomplete
SQL-HCDN-01651,SQL Agent schedule group,Population Health,SQL Server 2014,departmental server,legacy EDW,stale,source-backed candidate
SQL-HCDN-01652,SQL Server instance,Claims Operations,SQL Server 2016,private cloud,claims warehouse,duplicate,source-backed candidate
SQL-HCDN-01653,SQL database,Clinical Analytics,SQL Server 2019,on-prem data center,manual spreadsheet upload,retire candidate,source-backed candidate
SQL-HCDN-01654,departmental mart,Departmental Reporting,SQL Server 2022,departmental server,Oracle feed,owner conflict,source-backed candidate
SQL-HCDN-01655,SSIS package group,Actuarial,SQL Server 2012,private cloud,flat-file/SFTP,active,source-backed candidate
SQL-HCDN-01656,SSAS cube/model,Finance,SQL Server 2014,on-prem data center,Epic Clarity,stale,measure definition conflict
SQL-HCDN-01657,SSRS report server,Quality and Stars,SQL Server 2016,departmental server,legacy EDW,duplicate,source-backed candidate
SQL-HCDN-01658,SQL Agent schedule group,Revenue Cycle,SQL Server 2019,private cloud,claims warehouse,retire candidate,source-backed candidate
SQL-HCDN-01659,SQL Server instance,Population Health,SQL Server 2022,on-prem data center,manual spreadsheet upload,owner conflict,source-backed candidate
SQL-HCDN-01660,SQL database,Claims Operations,SQL Server 2012,departmental server,Oracle feed,active,source-backed candidate
SQL-HCDN-01661,departmental mart,Clinical Analytics,SQL Server 2014,private cloud,flat-file/SFTP,stale,lineage incomplete
SQL-HCDN-01662,SSIS package group,Departmental Reporting,SQL Server 2016,on-prem data center,Epic Clarity,duplicate,source-backed candidate
SQL-HCDN-01663,SSAS cube/model,Actuarial,SQL Server 2019,departmental server,legacy EDW,retire candidate,source-backed candidate
SQL-HCDN-01664,SSRS report server,Finance,SQL Server 2022,private cloud,claims warehouse,owner conflict,measure definition conflict
SQL-HCDN-01665,SQL Agent schedule group,Quality and Stars,SQL Server 2012,on-prem data center,manual spreadsheet upload,active,source-backed candidate
SQL-HCDN-01666,SQL Server instance,Revenue Cycle,SQL Server 2014,departmental server,Oracle feed,stale,source-backed candidate
SQL-HCDN-01667,SQL database,Population Health,SQL Server 2016,private cloud,flat-file/SFTP,duplicate,source-backed candidate
SQL-HCDN-01668,departmental mart,Claims Operations,SQL Server 2019,on-prem data center,Epic Clarity,retire candidate,source-backed candidate
SQL-HCDN-01669,SSIS package group,Clinical Analytics,SQL Server 2022,departmental server,legacy EDW,owner conflict,source-backed candidate
SQL-HCDN-01670,SSAS cube/model,Departmental Reporting,SQL Server 2012,private cloud,claims warehouse,active,source-backed candidate
SQL-HCDN-01671,SSRS report server,Actuarial,SQL Server 2014,on-prem data center,manual spreadsheet upload,stale,source-backed candidate
SQL-HCDN-01672,SQL Agent schedule group,Finance,SQL Server 2016,departmental server,Oracle feed,duplicate,measure definition conflict
SQL-HCDN-01673,SQL Server instance,Quality and Stars,SQL Server 2019,private cloud,flat-file/SFTP,retire candidate,source-backed candidate
SQL-HCDN-01674,SQL database,Revenue Cycle,SQL Server 2022,on-prem data center,Epic Clarity,owner conflict,source-backed candidate
SQL-HCDN-01675,departmental mart,Population Health,SQL Server 2012,departmental server,legacy EDW,active,source-backed candidate
SQL-HCDN-01676,SSIS package group,Claims Operations,SQL Server 2014,private cloud,claims warehouse,stale,source-backed candidate
SQL-HCDN-01677,SSAS cube/model,Clinical Analytics,SQL Server 2016,on-prem data center,manual spreadsheet upload,duplicate,source-backed candidate
SQL-HCDN-01678,SSRS report server,Departmental Reporting,SQL Server 2019,departmental server,Oracle feed,retire candidate,source-backed candidate
SQL-HCDN-01679,SQL Agent schedule group,Actuarial,SQL Server 2022,private cloud,flat-file/SFTP,owner conflict,source-backed candidate
SQL-HCDN-01680,SQL Server instance,Finance,SQL Server 2012,on-prem data center,Epic Clarity,active,measure definition conflict
SQL-HCDN-01681,SQL database,Quality and Stars,SQL Server 2014,departmental server,legacy EDW,stale,source-backed candidate
SQL-HCDN-01682,departmental mart,Revenue Cycle,SQL Server 2016,private cloud,claims warehouse,duplicate,source-backed candidate
SQL-HCDN-01683,SSIS package group,Population Health,SQL Server 2019,on-prem data center,manual spreadsheet upload,retire candidate,lineage incomplete
SQL-HCDN-01684,SSAS cube/model,Claims Operations,SQL Server 2022,departmental server,Oracle feed,owner conflict,source-backed candidate
SQL-HCDN-01685,SSRS report server,Clinical Analytics,SQL Server 2012,private cloud,flat-file/SFTP,active,source-backed candidate
SQL-HCDN-01686,SQL Agent schedule group,Departmental Reporting,SQL Server 2014,on-prem data center,Epic Clarity,stale,source-backed candidate
SQL-HCDN-01687,SQL Server instance,Actuarial,SQL Server 2016,departmental server,legacy EDW,duplicate,source-backed candidate
SQL-HCDN-01688,SQL database,Finance,SQL Server 2019,private cloud,claims warehouse,retire candidate,measure definition conflict
SQL-HCDN-01689,departmental mart,Quality and Stars,SQL Server 2022,on-prem data center,manual spreadsheet upload,owner conflict,source-backed candidate
SQL-HCDN-01690,SSIS package group,Revenue Cycle,SQL Server 2012,departmental server,Oracle feed,active,source-backed candidate
SQL-HCDN-01691,SSAS cube/model,Population Health,SQL Server 2014,private cloud,flat-file/SFTP,stale,source-backed candidate
SQL-HCDN-01692,SSRS report server,Claims Operations,SQL Server 2016,on-prem data center,Epic Clarity,duplicate,source-backed candidate
SQL-HCDN-01693,SQL Agent schedule group,Clinical Analytics,SQL Server 2019,departmental server,legacy EDW,retire candidate,source-backed candidate
SQL-HCDN-01694,SQL Server instance,Departmental Reporting,SQL Server 2022,private cloud,claims warehouse,owner conflict,lineage incomplete
SQL-HCDN-01695,SQL database,Actuarial,SQL Server 2012,on-prem data center,manual spreadsheet upload,active,source-backed candidate
SQL-HCDN-01696,departmental mart,Finance,SQL Server 2014,departmental server,Oracle feed,stale,measure definition conflict
SQL-HCDN-01697,SSIS package group,Quality and Stars,SQL Server 2016,private cloud,flat-file/SFTP,duplicate,source-backed candidate
SQL-HCDN-01698,SSAS cube/model,Revenue Cycle,SQL Server 2019,on-prem data center,Epic Clarity,retire candidate,source-backed candidate
SQL-HCDN-01699,SSRS report server,Population Health,SQL Server 2022,departmental server,legacy EDW,owner conflict,source-backed candidate
SQL-HCDN-01700,SQL Agent schedule group,Claims Operations,SQL Server 2012,private cloud,claims warehouse,active,source-backed candidate
SQL-HCDN-01701,SQL Server instance,Clinical Analytics,SQL Server 2014,on-prem data center,manual spreadsheet upload,stale,source-backed candidate
SQL-HCDN-01702,SQL database,Departmental Reporting,SQL Server 2016,departmental server,Oracle feed,duplicate,source-backed candidate
SQL-HCDN-01703,departmental mart,Actuarial,SQL Server 2019,private cloud,flat-file/SFTP,retire candidate,source-backed candidate
SQL-HCDN-01704,SSIS package group,Finance,SQL Server 2022,on-prem data center,Epic Clarity,owner conflict,measure definition conflict
SQL-HCDN-01705,SSAS cube/model,Quality and Stars,SQL Server 2012,departmental server,legacy EDW,active,lineage incomplete
SQL-HCDN-01706,SSRS report server,Revenue Cycle,SQL Server 2014,private cloud,claims warehouse,stale,source-backed candidate
SQL-HCDN-01707,SQL Agent schedule group,Population Health,SQL Server 2016,on-prem data center,manual spreadsheet upload,duplicate,source-backed candidate
SQL-HCDN-01708,SQL Server instance,Claims Operations,SQL Server 2019,departmental server,Oracle feed,retire candidate,source-backed candidate
SQL-HCDN-01709,SQL database,Clinical Analytics,SQL Server 2022,private cloud,flat-file/SFTP,owner conflict,source-backed candidate
SQL-HCDN-01710,departmental mart,Departmental Reporting,SQL Server 2012,on-prem data center,Epic Clarity,active,source-backed candidate
SQL-HCDN-01711,SSIS package group,Actuarial,SQL Server 2014,departmental server,legacy EDW,stale,source-backed candidate
SQL-HCDN-01712,SSAS cube/model,Finance,SQL Server 2016,private cloud,claims warehouse,duplicate,measure definition conflict
SQL-HCDN-01713,SSRS report server,Quality and Stars,SQL Server 2019,on-prem data center,manual spreadsheet upload,retire candidate,source-backed candidate
SQL-HCDN-01714,SQL Agent schedule group,Revenue Cycle,SQL Server 2022,departmental server,Oracle feed,owner conflict,source-backed candidate
SQL-HCDN-01715,SQL Server instance,Population Health,SQL Server 2012,private cloud,flat-file/SFTP,active,source-backed candidate
SQL-HCDN-01716,SQL database,Claims Operations,SQL Server 2014,on-prem data center,Epic Clarity,stale,lineage incomplete
SQL-HCDN-01717,departmental mart,Clinical Analytics,SQL Server 2016,departmental server,legacy EDW,duplicate,source-backed candidate
SQL-HCDN-01718,SSIS package group,Departmental Reporting,SQL Server 2019,private cloud,claims warehouse,retire candidate,source-backed candidate
SQL-HCDN-01719,SSAS cube/model,Actuarial,SQL Server 2022,on-prem data center,manual spreadsheet upload,owner conflict,source-backed candidate
SQL-HCDN-01720,SSRS report server,Finance,SQL Server 2012,departmental server,Oracle feed,active,measure definition conflict
SQL-HCDN-01721,SQL Agent schedule group,Quality and Stars,SQL Server 2014,private cloud,flat-file/SFTP,stale,source-backed candidate
SQL-HCDN-01722,SQL Server instance,Revenue Cycle,SQL Server 2016,on-prem data center,Epic Clarity,duplicate,source-backed candidate
SQL-HCDN-01723,SQL database,Population Health,SQL Server 2019,departmental server,legacy EDW,retire candidate,source-backed candidate
SQL-HCDN-01724,departmental mart,Claims Operations,SQL Server 2022,private cloud,claims warehouse,owner conflict,source-backed candidate
SQL-HCDN-01725,SSIS package group,Clinical Analytics,SQL Server 2012,on-prem data center,manual spreadsheet upload,active,source-backed candidate
SQL-HCDN-01726,SSAS cube/model,Departmental Reporting,SQL Server 2014,departmental server,Oracle feed,stale,source-backed candidate
SQL-HCDN-01727,SSRS report server,Actuarial,SQL Server 2016,private cloud,flat-file/SFTP,duplicate,lineage incomplete
SQL-HCDN-01728,SQL Agent schedule group,Finance,SQL Server 2019,on-prem data center,Epic Clarity,retire candidate,measure definition conflict
SQL-HCDN-01729,SQL Server instance,Quality and Stars,SQL Server 2022,departmental server,legacy EDW,owner conflict,source-backed candidate
SQL-HCDN-01730,SQL database,Revenue Cycle,SQL Server 2012,private cloud,claims warehouse,active,source-backed candidate
SQL-HCDN-01731,departmental mart,Population Health,SQL Server 2014,on-prem data center,manual spreadsheet upload,stale,source-backed candidate
SQL-HCDN-01732,SSIS package group,Claims Operations,SQL Server 2016,departmental server,Oracle feed,duplicate,source-backed candidate
SQL-HCDN-01733,SSAS cube/model,Clinical Analytics,SQL Server 2019,private cloud,flat-file/SFTP,retire candidate,source-backed candidate
SQL-HCDN-01734,SSRS report server,Departmental Reporting,SQL Server 2022,on-prem data center,Epic Clarity,owner conflict,source-backed candidate
SQL-HCDN-01735,SQL Agent schedule group,Actuarial,SQL Server 2012,departmental server,legacy EDW,active,source-backed candidate
SQL-HCDN-01736,SQL Server instance,Finance,SQL Server 2014,private cloud,claims warehouse,stale,measure definition conflict
SQL-HCDN-01737,SQL database,Quality and Stars,SQL Server 2016,on-prem data center,manual spreadsheet upload,duplicate,source-backed candidate
SQL-HCDN-01738,departmental mart,Revenue Cycle,SQL Server 2019,departmental server,Oracle feed,retire candidate,lineage incomplete
SQL-HCDN-01739,SSIS package group,Population Health,SQL Server 2022,private cloud,flat-file/SFTP,owner conflict,source-backed candidate
SQL-HCDN-01740,SSAS cube/model,Claims Operations,SQL Server 2012,on-prem data center,Epic Clarity,active,source-backed candidate
SQL-HCDN-01741,SSRS report server,Clinical Analytics,SQL Server 2014,departmental server,legacy EDW,stale,source-backed candidate
SQL-HCDN-01742,SQL Agent schedule group,Departmental Reporting,SQL Server 2016,private cloud,claims warehouse,duplicate,source-backed candidate
SQL-HCDN-01743,SQL Server instance,Actuarial,SQL Server 2019,on-prem data center,manual spreadsheet upload,retire candidate,source-backed candidate
SQL-HCDN-01744,SQL database,Finance,SQL Server 2022,departmental server,Oracle feed,owner conflict,measure definition conflict
SQL-HCDN-01745,departmental mart,Quality and Stars,SQL Server 2012,private cloud,flat-file/SFTP,active,source-backed candidate
SQL-HCDN-01746,SSIS package group,Revenue Cycle,SQL Server 2014,on-prem data center,Epic Clarity,stale,source-backed candidate
SQL-HCDN-01747,SSAS cube/model,Population Health,SQL Server 2016,departmental server,legacy EDW,duplicate,source-backed candidate
SQL-HCDN-01748,SSRS report server,Claims Operations,SQL Server 2019,private cloud,claims warehouse,retire candidate,source-backed candidate
SQL-HCDN-01749,SQL Agent schedule group,Clinical Analytics,SQL Server 2022,on-prem data center,manual spreadsheet upload,owner conflict,lineage incomplete
SQL-HCDN-01750,SQL Server instance,Departmental Reporting,SQL Server 2012,departmental server,Oracle feed,active,source-backed candidate
SQL-HCDN-01751,SQL database,Actuarial,SQL Server 2014,private cloud,flat-file/SFTP,stale,source-backed candidate
SQL-HCDN-01752,departmental mart,Finance,SQL Server 2016,on-prem data center,Epic Clarity,duplicate,measure definition conflict
SQL-HCDN-01753,SSIS package group,Quality and Stars,SQL Server 2019,departmental server,legacy EDW,retire candidate,source-backed candidate
SQL-HCDN-01754,SSAS cube/model,Revenue Cycle,SQL Server 2022,private cloud,claims warehouse,owner conflict,source-backed candidate
SQL-HCDN-01755,SSRS report server,Population Health,SQL Server 2012,on-prem data center,manual spreadsheet upload,active,source-backed candidate
SQL-HCDN-01756,SQL Agent schedule group,Claims Operations,SQL Server 2014,departmental server,Oracle feed,stale,source-backed candidate
SQL-HCDN-01757,SQL Server instance,Clinical Analytics,SQL Server 2016,private cloud,flat-file/SFTP,duplicate,source-backed candidate
SQL-HCDN-01758,SQL database,Departmental Reporting,SQL Server 2019,on-prem data center,Epic Clarity,retire candidate,source-backed candidate
SQL-HCDN-01759,departmental mart,Actuarial,SQL Server 2022,departmental server,legacy EDW,owner conflict,source-backed candidate
SQL-HCDN-01760,SSIS package group,Finance,SQL Server 2012,private cloud,claims warehouse,active,measure definition conflict
SQL-HCDN-01761,SSAS cube/model,Quality and Stars,SQL Server 2014,on-prem data center,manual spreadsheet upload,stale,source-backed candidate
SQL-HCDN-01762,SSRS report server,Revenue Cycle,SQL Server 2016,departmental server,Oracle feed,duplicate,source-backed candidate
SQL-HCDN-01763,SQL Agent schedule group,Population Health,SQL Server 2019,private cloud,flat-file/SFTP,retire candidate,source-backed candidate
SQL-HCDN-01764,SQL Server instance,Claims Operations,SQL Server 2022,on-prem data center,Epic Clarity,owner conflict,source-backed candidate
SQL-HCDN-01765,SQL database,Clinical Analytics,SQL Server 2012,departmental server,legacy EDW,active,source-backed candidate
SQL-HCDN-01766,departmental mart,Departmental Reporting,SQL Server 2014,private cloud,claims warehouse,stale,source-backed candidate
SQL-HCDN-01767,SSIS package group,Actuarial,SQL Server 2016,on-prem data center,manual spreadsheet upload,duplicate,source-backed candidate
SQL-HCDN-01768,SSAS cube/model,Finance,SQL Server 2019,departmental server,Oracle feed,retire candidate,measure definition conflict
SQL-HCDN-01769,SSRS report server,Quality and Stars,SQL Server 2022,private cloud,flat-file/SFTP,owner conflict,source-backed candidate
SQL-HCDN-01770,SQL Agent schedule group,Revenue Cycle,SQL Server 2012,on-prem data center,Epic Clarity,active,source-backed candidate
SQL-HCDN-01771,SQL Server instance,Population Health,SQL Server 2014,departmental server,legacy EDW,stale,lineage incomplete
SQL-HCDN-01772,SQL database,Claims Operations,SQL Server 2016,private cloud,claims warehouse,duplicate,source-backed candidate
SQL-HCDN-01773,departmental mart,Clinical Analytics,SQL Server 2019,on-prem data center,manual spreadsheet upload,retire candidate,source-backed candidate
SQL-HCDN-01774,SSIS package group,Departmental Reporting,SQL Server 2022,departmental server,Oracle feed,owner conflict,source-backed candidate
SQL-HCDN-01775,SSAS cube/model,Actuarial,SQL Server 2012,private cloud,flat-file/SFTP,active,source-backed candidate
SQL-HCDN-01776,SSRS report server,Finance,SQL Server 2014,on-prem data center,Epic Clarity,stale,measure definition conflict
SQL-HCDN-01777,SQL Agent schedule group,Quality and Stars,SQL Server 2016,departmental server,legacy EDW,duplicate,source-backed candidate
SQL-HCDN-01778,SQL Server instance,Revenue Cycle,SQL Server 2019,private cloud,claims warehouse,retire candidate,source-backed candidate
SQL-HCDN-01779,SQL database,Population Health,SQL Server 2022,on-prem data center,manual spreadsheet upload,owner conflict,source-backed candidate
SQL-HCDN-01780,departmental mart,Claims Operations,SQL Server 2012,departmental server,Oracle feed,active,source-backed candidate
SQL-HCDN-01781,SSIS package group,Clinical Analytics,SQL Server 2014,private cloud,flat-file/SFTP,stale,source-backed candidate
SQL-HCDN-01782,SSAS cube/model,Departmental Reporting,SQL Server 2016,on-prem data center,Epic Clarity,duplicate,lineage incomplete
SQL-HCDN-01783,SSRS report server,Actuarial,SQL Server 2019,departmental server,legacy EDW,retire candidate,source-backed candidate
SQL-HCDN-01784,SQL Agent schedule group,Finance,SQL Server 2022,private cloud,claims warehouse,owner conflict,measure definition conflict
SQL-HCDN-01785,SQL Server instance,Quality and Stars,SQL Server 2012,on-prem data center,manual spreadsheet upload,active,source-backed candidate
SQL-HCDN-01786,SQL database,Revenue Cycle,SQL Server 2014,departmental server,Oracle feed,stale,source-backed candidate
SQL-HCDN-01787,departmental mart,Population Health,SQL Server 2016,private cloud,flat-file/SFTP,duplicate,source-backed candidate
SQL-HCDN-01788,SSIS package group,Claims Operations,SQL Server 2019,on-prem data center,Epic Clarity,retire candidate,source-backed candidate
SQL-HCDN-01789,SSAS cube/model,Clinical Analytics,SQL Server 2022,departmental server,legacy EDW,owner conflict,source-backed candidate
SQL-HCDN-01790,SSRS report server,Departmental Reporting,SQL Server 2012,private cloud,claims warehouse,active,source-backed candidate
SQL-HCDN-01791,SQL Agent schedule group,Actuarial,SQL Server 2014,on-prem data center,manual spreadsheet upload,stale,source-backed candidate
SQL-HCDN-01792,SQL Server instance,Finance,SQL Server 2016,departmental server,Oracle feed,duplicate,measure definition conflict
SQL-HCDN-01793,SQL database,Quality and Stars,SQL Server 2019,private cloud,flat-file/SFTP,retire candidate,lineage incomplete
SQL-HCDN-01794,departmental mart,Revenue Cycle,SQL Server 2022,on-prem data center,Epic Clarity,owner conflict,source-backed candidate
SQL-HCDN-01795,SSIS package group,Population Health,SQL Server 2012,departmental server,legacy EDW,active,source-backed candidate
