contract_id,vendor_id,vendor_public_reference,contract_type,service_tower,business_function,scope,effective_date,expiration_date,term_status,pricing_model,value_disclosure_mode,termination_rights,minimum_commitment,rate_card_id,service_credit_terms,inflation_provision,change_control_terms,subcontracting_terms,data_residency,transition_assistance,sla_history_source,invoice_source,change_order_source,lot_id,proposal_id,bafo_revision_id,evaluation_criteria_id,risk_note
CONT-HCDN-0761,VEND-HCDN-048,Synthetic Healthcare Supplier 048,maintenance agreement,Workplace and Contact Center,Lab,revenue-cycle outsourcing,2021-06-01,2028-12-31,exit rights need review,T&M,range,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-062,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-006,SRC-HCDN-INV-042,SRC-HCDN-CO-034,LOT-HCDN-06,,,EVAL-HCDN-018,standard commercial review
CONT-HCDN-0762,VEND-HCDN-055,Synthetic Healthcare Supplier 055,telecom services,Security Identity and Compliance,Pharmacy,cloud/data platform operations,2022-07-01,2026-12-31,renewal within 12 months,unit rate,indexed,termination for convenience with notice,no minimum beyond SOW baseline,RATE-HCDN-063,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-007,SRC-HCDN-INV-043,SRC-HCDN-CO-035,LOT-HCDN-07,PROP-HCDN-01,BAFO-HCDN-01,EVAL-HCDN-019,standard commercial review
CONT-HCDN-0763,VEND-HCDN-062,Synthetic Healthcare Supplier 062,cybersecurity services,Integration and Interoperability,Oncology,SQL Server/EDW managed services,2023-08-01,2027-12-31,renewal within 24 months,per member per month,trend-only,standard termination rights,minimum annual commitment applies,RATE-HCDN-064,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-008,SRC-HCDN-INV-044,SRC-HCDN-CO-036,LOT-HCDN-08,,,EVAL-HCDN-020,standard commercial review
CONT-HCDN-0764,VEND-HCDN-069,Synthetic Healthcare Supplier 069,AI/document automation SOW,ERP and Corporate Platforms,Cardiology,contact center operations,2020-09-01,2028-12-31,active multi-year,per claim,withheld,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-065,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance explicit,SRC-HCDN-SLA-009,SRC-HCDN-INV-045,SRC-HCDN-CO-037,LOT-HCDN-09,,,EVAL-HCDN-021,standard commercial review
CONT-HCDN-0765,VEND-HCDN-076,Synthetic Healthcare Supplier 076,MSA,Clinical and Epic AMS,Data and Analytics,payment integrity,2021-01-01,2026-12-31,extension option,per encounter,exact,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-066,service credits capped and under-defined,CPI escalator above threshold,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-010,SRC-HCDN-INV-046,SRC-HCDN-CO-038,LOT-HCDN-01,PROP-HCDN-01,,EVAL-HCDN-022,standard commercial review
CONT-HCDN-0766,VEND-HCDN-083,Synthetic Healthcare Supplier 083,SOW,Payer Platform Operations,Clinical Analytics,identity/security operations,2022-02-01,2027-12-31,transition assistance required,consumption,range,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-067,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-011,SRC-HCDN-INV-047,SRC-HCDN-CO-039,LOT-HCDN-02,,,EVAL-HCDN-023,standard commercial review
CONT-HCDN-0767,VEND-HCDN-090,Synthetic Healthcare Supplier 090,rate card,Data Analytics and AI,Actuarial,interoperability services,2023-03-01,2028-12-31,exit rights need review,hybrid fixed plus variable,indexed,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-068,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-012,SRC-HCDN-INV-048,SRC-HCDN-CO-040,LOT-HCDN-03,,,EVAL-HCDN-024,standard commercial review
CONT-HCDN-0768,VEND-HCDN-097,Synthetic Healthcare Supplier 097,Epic support agreement,Revenue Cycle Technology,Departmental Reporting,Epic support and optimization,2020-04-01,2026-12-31,renewal within 12 months,committed spend,trend-only,termination for convenience with notice,no minimum beyond SOW baseline,RATE-HCDN-069,standard service credits,fixed or negotiated escalator,standard change-control language,subcontractor approval required,US data residency,transition assistance explicit,SRC-HCDN-SLA-013,SRC-HCDN-INV-001,SRC-HCDN-CO-041,LOT-HCDN-04,PROP-HCDN-01,BAFO-HCDN-01,EVAL-HCDN-001,high exit-term sensitivity
CONT-HCDN-0769,VEND-HCDN-104,Synthetic Healthcare Supplier 104,claims admin agreement,Cloud Infrastructure and Data Center,AI Transformation,claims operations,2021-05-01,2027-12-31,renewal within 24 months,outcome-linked,withheld,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-070,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-014,SRC-HCDN-INV-002,SRC-HCDN-CO-042,LOT-HCDN-05,,,EVAL-HCDN-002,standard commercial review
CONT-HCDN-0770,VEND-HCDN-111,Synthetic Healthcare Supplier 111,PBM services SOW,Workplace and Contact Center,Technology,Medicare Advantage quality services,2022-06-01,2028-12-31,active multi-year,fixed fee,exact,standard termination rights,minimum annual commitment applies,RATE-HCDN-071,service credits capped and under-defined,fixed or negotiated escalator,change-control ambiguity,subcontracting permitted with controls,PHI/data residency review required,transition assistance to confirm,SRC-HCDN-SLA-015,SRC-HCDN-INV-003,SRC-HCDN-CO-043,LOT-HCDN-06,,,EVAL-HCDN-003,supplier concentration
CONT-HCDN-0771,VEND-HCDN-118,Synthetic Healthcare Supplier 118,BPO services SOW,Security Identity and Compliance,Security,risk adjustment analytics,2023-07-01,2026-12-31,extension option,T&M,range,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-072,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-016,SRC-HCDN-INV-004,SRC-HCDN-CO-044,LOT-HCDN-07,PROP-HCDN-01,,EVAL-HCDN-004,standard commercial review
CONT-HCDN-0772,VEND-HCDN-125,Synthetic Healthcare Supplier 125,cloud commit,Integration and Interoperability,Procurement,prior authorization operations,2020-08-01,2027-12-31,transition assistance required,unit rate,indexed,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-073,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance explicit,SRC-HCDN-SLA-017,SRC-HCDN-INV-005,SRC-HCDN-CO-045,LOT-HCDN-08,,,EVAL-HCDN-005,standard commercial review
CONT-HCDN-0773,VEND-HCDN-132,Synthetic Healthcare Supplier 132,data platform subscription,ERP and Corporate Platforms,HR,revenue-cycle outsourcing,2021-09-01,2028-12-31,exit rights need review,per member per month,trend-only,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-074,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-018,SRC-HCDN-INV-006,SRC-HCDN-CO-046,LOT-HCDN-09,,,EVAL-HCDN-006,standard commercial review
CONT-HCDN-0774,VEND-HCDN-139,Synthetic Healthcare Supplier 139,software subscription,Clinical and Epic AMS,Supply Chain,cloud/data platform operations,2022-01-01,2026-12-31,renewal within 12 months,per claim,withheld,termination for convenience with notice,no minimum beyond SOW baseline,RATE-HCDN-075,standard service credits,CPI escalator above threshold,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-019,SRC-HCDN-INV-007,SRC-HCDN-CO-047,LOT-HCDN-01,PROP-HCDN-01,BAFO-HCDN-01,EVAL-HCDN-007,standard commercial review
CONT-HCDN-0775,VEND-HCDN-146,Synthetic Healthcare Supplier 146,professional services SOW,Payer Platform Operations,Privacy,SQL Server/EDW managed services,2023-02-01,2027-12-31,renewal within 24 months,per encounter,exact,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-076,service credits capped and under-defined,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-020,SRC-HCDN-INV-008,SRC-HCDN-CO-048,LOT-HCDN-02,,,EVAL-HCDN-008,standard commercial review
CONT-HCDN-0776,VEND-HCDN-153,Synthetic Healthcare Supplier 153,maintenance agreement,Data Analytics and AI,Compliance,contact center operations,2020-03-01,2028-12-31,active multi-year,consumption,range,termination limited during transition,no minimum beyond SOW baseline,RATE-HCDN-077,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance explicit,SRC-HCDN-SLA-021,SRC-HCDN-INV-009,SRC-HCDN-CO-049,LOT-HCDN-03,,,EVAL-HCDN-009,high exit-term sensitivity
CONT-HCDN-0777,VEND-HCDN-160,Synthetic Healthcare Supplier 160,telecom services,Revenue Cycle Technology,Provider Network,payment integrity,2021-04-01,2026-12-31,extension option,hybrid fixed plus variable,indexed,standard termination rights,minimum annual commitment applies,RATE-HCDN-078,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-022,SRC-HCDN-INV-010,SRC-HCDN-CO-050,LOT-HCDN-04,PROP-HCDN-01,,EVAL-HCDN-010,standard commercial review
CONT-HCDN-0778,VEND-HCDN-167,Synthetic Healthcare Supplier 167,cybersecurity services,Cloud Infrastructure and Data Center,Value-Based Care,identity/security operations,2022-05-01,2027-12-31,transition assistance required,committed spend,trend-only,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-079,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-023,SRC-HCDN-INV-011,SRC-HCDN-CO-051,LOT-HCDN-05,,,EVAL-HCDN-011,standard commercial review
CONT-HCDN-0779,VEND-HCDN-174,Synthetic Healthcare Supplier 174,AI/document automation SOW,Workplace and Contact Center,Clinical Operations,interoperability services,2023-06-01,2028-12-31,exit rights need review,outcome-linked,withheld,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-080,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-024,SRC-HCDN-INV-012,SRC-HCDN-CO-052,LOT-HCDN-06,,,EVAL-HCDN-012,standard commercial review
CONT-HCDN-0780,VEND-HCDN-181,Synthetic Healthcare Supplier 181,MSA,Security Identity and Compliance,Revenue Cycle,Epic support and optimization,2020-07-01,2026-12-31,renewal within 12 months,fixed fee,exact,termination for convenience with notice,no minimum beyond SOW baseline,RATE-HCDN-081,service credits capped and under-defined,fixed or negotiated escalator,standard change-control language,subcontractor approval required,PHI/data residency review required,transition assistance explicit,SRC-HCDN-SLA-025,SRC-HCDN-INV-013,SRC-HCDN-CO-001,LOT-HCDN-07,PROP-HCDN-01,BAFO-HCDN-01,EVAL-HCDN-013,supplier concentration
CONT-HCDN-0781,VEND-HCDN-188,Synthetic Healthcare Supplier 188,SOW,Integration and Interoperability,Patient Access,claims operations,2021-08-01,2027-12-31,renewal within 24 months,T&M,range,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-082,standard service credits,fixed or negotiated escalator,change-control ambiguity,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-026,SRC-HCDN-INV-014,SRC-HCDN-CO-002,LOT-HCDN-08,,,EVAL-HCDN-014,standard commercial review
CONT-HCDN-0782,VEND-HCDN-195,Synthetic Healthcare Supplier 195,rate card,ERP and Corporate Platforms,Interoperability,Medicare Advantage quality services,2022-09-01,2028-12-31,active multi-year,unit rate,indexed,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-083,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-027,SRC-HCDN-INV-015,SRC-HCDN-CO-003,LOT-HCDN-09,,,EVAL-HCDN-015,standard commercial review
CONT-HCDN-0783,VEND-HCDN-202,Synthetic Healthcare Supplier 202,Epic support agreement,Clinical and Epic AMS,Population Health,risk adjustment analytics,2023-01-01,2026-12-31,extension option,per member per month,trend-only,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-084,standard service credits,CPI escalator above threshold,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-028,SRC-HCDN-INV-016,SRC-HCDN-CO-004,LOT-HCDN-01,PROP-HCDN-01,,EVAL-HCDN-016,standard commercial review
CONT-HCDN-0784,VEND-HCDN-209,Synthetic Healthcare Supplier 209,claims admin agreement,Payer Platform Operations,Health Plan Operations,prior authorization operations,2020-02-01,2027-12-31,transition assistance required,per claim,withheld,termination limited during transition,minimum annual commitment applies,RATE-HCDN-085,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance explicit,SRC-HCDN-SLA-029,SRC-HCDN-INV-017,SRC-HCDN-CO-005,LOT-HCDN-02,,,EVAL-HCDN-017,high exit-term sensitivity
CONT-HCDN-0785,VEND-HCDN-216,Synthetic Healthcare Supplier 216,PBM services SOW,Data Analytics and AI,Medicare Advantage,revenue-cycle outsourcing,2021-03-01,2028-12-31,exit rights need review,per encounter,exact,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-086,service credits capped and under-defined,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-030,SRC-HCDN-INV-018,SRC-HCDN-CO-006,LOT-HCDN-03,,,EVAL-HCDN-018,standard commercial review
CONT-HCDN-0786,VEND-HCDN-223,Synthetic Healthcare Supplier 223,BPO services SOW,Revenue Cycle Technology,Claims Operations,cloud/data platform operations,2022-04-01,2026-12-31,renewal within 12 months,consumption,range,termination for convenience with notice,no minimum beyond SOW baseline,RATE-HCDN-087,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-031,SRC-HCDN-INV-019,SRC-HCDN-CO-007,LOT-HCDN-04,PROP-HCDN-01,BAFO-HCDN-01,EVAL-HCDN-019,standard commercial review
CONT-HCDN-0787,VEND-HCDN-230,Synthetic Healthcare Supplier 230,cloud commit,Cloud Infrastructure and Data Center,Utilization Management,SQL Server/EDW managed services,2023-05-01,2027-12-31,renewal within 24 months,hybrid fixed plus variable,indexed,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-088,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-032,SRC-HCDN-INV-020,SRC-HCDN-CO-008,LOT-HCDN-05,,,EVAL-HCDN-020,standard commercial review
CONT-HCDN-0788,VEND-HCDN-237,Synthetic Healthcare Supplier 237,data platform subscription,Workplace and Contact Center,Member Services,contact center operations,2020-06-01,2028-12-31,active multi-year,committed spend,trend-only,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-089,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance explicit,SRC-HCDN-SLA-033,SRC-HCDN-INV-021,SRC-HCDN-CO-009,LOT-HCDN-06,,,EVAL-HCDN-021,standard commercial review
CONT-HCDN-0789,VEND-HCDN-244,Synthetic Healthcare Supplier 244,software subscription,Security Identity and Compliance,Quality and Stars,payment integrity,2021-07-01,2026-12-31,extension option,outcome-linked,withheld,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-090,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-034,SRC-HCDN-INV-022,SRC-HCDN-CO-010,LOT-HCDN-07,PROP-HCDN-01,,EVAL-HCDN-022,standard commercial review
CONT-HCDN-0790,VEND-HCDN-251,Synthetic Healthcare Supplier 251,professional services SOW,Integration and Interoperability,Risk Adjustment,identity/security operations,2022-08-01,2027-12-31,transition assistance required,fixed fee,exact,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-091,service credits capped and under-defined,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,PHI/data residency review required,transition assistance to confirm,SRC-HCDN-SLA-035,SRC-HCDN-INV-023,SRC-HCDN-CO-011,LOT-HCDN-08,,,EVAL-HCDN-023,supplier concentration
CONT-HCDN-0791,VEND-HCDN-258,Synthetic Healthcare Supplier 258,maintenance agreement,ERP and Corporate Platforms,Care Management,interoperability services,2023-09-01,2028-12-31,exit rights need review,T&M,range,standard termination rights,minimum annual commitment applies,RATE-HCDN-092,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-036,SRC-HCDN-INV-024,SRC-HCDN-CO-012,LOT-HCDN-09,,,EVAL-HCDN-024,standard commercial review
CONT-HCDN-0792,VEND-HCDN-265,Synthetic Healthcare Supplier 265,telecom services,Clinical and Epic AMS,Finance,Epic support and optimization,2020-01-01,2026-12-31,renewal within 12 months,unit rate,indexed,termination for convenience with notice,no minimum beyond SOW baseline,RATE-HCDN-093,standard service credits,CPI escalator above threshold,change-control ambiguity,subcontractor approval required,US data residency,transition assistance explicit,SRC-HCDN-SLA-001,SRC-HCDN-INV-025,SRC-HCDN-CO-013,LOT-HCDN-01,PROP-HCDN-01,BAFO-HCDN-01,EVAL-HCDN-001,high exit-term sensitivity
CONT-HCDN-0793,VEND-HCDN-272,Synthetic Healthcare Supplier 272,cybersecurity services,Payer Platform Operations,Coding,claims operations,2021-02-01,2027-12-31,renewal within 24 months,per member per month,trend-only,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-094,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-002,SRC-HCDN-INV-026,SRC-HCDN-CO-014,LOT-HCDN-02,,,EVAL-HCDN-002,standard commercial review
CONT-HCDN-0794,VEND-HCDN-279,Synthetic Healthcare Supplier 279,AI/document automation SOW,Data Analytics and AI,Payer Contracting,Medicare Advantage quality services,2022-03-01,2028-12-31,active multi-year,per claim,withheld,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-095,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-003,SRC-HCDN-INV-027,SRC-HCDN-CO-015,LOT-HCDN-03,,,EVAL-HCDN-003,standard commercial review
CONT-HCDN-0795,VEND-HCDN-286,Synthetic Healthcare Supplier 286,MSA,Revenue Cycle Technology,Digital Front Door,risk adjustment analytics,2023-04-01,2026-12-31,extension option,per encounter,exact,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-096,service credits capped and under-defined,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-004,SRC-HCDN-INV-028,SRC-HCDN-CO-016,LOT-HCDN-04,PROP-HCDN-01,,EVAL-HCDN-004,standard commercial review
CONT-HCDN-0796,VEND-HCDN-293,Synthetic Healthcare Supplier 293,SOW,Cloud Infrastructure and Data Center,Contact Center,prior authorization operations,2020-05-01,2027-12-31,transition assistance required,consumption,range,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-097,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance explicit,SRC-HCDN-SLA-005,SRC-HCDN-INV-029,SRC-HCDN-CO-017,LOT-HCDN-05,,,EVAL-HCDN-005,standard commercial review
CONT-HCDN-0797,VEND-HCDN-300,Synthetic Healthcare Supplier 300,rate card,Workplace and Contact Center,Ambulatory Care,revenue-cycle outsourcing,2021-06-01,2028-12-31,exit rights need review,hybrid fixed plus variable,indexed,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-098,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-006,SRC-HCDN-INV-030,SRC-HCDN-CO-018,LOT-HCDN-06,,,EVAL-HCDN-006,standard commercial review
CONT-HCDN-0798,VEND-HCDN-307,Synthetic Healthcare Supplier 307,Epic support agreement,Security Identity and Compliance,Emergency Department,cloud/data platform operations,2022-07-01,2026-12-31,renewal within 12 months,committed spend,trend-only,termination for convenience with notice,minimum annual commitment applies,RATE-HCDN-099,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-007,SRC-HCDN-INV-031,SRC-HCDN-CO-019,LOT-HCDN-07,PROP-HCDN-01,BAFO-HCDN-01,EVAL-HCDN-007,standard commercial review
CONT-HCDN-0799,VEND-HCDN-314,Synthetic Healthcare Supplier 314,claims admin agreement,Integration and Interoperability,Inpatient,SQL Server/EDW managed services,2023-08-01,2027-12-31,renewal within 24 months,outcome-linked,withheld,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-100,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-008,SRC-HCDN-INV-032,SRC-HCDN-CO-020,LOT-HCDN-08,,,EVAL-HCDN-008,standard commercial review
CONT-HCDN-0800,VEND-HCDN-321,Synthetic Healthcare Supplier 321,PBM services SOW,ERP and Corporate Platforms,Surgery,contact center operations,2020-09-01,2028-12-31,active multi-year,fixed fee,exact,termination limited during transition,no minimum beyond SOW baseline,RATE-HCDN-101,service credits capped and under-defined,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,PHI/data residency review required,transition assistance explicit,SRC-HCDN-SLA-009,SRC-HCDN-INV-033,SRC-HCDN-CO-021,LOT-HCDN-09,,,EVAL-HCDN-009,high exit-term sensitivity
CONT-HCDN-0801,VEND-HCDN-328,Synthetic Healthcare Supplier 328,BPO services SOW,Clinical and Epic AMS,Imaging,payment integrity,2021-01-01,2026-12-31,extension option,T&M,range,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-102,standard service credits,CPI escalator above threshold,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-010,SRC-HCDN-INV-034,SRC-HCDN-CO-022,LOT-HCDN-01,PROP-HCDN-01,,EVAL-HCDN-010,standard commercial review
CONT-HCDN-0802,VEND-HCDN-335,Synthetic Healthcare Supplier 335,cloud commit,Payer Platform Operations,Lab,identity/security operations,2022-02-01,2027-12-31,transition assistance required,unit rate,indexed,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-103,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-011,SRC-HCDN-INV-035,SRC-HCDN-CO-023,LOT-HCDN-02,,,EVAL-HCDN-011,standard commercial review
CONT-HCDN-0803,VEND-HCDN-342,Synthetic Healthcare Supplier 342,data platform subscription,Data Analytics and AI,Pharmacy,interoperability services,2023-03-01,2028-12-31,exit rights need review,per member per month,trend-only,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-104,standard service credits,fixed or negotiated escalator,change-control ambiguity,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-012,SRC-HCDN-INV-036,SRC-HCDN-CO-024,LOT-HCDN-03,,,EVAL-HCDN-012,standard commercial review
CONT-HCDN-0804,VEND-HCDN-349,Synthetic Healthcare Supplier 349,software subscription,Revenue Cycle Technology,Oncology,Epic support and optimization,2020-04-01,2026-12-31,renewal within 12 months,per claim,withheld,termination for convenience with notice,no minimum beyond SOW baseline,RATE-HCDN-105,standard service credits,fixed or negotiated escalator,standard change-control language,subcontractor approval required,US data residency,transition assistance explicit,SRC-HCDN-SLA-013,SRC-HCDN-INV-037,SRC-HCDN-CO-025,LOT-HCDN-04,PROP-HCDN-01,BAFO-HCDN-01,EVAL-HCDN-013,standard commercial review
CONT-HCDN-0805,VEND-HCDN-356,Synthetic Healthcare Supplier 356,professional services SOW,Cloud Infrastructure and Data Center,Cardiology,claims operations,2021-05-01,2027-12-31,renewal within 24 months,per encounter,exact,standard termination rights,minimum annual commitment applies,RATE-HCDN-106,service credits capped and under-defined,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-014,SRC-HCDN-INV-038,SRC-HCDN-CO-026,LOT-HCDN-05,,,EVAL-HCDN-014,standard commercial review
CONT-HCDN-0806,VEND-HCDN-363,Synthetic Healthcare Supplier 363,maintenance agreement,Workplace and Contact Center,Data and Analytics,Medicare Advantage quality services,2022-06-01,2028-12-31,active multi-year,consumption,range,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-107,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-015,SRC-HCDN-INV-039,SRC-HCDN-CO-027,LOT-HCDN-06,,,EVAL-HCDN-015,standard commercial review
CONT-HCDN-0807,VEND-HCDN-370,Synthetic Healthcare Supplier 370,telecom services,Security Identity and Compliance,Clinical Analytics,risk adjustment analytics,2023-07-01,2026-12-31,extension option,hybrid fixed plus variable,indexed,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-108,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-016,SRC-HCDN-INV-040,SRC-HCDN-CO-028,LOT-HCDN-07,PROP-HCDN-01,,EVAL-HCDN-016,standard commercial review
CONT-HCDN-0808,VEND-HCDN-377,Synthetic Healthcare Supplier 377,cybersecurity services,Integration and Interoperability,Actuarial,prior authorization operations,2020-08-01,2027-12-31,transition assistance required,committed spend,trend-only,termination limited during transition,no minimum beyond SOW baseline,RATE-HCDN-109,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance explicit,SRC-HCDN-SLA-017,SRC-HCDN-INV-041,SRC-HCDN-CO-029,LOT-HCDN-08,,,EVAL-HCDN-017,high exit-term sensitivity
CONT-HCDN-0809,VEND-HCDN-384,Synthetic Healthcare Supplier 384,AI/document automation SOW,ERP and Corporate Platforms,Departmental Reporting,revenue-cycle outsourcing,2021-09-01,2028-12-31,exit rights need review,outcome-linked,withheld,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-110,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-018,SRC-HCDN-INV-042,SRC-HCDN-CO-030,LOT-HCDN-09,,,EVAL-HCDN-018,standard commercial review
CONT-HCDN-0810,VEND-HCDN-391,Synthetic Healthcare Supplier 391,MSA,Clinical and Epic AMS,AI Transformation,cloud/data platform operations,2022-01-01,2026-12-31,renewal within 12 months,fixed fee,exact,termination for convenience with notice,no minimum beyond SOW baseline,RATE-HCDN-111,service credits capped and under-defined,CPI escalator above threshold,standard change-control language,subcontracting permitted with controls,PHI/data residency review required,transition assistance to confirm,SRC-HCDN-SLA-019,SRC-HCDN-INV-043,SRC-HCDN-CO-031,LOT-HCDN-01,PROP-HCDN-01,BAFO-HCDN-01,EVAL-HCDN-019,supplier concentration
CONT-HCDN-0811,VEND-HCDN-398,Synthetic Healthcare Supplier 398,SOW,Payer Platform Operations,Technology,SQL Server/EDW managed services,2023-02-01,2027-12-31,renewal within 24 months,T&M,range,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-112,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-020,SRC-HCDN-INV-044,SRC-HCDN-CO-032,LOT-HCDN-02,,,EVAL-HCDN-020,standard commercial review
