infra_id,site_or_zone,component_type,hosting_model,technology_stack,business_function,service_tower,sensitivity,capacity_status,resilience_status
INFRA-HCDN-10765,secondary resilience data center,database platform,owned data center,flat-file/SFTP,Lab,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10766,private cloud east,network zone,private cloud,Access/Excel shadow reporting,Pharmacy,Data Analytics and AI,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-10767,private cloud central,storage tier,private cloud,Tableau Server,Oncology,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10768,Azure data foundation landing zone,container platform,Azure,Power BI Report Server,Cardiology,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10769,Azure AI/use-case landing zone,integration runtime,Azure,Databricks lakehouse,Data and Analytics,Workplace and Contact Center,PHI/restricted,normal capacity,resilience mapped
INFRA-HCDN-10770,AWS transformation sandbox,edge appliance,AWS,Azure data services,Clinical Analytics,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10771,AWS future-agentic landing zone,security sensor,AWS,AWS data and AI candidate,Actuarial,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10772,Epic hosting zone,observability collector,hybrid,Java/.NET custom,Departmental Reporting,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10773,clinic edge footprint,desktop/endpoint group,hybrid,API/interoperability gateway,AI Transformation,Clinical and Epic AMS,enterprise confidential,capacity constrained,resilience evidence required
INFRA-HCDN-10774,contact center footprint,cloud resource group,hybrid,HL7/FHIR engine,Technology,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10775,Oracle/UNIX estate,backup/DR tier,hybrid,claims-administration platform,Security,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10776,SQL Server estate zone,compute cluster,hybrid,care-management platform,Procurement,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10777,primary clinical data center,database platform,owned data center,security/IAM stack,HR,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10778,secondary resilience data center,network zone,owned data center,Epic ecosystem,Supply Chain,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10779,private cloud east,storage tier,private cloud,SQL Server/SSIS/SSAS/SSRS,Privacy,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10780,private cloud central,container platform,private cloud,legacy EDW,Compliance,Integration and Interoperability,PHI/restricted,capacity constrained,resilience mapped
INFRA-HCDN-10781,Azure data foundation landing zone,integration runtime,Azure,Oracle database,Provider Network,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10782,Azure AI/use-case landing zone,edge appliance,Azure,flat-file/SFTP,Value-Based Care,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-10783,AWS transformation sandbox,security sensor,AWS,Access/Excel shadow reporting,Clinical Operations,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10784,AWS future-agentic landing zone,observability collector,AWS,Tableau Server,Revenue Cycle,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10785,Epic hosting zone,desktop/endpoint group,hybrid,Power BI Report Server,Patient Access,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10786,clinic edge footprint,cloud resource group,hybrid,Databricks lakehouse,Interoperability,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10787,contact center footprint,backup/DR tier,hybrid,Azure data services,Population Health,Workplace and Contact Center,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-10788,Oracle/UNIX estate,compute cluster,hybrid,AWS data and AI candidate,Health Plan Operations,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10789,SQL Server estate zone,database platform,hybrid,Java/.NET custom,Medicare Advantage,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10790,primary clinical data center,network zone,owned data center,API/interoperability gateway,Claims Operations,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10791,secondary resilience data center,storage tier,owned data center,HL7/FHIR engine,Utilization Management,Clinical and Epic AMS,PHI/restricted,normal capacity,resilience evidence required
INFRA-HCDN-10792,private cloud east,container platform,private cloud,claims-administration platform,Member Services,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10793,private cloud central,integration runtime,private cloud,care-management platform,Quality and Stars,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10794,Azure data foundation landing zone,edge appliance,Azure,security/IAM stack,Risk Adjustment,Revenue Cycle Technology,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-10795,Azure AI/use-case landing zone,security sensor,Azure,Epic ecosystem,Care Management,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10796,AWS transformation sandbox,observability collector,AWS,SQL Server/SSIS/SSAS/SSRS,Finance,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10797,AWS future-agentic landing zone,desktop/endpoint group,AWS,legacy EDW,Coding,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10798,Epic hosting zone,cloud resource group,hybrid,Oracle database,Payer Contracting,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10799,clinic edge footprint,backup/DR tier,hybrid,flat-file/SFTP,Digital Front Door,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10800,contact center footprint,compute cluster,hybrid,Access/Excel shadow reporting,Contact Center,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-10801,Oracle/UNIX estate,database platform,hybrid,Tableau Server,Ambulatory Care,Payer Platform Operations,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-10802,SQL Server estate zone,network zone,hybrid,Power BI Report Server,Emergency Department,Data Analytics and AI,PHI/restricted,normal capacity,resilience mapped
INFRA-HCDN-10803,primary clinical data center,storage tier,owned data center,Databricks lakehouse,Inpatient,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10804,secondary resilience data center,container platform,owned data center,Azure data services,Surgery,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10805,private cloud east,integration runtime,private cloud,AWS data and AI candidate,Imaging,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10806,private cloud central,edge appliance,private cloud,Java/.NET custom,Lab,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10807,Azure data foundation landing zone,security sensor,Azure,API/interoperability gateway,Pharmacy,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10808,Azure AI/use-case landing zone,observability collector,Azure,HL7/FHIR engine,Oncology,ERP and Corporate Platforms,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-10809,AWS transformation sandbox,desktop/endpoint group,AWS,claims-administration platform,Cardiology,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-10810,AWS future-agentic landing zone,cloud resource group,AWS,care-management platform,Data and Analytics,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10811,Epic hosting zone,backup/DR tier,hybrid,security/IAM stack,Clinical Analytics,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10812,clinic edge footprint,compute cluster,hybrid,Epic ecosystem,Actuarial,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10813,contact center footprint,database platform,hybrid,SQL Server/SSIS/SSAS/SSRS,Departmental Reporting,Cloud Infrastructure and Data Center,PHI/restricted,normal capacity,resilience mapped
INFRA-HCDN-10814,Oracle/UNIX estate,network zone,hybrid,legacy EDW,AI Transformation,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10815,SQL Server estate zone,storage tier,hybrid,Oracle database,Technology,Security Identity and Compliance,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-10816,primary clinical data center,container platform,owned data center,flat-file/SFTP,Security,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10817,secondary resilience data center,integration runtime,owned data center,Access/Excel shadow reporting,Procurement,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10818,private cloud east,edge appliance,private cloud,Tableau Server,HR,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-10819,private cloud central,security sensor,private cloud,Power BI Report Server,Supply Chain,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10820,Azure data foundation landing zone,observability collector,Azure,Databricks lakehouse,Privacy,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10821,Azure AI/use-case landing zone,desktop/endpoint group,Azure,Azure data services,Compliance,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10822,AWS transformation sandbox,cloud resource group,AWS,AWS data and AI candidate,Provider Network,Cloud Infrastructure and Data Center,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-10823,AWS future-agentic landing zone,backup/DR tier,AWS,Java/.NET custom,Value-Based Care,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10824,Epic hosting zone,compute cluster,hybrid,API/interoperability gateway,Clinical Operations,Security Identity and Compliance,PHI/restricted,normal capacity,resilience mapped
INFRA-HCDN-10825,clinic edge footprint,database platform,hybrid,HL7/FHIR engine,Revenue Cycle,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10826,contact center footprint,network zone,hybrid,claims-administration platform,Patient Access,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10827,Oracle/UNIX estate,storage tier,hybrid,care-management platform,Interoperability,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-10828,SQL Server estate zone,container platform,hybrid,security/IAM stack,Population Health,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10829,primary clinical data center,integration runtime,owned data center,Epic ecosystem,Health Plan Operations,Data Analytics and AI,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-10830,secondary resilience data center,edge appliance,owned data center,SQL Server/SSIS/SSAS/SSRS,Medicare Advantage,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10831,private cloud east,security sensor,private cloud,legacy EDW,Claims Operations,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10832,private cloud central,observability collector,private cloud,Oracle database,Utilization Management,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10833,Azure data foundation landing zone,desktop/endpoint group,Azure,flat-file/SFTP,Member Services,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10834,Azure AI/use-case landing zone,cloud resource group,Azure,Access/Excel shadow reporting,Quality and Stars,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10835,AWS transformation sandbox,backup/DR tier,AWS,Tableau Server,Risk Adjustment,ERP and Corporate Platforms,PHI/restricted,normal capacity,resilience mapped
INFRA-HCDN-10836,AWS future-agentic landing zone,compute cluster,AWS,Power BI Report Server,Care Management,Clinical and Epic AMS,enterprise confidential,capacity constrained,resilience evidence required
INFRA-HCDN-10837,Epic hosting zone,database platform,hybrid,Databricks lakehouse,Finance,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10838,clinic edge footprint,network zone,hybrid,Azure data services,Coding,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10839,contact center footprint,storage tier,hybrid,AWS data and AI candidate,Payer Contracting,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10840,Oracle/UNIX estate,container platform,hybrid,Java/.NET custom,Digital Front Door,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10841,SQL Server estate zone,integration runtime,hybrid,API/interoperability gateway,Contact Center,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10842,primary clinical data center,edge appliance,owned data center,HL7/FHIR engine,Ambulatory Care,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10843,secondary resilience data center,security sensor,owned data center,claims-administration platform,Emergency Department,Integration and Interoperability,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-10844,private cloud east,observability collector,private cloud,care-management platform,Inpatient,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10845,private cloud central,desktop/endpoint group,private cloud,security/IAM stack,Surgery,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-10846,Azure data foundation landing zone,cloud resource group,Azure,Epic ecosystem,Imaging,Payer Platform Operations,PHI/restricted,normal capacity,resilience mapped
INFRA-HCDN-10847,Azure AI/use-case landing zone,backup/DR tier,Azure,SQL Server/SSIS/SSAS/SSRS,Lab,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10848,AWS transformation sandbox,compute cluster,AWS,legacy EDW,Pharmacy,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10849,AWS future-agentic landing zone,database platform,AWS,Oracle database,Oncology,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10850,Epic hosting zone,network zone,hybrid,flat-file/SFTP,Cardiology,Workplace and Contact Center,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-10851,clinic edge footprint,storage tier,hybrid,Access/Excel shadow reporting,Data and Analytics,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10852,contact center footprint,container platform,hybrid,Tableau Server,Clinical Analytics,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10853,Oracle/UNIX estate,integration runtime,hybrid,Power BI Report Server,Actuarial,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10854,SQL Server estate zone,edge appliance,hybrid,Databricks lakehouse,Departmental Reporting,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-10855,primary clinical data center,security sensor,owned data center,Azure data services,AI Transformation,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10856,secondary resilience data center,observability collector,owned data center,AWS data and AI candidate,Technology,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10857,private cloud east,desktop/endpoint group,private cloud,Java/.NET custom,Security,Revenue Cycle Technology,PHI/restricted,capacity constrained,resilience mapped
INFRA-HCDN-10858,private cloud central,cloud resource group,private cloud,API/interoperability gateway,Procurement,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10859,Azure data foundation landing zone,backup/DR tier,Azure,HL7/FHIR engine,HR,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10860,Azure AI/use-case landing zone,compute cluster,Azure,claims-administration platform,Supply Chain,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10861,AWS transformation sandbox,database platform,AWS,care-management platform,Privacy,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10862,AWS future-agentic landing zone,network zone,AWS,security/IAM stack,Compliance,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10863,Epic hosting zone,storage tier,hybrid,Epic ecosystem,Provider Network,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-10864,clinic edge footprint,container platform,hybrid,SQL Server/SSIS/SSAS/SSRS,Value-Based Care,Payer Platform Operations,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-10865,contact center footprint,integration runtime,hybrid,legacy EDW,Clinical Operations,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10866,Oracle/UNIX estate,edge appliance,hybrid,Oracle database,Revenue Cycle,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10867,SQL Server estate zone,security sensor,hybrid,flat-file/SFTP,Patient Access,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10868,primary clinical data center,observability collector,owned data center,Access/Excel shadow reporting,Interoperability,Workplace and Contact Center,PHI/restricted,normal capacity,resilience mapped
INFRA-HCDN-10869,secondary resilience data center,desktop/endpoint group,owned data center,Tableau Server,Population Health,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10870,private cloud east,cloud resource group,private cloud,Power BI Report Server,Health Plan Operations,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10871,private cloud central,backup/DR tier,private cloud,Databricks lakehouse,Medicare Advantage,ERP and Corporate Platforms,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-10872,Azure data foundation landing zone,compute cluster,Azure,Azure data services,Claims Operations,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-10873,Azure AI/use-case landing zone,database platform,Azure,AWS data and AI candidate,Utilization Management,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10874,AWS transformation sandbox,network zone,AWS,Java/.NET custom,Member Services,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10875,AWS future-agentic landing zone,storage tier,AWS,API/interoperability gateway,Quality and Stars,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10876,Epic hosting zone,container platform,hybrid,HL7/FHIR engine,Risk Adjustment,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10877,clinic edge footprint,integration runtime,hybrid,claims-administration platform,Care Management,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10878,contact center footprint,edge appliance,hybrid,care-management platform,Finance,Security Identity and Compliance,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-10879,Oracle/UNIX estate,security sensor,hybrid,security/IAM stack,Coding,Integration and Interoperability,PHI/restricted,normal capacity,resilience mapped
INFRA-HCDN-10880,SQL Server estate zone,observability collector,hybrid,Epic ecosystem,Payer Contracting,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10881,primary clinical data center,desktop/endpoint group,owned data center,SQL Server/SSIS/SSAS/SSRS,Digital Front Door,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-10882,secondary resilience data center,cloud resource group,owned data center,legacy EDW,Contact Center,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10883,private cloud east,backup/DR tier,private cloud,Oracle database,Ambulatory Care,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10884,private cloud central,compute cluster,private cloud,flat-file/SFTP,Emergency Department,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10885,Azure data foundation landing zone,database platform,Azure,Access/Excel shadow reporting,Inpatient,Cloud Infrastructure and Data Center,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-10886,Azure AI/use-case landing zone,network zone,Azure,Tableau Server,Surgery,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10887,AWS transformation sandbox,storage tier,AWS,Power BI Report Server,Imaging,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10888,AWS future-agentic landing zone,container platform,AWS,Databricks lakehouse,Lab,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10889,Epic hosting zone,integration runtime,hybrid,Azure data services,Pharmacy,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10890,clinic edge footprint,edge appliance,hybrid,AWS data and AI candidate,Oncology,Clinical and Epic AMS,PHI/restricted,normal capacity,resilience evidence required
INFRA-HCDN-10891,contact center footprint,security sensor,hybrid,Java/.NET custom,Cardiology,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10892,Oracle/UNIX estate,observability collector,hybrid,API/interoperability gateway,Data and Analytics,Data Analytics and AI,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-10893,SQL Server estate zone,desktop/endpoint group,hybrid,HL7/FHIR engine,Clinical Analytics,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10894,primary clinical data center,cloud resource group,owned data center,claims-administration platform,Actuarial,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10895,secondary resilience data center,backup/DR tier,owned data center,care-management platform,Departmental Reporting,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10896,private cloud east,compute cluster,private cloud,security/IAM stack,AI Transformation,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10897,private cloud central,database platform,private cloud,Epic ecosystem,Technology,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10898,Azure data foundation landing zone,network zone,Azure,SQL Server/SSIS/SSAS/SSRS,Security,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10899,Azure AI/use-case landing zone,storage tier,Azure,legacy EDW,Procurement,Clinical and Epic AMS,enterprise confidential,capacity constrained,resilience evidence required
INFRA-HCDN-10900,AWS transformation sandbox,container platform,AWS,Oracle database,HR,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10901,AWS future-agentic landing zone,integration runtime,AWS,flat-file/SFTP,Supply Chain,Data Analytics and AI,PHI/restricted,normal capacity,resilience mapped
INFRA-HCDN-10902,Epic hosting zone,edge appliance,hybrid,Access/Excel shadow reporting,Privacy,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10903,clinic edge footprint,security sensor,hybrid,Tableau Server,Compliance,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10904,contact center footprint,observability collector,hybrid,Power BI Report Server,Provider Network,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10905,Oracle/UNIX estate,desktop/endpoint group,hybrid,Databricks lakehouse,Value-Based Care,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10906,SQL Server estate zone,cloud resource group,hybrid,Azure data services,Clinical Operations,Integration and Interoperability,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-10907,primary clinical data center,backup/DR tier,owned data center,AWS data and AI candidate,Revenue Cycle,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10908,secondary resilience data center,compute cluster,owned data center,Java/.NET custom,Patient Access,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-10909,private cloud east,database platform,private cloud,API/interoperability gateway,Interoperability,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10910,private cloud central,network zone,private cloud,HL7/FHIR engine,Population Health,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10911,Azure data foundation landing zone,storage tier,Azure,claims-administration platform,Health Plan Operations,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10912,Azure AI/use-case landing zone,container platform,Azure,care-management platform,Medicare Advantage,Cloud Infrastructure and Data Center,PHI/restricted,normal capacity,resilience mapped
INFRA-HCDN-10913,AWS transformation sandbox,integration runtime,AWS,security/IAM stack,Claims Operations,Workplace and Contact Center,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-10914,AWS future-agentic landing zone,edge appliance,AWS,Epic ecosystem,Utilization Management,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10915,Epic hosting zone,security sensor,hybrid,SQL Server/SSIS/SSAS/SSRS,Member Services,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10916,clinic edge footprint,observability collector,hybrid,legacy EDW,Quality and Stars,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10917,contact center footprint,desktop/endpoint group,hybrid,Oracle database,Risk Adjustment,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-10918,Oracle/UNIX estate,cloud resource group,hybrid,flat-file/SFTP,Care Management,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10919,SQL Server estate zone,backup/DR tier,hybrid,Access/Excel shadow reporting,Finance,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10920,primary clinical data center,compute cluster,owned data center,Tableau Server,Coding,Revenue Cycle Technology,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-10921,secondary resilience data center,database platform,owned data center,Power BI Report Server,Payer Contracting,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10922,private cloud east,network zone,private cloud,Databricks lakehouse,Digital Front Door,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10923,private cloud central,storage tier,private cloud,Azure data services,Contact Center,Security Identity and Compliance,PHI/restricted,normal capacity,resilience mapped
INFRA-HCDN-10924,Azure data foundation landing zone,container platform,Azure,AWS data and AI candidate,Ambulatory Care,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10925,Azure AI/use-case landing zone,integration runtime,Azure,Java/.NET custom,Emergency Department,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10926,AWS transformation sandbox,edge appliance,AWS,API/interoperability gateway,Inpatient,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-10927,AWS future-agentic landing zone,security sensor,AWS,HL7/FHIR engine,Surgery,Payer Platform Operations,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-10928,Epic hosting zone,observability collector,hybrid,claims-administration platform,Imaging,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10929,clinic edge footprint,desktop/endpoint group,hybrid,care-management platform,Lab,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10930,contact center footprint,cloud resource group,hybrid,security/IAM stack,Pharmacy,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10931,Oracle/UNIX estate,backup/DR tier,hybrid,Epic ecosystem,Oncology,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10932,SQL Server estate zone,compute cluster,hybrid,SQL Server/SSIS/SSAS/SSRS,Cardiology,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10933,primary clinical data center,database platform,owned data center,legacy EDW,Data and Analytics,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10934,secondary resilience data center,network zone,owned data center,Oracle database,Clinical Analytics,ERP and Corporate Platforms,PHI/restricted,capacity constrained,resilience mapped
