application_id,application_name,family,family_code,business_function,application_type,hosting_model,technology_stack,environment,criticality,service_tower,vendor_id,contract_id,evidence_gap,roadmap_disposition
APP-HCDN-01477,"Security, identity, privacy and compliance platforms 0062","Security, identity, privacy and compliance platforms",SEC,Compliance,modernization target,hybrid,Azure data services,test,medium,Clinical and Epic AMS,VEND-HCDN-038,CONT-HCDN-0498,source-backed candidate,current
APP-HCDN-01478,"Security, identity, privacy and compliance platforms 0063","Security, identity, privacy and compliance platforms",SEC,Technology,system of record,private cloud,Java/.NET custom,DR,medium,Data Analytics and AI,VEND-HCDN-039,CONT-HCDN-0499,lineage or ownership conflict,current
APP-HCDN-01479,"Security, identity, privacy and compliance platforms 0064","Security, identity, privacy and compliance platforms",SEC,Security,critical workflow,Azure live AI/use-case workload,HL7/FHIR engine,development,high,Cloud Infrastructure and Data Center,VEND-HCDN-040,CONT-HCDN-0500,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-01480,"Security, identity, privacy and compliance platforms 0065","Security, identity, privacy and compliance platforms",SEC,Privacy,departmental mart app,SaaS,care-management platform,production,medium,Security Identity and Compliance,VEND-HCDN-041,CONT-HCDN-0501,stale/duplicate candidate,current
APP-HCDN-01481,"Security, identity, privacy and compliance platforms 0066","Security, identity, privacy and compliance platforms",SEC,Compliance,reporting platform,departmental server,Epic ecosystem,nonproduction,critical,ERP and Corporate Platforms,VEND-HCDN-042,CONT-HCDN-0502,source-backed candidate,current
APP-HCDN-01482,"Security, identity, privacy and compliance platforms 0067","Security, identity, privacy and compliance platforms",SEC,Technology,integration runtime,hybrid,legacy EDW,test,medium,Payer Platform Operations,VEND-HCDN-043,CONT-HCDN-0503,source-backed candidate,current
APP-HCDN-01483,"Security, identity, privacy and compliance platforms 0068","Security, identity, privacy and compliance platforms",SEC,Security,AI/use-case platform,private cloud,flat-file/SFTP,DR,high,Revenue Cycle Technology,VEND-HCDN-044,CONT-HCDN-0504,source-backed candidate,current
APP-HCDN-01484,"Security, identity, privacy and compliance platforms 0069","Security, identity, privacy and compliance platforms",SEC,Privacy,shadow reporting,Azure live AI/use-case workload,Tableau Server,development,medium,Workplace and Contact Center,VEND-HCDN-045,CONT-HCDN-0505,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-01485,"Security, identity, privacy and compliance platforms 0070","Security, identity, privacy and compliance platforms",SEC,Compliance,legacy inherited app,SaaS,Databricks lakehouse,production,medium,Integration and Interoperability,VEND-HCDN-046,CONT-HCDN-0506,source-backed candidate,current
APP-HCDN-01486,"Security, identity, privacy and compliance platforms 0071","Security, identity, privacy and compliance platforms",SEC,Technology,modernization target,departmental server,AWS data and AI candidate,nonproduction,medium,Clinical and Epic AMS,VEND-HCDN-047,CONT-HCDN-0507,source-backed candidate,current
APP-HCDN-01487,"Security, identity, privacy and compliance platforms 0072","Security, identity, privacy and compliance platforms",SEC,Security,system of record,hybrid,API/interoperability gateway,test,high,Data Analytics and AI,VEND-HCDN-048,CONT-HCDN-0508,lineage or ownership conflict,current
APP-HCDN-01488,"Security, identity, privacy and compliance platforms 0073","Security, identity, privacy and compliance platforms",SEC,Privacy,critical workflow,private cloud,claims-administration platform,DR,medium,Cloud Infrastructure and Data Center,VEND-HCDN-049,CONT-HCDN-0509,source-backed candidate,current
APP-HCDN-01489,"Security, identity, privacy and compliance platforms 0074","Security, identity, privacy and compliance platforms",SEC,Compliance,departmental mart app,Azure live AI/use-case workload,security/IAM stack,development,medium,Security Identity and Compliance,VEND-HCDN-050,CONT-HCDN-0510,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-01490,"Security, identity, privacy and compliance platforms 0075","Security, identity, privacy and compliance platforms",SEC,Technology,reporting platform,SaaS,SQL Server/SSIS/SSAS/SSRS,production,medium,ERP and Corporate Platforms,VEND-HCDN-051,CONT-HCDN-0511,source-backed candidate,current
APP-HCDN-01491,"Value-based care, network and provider operations 0001","Value-based care, network and provider operations",VBC,Value-Based Care,critical workflow,Azure foundation workload,HL7/FHIR engine,nonproduction,medium,Integration and Interoperability,VEND-HCDN-052,CONT-HCDN-0512,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-01492,"Value-based care, network and provider operations 0002","Value-based care, network and provider operations",VBC,Care Management,departmental mart app,AWS future-agentic candidate,care-management platform,test,medium,Clinical and Epic AMS,VEND-HCDN-053,CONT-HCDN-0513,source-backed candidate,future AWS agentic/transformation candidate
APP-HCDN-01493,"Value-based care, network and provider operations 0003","Value-based care, network and provider operations",VBC,Actuarial,reporting platform,Oracle/UNIX estate,Epic ecosystem,DR,medium,Data Analytics and AI,VEND-HCDN-054,CONT-HCDN-0514,source-backed candidate,current
APP-HCDN-01494,"Value-based care, network and provider operations 0004","Value-based care, network and provider operations",VBC,Provider Network,integration runtime,edge/clinic footprint,legacy EDW,development,high,Cloud Infrastructure and Data Center,VEND-HCDN-055,CONT-HCDN-0515,source-backed candidate,current
APP-HCDN-01495,"Value-based care, network and provider operations 0005","Value-based care, network and provider operations",VBC,Value-Based Care,AI/use-case platform,on-prem data center,flat-file/SFTP,production,medium,Security Identity and Compliance,VEND-HCDN-056,CONT-HCDN-0516,source-backed candidate,current
APP-HCDN-01496,"Value-based care, network and provider operations 0006","Value-based care, network and provider operations",VBC,Care Management,shadow reporting,Azure foundation workload,Tableau Server,nonproduction,medium,ERP and Corporate Platforms,VEND-HCDN-057,CONT-HCDN-0517,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-01497,"Value-based care, network and provider operations 0007","Value-based care, network and provider operations",VBC,Actuarial,legacy inherited app,AWS future-agentic candidate,Databricks lakehouse,test,medium,Payer Platform Operations,VEND-HCDN-058,CONT-HCDN-0518,source-backed candidate,future AWS agentic/transformation candidate
APP-HCDN-01498,"Value-based care, network and provider operations 0008","Value-based care, network and provider operations",VBC,Provider Network,modernization target,Oracle/UNIX estate,AWS data and AI candidate,DR,high,Revenue Cycle Technology,VEND-HCDN-059,CONT-HCDN-0519,source-backed candidate,current
APP-HCDN-01499,"Value-based care, network and provider operations 0009","Value-based care, network and provider operations",VBC,Value-Based Care,system of record,edge/clinic footprint,API/interoperability gateway,development,medium,Workplace and Contact Center,VEND-HCDN-060,CONT-HCDN-0520,lineage or ownership conflict,current
APP-HCDN-01500,"Value-based care, network and provider operations 0010","Value-based care, network and provider operations",VBC,Care Management,critical workflow,on-prem data center,claims-administration platform,production,medium,Integration and Interoperability,VEND-HCDN-061,CONT-HCDN-0521,source-backed candidate,current
APP-HCDN-01501,"Value-based care, network and provider operations 0011","Value-based care, network and provider operations",VBC,Actuarial,departmental mart app,Azure foundation workload,security/IAM stack,nonproduction,critical,Clinical and Epic AMS,VEND-HCDN-062,CONT-HCDN-0522,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-01502,"Value-based care, network and provider operations 0012","Value-based care, network and provider operations",VBC,Provider Network,reporting platform,AWS future-agentic candidate,SQL Server/SSIS/SSAS/SSRS,test,high,Data Analytics and AI,VEND-HCDN-063,CONT-HCDN-0523,source-backed candidate,future AWS agentic/transformation candidate
APP-HCDN-01503,"Value-based care, network and provider operations 0013","Value-based care, network and provider operations",VBC,Value-Based Care,integration runtime,Oracle/UNIX estate,Oracle database,DR,medium,Cloud Infrastructure and Data Center,VEND-HCDN-064,CONT-HCDN-0524,stale/duplicate candidate,current
APP-HCDN-01504,"Value-based care, network and provider operations 0014","Value-based care, network and provider operations",VBC,Care Management,AI/use-case platform,edge/clinic footprint,Access/Excel shadow reporting,development,medium,Security Identity and Compliance,VEND-HCDN-065,CONT-HCDN-0525,source-backed candidate,current
APP-HCDN-01505,"Value-based care, network and provider operations 0015","Value-based care, network and provider operations",VBC,Actuarial,shadow reporting,on-prem data center,Power BI Report Server,production,medium,ERP and Corporate Platforms,VEND-HCDN-066,CONT-HCDN-0526,source-backed candidate,current
APP-HCDN-01506,"Value-based care, network and provider operations 0016","Value-based care, network and provider operations",VBC,Provider Network,legacy inherited app,Azure foundation workload,Azure data services,nonproduction,high,Payer Platform Operations,VEND-HCDN-067,CONT-HCDN-0527,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-01507,"Value-based care, network and provider operations 0017","Value-based care, network and provider operations",VBC,Value-Based Care,modernization target,AWS future-agentic candidate,Java/.NET custom,test,medium,Revenue Cycle Technology,VEND-HCDN-068,CONT-HCDN-0528,source-backed candidate,future AWS agentic/transformation candidate
APP-HCDN-01508,"Value-based care, network and provider operations 0018","Value-based care, network and provider operations",VBC,Care Management,system of record,Oracle/UNIX estate,HL7/FHIR engine,DR,medium,Workplace and Contact Center,VEND-HCDN-069,CONT-HCDN-0529,lineage or ownership conflict,current
APP-HCDN-01509,"Value-based care, network and provider operations 0019","Value-based care, network and provider operations",VBC,Actuarial,critical workflow,edge/clinic footprint,care-management platform,development,medium,Integration and Interoperability,VEND-HCDN-070,CONT-HCDN-0530,source-backed candidate,current
APP-HCDN-01510,"Value-based care, network and provider operations 0020","Value-based care, network and provider operations",VBC,Provider Network,departmental mart app,on-prem data center,Epic ecosystem,production,high,Clinical and Epic AMS,VEND-HCDN-071,CONT-HCDN-0531,source-backed candidate,current
APP-HCDN-01511,"Value-based care, network and provider operations 0021","Value-based care, network and provider operations",VBC,Value-Based Care,reporting platform,Azure foundation workload,legacy EDW,nonproduction,medium,Data Analytics and AI,VEND-HCDN-072,CONT-HCDN-0532,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-01512,"Value-based care, network and provider operations 0022","Value-based care, network and provider operations",VBC,Care Management,integration runtime,AWS future-agentic candidate,flat-file/SFTP,test,critical,Cloud Infrastructure and Data Center,VEND-HCDN-073,CONT-HCDN-0533,source-backed candidate,future AWS agentic/transformation candidate
APP-HCDN-01513,"Value-based care, network and provider operations 0023","Value-based care, network and provider operations",VBC,Actuarial,AI/use-case platform,Oracle/UNIX estate,Tableau Server,DR,medium,Security Identity and Compliance,VEND-HCDN-074,CONT-HCDN-0534,source-backed candidate,current
APP-HCDN-01514,"Value-based care, network and provider operations 0024","Value-based care, network and provider operations",VBC,Provider Network,shadow reporting,edge/clinic footprint,Databricks lakehouse,development,high,ERP and Corporate Platforms,VEND-HCDN-075,CONT-HCDN-0535,source-backed candidate,current
APP-HCDN-01515,"Value-based care, network and provider operations 0025","Value-based care, network and provider operations",VBC,Value-Based Care,legacy inherited app,on-prem data center,AWS data and AI candidate,production,medium,Payer Platform Operations,VEND-HCDN-076,CONT-HCDN-0536,source-backed candidate,current
APP-HCDN-01516,"Value-based care, network and provider operations 0026","Value-based care, network and provider operations",VBC,Care Management,modernization target,Azure foundation workload,API/interoperability gateway,nonproduction,medium,Revenue Cycle Technology,VEND-HCDN-077,CONT-HCDN-0537,stale/duplicate candidate,Azure current foundation/use-case footprint
APP-HCDN-01517,"Value-based care, network and provider operations 0027","Value-based care, network and provider operations",VBC,Actuarial,system of record,AWS future-agentic candidate,claims-administration platform,test,medium,Workplace and Contact Center,VEND-HCDN-078,CONT-HCDN-0538,lineage or ownership conflict,future AWS agentic/transformation candidate
APP-HCDN-01518,"Value-based care, network and provider operations 0028","Value-based care, network and provider operations",VBC,Provider Network,critical workflow,Oracle/UNIX estate,security/IAM stack,DR,high,Integration and Interoperability,VEND-HCDN-079,CONT-HCDN-0539,source-backed candidate,current
APP-HCDN-01519,"Value-based care, network and provider operations 0029","Value-based care, network and provider operations",VBC,Value-Based Care,departmental mart app,edge/clinic footprint,SQL Server/SSIS/SSAS/SSRS,development,medium,Clinical and Epic AMS,VEND-HCDN-080,CONT-HCDN-0540,source-backed candidate,current
APP-HCDN-01520,"Value-based care, network and provider operations 0030","Value-based care, network and provider operations",VBC,Care Management,reporting platform,on-prem data center,Oracle database,production,medium,Data Analytics and AI,VEND-HCDN-081,CONT-HCDN-0541,source-backed candidate,current
APP-HCDN-01521,"Value-based care, network and provider operations 0031","Value-based care, network and provider operations",VBC,Actuarial,integration runtime,Azure foundation workload,Access/Excel shadow reporting,nonproduction,medium,Cloud Infrastructure and Data Center,VEND-HCDN-082,CONT-HCDN-0542,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-01522,"Value-based care, network and provider operations 0032","Value-based care, network and provider operations",VBC,Provider Network,AI/use-case platform,AWS future-agentic candidate,Power BI Report Server,test,high,Security Identity and Compliance,VEND-HCDN-083,CONT-HCDN-0543,source-backed candidate,future AWS agentic/transformation candidate
APP-HCDN-01523,"Value-based care, network and provider operations 0033","Value-based care, network and provider operations",VBC,Value-Based Care,shadow reporting,Oracle/UNIX estate,Azure data services,DR,critical,ERP and Corporate Platforms,VEND-HCDN-084,CONT-HCDN-0544,source-backed candidate,current
APP-HCDN-01524,"Value-based care, network and provider operations 0034","Value-based care, network and provider operations",VBC,Care Management,legacy inherited app,edge/clinic footprint,Java/.NET custom,development,medium,Payer Platform Operations,VEND-HCDN-085,CONT-HCDN-0545,source-backed candidate,current
APP-HCDN-01525,"Value-based care, network and provider operations 0035","Value-based care, network and provider operations",VBC,Actuarial,modernization target,on-prem data center,HL7/FHIR engine,production,medium,Revenue Cycle Technology,VEND-HCDN-086,CONT-HCDN-0546,source-backed candidate,current
APP-HCDN-01526,"Value-based care, network and provider operations 0036","Value-based care, network and provider operations",VBC,Provider Network,system of record,Azure foundation workload,care-management platform,nonproduction,high,Workplace and Contact Center,VEND-HCDN-087,CONT-HCDN-0547,lineage or ownership conflict,Azure current foundation/use-case footprint
APP-HCDN-01527,"Value-based care, network and provider operations 0037","Value-based care, network and provider operations",VBC,Value-Based Care,critical workflow,AWS future-agentic candidate,Epic ecosystem,test,medium,Integration and Interoperability,VEND-HCDN-088,CONT-HCDN-0548,source-backed candidate,future AWS agentic/transformation candidate
APP-HCDN-01528,"Value-based care, network and provider operations 0038","Value-based care, network and provider operations",VBC,Care Management,departmental mart app,Oracle/UNIX estate,legacy EDW,DR,medium,Clinical and Epic AMS,VEND-HCDN-089,CONT-HCDN-0549,source-backed candidate,current
APP-HCDN-01529,"Value-based care, network and provider operations 0039","Value-based care, network and provider operations",VBC,Actuarial,reporting platform,edge/clinic footprint,flat-file/SFTP,development,medium,Data Analytics and AI,VEND-HCDN-090,CONT-HCDN-0550,stale/duplicate candidate,current
APP-HCDN-01530,"Value-based care, network and provider operations 0040","Value-based care, network and provider operations",VBC,Provider Network,integration runtime,on-prem data center,Tableau Server,production,high,Cloud Infrastructure and Data Center,VEND-HCDN-091,CONT-HCDN-0551,source-backed candidate,current
APP-HCDN-01531,"Value-based care, network and provider operations 0041","Value-based care, network and provider operations",VBC,Value-Based Care,AI/use-case platform,Azure foundation workload,Databricks lakehouse,nonproduction,medium,Security Identity and Compliance,VEND-HCDN-092,CONT-HCDN-0552,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-01532,"Value-based care, network and provider operations 0042","Value-based care, network and provider operations",VBC,Care Management,shadow reporting,AWS future-agentic candidate,AWS data and AI candidate,test,medium,ERP and Corporate Platforms,VEND-HCDN-093,CONT-HCDN-0553,source-backed candidate,future AWS agentic/transformation candidate
APP-HCDN-01533,"Value-based care, network and provider operations 0043","Value-based care, network and provider operations",VBC,Actuarial,legacy inherited app,Oracle/UNIX estate,API/interoperability gateway,DR,medium,Payer Platform Operations,VEND-HCDN-094,CONT-HCDN-0554,source-backed candidate,current
APP-HCDN-01534,"Value-based care, network and provider operations 0044","Value-based care, network and provider operations",VBC,Provider Network,modernization target,edge/clinic footprint,claims-administration platform,development,critical,Revenue Cycle Technology,VEND-HCDN-095,CONT-HCDN-0555,source-backed candidate,current
APP-HCDN-01535,"Value-based care, network and provider operations 0045","Value-based care, network and provider operations",VBC,Value-Based Care,system of record,on-prem data center,security/IAM stack,production,medium,Workplace and Contact Center,VEND-HCDN-096,CONT-HCDN-0556,lineage or ownership conflict,current
APP-HCDN-01536,"Value-based care, network and provider operations 0046","Value-based care, network and provider operations",VBC,Care Management,critical workflow,Azure foundation workload,SQL Server/SSIS/SSAS/SSRS,nonproduction,medium,Integration and Interoperability,VEND-HCDN-097,CONT-HCDN-0557,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-01537,"Value-based care, network and provider operations 0047","Value-based care, network and provider operations",VBC,Actuarial,departmental mart app,AWS future-agentic candidate,Oracle database,test,medium,Clinical and Epic AMS,VEND-HCDN-098,CONT-HCDN-0558,source-backed candidate,future AWS agentic/transformation candidate
APP-HCDN-01538,"Value-based care, network and provider operations 0048","Value-based care, network and provider operations",VBC,Provider Network,reporting platform,Oracle/UNIX estate,Access/Excel shadow reporting,DR,high,Data Analytics and AI,VEND-HCDN-099,CONT-HCDN-0559,source-backed candidate,current
APP-HCDN-01539,"Value-based care, network and provider operations 0049","Value-based care, network and provider operations",VBC,Value-Based Care,integration runtime,edge/clinic footprint,Power BI Report Server,development,medium,Cloud Infrastructure and Data Center,VEND-HCDN-100,CONT-HCDN-0560,source-backed candidate,current
APP-HCDN-01540,"Value-based care, network and provider operations 0050","Value-based care, network and provider operations",VBC,Care Management,AI/use-case platform,on-prem data center,Azure data services,production,medium,Security Identity and Compliance,VEND-HCDN-101,CONT-HCDN-0561,source-backed candidate,current
APP-HCDN-01541,"Value-based care, network and provider operations 0051","Value-based care, network and provider operations",VBC,Actuarial,shadow reporting,Azure foundation workload,Java/.NET custom,nonproduction,medium,ERP and Corporate Platforms,VEND-HCDN-102,CONT-HCDN-0562,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-01542,"Value-based care, network and provider operations 0052","Value-based care, network and provider operations",VBC,Provider Network,legacy inherited app,AWS future-agentic candidate,HL7/FHIR engine,test,high,Payer Platform Operations,VEND-HCDN-103,CONT-HCDN-0563,stale/duplicate candidate,future AWS agentic/transformation candidate
APP-HCDN-01543,"Value-based care, network and provider operations 0053","Value-based care, network and provider operations",VBC,Value-Based Care,modernization target,Oracle/UNIX estate,care-management platform,DR,medium,Revenue Cycle Technology,VEND-HCDN-104,CONT-HCDN-0564,source-backed candidate,current
APP-HCDN-01544,"Value-based care, network and provider operations 0054","Value-based care, network and provider operations",VBC,Care Management,system of record,edge/clinic footprint,Epic ecosystem,development,medium,Workplace and Contact Center,VEND-HCDN-105,CONT-HCDN-0565,lineage or ownership conflict,current
APP-HCDN-01545,"Value-based care, network and provider operations 0055","Value-based care, network and provider operations",VBC,Actuarial,critical workflow,on-prem data center,legacy EDW,production,critical,Integration and Interoperability,VEND-HCDN-106,CONT-HCDN-0566,source-backed candidate,current
APP-HCDN-01546,"Value-based care, network and provider operations 0056","Value-based care, network and provider operations",VBC,Provider Network,departmental mart app,Azure foundation workload,flat-file/SFTP,nonproduction,high,Clinical and Epic AMS,VEND-HCDN-107,CONT-HCDN-0567,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-01547,"Value-based care, network and provider operations 0057","Value-based care, network and provider operations",VBC,Value-Based Care,reporting platform,AWS future-agentic candidate,Tableau Server,test,medium,Data Analytics and AI,VEND-HCDN-108,CONT-HCDN-0568,source-backed candidate,future AWS agentic/transformation candidate
APP-HCDN-01548,"Value-based care, network and provider operations 0058","Value-based care, network and provider operations",VBC,Care Management,integration runtime,Oracle/UNIX estate,Databricks lakehouse,DR,medium,Cloud Infrastructure and Data Center,VEND-HCDN-109,CONT-HCDN-0569,source-backed candidate,current
APP-HCDN-01549,"Value-based care, network and provider operations 0059","Value-based care, network and provider operations",VBC,Actuarial,AI/use-case platform,edge/clinic footprint,AWS data and AI candidate,development,medium,Security Identity and Compliance,VEND-HCDN-110,CONT-HCDN-0570,source-backed candidate,current
APP-HCDN-01550,"Value-based care, network and provider operations 0060","Value-based care, network and provider operations",VBC,Provider Network,shadow reporting,on-prem data center,API/interoperability gateway,production,high,ERP and Corporate Platforms,VEND-HCDN-111,CONT-HCDN-0571,source-backed candidate,current
APP-HCDN-01551,"Value-based care, network and provider operations 0061","Value-based care, network and provider operations",VBC,Value-Based Care,legacy inherited app,Azure foundation workload,claims-administration platform,nonproduction,medium,Payer Platform Operations,VEND-HCDN-112,CONT-HCDN-0572,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-01552,"Value-based care, network and provider operations 0062","Value-based care, network and provider operations",VBC,Care Management,modernization target,AWS future-agentic candidate,security/IAM stack,test,medium,Revenue Cycle Technology,VEND-HCDN-113,CONT-HCDN-0573,source-backed candidate,future AWS agentic/transformation candidate
APP-HCDN-01553,"Value-based care, network and provider operations 0063","Value-based care, network and provider operations",VBC,Actuarial,system of record,Oracle/UNIX estate,SQL Server/SSIS/SSAS/SSRS,DR,medium,Workplace and Contact Center,VEND-HCDN-114,CONT-HCDN-0574,lineage or ownership conflict,current
APP-HCDN-01554,"Value-based care, network and provider operations 0064","Value-based care, network and provider operations",VBC,Provider Network,critical workflow,edge/clinic footprint,Oracle database,development,high,Integration and Interoperability,VEND-HCDN-115,CONT-HCDN-0575,source-backed candidate,current
APP-HCDN-01555,"Value-based care, network and provider operations 0065","Value-based care, network and provider operations",VBC,Value-Based Care,departmental mart app,on-prem data center,Access/Excel shadow reporting,production,medium,Clinical and Epic AMS,VEND-HCDN-116,CONT-HCDN-0576,stale/duplicate candidate,current
APP-HCDN-01556,"Value-based care, network and provider operations 0066","Value-based care, network and provider operations",VBC,Care Management,reporting platform,Azure foundation workload,Power BI Report Server,nonproduction,critical,Data Analytics and AI,VEND-HCDN-117,CONT-HCDN-0577,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-01557,"Value-based care, network and provider operations 0067","Value-based care, network and provider operations",VBC,Actuarial,integration runtime,AWS future-agentic candidate,Azure data services,test,medium,Cloud Infrastructure and Data Center,VEND-HCDN-118,CONT-HCDN-0578,source-backed candidate,future AWS agentic/transformation candidate
APP-HCDN-01558,"Value-based care, network and provider operations 0068","Value-based care, network and provider operations",VBC,Provider Network,AI/use-case platform,Oracle/UNIX estate,Java/.NET custom,DR,high,Security Identity and Compliance,VEND-HCDN-119,CONT-HCDN-0579,source-backed candidate,current
APP-HCDN-01559,"Value-based care, network and provider operations 0069","Value-based care, network and provider operations",VBC,Value-Based Care,shadow reporting,edge/clinic footprint,HL7/FHIR engine,development,medium,ERP and Corporate Platforms,VEND-HCDN-120,CONT-HCDN-0580,source-backed candidate,current
APP-HCDN-01560,"Value-based care, network and provider operations 0070","Value-based care, network and provider operations",VBC,Care Management,legacy inherited app,on-prem data center,care-management platform,production,medium,Payer Platform Operations,VEND-HCDN-121,CONT-HCDN-0581,source-backed candidate,current
APP-HCDN-01561,"Value-based care, network and provider operations 0071","Value-based care, network and provider operations",VBC,Actuarial,modernization target,Azure foundation workload,Epic ecosystem,nonproduction,medium,Revenue Cycle Technology,VEND-HCDN-122,CONT-HCDN-0582,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-01562,"Value-based care, network and provider operations 0072","Value-based care, network and provider operations",VBC,Provider Network,system of record,AWS future-agentic candidate,legacy EDW,test,high,Workplace and Contact Center,VEND-HCDN-123,CONT-HCDN-0583,lineage or ownership conflict,future AWS agentic/transformation candidate
APP-HCDN-01563,"Value-based care, network and provider operations 0073","Value-based care, network and provider operations",VBC,Value-Based Care,critical workflow,Oracle/UNIX estate,flat-file/SFTP,DR,medium,Integration and Interoperability,VEND-HCDN-124,CONT-HCDN-0584,source-backed candidate,current
APP-HCDN-01564,"Value-based care, network and provider operations 0074","Value-based care, network and provider operations",VBC,Care Management,departmental mart app,edge/clinic footprint,Tableau Server,development,medium,Clinical and Epic AMS,VEND-HCDN-125,CONT-HCDN-0585,source-backed candidate,current
APP-HCDN-01565,"Value-based care, network and provider operations 0075","Value-based care, network and provider operations",VBC,Actuarial,reporting platform,on-prem data center,Databricks lakehouse,production,medium,Data Analytics and AI,VEND-HCDN-126,CONT-HCDN-0586,source-backed candidate,current
APP-HCDN-01566,"Value-based care, network and provider operations 0076","Value-based care, network and provider operations",VBC,Provider Network,integration runtime,Azure foundation workload,AWS data and AI candidate,nonproduction,high,Cloud Infrastructure and Data Center,VEND-HCDN-127,CONT-HCDN-0587,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-01567,"Value-based care, network and provider operations 0077","Value-based care, network and provider operations",VBC,Value-Based Care,AI/use-case platform,AWS future-agentic candidate,API/interoperability gateway,test,critical,Security Identity and Compliance,VEND-HCDN-128,CONT-HCDN-0588,source-backed candidate,future AWS agentic/transformation candidate
APP-HCDN-01568,"Value-based care, network and provider operations 0078","Value-based care, network and provider operations",VBC,Care Management,shadow reporting,Oracle/UNIX estate,claims-administration platform,DR,medium,ERP and Corporate Platforms,VEND-HCDN-129,CONT-HCDN-0589,stale/duplicate candidate,current
APP-HCDN-01569,"Value-based care, network and provider operations 0079","Value-based care, network and provider operations",VBC,Actuarial,legacy inherited app,edge/clinic footprint,security/IAM stack,development,medium,Payer Platform Operations,VEND-HCDN-130,CONT-HCDN-0590,source-backed candidate,current
APP-HCDN-01570,"Value-based care, network and provider operations 0080","Value-based care, network and provider operations",VBC,Provider Network,modernization target,on-prem data center,SQL Server/SSIS/SSAS/SSRS,production,high,Revenue Cycle Technology,VEND-HCDN-131,CONT-HCDN-0591,source-backed candidate,current
APP-HCDN-01571,"Value-based care, network and provider operations 0081","Value-based care, network and provider operations",VBC,Value-Based Care,system of record,Azure foundation workload,Oracle database,nonproduction,medium,Workplace and Contact Center,VEND-HCDN-132,CONT-HCDN-0592,lineage or ownership conflict,Azure current foundation/use-case footprint
APP-HCDN-01572,"Value-based care, network and provider operations 0082","Value-based care, network and provider operations",VBC,Care Management,critical workflow,AWS future-agentic candidate,Access/Excel shadow reporting,test,medium,Integration and Interoperability,VEND-HCDN-133,CONT-HCDN-0593,source-backed candidate,future AWS agentic/transformation candidate
APP-HCDN-01573,"Value-based care, network and provider operations 0083","Value-based care, network and provider operations",VBC,Actuarial,departmental mart app,Oracle/UNIX estate,Power BI Report Server,DR,medium,Clinical and Epic AMS,VEND-HCDN-134,CONT-HCDN-0594,source-backed candidate,current
APP-HCDN-01574,"Value-based care, network and provider operations 0084","Value-based care, network and provider operations",VBC,Provider Network,reporting platform,edge/clinic footprint,Azure data services,development,high,Data Analytics and AI,VEND-HCDN-135,CONT-HCDN-0595,source-backed candidate,current
APP-HCDN-01575,"Value-based care, network and provider operations 0085","Value-based care, network and provider operations",VBC,Value-Based Care,integration runtime,on-prem data center,Java/.NET custom,production,medium,Cloud Infrastructure and Data Center,VEND-HCDN-136,CONT-HCDN-0596,source-backed candidate,current
APP-HCDN-01576,"Value-based care, network and provider operations 0086","Value-based care, network and provider operations",VBC,Care Management,AI/use-case platform,Azure foundation workload,HL7/FHIR engine,nonproduction,medium,Security Identity and Compliance,VEND-HCDN-137,CONT-HCDN-0597,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-01577,"Value-based care, network and provider operations 0087","Value-based care, network and provider operations",VBC,Actuarial,shadow reporting,AWS future-agentic candidate,care-management platform,test,medium,ERP and Corporate Platforms,VEND-HCDN-138,CONT-HCDN-0598,source-backed candidate,future AWS agentic/transformation candidate
APP-HCDN-01578,"Value-based care, network and provider operations 0088","Value-based care, network and provider operations",VBC,Provider Network,legacy inherited app,Oracle/UNIX estate,Epic ecosystem,DR,critical,Payer Platform Operations,VEND-HCDN-139,CONT-HCDN-0599,source-backed candidate,current
APP-HCDN-01579,"Value-based care, network and provider operations 0089","Value-based care, network and provider operations",VBC,Value-Based Care,modernization target,edge/clinic footprint,legacy EDW,development,medium,Revenue Cycle Technology,VEND-HCDN-140,CONT-HCDN-0600,source-backed candidate,current
APP-HCDN-01580,"Value-based care, network and provider operations 0090","Value-based care, network and provider operations",VBC,Care Management,system of record,on-prem data center,flat-file/SFTP,production,medium,Workplace and Contact Center,VEND-HCDN-141,CONT-HCDN-0601,lineage or ownership conflict,current
