data_product_id,data_product_name,domain,platform_pattern,business_function,logical_footprint,ingestion_pattern,lineage_status,ai_or_bi_use,vendor_id
DATA-HCDN-01194,PHARMACY_PBM product 01194,"medication adherence, PBM, formulary and pharmacy operations",PBM feeds + Epic Willow extracts,Health Plan Operations,1.1 TB/PB logical footprint family,Epic extract,lineage incomplete,BI / operational analytics,VEND-HCDN-235
DATA-HCDN-01195,FINANCE_ACTUARIAL product 01195,"GL, budgeting, cost accounting, actuarial and reimbursement",finance EDW + planning marts,Medicare Advantage,1.1 TB/PB logical footprint family,cloud pipeline,lineage candidate,BI / operational analytics,VEND-HCDN-236
DATA-HCDN-01196,CLOUD_AI_USE_CASES product 01196,Azure current use cases and AWS future transformation candidates,Azure foundation + AWS candidate portfolio,Claims Operations,1.2 TB/PB logical footprint family,manual spreadsheet upload,lineage candidate,AI governance candidate,VEND-HCDN-237
DATA-HCDN-01197,CLINICAL_EVENTS product 01197,"encounters, orders, results, medications, procedures",Epic Clarity/Caboodle + legacy EDW,Utilization Management,1.2 TB/PB logical footprint family,HL7/FHIR feed,lineage candidate,BI / operational analytics,VEND-HCDN-238
DATA-HCDN-01198,QUALITY_STARS product 01198,"Star Ratings, HEDIS, CAHPS and care gaps",SQL marts + quality vendor feeds,Member Services,1.3 TB/PB logical footprint family,X12/claims feed,lineage candidate,BI / operational analytics,VEND-HCDN-239
DATA-HCDN-01199,RAF_RISK_ADJUSTMENT product 01199,"diagnosis capture, chart review, RAF and encounter submission",payer warehouse + risk vendor extract,Quality and Stars,1.3 TB/PB logical footprint family,SSIS batch,lineage candidate,BI / operational analytics,VEND-HCDN-240
DATA-HCDN-01200,CLAIMS_MEMBER product 01200,"claims, enrollment, benefits and member interactions",claims warehouse + payer platform,Risk Adjustment,1.3 TB/PB logical footprint family,SFTP flat file,lineage incomplete,BI / operational analytics,VEND-HCDN-241
DATA-HCDN-01201,REVENUE_CYCLE product 01201,"charge, coding, billing, denials and A/R",Epic Resolute + finance marts,Care Management,1.4 TB/PB logical footprint family,Epic extract,lineage candidate,BI / operational analytics,VEND-HCDN-242
DATA-HCDN-01202,PATIENT_ACCESS product 01202,"scheduling, referral, contact center and digital front door",access mart + CRM/contact center extracts,Finance,1.4 TB/PB logical footprint family,cloud pipeline,lineage candidate,BI / operational analytics,VEND-HCDN-243
DATA-HCDN-01203,PHARMACY_PBM product 01203,"medication adherence, PBM, formulary and pharmacy operations",PBM feeds + Epic Willow extracts,Coding,1.5 TB/PB logical footprint family,manual spreadsheet upload,lineage candidate,BI / operational analytics,VEND-HCDN-244
DATA-HCDN-01204,FINANCE_ACTUARIAL product 01204,"GL, budgeting, cost accounting, actuarial and reimbursement",finance EDW + planning marts,Payer Contracting,1.5 TB/PB logical footprint family,HL7/FHIR feed,lineage candidate,BI / operational analytics,VEND-HCDN-245
DATA-HCDN-01205,CLOUD_AI_USE_CASES product 01205,Azure current use cases and AWS future transformation candidates,Azure foundation + AWS candidate portfolio,Digital Front Door,1.5 TB/PB logical footprint family,X12/claims feed,lineage candidate,AI governance candidate,VEND-HCDN-246
DATA-HCDN-01206,CLINICAL_EVENTS product 01206,"encounters, orders, results, medications, procedures",Epic Clarity/Caboodle + legacy EDW,Contact Center,1.6 TB/PB logical footprint family,SSIS batch,lineage incomplete,BI / operational analytics,VEND-HCDN-247
DATA-HCDN-01207,QUALITY_STARS product 01207,"Star Ratings, HEDIS, CAHPS and care gaps",SQL marts + quality vendor feeds,Ambulatory Care,1.6 TB/PB logical footprint family,SFTP flat file,lineage candidate,BI / operational analytics,VEND-HCDN-248
DATA-HCDN-01208,RAF_RISK_ADJUSTMENT product 01208,"diagnosis capture, chart review, RAF and encounter submission",payer warehouse + risk vendor extract,Emergency Department,1.7 TB/PB logical footprint family,Epic extract,lineage candidate,BI / operational analytics,VEND-HCDN-249
DATA-HCDN-01209,CLAIMS_MEMBER product 01209,"claims, enrollment, benefits and member interactions",claims warehouse + payer platform,Inpatient,1.7 TB/PB logical footprint family,cloud pipeline,lineage candidate,BI / operational analytics,VEND-HCDN-250
DATA-HCDN-01210,REVENUE_CYCLE product 01210,"charge, coding, billing, denials and A/R",Epic Resolute + finance marts,Surgery,1.7 TB/PB logical footprint family,manual spreadsheet upload,conflicting KPI definition,BI / operational analytics,VEND-HCDN-251
DATA-HCDN-01211,PATIENT_ACCESS product 01211,"scheduling, referral, contact center and digital front door",access mart + CRM/contact center extracts,Imaging,1.8 TB/PB logical footprint family,HL7/FHIR feed,lineage candidate,BI / operational analytics,VEND-HCDN-252
DATA-HCDN-01212,PHARMACY_PBM product 01212,"medication adherence, PBM, formulary and pharmacy operations",PBM feeds + Epic Willow extracts,Lab,1.8 TB/PB logical footprint family,X12/claims feed,lineage incomplete,BI / operational analytics,VEND-HCDN-253
DATA-HCDN-01213,FINANCE_ACTUARIAL product 01213,"GL, budgeting, cost accounting, actuarial and reimbursement",finance EDW + planning marts,Pharmacy,1.9 TB/PB logical footprint family,SSIS batch,lineage candidate,BI / operational analytics,VEND-HCDN-254
DATA-HCDN-01214,CLOUD_AI_USE_CASES product 01214,Azure current use cases and AWS future transformation candidates,Azure foundation + AWS candidate portfolio,Oncology,1.9 TB/PB logical footprint family,SFTP flat file,lineage candidate,AI governance candidate,VEND-HCDN-255
DATA-HCDN-01215,CLINICAL_EVENTS product 01215,"encounters, orders, results, medications, procedures",Epic Clarity/Caboodle + legacy EDW,Cardiology,1.9 TB/PB logical footprint family,Epic extract,lineage candidate,BI / operational analytics,VEND-HCDN-256
DATA-HCDN-01216,QUALITY_STARS product 01216,"Star Ratings, HEDIS, CAHPS and care gaps",SQL marts + quality vendor feeds,Data and Analytics,2.0 TB/PB logical footprint family,cloud pipeline,lineage candidate,BI / operational analytics,VEND-HCDN-257
DATA-HCDN-01217,RAF_RISK_ADJUSTMENT product 01217,"diagnosis capture, chart review, RAF and encounter submission",payer warehouse + risk vendor extract,Clinical Analytics,2.0 TB/PB logical footprint family,manual spreadsheet upload,lineage candidate,BI / operational analytics,VEND-HCDN-258
DATA-HCDN-01218,CLAIMS_MEMBER product 01218,"claims, enrollment, benefits and member interactions",claims warehouse + payer platform,Actuarial,2.1 TB/PB logical footprint family,HL7/FHIR feed,lineage incomplete,BI / operational analytics,VEND-HCDN-259
DATA-HCDN-01219,REVENUE_CYCLE product 01219,"charge, coding, billing, denials and A/R",Epic Resolute + finance marts,Departmental Reporting,2.1 TB/PB logical footprint family,X12/claims feed,lineage candidate,BI / operational analytics,VEND-HCDN-260
DATA-HCDN-01220,PATIENT_ACCESS product 01220,"scheduling, referral, contact center and digital front door",access mart + CRM/contact center extracts,AI Transformation,2.1 TB/PB logical footprint family,SSIS batch,conflicting KPI definition,BI / operational analytics,VEND-HCDN-261
DATA-HCDN-01221,PHARMACY_PBM product 01221,"medication adherence, PBM, formulary and pharmacy operations",PBM feeds + Epic Willow extracts,Technology,2.2 TB/PB logical footprint family,SFTP flat file,lineage candidate,BI / operational analytics,VEND-HCDN-262
DATA-HCDN-01222,FINANCE_ACTUARIAL product 01222,"GL, budgeting, cost accounting, actuarial and reimbursement",finance EDW + planning marts,Security,2.2 TB/PB logical footprint family,Epic extract,lineage candidate,BI / operational analytics,VEND-HCDN-263
DATA-HCDN-01223,CLOUD_AI_USE_CASES product 01223,Azure current use cases and AWS future transformation candidates,Azure foundation + AWS candidate portfolio,Procurement,2.3 TB/PB logical footprint family,cloud pipeline,lineage candidate,AI governance candidate,VEND-HCDN-264
DATA-HCDN-01224,CLINICAL_EVENTS product 01224,"encounters, orders, results, medications, procedures",Epic Clarity/Caboodle + legacy EDW,HR,2.3 TB/PB logical footprint family,manual spreadsheet upload,lineage incomplete,BI / operational analytics,VEND-HCDN-265
DATA-HCDN-01225,QUALITY_STARS product 01225,"Star Ratings, HEDIS, CAHPS and care gaps",SQL marts + quality vendor feeds,Supply Chain,2.3 TB/PB logical footprint family,HL7/FHIR feed,lineage candidate,BI / operational analytics,VEND-HCDN-266
DATA-HCDN-01226,RAF_RISK_ADJUSTMENT product 01226,"diagnosis capture, chart review, RAF and encounter submission",payer warehouse + risk vendor extract,Privacy,2.4 TB/PB logical footprint family,X12/claims feed,lineage candidate,BI / operational analytics,VEND-HCDN-267
DATA-HCDN-01227,CLAIMS_MEMBER product 01227,"claims, enrollment, benefits and member interactions",claims warehouse + payer platform,Compliance,2.4 TB/PB logical footprint family,SSIS batch,lineage candidate,BI / operational analytics,VEND-HCDN-268
DATA-HCDN-01228,REVENUE_CYCLE product 01228,"charge, coding, billing, denials and A/R",Epic Resolute + finance marts,Provider Network,2.5 TB/PB logical footprint family,SFTP flat file,lineage candidate,BI / operational analytics,VEND-HCDN-269
DATA-HCDN-01229,PATIENT_ACCESS product 01229,"scheduling, referral, contact center and digital front door",access mart + CRM/contact center extracts,Value-Based Care,2.5 TB/PB logical footprint family,Epic extract,lineage candidate,BI / operational analytics,VEND-HCDN-270
DATA-HCDN-01230,PHARMACY_PBM product 01230,"medication adherence, PBM, formulary and pharmacy operations",PBM feeds + Epic Willow extracts,Clinical Operations,2.5 TB/PB logical footprint family,cloud pipeline,lineage incomplete,BI / operational analytics,VEND-HCDN-271
DATA-HCDN-01231,FINANCE_ACTUARIAL product 01231,"GL, budgeting, cost accounting, actuarial and reimbursement",finance EDW + planning marts,Revenue Cycle,2.6 TB/PB logical footprint family,manual spreadsheet upload,lineage candidate,BI / operational analytics,VEND-HCDN-272
DATA-HCDN-01232,CLOUD_AI_USE_CASES product 01232,Azure current use cases and AWS future transformation candidates,Azure foundation + AWS candidate portfolio,Patient Access,2.6 TB/PB logical footprint family,HL7/FHIR feed,lineage candidate,AI governance candidate,VEND-HCDN-273
DATA-HCDN-01233,CLINICAL_EVENTS product 01233,"encounters, orders, results, medications, procedures",Epic Clarity/Caboodle + legacy EDW,Interoperability,2.7 TB/PB logical footprint family,X12/claims feed,lineage candidate,BI / operational analytics,VEND-HCDN-274
DATA-HCDN-01234,QUALITY_STARS product 01234,"Star Ratings, HEDIS, CAHPS and care gaps",SQL marts + quality vendor feeds,Population Health,2.7 TB/PB logical footprint family,SSIS batch,lineage candidate,BI / operational analytics,VEND-HCDN-275
DATA-HCDN-01235,RAF_RISK_ADJUSTMENT product 01235,"diagnosis capture, chart review, RAF and encounter submission",payer warehouse + risk vendor extract,Health Plan Operations,2.7 TB/PB logical footprint family,SFTP flat file,lineage candidate,BI / operational analytics,VEND-HCDN-276
DATA-HCDN-01236,CLAIMS_MEMBER product 01236,"claims, enrollment, benefits and member interactions",claims warehouse + payer platform,Medicare Advantage,2.8 TB/PB logical footprint family,Epic extract,lineage incomplete,BI / operational analytics,VEND-HCDN-277
DATA-HCDN-01237,REVENUE_CYCLE product 01237,"charge, coding, billing, denials and A/R",Epic Resolute + finance marts,Claims Operations,2.8 TB/PB logical footprint family,cloud pipeline,lineage candidate,BI / operational analytics,VEND-HCDN-278
DATA-HCDN-01238,PATIENT_ACCESS product 01238,"scheduling, referral, contact center and digital front door",access mart + CRM/contact center extracts,Utilization Management,2.9 TB/PB logical footprint family,manual spreadsheet upload,lineage candidate,BI / operational analytics,VEND-HCDN-279
DATA-HCDN-01239,PHARMACY_PBM product 01239,"medication adherence, PBM, formulary and pharmacy operations",PBM feeds + Epic Willow extracts,Member Services,2.9 TB/PB logical footprint family,HL7/FHIR feed,lineage candidate,BI / operational analytics,VEND-HCDN-280
DATA-HCDN-01240,FINANCE_ACTUARIAL product 01240,"GL, budgeting, cost accounting, actuarial and reimbursement",finance EDW + planning marts,Quality and Stars,2.9 TB/PB logical footprint family,X12/claims feed,conflicting KPI definition,BI / operational analytics,VEND-HCDN-281
DATA-HCDN-01241,CLOUD_AI_USE_CASES product 01241,Azure current use cases and AWS future transformation candidates,Azure foundation + AWS candidate portfolio,Risk Adjustment,3.0 TB/PB logical footprint family,SSIS batch,lineage candidate,AI governance candidate,VEND-HCDN-282
DATA-HCDN-01242,CLINICAL_EVENTS product 01242,"encounters, orders, results, medications, procedures",Epic Clarity/Caboodle + legacy EDW,Care Management,3.0 TB/PB logical footprint family,SFTP flat file,lineage incomplete,BI / operational analytics,VEND-HCDN-283
DATA-HCDN-01243,QUALITY_STARS product 01243,"Star Ratings, HEDIS, CAHPS and care gaps",SQL marts + quality vendor feeds,Finance,3.1 TB/PB logical footprint family,Epic extract,lineage candidate,BI / operational analytics,VEND-HCDN-284
DATA-HCDN-01244,RAF_RISK_ADJUSTMENT product 01244,"diagnosis capture, chart review, RAF and encounter submission",payer warehouse + risk vendor extract,Coding,3.1 TB/PB logical footprint family,cloud pipeline,lineage candidate,BI / operational analytics,VEND-HCDN-285
DATA-HCDN-01245,CLAIMS_MEMBER product 01245,"claims, enrollment, benefits and member interactions",claims warehouse + payer platform,Payer Contracting,3.1 TB/PB logical footprint family,manual spreadsheet upload,lineage candidate,BI / operational analytics,VEND-HCDN-286
DATA-HCDN-01246,REVENUE_CYCLE product 01246,"charge, coding, billing, denials and A/R",Epic Resolute + finance marts,Digital Front Door,3.2 TB/PB logical footprint family,HL7/FHIR feed,lineage candidate,BI / operational analytics,VEND-HCDN-287
DATA-HCDN-01247,PATIENT_ACCESS product 01247,"scheduling, referral, contact center and digital front door",access mart + CRM/contact center extracts,Contact Center,3.2 TB/PB logical footprint family,X12/claims feed,lineage candidate,BI / operational analytics,VEND-HCDN-288
DATA-HCDN-01248,PHARMACY_PBM product 01248,"medication adherence, PBM, formulary and pharmacy operations",PBM feeds + Epic Willow extracts,Ambulatory Care,3.3 TB/PB logical footprint family,SSIS batch,lineage incomplete,BI / operational analytics,VEND-HCDN-289
DATA-HCDN-01249,FINANCE_ACTUARIAL product 01249,"GL, budgeting, cost accounting, actuarial and reimbursement",finance EDW + planning marts,Emergency Department,3.3 TB/PB logical footprint family,SFTP flat file,lineage candidate,BI / operational analytics,VEND-HCDN-290
DATA-HCDN-01250,CLOUD_AI_USE_CASES product 01250,Azure current use cases and AWS future transformation candidates,Azure foundation + AWS candidate portfolio,Inpatient,3.3 TB/PB logical footprint family,Epic extract,conflicting KPI definition,AI governance candidate,VEND-HCDN-291
DATA-HCDN-01251,CLINICAL_EVENTS product 01251,"encounters, orders, results, medications, procedures",Epic Clarity/Caboodle + legacy EDW,Surgery,3.4 TB/PB logical footprint family,cloud pipeline,lineage candidate,BI / operational analytics,VEND-HCDN-292
DATA-HCDN-01252,QUALITY_STARS product 01252,"Star Ratings, HEDIS, CAHPS and care gaps",SQL marts + quality vendor feeds,Imaging,3.4 TB/PB logical footprint family,manual spreadsheet upload,lineage candidate,BI / operational analytics,VEND-HCDN-293
DATA-HCDN-01253,RAF_RISK_ADJUSTMENT product 01253,"diagnosis capture, chart review, RAF and encounter submission",payer warehouse + risk vendor extract,Lab,3.5 TB/PB logical footprint family,HL7/FHIR feed,lineage candidate,BI / operational analytics,VEND-HCDN-294
DATA-HCDN-01254,CLAIMS_MEMBER product 01254,"claims, enrollment, benefits and member interactions",claims warehouse + payer platform,Pharmacy,3.5 TB/PB logical footprint family,X12/claims feed,lineage incomplete,BI / operational analytics,VEND-HCDN-295
DATA-HCDN-01255,REVENUE_CYCLE product 01255,"charge, coding, billing, denials and A/R",Epic Resolute + finance marts,Oncology,3.5 TB/PB logical footprint family,SSIS batch,lineage candidate,BI / operational analytics,VEND-HCDN-296
DATA-HCDN-01256,PATIENT_ACCESS product 01256,"scheduling, referral, contact center and digital front door",access mart + CRM/contact center extracts,Cardiology,3.6 TB/PB logical footprint family,SFTP flat file,lineage candidate,BI / operational analytics,VEND-HCDN-297
DATA-HCDN-01257,PHARMACY_PBM product 01257,"medication adherence, PBM, formulary and pharmacy operations",PBM feeds + Epic Willow extracts,Data and Analytics,3.6 TB/PB logical footprint family,Epic extract,lineage candidate,BI / operational analytics,VEND-HCDN-298
DATA-HCDN-01258,FINANCE_ACTUARIAL product 01258,"GL, budgeting, cost accounting, actuarial and reimbursement",finance EDW + planning marts,Clinical Analytics,3.7 TB/PB logical footprint family,cloud pipeline,lineage candidate,BI / operational analytics,VEND-HCDN-299
DATA-HCDN-01259,CLOUD_AI_USE_CASES product 01259,Azure current use cases and AWS future transformation candidates,Azure foundation + AWS candidate portfolio,Actuarial,3.7 TB/PB logical footprint family,manual spreadsheet upload,lineage candidate,AI governance candidate,VEND-HCDN-300
DATA-HCDN-01260,CLINICAL_EVENTS product 01260,"encounters, orders, results, medications, procedures",Epic Clarity/Caboodle + legacy EDW,Departmental Reporting,0.1 TB/PB logical footprint family,HL7/FHIR feed,lineage incomplete,BI / operational analytics,VEND-HCDN-301
DATA-HCDN-01261,QUALITY_STARS product 01261,"Star Ratings, HEDIS, CAHPS and care gaps",SQL marts + quality vendor feeds,AI Transformation,0.2 TB/PB logical footprint family,X12/claims feed,lineage candidate,BI / operational analytics,VEND-HCDN-302
DATA-HCDN-01262,RAF_RISK_ADJUSTMENT product 01262,"diagnosis capture, chart review, RAF and encounter submission",payer warehouse + risk vendor extract,Technology,0.2 TB/PB logical footprint family,SSIS batch,lineage candidate,BI / operational analytics,VEND-HCDN-303
DATA-HCDN-01263,CLAIMS_MEMBER product 01263,"claims, enrollment, benefits and member interactions",claims warehouse + payer platform,Security,0.3 TB/PB logical footprint family,SFTP flat file,lineage candidate,BI / operational analytics,VEND-HCDN-304
DATA-HCDN-01264,REVENUE_CYCLE product 01264,"charge, coding, billing, denials and A/R",Epic Resolute + finance marts,Procurement,0.3 TB/PB logical footprint family,Epic extract,lineage candidate,BI / operational analytics,VEND-HCDN-305
DATA-HCDN-01265,PATIENT_ACCESS product 01265,"scheduling, referral, contact center and digital front door",access mart + CRM/contact center extracts,HR,0.3 TB/PB logical footprint family,cloud pipeline,lineage candidate,BI / operational analytics,VEND-HCDN-306
DATA-HCDN-01266,PHARMACY_PBM product 01266,"medication adherence, PBM, formulary and pharmacy operations",PBM feeds + Epic Willow extracts,Supply Chain,0.4 TB/PB logical footprint family,manual spreadsheet upload,lineage incomplete,BI / operational analytics,VEND-HCDN-307
DATA-HCDN-01267,FINANCE_ACTUARIAL product 01267,"GL, budgeting, cost accounting, actuarial and reimbursement",finance EDW + planning marts,Privacy,0.4 TB/PB logical footprint family,HL7/FHIR feed,lineage candidate,BI / operational analytics,VEND-HCDN-308
DATA-HCDN-01268,CLOUD_AI_USE_CASES product 01268,Azure current use cases and AWS future transformation candidates,Azure foundation + AWS candidate portfolio,Compliance,0.5 TB/PB logical footprint family,X12/claims feed,lineage candidate,AI governance candidate,VEND-HCDN-309
DATA-HCDN-01269,CLINICAL_EVENTS product 01269,"encounters, orders, results, medications, procedures",Epic Clarity/Caboodle + legacy EDW,Provider Network,0.5 TB/PB logical footprint family,SSIS batch,lineage candidate,BI / operational analytics,VEND-HCDN-310
DATA-HCDN-01270,QUALITY_STARS product 01270,"Star Ratings, HEDIS, CAHPS and care gaps",SQL marts + quality vendor feeds,Value-Based Care,0.5 TB/PB logical footprint family,SFTP flat file,conflicting KPI definition,BI / operational analytics,VEND-HCDN-311
DATA-HCDN-01271,RAF_RISK_ADJUSTMENT product 01271,"diagnosis capture, chart review, RAF and encounter submission",payer warehouse + risk vendor extract,Clinical Operations,0.6 TB/PB logical footprint family,Epic extract,lineage candidate,BI / operational analytics,VEND-HCDN-312
DATA-HCDN-01272,CLAIMS_MEMBER product 01272,"claims, enrollment, benefits and member interactions",claims warehouse + payer platform,Revenue Cycle,0.6 TB/PB logical footprint family,cloud pipeline,lineage incomplete,BI / operational analytics,VEND-HCDN-313
DATA-HCDN-01273,REVENUE_CYCLE product 01273,"charge, coding, billing, denials and A/R",Epic Resolute + finance marts,Patient Access,0.7 TB/PB logical footprint family,manual spreadsheet upload,lineage candidate,BI / operational analytics,VEND-HCDN-314
DATA-HCDN-01274,PATIENT_ACCESS product 01274,"scheduling, referral, contact center and digital front door",access mart + CRM/contact center extracts,Interoperability,0.7 TB/PB logical footprint family,HL7/FHIR feed,lineage candidate,BI / operational analytics,VEND-HCDN-315
DATA-HCDN-01275,PHARMACY_PBM product 01275,"medication adherence, PBM, formulary and pharmacy operations",PBM feeds + Epic Willow extracts,Population Health,0.7 TB/PB logical footprint family,X12/claims feed,lineage candidate,BI / operational analytics,VEND-HCDN-316
DATA-HCDN-01276,FINANCE_ACTUARIAL product 01276,"GL, budgeting, cost accounting, actuarial and reimbursement",finance EDW + planning marts,Health Plan Operations,0.8 TB/PB logical footprint family,SSIS batch,lineage candidate,BI / operational analytics,VEND-HCDN-317
DATA-HCDN-01277,CLOUD_AI_USE_CASES product 01277,Azure current use cases and AWS future transformation candidates,Azure foundation + AWS candidate portfolio,Medicare Advantage,0.8 TB/PB logical footprint family,SFTP flat file,lineage candidate,AI governance candidate,VEND-HCDN-318
DATA-HCDN-01278,CLINICAL_EVENTS product 01278,"encounters, orders, results, medications, procedures",Epic Clarity/Caboodle + legacy EDW,Claims Operations,0.9 TB/PB logical footprint family,Epic extract,lineage incomplete,BI / operational analytics,VEND-HCDN-319
DATA-HCDN-01279,QUALITY_STARS product 01279,"Star Ratings, HEDIS, CAHPS and care gaps",SQL marts + quality vendor feeds,Utilization Management,0.9 TB/PB logical footprint family,cloud pipeline,lineage candidate,BI / operational analytics,VEND-HCDN-320
DATA-HCDN-01280,RAF_RISK_ADJUSTMENT product 01280,"diagnosis capture, chart review, RAF and encounter submission",payer warehouse + risk vendor extract,Member Services,0.9 TB/PB logical footprint family,manual spreadsheet upload,conflicting KPI definition,BI / operational analytics,VEND-HCDN-321
DATA-HCDN-01281,CLAIMS_MEMBER product 01281,"claims, enrollment, benefits and member interactions",claims warehouse + payer platform,Quality and Stars,1.0 TB/PB logical footprint family,HL7/FHIR feed,lineage candidate,BI / operational analytics,VEND-HCDN-322
DATA-HCDN-01282,REVENUE_CYCLE product 01282,"charge, coding, billing, denials and A/R",Epic Resolute + finance marts,Risk Adjustment,1.0 TB/PB logical footprint family,X12/claims feed,lineage candidate,BI / operational analytics,VEND-HCDN-323
DATA-HCDN-01283,PATIENT_ACCESS product 01283,"scheduling, referral, contact center and digital front door",access mart + CRM/contact center extracts,Care Management,1.1 TB/PB logical footprint family,SSIS batch,lineage candidate,BI / operational analytics,VEND-HCDN-324
DATA-HCDN-01284,PHARMACY_PBM product 01284,"medication adherence, PBM, formulary and pharmacy operations",PBM feeds + Epic Willow extracts,Finance,1.1 TB/PB logical footprint family,SFTP flat file,lineage incomplete,BI / operational analytics,VEND-HCDN-325
DATA-HCDN-01285,FINANCE_ACTUARIAL product 01285,"GL, budgeting, cost accounting, actuarial and reimbursement",finance EDW + planning marts,Coding,1.1 TB/PB logical footprint family,Epic extract,lineage candidate,BI / operational analytics,VEND-HCDN-326
DATA-HCDN-01286,CLOUD_AI_USE_CASES product 01286,Azure current use cases and AWS future transformation candidates,Azure foundation + AWS candidate portfolio,Payer Contracting,1.2 TB/PB logical footprint family,cloud pipeline,lineage candidate,AI governance candidate,VEND-HCDN-327
DATA-HCDN-01287,CLINICAL_EVENTS product 01287,"encounters, orders, results, medications, procedures",Epic Clarity/Caboodle + legacy EDW,Digital Front Door,1.2 TB/PB logical footprint family,manual spreadsheet upload,lineage candidate,BI / operational analytics,VEND-HCDN-328
DATA-HCDN-01288,QUALITY_STARS product 01288,"Star Ratings, HEDIS, CAHPS and care gaps",SQL marts + quality vendor feeds,Contact Center,1.3 TB/PB logical footprint family,HL7/FHIR feed,lineage candidate,BI / operational analytics,VEND-HCDN-329
DATA-HCDN-01289,RAF_RISK_ADJUSTMENT product 01289,"diagnosis capture, chart review, RAF and encounter submission",payer warehouse + risk vendor extract,Ambulatory Care,1.3 TB/PB logical footprint family,X12/claims feed,lineage candidate,BI / operational analytics,VEND-HCDN-330
DATA-HCDN-01290,CLAIMS_MEMBER product 01290,"claims, enrollment, benefits and member interactions",claims warehouse + payer platform,Emergency Department,1.3 TB/PB logical footprint family,SSIS batch,lineage incomplete,BI / operational analytics,VEND-HCDN-331
DATA-HCDN-01291,REVENUE_CYCLE product 01291,"charge, coding, billing, denials and A/R",Epic Resolute + finance marts,Inpatient,1.4 TB/PB logical footprint family,SFTP flat file,lineage candidate,BI / operational analytics,VEND-HCDN-332
DATA-HCDN-01292,PATIENT_ACCESS product 01292,"scheduling, referral, contact center and digital front door",access mart + CRM/contact center extracts,Surgery,1.4 TB/PB logical footprint family,Epic extract,lineage candidate,BI / operational analytics,VEND-HCDN-333
DATA-HCDN-01293,PHARMACY_PBM product 01293,"medication adherence, PBM, formulary and pharmacy operations",PBM feeds + Epic Willow extracts,Imaging,1.5 TB/PB logical footprint family,cloud pipeline,lineage candidate,BI / operational analytics,VEND-HCDN-334
DATA-HCDN-01294,FINANCE_ACTUARIAL product 01294,"GL, budgeting, cost accounting, actuarial and reimbursement",finance EDW + planning marts,Lab,1.5 TB/PB logical footprint family,manual spreadsheet upload,lineage candidate,BI / operational analytics,VEND-HCDN-335
DATA-HCDN-01295,CLOUD_AI_USE_CASES product 01295,Azure current use cases and AWS future transformation candidates,Azure foundation + AWS candidate portfolio,Pharmacy,1.5 TB/PB logical footprint family,HL7/FHIR feed,lineage candidate,AI governance candidate,VEND-HCDN-336
DATA-HCDN-01296,CLINICAL_EVENTS product 01296,"encounters, orders, results, medications, procedures",Epic Clarity/Caboodle + legacy EDW,Oncology,1.6 TB/PB logical footprint family,X12/claims feed,lineage incomplete,BI / operational analytics,VEND-HCDN-337
DATA-HCDN-01297,QUALITY_STARS product 01297,"Star Ratings, HEDIS, CAHPS and care gaps",SQL marts + quality vendor feeds,Cardiology,1.6 TB/PB logical footprint family,SSIS batch,lineage candidate,BI / operational analytics,VEND-HCDN-338
DATA-HCDN-01298,RAF_RISK_ADJUSTMENT product 01298,"diagnosis capture, chart review, RAF and encounter submission",payer warehouse + risk vendor extract,Data and Analytics,1.7 TB/PB logical footprint family,SFTP flat file,lineage candidate,BI / operational analytics,VEND-HCDN-339
DATA-HCDN-01299,CLAIMS_MEMBER product 01299,"claims, enrollment, benefits and member interactions",claims warehouse + payer platform,Clinical Analytics,1.7 TB/PB logical footprint family,Epic extract,lineage candidate,BI / operational analytics,VEND-HCDN-340
DATA-HCDN-01300,REVENUE_CYCLE product 01300,"charge, coding, billing, denials and A/R",Epic Resolute + finance marts,Actuarial,1.7 TB/PB logical footprint family,cloud pipeline,conflicting KPI definition,BI / operational analytics,VEND-HCDN-341
DATA-HCDN-01301,PATIENT_ACCESS product 01301,"scheduling, referral, contact center and digital front door",access mart + CRM/contact center extracts,Departmental Reporting,1.8 TB/PB logical footprint family,manual spreadsheet upload,lineage candidate,BI / operational analytics,VEND-HCDN-342
DATA-HCDN-01302,PHARMACY_PBM product 01302,"medication adherence, PBM, formulary and pharmacy operations",PBM feeds + Epic Willow extracts,AI Transformation,1.8 TB/PB logical footprint family,HL7/FHIR feed,lineage incomplete,BI / operational analytics,VEND-HCDN-343
DATA-HCDN-01303,FINANCE_ACTUARIAL product 01303,"GL, budgeting, cost accounting, actuarial and reimbursement",finance EDW + planning marts,Technology,1.9 TB/PB logical footprint family,X12/claims feed,lineage candidate,BI / operational analytics,VEND-HCDN-344
DATA-HCDN-01304,CLOUD_AI_USE_CASES product 01304,Azure current use cases and AWS future transformation candidates,Azure foundation + AWS candidate portfolio,Security,1.9 TB/PB logical footprint family,SSIS batch,lineage candidate,AI governance candidate,VEND-HCDN-345
DATA-HCDN-01305,CLINICAL_EVENTS product 01305,"encounters, orders, results, medications, procedures",Epic Clarity/Caboodle + legacy EDW,Procurement,1.9 TB/PB logical footprint family,SFTP flat file,lineage candidate,BI / operational analytics,VEND-HCDN-346
