workforce_id,worker_type,business_function,service_tower,skill_family,delivery_location,transition_note
WORK-HCDN-09856,contractor,Digital Front Door,Payer Platform Operations,Epic analyst,onsite,critical knowledge holder
WORK-HCDN-09857,managed-service role,Contact Center,Data Analytics and AI,SQL/BI developer,nearshore,standard
WORK-HCDN-09858,employee,Ambulatory Care,Revenue Cycle Technology,claims platform analyst,offshore,standard
WORK-HCDN-09859,contractor,Emergency Department,Cloud Infrastructure and Data Center,cloud engineer,hybrid,standard
WORK-HCDN-09860,managed-service role,Inpatient,Workplace and Contact Center,data engineer,onsite,standard
WORK-HCDN-09861,employee,Surgery,Security Identity and Compliance,security,nearshore,standard
WORK-HCDN-09862,contractor,Imaging,Integration and Interoperability,service desk,offshore,standard
WORK-HCDN-09863,managed-service role,Lab,ERP and Corporate Platforms,integration engineer,hybrid,standard
WORK-HCDN-09864,employee,Pharmacy,Clinical and Epic AMS,revenue-cycle analyst,onsite,critical knowledge holder
WORK-HCDN-09865,contractor,Oncology,Payer Platform Operations,quality analyst,nearshore,standard
WORK-HCDN-09866,managed-service role,Cardiology,Data Analytics and AI,AI product owner,offshore,standard
WORK-HCDN-09867,employee,Data and Analytics,Revenue Cycle Technology,Epic analyst,hybrid,transition sensitive
WORK-HCDN-09868,contractor,Clinical Analytics,Cloud Infrastructure and Data Center,SQL/BI developer,onsite,standard
WORK-HCDN-09869,managed-service role,Actuarial,Workplace and Contact Center,claims platform analyst,nearshore,standard
WORK-HCDN-09870,employee,Departmental Reporting,Security Identity and Compliance,cloud engineer,offshore,standard
WORK-HCDN-09871,contractor,AI Transformation,Integration and Interoperability,data engineer,hybrid,standard
WORK-HCDN-09872,managed-service role,Technology,ERP and Corporate Platforms,security,onsite,critical knowledge holder
WORK-HCDN-09873,employee,Security,Clinical and Epic AMS,service desk,nearshore,standard
WORK-HCDN-09874,contractor,Procurement,Payer Platform Operations,integration engineer,offshore,standard
WORK-HCDN-09875,managed-service role,HR,Data Analytics and AI,revenue-cycle analyst,hybrid,standard
WORK-HCDN-09876,employee,Supply Chain,Revenue Cycle Technology,quality analyst,onsite,standard
WORK-HCDN-09877,contractor,Privacy,Cloud Infrastructure and Data Center,AI product owner,nearshore,standard
WORK-HCDN-09878,managed-service role,Compliance,Workplace and Contact Center,Epic analyst,offshore,transition sensitive
WORK-HCDN-09879,employee,Provider Network,Security Identity and Compliance,SQL/BI developer,hybrid,standard
WORK-HCDN-09880,contractor,Value-Based Care,Integration and Interoperability,claims platform analyst,onsite,critical knowledge holder
WORK-HCDN-09881,managed-service role,Clinical Operations,ERP and Corporate Platforms,cloud engineer,nearshore,standard
WORK-HCDN-09882,employee,Revenue Cycle,Clinical and Epic AMS,data engineer,offshore,standard
WORK-HCDN-09883,contractor,Patient Access,Payer Platform Operations,security,hybrid,standard
WORK-HCDN-09884,managed-service role,Interoperability,Data Analytics and AI,service desk,onsite,standard
WORK-HCDN-09885,employee,Population Health,Revenue Cycle Technology,integration engineer,nearshore,standard
WORK-HCDN-09886,contractor,Health Plan Operations,Cloud Infrastructure and Data Center,revenue-cycle analyst,offshore,standard
WORK-HCDN-09887,managed-service role,Medicare Advantage,Workplace and Contact Center,quality analyst,hybrid,standard
WORK-HCDN-09888,employee,Claims Operations,Security Identity and Compliance,AI product owner,onsite,critical knowledge holder
WORK-HCDN-09889,contractor,Utilization Management,Integration and Interoperability,Epic analyst,nearshore,transition sensitive
WORK-HCDN-09890,managed-service role,Member Services,ERP and Corporate Platforms,SQL/BI developer,offshore,standard
WORK-HCDN-09891,employee,Quality and Stars,Clinical and Epic AMS,claims platform analyst,hybrid,standard
WORK-HCDN-09892,contractor,Risk Adjustment,Payer Platform Operations,cloud engineer,onsite,standard
WORK-HCDN-09893,managed-service role,Care Management,Data Analytics and AI,data engineer,nearshore,standard
WORK-HCDN-09894,employee,Finance,Revenue Cycle Technology,security,offshore,standard
WORK-HCDN-09895,contractor,Coding,Cloud Infrastructure and Data Center,service desk,hybrid,standard
WORK-HCDN-09896,managed-service role,Payer Contracting,Workplace and Contact Center,integration engineer,onsite,critical knowledge holder
WORK-HCDN-09897,employee,Digital Front Door,Security Identity and Compliance,revenue-cycle analyst,nearshore,standard
WORK-HCDN-09898,contractor,Contact Center,Integration and Interoperability,quality analyst,offshore,standard
WORK-HCDN-09899,managed-service role,Ambulatory Care,ERP and Corporate Platforms,AI product owner,hybrid,standard
WORK-HCDN-09900,employee,Emergency Department,Clinical and Epic AMS,Epic analyst,onsite,transition sensitive
WORK-HCDN-09901,contractor,Inpatient,Payer Platform Operations,SQL/BI developer,nearshore,standard
WORK-HCDN-09902,managed-service role,Surgery,Data Analytics and AI,claims platform analyst,offshore,standard
WORK-HCDN-09903,employee,Imaging,Revenue Cycle Technology,cloud engineer,hybrid,standard
WORK-HCDN-09904,contractor,Lab,Cloud Infrastructure and Data Center,data engineer,onsite,critical knowledge holder
WORK-HCDN-09905,managed-service role,Pharmacy,Workplace and Contact Center,security,nearshore,standard
WORK-HCDN-09906,employee,Oncology,Security Identity and Compliance,service desk,offshore,standard
WORK-HCDN-09907,contractor,Cardiology,Integration and Interoperability,integration engineer,hybrid,standard
WORK-HCDN-09908,managed-service role,Data and Analytics,ERP and Corporate Platforms,revenue-cycle analyst,onsite,standard
WORK-HCDN-09909,employee,Clinical Analytics,Clinical and Epic AMS,quality analyst,nearshore,standard
WORK-HCDN-09910,contractor,Actuarial,Payer Platform Operations,AI product owner,offshore,standard
WORK-HCDN-09911,managed-service role,Departmental Reporting,Data Analytics and AI,Epic analyst,hybrid,transition sensitive
WORK-HCDN-09912,employee,AI Transformation,Revenue Cycle Technology,SQL/BI developer,onsite,critical knowledge holder
WORK-HCDN-09913,contractor,Technology,Cloud Infrastructure and Data Center,claims platform analyst,nearshore,standard
WORK-HCDN-09914,managed-service role,Security,Workplace and Contact Center,cloud engineer,offshore,standard
WORK-HCDN-09915,employee,Procurement,Security Identity and Compliance,data engineer,hybrid,standard
WORK-HCDN-09916,contractor,HR,Integration and Interoperability,security,onsite,standard
WORK-HCDN-09917,managed-service role,Supply Chain,ERP and Corporate Platforms,service desk,nearshore,standard
WORK-HCDN-09918,employee,Privacy,Clinical and Epic AMS,integration engineer,offshore,standard
WORK-HCDN-09919,contractor,Compliance,Payer Platform Operations,revenue-cycle analyst,hybrid,standard
WORK-HCDN-09920,managed-service role,Provider Network,Data Analytics and AI,quality analyst,onsite,critical knowledge holder
WORK-HCDN-09921,employee,Value-Based Care,Revenue Cycle Technology,AI product owner,nearshore,standard
WORK-HCDN-09922,contractor,Clinical Operations,Cloud Infrastructure and Data Center,Epic analyst,offshore,transition sensitive
WORK-HCDN-09923,managed-service role,Revenue Cycle,Workplace and Contact Center,SQL/BI developer,hybrid,standard
WORK-HCDN-09924,employee,Patient Access,Security Identity and Compliance,claims platform analyst,onsite,standard
WORK-HCDN-09925,contractor,Interoperability,Integration and Interoperability,cloud engineer,nearshore,standard
WORK-HCDN-09926,managed-service role,Population Health,ERP and Corporate Platforms,data engineer,offshore,standard
WORK-HCDN-09927,employee,Health Plan Operations,Clinical and Epic AMS,security,hybrid,standard
WORK-HCDN-09928,contractor,Medicare Advantage,Payer Platform Operations,service desk,onsite,critical knowledge holder
WORK-HCDN-09929,managed-service role,Claims Operations,Data Analytics and AI,integration engineer,nearshore,standard
WORK-HCDN-09930,employee,Utilization Management,Revenue Cycle Technology,revenue-cycle analyst,offshore,standard
WORK-HCDN-09931,contractor,Member Services,Cloud Infrastructure and Data Center,quality analyst,hybrid,standard
WORK-HCDN-09932,managed-service role,Quality and Stars,Workplace and Contact Center,AI product owner,onsite,standard
WORK-HCDN-09933,employee,Risk Adjustment,Security Identity and Compliance,Epic analyst,nearshore,transition sensitive
WORK-HCDN-09934,contractor,Care Management,Integration and Interoperability,SQL/BI developer,offshore,standard
WORK-HCDN-09935,managed-service role,Finance,ERP and Corporate Platforms,claims platform analyst,hybrid,standard
WORK-HCDN-09936,employee,Coding,Clinical and Epic AMS,cloud engineer,onsite,critical knowledge holder
WORK-HCDN-09937,contractor,Payer Contracting,Payer Platform Operations,data engineer,nearshore,standard
WORK-HCDN-09938,managed-service role,Digital Front Door,Data Analytics and AI,security,offshore,standard
WORK-HCDN-09939,employee,Contact Center,Revenue Cycle Technology,service desk,hybrid,standard
WORK-HCDN-09940,contractor,Ambulatory Care,Cloud Infrastructure and Data Center,integration engineer,onsite,standard
WORK-HCDN-09941,managed-service role,Emergency Department,Workplace and Contact Center,revenue-cycle analyst,nearshore,standard
WORK-HCDN-09942,employee,Inpatient,Security Identity and Compliance,quality analyst,offshore,standard
WORK-HCDN-09943,contractor,Surgery,Integration and Interoperability,AI product owner,hybrid,standard
WORK-HCDN-09944,managed-service role,Imaging,ERP and Corporate Platforms,Epic analyst,onsite,critical knowledge holder
WORK-HCDN-09945,employee,Lab,Clinical and Epic AMS,SQL/BI developer,nearshore,standard
WORK-HCDN-09946,contractor,Pharmacy,Payer Platform Operations,claims platform analyst,offshore,standard
WORK-HCDN-09947,managed-service role,Oncology,Data Analytics and AI,cloud engineer,hybrid,standard
WORK-HCDN-09948,employee,Cardiology,Revenue Cycle Technology,data engineer,onsite,standard
WORK-HCDN-09949,contractor,Data and Analytics,Cloud Infrastructure and Data Center,security,nearshore,standard
WORK-HCDN-09950,managed-service role,Clinical Analytics,Workplace and Contact Center,service desk,offshore,standard
WORK-HCDN-09951,employee,Actuarial,Security Identity and Compliance,integration engineer,hybrid,standard
WORK-HCDN-09952,contractor,Departmental Reporting,Integration and Interoperability,revenue-cycle analyst,onsite,critical knowledge holder
WORK-HCDN-09953,managed-service role,AI Transformation,ERP and Corporate Platforms,quality analyst,nearshore,standard
WORK-HCDN-09954,employee,Technology,Clinical and Epic AMS,AI product owner,offshore,standard
WORK-HCDN-09955,contractor,Security,Payer Platform Operations,Epic analyst,hybrid,transition sensitive
WORK-HCDN-09956,managed-service role,Procurement,Data Analytics and AI,SQL/BI developer,onsite,standard
WORK-HCDN-09957,employee,HR,Revenue Cycle Technology,claims platform analyst,nearshore,standard
WORK-HCDN-09958,contractor,Supply Chain,Cloud Infrastructure and Data Center,cloud engineer,offshore,standard
WORK-HCDN-09959,managed-service role,Privacy,Workplace and Contact Center,data engineer,hybrid,standard
WORK-HCDN-09960,employee,Compliance,Security Identity and Compliance,security,onsite,critical knowledge holder
WORK-HCDN-09961,contractor,Provider Network,Integration and Interoperability,service desk,nearshore,standard
WORK-HCDN-09962,managed-service role,Value-Based Care,ERP and Corporate Platforms,integration engineer,offshore,standard
WORK-HCDN-09963,employee,Clinical Operations,Clinical and Epic AMS,revenue-cycle analyst,hybrid,standard
WORK-HCDN-09964,contractor,Revenue Cycle,Payer Platform Operations,quality analyst,onsite,standard
WORK-HCDN-09965,managed-service role,Patient Access,Data Analytics and AI,AI product owner,nearshore,standard
WORK-HCDN-09966,employee,Interoperability,Revenue Cycle Technology,Epic analyst,offshore,transition sensitive
WORK-HCDN-09967,contractor,Population Health,Cloud Infrastructure and Data Center,SQL/BI developer,hybrid,standard
WORK-HCDN-09968,managed-service role,Health Plan Operations,Workplace and Contact Center,claims platform analyst,onsite,critical knowledge holder
WORK-HCDN-09969,employee,Medicare Advantage,Security Identity and Compliance,cloud engineer,nearshore,standard
WORK-HCDN-09970,contractor,Claims Operations,Integration and Interoperability,data engineer,offshore,standard
WORK-HCDN-09971,managed-service role,Utilization Management,ERP and Corporate Platforms,security,hybrid,standard
WORK-HCDN-09972,employee,Member Services,Clinical and Epic AMS,service desk,onsite,standard
WORK-HCDN-09973,contractor,Quality and Stars,Payer Platform Operations,integration engineer,nearshore,standard
WORK-HCDN-09974,managed-service role,Risk Adjustment,Data Analytics and AI,revenue-cycle analyst,offshore,standard
WORK-HCDN-09975,employee,Care Management,Revenue Cycle Technology,quality analyst,hybrid,standard
WORK-HCDN-09976,contractor,Finance,Cloud Infrastructure and Data Center,AI product owner,onsite,critical knowledge holder
WORK-HCDN-09977,managed-service role,Coding,Workplace and Contact Center,Epic analyst,nearshore,transition sensitive
WORK-HCDN-09978,employee,Payer Contracting,Security Identity and Compliance,SQL/BI developer,offshore,standard
WORK-HCDN-09979,contractor,Digital Front Door,Integration and Interoperability,claims platform analyst,hybrid,standard
WORK-HCDN-09980,managed-service role,Contact Center,ERP and Corporate Platforms,cloud engineer,onsite,standard
WORK-HCDN-09981,employee,Ambulatory Care,Clinical and Epic AMS,data engineer,nearshore,standard
WORK-HCDN-09982,contractor,Emergency Department,Payer Platform Operations,security,offshore,standard
WORK-HCDN-09983,managed-service role,Inpatient,Data Analytics and AI,service desk,hybrid,standard
WORK-HCDN-09984,employee,Surgery,Revenue Cycle Technology,integration engineer,onsite,critical knowledge holder
WORK-HCDN-09985,contractor,Imaging,Cloud Infrastructure and Data Center,revenue-cycle analyst,nearshore,standard
WORK-HCDN-09986,managed-service role,Lab,Workplace and Contact Center,quality analyst,offshore,standard
WORK-HCDN-09987,employee,Pharmacy,Security Identity and Compliance,AI product owner,hybrid,standard
WORK-HCDN-09988,contractor,Oncology,Integration and Interoperability,Epic analyst,onsite,transition sensitive
WORK-HCDN-09989,managed-service role,Cardiology,ERP and Corporate Platforms,SQL/BI developer,nearshore,standard
WORK-HCDN-09990,employee,Data and Analytics,Clinical and Epic AMS,claims platform analyst,offshore,standard
WORK-HCDN-09991,contractor,Clinical Analytics,Payer Platform Operations,cloud engineer,hybrid,standard
WORK-HCDN-09992,managed-service role,Actuarial,Data Analytics and AI,data engineer,onsite,critical knowledge holder
WORK-HCDN-09993,employee,Departmental Reporting,Revenue Cycle Technology,security,nearshore,standard
WORK-HCDN-09994,contractor,AI Transformation,Cloud Infrastructure and Data Center,service desk,offshore,standard
WORK-HCDN-09995,managed-service role,Technology,Workplace and Contact Center,integration engineer,hybrid,standard
WORK-HCDN-09996,employee,Security,Security Identity and Compliance,revenue-cycle analyst,onsite,standard
WORK-HCDN-09997,contractor,Procurement,Integration and Interoperability,quality analyst,nearshore,standard
WORK-HCDN-09998,managed-service role,HR,ERP and Corporate Platforms,AI product owner,offshore,standard
WORK-HCDN-09999,employee,Supply Chain,Clinical and Epic AMS,Epic analyst,hybrid,transition sensitive
WORK-HCDN-10000,contractor,Privacy,Payer Platform Operations,SQL/BI developer,onsite,critical knowledge holder
WORK-HCDN-10001,managed-service role,Compliance,Data Analytics and AI,claims platform analyst,nearshore,standard
WORK-HCDN-10002,employee,Provider Network,Revenue Cycle Technology,cloud engineer,offshore,standard
WORK-HCDN-10003,contractor,Value-Based Care,Cloud Infrastructure and Data Center,data engineer,hybrid,standard
WORK-HCDN-10004,managed-service role,Clinical Operations,Workplace and Contact Center,security,onsite,standard
WORK-HCDN-10005,employee,Revenue Cycle,Security Identity and Compliance,service desk,nearshore,standard
WORK-HCDN-10006,contractor,Patient Access,Integration and Interoperability,integration engineer,offshore,standard
WORK-HCDN-10007,managed-service role,Interoperability,ERP and Corporate Platforms,revenue-cycle analyst,hybrid,standard
WORK-HCDN-10008,employee,Population Health,Clinical and Epic AMS,quality analyst,onsite,critical knowledge holder
WORK-HCDN-10009,contractor,Health Plan Operations,Payer Platform Operations,AI product owner,nearshore,standard
WORK-HCDN-10010,managed-service role,Medicare Advantage,Data Analytics and AI,Epic analyst,offshore,transition sensitive
WORK-HCDN-10011,employee,Claims Operations,Revenue Cycle Technology,SQL/BI developer,hybrid,standard
WORK-HCDN-10012,contractor,Utilization Management,Cloud Infrastructure and Data Center,claims platform analyst,onsite,standard
WORK-HCDN-10013,managed-service role,Member Services,Workplace and Contact Center,cloud engineer,nearshore,standard
WORK-HCDN-10014,employee,Quality and Stars,Security Identity and Compliance,data engineer,offshore,standard
WORK-HCDN-10015,contractor,Risk Adjustment,Integration and Interoperability,security,hybrid,standard
WORK-HCDN-10016,managed-service role,Care Management,ERP and Corporate Platforms,service desk,onsite,critical knowledge holder
WORK-HCDN-10017,employee,Finance,Clinical and Epic AMS,integration engineer,nearshore,standard
WORK-HCDN-10018,contractor,Coding,Payer Platform Operations,revenue-cycle analyst,offshore,standard
WORK-HCDN-10019,managed-service role,Payer Contracting,Data Analytics and AI,quality analyst,hybrid,standard
WORK-HCDN-10020,employee,Digital Front Door,Revenue Cycle Technology,AI product owner,onsite,standard
WORK-HCDN-10021,contractor,Contact Center,Cloud Infrastructure and Data Center,Epic analyst,nearshore,transition sensitive
WORK-HCDN-10022,managed-service role,Ambulatory Care,Workplace and Contact Center,SQL/BI developer,offshore,standard
WORK-HCDN-10023,employee,Emergency Department,Security Identity and Compliance,claims platform analyst,hybrid,standard
WORK-HCDN-10024,contractor,Inpatient,Integration and Interoperability,cloud engineer,onsite,critical knowledge holder
WORK-HCDN-10025,managed-service role,Surgery,ERP and Corporate Platforms,data engineer,nearshore,standard
WORK-HCDN-10026,employee,Imaging,Clinical and Epic AMS,security,offshore,standard
WORK-HCDN-10027,contractor,Lab,Payer Platform Operations,service desk,hybrid,standard
WORK-HCDN-10028,managed-service role,Pharmacy,Data Analytics and AI,integration engineer,onsite,standard
WORK-HCDN-10029,employee,Oncology,Revenue Cycle Technology,revenue-cycle analyst,nearshore,standard
WORK-HCDN-10030,contractor,Cardiology,Cloud Infrastructure and Data Center,quality analyst,offshore,standard
WORK-HCDN-10031,managed-service role,Data and Analytics,Workplace and Contact Center,AI product owner,hybrid,standard
WORK-HCDN-10032,employee,Clinical Analytics,Security Identity and Compliance,Epic analyst,onsite,critical knowledge holder
WORK-HCDN-10033,contractor,Actuarial,Integration and Interoperability,SQL/BI developer,nearshore,standard
WORK-HCDN-10034,managed-service role,Departmental Reporting,ERP and Corporate Platforms,claims platform analyst,offshore,standard
WORK-HCDN-10035,employee,AI Transformation,Clinical and Epic AMS,cloud engineer,hybrid,standard
WORK-HCDN-10036,contractor,Technology,Payer Platform Operations,data engineer,onsite,standard
WORK-HCDN-10037,managed-service role,Security,Data Analytics and AI,security,nearshore,standard
WORK-HCDN-10038,employee,Procurement,Revenue Cycle Technology,service desk,offshore,standard
WORK-HCDN-10039,contractor,HR,Cloud Infrastructure and Data Center,integration engineer,hybrid,standard
WORK-HCDN-10040,managed-service role,Supply Chain,Workplace and Contact Center,revenue-cycle analyst,onsite,critical knowledge holder
WORK-HCDN-10041,employee,Privacy,Security Identity and Compliance,quality analyst,nearshore,standard
WORK-HCDN-10042,contractor,Compliance,Integration and Interoperability,AI product owner,offshore,standard
WORK-HCDN-10043,managed-service role,Provider Network,ERP and Corporate Platforms,Epic analyst,hybrid,transition sensitive
WORK-HCDN-10044,employee,Value-Based Care,Clinical and Epic AMS,SQL/BI developer,onsite,standard
WORK-HCDN-10045,contractor,Clinical Operations,Payer Platform Operations,claims platform analyst,nearshore,standard
WORK-HCDN-10046,managed-service role,Revenue Cycle,Data Analytics and AI,cloud engineer,offshore,standard
WORK-HCDN-10047,employee,Patient Access,Revenue Cycle Technology,data engineer,hybrid,standard
WORK-HCDN-10048,contractor,Interoperability,Cloud Infrastructure and Data Center,security,onsite,critical knowledge holder
WORK-HCDN-10049,managed-service role,Population Health,Workplace and Contact Center,service desk,nearshore,standard
WORK-HCDN-10050,employee,Health Plan Operations,Security Identity and Compliance,integration engineer,offshore,standard
WORK-HCDN-10051,contractor,Medicare Advantage,Integration and Interoperability,revenue-cycle analyst,hybrid,standard
WORK-HCDN-10052,managed-service role,Claims Operations,ERP and Corporate Platforms,quality analyst,onsite,standard
WORK-HCDN-10053,employee,Utilization Management,Clinical and Epic AMS,AI product owner,nearshore,standard
WORK-HCDN-10054,contractor,Member Services,Payer Platform Operations,Epic analyst,offshore,transition sensitive
WORK-HCDN-10055,managed-service role,Quality and Stars,Data Analytics and AI,SQL/BI developer,hybrid,standard
WORK-HCDN-10056,employee,Risk Adjustment,Revenue Cycle Technology,claims platform analyst,onsite,critical knowledge holder
WORK-HCDN-10057,contractor,Care Management,Cloud Infrastructure and Data Center,cloud engineer,nearshore,standard
WORK-HCDN-10058,managed-service role,Finance,Workplace and Contact Center,data engineer,offshore,standard
WORK-HCDN-10059,employee,Coding,Security Identity and Compliance,security,hybrid,standard
WORK-HCDN-10060,contractor,Payer Contracting,Integration and Interoperability,service desk,onsite,standard
WORK-HCDN-10061,managed-service role,Digital Front Door,ERP and Corporate Platforms,integration engineer,nearshore,standard
WORK-HCDN-10062,employee,Contact Center,Clinical and Epic AMS,revenue-cycle analyst,offshore,standard
WORK-HCDN-10063,contractor,Ambulatory Care,Payer Platform Operations,quality analyst,hybrid,standard
WORK-HCDN-10064,managed-service role,Emergency Department,Data Analytics and AI,AI product owner,onsite,critical knowledge holder
WORK-HCDN-10065,employee,Inpatient,Revenue Cycle Technology,Epic analyst,nearshore,transition sensitive
WORK-HCDN-10066,contractor,Surgery,Cloud Infrastructure and Data Center,SQL/BI developer,offshore,standard
WORK-HCDN-10067,managed-service role,Imaging,Workplace and Contact Center,claims platform analyst,hybrid,standard
WORK-HCDN-10068,employee,Lab,Security Identity and Compliance,cloud engineer,onsite,standard
WORK-HCDN-10069,contractor,Pharmacy,Integration and Interoperability,data engineer,nearshore,standard
WORK-HCDN-10070,managed-service role,Oncology,ERP and Corporate Platforms,security,offshore,standard
WORK-HCDN-10071,employee,Cardiology,Clinical and Epic AMS,service desk,hybrid,standard
WORK-HCDN-10072,contractor,Data and Analytics,Payer Platform Operations,integration engineer,onsite,critical knowledge holder
WORK-HCDN-10073,managed-service role,Clinical Analytics,Data Analytics and AI,revenue-cycle analyst,nearshore,standard
WORK-HCDN-10074,employee,Actuarial,Revenue Cycle Technology,quality analyst,offshore,standard
WORK-HCDN-10075,contractor,Departmental Reporting,Cloud Infrastructure and Data Center,AI product owner,hybrid,standard
WORK-HCDN-10076,managed-service role,AI Transformation,Workplace and Contact Center,Epic analyst,onsite,transition sensitive
WORK-HCDN-10077,employee,Technology,Security Identity and Compliance,SQL/BI developer,nearshore,standard
WORK-HCDN-10078,contractor,Security,Integration and Interoperability,claims platform analyst,offshore,standard
WORK-HCDN-10079,managed-service role,Procurement,ERP and Corporate Platforms,cloud engineer,hybrid,standard
WORK-HCDN-10080,employee,HR,Clinical and Epic AMS,data engineer,onsite,critical knowledge holder
WORK-HCDN-10081,contractor,Supply Chain,Payer Platform Operations,security,nearshore,standard
WORK-HCDN-10082,managed-service role,Privacy,Data Analytics and AI,service desk,offshore,standard
WORK-HCDN-10083,employee,Compliance,Revenue Cycle Technology,integration engineer,hybrid,standard
WORK-HCDN-10084,contractor,Provider Network,Cloud Infrastructure and Data Center,revenue-cycle analyst,onsite,standard
WORK-HCDN-10085,managed-service role,Value-Based Care,Workplace and Contact Center,quality analyst,nearshore,standard
WORK-HCDN-10086,employee,Clinical Operations,Security Identity and Compliance,AI product owner,offshore,standard
WORK-HCDN-10087,contractor,Revenue Cycle,Integration and Interoperability,Epic analyst,hybrid,transition sensitive
WORK-HCDN-10088,managed-service role,Patient Access,ERP and Corporate Platforms,SQL/BI developer,onsite,critical knowledge holder
WORK-HCDN-10089,employee,Interoperability,Clinical and Epic AMS,claims platform analyst,nearshore,standard
WORK-HCDN-10090,contractor,Population Health,Payer Platform Operations,cloud engineer,offshore,standard
WORK-HCDN-10091,managed-service role,Health Plan Operations,Data Analytics and AI,data engineer,hybrid,standard
WORK-HCDN-10092,employee,Medicare Advantage,Revenue Cycle Technology,security,onsite,standard
WORK-HCDN-10093,contractor,Claims Operations,Cloud Infrastructure and Data Center,service desk,nearshore,standard
WORK-HCDN-10094,managed-service role,Utilization Management,Workplace and Contact Center,integration engineer,offshore,standard
WORK-HCDN-10095,employee,Member Services,Security Identity and Compliance,revenue-cycle analyst,hybrid,standard
WORK-HCDN-10096,contractor,Quality and Stars,Integration and Interoperability,quality analyst,onsite,critical knowledge holder
WORK-HCDN-10097,managed-service role,Risk Adjustment,ERP and Corporate Platforms,AI product owner,nearshore,standard
WORK-HCDN-10098,employee,Care Management,Clinical and Epic AMS,Epic analyst,offshore,transition sensitive
WORK-HCDN-10099,contractor,Finance,Payer Platform Operations,SQL/BI developer,hybrid,standard
WORK-HCDN-10100,managed-service role,Coding,Data Analytics and AI,claims platform analyst,onsite,standard
WORK-HCDN-10101,employee,Payer Contracting,Revenue Cycle Technology,cloud engineer,nearshore,standard
WORK-HCDN-10102,contractor,Digital Front Door,Cloud Infrastructure and Data Center,data engineer,offshore,standard
WORK-HCDN-10103,managed-service role,Contact Center,Workplace and Contact Center,security,hybrid,standard
WORK-HCDN-10104,employee,Ambulatory Care,Security Identity and Compliance,service desk,onsite,critical knowledge holder
WORK-HCDN-10105,contractor,Emergency Department,Integration and Interoperability,integration engineer,nearshore,standard
WORK-HCDN-10106,managed-service role,Inpatient,ERP and Corporate Platforms,revenue-cycle analyst,offshore,standard
WORK-HCDN-10107,employee,Surgery,Clinical and Epic AMS,quality analyst,hybrid,standard
WORK-HCDN-10108,contractor,Imaging,Payer Platform Operations,AI product owner,onsite,standard
WORK-HCDN-10109,managed-service role,Lab,Data Analytics and AI,Epic analyst,nearshore,transition sensitive
WORK-HCDN-10110,employee,Pharmacy,Revenue Cycle Technology,SQL/BI developer,offshore,standard
WORK-HCDN-10111,contractor,Oncology,Cloud Infrastructure and Data Center,claims platform analyst,hybrid,standard
WORK-HCDN-10112,managed-service role,Cardiology,Workplace and Contact Center,cloud engineer,onsite,critical knowledge holder
WORK-HCDN-10113,employee,Data and Analytics,Security Identity and Compliance,data engineer,nearshore,standard
WORK-HCDN-10114,contractor,Clinical Analytics,Integration and Interoperability,security,offshore,standard
WORK-HCDN-10115,managed-service role,Actuarial,ERP and Corporate Platforms,service desk,hybrid,standard
WORK-HCDN-10116,employee,Departmental Reporting,Clinical and Epic AMS,integration engineer,onsite,standard
WORK-HCDN-10117,contractor,AI Transformation,Payer Platform Operations,revenue-cycle analyst,nearshore,standard
WORK-HCDN-10118,managed-service role,Technology,Data Analytics and AI,quality analyst,offshore,standard
WORK-HCDN-10119,employee,Security,Revenue Cycle Technology,AI product owner,hybrid,standard
WORK-HCDN-10120,contractor,Procurement,Cloud Infrastructure and Data Center,Epic analyst,onsite,critical knowledge holder
WORK-HCDN-10121,managed-service role,HR,Workplace and Contact Center,SQL/BI developer,nearshore,standard
WORK-HCDN-10122,employee,Supply Chain,Security Identity and Compliance,claims platform analyst,offshore,standard
WORK-HCDN-10123,contractor,Privacy,Integration and Interoperability,cloud engineer,hybrid,standard
WORK-HCDN-10124,managed-service role,Compliance,ERP and Corporate Platforms,data engineer,onsite,standard
WORK-HCDN-10125,employee,Provider Network,Clinical and Epic AMS,security,nearshore,standard
WORK-HCDN-10126,contractor,Value-Based Care,Payer Platform Operations,service desk,offshore,standard
WORK-HCDN-10127,managed-service role,Clinical Operations,Data Analytics and AI,integration engineer,hybrid,standard
WORK-HCDN-10128,employee,Revenue Cycle,Revenue Cycle Technology,revenue-cycle analyst,onsite,critical knowledge holder
WORK-HCDN-10129,contractor,Patient Access,Cloud Infrastructure and Data Center,quality analyst,nearshore,standard
WORK-HCDN-10130,managed-service role,Interoperability,Workplace and Contact Center,AI product owner,offshore,standard
WORK-HCDN-10131,employee,Population Health,Security Identity and Compliance,Epic analyst,hybrid,transition sensitive
WORK-HCDN-10132,contractor,Health Plan Operations,Integration and Interoperability,SQL/BI developer,onsite,standard
WORK-HCDN-10133,managed-service role,Medicare Advantage,ERP and Corporate Platforms,claims platform analyst,nearshore,standard
WORK-HCDN-10134,employee,Claims Operations,Clinical and Epic AMS,cloud engineer,offshore,standard
WORK-HCDN-10135,contractor,Utilization Management,Payer Platform Operations,data engineer,hybrid,standard
WORK-HCDN-10136,managed-service role,Member Services,Data Analytics and AI,security,onsite,critical knowledge holder
WORK-HCDN-10137,employee,Quality and Stars,Revenue Cycle Technology,service desk,nearshore,standard
