kpi_id,kpi_name,owner_function,population,disclosure_mode,direction,evidence_state,source_data_product_id,definition_state,source_id
KPI-HCDN-0472,Quality incentive attainment measure 0472,Surgery,Medicare Advantage,indexed,higher is better,source-backed candidate,DATA-HCDN-00473,regulatory use,SRC-HCDN-KPI-089
KPI-HCDN-0473,Digital adoption measure 0473,Imaging,Commercial,trend-only,lower is better,needs owner signoff,DATA-HCDN-00474,contractual incentive use,SRC-HCDN-KPI-090
KPI-HCDN-0474,Patient access cycle time measure 0474,Lab,Medicaid,withheld,within threshold,conflicting source,DATA-HCDN-00475,numerator in source,SRC-HCDN-KPI-091
KPI-HCDN-0475,Platform availability measure 0475,Pharmacy,Exchange,exact,binary gate,industry pattern only,DATA-HCDN-00476,denominator in source,SRC-HCDN-KPI-092
KPI-HCDN-0476,SQL batch success measure 0476,Oncology,Employer group,range,higher is better,source-backed candidate,DATA-HCDN-00477,exclusions to confirm,SRC-HCDN-KPI-093
KPI-HCDN-0477,Epic extract latency measure 0477,Cardiology,Dual eligible,indexed,lower is better,needs owner signoff,DATA-HCDN-00478,latency to confirm,SRC-HCDN-KPI-094
KPI-HCDN-0478,Azure use-case adoption measure 0478,Data and Analytics,Specialty/supplemental,trend-only,within threshold,conflicting source,DATA-HCDN-00479,regulatory use,SRC-HCDN-KPI-095
KPI-HCDN-0479,AWS transformation readiness measure 0479,Clinical Analytics,Provider enterprise,withheld,binary gate,industry pattern only,DATA-HCDN-00480,contractual incentive use,SRC-HCDN-KPI-096
KPI-HCDN-0480,Star Rating overall measure 0480,Actuarial,Medicare Advantage,exact,higher is better,source-backed candidate,DATA-HCDN-00481,numerator in source,SRC-HCDN-KPI-001
KPI-HCDN-0481,Medication adherence measure 0481,Departmental Reporting,Commercial,range,lower is better,needs owner signoff,DATA-HCDN-00482,denominator in source,SRC-HCDN-KPI-002
KPI-HCDN-0482,Diabetes HbA1c control measure 0482,AI Transformation,Medicaid,indexed,within threshold,conflicting source,DATA-HCDN-00483,exclusions to confirm,SRC-HCDN-KPI-003
KPI-HCDN-0483,Breast cancer screening measure 0483,Technology,Exchange,trend-only,binary gate,industry pattern only,DATA-HCDN-00484,latency to confirm,SRC-HCDN-KPI-004
KPI-HCDN-0484,CAHPS getting care quickly measure 0484,Security,Employer group,withheld,higher is better,source-backed candidate,DATA-HCDN-00485,regulatory use,SRC-HCDN-KPI-005
KPI-HCDN-0485,RAF coding completeness measure 0485,Procurement,Dual eligible,exact,lower is better,needs owner signoff,DATA-HCDN-00486,contractual incentive use,SRC-HCDN-KPI-006
KPI-HCDN-0486,Encounter submission acceptance measure 0486,HR,Specialty/supplemental,range,within threshold,conflicting source,DATA-HCDN-00487,numerator in source,SRC-HCDN-KPI-007
KPI-HCDN-0487,Care-gap closure measure 0487,Supply Chain,Provider enterprise,indexed,binary gate,industry pattern only,DATA-HCDN-00488,denominator in source,SRC-HCDN-KPI-008
KPI-HCDN-0488,Readmission rate measure 0488,Privacy,Medicare Advantage,trend-only,higher is better,source-backed candidate,DATA-HCDN-00489,exclusions to confirm,SRC-HCDN-KPI-009
KPI-HCDN-0489,Length of stay measure 0489,Compliance,Commercial,withheld,lower is better,needs owner signoff,DATA-HCDN-00490,latency to confirm,SRC-HCDN-KPI-010
KPI-HCDN-0490,ED throughput measure 0490,Provider Network,Medicaid,exact,within threshold,conflicting source,DATA-HCDN-00491,regulatory use,SRC-HCDN-KPI-011
KPI-HCDN-0491,Surgery utilization measure 0491,Value-Based Care,Exchange,range,binary gate,industry pattern only,DATA-HCDN-00492,contractual incentive use,SRC-HCDN-KPI-012
KPI-HCDN-0492,Bed occupancy measure 0492,Clinical Operations,Employer group,indexed,higher is better,source-backed candidate,DATA-HCDN-00493,numerator in source,SRC-HCDN-KPI-013
KPI-HCDN-0493,Referral leakage measure 0493,Revenue Cycle,Dual eligible,trend-only,lower is better,needs owner signoff,DATA-HCDN-00494,denominator in source,SRC-HCDN-KPI-014
KPI-HCDN-0494,Prior-auth turnaround measure 0494,Patient Access,Specialty/supplemental,withheld,within threshold,conflicting source,DATA-HCDN-00495,exclusions to confirm,SRC-HCDN-KPI-015
KPI-HCDN-0495,Denial rate measure 0495,Interoperability,Provider enterprise,exact,binary gate,industry pattern only,DATA-HCDN-00496,latency to confirm,SRC-HCDN-KPI-016
KPI-HCDN-0496,Clean-claim rate measure 0496,Population Health,Medicare Advantage,range,higher is better,source-backed candidate,DATA-HCDN-00497,regulatory use,SRC-HCDN-KPI-017
KPI-HCDN-0497,Days in A/R measure 0497,Health Plan Operations,Commercial,indexed,lower is better,needs owner signoff,DATA-HCDN-00498,contractual incentive use,SRC-HCDN-KPI-018
KPI-HCDN-0498,Contact-center service level measure 0498,Medicare Advantage,Medicaid,trend-only,within threshold,conflicting source,DATA-HCDN-00499,numerator in source,SRC-HCDN-KPI-019
KPI-HCDN-0499,Member retention measure 0499,Claims Operations,Exchange,withheld,binary gate,industry pattern only,DATA-HCDN-00500,denominator in source,SRC-HCDN-KPI-020
KPI-HCDN-0500,Provider-directory accuracy measure 0500,Utilization Management,Employer group,exact,higher is better,source-backed candidate,DATA-HCDN-00501,exclusions to confirm,SRC-HCDN-KPI-021
KPI-HCDN-0501,Network adequacy measure 0501,Member Services,Dual eligible,range,lower is better,needs owner signoff,DATA-HCDN-00502,latency to confirm,SRC-HCDN-KPI-022
KPI-HCDN-0502,Claims leakage measure 0502,Quality and Stars,Specialty/supplemental,indexed,within threshold,conflicting source,DATA-HCDN-00503,regulatory use,SRC-HCDN-KPI-023
KPI-HCDN-0503,Medical cost trend measure 0503,Risk Adjustment,Provider enterprise,trend-only,binary gate,industry pattern only,DATA-HCDN-00504,contractual incentive use,SRC-HCDN-KPI-024
KPI-HCDN-0504,Quality incentive attainment measure 0504,Care Management,Medicare Advantage,withheld,higher is better,source-backed candidate,DATA-HCDN-00505,numerator in source,SRC-HCDN-KPI-025
KPI-HCDN-0505,Digital adoption measure 0505,Finance,Commercial,exact,lower is better,needs owner signoff,DATA-HCDN-00506,denominator in source,SRC-HCDN-KPI-026
KPI-HCDN-0506,Patient access cycle time measure 0506,Coding,Medicaid,range,within threshold,conflicting source,DATA-HCDN-00507,exclusions to confirm,SRC-HCDN-KPI-027
KPI-HCDN-0507,Platform availability measure 0507,Payer Contracting,Exchange,indexed,binary gate,industry pattern only,DATA-HCDN-00508,latency to confirm,SRC-HCDN-KPI-028
KPI-HCDN-0508,SQL batch success measure 0508,Digital Front Door,Employer group,trend-only,higher is better,source-backed candidate,DATA-HCDN-00509,regulatory use,SRC-HCDN-KPI-029
KPI-HCDN-0509,Epic extract latency measure 0509,Contact Center,Dual eligible,withheld,lower is better,needs owner signoff,DATA-HCDN-00510,contractual incentive use,SRC-HCDN-KPI-030
KPI-HCDN-0510,Azure use-case adoption measure 0510,Ambulatory Care,Specialty/supplemental,exact,within threshold,conflicting source,DATA-HCDN-00511,numerator in source,SRC-HCDN-KPI-031
KPI-HCDN-0511,AWS transformation readiness measure 0511,Emergency Department,Provider enterprise,range,binary gate,industry pattern only,DATA-HCDN-00512,denominator in source,SRC-HCDN-KPI-032
KPI-HCDN-0512,Star Rating overall measure 0512,Inpatient,Medicare Advantage,indexed,higher is better,source-backed candidate,DATA-HCDN-00513,exclusions to confirm,SRC-HCDN-KPI-033
KPI-HCDN-0513,Medication adherence measure 0513,Surgery,Commercial,trend-only,lower is better,needs owner signoff,DATA-HCDN-00514,latency to confirm,SRC-HCDN-KPI-034
KPI-HCDN-0514,Diabetes HbA1c control measure 0514,Imaging,Medicaid,withheld,within threshold,conflicting source,DATA-HCDN-00515,regulatory use,SRC-HCDN-KPI-035
KPI-HCDN-0515,Breast cancer screening measure 0515,Lab,Exchange,exact,binary gate,industry pattern only,DATA-HCDN-00516,contractual incentive use,SRC-HCDN-KPI-036
KPI-HCDN-0516,CAHPS getting care quickly measure 0516,Pharmacy,Employer group,range,higher is better,source-backed candidate,DATA-HCDN-00517,numerator in source,SRC-HCDN-KPI-037
KPI-HCDN-0517,RAF coding completeness measure 0517,Oncology,Dual eligible,indexed,lower is better,needs owner signoff,DATA-HCDN-00518,denominator in source,SRC-HCDN-KPI-038
KPI-HCDN-0518,Encounter submission acceptance measure 0518,Cardiology,Specialty/supplemental,trend-only,within threshold,conflicting source,DATA-HCDN-00519,exclusions to confirm,SRC-HCDN-KPI-039
KPI-HCDN-0519,Care-gap closure measure 0519,Data and Analytics,Provider enterprise,withheld,binary gate,industry pattern only,DATA-HCDN-00520,latency to confirm,SRC-HCDN-KPI-040
KPI-HCDN-0520,Readmission rate measure 0520,Clinical Analytics,Medicare Advantage,exact,higher is better,source-backed candidate,DATA-HCDN-00521,regulatory use,SRC-HCDN-KPI-041
KPI-HCDN-0521,Length of stay measure 0521,Actuarial,Commercial,range,lower is better,needs owner signoff,DATA-HCDN-00522,contractual incentive use,SRC-HCDN-KPI-042
KPI-HCDN-0522,ED throughput measure 0522,Departmental Reporting,Medicaid,indexed,within threshold,conflicting source,DATA-HCDN-00523,numerator in source,SRC-HCDN-KPI-043
KPI-HCDN-0523,Surgery utilization measure 0523,AI Transformation,Exchange,trend-only,binary gate,industry pattern only,DATA-HCDN-00524,denominator in source,SRC-HCDN-KPI-044
KPI-HCDN-0524,Bed occupancy measure 0524,Technology,Employer group,withheld,higher is better,source-backed candidate,DATA-HCDN-00525,exclusions to confirm,SRC-HCDN-KPI-045
KPI-HCDN-0525,Referral leakage measure 0525,Security,Dual eligible,exact,lower is better,needs owner signoff,DATA-HCDN-00526,latency to confirm,SRC-HCDN-KPI-046
KPI-HCDN-0526,Prior-auth turnaround measure 0526,Procurement,Specialty/supplemental,range,within threshold,conflicting source,DATA-HCDN-00527,regulatory use,SRC-HCDN-KPI-047
KPI-HCDN-0527,Denial rate measure 0527,HR,Provider enterprise,indexed,binary gate,industry pattern only,DATA-HCDN-00528,contractual incentive use,SRC-HCDN-KPI-048
KPI-HCDN-0528,Clean-claim rate measure 0528,Supply Chain,Medicare Advantage,trend-only,higher is better,source-backed candidate,DATA-HCDN-00529,numerator in source,SRC-HCDN-KPI-049
KPI-HCDN-0529,Days in A/R measure 0529,Privacy,Commercial,withheld,lower is better,needs owner signoff,DATA-HCDN-00530,denominator in source,SRC-HCDN-KPI-050
KPI-HCDN-0530,Contact-center service level measure 0530,Compliance,Medicaid,exact,within threshold,conflicting source,DATA-HCDN-00531,exclusions to confirm,SRC-HCDN-KPI-051
KPI-HCDN-0531,Member retention measure 0531,Provider Network,Exchange,range,binary gate,industry pattern only,DATA-HCDN-00532,latency to confirm,SRC-HCDN-KPI-052
KPI-HCDN-0532,Provider-directory accuracy measure 0532,Value-Based Care,Employer group,indexed,higher is better,source-backed candidate,DATA-HCDN-00533,regulatory use,SRC-HCDN-KPI-053
KPI-HCDN-0533,Network adequacy measure 0533,Clinical Operations,Dual eligible,trend-only,lower is better,needs owner signoff,DATA-HCDN-00534,contractual incentive use,SRC-HCDN-KPI-054
KPI-HCDN-0534,Claims leakage measure 0534,Revenue Cycle,Specialty/supplemental,withheld,within threshold,conflicting source,DATA-HCDN-00535,numerator in source,SRC-HCDN-KPI-055
KPI-HCDN-0535,Medical cost trend measure 0535,Patient Access,Provider enterprise,exact,binary gate,industry pattern only,DATA-HCDN-00536,denominator in source,SRC-HCDN-KPI-056
KPI-HCDN-0536,Quality incentive attainment measure 0536,Interoperability,Medicare Advantage,range,higher is better,source-backed candidate,DATA-HCDN-00537,exclusions to confirm,SRC-HCDN-KPI-057
KPI-HCDN-0537,Digital adoption measure 0537,Population Health,Commercial,indexed,lower is better,needs owner signoff,DATA-HCDN-00538,latency to confirm,SRC-HCDN-KPI-058
KPI-HCDN-0538,Patient access cycle time measure 0538,Health Plan Operations,Medicaid,trend-only,within threshold,conflicting source,DATA-HCDN-00539,regulatory use,SRC-HCDN-KPI-059
KPI-HCDN-0539,Platform availability measure 0539,Medicare Advantage,Exchange,withheld,binary gate,industry pattern only,DATA-HCDN-00540,contractual incentive use,SRC-HCDN-KPI-060
KPI-HCDN-0540,SQL batch success measure 0540,Claims Operations,Employer group,exact,higher is better,source-backed candidate,DATA-HCDN-00541,numerator in source,SRC-HCDN-KPI-061
KPI-HCDN-0541,Epic extract latency measure 0541,Utilization Management,Dual eligible,range,lower is better,needs owner signoff,DATA-HCDN-00542,denominator in source,SRC-HCDN-KPI-062
KPI-HCDN-0542,Azure use-case adoption measure 0542,Member Services,Specialty/supplemental,indexed,within threshold,conflicting source,DATA-HCDN-00543,exclusions to confirm,SRC-HCDN-KPI-063
KPI-HCDN-0543,AWS transformation readiness measure 0543,Quality and Stars,Provider enterprise,trend-only,binary gate,industry pattern only,DATA-HCDN-00544,latency to confirm,SRC-HCDN-KPI-064
KPI-HCDN-0544,Star Rating overall measure 0544,Risk Adjustment,Medicare Advantage,withheld,higher is better,source-backed candidate,DATA-HCDN-00545,regulatory use,SRC-HCDN-KPI-065
KPI-HCDN-0545,Medication adherence measure 0545,Care Management,Commercial,exact,lower is better,needs owner signoff,DATA-HCDN-00546,contractual incentive use,SRC-HCDN-KPI-066
KPI-HCDN-0546,Diabetes HbA1c control measure 0546,Finance,Medicaid,range,within threshold,conflicting source,DATA-HCDN-00547,numerator in source,SRC-HCDN-KPI-067
KPI-HCDN-0547,Breast cancer screening measure 0547,Coding,Exchange,indexed,binary gate,industry pattern only,DATA-HCDN-00548,denominator in source,SRC-HCDN-KPI-068
KPI-HCDN-0548,CAHPS getting care quickly measure 0548,Payer Contracting,Employer group,trend-only,higher is better,source-backed candidate,DATA-HCDN-00549,exclusions to confirm,SRC-HCDN-KPI-069
KPI-HCDN-0549,RAF coding completeness measure 0549,Digital Front Door,Dual eligible,withheld,lower is better,needs owner signoff,DATA-HCDN-00550,latency to confirm,SRC-HCDN-KPI-070
KPI-HCDN-0550,Encounter submission acceptance measure 0550,Contact Center,Specialty/supplemental,exact,within threshold,conflicting source,DATA-HCDN-00551,regulatory use,SRC-HCDN-KPI-071
KPI-HCDN-0551,Care-gap closure measure 0551,Ambulatory Care,Provider enterprise,range,binary gate,industry pattern only,DATA-HCDN-00552,contractual incentive use,SRC-HCDN-KPI-072
KPI-HCDN-0552,Readmission rate measure 0552,Emergency Department,Medicare Advantage,indexed,higher is better,source-backed candidate,DATA-HCDN-00553,numerator in source,SRC-HCDN-KPI-073
KPI-HCDN-0553,Length of stay measure 0553,Inpatient,Commercial,trend-only,lower is better,needs owner signoff,DATA-HCDN-00554,denominator in source,SRC-HCDN-KPI-074
KPI-HCDN-0554,ED throughput measure 0554,Surgery,Medicaid,withheld,within threshold,conflicting source,DATA-HCDN-00555,exclusions to confirm,SRC-HCDN-KPI-075
KPI-HCDN-0555,Surgery utilization measure 0555,Imaging,Exchange,exact,binary gate,industry pattern only,DATA-HCDN-00556,latency to confirm,SRC-HCDN-KPI-076
KPI-HCDN-0556,Bed occupancy measure 0556,Lab,Employer group,range,higher is better,source-backed candidate,DATA-HCDN-00557,regulatory use,SRC-HCDN-KPI-077
KPI-HCDN-0557,Referral leakage measure 0557,Pharmacy,Dual eligible,indexed,lower is better,needs owner signoff,DATA-HCDN-00558,contractual incentive use,SRC-HCDN-KPI-078
KPI-HCDN-0558,Prior-auth turnaround measure 0558,Oncology,Specialty/supplemental,trend-only,within threshold,conflicting source,DATA-HCDN-00559,numerator in source,SRC-HCDN-KPI-079
KPI-HCDN-0559,Denial rate measure 0559,Cardiology,Provider enterprise,withheld,binary gate,industry pattern only,DATA-HCDN-00560,denominator in source,SRC-HCDN-KPI-080
KPI-HCDN-0560,Clean-claim rate measure 0560,Data and Analytics,Medicare Advantage,exact,higher is better,source-backed candidate,DATA-HCDN-00561,exclusions to confirm,SRC-HCDN-KPI-081
KPI-HCDN-0561,Days in A/R measure 0561,Clinical Analytics,Commercial,range,lower is better,needs owner signoff,DATA-HCDN-00562,latency to confirm,SRC-HCDN-KPI-082
KPI-HCDN-0562,Contact-center service level measure 0562,Actuarial,Medicaid,indexed,within threshold,conflicting source,DATA-HCDN-00563,regulatory use,SRC-HCDN-KPI-083
KPI-HCDN-0563,Member retention measure 0563,Departmental Reporting,Exchange,trend-only,binary gate,industry pattern only,DATA-HCDN-00564,contractual incentive use,SRC-HCDN-KPI-084
KPI-HCDN-0564,Provider-directory accuracy measure 0564,AI Transformation,Employer group,withheld,higher is better,source-backed candidate,DATA-HCDN-00565,numerator in source,SRC-HCDN-KPI-085
KPI-HCDN-0565,Network adequacy measure 0565,Technology,Dual eligible,exact,lower is better,needs owner signoff,DATA-HCDN-00566,denominator in source,SRC-HCDN-KPI-086
KPI-HCDN-0566,Claims leakage measure 0566,Security,Specialty/supplemental,range,within threshold,conflicting source,DATA-HCDN-00567,exclusions to confirm,SRC-HCDN-KPI-087
KPI-HCDN-0567,Medical cost trend measure 0567,Procurement,Provider enterprise,indexed,binary gate,industry pattern only,DATA-HCDN-00568,latency to confirm,SRC-HCDN-KPI-088
KPI-HCDN-0568,Quality incentive attainment measure 0568,HR,Medicare Advantage,trend-only,higher is better,source-backed candidate,DATA-HCDN-00569,regulatory use,SRC-HCDN-KPI-089
KPI-HCDN-0569,Digital adoption measure 0569,Supply Chain,Commercial,withheld,lower is better,needs owner signoff,DATA-HCDN-00570,contractual incentive use,SRC-HCDN-KPI-090
KPI-HCDN-0570,Patient access cycle time measure 0570,Privacy,Medicaid,exact,within threshold,conflicting source,DATA-HCDN-00571,numerator in source,SRC-HCDN-KPI-091
KPI-HCDN-0571,Platform availability measure 0571,Compliance,Exchange,range,binary gate,industry pattern only,DATA-HCDN-00572,denominator in source,SRC-HCDN-KPI-092
KPI-HCDN-0572,SQL batch success measure 0572,Provider Network,Employer group,indexed,higher is better,source-backed candidate,DATA-HCDN-00573,exclusions to confirm,SRC-HCDN-KPI-093
KPI-HCDN-0573,Epic extract latency measure 0573,Value-Based Care,Dual eligible,trend-only,lower is better,needs owner signoff,DATA-HCDN-00574,latency to confirm,SRC-HCDN-KPI-094
KPI-HCDN-0574,Azure use-case adoption measure 0574,Clinical Operations,Specialty/supplemental,withheld,within threshold,conflicting source,DATA-HCDN-00575,regulatory use,SRC-HCDN-KPI-095
KPI-HCDN-0575,AWS transformation readiness measure 0575,Revenue Cycle,Provider enterprise,exact,binary gate,industry pattern only,DATA-HCDN-00576,contractual incentive use,SRC-HCDN-KPI-096
KPI-HCDN-0576,Star Rating overall measure 0576,Patient Access,Medicare Advantage,range,higher is better,source-backed candidate,DATA-HCDN-00577,numerator in source,SRC-HCDN-KPI-001
KPI-HCDN-0577,Medication adherence measure 0577,Interoperability,Commercial,indexed,lower is better,needs owner signoff,DATA-HCDN-00578,denominator in source,SRC-HCDN-KPI-002
KPI-HCDN-0578,Diabetes HbA1c control measure 0578,Population Health,Medicaid,trend-only,within threshold,conflicting source,DATA-HCDN-00579,exclusions to confirm,SRC-HCDN-KPI-003
KPI-HCDN-0579,Breast cancer screening measure 0579,Health Plan Operations,Exchange,withheld,binary gate,industry pattern only,DATA-HCDN-00580,latency to confirm,SRC-HCDN-KPI-004
KPI-HCDN-0580,CAHPS getting care quickly measure 0580,Medicare Advantage,Employer group,exact,higher is better,source-backed candidate,DATA-HCDN-00581,regulatory use,SRC-HCDN-KPI-005
KPI-HCDN-0581,RAF coding completeness measure 0581,Claims Operations,Dual eligible,range,lower is better,needs owner signoff,DATA-HCDN-00582,contractual incentive use,SRC-HCDN-KPI-006
KPI-HCDN-0582,Encounter submission acceptance measure 0582,Utilization Management,Specialty/supplemental,indexed,within threshold,conflicting source,DATA-HCDN-00583,numerator in source,SRC-HCDN-KPI-007
KPI-HCDN-0583,Care-gap closure measure 0583,Member Services,Provider enterprise,trend-only,binary gate,industry pattern only,DATA-HCDN-00584,denominator in source,SRC-HCDN-KPI-008
KPI-HCDN-0584,Readmission rate measure 0584,Quality and Stars,Medicare Advantage,withheld,higher is better,source-backed candidate,DATA-HCDN-00585,exclusions to confirm,SRC-HCDN-KPI-009
KPI-HCDN-0585,Length of stay measure 0585,Risk Adjustment,Commercial,exact,lower is better,needs owner signoff,DATA-HCDN-00586,latency to confirm,SRC-HCDN-KPI-010
KPI-HCDN-0586,ED throughput measure 0586,Care Management,Medicaid,range,within threshold,conflicting source,DATA-HCDN-00587,regulatory use,SRC-HCDN-KPI-011
KPI-HCDN-0587,Surgery utilization measure 0587,Finance,Exchange,indexed,binary gate,industry pattern only,DATA-HCDN-00588,contractual incentive use,SRC-HCDN-KPI-012
KPI-HCDN-0588,Bed occupancy measure 0588,Coding,Employer group,trend-only,higher is better,source-backed candidate,DATA-HCDN-00589,numerator in source,SRC-HCDN-KPI-013
KPI-HCDN-0589,Referral leakage measure 0589,Payer Contracting,Dual eligible,withheld,lower is better,needs owner signoff,DATA-HCDN-00590,denominator in source,SRC-HCDN-KPI-014
KPI-HCDN-0590,Prior-auth turnaround measure 0590,Digital Front Door,Specialty/supplemental,exact,within threshold,conflicting source,DATA-HCDN-00591,exclusions to confirm,SRC-HCDN-KPI-015
KPI-HCDN-0591,Denial rate measure 0591,Contact Center,Provider enterprise,range,binary gate,industry pattern only,DATA-HCDN-00592,latency to confirm,SRC-HCDN-KPI-016
KPI-HCDN-0592,Clean-claim rate measure 0592,Ambulatory Care,Medicare Advantage,indexed,higher is better,source-backed candidate,DATA-HCDN-00593,regulatory use,SRC-HCDN-KPI-017
KPI-HCDN-0593,Days in A/R measure 0593,Emergency Department,Commercial,trend-only,lower is better,needs owner signoff,DATA-HCDN-00594,contractual incentive use,SRC-HCDN-KPI-018
KPI-HCDN-0594,Contact-center service level measure 0594,Inpatient,Medicaid,withheld,within threshold,conflicting source,DATA-HCDN-00595,numerator in source,SRC-HCDN-KPI-019
KPI-HCDN-0595,Member retention measure 0595,Surgery,Exchange,exact,binary gate,industry pattern only,DATA-HCDN-00596,denominator in source,SRC-HCDN-KPI-020
KPI-HCDN-0596,Provider-directory accuracy measure 0596,Imaging,Employer group,range,higher is better,source-backed candidate,DATA-HCDN-00597,exclusions to confirm,SRC-HCDN-KPI-021
KPI-HCDN-0597,Network adequacy measure 0597,Lab,Dual eligible,indexed,lower is better,needs owner signoff,DATA-HCDN-00598,latency to confirm,SRC-HCDN-KPI-022
KPI-HCDN-0598,Claims leakage measure 0598,Pharmacy,Specialty/supplemental,trend-only,within threshold,conflicting source,DATA-HCDN-00599,regulatory use,SRC-HCDN-KPI-023
KPI-HCDN-0599,Medical cost trend measure 0599,Oncology,Provider enterprise,withheld,binary gate,industry pattern only,DATA-HCDN-00600,contractual incentive use,SRC-HCDN-KPI-024
KPI-HCDN-0600,Quality incentive attainment measure 0600,Cardiology,Medicare Advantage,exact,higher is better,source-backed candidate,DATA-HCDN-00601,numerator in source,SRC-HCDN-KPI-025
KPI-HCDN-0601,Digital adoption measure 0601,Data and Analytics,Commercial,range,lower is better,needs owner signoff,DATA-HCDN-00602,denominator in source,SRC-HCDN-KPI-026
KPI-HCDN-0602,Patient access cycle time measure 0602,Clinical Analytics,Medicaid,indexed,within threshold,conflicting source,DATA-HCDN-00603,exclusions to confirm,SRC-HCDN-KPI-027
KPI-HCDN-0603,Platform availability measure 0603,Actuarial,Exchange,trend-only,binary gate,industry pattern only,DATA-HCDN-00604,latency to confirm,SRC-HCDN-KPI-028
KPI-HCDN-0604,SQL batch success measure 0604,Departmental Reporting,Employer group,withheld,higher is better,source-backed candidate,DATA-HCDN-00605,regulatory use,SRC-HCDN-KPI-029
KPI-HCDN-0605,Epic extract latency measure 0605,AI Transformation,Dual eligible,exact,lower is better,needs owner signoff,DATA-HCDN-00606,contractual incentive use,SRC-HCDN-KPI-030
KPI-HCDN-0606,Azure use-case adoption measure 0606,Technology,Specialty/supplemental,range,within threshold,conflicting source,DATA-HCDN-00607,numerator in source,SRC-HCDN-KPI-031
KPI-HCDN-0607,AWS transformation readiness measure 0607,Security,Provider enterprise,indexed,binary gate,industry pattern only,DATA-HCDN-00608,denominator in source,SRC-HCDN-KPI-032
KPI-HCDN-0608,Star Rating overall measure 0608,Procurement,Medicare Advantage,trend-only,higher is better,source-backed candidate,DATA-HCDN-00609,exclusions to confirm,SRC-HCDN-KPI-033
KPI-HCDN-0609,Medication adherence measure 0609,HR,Commercial,withheld,lower is better,needs owner signoff,DATA-HCDN-00610,latency to confirm,SRC-HCDN-KPI-034
KPI-HCDN-0610,Diabetes HbA1c control measure 0610,Supply Chain,Medicaid,exact,within threshold,conflicting source,DATA-HCDN-00611,regulatory use,SRC-HCDN-KPI-035
KPI-HCDN-0611,Breast cancer screening measure 0611,Privacy,Exchange,range,binary gate,industry pattern only,DATA-HCDN-00612,contractual incentive use,SRC-HCDN-KPI-036
KPI-HCDN-0612,CAHPS getting care quickly measure 0612,Compliance,Employer group,indexed,higher is better,source-backed candidate,DATA-HCDN-00613,numerator in source,SRC-HCDN-KPI-037
KPI-HCDN-0613,RAF coding completeness measure 0613,Provider Network,Dual eligible,trend-only,lower is better,needs owner signoff,DATA-HCDN-00614,denominator in source,SRC-HCDN-KPI-038
KPI-HCDN-0614,Encounter submission acceptance measure 0614,Value-Based Care,Specialty/supplemental,withheld,within threshold,conflicting source,DATA-HCDN-00615,exclusions to confirm,SRC-HCDN-KPI-039
KPI-HCDN-0615,Care-gap closure measure 0615,Clinical Operations,Provider enterprise,exact,binary gate,industry pattern only,DATA-HCDN-00616,latency to confirm,SRC-HCDN-KPI-040
KPI-HCDN-0616,Readmission rate measure 0616,Revenue Cycle,Medicare Advantage,range,higher is better,source-backed candidate,DATA-HCDN-00617,regulatory use,SRC-HCDN-KPI-041
KPI-HCDN-0617,Length of stay measure 0617,Patient Access,Commercial,indexed,lower is better,needs owner signoff,DATA-HCDN-00618,contractual incentive use,SRC-HCDN-KPI-042
KPI-HCDN-0618,ED throughput measure 0618,Interoperability,Medicaid,trend-only,within threshold,conflicting source,DATA-HCDN-00619,numerator in source,SRC-HCDN-KPI-043
KPI-HCDN-0619,Surgery utilization measure 0619,Population Health,Exchange,withheld,binary gate,industry pattern only,DATA-HCDN-00620,denominator in source,SRC-HCDN-KPI-044
KPI-HCDN-0620,Bed occupancy measure 0620,Health Plan Operations,Employer group,exact,higher is better,source-backed candidate,DATA-HCDN-00621,exclusions to confirm,SRC-HCDN-KPI-045
KPI-HCDN-0621,Referral leakage measure 0621,Medicare Advantage,Dual eligible,range,lower is better,needs owner signoff,DATA-HCDN-00622,latency to confirm,SRC-HCDN-KPI-046
KPI-HCDN-0622,Prior-auth turnaround measure 0622,Claims Operations,Specialty/supplemental,indexed,within threshold,conflicting source,DATA-HCDN-00623,regulatory use,SRC-HCDN-KPI-047
KPI-HCDN-0623,Denial rate measure 0623,Utilization Management,Provider enterprise,trend-only,binary gate,industry pattern only,DATA-HCDN-00624,contractual incentive use,SRC-HCDN-KPI-048
KPI-HCDN-0624,Clean-claim rate measure 0624,Member Services,Medicare Advantage,withheld,higher is better,source-backed candidate,DATA-HCDN-00625,numerator in source,SRC-HCDN-KPI-049
KPI-HCDN-0625,Days in A/R measure 0625,Quality and Stars,Commercial,exact,lower is better,needs owner signoff,DATA-HCDN-00626,denominator in source,SRC-HCDN-KPI-050
KPI-HCDN-0626,Contact-center service level measure 0626,Risk Adjustment,Medicaid,range,within threshold,conflicting source,DATA-HCDN-00627,exclusions to confirm,SRC-HCDN-KPI-051
KPI-HCDN-0627,Member retention measure 0627,Care Management,Exchange,indexed,binary gate,industry pattern only,DATA-HCDN-00628,latency to confirm,SRC-HCDN-KPI-052
KPI-HCDN-0628,Provider-directory accuracy measure 0628,Finance,Employer group,trend-only,higher is better,source-backed candidate,DATA-HCDN-00629,regulatory use,SRC-HCDN-KPI-053
