template_file,sheet_name,business_object_family,column_name,business_metadata_name,business_definition,data_type,required_level,required_for_surfaces,allowed_answer_types,not_allowed_claims,allowed_values,source_provenance_rule,example_value
templates/V6_12_relationships.csv,12 Relationships,relationship,to_object_family,To Object Family,Business object family at the end of the relationship.,enum,required,All,relationship routing,Do not use raw table names.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_12_relationships.csv,12 Relationships,relationship,to_record_id,To Record ID,Record ID at the end of the relationship.,text,required,All,graph joins,Do not join by display text alone.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_12_relationships.csv,12 Relationships,relationship,evidence_basis,Relationship Evidence Basis,Source or reason proving the relationship exists.,text,required,All,trust and citation,Do not create inferred edges without labeling them.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_12_relationships.csv,12 Relationships,relationship,relationship_confidence,Relationship Confidence,Confidence level of the relationship edge.,enum,required,All,graph trust and answer caveats,Do not traverse low-confidence edges without caveat.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_13_evidence_sources.csv,13 Evidence Sources,evidence_source,tenant_key,Tenant Key,Canonical tenant identifier used to isolate all client data and answer context.,text,required,all,tenant data isolation and client identity,Do not answer unless the tenant key matches the signed-in tenant.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,Industrial Demo-industries
templates/V6_13_evidence_sources.csv,13 Evidence Sources,evidence_source,client_display_name,Client Display Name,Human-readable client name shown in experience surfaces and reports.,text,required,all,client-facing naming and narrative,Do not infer from tenant key if absent.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,Airline Demo
templates/V6_13_evidence_sources.csv,13 Evidence Sources,evidence_source,v6_contract_version,V6 Contract Version,Version of the V6 template contract used to create this row.,text,required,all,schema compatibility and loader routing,Do not mix rows from different contracts without migration notes.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,v6.0
templates/V6_13_evidence_sources.csv,13 Evidence Sources,evidence_source,business_object_family,Business Object Family,Business domain family represented by the row.,enum,required,all,"routing, packet assembly, and tab grouping",Do not expose raw table names as business categories.,enterprise_profile|business_function|org_ownership|workforce_persona|application_system|infrastructure_cloud|data_asset_integration|vendor_contract|spend_value|program_initiative|ai_initiative|operations_risk_control|relationship|evidence_source|metric_definition|industry_corpus_pattern|expert_lens,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,evidence_source
templates/V6_13_evidence_sources.csv,13 Evidence Sources,evidence_source,record_id,Business Record ID,Stable client-unique identifier for the business object.,text,required,all,"citations, joins, relationships, and refresh reconciliation",Do not generate a new ID on refresh for the same real object.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,EVIDENCE_SOURCE-001
templates/V6_13_evidence_sources.csv,13 Evidence Sources,evidence_source,record_name,Business Record Name,Business-readable name of the object.,text,required,all,executive-readable answers and UI cards,Do not answer with only record IDs when names are available.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,Example business object
templates/V6_13_evidence_sources.csv,13 Evidence Sources,evidence_source,source_system,Source System,"System, document, export, or owner-provided source from which the row was derived.",text,required,all,source grounding and evidence lineage,Do not claim system-of-record status unless source_basis says so.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,client_system_export
templates/V6_13_evidence_sources.csv,13 Evidence Sources,evidence_source,source_owner,Source Owner,Named role or team accountable for the source data.,text,required,all,"ownership, stewardship, and gap follow-up",Do not invent a person or team if unknown.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,CIO Office
templates/V6_13_evidence_sources.csv,13 Evidence Sources,evidence_source,source_basis,Source Basis,"How the row was established: system export, contract, interview, benchmark, synthetic demo, or derived calculation.",enum,required,all,confidence and answer caveats,Do not treat synthetic or interview evidence as audited fact.,system_export|contract|document|interview|workshop|benchmark|industry_pattern|derived_calculation|synthetic_demo|unknown,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,system_export
templates/V6_13_evidence_sources.csv,13 Evidence Sources,evidence_source,source_file,Source File,Original V6 file or document path used for traceability.,text,required,all,audit trace and reload diagnostics,Do not show internal paths in executive answers.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,V6_10_ai_initiatives.csv
templates/V6_13_evidence_sources.csv,13 Evidence Sources,evidence_source,source_row_number,Source Row Number,Original row number or location marker within the source file.,integer,required_if_tabular,all,cell-level citation and row-level QA,Do not fabricate row references.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,2
templates/V6_13_evidence_sources.csv,13 Evidence Sources,evidence_source,as_of_date,As Of Date,Date the row values are true as of.,date,required,all,freshness and time-bound claims,Do not present stale data as current.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,2026-06-28
templates/V6_13_evidence_sources.csv,13 Evidence Sources,evidence_source,period_start,Period Start Date,Start date for period-based measures.,date,required_if_metric,all,period-specific comparisons and metrics,Do not compare measures without compatible periods.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,2026-01-01
templates/V6_13_evidence_sources.csv,13 Evidence Sources,evidence_source,period_end,Period End Date,End date for period-based measures.,date,required_if_metric,all,period-specific comparisons and metrics,Do not compare measures without compatible periods.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,2026-06-28
templates/V6_13_evidence_sources.csv,13 Evidence Sources,evidence_source,refresh_frequency,Refresh Frequency,Expected update cadence for this row.,enum,required,all,freshness warnings and data operations,Do not promise real-time if cadence is slower.,real_time|daily|weekly|monthly|quarterly|event_driven|static_snapshot|unknown,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,monthly
templates/V6_13_evidence_sources.csv,13 Evidence Sources,evidence_source,confidence,Evidence Confidence,Confidence level for the row based on source quality and completeness.,enum,required,all,answer confidence labels and gap handling,Do not upgrade confidence in the renderer or prompt.,high|medium|low|unknown,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,medium
templates/V6_13_evidence_sources.csv,13 Evidence Sources,evidence_source,synthetic_demo_flag,Synthetic Demo Flag,"Whether the row is synthetic, demo-derived, or client-provided.",enum,required,all,demo honesty and production readiness,Do not represent synthetic demo data as client truth.,client_provided|synthetic_demo|mixed|unknown,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,client_provided
templates/V6_13_evidence_sources.csv,13 Evidence Sources,evidence_source,data_sensitivity,Data Sensitivity,"Sensitivity classification for access, logging, and export controls.",enum,required,all,security controls and export behavior,Do not include restricted data in broad exports.,public|internal|confidential|restricted,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,confidential
templates/V6_13_evidence_sources.csv,13 Evidence Sources,evidence_source,required_for_surfaces,Required Product Surfaces,Product surfaces that depend on this row.,list,required,all,loader gates and surface readiness,Do not mark a surface ready if required rows are absent.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,Home|Intelligence|Tower
templates/V6_13_evidence_sources.csv,13 Evidence Sources,evidence_source,allowed_answer_types,Allowed Answer Types,Types of claims the system may make from this row.,list,required,all,answer policy and prompt assembly,Do not exceed this claim boundary.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,current_state|gap|recommendation
templates/V6_13_evidence_sources.csv,13 Evidence Sources,evidence_source,not_allowed_claims,Not Allowed Claims,Claims that must not be made from this row.,list,required,all,answer safety and executive trust,Do not remove these caveats downstream.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,board_grade_value_without_metric_proof
templates/V6_13_evidence_sources.csv,13 Evidence Sources,evidence_source,known_gaps,Known Evidence Gaps,"Specific missing facts, caveats, or validation gaps for this row.",text,required,all,DATA-THIN classification and next-best questions,Do not hide gaps in the final answer.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,none
templates/V6_13_evidence_sources.csv,13 Evidence Sources,evidence_source,created_at,Created At,Timestamp when this V6 row was created.,datetime,required,all,lineage and auditability,Do not overwrite on refresh.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,2026-06-28T00:00:00Z
templates/V6_13_evidence_sources.csv,13 Evidence Sources,evidence_source,updated_at,Updated At,Timestamp when this V6 row was last updated.,datetime,required,all,lineage and auditability,Do not leave stale after row changes.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,2026-06-28T00:00:00Z
templates/V6_13_evidence_sources.csv,13 Evidence Sources,evidence_source,evidence_id,Evidence ID,Stable identifier for an evidence item.,text,required,All,citations and audit trace,Do not cite evidence without stable ID.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_13_evidence_sources.csv,13 Evidence Sources,evidence_source,evidence_title,Evidence Title,Human-readable title of the evidence item.,text,required,All,citation display and auditability,Do not show only file IDs.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_13_evidence_sources.csv,13 Evidence Sources,evidence_source,evidence_type,Evidence Type,"Type such as system export, contract, deck, interview, benchmark, model output, or derived calculation.",enum,required,All,confidence and answer caveats,Do not treat all evidence types equally.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_13_evidence_sources.csv,13 Evidence Sources,evidence_source,source_location,Source Location,"Business-readable location such as file, sheet, row, page, slide, or system export.",text,required,All,citation detail,Do not expose internal storage paths in executive UI.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_13_evidence_sources.csv,13 Evidence Sources,evidence_source,evidence_owner,Evidence Owner,Role or team accountable for the evidence.,text,recommended,All,stewardship and dispute handling,Do not invent owner.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_13_evidence_sources.csv,13 Evidence Sources,evidence_source,evidence_confidence,Evidence Confidence,Confidence assigned to the evidence item.,enum,required,All,answer confidence and gap handling,Do not upgrade confidence downstream.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_14_metric_definitions.csv,14 Metric Definitions,metric_definition,tenant_key,Tenant Key,Canonical tenant identifier used to isolate all client data and answer context.,text,required,all,tenant data isolation and client identity,Do not answer unless the tenant key matches the signed-in tenant.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,Industrial Demo-industries
templates/V6_14_metric_definitions.csv,14 Metric Definitions,metric_definition,client_display_name,Client Display Name,Human-readable client name shown in experience surfaces and reports.,text,required,all,client-facing naming and narrative,Do not infer from tenant key if absent.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,Airline Demo
templates/V6_14_metric_definitions.csv,14 Metric Definitions,metric_definition,v6_contract_version,V6 Contract Version,Version of the V6 template contract used to create this row.,text,required,all,schema compatibility and loader routing,Do not mix rows from different contracts without migration notes.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,v6.0
templates/V6_14_metric_definitions.csv,14 Metric Definitions,metric_definition,business_object_family,Business Object Family,Business domain family represented by the row.,enum,required,all,"routing, packet assembly, and tab grouping",Do not expose raw table names as business categories.,enterprise_profile|business_function|org_ownership|workforce_persona|application_system|infrastructure_cloud|data_asset_integration|vendor_contract|spend_value|program_initiative|ai_initiative|operations_risk_control|relationship|evidence_source|metric_definition|industry_corpus_pattern|expert_lens,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,metric_definition
templates/V6_14_metric_definitions.csv,14 Metric Definitions,metric_definition,record_id,Business Record ID,Stable client-unique identifier for the business object.,text,required,all,"citations, joins, relationships, and refresh reconciliation",Do not generate a new ID on refresh for the same real object.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,METRIC_DEFINITION-001
templates/V6_14_metric_definitions.csv,14 Metric Definitions,metric_definition,record_name,Business Record Name,Business-readable name of the object.,text,required,all,executive-readable answers and UI cards,Do not answer with only record IDs when names are available.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,Example business object
templates/V6_14_metric_definitions.csv,14 Metric Definitions,metric_definition,source_system,Source System,"System, document, export, or owner-provided source from which the row was derived.",text,required,all,source grounding and evidence lineage,Do not claim system-of-record status unless source_basis says so.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,client_system_export
templates/V6_14_metric_definitions.csv,14 Metric Definitions,metric_definition,source_owner,Source Owner,Named role or team accountable for the source data.,text,required,all,"ownership, stewardship, and gap follow-up",Do not invent a person or team if unknown.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,CIO Office
templates/V6_14_metric_definitions.csv,14 Metric Definitions,metric_definition,source_basis,Source Basis,"How the row was established: system export, contract, interview, benchmark, synthetic demo, or derived calculation.",enum,required,all,confidence and answer caveats,Do not treat synthetic or interview evidence as audited fact.,system_export|contract|document|interview|workshop|benchmark|industry_pattern|derived_calculation|synthetic_demo|unknown,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,system_export
templates/V6_14_metric_definitions.csv,14 Metric Definitions,metric_definition,source_file,Source File,Original V6 file or document path used for traceability.,text,required,all,audit trace and reload diagnostics,Do not show internal paths in executive answers.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,V6_10_ai_initiatives.csv
templates/V6_14_metric_definitions.csv,14 Metric Definitions,metric_definition,source_row_number,Source Row Number,Original row number or location marker within the source file.,integer,required_if_tabular,all,cell-level citation and row-level QA,Do not fabricate row references.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,2
templates/V6_14_metric_definitions.csv,14 Metric Definitions,metric_definition,as_of_date,As Of Date,Date the row values are true as of.,date,required,all,freshness and time-bound claims,Do not present stale data as current.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,2026-06-28
templates/V6_14_metric_definitions.csv,14 Metric Definitions,metric_definition,period_start,Period Start Date,Start date for period-based measures.,date,required_if_metric,all,period-specific comparisons and metrics,Do not compare measures without compatible periods.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,2026-01-01
templates/V6_14_metric_definitions.csv,14 Metric Definitions,metric_definition,period_end,Period End Date,End date for period-based measures.,date,required_if_metric,all,period-specific comparisons and metrics,Do not compare measures without compatible periods.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,2026-06-28
templates/V6_14_metric_definitions.csv,14 Metric Definitions,metric_definition,refresh_frequency,Refresh Frequency,Expected update cadence for this row.,enum,required,all,freshness warnings and data operations,Do not promise real-time if cadence is slower.,real_time|daily|weekly|monthly|quarterly|event_driven|static_snapshot|unknown,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,monthly
templates/V6_14_metric_definitions.csv,14 Metric Definitions,metric_definition,confidence,Evidence Confidence,Confidence level for the row based on source quality and completeness.,enum,required,all,answer confidence labels and gap handling,Do not upgrade confidence in the renderer or prompt.,high|medium|low|unknown,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,medium
templates/V6_14_metric_definitions.csv,14 Metric Definitions,metric_definition,synthetic_demo_flag,Synthetic Demo Flag,"Whether the row is synthetic, demo-derived, or client-provided.",enum,required,all,demo honesty and production readiness,Do not represent synthetic demo data as client truth.,client_provided|synthetic_demo|mixed|unknown,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,client_provided
templates/V6_14_metric_definitions.csv,14 Metric Definitions,metric_definition,data_sensitivity,Data Sensitivity,"Sensitivity classification for access, logging, and export controls.",enum,required,all,security controls and export behavior,Do not include restricted data in broad exports.,public|internal|confidential|restricted,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,confidential
templates/V6_14_metric_definitions.csv,14 Metric Definitions,metric_definition,required_for_surfaces,Required Product Surfaces,Product surfaces that depend on this row.,list,required,all,loader gates and surface readiness,Do not mark a surface ready if required rows are absent.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,Home|Intelligence|Tower
templates/V6_14_metric_definitions.csv,14 Metric Definitions,metric_definition,allowed_answer_types,Allowed Answer Types,Types of claims the system may make from this row.,list,required,all,answer policy and prompt assembly,Do not exceed this claim boundary.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,current_state|gap|recommendation
templates/V6_14_metric_definitions.csv,14 Metric Definitions,metric_definition,not_allowed_claims,Not Allowed Claims,Claims that must not be made from this row.,list,required,all,answer safety and executive trust,Do not remove these caveats downstream.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,board_grade_value_without_metric_proof
templates/V6_14_metric_definitions.csv,14 Metric Definitions,metric_definition,known_gaps,Known Evidence Gaps,"Specific missing facts, caveats, or validation gaps for this row.",text,required,all,DATA-THIN classification and next-best questions,Do not hide gaps in the final answer.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,none
templates/V6_14_metric_definitions.csv,14 Metric Definitions,metric_definition,created_at,Created At,Timestamp when this V6 row was created.,datetime,required,all,lineage and auditability,Do not overwrite on refresh.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,2026-06-28T00:00:00Z
templates/V6_14_metric_definitions.csv,14 Metric Definitions,metric_definition,updated_at,Updated At,Timestamp when this V6 row was last updated.,datetime,required,all,lineage and auditability,Do not leave stale after row changes.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,2026-06-28T00:00:00Z
templates/V6_14_metric_definitions.csv,14 Metric Definitions,metric_definition,metric_id,Metric ID,Stable identifier for a metric.,text,required,All,metric joins and scoring,Do not compare metrics with different IDs as equivalent.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_14_metric_definitions.csv,14 Metric Definitions,metric_definition,metric_name,Metric Name,Business-readable metric name.,text,required,All,executive display and answer clarity,Do not expose raw field names only.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_14_metric_definitions.csv,14 Metric Definitions,metric_definition,metric_definition,Metric Definition,Business definition of the metric.,text,required,All,semantic consistency,Do not use metric if definition is missing.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_14_metric_definitions.csv,14 Metric Definitions,metric_definition,calculation_basis,Calculation Basis,"Formula, source, or method used to compute the metric.",text,required,All,defensible quantitative claims,Do not claim precision if calculation is proxy.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_14_metric_definitions.csv,14 Metric Definitions,metric_definition,unit_of_measure,Unit of Measure,"Unit such as USD, users, percent, transactions, days, incidents, hours.",text,required,All,correct formatting and comparison,Do not compare unlike units.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_14_metric_definitions.csv,14 Metric Definitions,metric_definition,metric_owner,Metric Owner,Role or team accountable for metric definition.,text,recommended,All,definition governance,Do not redefine metric per answer.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_14_metric_definitions.csv,14 Metric Definitions,metric_definition,metric_claim_level,Metric Claim Level,"Allowed level of claim: directional, proxy, operational, audited, board-grade.",enum,required,All,answer honesty and value claims,Do not make board-grade claims from proxy metrics.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",proxy
templates/V6_15_industry_corpus_patterns.csv,15 Industry Patterns,industry_corpus_pattern,tenant_key,Tenant Key,Canonical tenant identifier used to isolate all client data and answer context.,text,required,all,tenant data isolation and client identity,Do not answer unless the tenant key matches the signed-in tenant.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,Industrial Demo-industries
templates/V6_15_industry_corpus_patterns.csv,15 Industry Patterns,industry_corpus_pattern,client_display_name,Client Display Name,Human-readable client name shown in experience surfaces and reports.,text,required,all,client-facing naming and narrative,Do not infer from tenant key if absent.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,Airline Demo
templates/V6_15_industry_corpus_patterns.csv,15 Industry Patterns,industry_corpus_pattern,v6_contract_version,V6 Contract Version,Version of the V6 template contract used to create this row.,text,required,all,schema compatibility and loader routing,Do not mix rows from different contracts without migration notes.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,v6.0
templates/V6_15_industry_corpus_patterns.csv,15 Industry Patterns,industry_corpus_pattern,business_object_family,Business Object Family,Business domain family represented by the row.,enum,required,all,"routing, packet assembly, and tab grouping",Do not expose raw table names as business categories.,enterprise_profile|business_function|org_ownership|workforce_persona|application_system|infrastructure_cloud|data_asset_integration|vendor_contract|spend_value|program_initiative|ai_initiative|operations_risk_control|relationship|evidence_source|metric_definition|industry_corpus_pattern|expert_lens,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,industry_corpus_pattern
templates/V6_15_industry_corpus_patterns.csv,15 Industry Patterns,industry_corpus_pattern,record_id,Business Record ID,Stable client-unique identifier for the business object.,text,required,all,"citations, joins, relationships, and refresh reconciliation",Do not generate a new ID on refresh for the same real object.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,INDUSTRY_CORPUS_PATTERN-001
templates/V6_15_industry_corpus_patterns.csv,15 Industry Patterns,industry_corpus_pattern,record_name,Business Record Name,Business-readable name of the object.,text,required,all,executive-readable answers and UI cards,Do not answer with only record IDs when names are available.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,Example business object
templates/V6_15_industry_corpus_patterns.csv,15 Industry Patterns,industry_corpus_pattern,source_system,Source System,"System, document, export, or owner-provided source from which the row was derived.",text,required,all,source grounding and evidence lineage,Do not claim system-of-record status unless source_basis says so.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,client_system_export
templates/V6_15_industry_corpus_patterns.csv,15 Industry Patterns,industry_corpus_pattern,source_owner,Source Owner,Named role or team accountable for the source data.,text,required,all,"ownership, stewardship, and gap follow-up",Do not invent a person or team if unknown.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,CIO Office
templates/V6_15_industry_corpus_patterns.csv,15 Industry Patterns,industry_corpus_pattern,source_basis,Source Basis,"How the row was established: system export, contract, interview, benchmark, synthetic demo, or derived calculation.",enum,required,all,confidence and answer caveats,Do not treat synthetic or interview evidence as audited fact.,system_export|contract|document|interview|workshop|benchmark|industry_pattern|derived_calculation|synthetic_demo|unknown,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,system_export
templates/V6_15_industry_corpus_patterns.csv,15 Industry Patterns,industry_corpus_pattern,source_file,Source File,Original V6 file or document path used for traceability.,text,required,all,audit trace and reload diagnostics,Do not show internal paths in executive answers.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,V6_10_ai_initiatives.csv
templates/V6_15_industry_corpus_patterns.csv,15 Industry Patterns,industry_corpus_pattern,source_row_number,Source Row Number,Original row number or location marker within the source file.,integer,required_if_tabular,all,cell-level citation and row-level QA,Do not fabricate row references.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,2
templates/V6_15_industry_corpus_patterns.csv,15 Industry Patterns,industry_corpus_pattern,as_of_date,As Of Date,Date the row values are true as of.,date,required,all,freshness and time-bound claims,Do not present stale data as current.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,2026-06-28
templates/V6_15_industry_corpus_patterns.csv,15 Industry Patterns,industry_corpus_pattern,period_start,Period Start Date,Start date for period-based measures.,date,required_if_metric,all,period-specific comparisons and metrics,Do not compare measures without compatible periods.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,2026-01-01
templates/V6_15_industry_corpus_patterns.csv,15 Industry Patterns,industry_corpus_pattern,period_end,Period End Date,End date for period-based measures.,date,required_if_metric,all,period-specific comparisons and metrics,Do not compare measures without compatible periods.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,2026-06-28
templates/V6_15_industry_corpus_patterns.csv,15 Industry Patterns,industry_corpus_pattern,refresh_frequency,Refresh Frequency,Expected update cadence for this row.,enum,required,all,freshness warnings and data operations,Do not promise real-time if cadence is slower.,real_time|daily|weekly|monthly|quarterly|event_driven|static_snapshot|unknown,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,monthly
templates/V6_15_industry_corpus_patterns.csv,15 Industry Patterns,industry_corpus_pattern,confidence,Evidence Confidence,Confidence level for the row based on source quality and completeness.,enum,required,all,answer confidence labels and gap handling,Do not upgrade confidence in the renderer or prompt.,high|medium|low|unknown,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,medium
templates/V6_15_industry_corpus_patterns.csv,15 Industry Patterns,industry_corpus_pattern,synthetic_demo_flag,Synthetic Demo Flag,"Whether the row is synthetic, demo-derived, or client-provided.",enum,required,all,demo honesty and production readiness,Do not represent synthetic demo data as client truth.,client_provided|synthetic_demo|mixed|unknown,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,client_provided
templates/V6_15_industry_corpus_patterns.csv,15 Industry Patterns,industry_corpus_pattern,data_sensitivity,Data Sensitivity,"Sensitivity classification for access, logging, and export controls.",enum,required,all,security controls and export behavior,Do not include restricted data in broad exports.,public|internal|confidential|restricted,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,confidential
templates/V6_15_industry_corpus_patterns.csv,15 Industry Patterns,industry_corpus_pattern,required_for_surfaces,Required Product Surfaces,Product surfaces that depend on this row.,list,required,all,loader gates and surface readiness,Do not mark a surface ready if required rows are absent.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,Home|Intelligence|Tower
templates/V6_15_industry_corpus_patterns.csv,15 Industry Patterns,industry_corpus_pattern,allowed_answer_types,Allowed Answer Types,Types of claims the system may make from this row.,list,required,all,answer policy and prompt assembly,Do not exceed this claim boundary.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,current_state|gap|recommendation
templates/V6_15_industry_corpus_patterns.csv,15 Industry Patterns,industry_corpus_pattern,not_allowed_claims,Not Allowed Claims,Claims that must not be made from this row.,list,required,all,answer safety and executive trust,Do not remove these caveats downstream.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,board_grade_value_without_metric_proof
templates/V6_15_industry_corpus_patterns.csv,15 Industry Patterns,industry_corpus_pattern,known_gaps,Known Evidence Gaps,"Specific missing facts, caveats, or validation gaps for this row.",text,required,all,DATA-THIN classification and next-best questions,Do not hide gaps in the final answer.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,none
templates/V6_15_industry_corpus_patterns.csv,15 Industry Patterns,industry_corpus_pattern,created_at,Created At,Timestamp when this V6 row was created.,datetime,required,all,lineage and auditability,Do not overwrite on refresh.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,2026-06-28T00:00:00Z
templates/V6_15_industry_corpus_patterns.csv,15 Industry Patterns,industry_corpus_pattern,updated_at,Updated At,Timestamp when this V6 row was last updated.,datetime,required,all,lineage and auditability,Do not leave stale after row changes.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,2026-06-28T00:00:00Z
templates/V6_15_industry_corpus_patterns.csv,15 Industry Patterns,industry_corpus_pattern,pattern_id,Pattern ID,Stable identifier for an industry pattern.,text,required,Intelligence,corpus context and expert packet selection,Do not cite as tenant evidence.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_15_industry_corpus_patterns.csv,15 Industry Patterns,industry_corpus_pattern,pattern_name,Pattern Name,Business-readable pattern name.,text,required,Intelligence,industry context display,Do not turn pattern names into recommendations without tenant fit.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_15_industry_corpus_patterns.csv,15 Industry Patterns,industry_corpus_pattern,industry_domain,Industry Domain,Industry or domain where the pattern applies.,text,required,Intelligence,pattern relevance,Do not apply across industries without caveat.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_15_industry_corpus_patterns.csv,15 Industry Patterns,industry_corpus_pattern,when_to_apply,When To Apply,Conditions under which the pattern is relevant.,text,required,Intelligence,retrieval and answer caveats,Do not apply if conditions are absent.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_15_industry_corpus_patterns.csv,15 Industry Patterns,industry_corpus_pattern,signals,Signals,Signals that suggest the pattern may apply.,list,required,Intelligence,pattern matching,Do not claim match if signals are missing.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
