tenant_key,fact_id,evidence_id,fact_type,interview_group,priority_theme,business_priority,fact_text,decision_supported,confidence,active_candidate_status
meridian-health,MER-SA07-FACT-0203,MER-SA07-INT-EVID-0203,executive_interview_observation,HR / Workforce / Change Management,sourcing,Payment integrity and leakage reduction,"HR / Workforce / Change Management says Payment integrity and leakage reduction is promising, but sourcing is not decision-grade until SQL Server reporting marts evidence closes: Investigation workflow evidence not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Payment integrity and leakage reduction phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0204,MER-SA07-INT-EVID-0204,executive_interview_observation,HR / Workforce / Change Management,evidence,Automated close and reporting,"HR / Workforce / Change Management says Automated close and reporting is promising, but evidence is not decision-grade until SQL Server reporting marts evidence closes: Metric governance not formalized. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Automated close and reporting phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0205,MER-SA07-INT-EVID-0205,executive_interview_observation,Program / Transformation Office,strategy,Provider quality and performance,"Program / Transformation Office says Provider quality and performance is promising, but strategy is not decision-grade until Epic Caboodle evidence closes: Measure logic fragmented across BI tools. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Provider quality and performance phase-gate and evidence-readiness decision,medium,active
meridian-health,MER-SA07-FACT-0206,MER-SA07-INT-EVID-0206,executive_interview_observation,Program / Transformation Office,operating model,End-to-end cost transparency,"Program / Transformation Office says End-to-end cost transparency is promising, but operating model is not decision-grade until Provider contract repository evidence closes: Claims and GL calendar alignment not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",End-to-end cost transparency phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0207,MER-SA07-INT-EVID-0207,executive_interview_observation,Program / Transformation Office,vendor,Payment integrity and leakage reduction,"Program / Transformation Office says Payment integrity and leakage reduction is promising, but vendor is not decision-grade until SQL Server reporting marts evidence closes: Investigation workflow evidence not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Payment integrity and leakage reduction phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0208,MER-SA07-INT-EVID-0208,executive_interview_observation,Program / Transformation Office,platform,Automated close and reporting,"Program / Transformation Office says Automated close and reporting is promising, but platform is not decision-grade until SQL Server reporting marts evidence closes: Metric governance not formalized. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Automated close and reporting phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0209,MER-SA07-INT-EVID-0209,executive_interview_observation,Program / Transformation Office,data,Unified clinical + claims lakehouse,"Program / Transformation Office says Unified clinical + claims lakehouse is promising, but data is not decision-grade until Databricks on AWS evidence closes: No certified medallion architecture. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Unified clinical + claims lakehouse phase-gate and evidence-readiness decision,medium,active
meridian-health,MER-SA07-FACT-0210,MER-SA07-INT-EVID-0210,executive_interview_observation,Program / Transformation Office,modernization,Governed data foundation for AI / LLM automation,"Program / Transformation Office says Governed data foundation for AI / LLM automation is promising, but modernization is not decision-grade until SQL Server reporting marts evidence closes: No certified semantic layer. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Governed data foundation for AI / LLM automation phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0211,MER-SA07-INT-EVID-0211,executive_interview_observation,Program / Transformation Office,AI readiness,Call center optimization,"Program / Transformation Office says Call center optimization is promising, but AI readiness is not decision-grade until Claims administration platform evidence closes: Intent taxonomy not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Call center optimization phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0212,MER-SA07-INT-EVID-0212,executive_interview_observation,Program / Transformation Office,risk,Provider quality and performance,"Program / Transformation Office says Provider quality and performance is promising, but risk is not decision-grade until Tableau reporting estate evidence closes: Near-real-time quality layer not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Provider quality and performance phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0213,MER-SA07-INT-EVID-0213,executive_interview_observation,Program / Transformation Office,metrics,End-to-end cost transparency,"Program / Transformation Office says End-to-end cost transparency is promising, but metrics is not decision-grade until Claims administration platform evidence closes: Provider contract terms not digitized in governed form. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",End-to-end cost transparency phase-gate and evidence-readiness decision,medium,active
meridian-health,MER-SA07-FACT-0214,MER-SA07-INT-EVID-0214,executive_interview_observation,Program / Transformation Office,value,Payment integrity and leakage reduction,"Program / Transformation Office says Payment integrity and leakage reduction is promising, but value is not decision-grade until SAS analytics estate evidence closes: Provider entity resolution not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Payment integrity and leakage reduction phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0215,MER-SA07-INT-EVID-0215,executive_interview_observation,Program / Transformation Office,sourcing,Automated close and reporting,"Program / Transformation Office says Automated close and reporting is promising, but sourcing is not decision-grade until Tableau reporting estate evidence closes: Close workflow integration not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Automated close and reporting phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0216,MER-SA07-INT-EVID-0216,executive_interview_observation,Program / Transformation Office,evidence,Unified clinical + claims lakehouse,"Program / Transformation Office says Unified clinical + claims lakehouse is promising, but evidence is not decision-grade until Epic Caboodle evidence closes: AWS/Databricks foundation not ready. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",Unified clinical + claims lakehouse phase-gate and evidence-readiness decision,high,active
meridian-health,MER-SA07-FACT-0217,MER-SA07-INT-EVID-9019,executive_interview_observation,CFO / Finance & Value,value proof,AI benefits realization,"The CFO would not let Tower count AI spend as delivered value until the usage extract, operational KPI movement, and FP&A validation all reconcile to the same program code. Copilot, ServiceNow, Workday, and developer productivity pilots can be measured, but Member Service AI Assist remains a candidate with no approved funding.","AI Benefits Realization Ledger funding, measurement, or control decision",high,active
meridian-health,MER-SA07-FACT-0218,MER-SA07-INT-EVID-9020,executive_interview_observation,Chief Experience Officer / Member Experience,funding boundary,Member Service AI Assist,"No. Member Service AI Assist is a candidate/discovery opportunity. The funded work is the contact-center platform, knowledge foundation, data readiness, and AI governance controls. A separate Moves business case is required before AI Assist receives approved funding.","Member Service Agent Assist Transformation funding, measurement, or control decision",high,active
meridian-health,MER-SA07-FACT-0219,MER-SA07-INT-EVID-9021,executive_interview_observation,CISO / Security,risk control,AI governance,"PHI access logging, human-in-the-loop validation, prompt/audit trails, and model inventory ownership must be complete before service, Workday, or member-facing AI pilots scale beyond controlled pilots.","AI Governance / Model Risk Controls funding, measurement, or control decision",high,active
meridian-health,MER-SA07-FACT-0220,MER-SA07-INT-EVID-9022,executive_interview_observation,Contact Center / Member Service Operations,usage proof,Member Service AI Assist,"Operations needs call reason, AHT, FCR, transfer, knowledge-search, QA, and escalation baselines before AI Assist is funded. Usage data from Genesys and the knowledge platform should prove the foundation first.","Contact Center Platform / Knowledge Modernization funding, measurement, or control decision",high,active
meridian-health,MER-SA07-FACT-0221,MER-SA07-INT-EVID-9023,executive_interview_observation,CIO / Enterprise Technology,spend governance,AI spend lens,"The CIO should show AI spend as tagged inside approved platforms and programs: Copilot, ServiceNow, Workday, GitHub Copilot, Databricks, cloud AI services, and governance controls. It should not be described as a separate AI budget or as a delivered financial outcome.","FY26 AI spend governance funding, measurement, or control decision",high,active
