tenant_key,evidence_id,interview_group,relationship_status,confidence,relationship_id,relationship_type,source_entity,target_entity,relationship_evidence
meridian-health,MER-SA07-INT-EVID-0189,Procurement / Vendor Management,candidate_until_validated,medium,MER-SA07-REL-0189-USECASE-EVIDENCE,use_case_to_evidence_needed,Call center optimization,Transcript governance not loaded; Real-time integration not proven; Intent taxonomy not certified; Member identity linkage not proven,Call center optimization phase-gate and evidence-readiness decision
meridian-health,MER-SA07-INT-EVID-0189,Procurement / Vendor Management,candidate_until_validated,medium,MER-SA07-REL-0189-METRIC-OWNER,metric_to_owner,baseline_required,Procurement,Which KPI baseline should Tower validate first?
meridian-health,MER-SA07-INT-EVID-0189,Procurement / Vendor Management,candidate_until_validated,medium,MER-SA07-REL-0189-RISK-CONTROL,risk_to_control,Transcript governance not loaded,control evidence needed,Transcript governance not loaded
meridian-health,MER-SA07-INT-EVID-0189,Procurement / Vendor Management,candidate_until_validated,medium,MER-SA07-REL-0189-INITIATIVE-SPONSOR,initiative_to_sponsor,Call center optimization,Procurement,"Procurement / Vendor Management says Call center optimization is promising, but metrics is not decision-grade until Contact center transcript and telephony platform evidence closes: Transcript governance not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0190,Procurement / Vendor Management,candidate_until_validated,high,MER-SA07-REL-0190-FUNCTION-SYSTEM,function_to_system,Procurement / Vendor Management,Provider contract repository,"Procurement / Vendor Management says Provider quality and performance is promising, but value is not decision-grade until Provider contract repository evidence closes: Attribution ownership not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0190,Procurement / Vendor Management,candidate_until_validated,high,MER-SA07-REL-0190-SYSTEM-DATA,system_to_data_asset,Provider contract repository,provider benchmarking,Measure logic fragmented across BI tools; Attribution ownership not proven; Provider contract linkage not certified; Near-real-time quality layer not proven
meridian-health,MER-SA07-INT-EVID-0190,Procurement / Vendor Management,candidate_until_validated,high,MER-SA07-REL-0190-USECASE-EVIDENCE,use_case_to_evidence_needed,Provider quality and performance,Measure logic fragmented across BI tools; Attribution ownership not proven; Provider contract linkage not certified; Near-real-time quality layer not proven,Provider quality and performance phase-gate and evidence-readiness decision
meridian-health,MER-SA07-INT-EVID-0190,Procurement / Vendor Management,candidate_until_validated,high,MER-SA07-REL-0190-METRIC-OWNER,metric_to_owner,baseline_required,Procurement,What value expectation should finance test before approval?
meridian-health,MER-SA07-INT-EVID-0190,Procurement / Vendor Management,candidate_until_validated,high,MER-SA07-REL-0190-RISK-CONTROL,risk_to_control,Attribution ownership not proven,control evidence needed,Attribution ownership not proven
meridian-health,MER-SA07-INT-EVID-0190,Procurement / Vendor Management,candidate_until_validated,high,MER-SA07-REL-0190-INITIATIVE-SPONSOR,initiative_to_sponsor,Provider quality and performance,Procurement,"Procurement / Vendor Management says Provider quality and performance is promising, but value is not decision-grade until Provider contract repository evidence closes: Attribution ownership not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0191,Procurement / Vendor Management,candidate_until_validated,high,MER-SA07-REL-0191-FUNCTION-SYSTEM,function_to_system,Procurement / Vendor Management,General ledger and close reporting,"Procurement / Vendor Management says End-to-end cost transparency is promising, but sourcing is not decision-grade until General ledger and close reporting evidence closes: Cost allocation rules not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0191,Procurement / Vendor Management,candidate_until_validated,high,MER-SA07-REL-0191-SYSTEM-DATA,system_to_data_asset,General ledger and close reporting,cost-of-care,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified
meridian-health,MER-SA07-INT-EVID-0191,Procurement / Vendor Management,candidate_until_validated,high,MER-SA07-REL-0191-USECASE-EVIDENCE,use_case_to_evidence_needed,End-to-end cost transparency,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified,End-to-end cost transparency phase-gate and evidence-readiness decision
meridian-health,MER-SA07-INT-EVID-0191,Procurement / Vendor Management,candidate_until_validated,high,MER-SA07-REL-0191-METRIC-OWNER,metric_to_owner,baseline_required,Procurement,Which sourcing constraint should Source understand before event generation?
meridian-health,MER-SA07-INT-EVID-0191,Procurement / Vendor Management,candidate_until_validated,high,MER-SA07-REL-0191-RISK-CONTROL,risk_to_control,Cost allocation rules not loaded,control evidence needed,Cost allocation rules not loaded
meridian-health,MER-SA07-INT-EVID-0191,Procurement / Vendor Management,candidate_until_validated,high,MER-SA07-REL-0191-INITIATIVE-SPONSOR,initiative_to_sponsor,End-to-end cost transparency,Procurement,"Procurement / Vendor Management says End-to-end cost transparency is promising, but sourcing is not decision-grade until General ledger and close reporting evidence closes: Cost allocation rules not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0192,Procurement / Vendor Management,candidate_until_validated,high,MER-SA07-REL-0192-FUNCTION-SYSTEM,function_to_system,Procurement / Vendor Management,Provider contract repository,"Procurement / Vendor Management says Payment integrity and leakage reduction is promising, but evidence is not decision-grade until Provider contract repository evidence closes: Recovery realization tracking not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0192,Procurement / Vendor Management,candidate_until_validated,high,MER-SA07-REL-0192-SYSTEM-DATA,system_to_data_asset,Provider contract repository,fraud waste abuse,Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded
meridian-health,MER-SA07-INT-EVID-0192,Procurement / Vendor Management,candidate_until_validated,high,MER-SA07-REL-0192-USECASE-EVIDENCE,use_case_to_evidence_needed,Payment integrity and leakage reduction,Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded,Payment integrity and leakage reduction phase-gate and evidence-readiness decision
meridian-health,MER-SA07-INT-EVID-0192,Procurement / Vendor Management,candidate_until_validated,high,MER-SA07-REL-0192-METRIC-OWNER,metric_to_owner,baseline_required,Procurement,What evidence would make the next decision safer?
meridian-health,MER-SA07-INT-EVID-0192,Procurement / Vendor Management,candidate_until_validated,high,MER-SA07-REL-0192-RISK-CONTROL,risk_to_control,Recovery realization tracking not loaded,control evidence needed,Recovery realization tracking not loaded
meridian-health,MER-SA07-INT-EVID-0192,Procurement / Vendor Management,candidate_until_validated,high,MER-SA07-REL-0192-INITIATIVE-SPONSOR,initiative_to_sponsor,Payment integrity and leakage reduction,Procurement,"Procurement / Vendor Management says Payment integrity and leakage reduction is promising, but evidence is not decision-grade until Provider contract repository evidence closes: Recovery realization tracking not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0193,HR / Workforce / Change Management,candidate_until_validated,medium,MER-SA07-REL-0193-FUNCTION-SYSTEM,function_to_system,HR / Workforce / Change Management,Contact center transcript and telephony platform,"HR / Workforce / Change Management says Call center optimization is promising, but strategy is not decision-grade until Contact center transcript and telephony platform evidence closes: Transcript governance not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0193,HR / Workforce / Change Management,candidate_until_validated,medium,MER-SA07-REL-0193-SYSTEM-DATA,system_to_data_asset,Contact center transcript and telephony platform,transcripts,Transcript governance not loaded; Real-time integration not proven; Intent taxonomy not certified; Member identity linkage not proven
meridian-health,MER-SA07-INT-EVID-0193,HR / Workforce / Change Management,candidate_until_validated,medium,MER-SA07-REL-0193-USECASE-EVIDENCE,use_case_to_evidence_needed,Call center optimization,Transcript governance not loaded; Real-time integration not proven; Intent taxonomy not certified; Member identity linkage not proven,Call center optimization phase-gate and evidence-readiness decision
meridian-health,MER-SA07-INT-EVID-0193,HR / Workforce / Change Management,candidate_until_validated,medium,MER-SA07-REL-0193-METRIC-OWNER,metric_to_owner,baseline_required,HR,What are the top strategic priorities this year?
meridian-health,MER-SA07-INT-EVID-0193,HR / Workforce / Change Management,candidate_until_validated,medium,MER-SA07-REL-0193-RISK-CONTROL,risk_to_control,Transcript governance not loaded,control evidence needed,Transcript governance not loaded
meridian-health,MER-SA07-INT-EVID-0193,HR / Workforce / Change Management,candidate_until_validated,medium,MER-SA07-REL-0193-INITIATIVE-SPONSOR,initiative_to_sponsor,Call center optimization,HR,"HR / Workforce / Change Management says Call center optimization is promising, but strategy is not decision-grade until Contact center transcript and telephony platform evidence closes: Transcript governance not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0194,HR / Workforce / Change Management,candidate_until_validated,high,MER-SA07-REL-0194-FUNCTION-SYSTEM,function_to_system,HR / Workforce / Change Management,Epic Clarity,"HR / Workforce / Change Management says Provider quality and performance is promising, but operating model is not decision-grade until Epic Clarity evidence closes: Attribution ownership not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0194,HR / Workforce / Change Management,candidate_until_validated,high,MER-SA07-REL-0194-SYSTEM-DATA,system_to_data_asset,Epic Clarity,STAR,Measure logic fragmented across BI tools; Attribution ownership not proven; Provider contract linkage not certified; Near-real-time quality layer not proven
meridian-health,MER-SA07-INT-EVID-0194,HR / Workforce / Change Management,candidate_until_validated,high,MER-SA07-REL-0194-USECASE-EVIDENCE,use_case_to_evidence_needed,Provider quality and performance,Measure logic fragmented across BI tools; Attribution ownership not proven; Provider contract linkage not certified; Near-real-time quality layer not proven,Provider quality and performance phase-gate and evidence-readiness decision
meridian-health,MER-SA07-INT-EVID-0194,HR / Workforce / Change Management,candidate_until_validated,high,MER-SA07-REL-0194-METRIC-OWNER,metric_to_owner,baseline_required,HR,Where does the current operating model slow decisions?
meridian-health,MER-SA07-INT-EVID-0194,HR / Workforce / Change Management,candidate_until_validated,high,MER-SA07-REL-0194-RISK-CONTROL,risk_to_control,Attribution ownership not proven,control evidence needed,Attribution ownership not proven
meridian-health,MER-SA07-INT-EVID-0194,HR / Workforce / Change Management,candidate_until_validated,high,MER-SA07-REL-0194-INITIATIVE-SPONSOR,initiative_to_sponsor,Provider quality and performance,HR,"HR / Workforce / Change Management says Provider quality and performance is promising, but operating model is not decision-grade until Epic Clarity evidence closes: Attribution ownership not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0195,HR / Workforce / Change Management,candidate_until_validated,high,MER-SA07-REL-0195-FUNCTION-SYSTEM,function_to_system,HR / Workforce / Change Management,General ledger and close reporting,"HR / Workforce / Change Management says End-to-end cost transparency is promising, but vendor is not decision-grade until General ledger and close reporting evidence closes: Cost allocation rules not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0195,HR / Workforce / Change Management,candidate_until_validated,high,MER-SA07-REL-0195-SYSTEM-DATA,system_to_data_asset,General ledger and close reporting,provider contracts,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified
meridian-health,MER-SA07-INT-EVID-0195,HR / Workforce / Change Management,candidate_until_validated,high,MER-SA07-REL-0195-USECASE-EVIDENCE,use_case_to_evidence_needed,End-to-end cost transparency,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified,End-to-end cost transparency phase-gate and evidence-readiness decision
meridian-health,MER-SA07-INT-EVID-0195,HR / Workforce / Change Management,candidate_until_validated,high,MER-SA07-REL-0195-METRIC-OWNER,metric_to_owner,baseline_required,HR,Which vendor or contract issue creates the most friction?
meridian-health,MER-SA07-INT-EVID-0195,HR / Workforce / Change Management,candidate_until_validated,high,MER-SA07-REL-0195-RISK-CONTROL,risk_to_control,Cost allocation rules not loaded,control evidence needed,Cost allocation rules not loaded
meridian-health,MER-SA07-INT-EVID-0195,HR / Workforce / Change Management,candidate_until_validated,high,MER-SA07-REL-0195-INITIATIVE-SPONSOR,initiative_to_sponsor,End-to-end cost transparency,HR,"HR / Workforce / Change Management says End-to-end cost transparency is promising, but vendor is not decision-grade until General ledger and close reporting evidence closes: Cost allocation rules not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0196,HR / Workforce / Change Management,candidate_until_validated,high,MER-SA07-REL-0196-FUNCTION-SYSTEM,function_to_system,HR / Workforce / Change Management,Provider contract repository,"HR / Workforce / Change Management says Payment integrity and leakage reduction is promising, but platform is not decision-grade until Provider contract repository evidence closes: Recovery realization tracking not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0196,HR / Workforce / Change Management,candidate_until_validated,high,MER-SA07-REL-0196-SYSTEM-DATA,system_to_data_asset,Provider contract repository,provider entity resolution,Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded
meridian-health,MER-SA07-INT-EVID-0196,HR / Workforce / Change Management,candidate_until_validated,high,MER-SA07-REL-0196-USECASE-EVIDENCE,use_case_to_evidence_needed,Payment integrity and leakage reduction,Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded,Payment integrity and leakage reduction phase-gate and evidence-readiness decision
meridian-health,MER-SA07-INT-EVID-0196,HR / Workforce / Change Management,candidate_until_validated,high,MER-SA07-REL-0196-METRIC-OWNER,metric_to_owner,baseline_required,HR,Which application or platform constraint matters most?
meridian-health,MER-SA07-INT-EVID-0196,HR / Workforce / Change Management,candidate_until_validated,high,MER-SA07-REL-0196-RISK-CONTROL,risk_to_control,Recovery realization tracking not loaded,control evidence needed,Recovery realization tracking not loaded
meridian-health,MER-SA07-INT-EVID-0196,HR / Workforce / Change Management,candidate_until_validated,high,MER-SA07-REL-0196-INITIATIVE-SPONSOR,initiative_to_sponsor,Payment integrity and leakage reduction,HR,"HR / Workforce / Change Management says Payment integrity and leakage reduction is promising, but platform is not decision-grade until Provider contract repository evidence closes: Recovery realization tracking not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0197,HR / Workforce / Change Management,candidate_until_validated,medium,MER-SA07-REL-0197-FUNCTION-SYSTEM,function_to_system,HR / Workforce / Change Management,General ledger and close reporting,"HR / Workforce / Change Management says Automated close and reporting is promising, but data is not decision-grade until General ledger and close reporting evidence closes: Manual reporting maintenance load. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0197,HR / Workforce / Change Management,candidate_until_validated,medium,MER-SA07-REL-0197-SYSTEM-DATA,system_to_data_asset,General ledger and close reporting,reconciliation exceptions,Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized
meridian-health,MER-SA07-INT-EVID-0197,HR / Workforce / Change Management,candidate_until_validated,medium,MER-SA07-REL-0197-USECASE-EVIDENCE,use_case_to_evidence_needed,Automated close and reporting,Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized,Automated close and reporting phase-gate and evidence-readiness decision
meridian-health,MER-SA07-INT-EVID-0197,HR / Workforce / Change Management,candidate_until_validated,medium,MER-SA07-REL-0197-METRIC-OWNER,metric_to_owner,baseline_required,HR,Where are data quality or lineage gaps blocking confidence?
meridian-health,MER-SA07-INT-EVID-0197,HR / Workforce / Change Management,candidate_until_validated,medium,MER-SA07-REL-0197-RISK-CONTROL,risk_to_control,Manual reporting maintenance load,control evidence needed,Manual reporting maintenance load
meridian-health,MER-SA07-INT-EVID-0197,HR / Workforce / Change Management,candidate_until_validated,medium,MER-SA07-REL-0197-INITIATIVE-SPONSOR,initiative_to_sponsor,Automated close and reporting,HR,"HR / Workforce / Change Management says Automated close and reporting is promising, but data is not decision-grade until General ledger and close reporting evidence closes: Manual reporting maintenance load. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0198,HR / Workforce / Change Management,candidate_until_validated,high,MER-SA07-REL-0198-FUNCTION-SYSTEM,function_to_system,HR / Workforce / Change Management,Epic Clarity,"HR / Workforce / Change Management says Unified clinical + claims lakehouse is promising, but modernization is not decision-grade until Epic Clarity evidence closes: No patient/member identity spine loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0198,HR / Workforce / Change Management,candidate_until_validated,high,MER-SA07-REL-0198-SYSTEM-DATA,system_to_data_asset,Epic Clarity,EMR clinical,No certified medallion architecture; No patient/member identity spine loaded; Claims and pharmacy harmonization not proven; AWS/Databricks foundation not ready
meridian-health,MER-SA07-INT-EVID-0198,HR / Workforce / Change Management,candidate_until_validated,high,MER-SA07-REL-0198-USECASE-EVIDENCE,use_case_to_evidence_needed,Unified clinical + claims lakehouse,No certified medallion architecture; No patient/member identity spine loaded; Claims and pharmacy harmonization not proven; AWS/Databricks foundation not ready,Unified clinical + claims lakehouse phase-gate and evidence-readiness decision
meridian-health,MER-SA07-INT-EVID-0198,HR / Workforce / Change Management,candidate_until_validated,high,MER-SA07-REL-0198-METRIC-OWNER,metric_to_owner,baseline_required,HR,Which modernization priority is hardest to fund or sequence?
meridian-health,MER-SA07-INT-EVID-0198,HR / Workforce / Change Management,candidate_until_validated,high,MER-SA07-REL-0198-RISK-CONTROL,risk_to_control,No patient/member identity spine loaded,control evidence needed,No patient/member identity spine loaded
meridian-health,MER-SA07-INT-EVID-0198,HR / Workforce / Change Management,candidate_until_validated,high,MER-SA07-REL-0198-INITIATIVE-SPONSOR,initiative_to_sponsor,Unified clinical + claims lakehouse,HR,"HR / Workforce / Change Management says Unified clinical + claims lakehouse is promising, but modernization is not decision-grade until Epic Clarity evidence closes: No patient/member identity spine loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0199,HR / Workforce / Change Management,candidate_until_validated,high,MER-SA07-REL-0199-FUNCTION-SYSTEM,function_to_system,HR / Workforce / Change Management,SAS analytics estate,"HR / Workforce / Change Management says Governed data foundation for AI / LLM automation is promising, but AI readiness is not decision-grade until SAS analytics estate evidence closes: No AI audit trail evidence. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0199,HR / Workforce / Change Management,candidate_until_validated,high,MER-SA07-REL-0199-SYSTEM-DATA,system_to_data_asset,SAS analytics estate,coding,No formal data governance; No certified semantic layer; No AI audit trail evidence; Data quality rules not loaded
meridian-health,MER-SA07-INT-EVID-0199,HR / Workforce / Change Management,candidate_until_validated,high,MER-SA07-REL-0199-USECASE-EVIDENCE,use_case_to_evidence_needed,Governed data foundation for AI / LLM automation,No formal data governance; No certified semantic layer; No AI audit trail evidence; Data quality rules not loaded,Governed data foundation for AI / LLM automation phase-gate and evidence-readiness decision
meridian-health,MER-SA07-INT-EVID-0199,HR / Workforce / Change Management,candidate_until_validated,high,MER-SA07-REL-0199-METRIC-OWNER,metric_to_owner,baseline_required,HR,Which AI use case has executive appetite but weak evidence?
meridian-health,MER-SA07-INT-EVID-0199,HR / Workforce / Change Management,candidate_until_validated,high,MER-SA07-REL-0199-RISK-CONTROL,risk_to_control,No AI audit trail evidence,control evidence needed,No AI audit trail evidence
meridian-health,MER-SA07-INT-EVID-0199,HR / Workforce / Change Management,candidate_until_validated,high,MER-SA07-REL-0199-INITIATIVE-SPONSOR,initiative_to_sponsor,Governed data foundation for AI / LLM automation,HR,"HR / Workforce / Change Management says Governed data foundation for AI / LLM automation is promising, but AI readiness is not decision-grade until SAS analytics estate evidence closes: No AI audit trail evidence. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0200,HR / Workforce / Change Management,candidate_until_validated,high,MER-SA07-REL-0200-FUNCTION-SYSTEM,function_to_system,HR / Workforce / Change Management,Power BI reporting estate,"HR / Workforce / Change Management says Call center optimization is promising, but risk is not decision-grade until Power BI reporting estate evidence closes: Member identity linkage not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0200,HR / Workforce / Change Management,candidate_until_validated,high,MER-SA07-REL-0200-SYSTEM-DATA,system_to_data_asset,Power BI reporting estate,claims status,Transcript governance not loaded; Real-time integration not proven; Intent taxonomy not certified; Member identity linkage not proven
meridian-health,MER-SA07-INT-EVID-0200,HR / Workforce / Change Management,candidate_until_validated,high,MER-SA07-REL-0200-USECASE-EVIDENCE,use_case_to_evidence_needed,Call center optimization,Transcript governance not loaded; Real-time integration not proven; Intent taxonomy not certified; Member identity linkage not proven,Call center optimization phase-gate and evidence-readiness decision
meridian-health,MER-SA07-INT-EVID-0200,HR / Workforce / Change Management,candidate_until_validated,high,MER-SA07-REL-0200-METRIC-OWNER,metric_to_owner,baseline_required,HR,What risk or control would block production use?
meridian-health,MER-SA07-INT-EVID-0200,HR / Workforce / Change Management,candidate_until_validated,high,MER-SA07-REL-0200-RISK-CONTROL,risk_to_control,Member identity linkage not proven,control evidence needed,Member identity linkage not proven
meridian-health,MER-SA07-INT-EVID-0200,HR / Workforce / Change Management,candidate_until_validated,high,MER-SA07-REL-0200-INITIATIVE-SPONSOR,initiative_to_sponsor,Call center optimization,HR,"HR / Workforce / Change Management says Call center optimization is promising, but risk is not decision-grade until Power BI reporting estate evidence closes: Member identity linkage not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0201,HR / Workforce / Change Management,candidate_until_validated,medium,MER-SA07-REL-0201-FUNCTION-SYSTEM,function_to_system,HR / Workforce / Change Management,Power BI reporting estate,"HR / Workforce / Change Management says Provider quality and performance is promising, but metrics is not decision-grade until Power BI reporting estate evidence closes: Measure logic fragmented across BI tools. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0201,HR / Workforce / Change Management,candidate_until_validated,medium,MER-SA07-REL-0201-SYSTEM-DATA,system_to_data_asset,Power BI reporting estate,care gaps,Measure logic fragmented across BI tools; Attribution ownership not proven; Provider contract linkage not certified; Near-real-time quality layer not proven
meridian-health,MER-SA07-INT-EVID-0201,HR / Workforce / Change Management,candidate_until_validated,medium,MER-SA07-REL-0201-USECASE-EVIDENCE,use_case_to_evidence_needed,Provider quality and performance,Measure logic fragmented across BI tools; Attribution ownership not proven; Provider contract linkage not certified; Near-real-time quality layer not proven,Provider quality and performance phase-gate and evidence-readiness decision
meridian-health,MER-SA07-INT-EVID-0201,HR / Workforce / Change Management,candidate_until_validated,medium,MER-SA07-REL-0201-METRIC-OWNER,metric_to_owner,baseline_required,HR,Which KPI baseline should Tower validate first?
meridian-health,MER-SA07-INT-EVID-0201,HR / Workforce / Change Management,candidate_until_validated,medium,MER-SA07-REL-0201-RISK-CONTROL,risk_to_control,Measure logic fragmented across BI tools,control evidence needed,Measure logic fragmented across BI tools
meridian-health,MER-SA07-INT-EVID-0201,HR / Workforce / Change Management,candidate_until_validated,medium,MER-SA07-REL-0201-INITIATIVE-SPONSOR,initiative_to_sponsor,Provider quality and performance,HR,"HR / Workforce / Change Management says Provider quality and performance is promising, but metrics is not decision-grade until Power BI reporting estate evidence closes: Measure logic fragmented across BI tools. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0202,HR / Workforce / Change Management,candidate_until_validated,high,MER-SA07-REL-0202-FUNCTION-SYSTEM,function_to_system,HR / Workforce / Change Management,Provider contract repository,"HR / Workforce / Change Management says End-to-end cost transparency is promising, but value is not decision-grade until Provider contract repository evidence closes: Claims and GL calendar alignment not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0202,HR / Workforce / Change Management,candidate_until_validated,high,MER-SA07-REL-0202-SYSTEM-DATA,system_to_data_asset,Provider contract repository,GL,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified
meridian-health,MER-SA07-INT-EVID-0202,HR / Workforce / Change Management,candidate_until_validated,high,MER-SA07-REL-0202-USECASE-EVIDENCE,use_case_to_evidence_needed,End-to-end cost transparency,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified,End-to-end cost transparency phase-gate and evidence-readiness decision
meridian-health,MER-SA07-INT-EVID-0202,HR / Workforce / Change Management,candidate_until_validated,high,MER-SA07-REL-0202-METRIC-OWNER,metric_to_owner,baseline_required,HR,What value expectation should finance test before approval?
meridian-health,MER-SA07-INT-EVID-0202,HR / Workforce / Change Management,candidate_until_validated,high,MER-SA07-REL-0202-RISK-CONTROL,risk_to_control,Claims and GL calendar alignment not proven,control evidence needed,Claims and GL calendar alignment not proven
meridian-health,MER-SA07-INT-EVID-0202,HR / Workforce / Change Management,candidate_until_validated,high,MER-SA07-REL-0202-INITIATIVE-SPONSOR,initiative_to_sponsor,End-to-end cost transparency,HR,"HR / Workforce / Change Management says End-to-end cost transparency is promising, but value is not decision-grade until Provider contract repository evidence closes: Claims and GL calendar alignment not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0203,HR / Workforce / Change Management,candidate_until_validated,high,MER-SA07-REL-0203-FUNCTION-SYSTEM,function_to_system,HR / Workforce / Change Management,SQL Server reporting marts,"HR / Workforce / Change Management says Payment integrity and leakage reduction is promising, but sourcing is not decision-grade until SQL Server reporting marts evidence closes: Investigation workflow evidence not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0203,HR / Workforce / Change Management,candidate_until_validated,high,MER-SA07-REL-0203-SYSTEM-DATA,system_to_data_asset,SQL Server reporting marts,claims anomalies,Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded
meridian-health,MER-SA07-INT-EVID-0203,HR / Workforce / Change Management,candidate_until_validated,high,MER-SA07-REL-0203-USECASE-EVIDENCE,use_case_to_evidence_needed,Payment integrity and leakage reduction,Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded,Payment integrity and leakage reduction phase-gate and evidence-readiness decision
meridian-health,MER-SA07-INT-EVID-0203,HR / Workforce / Change Management,candidate_until_validated,high,MER-SA07-REL-0203-METRIC-OWNER,metric_to_owner,baseline_required,HR,Which sourcing constraint should Source understand before event generation?
meridian-health,MER-SA07-INT-EVID-0203,HR / Workforce / Change Management,candidate_until_validated,high,MER-SA07-REL-0203-RISK-CONTROL,risk_to_control,Investigation workflow evidence not loaded,control evidence needed,Investigation workflow evidence not loaded
meridian-health,MER-SA07-INT-EVID-0203,HR / Workforce / Change Management,candidate_until_validated,high,MER-SA07-REL-0203-INITIATIVE-SPONSOR,initiative_to_sponsor,Payment integrity and leakage reduction,HR,"HR / Workforce / Change Management says Payment integrity and leakage reduction is promising, but sourcing is not decision-grade until SQL Server reporting marts evidence closes: Investigation workflow evidence not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0204,HR / Workforce / Change Management,candidate_until_validated,high,MER-SA07-REL-0204-FUNCTION-SYSTEM,function_to_system,HR / Workforce / Change Management,SQL Server reporting marts,"HR / Workforce / Change Management says Automated close and reporting is promising, but evidence is not decision-grade until SQL Server reporting marts evidence closes: Metric governance not formalized. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
