integration_id,name,from_system_id,to_system_id,integration_type,frequency,criticality,notes
INT-00001,Customer-Salesforce-Engine-0046 to Crew-Infosys-Service-0726 via API,APP-00046,APP-00726,API,Hourly,Critical,daily_volume=3431069; failures_month=7; modernization=Migrate
INT-01376,Component-Amadeus-Manager-0583 to Data-Salesforce-Platform-0496 via ELT,APP-00583,APP-00496,ELT,Real-time,Critical,daily_volume=956200; failures_month=113; modernization=Retain
INT-01377,MRO-ServiceNow-Manager-0440 to Maintenance-Lufthansa Systems-Hub-0643 via ETL,APP-00440,APP-00643,ETL,Weekly,Medium,daily_volume=1682209; failures_month=14; modernization=Invest
INT-01378,Inventory-Workday-Manager-0454 to Component-Accenture-Service-0650 via File Transfer,APP-00454,APP-00650,File Transfer,Daily,Low,daily_volume=1212365; failures_month=112; modernization=Migrate
INT-01379,Disaster-Databricks-Service-0755 to Flight-Infosys-Suite-0557 via API,APP-00755,APP-00557,API,Weekly,Medium,daily_volume=2260361; failures_month=65; modernization=Migrate
INT-01380,Cargo-Amadeus-Suite-0253 to Slot-Teradata-Engine-0236 via API,APP-00253,APP-00236,API,Weekly,Critical,daily_volume=5012269; failures_month=62; modernization=Retire
INT-01381,Airworthiness-Workday-Hub-0883 to Mobile-Jeppesen-Platform-0329 via ETL,APP-00883,APP-00329,ETL,Event,Medium,daily_volume=231798; failures_month=20; modernization=Replatform
INT-01382,Revenue-TCS-Platform-0568 to Crew-Sabre AirVision-Platform-0231 via Real-time,APP-00568,APP-00231,Real-time,Weekly,Critical,daily_volume=4914828; failures_month=98; modernization=Retire
INT-01383,Tax-Salesforce-Platform-0241 to Flight-Amadeus-Platform-0183 via Event,APP-00241,APP-00183,Event,Real-time,High,daily_volume=5286767; failures_month=59; modernization=Retain
INT-01384,Flight-Amadeus-Suite-0533 to Real-Adobe-Manager-0521 via Batch,APP-00533,APP-00521,Batch,Daily,High,daily_volume=5013080; failures_month=60; modernization=Replatform
INT-01385,Network-ServiceNow-Hub-0037 to Reliability-Salesforce-Engine-0346 via Real-time,APP-00037,APP-00346,Real-time,Weekly,Low,daily_volume=4027123; failures_month=14; modernization=Invest
INT-01386,Parts-Accenture-Manager-0861 to Ancillary-Sabre AirVision-Platform-0814 via Event,APP-00861,APP-00814,Event,Weekly,Critical,daily_volume=609975; failures_month=105; modernization=Migrate
INT-01387,Self-Service-Lufthansa Systems-Hub-0723 to Metadata-Microsoft-Suite-0596 via Real-time,APP-00723,APP-00596,Real-time,Event,Medium,daily_volume=2886735; failures_month=80; modernization=Migrate
INT-01388,Predictive-Snowflake-Hub-0203 to Inventory-Infosys-Suite-0714 via Batch,APP-00203,APP-00714,Batch,Hourly,Critical,daily_volume=4310472; failures_month=112; modernization=Migrate
INT-01389,Parts-Workday-Service-0174 to Crew-Teradata-Engine-0539 via ELT,APP-00174,APP-00539,ELT,Weekly,Low,daily_volume=3033364; failures_month=8; modernization=Retain
INT-01390,Weight-SITA-Platform-0548 to Master-Amadeus-Platform-0083 via File Transfer,APP-00548,APP-00083,File Transfer,Hourly,Medium,daily_volume=3623946; failures_month=32; modernization=Invest
INT-01391,Ancillary-Lufthansa Systems-Manager-0639 to Mainframe-Infosys-Hub-0665 via CDC,APP-00639,APP-00665,CDC,Daily,Medium,daily_volume=1474299; failures_month=31; modernization=Retain
INT-01392,Inventory-AIMS-Service-0302 to Crew-Accenture-Service-0478 via File Transfer,APP-00302,APP-00478,File Transfer,Hourly,Low,daily_volume=2027873; failures_month=25; modernization=Replace
INT-01393,Inventory-Sabre-Platform-0033 to Data-SAP-Engine-0881 via Batch,APP-00033,APP-00881,Batch,Real-time,Critical,daily_volume=6554941; failures_month=41; modernization=Replace
INT-01394,Container-Amadeus-Platform-0317 to Cargo-AIMS-Platform-0610 via Real-time,APP-00317,APP-00610,Real-time,Hourly,High,daily_volume=7369681; failures_month=103; modernization=Retain
INT-01395,Slot-ServiceNow-Engine-0179 to Network-Hexaware-Manager-0175 via Event,APP-00179,APP-00175,Event,Weekly,Low,daily_volume=7489853; failures_month=30; modernization=Replace
INT-01396,Investor-Teradata-Engine-0036 to Component-Snowflake-Manager-0250 via Event,APP-00036,APP-00250,Event,Weekly,Critical,daily_volume=227490; failures_month=106; modernization=Migrate
INT-01397,Customer-Teradata-Platform-0564 to Flight-Amadeus-Suite-0533 via Real-time,APP-00564,APP-00533,Real-time,Weekly,High,daily_volume=549356; failures_month=75; modernization=Invest
INT-01398,Cloud-SITA-Engine-0014 to Mobile-Oracle-Platform-0747 via ETL,APP-00014,APP-00747,ETL,Weekly,Low,daily_volume=6845396; failures_month=65; modernization=Replace
INT-01399,Ancillary-Sabre-Hub-0023 to Baggage-Snowflake-Manager-0510 via CDC,APP-00023,APP-00510,CDC,Hourly,High,daily_volume=7744521; failures_month=29; modernization=Retire
INT-01400,Revenue-IBM-Manager-0107 to Fuel-Snowflake-Engine-0447 via Batch,APP-00107,APP-00447,Batch,Hourly,High,daily_volume=4271709; failures_month=66; modernization=Replace
INT-01401,Digital-Salesforce-Engine-0381 to Tax-Salesforce-Service-0591 via CDC,APP-00381,APP-00591,CDC,Event,Medium,daily_volume=3087153; failures_month=34; modernization=Replace
INT-01402,Treasury-Amadeus-Suite-0680 to Mainframe-Custom-Suite-0408 via Real-time,APP-00680,APP-00408,Real-time,Daily,Medium,daily_volume=1261305; failures_month=62; modernization=Retain
INT-01403,Tax-Salesforce-Platform-0241 to Disruption-Microsoft-Hub-0123 via Real-time,APP-00241,APP-00123,Real-time,Daily,High,daily_volume=1552272; failures_month=29; modernization=Modernize
INT-01404,Cargo-Amadeus-Suite-0460 to Weight-Infosys-Service-0341 via Event,APP-00460,APP-00341,Event,Hourly,Critical,daily_volume=7070225; failures_month=100; modernization=Invest
INT-01405,Ancillary-Sabre AirVision-Platform-0814 to Component-Oracle-Service-0163 via Streaming,APP-00814,APP-00163,Streaming,Daily,High,daily_volume=7937542; failures_month=87; modernization=Retire
INT-01406,Crew-Amadeus-Service-0756 to Airworthiness-SITA-Platform-0871 via File Transfer,APP-00756,APP-00871,File Transfer,Weekly,Low,daily_volume=5758812; failures_month=4; modernization=Replatform
INT-01407,Revenue-Snowflake-Manager-0281 to Reliability-Salesforce-Engine-0346 via Event,APP-00281,APP-00346,Event,Event,High,daily_volume=1855957; failures_month=95; modernization=Replatform
INT-01408,Fuel-Sabre AirVision-Engine-0176 to Real-Workday-Service-0518 via API,APP-00176,APP-00518,API,Event,Critical,daily_volume=4714041; failures_month=50; modernization=Replace
INT-01409,Tax-IBM-Hub-0426 to Customer-Snowflake-Service-0239 via Event,APP-00426,APP-00239,Event,Hourly,High,daily_volume=7798335; failures_month=70; modernization=Modernize
INT-01410,Ground-Oracle-Platform-0287 to Real-Sabre-Suite-0327 via Batch,APP-00287,APP-00327,Batch,Hourly,Medium,daily_volume=929867; failures_month=8; modernization=Retire
INT-01411,Digital-Accenture-Manager-0113 to Cloud-Sabre-Engine-0126 via Real-time,APP-00113,APP-00126,Real-time,Hourly,Critical,daily_volume=817312; failures_month=95; modernization=Replace
INT-01412,Parts-Microsoft-Suite-0184 to Mobile-TCS-Suite-0407 via File Transfer,APP-00184,APP-00407,File Transfer,Real-time,High,daily_volume=1513677; failures_month=111; modernization=Migrate
INT-01413,Storage-Databricks-Service-0655 to Inventory-ServiceNow-Manager-0502 via Real-time,APP-00655,APP-00502,Real-time,Hourly,High,daily_volume=4812121; failures_month=114; modernization=Replace
INT-01414,Data-Sabre-Engine-0890 to Disruption-Infosys-Service-0483 via API,APP-00890,APP-00483,API,Real-time,High,daily_volume=6235239; failures_month=76; modernization=Retire
INT-01415,Disruption-IBM-Suite-0178 to Tax-ServiceNow-Hub-0267 via Event,APP-00178,APP-00267,Event,Weekly,High,daily_volume=6129996; failures_month=17; modernization=Replace
INT-01416,Ground-SITA-Manager-0410 to Crew-AIMS-Platform-0364 via Event,APP-00410,APP-00364,Event,Hourly,Critical,daily_volume=3438655; failures_month=103; modernization=Replatform
INT-01417,Engine-AIMS-Platform-0272 to Disruption-Workday-Engine-0378 via ETL,APP-00272,APP-00378,ETL,Hourly,High,daily_volume=5181136; failures_month=76; modernization=Migrate
INT-01418,Revenue-Salesforce-Platform-0196 to Flight-Oracle-Suite-0660 via Event,APP-00196,APP-00660,Event,Weekly,High,daily_volume=3798327; failures_month=56; modernization=Retain
INT-01419,Revenue-IBM-Engine-0829 to Data-AIMS-Suite-0374 via File Transfer,APP-00829,APP-00374,File Transfer,Daily,High,daily_volume=7250737; failures_month=108; modernization=Replace
INT-01420,Reliability-Sabre AirVision-Hub-0385 to Fuel-Hexaware-Engine-0436 via CDC,APP-00385,APP-00436,CDC,Weekly,High,daily_volume=7846099; failures_month=83; modernization=Replatform
INT-01421,Sales-Snowflake-Manager-0892 to Data-Databricks-Engine-0776 via Batch,APP-00892,APP-00776,Batch,Weekly,Critical,daily_volume=2766884; failures_month=80; modernization=Invest
INT-01422,Identity-Snowflake-Service-0348 to Maintenance-Sabre AirVision-Service-0054 via Batch,APP-00348,APP-00054,Batch,Event,High,daily_volume=3767563; failures_month=35; modernization=Replace
INT-01423,Procurement-Teradata-Suite-0459 to Procurement-Databricks-Service-0220 via ETL,APP-00459,APP-00220,ETL,Daily,Critical,daily_volume=1649183; failures_month=91; modernization=Replatform
INT-01424,Slot-Accenture-Hub-0781 to Crew-TCS-Hub-0004 via API,APP-00781,APP-00004,API,Hourly,Medium,daily_volume=1033805; failures_month=5; modernization=Migrate
INT-01425,Ancillary-Workday-Engine-0884 to Gate-ServiceNow-Engine-0531 via Batch,APP-00884,APP-00531,Batch,Real-time,High,daily_volume=1270631; failures_month=71; modernization=Replace
INT-01426,Crew-Jeppesen-Manager-0136 to Network-Accenture-Engine-0365 via ETL,APP-00136,APP-00365,ETL,Real-time,Medium,daily_volume=4563956; failures_month=8; modernization=Replace
INT-01427,Cloud-Sabre-Engine-0126 to Customer-Snowflake-Service-0239 via Streaming,APP-00126,APP-00239,Streaming,Event,Medium,daily_volume=4128732; failures_month=72; modernization=Invest
INT-01428,Contact-TCS-Engine-0062 to Flight-Amadeus-Platform-0183 via Batch,APP-00062,APP-00183,Batch,Weekly,Low,daily_volume=5282420; failures_month=35; modernization=Replace
INT-01429,Identity-SAP-Hub-0104 to Weight-Oracle-Engine-0894 via ELT,APP-00104,APP-00894,ELT,Event,High,daily_volume=3304521; failures_month=32; modernization=Migrate
INT-01430,Fuel-Teradata-Platform-0473 to Treasury-Sabre AirVision-Manager-0022 via API,APP-00473,APP-00022,API,Event,Critical,daily_volume=4264240; failures_month=59; modernization=Retire
INT-01431,Metadata-SAP-Engine-0758 to Reliability-Workday-Hub-0746 via Real-time,APP-00758,APP-00746,Real-time,Weekly,High,daily_volume=1595282; failures_month=77; modernization=Replace
INT-01432,Disruption-Sabre-Service-0158 to Disruption-Snowflake-Manager-0002 via Event,APP-00158,APP-00002,Event,Real-time,Critical,daily_volume=3614565; failures_month=61; modernization=Replatform
INT-01433,Pricing-SITA-Suite-0218 to Data-Lufthansa Systems-Engine-0511 via API,APP-00218,APP-00511,API,Real-time,Critical,daily_volume=5405879; failures_month=10; modernization=Modernize
INT-01434,Crew-Amadeus-Hub-0552 to Self-Service-Accenture-Suite-0494 via File Transfer,APP-00552,APP-00494,File Transfer,Hourly,Medium,daily_volume=105019; failures_month=50; modernization=Invest
INT-01435,Corporate-TCS-Suite-0119 to Revenue-Amadeus-Suite-0893 via Real-time,APP-00119,APP-00893,Real-time,Daily,Low,daily_volume=7963140; failures_month=115; modernization=Modernize
INT-01436,Business-Databricks-Hub-0480 to Network-Workday-Suite-0417 via Streaming,APP-00480,APP-00417,Streaming,Hourly,Low,daily_volume=2182558; failures_month=21; modernization=Migrate
INT-01437,Slot-SITA-Engine-0676 to Pricing-ServiceNow-Manager-0298 via Event,APP-00676,APP-00298,Event,Daily,Medium,daily_volume=4859310; failures_month=31; modernization=Replatform
INT-01438,Sales-Oracle-Suite-0164 to Inventory-Sabre-Suite-0008 via Event,APP-00164,APP-00008,Event,Weekly,Medium,daily_volume=6411027; failures_month=108; modernization=Invest
INT-01439,Cargo-Hexaware-Suite-0400 to Reliability-AIMS-Suite-0015 via CDC,APP-00400,APP-00015,CDC,Daily,Medium,daily_volume=242379; failures_month=77; modernization=Retire
INT-01440,Data-Adobe-Suite-0269 to Flight-Oracle-Suite-0660 via CDC,APP-00269,APP-00660,CDC,Event,Critical,daily_volume=6602777; failures_month=83; modernization=Replace
INT-01441,Corporate-AIMS-Service-0309 to Baggage-IBM-Hub-0291 via File Transfer,APP-00309,APP-00291,File Transfer,Weekly,Low,daily_volume=4426360; failures_month=94; modernization=Retain
INT-01442,Gate-Hexaware-Platform-0128 to Maintenance-Amadeus-Hub-0249 via Event,APP-00128,APP-00249,Event,Event,Medium,daily_volume=1987408; failures_month=79; modernization=Modernize
INT-01443,Airworthiness-Salesforce-Suite-0554 to Procurement-Jeppesen-Platform-0029 via Real-time,APP-00554,APP-00029,Real-time,Event,High,daily_volume=4451159; failures_month=79; modernization=Replace
INT-01444,Metadata-Workday-Platform-0162 to Line-SITA-Manager-0467 via ELT,APP-00162,APP-00467,ELT,Event,Critical,daily_volume=720952; failures_month=57; modernization=Retain
INT-01445,Airworthiness-Custom-Service-0526 to Container-Salesforce-Hub-0623 via ELT,APP-00526,APP-00623,ELT,Weekly,Medium,daily_volume=7942793; failures_month=107; modernization=Retain
INT-01446,Data-Workday-Manager-0345 to Flight-Microsoft-Platform-0034 via Batch,APP-00345,APP-00034,Batch,Daily,Low,daily_volume=788167; failures_month=102; modernization=Retire
INT-01447,Data-Databricks-Engine-0776 to Payroll-Accenture-Hub-0320 via Batch,APP-00776,APP-00320,Batch,Event,Critical,daily_volume=336890; failures_month=55; modernization=Replace
INT-01448,Mobile-Accenture-Engine-0764 to Threat-Snowflake-Hub-0745 via API,APP-00764,APP-00745,API,Daily,Medium,daily_volume=3020471; failures_month=72; modernization=Modernize
INT-01449,Sales-Microsoft-Engine-0612 to Cargo-Adobe-Service-0315 via API,APP-00612,APP-00315,API,Daily,Low,daily_volume=6264109; failures_month=4; modernization=Retain
INT-01450,Self-Service-IBM-Hub-0219 to Predictive-IBM-Suite-0561 via File Transfer,APP-00219,APP-00561,File Transfer,Daily,High,daily_volume=7428344; failures_month=87; modernization=Migrate
INT-01451,Ancillary-Infosys-Hub-0898 to Loyalty-Teradata-Hub-0336 via API,APP-00898,APP-00336,API,Event,High,daily_volume=2638938; failures_month=104; modernization=Retain
INT-01452,Self-Service-Jeppesen-Engine-0456 to Slot-Teradata-Engine-0236 via ELT,APP-00456,APP-00236,ELT,Hourly,Low,daily_volume=4473894; failures_month=18; modernization=Retain
INT-01453,Network-Teradata-Hub-0050 to Weight-Teradata-Hub-0601 via Real-time,APP-00050,APP-00601,Real-time,Daily,High,daily_volume=3467551; failures_month=31; modernization=Retain
INT-01454,Line-SITA-Service-0072 to Self-Service-Lufthansa Systems-Suite-0052 via ETL,APP-00072,APP-00052,ETL,Event,Medium,daily_volume=5420231; failures_month=9; modernization=Migrate
INT-01455,Identity-Snowflake-Service-0348 to Component-TCS-Hub-0808 via Real-time,APP-00348,APP-00808,Real-time,Event,Medium,daily_volume=7363693; failures_month=61; modernization=Retain
INT-01456,Ancillary-Oracle-Hub-0605 to Airworthiness-Jeppesen-Suite-0725 via CDC,APP-00605,APP-00725,CDC,Weekly,Critical,daily_volume=213701; failures_month=2; modernization=Replatform
INT-01457,Inventory-Sabre-Suite-0008 to Crew-Accenture-Engine-0500 via ELT,APP-00008,APP-00500,ELT,Event,Medium,daily_volume=5613387; failures_month=53; modernization=Retain
INT-01458,Baggage-Sabre AirVision-Hub-0243 to Observability-Infosys-Platform-0324 via ETL,APP-00243,APP-00324,ETL,Real-time,High,daily_volume=4299121; failures_month=68; modernization=Modernize
INT-01459,Cloud-Amadeus-Platform-0323 to HR-Hexaware-Platform-0020 via CDC,APP-00323,APP-00020,CDC,Daily,Critical,daily_volume=6458925; failures_month=64; modernization=Modernize
INT-01460,Line-IBM-Engine-0466 to Customer-Custom-Service-0777 via Streaming,APP-00466,APP-00777,Streaming,Real-time,Low,daily_volume=5993451; failures_month=29; modernization=Invest
INT-01461,Line-SITA-Service-0072 to Tax-SAP-Suite-0310 via ETL,APP-00072,APP-00310,ETL,Daily,Low,daily_volume=5724488; failures_month=88; modernization=Invest
INT-01462,Cargo-Amadeus-Suite-0253 to Fuel-Amadeus-Manager-0300 via Event,APP-00253,APP-00300,Event,Weekly,Critical,daily_volume=3067204; failures_month=60; modernization=Invest
INT-01463,Cargo-Adobe-Service-0315 to Engine-Databricks-Hub-0077 via Real-time,APP-00315,APP-00077,Real-time,Daily,Low,daily_volume=5781284; failures_month=33; modernization=Replace
INT-01464,Procurement-Teradata-Platform-0484 to ML-Microsoft-Manager-0274 via Batch,APP-00484,APP-00274,Batch,Weekly,Medium,daily_volume=6290934; failures_month=62; modernization=Retire
INT-01465,Slot-Sabre-Service-0685 to End-Microsoft-Engine-0563 via CDC,APP-00685,APP-00563,CDC,Weekly,Low,daily_volume=5473164; failures_month=66; modernization=Migrate
INT-01466,Legal-AIMS-Service-0098 to Crew-Databricks-Suite-0590 via CDC,APP-00098,APP-00590,CDC,Event,Low,daily_volume=6064642; failures_month=50; modernization=Retire
INT-01467,Vulnerability-Sabre-Platform-0313 to Revenue-Amadeus-Manager-0614 via Event,APP-00313,APP-00614,Event,Weekly,Medium,daily_volume=168059; failures_month=72; modernization=Replace
INT-01468,MRO-Snowflake-Manager-0019 to Network-Jeppesen-Hub-0210 via Streaming,APP-00019,APP-00210,Streaming,Hourly,Low,daily_volume=2918443; failures_month=13; modernization=Replatform
INT-01469,Tax-Teradata-Engine-0812 to Crew-Lufthansa Systems-Service-0248 via Batch,APP-00812,APP-00248,Batch,Daily,Low,daily_volume=5925642; failures_month=66; modernization=Replace
INT-01470,Corporate-AIMS-Service-0051 to HR-Amadeus-Suite-0504 via API,APP-00051,APP-00504,API,Real-time,Low,daily_volume=324259; failures_month=38; modernization=Replace
INT-01471,Ground-Hexaware-Engine-0094 to Corporate-SITA-Service-0005 via File Transfer,APP-00094,APP-00005,File Transfer,Daily,High,daily_volume=2391126; failures_month=119; modernization=Invest
INT-01472,Customer-TCS-Engine-0488 to Tax-ServiceNow-Hub-0267 via Batch,APP-00488,APP-00267,Batch,Hourly,High,daily_volume=1884877; failures_month=16; modernization=Invest
INT-01473,Airworthiness-SITA-Platform-0871 to Customer-Workday-Platform-0105 via Real-time,APP-00871,APP-00105,Real-time,Hourly,Medium,daily_volume=5989919; failures_month=16; modernization=Modernize
INT-01474,Slot-Hexaware-Platform-0657 to Ancillary-Accenture-Suite-0534 via File Transfer,APP-00657,APP-00534,File Transfer,Event,High,daily_volume=5244563; failures_month=33; modernization=Retire
INT-01475,Reliability-Salesforce-Engine-0346 to Procurement-SAP-Suite-0875 via API,APP-00346,APP-00875,API,Hourly,High,daily_volume=7812622; failures_month=104; modernization=Migrate
INT-01476,Fuel-Teradata-Platform-0473 to Network-Sabre AirVision-Suite-0063 via Streaming,APP-00473,APP-00063,Streaming,Weekly,High,daily_volume=1708380; failures_month=29; modernization=Retire
INT-01477,Engine-Lufthansa Systems-Hub-0469 to Weight-Sabre AirVision-Suite-0283 via Event,APP-00469,APP-00283,Event,Hourly,Critical,daily_volume=7512013; failures_month=74; modernization=Replatform
INT-01478,Slot-Teradata-Hub-0402 to Reliability-Teradata-Hub-0153 via File Transfer,APP-00402,APP-00153,File Transfer,Hourly,Critical,daily_volume=3736992; failures_month=28; modernization=Replatform
INT-01479,Finance-SITA-Engine-0187 to Heavy-SAP-Suite-0634 via File Transfer,APP-00187,APP-00634,File Transfer,Daily,Medium,daily_volume=6819559; failures_month=13; modernization=Replatform
INT-01480,Disruption-Snowflake-Suite-0835 to Payroll-Sabre AirVision-Hub-0207 via File Transfer,APP-00835,APP-00207,File Transfer,Weekly,Low,daily_volume=4910844; failures_month=35; modernization=Replatform
INT-01481,Flight-Microsoft-Platform-0034 to Sales-Sabre AirVision-Engine-0197 via Real-time,APP-00034,APP-00197,Real-time,Event,High,daily_volume=6708648; failures_month=37; modernization=Replatform
INT-01482,Threat-TCS-Manager-0244 to Vulnerability-Snowflake-Engine-0795 via Event,APP-00244,APP-00795,Event,Daily,High,daily_volume=6095452; failures_month=32; modernization=Replace
INT-01483,Component-Accenture-Service-0650 to Revenue-Salesforce-Hub-0116 via Real-time,APP-00650,APP-00116,Real-time,Real-time,Medium,daily_volume=5132170; failures_month=32; modernization=Migrate
INT-01484,Ground-Hexaware-Engine-0094 to Crew-TCS-Hub-0004 via File Transfer,APP-00094,APP-00004,File Transfer,Weekly,Low,daily_volume=7252626; failures_month=7; modernization=Invest
INT-01485,Revenue-Workday-Service-0477 to Disruption-TCS-Hub-0448 via Batch,APP-00477,APP-00448,Batch,Daily,Critical,daily_volume=4102796; failures_month=55; modernization=Invest
INT-01486,Inventory-Snowflake-Platform-0124 to Baggage-Sabre-Manager-0296 via File Transfer,APP-00124,APP-00296,File Transfer,Weekly,High,daily_volume=3240344; failures_month=36; modernization=Retain
INT-01487,Data-Accenture-Manager-0059 to Sales-Salesforce-Engine-0775 via ELT,APP-00059,APP-00775,ELT,Hourly,High,daily_volume=6461530; failures_month=108; modernization=Replatform
INT-01488,Revenue-IBM-Manager-0107 to Real-Custom-Service-0575 via ELT,APP-00107,APP-00575,ELT,Event,High,daily_volume=7904777; failures_month=60; modernization=Invest
INT-01489,Treasury-Lufthansa Systems-Manager-0797 to Distribution-Jeppesen-Hub-0182 via ETL,APP-00797,APP-00182,ETL,Event,Low,daily_volume=4557932; failures_month=108; modernization=Replace
INT-01490,Corporate-AIMS-Service-0309 to Mainframe-Infosys-Hub-0665 via Event,APP-00309,APP-00665,Event,Real-time,Critical,daily_volume=5351737; failures_month=108; modernization=Invest
INT-01491,Customer-Jeppesen-Hub-0517 to Corporate-Amadeus-Manager-0205 via CDC,APP-00517,APP-00205,CDC,Weekly,High,daily_volume=6824344; failures_month=102; modernization=Replace
INT-01492,Maintenance-Hexaware-Hub-0811 to Weight-AIMS-Hub-0645 via CDC,APP-00811,APP-00645,CDC,Real-time,Medium,daily_volume=1498608; failures_month=52; modernization=Retire
INT-01493,Digital-Lufthansa Systems-Platform-0524 to Network-Databricks-Service-0081 via Batch,APP-00524,APP-00081,Batch,Hourly,Low,daily_volume=26183; failures_month=35; modernization=Migrate
INT-01494,Parts-Oracle-Service-0060 to Investor-Teradata-Engine-0036 via ETL,APP-00060,APP-00036,ETL,Daily,Critical,daily_volume=7355886; failures_month=110; modernization=Invest
INT-01495,Business-Infosys-Platform-0423 to Ancillary-TCS-Manager-0762 via File Transfer,APP-00423,APP-00762,File Transfer,Daily,Critical,daily_volume=4770786; failures_month=99; modernization=Retain
INT-01496,Crew-TCS-Manager-0146 to Crew-Teradata-Engine-0299 via Event,APP-00146,APP-00299,Event,Hourly,Low,daily_volume=1274417; failures_month=84; modernization=Replatform
INT-01497,Data-Hexaware-Hub-0622 to Network-Workday-Engine-0652 via Real-time,APP-00622,APP-00652,Real-time,Real-time,Medium,daily_volume=1218996; failures_month=53; modernization=Retire
INT-01498,Data-SITA-Suite-0285 to Crew-ServiceNow-Engine-0742 via Batch,APP-00285,APP-00742,Batch,Event,High,daily_volume=363970; failures_month=42; modernization=Retain
INT-01499,Heavy-Oracle-Engine-0774 to Digital-Sabre-Manager-0333 via API,APP-00774,APP-00333,API,Hourly,High,daily_volume=482217; failures_month=23; modernization=Migrate
INT-01500,Weight-Infosys-Service-0341 to Lounge-SAP-Engine-0537 via Streaming,APP-00341,APP-00537,Streaming,Hourly,Low,daily_volume=3726890; failures_month=14; modernization=Replace
INT-01501,Container-Sabre AirVision-Service-0427 to Loyalty-Amadeus-Engine-0376 via Real-time,APP-00427,APP-00376,Real-time,Event,Critical,daily_volume=3883574; failures_month=3; modernization=Retain
INT-01502,Crew-SITA-Engine-0357 to Weight-Microsoft-Suite-0039 via File Transfer,APP-00357,APP-00039,File Transfer,Hourly,Medium,daily_volume=5291024; failures_month=12; modernization=Migrate
INT-01503,Fuel-Snowflake-Engine-0447 to Line-Jeppesen-Engine-0394 via File Transfer,APP-00447,APP-00394,File Transfer,Daily,High,daily_volume=2632115; failures_month=76; modernization=Migrate
INT-01504,Slot-ServiceNow-Engine-0179 to Revenue-Hexaware-Manager-0752 via Batch,APP-00179,APP-00752,Batch,Daily,Medium,daily_volume=7830452; failures_month=6; modernization=Replace
INT-01505,Real-Workday-Platform-0806 to Identity-Microsoft-Service-0139 via API,APP-00806,APP-00139,API,Daily,High,daily_volume=2364454; failures_month=86; modernization=Replatform
INT-01506,Revenue-Workday-Service-0477 to Fuel-SITA-Engine-0129 via ETL,APP-00477,APP-00129,ETL,Weekly,Medium,daily_volume=273674; failures_month=79; modernization=Migrate
INT-01507,Line-SITA-Manager-0467 to Reliability-ServiceNow-Hub-0101 via Streaming,APP-00467,APP-00101,Streaming,Real-time,Medium,daily_volume=6992218; failures_month=93; modernization=Migrate
INT-01508,Irregular-Microsoft-Suite-0057 to Procurement-Adobe-Suite-0457 via File Transfer,APP-00057,APP-00457,File Transfer,Event,Low,daily_volume=1400178; failures_month=62; modernization=Replace
INT-01509,Heavy-Salesforce-Platform-0690 to Cloud-Infosys-Engine-0288 via CDC,APP-00690,APP-00288,CDC,Daily,Critical,daily_volume=3123680; failures_month=116; modernization=Retire
INT-01510,Observability-TCS-Hub-0763 to Ground-Oracle-Engine-0493 via API,APP-00763,APP-00493,API,Real-time,Medium,daily_volume=4974970; failures_month=59; modernization=Invest
INT-01511,Line-Microsoft-Engine-0229 to Cargo-Snowflake-Service-0860 via Streaming,APP-00229,APP-00860,Streaming,Event,High,daily_volume=7263694; failures_month=93; modernization=Replace
INT-01512,Slot-Sabre-Service-0685 to Self-Service-Jeppesen-Engine-0456 via ELT,APP-00685,APP-00456,ELT,Daily,Low,daily_volume=4237686; failures_month=57; modernization=Invest
INT-01513,Line-Microsoft-Service-0843 to Real-Sabre-Suite-0327 via File Transfer,APP-00843,APP-00327,File Transfer,Real-time,Critical,daily_volume=5738540; failures_month=81; modernization=Retire
INT-01514,Loyalty-Databricks-Platform-0021 to Real-Custom-Service-0575 via ELT,APP-00021,APP-00575,ELT,Hourly,Low,daily_volume=126207; failures_month=11; modernization=Modernize
INT-01515,Line-Microsoft-Suite-0133 to Data-Salesforce-Platform-0496 via API,APP-00133,APP-00496,API,Event,Low,daily_volume=429882; failures_month=115; modernization=Migrate
INT-01516,Engine-Salesforce-Manager-0897 to Maintenance-Amadeus-Manager-0134 via Streaming,APP-00897,APP-00134,Streaming,Hourly,High,daily_volume=2551199; failures_month=61; modernization=Migrate
INT-01517,Corporate-SITA-Service-0005 to Endpoint-Sabre-Manager-0600 via File Transfer,APP-00005,APP-00600,File Transfer,Daily,Low,daily_volume=2358073; failures_month=113; modernization=Migrate
INT-01518,Loyalty-SITA-Manager-0389 to Ground-Databricks-Hub-0825 via API,APP-00389,APP-00825,API,Event,Critical,daily_volume=92937; failures_month=96; modernization=Replatform
INT-01519,Gate-ServiceNow-Hub-0188 to Slot-Lufthansa Systems-Platform-0880 via File Transfer,APP-00188,APP-00880,File Transfer,Event,Low,daily_volume=7026995; failures_month=65; modernization=Retire
INT-01520,Contact-ServiceNow-Manager-0573 to Irregular-IBM-Engine-0482 via API,APP-00573,APP-00482,API,Daily,High,daily_volume=1656236; failures_month=63; modernization=Invest
INT-01521,Tax-Jeppesen-Engine-0172 to Vulnerability-TCS-Manager-0111 via Streaming,APP-00172,APP-00111,Streaming,Real-time,High,daily_volume=4543249; failures_month=34; modernization=Invest
