path,symbol_or_term,occurrence_type,module,current_usage,runtime_used_yes_no,user_facing_yes_no,generated_content_yes_no,replacement_path,recommended_action,risk_level,notes
datasets/context-artifacts/approved/apex-retail/home-knowledge/approved-home-knowledge-design-contract-pack.json,synthetic demo,data-or-generated-artifact,tenant-data,dataset-artifact,no,no,yes,neutral current architecture language,archive,low,2 occurrence(s); review before archive/delete
src/__tests__/integration/source/source-data-readiness-panel.test.ts,projection,test-fixture,source,test,no,no,no,module context pack or active context projection,keep_internal,low,13 occurrence(s); review before archive/delete
src/__tests__/integration/source/source-event-canvas-shell.test.ts,projection,test-fixture,source,test,no,no,no,module context pack or active context projection,keep_internal,low,2 occurrence(s); review before archive/delete
src/__tests__/integration/source/source-rfp-readiness.test.ts,projection,test-fixture,source,test,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); review before archive/delete
src/__tests__/integration/source/source-simple-front.test.tsx,substrate,test-fixture,source,test,no,no,no,module context pack or active context projection,keep_internal,low,3 occurrence(s); review before archive/delete
src/__tests__/integration/strategic-moves-chat-shape.test.ts,substrate,test-fixture,moves,test,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); review before archive/delete
src/__tests__/integration/tenant-empty-states.test.tsx,projection,test-fixture,platform,test,no,no,no,module context pack or active context projection,keep_internal,low,3 occurrence(s); review before archive/delete
src/__tests__/integration/tenant-empty-states.test.tsx,substrate,test-fixture,platform,test,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); review before archive/delete
src/__tests__/integration/tower/adoption-realization-view.test.ts,projection,test-fixture,tower,test,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); review before archive/delete
src/__tests__/integration/tower/ai-adoption-usage.test.ts,record ID,test-fixture,tower,test,no,no,no,source evidence citation or client-safe row label,keep_internal,low,1 occurrence(s); review before archive/delete
src/__tests__/integration/tower/ai-portfolio-inventory.test.ts,record ID,test-fixture,tower,test,no,no,no,source evidence citation or client-safe row label,keep_internal,low,1 occurrence(s); review before archive/delete
src/__tests__/integration/tower/ai-value-outcome-ledger.test.ts,projection,test-fixture,tower,test,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); review before archive/delete
src/__tests__/integration/tower/board-pack-generator.test.ts,projection,test-fixture,tower,test,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); review before archive/delete
src/__tests__/integration/tower/executive-action-queue.test.ts,projection,test-fixture,tower,test,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); review before archive/delete
src/__tests__/integration/tower/tower-atlas-reasoning-trace.test.ts,substrate,test-fixture,tower,test,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); review before archive/delete
src/__tests__/integration/tower/tower-date-rendering.test.ts,substrate,test-fixture,tower,test,no,no,no,module context pack or active context projection,keep_internal,low,2 occurrence(s); review before archive/delete
src/__tests__/integration/tower/tower-db-only-surface.test.ts,substrate,test-fixture,tower,test,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); review before archive/delete
src/__tests__/integration/tower/tower-invariants.test.ts,projection,test-fixture,tower,test,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); review before archive/delete
src/__tests__/integration/tower/tower-invariants.test.ts,substrate,test-fixture,tower,test,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); review before archive/delete
src/__tests__/integration/tower/tower-substrate-depth.test.ts,substrate,test-fixture,tower,test,no,no,no,module context pack or active context projection,keep_internal,low,2 occurrence(s); review before archive/delete
src/__tests__/integration/tower/tower-t4-strategic-alignment-2x2.test.ts,substrate,test-fixture,tower,test,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); review before archive/delete
src/__tests__/integration/tower/tower-t5-band-metrics.test.ts,substrate,test-fixture,tower,test,no,no,no,module context pack or active context projection,keep_internal,low,3 occurrence(s); review before archive/delete
src/__tests__/integration/tower/tower-t6-pressure-cards.test.ts,substrate,test-fixture,tower,test,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); review before archive/delete
src/__tests__/integration/tower/tower-t7-atlas-observations.test.ts,substrate,test-fixture,tower,test,no,no,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); review before archive/delete
src/app/(maestro)/admin/_cached-helpers.ts,substrate,runtime-code,platform,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,1 occurrence(s); review before archive/delete
src/app/(maestro)/admin/agent-readiness/page.tsx,substrate,runtime-code,platform,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,2 occurrence(s); review before archive/delete
src/app/(maestro)/admin/context-layer/page.tsx,substrate,runtime-code,platform,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,1 occurrence(s); review before archive/delete
src/app/(maestro)/admin/customer/page.tsx,substrate,runtime-code,platform,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,13 occurrence(s); review before archive/delete
src/app/(maestro)/admin/data-layer-explorer/__tests__/page-source.test.ts,projection,test-fixture,platform,test,no,yes,no,module context pack or active context projection,keep_internal,low,2 occurrence(s); review before archive/delete
src/app/(maestro)/admin/data-layer-explorer/page.tsx,projection,runtime-code,platform,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,3 occurrence(s); review before archive/delete
src/app/(maestro)/admin/data-trust/page.tsx,substrate,runtime-code,platform,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,2 occurrence(s); review before archive/delete
src/app/(maestro)/admin/dossiers/page.tsx,dossier,runtime-code,platform,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,24 occurrence(s); review before archive/delete
src/app/(maestro)/admin/knowledge-preview/page.tsx,context packet,runtime-code,platform,runtime-source,yes,yes,no,standard-2026-07-v3 tenant input dataset,rename,high,1 occurrence(s); review before archive/delete
src/app/(maestro)/admin/segments/[segmentId]/page.tsx,substrate,runtime-code,platform,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,1 occurrence(s); review before archive/delete
src/app/(maestro)/admin/setup/cxo-intel/page.tsx,substrate,runtime-code,platform,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,1 occurrence(s); review before archive/delete
src/app/(maestro)/admin/setup/page.tsx,substrate,runtime-code,platform,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,1 occurrence(s); review before archive/delete
src/app/(maestro)/dossier/[threadId]/page.tsx,dossier,runtime-code,platform,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,28 occurrence(s); review before archive/delete
src/app/(maestro)/home/__tests__/home-page-ecl-route.test.tsx,projection,test-fixture,home-knowledge,test,no,yes,no,module context pack or active context projection,keep_internal,low,3 occurrence(s); review before archive/delete
src/app/(maestro)/home/page.tsx,projection,runtime-code,home-knowledge,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,1 occurrence(s); review before archive/delete
src/app/(maestro)/home/preview/page.tsx,projection,runtime-code,home-knowledge,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,1 occurrence(s); review before archive/delete
src/app/(maestro)/intelligence/page.tsx,projection,runtime-code,intelligence,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,2 occurrence(s); review before archive/delete
src/app/(maestro)/knowledge-preview/page.tsx,old Home,runtime-code,platform,runtime-source,yes,yes,no,neutral current architecture language,rename,high,1 occurrence(s); review before archive/delete
src/app/(maestro)/platform/admin/pilot/[tenantKey]/page.tsx,substrate,runtime-code,platform,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,14 occurrence(s); review before archive/delete
src/app/(maestro)/source/__tests__/tenant-resolution-source-contract.test.ts,substrate,test-fixture,source,test,no,yes,no,module context pack or active context projection,keep_internal,low,2 occurrence(s); review before archive/delete
src/app/(maestro)/source/events/[eventId]/page.tsx,substrate,runtime-code,source,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,1 occurrence(s); review before archive/delete
src/app/(maestro)/source/optimize/__tests__/page.financial-access.test.tsx,V4,test-fixture,source,test,no,yes,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,keep_internal,low,1 occurrence(s); review before archive/delete
src/app/(maestro)/source/optimize/page.tsx,V4,runtime-code,source,runtime-source,yes,yes,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,rename,high,1 occurrence(s); review before archive/delete
src/app/(maestro)/source/preview/workspace/__tests__/buildViewModel.numeric.test.ts,source_record_id,test-fixture,source,test,no,yes,no,source evidence citation or client-safe row label,keep_internal,low,2 occurrence(s); review before archive/delete
src/app/(maestro)/source/preview/workspace/__tests__/buildViewModel.numeric.test.ts,V4,test-fixture,source,test,no,yes,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,keep_internal,low,11 occurrence(s); review before archive/delete
src/app/(maestro)/source/preview/workspace/__tests__/ContractCanvas.executive-story.test.tsx,source_record_id,test-fixture,source,test,no,yes,no,source evidence citation or client-safe row label,keep_internal,low,1 occurrence(s); review before archive/delete
src/app/(maestro)/source/preview/workspace/__tests__/contractPerformanceCards.test.tsx,latest loaded,test-fixture,source,test,no,yes,no,active context pointer,keep_internal,low,1 occurrence(s); review before archive/delete
src/app/(maestro)/source/preview/workspace/__tests__/page-tenant-routing.test.ts,projection,test-fixture,source,test,no,yes,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); review before archive/delete
src/app/(maestro)/source/preview/workspace/__tests__/portfolioAdapter.ecl.test.ts,projection,test-fixture,source,test,no,yes,no,module context pack or active context projection,keep_internal,low,3 occurrence(s); review before archive/delete
src/app/(maestro)/source/preview/workspace/__tests__/portfolioAdapter.ecl.test.ts,V4,test-fixture,source,test,no,yes,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,keep_internal,low,1 occurrence(s); review before archive/delete
src/app/(maestro)/source/preview/workspace/__tests__/viewModel.explore.test.ts,V4,test-fixture,source,test,no,yes,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,keep_internal,low,4 occurrence(s); review before archive/delete
src/app/(maestro)/source/preview/workspace/__tests__/workspace-ava-contract.test.ts,V4,test-fixture,source,test,no,yes,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,keep_internal,low,1 occurrence(s); review before archive/delete
src/app/(maestro)/source/preview/workspace/__tests__/WorkspaceClient.ecl-browser.test.tsx,projection,test-fixture,source,test,no,yes,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); review before archive/delete
src/app/(maestro)/source/preview/workspace/__tests__/WorkspaceClient.ecl-browser.test.tsx,source_record_id,test-fixture,source,test,no,yes,no,source evidence citation or client-safe row label,keep_internal,low,1 occurrence(s); review before archive/delete
src/app/(maestro)/source/preview/workspace/__tests__/WorkspaceClient.ecl-browser.test.tsx,V4,test-fixture,source,test,no,yes,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,keep_internal,low,1 occurrence(s); review before archive/delete
src/app/(maestro)/source/preview/workspace/__tests__/WorkspaceExecutiveShell.performance.test.ts,projection,test-fixture,source,test,no,yes,no,module context pack or active context projection,keep_internal,low,4 occurrence(s); review before archive/delete
src/app/(maestro)/source/preview/workspace/buildViewModel.ts,projection,runtime-code,source,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,1 occurrence(s); review before archive/delete
src/app/(maestro)/source/preview/workspace/buildViewModel.ts,V4,runtime-code,source,runtime-source,yes,yes,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,rename,high,5 occurrence(s); review before archive/delete
src/app/(maestro)/source/preview/workspace/ContractAnatomy.tsx,projection,runtime-code,source,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,1 occurrence(s); review before archive/delete
src/app/(maestro)/source/preview/workspace/lenses/ContextLens.tsx,V4,runtime-code,source,runtime-source,yes,yes,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,rename,high,1 occurrence(s); review before archive/delete
src/app/(maestro)/source/preview/workspace/live/portfolioAdapter.ts,projection,runtime-code,source,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,7 occurrence(s); review before archive/delete
src/app/(maestro)/source/preview/workspace/live/portfolioAdapter.ts,substrate,runtime-code,source,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,1 occurrence(s); review before archive/delete
src/app/(maestro)/source/preview/workspace/live/portfolioAdapter.ts,V4,runtime-code,source,runtime-source,yes,yes,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,rename,high,3 occurrence(s); review before archive/delete
src/app/(maestro)/source/preview/workspace/WorkspaceExecutiveShell.tsx,projection,runtime-code,source,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,1 occurrence(s); review before archive/delete
src/app/(maestro)/source/preview/workspace/WorkspaceExecutiveShell.tsx,substrate,runtime-code,source,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,35 occurrence(s); review before archive/delete
src/app/(maestro)/source/value/page.tsx,V4,runtime-code,source,runtime-source,yes,yes,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,rename,high,1 occurrence(s); review before archive/delete
src/app/(maestro)/source/workspace/page.tsx,V4,runtime-code,source,runtime-source,yes,yes,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,rename,high,2 occurrence(s); review before archive/delete
src/app/(maestro)/strategic-moves/expert-kernel/dossier/page.tsx,dossier,runtime-code,moves,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,50 occurrence(s); review before archive/delete
src/app/(maestro)/strategic-moves/page.tsx,projection,runtime-code,moves,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,1 occurrence(s); review before archive/delete
src/app/(maestro)/tower/page.tsx,projection,runtime-code,tower,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,2 occurrence(s); review before archive/delete
src/app/api/admin/context-layer/csv-upload/__tests__/route.test.ts,source_record_id,test-fixture,platform,test,no,yes,no,source evidence citation or client-safe row label,keep_internal,low,2 occurrence(s); review before archive/delete
src/app/api/admin/home-knowledge-v4/approve/route.ts,V4,runtime-code,platform,runtime-source,yes,yes,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,rename,high,4 occurrence(s); review before archive/delete
src/app/api/admin/home-knowledge-v4/history/route.ts,V4,runtime-code,platform,runtime-source,yes,yes,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,rename,high,1 occurrence(s); review before archive/delete
src/app/api/admin/home-knowledge-v4/reject/route.ts,V4,runtime-code,platform,runtime-source,yes,yes,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,rename,high,2 occurrence(s); review before archive/delete
src/app/api/admin/home-knowledge-v4/retire/route.ts,V4,runtime-code,platform,runtime-source,yes,yes,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,rename,high,3 occurrence(s); review before archive/delete
src/app/api/admin/home-knowledge-v4/rollback/route.ts,V4,runtime-code,platform,runtime-source,yes,yes,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,rename,high,2 occurrence(s); review before archive/delete
src/app/api/chat/agent/route.ts,dossier,runtime-code,platform,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,1 occurrence(s); review before archive/delete
src/app/api/chat/agent/route.ts,substrate,runtime-code,platform,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,5 occurrence(s); review before archive/delete
src/app/api/debug/tower-substrate/route.ts,substrate,runtime-code,platform,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,2 occurrence(s); review before archive/delete
src/app/api/home/know/ask/route.ts,dossier,runtime-code,home-knowledge,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,1 occurrence(s); review before archive/delete
src/app/api/home/know/ask/route.ts,V6,runtime-code,home-knowledge,runtime-source,yes,yes,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,rename,high,2 occurrence(s); review before archive/delete
src/app/api/home/know/ask/route.ts,V7,runtime-code,home-knowledge,runtime-source,yes,yes,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,rename,high,2 occurrence(s); review before archive/delete
src/app/api/intelligence/ask/__tests__/route.telemetry.test.ts,dossier,test-fixture,intelligence,test,no,yes,no,module context pack or active context projection,keep_internal,low,2 occurrence(s); review before archive/delete
src/app/api/intelligence/ask/__tests__/route.telemetry.test.ts,substrate,test-fixture,intelligence,test,no,yes,no,module context pack or active context projection,keep_internal,low,5 occurrence(s); review before archive/delete
src/app/api/intelligence/ask/__tests__/route.telemetry.test.ts,V7,test-fixture,intelligence,test,no,yes,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,keep_internal,low,6 occurrence(s); review before archive/delete
src/app/api/intelligence/ask/route.ts,dossier,runtime-code,intelligence,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,2 occurrence(s); review before archive/delete
src/app/api/intelligence/ask/route.ts,projection,runtime-code,intelligence,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,1 occurrence(s); review before archive/delete
src/app/api/intelligence/ask/route.ts,source_record_id,runtime-code,intelligence,runtime-source,yes,yes,no,source evidence citation or client-safe row label,rename,high,1 occurrence(s); review before archive/delete
src/app/api/intelligence/ask/route.ts,substrate,runtime-code,intelligence,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,9 occurrence(s); review before archive/delete
src/app/api/intelligence/ask/route.ts,V6,runtime-code,intelligence,runtime-source,yes,yes,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,rename,high,2 occurrence(s); review before archive/delete
src/app/api/programs/synthesis/__tests__/route.test.ts,V6,test-fixture,platform,test,no,yes,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,keep_internal,low,9 occurrence(s); review before archive/delete
src/app/api/programs/synthesis/route.ts,V6,runtime-code,platform,runtime-source,yes,yes,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,rename,high,6 occurrence(s); review before archive/delete
src/app/api/reasoning/_auth.ts,substrate,runtime-code,platform,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,1 occurrence(s); review before archive/delete
src/app/api/reasoning/audit/route.ts,substrate,runtime-code,platform,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,2 occurrence(s); review before archive/delete
src/app/api/source/synthesis/__tests__/route.test.ts,V6,test-fixture,source,test,no,yes,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,keep_internal,low,16 occurrence(s); review before archive/delete
src/app/api/source/synthesis/route.ts,V6,runtime-code,source,runtime-source,yes,yes,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,rename,high,7 occurrence(s); review before archive/delete
src/app/api/source/workspace/contract/[contractId]/__tests__/route.test.ts,projection,test-fixture,source,test,no,yes,no,module context pack or active context projection,keep_internal,low,3 occurrence(s); review before archive/delete
src/app/api/source/workspace/portfolio/route.ts,V4,runtime-code,source,runtime-source,yes,yes,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,rename,high,1 occurrence(s); review before archive/delete
src/app/api/tower/ask/route.ts,V6,runtime-code,tower,runtime-source,yes,yes,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,rename,high,1 occurrence(s); review before archive/delete
src/app/api/tower/ask/route.ts,V7,runtime-code,tower,runtime-source,yes,yes,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,rename,high,1 occurrence(s); review before archive/delete
src/app/api/tower/initiative-detail/route.ts,substrate,runtime-code,tower,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,1 occurrence(s); review before archive/delete
src/app/api/v1/agent/attachments/route.ts,V4,runtime-code,platform,runtime-source,yes,yes,no,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,rename,high,1 occurrence(s); review before archive/delete
src/app/api/v1/moves/board-grade-master-dossier/route.ts,dossier,runtime-code,moves,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,21 occurrence(s); review before archive/delete
src/app/api/v1/programs/[programId]/decision-options/route.ts,dossier,runtime-code,platform,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,1 occurrence(s); review before archive/delete
src/app/api/v1/source/[eventId]/artifacts/[artifactCode]/accept/route.ts,substrate,runtime-code,source,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,2 occurrence(s); review before archive/delete
src/app/api/v1/source/[eventId]/artifacts/[artifactCode]/body/route.ts,substrate,runtime-code,source,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,1 occurrence(s); review before archive/delete
src/app/api/v1/source/[eventId]/artifacts/[artifactCode]/client-final/route.ts,substrate,runtime-code,source,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,1 occurrence(s); review before archive/delete
src/app/api/v1/source/[eventId]/artifacts/[artifactCode]/generate/route.ts,substrate,runtime-code,source,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,9 occurrence(s); review before archive/delete
src/app/api/v1/source/[eventId]/artifacts/[artifactCode]/render-comparison-xlsx/route.ts,substrate,runtime-code,source,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,1 occurrence(s); review before archive/delete
src/app/api/v1/source/[eventId]/artifacts/[artifactCode]/render-docx/route.ts,substrate,runtime-code,source,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,2 occurrence(s); review before archive/delete
src/app/api/v1/source/[eventId]/artifacts/[artifactCode]/render-pdf/route.ts,substrate,runtime-code,source,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,1 occurrence(s); review before archive/delete
src/app/api/v1/source/[eventId]/artifacts/[artifactCode]/render-xlsx/route.ts,substrate,runtime-code,source,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,1 occurrence(s); review before archive/delete
src/app/api/v1/source/[eventId]/artifacts/[artifactCode]/safe-repair/__tests__/route.test.ts,substrate,test-fixture,source,test,no,yes,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); review before archive/delete
src/app/api/v1/source/[eventId]/artifacts/[artifactCode]/safe-repair/route.ts,substrate,runtime-code,source,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,2 occurrence(s); review before archive/delete
src/app/api/v1/source/[eventId]/artifacts/[artifactCode]/status/route.ts,substrate,runtime-code,source,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,2 occurrence(s); review before archive/delete
src/app/api/v1/source/[eventId]/artifacts/generate/__tests__/route.test.ts,substrate,test-fixture,source,test,no,yes,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); review before archive/delete
src/app/api/v1/source/[eventId]/artifacts/upload/__tests__/route.test.ts,substrate,test-fixture,source,test,no,yes,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); review before archive/delete
src/app/api/v1/source/[eventId]/artifacts/upload/route.ts,substrate,runtime-code,source,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,4 occurrence(s); review before archive/delete
src/app/api/v1/source/[eventId]/evidence/[requirementId]/answer/__tests__/route.test.ts,substrate,test-fixture,source,test,no,yes,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); review before archive/delete
src/app/api/v1/source/[eventId]/evidence/[requirementId]/answer/route.ts,substrate,runtime-code,source,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,1 occurrence(s); review before archive/delete
src/app/api/v1/source/[eventId]/evidence/[requirementId]/availability-review/__tests__/route.test.ts,substrate,test-fixture,source,test,no,yes,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); review before archive/delete
src/app/api/v1/source/[eventId]/evidence/[requirementId]/availability-review/route.ts,substrate,runtime-code,source,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,1 occurrence(s); review before archive/delete
src/app/api/v1/source/[eventId]/evidence/[requirementId]/review/route.ts,substrate,runtime-code,source,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,1 occurrence(s); review before archive/delete
src/app/api/v1/source/[eventId]/gate-criteria/[criterionId]/state/__tests__/route.test.ts,substrate,test-fixture,source,test,no,yes,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); review before archive/delete
src/app/api/v1/source/[eventId]/gate-criteria/[criterionId]/state/route.ts,substrate,runtime-code,source,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,3 occurrence(s); review before archive/delete
src/app/api/v1/source/[eventId]/stage/__tests__/route.test.ts,substrate,test-fixture,source,test,no,yes,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); review before archive/delete
src/app/api/v1/source/[eventId]/stage/route.ts,substrate,runtime-code,source,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,7 occurrence(s); review before archive/delete
src/app/api/v1/source/[eventId]/test-reset/route.ts,substrate,runtime-code,source,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,1 occurrence(s); review before archive/delete
src/app/api/v1/source/events/[eventId]/__tests__/route.test.ts,substrate,test-fixture,source,test,no,yes,no,module context pack or active context projection,keep_internal,low,2 occurrence(s); review before archive/delete
src/app/api/v1/source/events/[eventId]/approve/__tests__/route.test.ts,substrate,test-fixture,source,test,no,yes,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); review before archive/delete
src/app/api/v1/source/events/[eventId]/approve/route.ts,substrate,runtime-code,source,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,5 occurrence(s); review before archive/delete
src/app/api/v1/source/events/[eventId]/artifacts/__tests__/route.test.ts,projection,test-fixture,source,test,no,yes,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); review before archive/delete
src/app/api/v1/source/events/[eventId]/artifacts/__tests__/route.test.ts,substrate,test-fixture,source,test,no,yes,no,module context pack or active context projection,keep_internal,low,2 occurrence(s); review before archive/delete
src/app/api/v1/source/events/[eventId]/artifacts/route.ts,substrate,runtime-code,source,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,1 occurrence(s); review before archive/delete
src/app/api/v1/source/events/[eventId]/route.ts,substrate,runtime-code,source,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,1 occurrence(s); review before archive/delete
src/app/api/v1/tower/outcome-report/route.ts,substrate,runtime-code,tower,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,3 occurrence(s); review before archive/delete
src/app/programs/expert-kernel/expert-review/export/route.ts,substrate,runtime-code,platform,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,1 occurrence(s); review before archive/delete
src/components/admin/__tests__/AuditRibbon.test.tsx,substrate,test-fixture,platform,test,no,yes,no,module context pack or active context projection,keep_internal,low,5 occurrence(s); review before archive/delete
src/components/admin/__tests__/PostureGrid.test.tsx,substrate,test-fixture,platform,test,no,yes,no,module context pack or active context projection,keep_internal,low,15 occurrence(s); review before archive/delete
src/components/admin/__tests__/SetupAuditTabs.test.tsx,substrate,test-fixture,platform,test,no,yes,no,module context pack or active context projection,keep_internal,low,1 occurrence(s); review before archive/delete
src/components/admin/__tests__/skeletons.test.tsx,substrate,test-fixture,platform,test,no,yes,no,module context pack or active context projection,keep_internal,low,2 occurrence(s); review before archive/delete
src/components/admin/__tests__/TrustStrip.test.tsx,substrate,test-fixture,platform,test,no,yes,no,module context pack or active context projection,keep_internal,low,21 occurrence(s); review before archive/delete
src/components/admin/AddConnectorPanel.tsx,substrate,runtime-code,platform,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,1 occurrence(s); review before archive/delete
src/components/admin/AdminSetupExperience.tsx,tenant packet,runtime-code,platform,runtime-source,yes,yes,no,standard-2026-07-v3 tenant input dataset,rename,high,2 occurrence(s); review before archive/delete
src/components/admin/agent-readiness-redesign/CapabilityGroundingSummary.tsx,substrate,runtime-code,platform,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,3 occurrence(s); review before archive/delete
src/components/admin/AuditRibbon.tsx,substrate,runtime-code,platform,runtime-source,yes,yes,no,module context pack or active context projection,rename,high,8 occurrence(s); review before archive/delete
