tenant_key,system_name,system_type,system_category,business_function,system_scope,deployment_model,hosting_location,lifecycle_state,criticality,business_owner,technology_owner,vendor,data_domains,interfaces_count,current_state_or_target_state,source_file,source_date,confidence,known_gaps,record_id,entity_id,business_name,context_item,dimension,evidence_id,active_candidate_status,source_type,source_basis,synthetic_data_flag,evidence_boundary,module_usage_notes,capability,owner,lifecycle_status,vendor_id,integrations,data_dependencies,use_case,data_domain,systems,value_hypothesis,evidence_needed,risk_or_gap,affected_systems,metric_boundary,forbidden_claims,legacy_row_flag,source_row_status,migration_action,additive_status,amount_basis,finance_attestation_status,funding_status,approved_funding_usd,realized_value_usd,tower_claim_allowed,evidence_type,evidence_location,evidence_owner,caveat,generated_fields,generation_basis
meridian-health,Service Management / IT Operations: End-to-end cost transparency,Module,,,,SaaS,,,,,,,,40,,,,medium,,MER-SA07-04_APPLICATIONS_SYSTEMS-0173,MER-HS,Service Management / IT Operations: End-to-end cost transparency,"Service Management / IT Operations says End-to-end cost transparency is promising, but data is not decision-grade until Claims administration platform evidence closes: Provider contract terms not digitized in governed form. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,MER-SA07-INT-EVID-0173,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system_type;deployment_model;interfaces_count,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Service Management / IT Operations: Payment integrity and leakage reduction,Platform,,,,On-premise,,,,,,,,13,,,,high,,MER-SA07-04_APPLICATIONS_SYSTEMS-0174,MER-HS,Service Management / IT Operations: Payment integrity and leakage reduction,"Service Management / IT Operations says Payment integrity and leakage reduction is promising, but modernization is not decision-grade until SAS analytics estate evidence closes: Provider entity resolution not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,MER-SA07-INT-EVID-0174,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system_type;deployment_model;interfaces_count,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Service Management / IT Operations: Automated close and reporting,Platform,,,,SaaS,,,,,,,,40,,,,high,,MER-SA07-04_APPLICATIONS_SYSTEMS-0175,MER-HS,Service Management / IT Operations: Automated close and reporting,"Service Management / IT Operations says Automated close and reporting is promising, but AI readiness is not decision-grade until Tableau reporting estate evidence closes: Close workflow integration not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,MER-SA07-INT-EVID-0175,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system_type;deployment_model;interfaces_count,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Service Management / IT Operations: Unified clinical + claims lakehouse,Platform,,,,SaaS,,,,,,,,17,,,,high,,MER-SA07-04_APPLICATIONS_SYSTEMS-0176,MER-HS,Service Management / IT Operations: Unified clinical + claims lakehouse,"Service Management / IT Operations says Unified clinical + claims lakehouse is promising, but risk is not decision-grade until Claims administration platform evidence closes: AWS/Databricks foundation not ready. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,MER-SA07-INT-EVID-0176,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system_type;deployment_model;interfaces_count,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Service Management / IT Operations: Governed data foundation for AI / LLM automation,Platform,,,,On-premise,,,,,,,,16,,,,medium,,MER-SA07-04_APPLICATIONS_SYSTEMS-0177,MER-HS,Service Management / IT Operations: Governed data foundation for AI / LLM automation,"Service Management / IT Operations says Governed data foundation for AI / LLM automation is promising, but metrics is not decision-grade until Epic Clarity evidence closes: No formal data governance. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,MER-SA07-INT-EVID-0177,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system_type;deployment_model;interfaces_count,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Service Management / IT Operations: Call center optimization,Service,,,,SaaS,,,,,,,,40,,,,high,,MER-SA07-04_APPLICATIONS_SYSTEMS-0178,MER-HS,Service Management / IT Operations: Call center optimization,"Service Management / IT Operations says Call center optimization is promising, but value is not decision-grade until CRM / member case management evidence closes: Real-time integration not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,MER-SA07-INT-EVID-0178,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system_type;deployment_model;interfaces_count,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Service Management / IT Operations: Provider quality and performance,Service,,,,Private cloud,,,,,,,,5,,,,high,,MER-SA07-04_APPLICATIONS_SYSTEMS-0179,MER-HS,Service Management / IT Operations: Provider quality and performance,"Service Management / IT Operations says Provider quality and performance is promising, but sourcing is not decision-grade until Epic Caboodle evidence closes: Provider contract linkage not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,MER-SA07-INT-EVID-0179,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system_type;deployment_model;interfaces_count,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Service Management / IT Operations: End-to-end cost transparency,Module,,,,Vendor hosted,,,,,,,,33,,,,high,,MER-SA07-04_APPLICATIONS_SYSTEMS-0180,MER-HS,Service Management / IT Operations: End-to-end cost transparency,"Service Management / IT Operations says End-to-end cost transparency is promising, but evidence is not decision-grade until SQL Server reporting marts evidence closes: Margin semantic model not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,MER-SA07-INT-EVID-0180,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system_type;deployment_model;interfaces_count,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Procurement / Vendor Management: Governed data foundation for AI / LLM automation,Platform,,,,SaaS,,,,,,,,20,,,,medium,,MER-SA07-04_APPLICATIONS_SYSTEMS-0181,MER-HS,Procurement / Vendor Management: Governed data foundation for AI / LLM automation,"Procurement / Vendor Management says Governed data foundation for AI / LLM automation is promising, but strategy is not decision-grade until Epic Clarity evidence closes: No formal data governance. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,MER-SA07-INT-EVID-0181,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system_type;deployment_model;interfaces_count,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Procurement / Vendor Management: Call center optimization,Module,,,,On-premise,,,,,,,,11,,,,high,,MER-SA07-04_APPLICATIONS_SYSTEMS-0182,MER-HS,Procurement / Vendor Management: Call center optimization,"Procurement / Vendor Management says Call center optimization is promising, but operating model is not decision-grade until CRM / member case management evidence closes: Real-time integration not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,MER-SA07-INT-EVID-0182,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system_type;deployment_model;interfaces_count,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Procurement / Vendor Management: Provider quality and performance,Module,,,,On-premise,,,,,,,,10,,,,high,,MER-SA07-04_APPLICATIONS_SYSTEMS-0183,MER-HS,Procurement / Vendor Management: Provider quality and performance,"Procurement / Vendor Management says Provider quality and performance is promising, but vendor is not decision-grade until Tableau reporting estate evidence closes: Provider contract linkage not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,MER-SA07-INT-EVID-0183,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system_type;deployment_model;interfaces_count,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Procurement / Vendor Management: End-to-end cost transparency,Application,,,,Vendor hosted,,,,,,,,40,,,,high,,MER-SA07-04_APPLICATIONS_SYSTEMS-0184,MER-HS,Procurement / Vendor Management: End-to-end cost transparency,"Procurement / Vendor Management says End-to-end cost transparency is promising, but platform is not decision-grade until SQL Server reporting marts evidence closes: Margin semantic model not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,MER-SA07-INT-EVID-0184,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system_type;deployment_model;interfaces_count,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Procurement / Vendor Management: Payment integrity and leakage reduction,Platform,,,,Private cloud,,,,,,,,21,,,,medium,,MER-SA07-04_APPLICATIONS_SYSTEMS-0185,MER-HS,Procurement / Vendor Management: Payment integrity and leakage reduction,"Procurement / Vendor Management says Payment integrity and leakage reduction is promising, but data is not decision-grade until Claims administration platform evidence closes: Rules and model lineage not governed. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,MER-SA07-INT-EVID-0185,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system_type;deployment_model;interfaces_count,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Procurement / Vendor Management: Automated close and reporting,Service,,,,Private cloud,,,,,,,,6,,,,high,,MER-SA07-04_APPLICATIONS_SYSTEMS-0186,MER-HS,Procurement / Vendor Management: Automated close and reporting,"Procurement / Vendor Management says Automated close and reporting is promising, but modernization is not decision-grade until Power BI reporting estate evidence closes: Certified finance semantic layer not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,MER-SA07-INT-EVID-0186,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system_type;deployment_model;interfaces_count,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Procurement / Vendor Management: Unified clinical + claims lakehouse,Platform,,,,On-premise,,,,,,,,34,,,,high,,MER-SA07-04_APPLICATIONS_SYSTEMS-0187,MER-HS,Procurement / Vendor Management: Unified clinical + claims lakehouse,"Procurement / Vendor Management says Unified clinical + claims lakehouse is promising, but AI readiness is not decision-grade until Epic Caboodle evidence closes: Claims and pharmacy harmonization not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,MER-SA07-INT-EVID-0187,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system_type;deployment_model;interfaces_count,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Procurement / Vendor Management: Governed data foundation for AI / LLM automation,Application,,,,On-premise,,,,,,,,0,,,,high,,MER-SA07-04_APPLICATIONS_SYSTEMS-0188,MER-HS,Procurement / Vendor Management: Governed data foundation for AI / LLM automation,"Procurement / Vendor Management says Governed data foundation for AI / LLM automation is promising, but risk is not decision-grade until Databricks on AWS evidence closes: Data quality rules not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,MER-SA07-INT-EVID-0188,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system_type;deployment_model;interfaces_count,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Procurement / Vendor Management: Call center optimization,Service,,,,SaaS,,,,,,,,21,,,,medium,,MER-SA07-04_APPLICATIONS_SYSTEMS-0189,MER-HS,Procurement / Vendor Management: Call center optimization,"Procurement / Vendor Management says Call center optimization is promising, but metrics is not decision-grade until Contact center transcript and telephony platform evidence closes: Transcript governance not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,MER-SA07-INT-EVID-0189,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system_type;deployment_model;interfaces_count,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Procurement / Vendor Management: Provider quality and performance,Service,,,,On-premise,,,,,,,,28,,,,high,,MER-SA07-04_APPLICATIONS_SYSTEMS-0190,MER-HS,Procurement / Vendor Management: Provider quality and performance,"Procurement / Vendor Management says Provider quality and performance is promising, but value is not decision-grade until Provider contract repository evidence closes: Attribution ownership not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,MER-SA07-INT-EVID-0190,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system_type;deployment_model;interfaces_count,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Procurement / Vendor Management: End-to-end cost transparency,Platform,,,,Private cloud,,,,,,,,13,,,,high,,MER-SA07-04_APPLICATIONS_SYSTEMS-0191,MER-HS,Procurement / Vendor Management: End-to-end cost transparency,"Procurement / Vendor Management says End-to-end cost transparency is promising, but sourcing is not decision-grade until General ledger and close reporting evidence closes: Cost allocation rules not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,MER-SA07-INT-EVID-0191,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system_type;deployment_model;interfaces_count,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Procurement / Vendor Management: Payment integrity and leakage reduction,Application,,,,Private cloud,,,,,,,,4,,,,high,,MER-SA07-04_APPLICATIONS_SYSTEMS-0192,MER-HS,Procurement / Vendor Management: Payment integrity and leakage reduction,"Procurement / Vendor Management says Payment integrity and leakage reduction is promising, but evidence is not decision-grade until Provider contract repository evidence closes: Recovery realization tracking not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,MER-SA07-INT-EVID-0192,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system_type;deployment_model;interfaces_count,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,HR / Workforce / Change Management: Call center optimization,Module,,,,On-premise,,,,,,,,12,,,,medium,,MER-SA07-04_APPLICATIONS_SYSTEMS-0193,MER-HS,HR / Workforce / Change Management: Call center optimization,"HR / Workforce / Change Management says Call center optimization is promising, but strategy is not decision-grade until Contact center transcript and telephony platform evidence closes: Transcript governance not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,MER-SA07-INT-EVID-0193,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system_type;deployment_model;interfaces_count,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,HR / Workforce / Change Management: Provider quality and performance,Application,,,,Private cloud,,,,,,,,8,,,,high,,MER-SA07-04_APPLICATIONS_SYSTEMS-0194,MER-HS,HR / Workforce / Change Management: Provider quality and performance,"HR / Workforce / Change Management says Provider quality and performance is promising, but operating model is not decision-grade until Epic Clarity evidence closes: Attribution ownership not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,MER-SA07-INT-EVID-0194,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system_type;deployment_model;interfaces_count,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,HR / Workforce / Change Management: End-to-end cost transparency,Module,,,,On-premise,,,,,,,,0,,,,high,,MER-SA07-04_APPLICATIONS_SYSTEMS-0195,MER-HS,HR / Workforce / Change Management: End-to-end cost transparency,"HR / Workforce / Change Management says End-to-end cost transparency is promising, but vendor is not decision-grade until General ledger and close reporting evidence closes: Cost allocation rules not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,MER-SA07-INT-EVID-0195,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system_type;deployment_model;interfaces_count,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,HR / Workforce / Change Management: Payment integrity and leakage reduction,Platform,,,,SaaS,,,,,,,,28,,,,high,,MER-SA07-04_APPLICATIONS_SYSTEMS-0196,MER-HS,HR / Workforce / Change Management: Payment integrity and leakage reduction,"HR / Workforce / Change Management says Payment integrity and leakage reduction is promising, but platform is not decision-grade until Provider contract repository evidence closes: Recovery realization tracking not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,MER-SA07-INT-EVID-0196,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system_type;deployment_model;interfaces_count,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,HR / Workforce / Change Management: Automated close and reporting,Module,,,,Vendor hosted,,,,,,,,37,,,,medium,,MER-SA07-04_APPLICATIONS_SYSTEMS-0197,MER-HS,HR / Workforce / Change Management: Automated close and reporting,"HR / Workforce / Change Management says Automated close and reporting is promising, but data is not decision-grade until General ledger and close reporting evidence closes: Manual reporting maintenance load. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,MER-SA07-INT-EVID-0197,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system_type;deployment_model;interfaces_count,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,HR / Workforce / Change Management: Unified clinical + claims lakehouse,Service,,,,Vendor hosted,,,,,,,,18,,,,high,,MER-SA07-04_APPLICATIONS_SYSTEMS-0198,MER-HS,HR / Workforce / Change Management: Unified clinical + claims lakehouse,"HR / Workforce / Change Management says Unified clinical + claims lakehouse is promising, but modernization is not decision-grade until Epic Clarity evidence closes: No patient/member identity spine loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",04_applications_systems,MER-SA07-INT-EVID-0198,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system_type;deployment_model;interfaces_count,synthetic_demo_attribute_generation_2026_08_not_client_evidence
