application_id,application_name,domain,primary_business_owner,technical_owner_team,platform_type,hosting_model,environment,criticality,annual_run_cost_usd,users_or_entities_supported,integration_count,data_classification,modernization_state,evidence_id,legacy_platform_category,legacy_vendor,source_file,source_row,value_source
APP-00677,Maintenance-Adobe-Platform-0677,ERP,,ERP,,SaaS,,High,10860000,,83,internal,EOL Approaching,,Middleware,Adobe,family-2-technology-estate/F05_applications-systems.csv,678,tenant_file
APP-00678,Customer-ServiceNow-Service-0678,Security,,Security,,SaaS,,High,14240000,,39,internal,Latest,,Microservice,ServiceNow,family-2-technology-estate/F05_applications-systems.csv,679,tenant_file
APP-00679,Vulnerability-AIMS-Suite-0679,ERP,,ERP,,AWS,,Medium,12010000,,24,internal,Current,,SaaS,AIMS,family-2-technology-estate/F05_applications-systems.csv,680,tenant_file
APP-00680,Treasury-Amadeus-Suite-0680,Digital,,Digital,,Azure,,Medium,20930000,,108,internal,Latest,,Custom,Amadeus,family-2-technology-estate/F05_applications-systems.csv,681,tenant_file
APP-00681,Identity-Accenture-Hub-0681,Digital,,Digital,,Data Center,,Low,13600000,,10,internal,Current,,Microservice,Accenture,family-2-technology-estate/F05_applications-systems.csv,682,tenant_file
APP-00682,Compute-SAP-Engine-0682,Network,,Network,,Private Cloud,,Low,13720000,,89,internal,Current,,Analytics,SAP,family-2-technology-estate/F05_applications-systems.csv,683,tenant_file
APP-00683,Airworthiness-Sabre-Hub-0683,Integration,,Integration,,Azure,,High,20310000,,116,internal,Latest,,Middleware,Sabre,family-2-technology-estate/F05_applications-systems.csv,684,tenant_file
APP-00684,Legal-Oracle-Engine-0684,Integration,,Integration,,SaaS,,High,9150000,,2,internal,EOL Approaching,,Middleware,Oracle,family-2-technology-estate/F05_applications-systems.csv,685,tenant_file
APP-00685,Slot-Sabre-Service-0685,Integration,,Integration,,Data Center,,Low,14450000,,12,internal,EOL Approaching,,Custom,Sabre,family-2-technology-estate/F05_applications-systems.csv,686,tenant_file
APP-00686,Digital-Microsoft-Hub-0686,Integration,,Integration,,Azure,,Medium,2590000,,39,internal,N-1,,Middleware,Microsoft,family-2-technology-estate/F05_applications-systems.csv,687,tenant_file
APP-00687,Weight-SAP-Hub-0687,Cloud,,Cloud,,Azure,,High,7610000,,174,internal,Roadmap Pending,,Custom,SAP,family-2-technology-estate/F05_applications-systems.csv,688,tenant_file
APP-00688,Mobile-Amadeus-Suite-0688,ERP,,ERP,,SaaS,,Critical,11020000,,203,pci_pii_confidential,Current,,Custom,Amadeus,family-2-technology-estate/F05_applications-systems.csv,689,tenant_file
APP-00689,Baggage-Amadeus-Hub-0689,EUC,,EUC,,Data Center,,Low,1620000,,67,internal,Roadmap Pending,,Analytics,Amadeus,family-2-technology-estate/F05_applications-systems.csv,690,tenant_file
APP-00690,Heavy-Salesforce-Platform-0690,Cloud,,Cloud,,Azure,,High,4480000,,168,internal,Unsupported,,COTS,Salesforce,family-2-technology-estate/F05_applications-systems.csv,691,tenant_file
APP-00691,HR-Sabre-Manager-0691,Integration,,Integration,,Mainframe,,Critical,4610000,,76,pci_pii_confidential,Latest,,Custom,Sabre,family-2-technology-estate/F05_applications-systems.csv,692,tenant_file
APP-00692,Vulnerability-Oracle-Service-0692,Network,,Network,,Private Cloud,,Critical,19390000,,35,pci_pii_confidential,N-1,,COTS,Oracle,family-2-technology-estate/F05_applications-systems.csv,693,tenant_file
APP-00693,Airworthiness-Snowflake-Hub-0693,Cloud,,Cloud,,AWS,,High,12260000,,160,internal,Current,,Analytics,Snowflake,family-2-technology-estate/F05_applications-systems.csv,694,tenant_file
APP-00694,Crew-Salesforce-Platform-0694,EUC,,EUC,,Azure,,High,13870000,,105,internal,N-1,,Analytics,Salesforce,family-2-technology-estate/F05_applications-systems.csv,695,tenant_file
APP-00695,Customer-Sabre AirVision-Platform-0695,Mainframe,,Mainframe,,Azure,,Medium,10010000,,214,internal,Latest,,Microservice,Sabre AirVision,family-2-technology-estate/F05_applications-systems.csv,696,tenant_file
APP-00696,Flight-Sabre AirVision-Manager-0696,EUC,,EUC,,Private Cloud,,Medium,17050000,,110,internal,Roadmap Pending,,Custom,Sabre AirVision,family-2-technology-estate/F05_applications-systems.csv,697,tenant_file
APP-00697,Network-Databricks-Suite-0697,ERP,,ERP,,Data Center,,Medium,14370000,,87,internal,EOL Approaching,,COTS,Databricks,family-2-technology-estate/F05_applications-systems.csv,698,tenant_file
APP-00698,Ancillary-AIMS-Service-0698,Digital,,Digital,,SaaS,,High,7550000,,177,internal,Unsupported,,Analytics,AIMS,family-2-technology-estate/F05_applications-systems.csv,699,tenant_file
APP-00699,Digital-Workday-Manager-0699,ERP,,ERP,,Data Center,,High,20400000,,82,internal,EOL Approaching,,Middleware,Workday,family-2-technology-estate/F05_applications-systems.csv,700,tenant_file
APP-00700,Data-IBM-Engine-0700,Digital,,Digital,,Data Center,,Low,14570000,,196,internal,Latest,,Data Platform,IBM,family-2-technology-estate/F05_applications-systems.csv,701,tenant_file
APP-00701,Network-Databricks-Service-0701,Network,,Network,,Mainframe,,High,16000000,,74,internal,N-1,,Microservice,Databricks,family-2-technology-estate/F05_applications-systems.csv,702,tenant_file
APP-00702,Payroll-Microsoft-Manager-0702,Network,,Network,,AWS,,Low,20530000,,117,internal,Unsupported,,Analytics,Microsoft,family-2-technology-estate/F05_applications-systems.csv,703,tenant_file
APP-00703,Gate-Workday-Platform-0703,ERP,,ERP,,Mainframe,,Critical,17900000,,65,pci_pii_confidential,Roadmap Pending,,Data Platform,Workday,family-2-technology-estate/F05_applications-systems.csv,704,tenant_file
APP-00704,Ground-Hexaware-Service-0704,Digital,,Digital,,Data Center,,Low,21600000,,152,internal,Roadmap Pending,,Data Platform,Hexaware,family-2-technology-estate/F05_applications-systems.csv,705,tenant_file
APP-00705,Ground-Amadeus-Suite-0705,Network,,Network,,Data Center,,Critical,6250000,,140,pci_pii_confidential,Unsupported,,Custom,Amadeus,family-2-technology-estate/F05_applications-systems.csv,706,tenant_file
APP-00706,ML-IBM-Platform-0706,Security,,Security,,Azure,,Medium,9570000,,59,internal,EOL Approaching,,COTS,IBM,family-2-technology-estate/F05_applications-systems.csv,707,tenant_file
APP-00707,Ancillary-Custom-Engine-0707,Digital,,Digital,,Azure,,Medium,3950000,,211,internal,N-1,,Legacy Mainframe,Custom,family-2-technology-estate/F05_applications-systems.csv,708,tenant_file
APP-00708,Tax-Microsoft-Platform-0708,Mainframe,,Mainframe,,Azure,,High,5020000,,117,internal,N-1,,Middleware,Microsoft,family-2-technology-estate/F05_applications-systems.csv,709,tenant_file
APP-00709,Observability-SAP-Suite-0709,ERP,,ERP,,Private Cloud,,Low,4850000,,25,internal,Roadmap Pending,,Middleware,SAP,family-2-technology-estate/F05_applications-systems.csv,710,tenant_file
APP-00710,Identity-Lufthansa Systems-Service-0710,Data & Analytics,,Data & Analytics,,Private Cloud,,High,9720000,,134,internal,Unsupported,,Data Platform,Lufthansa Systems,family-2-technology-estate/F05_applications-systems.csv,711,tenant_file
APP-00711,Procurement-SITA-Hub-0711,EUC,,EUC,,AWS,,High,13300000,,178,internal,N-1,,Analytics,SITA,family-2-technology-estate/F05_applications-systems.csv,712,tenant_file
APP-00712,Procurement-Accenture-Engine-0712,Cloud,,Cloud,,AWS,,High,13290000,,120,internal,Latest,,Data Platform,Accenture,family-2-technology-estate/F05_applications-systems.csv,713,tenant_file
APP-00713,Airworthiness-Jeppesen-Manager-0713,ERP,,ERP,,Private Cloud,,Medium,650000,,111,internal,Roadmap Pending,,COTS,Jeppesen,family-2-technology-estate/F05_applications-systems.csv,714,tenant_file
APP-00714,Inventory-Infosys-Suite-0714,Digital,,Digital,,Data Center,,High,4980000,,149,internal,EOL Approaching,,Middleware,Infosys,family-2-technology-estate/F05_applications-systems.csv,715,tenant_file
APP-00715,Crew-Lufthansa Systems-Engine-0715,Mainframe,,Mainframe,,Azure,,Critical,15360000,,12,pci_pii_confidential,Current,,COTS,Lufthansa Systems,family-2-technology-estate/F05_applications-systems.csv,716,tenant_file
APP-00716,Crew-Salesforce-Engine-0716,Integration,,Integration,,Data Center,,High,6990000,,133,internal,N-1,,Custom,Salesforce,family-2-technology-estate/F05_applications-systems.csv,717,tenant_file
APP-00717,Payroll-Adobe-Manager-0717,Mainframe,,Mainframe,,Private Cloud,,Low,5350000,,206,internal,EOL Approaching,,Custom,Adobe,family-2-technology-estate/F05_applications-systems.csv,718,tenant_file
APP-00718,Airworthiness-Workday-Suite-0718,ERP,,ERP,,Private Cloud,,High,11830000,,47,internal,Current,,SaaS,Workday,family-2-technology-estate/F05_applications-systems.csv,719,tenant_file
APP-00719,Customer-Hexaware-Platform-0719,Digital,,Digital,,AWS,,Critical,3600000,,33,pci_pii_confidential,EOL Approaching,,COTS,Hexaware,family-2-technology-estate/F05_applications-systems.csv,720,tenant_file
APP-00720,Crew-Jeppesen-Suite-0720,Digital,,Digital,,SaaS,,High,14150000,,193,internal,Current,,Analytics,Jeppesen,family-2-technology-estate/F05_applications-systems.csv,721,tenant_file
APP-00721,Finance-TCS-Hub-0721,Mainframe,,Mainframe,,Mainframe,,Low,10370000,,165,internal,Unsupported,,Analytics,TCS,family-2-technology-estate/F05_applications-systems.csv,722,tenant_file
APP-00722,Data-Workday-Service-0722,Security,,Security,,Private Cloud,,High,4710000,,153,internal,Unsupported,,Data Platform,Workday,family-2-technology-estate/F05_applications-systems.csv,723,tenant_file
APP-00723,Self-Service-Lufthansa Systems-Hub-0723,Security,,Security,,Azure,,Low,16559999,,55,internal,Latest,,Middleware,Lufthansa Systems,family-2-technology-estate/F05_applications-systems.csv,724,tenant_file
APP-00724,Data-Teradata-Engine-0724,Data & Analytics,,Data & Analytics,,AWS,,High,5710000,,102,internal,Latest,,Data Platform,Teradata,family-2-technology-estate/F05_applications-systems.csv,725,tenant_file
APP-00725,Airworthiness-Jeppesen-Suite-0725,Cloud,,Cloud,,AWS,,Critical,8350000,,89,pci_pii_confidential,Roadmap Pending,,Data Platform,Jeppesen,family-2-technology-estate/F05_applications-systems.csv,726,tenant_file
APP-00726,Crew-Infosys-Service-0726,Digital,,Digital,,Mainframe,,Medium,4420000,,129,internal,Current,,Analytics,Infosys,family-2-technology-estate/F05_applications-systems.csv,727,tenant_file
APP-00727,Inventory-Workday-Platform-0727,EUC,,EUC,,AWS,,Medium,9970000,,85,internal,Unsupported,,COTS,Workday,family-2-technology-estate/F05_applications-systems.csv,728,tenant_file
APP-00728,Ancillary-Infosys-Platform-0728,Digital,,Digital,,Mainframe,,Critical,17190000,,186,pci_pii_confidential,EOL Approaching,,SaaS,Infosys,family-2-technology-estate/F05_applications-systems.csv,729,tenant_file
APP-00729,Observability-Accenture-Manager-0729,Security,,Security,,Data Center,,High,2230000,,98,internal,Roadmap Pending,,Analytics,Accenture,family-2-technology-estate/F05_applications-systems.csv,730,tenant_file
APP-00730,Distribution-TCS-Platform-0730,Mainframe,,Mainframe,,Mainframe,,High,17630000,,38,internal,EOL Approaching,,Custom,TCS,family-2-technology-estate/F05_applications-systems.csv,731,tenant_file
APP-00731,Crew-SAP-Platform-0731,Cloud,,Cloud,,Data Center,,Critical,10410000,,42,pci_pii_confidential,Current,,Custom,SAP,family-2-technology-estate/F05_applications-systems.csv,732,tenant_file
APP-00732,Gate-SITA-Manager-0732,Network,,Network,,Data Center,,Medium,14700000,,134,internal,Latest,,Microservice,SITA,family-2-technology-estate/F05_applications-systems.csv,733,tenant_file
APP-00733,Maintenance-SITA-Suite-0733,Digital,,Digital,,Mainframe,,Medium,20690000,,76,internal,Latest,,Legacy Mainframe,SITA,family-2-technology-estate/F05_applications-systems.csv,734,tenant_file
APP-00734,Revenue-Workday-Platform-0734,Digital,,Digital,,AWS,,High,19930000,,25,internal,EOL Approaching,,Custom,Workday,family-2-technology-estate/F05_applications-systems.csv,735,tenant_file
APP-00735,Cargo-Sabre AirVision-Service-0735,Security,,Security,,Azure,,High,10690000,,169,internal,Unsupported,,Microservice,Sabre AirVision,family-2-technology-estate/F05_applications-systems.csv,736,tenant_file
APP-00736,Pricing-Sabre AirVision-Suite-0736,Security,,Security,,Azure,,Medium,6910000,,124,internal,Roadmap Pending,,Data Platform,Sabre AirVision,family-2-technology-estate/F05_applications-systems.csv,737,tenant_file
APP-00737,Engine-Sabre AirVision-Suite-0737,Security,,Security,,Private Cloud,,Medium,13240000,,151,internal,Current,,Middleware,Sabre AirVision,family-2-technology-estate/F05_applications-systems.csv,738,tenant_file
APP-00738,Parts-SAP-Suite-0738,ERP,,ERP,,Azure,,Critical,10470000,,8,pci_pii_confidential,Unsupported,,Data Platform,SAP,family-2-technology-estate/F05_applications-systems.csv,739,tenant_file
APP-00739,Identity-Oracle-Suite-0739,ERP,,ERP,,Azure,,Critical,13590000,,210,pci_pii_confidential,N-1,,Middleware,Oracle,family-2-technology-estate/F05_applications-systems.csv,740,tenant_file
APP-00740,Crew-Workday-Service-0740,ERP,,ERP,,Private Cloud,,Medium,1620000,,155,internal,N-1,,Middleware,Workday,family-2-technology-estate/F05_applications-systems.csv,741,tenant_file
APP-00741,ML-SITA-Suite-0741,Integration,,Integration,,Mainframe,,High,17860000,,91,internal,Unsupported,,Middleware,SITA,family-2-technology-estate/F05_applications-systems.csv,742,tenant_file
APP-00742,Crew-ServiceNow-Engine-0742,Security,,Security,,AWS,,High,1000000,,15,internal,N-1,,Microservice,ServiceNow,family-2-technology-estate/F05_applications-systems.csv,743,tenant_file
APP-00743,Corporate-Salesforce-Manager-0743,Data & Analytics,,Data & Analytics,,Data Center,,High,9690000,,31,internal,Latest,,SaaS,Salesforce,family-2-technology-estate/F05_applications-systems.csv,744,tenant_file
APP-00744,Tax-AIMS-Manager-0744,Cloud,,Cloud,,AWS,,High,1640000,,8,internal,Roadmap Pending,,COTS,AIMS,family-2-technology-estate/F05_applications-systems.csv,745,tenant_file
APP-00745,Threat-Snowflake-Hub-0745,Integration,,Integration,,AWS,,Low,7060000,,192,internal,Latest,,Microservice,Snowflake,family-2-technology-estate/F05_applications-systems.csv,746,tenant_file
APP-00746,Reliability-Workday-Hub-0746,Data & Analytics,,Data & Analytics,,Data Center,,Critical,5430000,,154,pci_pii_confidential,Unsupported,,SaaS,Workday,family-2-technology-estate/F05_applications-systems.csv,747,tenant_file
APP-00747,Mobile-Oracle-Platform-0747,Security,,Security,,Private Cloud,,Medium,2480000,,197,internal,N-1,,Microservice,Oracle,family-2-technology-estate/F05_applications-systems.csv,748,tenant_file
APP-00748,Business-Snowflake-Manager-0748,Network,,Network,,Mainframe,,High,16980000,,187,internal,Roadmap Pending,,Middleware,Snowflake,family-2-technology-estate/F05_applications-systems.csv,749,tenant_file
APP-00749,Engine-Custom-Hub-0749,Digital,,Digital,,Data Center,,Low,13870000,,202,internal,Roadmap Pending,,COTS,Custom,family-2-technology-estate/F05_applications-systems.csv,750,tenant_file
APP-00750,Slot-Accenture-Service-0750,Cloud,,Cloud,,Data Center,,Critical,14770000,,148,pci_pii_confidential,Roadmap Pending,,Legacy Mainframe,Accenture,family-2-technology-estate/F05_applications-systems.csv,751,tenant_file
APP-00751,Maintenance-ServiceNow-Platform-0751,EUC,,EUC,,AWS,,Critical,1240000,,19,pci_pii_confidential,EOL Approaching,,Legacy Mainframe,ServiceNow,family-2-technology-estate/F05_applications-systems.csv,752,tenant_file
APP-00752,Revenue-Hexaware-Manager-0752,Mainframe,,Mainframe,,SaaS,,Low,4850000,,169,internal,Unsupported,,Middleware,Hexaware,family-2-technology-estate/F05_applications-systems.csv,753,tenant_file
APP-00753,Tax-Custom-Manager-0753,Security,,Security,,Private Cloud,,Critical,1940000,,165,pci_pii_confidential,Roadmap Pending,,Microservice,Custom,family-2-technology-estate/F05_applications-systems.csv,754,tenant_file
APP-00754,Endpoint-Workday-Suite-0754,Data & Analytics,,Data & Analytics,,Data Center,,High,4650000,,41,internal,Current,,Middleware,Workday,family-2-technology-estate/F05_applications-systems.csv,755,tenant_file
APP-00755,Disaster-Databricks-Service-0755,EUC,,EUC,,AWS,,Critical,1640000,,197,pci_pii_confidential,N-1,,SaaS,Databricks,family-2-technology-estate/F05_applications-systems.csv,756,tenant_file
APP-00756,Crew-Amadeus-Service-0756,Network,,Network,,Azure,,Medium,7970000,,23,internal,N-1,,Analytics,Amadeus,family-2-technology-estate/F05_applications-systems.csv,757,tenant_file
APP-00757,GRC-Workday-Manager-0757,EUC,,EUC,,Azure,,High,7660000,,133,internal,N-1,,COTS,Workday,family-2-technology-estate/F05_applications-systems.csv,758,tenant_file
APP-00758,Metadata-SAP-Engine-0758,Network,,Network,,Azure,,Low,3850000,,158,internal,EOL Approaching,,Data Platform,SAP,family-2-technology-estate/F05_applications-systems.csv,759,tenant_file
APP-00759,Component-Custom-Hub-0759,Integration,,Integration,,SaaS,,High,990000,,48,internal,EOL Approaching,,Data Platform,Custom,family-2-technology-estate/F05_applications-systems.csv,760,tenant_file
APP-00760,Service-Teradata-Engine-0760,Network,,Network,,Data Center,,Critical,18580000,,152,pci_pii_confidential,EOL Approaching,,Data Platform,Teradata,family-2-technology-estate/F05_applications-systems.csv,761,tenant_file
APP-00761,Mainframe-AIMS-Hub-0761,Data & Analytics,,Data & Analytics,,Private Cloud,,Medium,7000000,,210,internal,Unsupported,,Microservice,AIMS,family-2-technology-estate/F05_applications-systems.csv,762,tenant_file
APP-00762,Ancillary-TCS-Manager-0762,Mainframe,,Mainframe,,Mainframe,,Medium,18720000,,19,internal,Unsupported,,Custom,TCS,family-2-technology-estate/F05_applications-systems.csv,763,tenant_file
APP-00763,Observability-TCS-Hub-0763,Digital,,Digital,,Data Center,,High,19160000,,134,internal,Unsupported,,COTS,TCS,family-2-technology-estate/F05_applications-systems.csv,764,tenant_file
APP-00764,Mobile-Accenture-Engine-0764,Digital,,Digital,,Private Cloud,,Critical,1270000,,79,pci_pii_confidential,EOL Approaching,,SaaS,Accenture,family-2-technology-estate/F05_applications-systems.csv,765,tenant_file
APP-00765,Advanced-TCS-Service-0765,EUC,,EUC,,Mainframe,,Medium,2230000,,85,internal,Latest,,Middleware,TCS,family-2-technology-estate/F05_applications-systems.csv,766,tenant_file
APP-00766,Parts-Amadeus-Service-0766,ERP,,ERP,,Mainframe,,Low,9050000,,27,internal,N-1,,COTS,Amadeus,family-2-technology-estate/F05_applications-systems.csv,767,tenant_file
APP-00767,Payroll-Sabre-Engine-0767,Cloud,,Cloud,,SaaS,,Critical,17910000,,120,pci_pii_confidential,Latest,,Custom,Sabre,family-2-technology-estate/F05_applications-systems.csv,768,tenant_file
APP-00768,Customer-ServiceNow-Hub-0768,EUC,,EUC,,Private Cloud,,High,12140000,,15,internal,N-1,,COTS,ServiceNow,family-2-technology-estate/F05_applications-systems.csv,769,tenant_file
APP-00769,HR-Hexaware-Engine-0769,Cloud,,Cloud,,Mainframe,,Low,6470000,,63,internal,Latest,,Microservice,Hexaware,family-2-technology-estate/F05_applications-systems.csv,770,tenant_file
APP-00770,Crew-SAP-Platform-0770,Integration,,Integration,,AWS,,High,4220000,,164,internal,Current,,Data Platform,SAP,family-2-technology-estate/F05_applications-systems.csv,771,tenant_file
APP-00771,Lounge-ServiceNow-Suite-0771,Mainframe,,Mainframe,,SaaS,,High,6230000,,28,internal,Current,,COTS,ServiceNow,family-2-technology-estate/F05_applications-systems.csv,772,tenant_file
APP-00772,Sales-Sabre AirVision-Platform-0772,Mainframe,,Mainframe,,Mainframe,,High,17330000,,94,internal,Roadmap Pending,,Microservice,Sabre AirVision,family-2-technology-estate/F05_applications-systems.csv,773,tenant_file
APP-00773,Data-Jeppesen-Manager-0773,Digital,,Digital,,AWS,,Low,4300000,,170,internal,Roadmap Pending,,Legacy Mainframe,Jeppesen,family-2-technology-estate/F05_applications-systems.csv,774,tenant_file
APP-00774,Heavy-Oracle-Engine-0774,Security,,Security,,Mainframe,,Critical,16510000,,134,pci_pii_confidential,N-1,,COTS,Oracle,family-2-technology-estate/F05_applications-systems.csv,775,tenant_file
APP-00775,Sales-Salesforce-Engine-0775,Digital,,Digital,,Mainframe,,Low,1620000,,116,internal,Unsupported,,Middleware,Salesforce,family-2-technology-estate/F05_applications-systems.csv,776,tenant_file
APP-00776,Data-Databricks-Engine-0776,Cloud,,Cloud,,Data Center,,Low,9750000,,34,internal,N-1,,Analytics,Databricks,family-2-technology-estate/F05_applications-systems.csv,777,tenant_file
APP-00777,Customer-Custom-Service-0777,Cloud,,Cloud,,Data Center,,Medium,6130000,,168,internal,Unsupported,,Custom,Custom,family-2-technology-estate/F05_applications-systems.csv,778,tenant_file
APP-00778,Security-Adobe-Platform-0778,ERP,,ERP,,Data Center,,High,11040000,,135,internal,N-1,,Legacy Mainframe,Adobe,family-2-technology-estate/F05_applications-systems.csv,779,tenant_file
APP-00779,Security-Sabre AirVision-Service-0779,EUC,,EUC,,Mainframe,,High,16170000,,184,internal,Unsupported,,Microservice,Sabre AirVision,family-2-technology-estate/F05_applications-systems.csv,780,tenant_file
APP-00780,Disruption-Teradata-Hub-0780,Cloud,,Cloud,,Mainframe,,High,7280000,,219,internal,Unsupported,,Microservice,Teradata,family-2-technology-estate/F05_applications-systems.csv,781,tenant_file
APP-00781,Slot-Accenture-Hub-0781,EUC,,EUC,,Private Cloud,,Critical,12520000,,35,pci_pii_confidential,Roadmap Pending,,Legacy Mainframe,Accenture,family-2-technology-estate/F05_applications-systems.csv,782,tenant_file
APP-00782,Crew-Sabre AirVision-Service-0782,Integration,,Integration,,SaaS,,Low,5010000,,54,internal,Unsupported,,SaaS,Sabre AirVision,family-2-technology-estate/F05_applications-systems.csv,783,tenant_file
APP-00783,Reliability-SAP-Service-0783,Digital,,Digital,,Data Center,,Low,2240000,,60,internal,Current,,Data Platform,SAP,family-2-technology-estate/F05_applications-systems.csv,784,tenant_file
APP-00784,Tax-Teradata-Suite-0784,EUC,,EUC,,SaaS,,High,16710000,,186,internal,Roadmap Pending,,COTS,Teradata,family-2-technology-estate/F05_applications-systems.csv,785,tenant_file
APP-00785,HR-Amadeus-Platform-0785,Network,,Network,,Data Center,,Low,20580000,,192,internal,EOL Approaching,,Legacy Mainframe,Amadeus,family-2-technology-estate/F05_applications-systems.csv,786,tenant_file
APP-00786,Identity-Teradata-Service-0786,ERP,,ERP,,Data Center,,High,5310000,,11,internal,N-1,,COTS,Teradata,family-2-technology-estate/F05_applications-systems.csv,787,tenant_file
APP-00787,Weight-TCS-Hub-0787,Data & Analytics,,Data & Analytics,,Mainframe,,High,2770000,,185,internal,Unsupported,,COTS,TCS,family-2-technology-estate/F05_applications-systems.csv,788,tenant_file
APP-00788,Fuel-Databricks-Platform-0788,Data & Analytics,,Data & Analytics,,Mainframe,,High,970000,,44,internal,Current,,Custom,Databricks,family-2-technology-estate/F05_applications-systems.csv,789,tenant_file
APP-00789,Sales-Sabre-Suite-0789,Cloud,,Cloud,,Mainframe,,High,15760000,,182,internal,Latest,,Data Platform,Sabre,family-2-technology-estate/F05_applications-systems.csv,790,tenant_file
APP-00790,Customer-Jeppesen-Suite-0790,Network,,Network,,Mainframe,,Low,7080000,,155,internal,Latest,,Legacy Mainframe,Jeppesen,family-2-technology-estate/F05_applications-systems.csv,791,tenant_file
APP-00791,Crew-TCS-Hub-0791,Security,,Security,,Private Cloud,,High,5210000,,179,internal,Current,,Analytics,TCS,family-2-technology-estate/F05_applications-systems.csv,792,tenant_file
APP-00792,Flight-Teradata-Service-0792,Security,,Security,,Private Cloud,,High,5440000,,12,internal,EOL Approaching,,Custom,Teradata,family-2-technology-estate/F05_applications-systems.csv,793,tenant_file
APP-00793,Crew-Custom-Service-0793,Cloud,,Cloud,,Private Cloud,,Critical,5890000,,140,pci_pii_confidential,N-1,,SaaS,Custom,family-2-technology-estate/F05_applications-systems.csv,794,tenant_file
APP-00794,Reliability-IBM-Suite-0794,Integration,,Integration,,Azure,,High,9840000,,108,internal,Current,,Legacy Mainframe,IBM,family-2-technology-estate/F05_applications-systems.csv,795,tenant_file
APP-00795,Vulnerability-Snowflake-Engine-0795,Data & Analytics,,Data & Analytics,,Azure,,Critical,15260000,,220,pci_pii_confidential,Current,,Microservice,Snowflake,family-2-technology-estate/F05_applications-systems.csv,796,tenant_file
APP-00796,Network-Sabre-Manager-0796,ERP,,ERP,,Azure,,Medium,17370000,,191,internal,Latest,,Legacy Mainframe,Sabre,family-2-technology-estate/F05_applications-systems.csv,797,tenant_file
APP-00797,Treasury-Lufthansa Systems-Manager-0797,Network,,Network,,SaaS,,Medium,3670000,,139,internal,EOL Approaching,,SaaS,Lufthansa Systems,family-2-technology-estate/F05_applications-systems.csv,798,tenant_file
APP-00798,Network-TCS-Hub-0798,Integration,,Integration,,AWS,,Critical,8470000,,10,pci_pii_confidential,Roadmap Pending,,SaaS,TCS,family-2-technology-estate/F05_applications-systems.csv,799,tenant_file
APP-00799,Weight-SITA-Platform-0799,Mainframe,,Mainframe,,Data Center,,Low,14080000,,22,internal,Latest,,COTS,SITA,family-2-technology-estate/F05_applications-systems.csv,800,tenant_file
APP-00800,Data-Salesforce-Hub-0800,EUC,,EUC,,Azure,,Low,17590000,,130,internal,Unsupported,,Data Platform,Salesforce,family-2-technology-estate/F05_applications-systems.csv,801,tenant_file
APP-00801,Contact-TCS-Suite-0801,Network,,Network,,Private Cloud,,Low,9070000,,61,internal,EOL Approaching,,Data Platform,TCS,family-2-technology-estate/F05_applications-systems.csv,802,tenant_file
APP-00802,Lounge-SITA-Engine-0802,Integration,,Integration,,SaaS,,High,1610000,,68,internal,Current,,COTS,SITA,family-2-technology-estate/F05_applications-systems.csv,803,tenant_file
APP-00803,Cloud-Amadeus-Service-0803,EUC,,EUC,,SaaS,,High,20880000,,127,internal,EOL Approaching,,COTS,Amadeus,family-2-technology-estate/F05_applications-systems.csv,804,tenant_file
APP-00804,Maintenance-Hexaware-Manager-0804,Cloud,,Cloud,,Data Center,,High,3280000,,102,internal,Latest,,SaaS,Hexaware,family-2-technology-estate/F05_applications-systems.csv,805,tenant_file
APP-00805,Tax-Sabre AirVision-Engine-0805,Digital,,Digital,,AWS,,High,15950000,,216,internal,Roadmap Pending,,Custom,Sabre AirVision,family-2-technology-estate/F05_applications-systems.csv,806,tenant_file
APP-00806,Real-Workday-Platform-0806,Digital,,Digital,,Mainframe,,Low,7930000,,192,internal,Unsupported,,Analytics,Workday,family-2-technology-estate/F05_applications-systems.csv,807,tenant_file
APP-00807,Parts-ServiceNow-Manager-0807,Security,,Security,,Private Cloud,,Medium,21110000,,186,internal,Latest,,Microservice,ServiceNow,family-2-technology-estate/F05_applications-systems.csv,808,tenant_file
APP-00808,Component-TCS-Hub-0808,Security,,Security,,Private Cloud,,Critical,16129999,,94,pci_pii_confidential,EOL Approaching,,Middleware,TCS,family-2-technology-estate/F05_applications-systems.csv,809,tenant_file
APP-00809,Data-Workday-Engine-0809,Data & Analytics,,Data & Analytics,,Private Cloud,,Medium,6520000,,163,internal,Unsupported,,Custom,Workday,family-2-technology-estate/F05_applications-systems.csv,810,tenant_file
APP-00810,Crew-IBM-Engine-0810,Cloud,,Cloud,,Data Center,,Medium,8800000,,56,internal,Current,,Legacy Mainframe,IBM,family-2-technology-estate/F05_applications-systems.csv,811,tenant_file
APP-00811,Maintenance-Hexaware-Hub-0811,Integration,,Integration,,Azure,,High,13130000,,161,internal,Roadmap Pending,,SaaS,Hexaware,family-2-technology-estate/F05_applications-systems.csv,812,tenant_file
APP-00812,Tax-Teradata-Engine-0812,Security,,Security,,Mainframe,,Critical,20220000,,156,pci_pii_confidential,Roadmap Pending,,Legacy Mainframe,Teradata,family-2-technology-estate/F05_applications-systems.csv,813,tenant_file
