facility_id,business_unit_id,facility_name,facility_type,region,service_line,bed_count,annual_encounters,revenue_owner,it_site_owner,critical_services,source_system,source_record_id,source_owner,last_validated_date,confidence,evidence_usable,notes_gaps
FAC-CLINIC-268,BU-AMB,Meridian Northern California Clinic 268,Clinic,Northern California,Oncology,0,41160,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-268,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-269,BU-AMB,Meridian Sierra Foothills Clinic 269,Clinic,Sierra Foothills,Cardiology,0,41280,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-269,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-270,BU-AMB,Meridian Sacramento Metro Clinic 270,Clinic,Sacramento Metro,Primary Care,0,41400,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-270,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-271,BU-AMB,Meridian Central Valley Clinic 271,Clinic,Central Valley,Post-Acute,0,41520,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-271,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-272,BU-AMB,Meridian Bay Area Clinic 272,Clinic,Bay Area,Acute Care,0,41640,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-272,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-273,BU-AMB,Meridian Northern California Clinic 273,Clinic,Northern California,Ambulatory,0,41760,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-273,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-274,BU-AMB,Meridian Sierra Foothills Clinic 274,Clinic,Sierra Foothills,Behavioral Health,0,41880,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-274,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-275,BU-AMB,Meridian Sacramento Metro Clinic 275,Clinic,Sacramento Metro,Oncology,0,42000,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-275,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-276,BU-AMB,Meridian Central Valley Clinic 276,Clinic,Central Valley,Cardiology,0,42120,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-276,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-277,BU-AMB,Meridian Bay Area Clinic 277,Clinic,Bay Area,Primary Care,0,42240,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-277,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-278,BU-AMB,Meridian Northern California Clinic 278,Clinic,Northern California,Post-Acute,0,42360,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-278,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-279,BU-AMB,Meridian Sierra Foothills Clinic 279,Clinic,Sierra Foothills,Acute Care,0,42480,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-279,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-280,BU-AMB,Meridian Sacramento Metro Clinic 280,Clinic,Sacramento Metro,Ambulatory,0,42600,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-280,Facilities Operations,2026-06-04,0.84,true,
FAC-DC-01,BU-IT,Sacramento Primary Data Center,Data Center,Sacramento Metro,Infrastructure,0,0,IT Finance,Infrastructure and Cloud Operations,Network|Storage|VMware|Epic Batch|AWS Direct Connect,Facilities master,FAC-DC-01,Infrastructure Operations,2026-06-04,0.9,true,
FAC-DC-02,BU-IT,Elk Grove DR Data Center,Data Center,Sacramento Metro,Infrastructure,0,0,IT Finance,Infrastructure and Cloud Operations,Network|Storage|VMware|Epic Batch|AWS Direct Connect,Facilities master,FAC-DC-02,Infrastructure Operations,2026-06-04,0.9,true,
FAC-DC-03,BU-IT,Roseville Network Hub,Data Center,Sacramento Metro,Infrastructure,0,0,IT Finance,Infrastructure and Cloud Operations,Network|Storage|VMware|Epic Batch|AWS Direct Connect,Facilities master,FAC-DC-03,Infrastructure Operations,2026-06-04,0.9,true,
FAC-DC-04,BU-IT,Folsom Print and Batch Center,Data Center,Sacramento Metro,Infrastructure,0,0,IT Finance,Infrastructure and Cloud Operations,Network|Storage|VMware|Epic Batch|AWS Direct Connect,Facilities master,FAC-DC-04,Infrastructure Operations,2026-06-04,0.9,true,
FAC-OPS-001,BU-SHARED,Meridian Shared Services Site 01,Shared Services,Central Valley,Revenue Cycle,0,0,Shared Services Finance,Enterprise Applications,ERP|Contact Center|ServiceNow|M365,Facilities master,FAC-OPS-001,Facilities Operations,2026-06-04,0.84,true,
FAC-OPS-002,BU-SHARED,Meridian Shared Services Site 02,Shared Services,Bay Area,Health Plan,0,0,Shared Services Finance,Enterprise Applications,ERP|Contact Center|ServiceNow|M365,Facilities master,FAC-OPS-002,Facilities Operations,2026-06-04,0.84,true,
FAC-OPS-003,BU-SHARED,Meridian Shared Services Site 03,Shared Services,Northern California,Supply Chain,0,0,Shared Services Finance,Enterprise Applications,ERP|Contact Center|ServiceNow|M365,Facilities master,FAC-OPS-003,Facilities Operations,2026-06-04,0.84,true,
FAC-OPS-004,BU-SHARED,Meridian Shared Services Site 04,Shared Services,Sierra Foothills,Contact Center,0,0,Shared Services Finance,Enterprise Applications,ERP|Contact Center|ServiceNow|M365,Facilities master,FAC-OPS-004,Facilities Operations,2026-06-04,0.84,true,
FAC-OPS-005,BU-SHARED,Meridian Shared Services Site 05,Shared Services,Sacramento Metro,Revenue Cycle,0,0,Shared Services Finance,Enterprise Applications,ERP|Contact Center|ServiceNow|M365,Facilities master,FAC-OPS-005,Facilities Operations,2026-06-04,0.84,true,
FAC-OPS-006,BU-SHARED,Meridian Shared Services Site 06,Shared Services,Central Valley,Health Plan,0,0,Shared Services Finance,Enterprise Applications,ERP|Contact Center|ServiceNow|M365,Facilities master,FAC-OPS-006,Facilities Operations,2026-06-04,0.84,true,
FAC-OPS-007,BU-SHARED,Meridian Shared Services Site 07,Shared Services,Bay Area,Supply Chain,0,0,Shared Services Finance,Enterprise Applications,ERP|Contact Center|ServiceNow|M365,Facilities master,FAC-OPS-007,Facilities Operations,2026-06-04,0.84,true,
FAC-OPS-008,BU-SHARED,Meridian Shared Services Site 08,Shared Services,Northern California,Contact Center,0,0,Shared Services Finance,Enterprise Applications,ERP|Contact Center|ServiceNow|M365,Facilities master,FAC-OPS-008,Facilities Operations,2026-06-04,0.84,true,
FAC-OPS-009,BU-SHARED,Meridian Shared Services Site 09,Shared Services,Sierra Foothills,Revenue Cycle,0,0,Shared Services Finance,Enterprise Applications,ERP|Contact Center|ServiceNow|M365,Facilities master,FAC-OPS-009,Facilities Operations,2026-06-04,0.84,true,
FAC-OPS-010,BU-SHARED,Meridian Shared Services Site 10,Shared Services,Sacramento Metro,Health Plan,0,0,Shared Services Finance,Enterprise Applications,ERP|Contact Center|ServiceNow|M365,Facilities master,FAC-OPS-010,Facilities Operations,2026-06-04,0.84,true,
FAC-OPS-011,BU-SHARED,Meridian Shared Services Site 11,Shared Services,Central Valley,Supply Chain,0,0,Shared Services Finance,Enterprise Applications,ERP|Contact Center|ServiceNow|M365,Facilities master,FAC-OPS-011,Facilities Operations,2026-06-04,0.84,true,
FAC-OPS-012,BU-SHARED,Meridian Shared Services Site 12,Shared Services,Bay Area,Contact Center,0,0,Shared Services Finance,Enterprise Applications,ERP|Contact Center|ServiceNow|M365,Facilities master,FAC-OPS-012,Facilities Operations,2026-06-04,0.84,true,
FAC-OPS-013,BU-SHARED,Meridian Shared Services Site 13,Shared Services,Northern California,Revenue Cycle,0,0,Shared Services Finance,Enterprise Applications,ERP|Contact Center|ServiceNow|M365,Facilities master,FAC-OPS-013,Facilities Operations,2026-06-04,0.84,true,
FAC-OPS-014,BU-SHARED,Meridian Shared Services Site 14,Shared Services,Sierra Foothills,Health Plan,0,0,Shared Services Finance,Enterprise Applications,ERP|Contact Center|ServiceNow|M365,Facilities master,FAC-OPS-014,Facilities Operations,2026-06-04,0.84,true,
