spend_id,period_start,period_end,business_unit_id,cost_center,vendor_id,contract_id,category,actual_spend_usd,run_rate_usd,capex_opex,budget_owner,source_system,source_record_id,source_owner,last_validated_date,confidence,evidence_usable,notes_gaps
SPEND-MH-0345,2026-10-01,2026-10-28,BU-ACUTE,CC-1075,VEN-MH-016,CON-MH-016-2027,Revenue Cycle,281000,3018000,Opex,CFO,ERP spend export,SPEND-MH-0345,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0346,2026-11-01,2026-11-28,BU-AMB,CC-1076,VEN-MH-017,CON-MH-017-2027,Contact Center,296516,3191000,Opex,CDAO,ERP spend export,SPEND-MH-0346,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0347,2026-12-01,2026-12-28,BU-PLAN,CC-1077,VEN-MH-018,CON-MH-018-2027,Device Management,312033,3364000,Opex,CTO,ERP spend export,SPEND-MH-0347,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0348,2026-01-01,2026-01-28,BU-IT,CC-1078,VEN-MH-019,CON-MH-019-2027,Professional Services,327550,3537000,Capex,Revenue Cycle,ERP spend export,SPEND-MH-0348,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0349,2026-02-01,2026-02-28,BU-SHARED,CC-1079,VEN-MH-020,CON-MH-020-2027,Clinical Systems,343066,3710000,Opex,Health Plan,ERP spend export,SPEND-MH-0349,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0350,2026-03-01,2026-03-28,BU-ACUTE,CC-1080,VEN-MH-021,CON-MH-021-2027,Cloud Infrastructure,358583,3883000,Opex,CFO,ERP spend export,SPEND-MH-0350,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0351,2026-04-01,2026-04-28,BU-AMB,CC-1081,VEN-MH-022,CON-MH-022-2027,Data Platform,374100,4056000,Opex,CDAO,ERP spend export,SPEND-MH-0351,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0352,2026-05-01,2026-05-28,BU-PLAN,CC-1082,VEN-MH-023,CON-MH-023-2027,Security,389616,4229000,Capex,CTO,ERP spend export,SPEND-MH-0352,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0353,2026-06-01,2026-06-28,BU-IT,CC-1083,VEN-MH-024,CON-MH-024-2027,Integration,405133,4402000,Opex,Revenue Cycle,ERP spend export,SPEND-MH-0353,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0354,2026-07-01,2026-07-28,BU-SHARED,CC-1084,VEN-MH-025,CON-MH-025-2027,Health Plan Operations,420650,4575000,Opex,Health Plan,ERP spend export,SPEND-MH-0354,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0355,2026-08-01,2026-08-28,BU-ACUTE,CC-1085,VEN-MH-026,CON-MH-026-2027,Revenue Cycle,436166,4748000,Opex,CFO,ERP spend export,SPEND-MH-0355,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0356,2026-09-01,2026-09-28,BU-AMB,CC-1086,VEN-MH-027,CON-MH-027-2027,Contact Center,451683,4921000,Capex,CDAO,ERP spend export,SPEND-MH-0356,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0357,2026-10-01,2026-10-28,BU-PLAN,CC-1087,VEN-MH-028,CON-MH-028-2027,Device Management,67200,294000,Opex,CTO,ERP spend export,SPEND-MH-0357,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0358,2026-11-01,2026-11-28,BU-IT,CC-1088,VEN-MH-029,CON-MH-029-2027,Professional Services,82716,467000,Opex,Revenue Cycle,ERP spend export,SPEND-MH-0358,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0359,2026-12-01,2026-12-28,BU-SHARED,CC-1089,VEN-MH-030,CON-MH-030-2027,Clinical Systems,98233,640000,Opex,Health Plan,ERP spend export,SPEND-MH-0359,IT Finance,2026-06-04,0.86,true,
SPEND-MH-0360,2026-01-01,2026-01-28,BU-ACUTE,CC-1000,VEN-MH-031,CON-MH-031-2027,Cloud Infrastructure,113750,813000,Capex,CFO,ERP spend export,SPEND-MH-0360,IT Finance,2026-06-04,0.86,true,
