dimension_key,dimension_name,column_ordinal,column_name,client_field,required_level,allowed_format,client_instruction,example_value,module_use
v7_12_relationships_graph_edges,Relationships Graph Edges,20,data_provider_role,Data Provider Role,Recommended,Text,Use a business-readable role or title that an executive would recognize.,Synthetic data generation,"Home, Intelligence, Source"
v7_12_relationships_graph_edges,Relationships Graph Edges,21,source_artifact_type,Source Artifact Type,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,uploaded_template,"Home, Intelligence, Source"
v7_12_relationships_graph_edges,Relationships Graph Edges,22,source_artifact_name,Source Artifact Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,lakeshore-holdco-v7-client-template.xlsx,"Home, Intelligence, Source"
v7_12_relationships_graph_edges,Relationships Graph Edges,23,capture_method,Capture Method,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,synthetic_demo,"Home, Intelligence, Source"
v7_12_relationships_graph_edges,Relationships Graph Edges,24,extraction_method,Extraction Method,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,deterministic_generator,"Home, Intelligence, Source"
v7_12_relationships_graph_edges,Relationships Graph Edges,25,generated_by,Generated By,Recommended,Number,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,scripts/v7/build-lakeshore-holdco-v7.mjs,"Home, Intelligence, Source"
v7_12_relationships_graph_edges,Relationships Graph Edges,26,validated_by,Validated By,Required,YYYY-MM-DD,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,AbarVa QA,"Home, Intelligence, Source"
v7_12_relationships_graph_edges,Relationships Graph Edges,27,source_validation_status,Source Validation Status,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,synthetic_demo,"Home, Intelligence, Source"
v7_12_relationships_graph_edges,Relationships Graph Edges,28,source_as_of_date,Source As Of Date,Required,YYYY-MM-DD,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,2026-07-06,"Home, Intelligence, Source"
v7_12_relationships_graph_edges,Relationships Graph Edges,29,known_gaps,Known Gaps,Required,Text,"State missing client validation, data, or caveats in plain English.","Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.","Home, Intelligence, Source"
v7_13_source_evidence_registry,Source Evidence Registry,1,tenant_key,Tenant Key,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,lakeshore-industries,"Home, Intelligence"
v7_13_source_evidence_registry,Source Evidence Registry,2,entity_id,Entity Id,Required for holdco clients,Text,Use the stable ID from V7_00_portfolio_entity_registry. Do not type a display name in this field.,LSH-HOLDCO,"Home, Intelligence, Tower, Moves, Source"
v7_13_source_evidence_registry,Source Evidence Registry,3,entity_name,Entity Name,Required for holdco clients,Text,Use the exact portfolio company or holdco name from the entity registry.,Lakeshore Holdings,"Home, Intelligence, Tower, Moves, Source"
v7_13_source_evidence_registry,Source Evidence Registry,4,entity_short_name,Entity Short Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,Lakeshore,"Home, Intelligence, Tower, Moves, Source"
v7_13_source_evidence_registry,Source Evidence Registry,5,entity_scope,Entity Scope,Required for holdco clients,Text,"Classify as holdco, portfolio_company, shared_services, business_unit, region, or site.",holdco,"Home, Intelligence, Tower, Moves, Source"
v7_13_source_evidence_registry,Source Evidence Registry,6,parent_entity_id,Parent Entity Id,Required for holdco clients,Text,Use the parent entity ID. For operating companies this should be the holdco ID.,,"Home, Intelligence, Tower, Moves, Source"
v7_13_source_evidence_registry,Source Evidence Registry,7,parent_entity_name,Parent Entity Name,Required for holdco clients,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,,"Home, Intelligence, Tower, Moves, Source"
v7_13_source_evidence_registry,Source Evidence Registry,8,evidence_id,Evidence Id,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,EVID-HOLDCO-001-enterprise-profile,"Home, Intelligence"
v7_13_source_evidence_registry,Source Evidence Registry,9,source_artifact_uri,Source Artifact Uri,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,synthetic://lakeshore-industries/lakeshore/enterprise-profile.xlsx,"Home, Intelligence"
v7_13_source_evidence_registry,Source Evidence Registry,10,source_artifact_label,Source Artifact Label,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,Lakeshore enterprise profile,"Home, Intelligence"
v7_13_source_evidence_registry,Source Evidence Registry,11,evidence_purpose,Evidence Purpose,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,profile and financial baseline,"Home, Intelligence"
v7_13_source_evidence_registry,Source Evidence Registry,12,validation_status,Validation Status,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,synthetic_demo,"Home, Intelligence"
v7_13_source_evidence_registry,Source Evidence Registry,13,sensitivity,Sensitivity,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,confidential,"Home, Intelligence"
v7_13_source_evidence_registry,Source Evidence Registry,14,owner,Owner,Required,Text,Use a business-readable role or title that an executive would recognize.,Corporate CIO,"Home, Intelligence"
v7_13_source_evidence_registry,Source Evidence Registry,15,freshness,Freshness,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,current_static_snapshot,"Home, Intelligence"
v7_13_source_evidence_registry,Source Evidence Registry,16,data_provider_name,Data Provider Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,AbarVa synthetic data steward,"Home, Intelligence"
v7_13_source_evidence_registry,Source Evidence Registry,17,data_provider_role,Data Provider Role,Recommended,Text,Use a business-readable role or title that an executive would recognize.,Synthetic data generation,"Home, Intelligence"
v7_13_source_evidence_registry,Source Evidence Registry,18,source_artifact_type,Source Artifact Type,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,uploaded_template,"Home, Intelligence"
v7_13_source_evidence_registry,Source Evidence Registry,19,source_artifact_name,Source Artifact Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,lakeshore-holdco-v7-client-template.xlsx,"Home, Intelligence"
v7_13_source_evidence_registry,Source Evidence Registry,20,capture_method,Capture Method,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,synthetic_demo,"Home, Intelligence"
v7_13_source_evidence_registry,Source Evidence Registry,21,extraction_method,Extraction Method,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,deterministic_generator,"Home, Intelligence"
v7_13_source_evidence_registry,Source Evidence Registry,22,generated_by,Generated By,Recommended,Number,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,scripts/v7/build-lakeshore-holdco-v7.mjs,"Home, Intelligence"
v7_13_source_evidence_registry,Source Evidence Registry,23,validated_by,Validated By,Required,YYYY-MM-DD,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,AbarVa QA,"Home, Intelligence"
v7_13_source_evidence_registry,Source Evidence Registry,24,source_validation_status,Source Validation Status,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,synthetic_demo,"Home, Intelligence"
v7_13_source_evidence_registry,Source Evidence Registry,25,source_as_of_date,Source As Of Date,Required,YYYY-MM-DD,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,2026-07-06,"Home, Intelligence"
v7_13_source_evidence_registry,Source Evidence Registry,26,known_gaps,Known Gaps,Required,Text,"State missing client validation, data, or caveats in plain English.","Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.","Home, Intelligence"
v7_14_metric_definitions,Metric Definitions,1,tenant_key,Tenant Key,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,lakeshore-industries,"Home, Intelligence"
v7_14_metric_definitions,Metric Definitions,2,entity_id,Entity Id,Required for holdco clients,Text,Use the stable ID from V7_00_portfolio_entity_registry. Do not type a display name in this field.,LSH-HOLDCO,"Home, Intelligence, Tower, Moves, Source"
v7_14_metric_definitions,Metric Definitions,3,entity_name,Entity Name,Required for holdco clients,Text,Use the exact portfolio company or holdco name from the entity registry.,Lakeshore Holdings,"Home, Intelligence, Tower, Moves, Source"
v7_14_metric_definitions,Metric Definitions,4,entity_short_name,Entity Short Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,Lakeshore,"Home, Intelligence, Tower, Moves, Source"
v7_14_metric_definitions,Metric Definitions,5,entity_scope,Entity Scope,Required for holdco clients,Text,"Classify as holdco, portfolio_company, shared_services, business_unit, region, or site.",holdco,"Home, Intelligence, Tower, Moves, Source"
v7_14_metric_definitions,Metric Definitions,6,parent_entity_id,Parent Entity Id,Required for holdco clients,Text,Use the parent entity ID. For operating companies this should be the holdco ID.,,"Home, Intelligence, Tower, Moves, Source"
v7_14_metric_definitions,Metric Definitions,7,parent_entity_name,Parent Entity Name,Required for holdco clients,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,,"Home, Intelligence, Tower, Moves, Source"
v7_14_metric_definitions,Metric Definitions,8,metric_id,Metric Id,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,MET-00001,"Home, Intelligence"
v7_14_metric_definitions,Metric Definitions,9,metric_name,Metric Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,Corporate Treasury cycle time,"Home, Intelligence"
v7_14_metric_definitions,Metric Definitions,10,metric_definition,Metric Definition,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,Measures cycle time for Corporate Treasury at Lakeshore.,"Home, Intelligence"
v7_14_metric_definitions,Metric Definitions,11,metric_owner,Metric Owner,Required,Text,Use a business-readable role or title that an executive would recognize.,CFO,"Home, Intelligence"
v7_14_metric_definitions,Metric Definitions,12,unit,Unit,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,count/days,"Home, Intelligence"
v7_14_metric_definitions,Metric Definitions,13,target_value,Target Value,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,15% improvement,"Home, Intelligence"
v7_14_metric_definitions,Metric Definitions,14,baseline_source,Baseline Source,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,shared-services-kpi-pack.xlsx,"Home, Intelligence"
v7_14_metric_definitions,Metric Definitions,15,data_provider_name,Data Provider Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,AbarVa synthetic data steward,"Home, Intelligence"
v7_14_metric_definitions,Metric Definitions,16,data_provider_role,Data Provider Role,Recommended,Text,Use a business-readable role or title that an executive would recognize.,Synthetic data generation,"Home, Intelligence"
v7_14_metric_definitions,Metric Definitions,17,source_artifact_type,Source Artifact Type,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,uploaded_template,"Home, Intelligence"
v7_14_metric_definitions,Metric Definitions,18,source_artifact_name,Source Artifact Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,lakeshore-holdco-v7-client-template.xlsx,"Home, Intelligence"
v7_14_metric_definitions,Metric Definitions,19,capture_method,Capture Method,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,synthetic_demo,"Home, Intelligence"
v7_14_metric_definitions,Metric Definitions,20,extraction_method,Extraction Method,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,deterministic_generator,"Home, Intelligence"
v7_14_metric_definitions,Metric Definitions,21,generated_by,Generated By,Recommended,Number,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,scripts/v7/build-lakeshore-holdco-v7.mjs,"Home, Intelligence"
v7_14_metric_definitions,Metric Definitions,22,validated_by,Validated By,Required,YYYY-MM-DD,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,AbarVa QA,"Home, Intelligence"
v7_14_metric_definitions,Metric Definitions,23,source_validation_status,Source Validation Status,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,synthetic_demo,"Home, Intelligence"
v7_14_metric_definitions,Metric Definitions,24,source_as_of_date,Source As Of Date,Required,YYYY-MM-DD,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,2026-07-06,"Home, Intelligence"
v7_14_metric_definitions,Metric Definitions,25,known_gaps,Known Gaps,Required,Text,"State missing client validation, data, or caveats in plain English.","Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.","Home, Intelligence"
v7_18_function_system_data_vendor_bridge,Function System Data Vendor Bridge,1,tenant_key,Tenant Key,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,lakeshore-industries,"Home, Intelligence, Source"
v7_18_function_system_data_vendor_bridge,Function System Data Vendor Bridge,2,entity_id,Entity Id,Required for holdco clients,Text,Use the stable ID from V7_00_portfolio_entity_registry. Do not type a display name in this field.,LSH-HOLDCO,"Home, Intelligence, Tower, Moves, Source"
v7_18_function_system_data_vendor_bridge,Function System Data Vendor Bridge,3,entity_name,Entity Name,Required for holdco clients,Text,Use the exact portfolio company or holdco name from the entity registry.,Lakeshore Holdings,"Home, Intelligence, Tower, Moves, Source"
v7_18_function_system_data_vendor_bridge,Function System Data Vendor Bridge,4,entity_short_name,Entity Short Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,Lakeshore,"Home, Intelligence, Tower, Moves, Source"
v7_18_function_system_data_vendor_bridge,Function System Data Vendor Bridge,5,entity_scope,Entity Scope,Required for holdco clients,Text,"Classify as holdco, portfolio_company, shared_services, business_unit, region, or site.",holdco,"Home, Intelligence, Tower, Moves, Source"
v7_18_function_system_data_vendor_bridge,Function System Data Vendor Bridge,6,parent_entity_id,Parent Entity Id,Required for holdco clients,Text,Use the parent entity ID. For operating companies this should be the holdco ID.,,"Home, Intelligence, Tower, Moves, Source"
v7_18_function_system_data_vendor_bridge,Function System Data Vendor Bridge,7,parent_entity_name,Parent Entity Name,Required for holdco clients,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,,"Home, Intelligence, Tower, Moves, Source"
v7_18_function_system_data_vendor_bridge,Function System Data Vendor Bridge,8,bridge_id,Bridge Id,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,BR-00001,"Home, Intelligence, Source"
v7_18_function_system_data_vendor_bridge,Function System Data Vendor Bridge,9,function_ref,Function Ref,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,Corporate Treasury,"Home, Intelligence, Source"
v7_18_function_system_data_vendor_bridge,Function System Data Vendor Bridge,10,dependency_type,Dependency Type,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,system,"Home, Intelligence, Source"
v7_18_function_system_data_vendor_bridge,Function System Data Vendor Bridge,11,object_ref,Object Ref,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,Kyriba Treasury,"Home, Intelligence, Source"
v7_18_function_system_data_vendor_bridge,Function System Data Vendor Bridge,12,role_in_function,Role In Function,Recommended,Text,Use a business-readable role or title that an executive would recognize.,primary workflow or data dependency,"Home, Intelligence, Source"
v7_18_function_system_data_vendor_bridge,Function System Data Vendor Bridge,13,criticality_to_function,Criticality To Function,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,critical,"Home, Intelligence, Source"
v7_18_function_system_data_vendor_bridge,Function System Data Vendor Bridge,14,primary_secondary,Primary Secondary,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,primary,"Home, Intelligence, Source"
v7_18_function_system_data_vendor_bridge,Function System Data Vendor Bridge,15,process_supported,Process Supported,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,cash forecasting; liquidity planning; bank connectivity; payment controls,"Home, Intelligence, Source"
v7_18_function_system_data_vendor_bridge,Function System Data Vendor Bridge,16,data_exchanged,Data Exchanged,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,cash_visibility_and_payments,"Home, Intelligence, Source"
v7_18_function_system_data_vendor_bridge,Function System Data Vendor Bridge,17,evidence_ref,Evidence Ref,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,Lakeshore function-system bridge,"Home, Intelligence, Source"
v7_18_function_system_data_vendor_bridge,Function System Data Vendor Bridge,18,data_provider_name,Data Provider Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,AbarVa synthetic data steward,"Home, Intelligence, Source"
v7_18_function_system_data_vendor_bridge,Function System Data Vendor Bridge,19,data_provider_role,Data Provider Role,Recommended,Text,Use a business-readable role or title that an executive would recognize.,Synthetic data generation,"Home, Intelligence, Source"
v7_18_function_system_data_vendor_bridge,Function System Data Vendor Bridge,20,source_artifact_type,Source Artifact Type,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,uploaded_template,"Home, Intelligence, Source"
v7_18_function_system_data_vendor_bridge,Function System Data Vendor Bridge,21,source_artifact_name,Source Artifact Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,lakeshore-holdco-v7-client-template.xlsx,"Home, Intelligence, Source"
v7_18_function_system_data_vendor_bridge,Function System Data Vendor Bridge,22,capture_method,Capture Method,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,synthetic_demo,"Home, Intelligence, Source"
v7_18_function_system_data_vendor_bridge,Function System Data Vendor Bridge,23,extraction_method,Extraction Method,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,deterministic_generator,"Home, Intelligence, Source"
v7_18_function_system_data_vendor_bridge,Function System Data Vendor Bridge,24,generated_by,Generated By,Recommended,Number,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,scripts/v7/build-lakeshore-holdco-v7.mjs,"Home, Intelligence, Source"
v7_18_function_system_data_vendor_bridge,Function System Data Vendor Bridge,25,validated_by,Validated By,Required,YYYY-MM-DD,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,AbarVa QA,"Home, Intelligence, Source"
v7_18_function_system_data_vendor_bridge,Function System Data Vendor Bridge,26,source_validation_status,Source Validation Status,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,synthetic_demo,"Home, Intelligence, Source"
v7_18_function_system_data_vendor_bridge,Function System Data Vendor Bridge,27,source_as_of_date,Source As Of Date,Required,YYYY-MM-DD,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,2026-07-06,"Home, Intelligence, Source"
v7_18_function_system_data_vendor_bridge,Function System Data Vendor Bridge,28,known_gaps,Known Gaps,Required,Text,"State missing client validation, data, or caveats in plain English.","Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.","Home, Intelligence, Source"
v7_15_industry_market_knowledge_patterns,Industry Market Knowledge Patterns,1,pattern_id,Pattern Id,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,PAT-001,"Home, Intelligence"
v7_15_industry_market_knowledge_patterns,Industry Market Knowledge Patterns,2,pattern_name,Pattern Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,Back-office AI value office,"Home, Intelligence"
v7_15_industry_market_knowledge_patterns,Industry Market Knowledge Patterns,3,industry_domain,Industry Domain,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,industrial_shared_services,"Home, Intelligence"
v7_15_industry_market_knowledge_patterns,Industry Market Knowledge Patterns,4,recommended_actions,Recommended Actions,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,"prioritize finance, HR, legal, procurement, and IT service workflows where volume, baseline, and owner exist","Home, Intelligence"
v7_15_industry_market_knowledge_patterns,Industry Market Knowledge Patterns,5,executive_audience,Executive Audience,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,CIO; CFO; VP Innovation,"Home, Intelligence"
v7_15_industry_market_knowledge_patterns,Industry Market Knowledge Patterns,6,relevance_to_lakeshore,Relevance To Lakeshore,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,applies to Lakeshore corporate shared services,"Home, Intelligence"
v7_15_industry_market_knowledge_patterns,Industry Market Knowledge Patterns,7,pattern_confidence,Pattern Confidence,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,high,"Home, Intelligence"
v7_15_industry_market_knowledge_patterns,Industry Market Knowledge Patterns,8,grounding_boundary,Grounding Boundary,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,"industry/pattern context, not tenant fact unless tied to Lakeshore evidence","Home, Intelligence"
v7_15_industry_market_knowledge_patterns,Industry Market Knowledge Patterns,9,data_provider_name,Data Provider Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,AbarVa synthetic data steward,"Home, Intelligence"
v7_15_industry_market_knowledge_patterns,Industry Market Knowledge Patterns,10,data_provider_role,Data Provider Role,Recommended,Text,Use a business-readable role or title that an executive would recognize.,Synthetic data generation,"Home, Intelligence"
v7_15_industry_market_knowledge_patterns,Industry Market Knowledge Patterns,11,source_artifact_type,Source Artifact Type,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,uploaded_template,"Home, Intelligence"
v7_15_industry_market_knowledge_patterns,Industry Market Knowledge Patterns,12,source_artifact_name,Source Artifact Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,lakeshore-holdco-v7-client-template.xlsx,"Home, Intelligence"
v7_15_industry_market_knowledge_patterns,Industry Market Knowledge Patterns,13,capture_method,Capture Method,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,synthetic_demo,"Home, Intelligence"
v7_15_industry_market_knowledge_patterns,Industry Market Knowledge Patterns,14,extraction_method,Extraction Method,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,deterministic_generator,"Home, Intelligence"
v7_15_industry_market_knowledge_patterns,Industry Market Knowledge Patterns,15,generated_by,Generated By,Recommended,Number,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,scripts/v7/build-lakeshore-holdco-v7.mjs,"Home, Intelligence"
v7_15_industry_market_knowledge_patterns,Industry Market Knowledge Patterns,16,validated_by,Validated By,Required,YYYY-MM-DD,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,AbarVa QA,"Home, Intelligence"
v7_15_industry_market_knowledge_patterns,Industry Market Knowledge Patterns,17,source_validation_status,Source Validation Status,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,synthetic_demo,"Home, Intelligence"
v7_15_industry_market_knowledge_patterns,Industry Market Knowledge Patterns,18,source_as_of_date,Source As Of Date,Required,YYYY-MM-DD,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,2026-07-06,"Home, Intelligence"
v7_15_industry_market_knowledge_patterns,Industry Market Knowledge Patterns,19,known_gaps,Known Gaps,Required,Text,"State missing client validation, data, or caveats in plain English.","Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.","Home, Intelligence"
v7_16_expert_lenses,Expert Lenses,1,lens_id,Lens Id,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,LENS-001,"Home, Intelligence"
v7_16_expert_lenses,Expert Lenses,2,expert_lens_name,Expert Lens Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,Corporate CIO,"Home, Intelligence"
v7_16_expert_lenses,Expert Lenses,3,lens_domain,Lens Domain,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,technology_portfolio,"Home, Intelligence"
v7_16_expert_lenses,Expert Lenses,4,question_families,Question Families,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,"what should we standardize, delegate, rationalize, or leave OpCo-local","Home, Intelligence"
v7_16_expert_lenses,Expert Lenses,5,decision_criteria,Decision Criteria,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,"ownership, integration depth, run cost, criticality, value baseline","Home, Intelligence"
v7_16_expert_lenses,Expert Lenses,6,default_canvas,Default Canvas,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,proof boundary,"Home, Intelligence"
v7_16_expert_lenses,Expert Lenses,7,data_provider_name,Data Provider Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,AbarVa synthetic data steward,"Home, Intelligence"
v7_16_expert_lenses,Expert Lenses,8,data_provider_role,Data Provider Role,Recommended,Text,Use a business-readable role or title that an executive would recognize.,Synthetic data generation,"Home, Intelligence"
v7_16_expert_lenses,Expert Lenses,9,source_artifact_type,Source Artifact Type,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,uploaded_template,"Home, Intelligence"
v7_16_expert_lenses,Expert Lenses,10,source_artifact_name,Source Artifact Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,lakeshore-holdco-v7-client-template.xlsx,"Home, Intelligence"
v7_16_expert_lenses,Expert Lenses,11,capture_method,Capture Method,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,synthetic_demo,"Home, Intelligence"
v7_16_expert_lenses,Expert Lenses,12,extraction_method,Extraction Method,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,deterministic_generator,"Home, Intelligence"
v7_16_expert_lenses,Expert Lenses,13,generated_by,Generated By,Recommended,Number,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,scripts/v7/build-lakeshore-holdco-v7.mjs,"Home, Intelligence"
v7_16_expert_lenses,Expert Lenses,14,validated_by,Validated By,Required,YYYY-MM-DD,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,AbarVa QA,"Home, Intelligence"
v7_16_expert_lenses,Expert Lenses,15,source_validation_status,Source Validation Status,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,synthetic_demo,"Home, Intelligence"
v7_16_expert_lenses,Expert Lenses,16,source_as_of_date,Source As Of Date,Required,YYYY-MM-DD,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,2026-07-06,"Home, Intelligence"
v7_16_expert_lenses,Expert Lenses,17,known_gaps,Known Gaps,Required,Text,"State missing client validation, data, or caveats in plain English.","Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.","Home, Intelligence"
v7_17_client_rate_card_cost_basis,Client Rate Card Cost Basis,1,tenant_key,Tenant Key,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,lakeshore-industries,"Home, Intelligence"
v7_17_client_rate_card_cost_basis,Client Rate Card Cost Basis,2,entity_id,Entity Id,Required for holdco clients,Text,Use the stable ID from V7_00_portfolio_entity_registry. Do not type a display name in this field.,LSH-HOLDCO,"Home, Intelligence, Tower, Moves, Source"
v7_17_client_rate_card_cost_basis,Client Rate Card Cost Basis,3,entity_name,Entity Name,Required for holdco clients,Text,Use the exact portfolio company or holdco name from the entity registry.,Lakeshore Holdings,"Home, Intelligence, Tower, Moves, Source"
