tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,data_asset_id,data_asset_name,data_owner,system_of_record,lineage,consumers,quality_score,governance_status
apex-retail,Retail Demo,v6.0,data_asset_integration,APX-DATA-001,POS transaction lake,v4_synthetic_pack,APX-IT-007,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,2,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-DATA-001,POS transaction lake,APX-IT-007,Order Management,Order Management -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,silver,partial_lineage
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-INT-0162,Retail pricing data product,v4_synthetic_pack,APX-IT-001,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,163,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INT-0162,Toshiba POS regional/service component 6,APX-IT-001,Toshiba POS regional/service component 6,Toshiba POS regional/service component 6,Oracle Retail Merchandising regional/service component 5,0.10,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-INT-0163,Merchandising data product,v4_synthetic_pack,APX-IT-003,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,164,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INT-0163,Blue Yonder Demand Planning regional/service component 6,APX-IT-003,Blue Yonder Demand Planning regional/service component 6,Blue Yonder Demand Planning regional/service component 6,SAP S/4 Finance regional/service component 5,0.18,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-INT-0164,Omnichannel selling data product,v4_synthetic_pack,APX-IT-007,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,165,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INT-0164,Databricks Retail Lakehouse regional/service component 6,APX-IT-007,Databricks Retail Lakehouse regional/service component 6,Databricks Retail Lakehouse regional/service component 6,IBM Sterling OMS regional/service component 6,0.26,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-INT-0165,Store operations data product,v4_synthetic_pack,APX-IT-003,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,166,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INT-0165,Oracle Retail Merchandising regional/service component 7,APX-IT-003,Oracle Retail Merchandising regional/service component 7,Oracle Retail Merchandising regional/service component 7,Databricks Retail Lakehouse regional/service component 6,0.34,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-INT-0166,Inventory accuracy data product,v4_synthetic_pack,APX-IT-001,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,167,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INT-0166,Toshiba POS regional/service component 7,APX-IT-001,Toshiba POS regional/service component 7,Toshiba POS regional/service component 7,Salesforce Commerce Cloud regional/service component 7,0.42,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-INT-0167,Customer loyalty data product,v4_synthetic_pack,APX-IT-003,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,168,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INT-0167,Blue Yonder Demand Planning regional/service component 7,APX-IT-003,Blue Yonder Demand Planning regional/service component 7,Blue Yonder Demand Planning regional/service component 7,Kronos Workforce Central regional/service component 7,0.50,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-INT-0168,Retail pricing data product,v4_synthetic_pack,APX-IT-007,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,169,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INT-0168,Databricks Retail Lakehouse regional/service component 7,APX-IT-007,Databricks Retail Lakehouse regional/service component 7,Databricks Retail Lakehouse regional/service component 7,Blue Yonder Demand Planning regional/service component 8,0.58,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-INT-0169,Merchandising data product,v4_synthetic_pack,APX-IT-003,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,170,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INT-0169,Oracle Retail Merchandising regional/service component 8,APX-IT-003,Oracle Retail Merchandising regional/service component 8,Oracle Retail Merchandising regional/service component 8,Manhattan Active WMS regional/service component 9,0.10,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-INT-0170,Omnichannel selling data product,v4_synthetic_pack,APX-IT-001,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,171,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INT-0170,Toshiba POS regional/service component 8,APX-IT-001,Toshiba POS regional/service component 8,Toshiba POS regional/service component 8,ServiceNow ITSM regional/service component 9,0.18,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-INT-0171,Store operations data product,v4_synthetic_pack,APX-IT-003,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,172,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INT-0171,Blue Yonder Demand Planning regional/service component 8,APX-IT-003,Blue Yonder Demand Planning regional/service component 8,Blue Yonder Demand Planning regional/service component 8,Manhattan Active WMS,0.26,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-INT-0172,Inventory accuracy data product,v4_synthetic_pack,APX-IT-007,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,173,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INT-0172,Databricks Retail Lakehouse regional/service component 8,APX-IT-007,Databricks Retail Lakehouse regional/service component 8,Databricks Retail Lakehouse regional/service component 8,ServiceNow ITSM,0.34,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-INT-0173,Customer loyalty data product,v4_synthetic_pack,APX-IT-003,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,174,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INT-0173,Oracle Retail Merchandising regional/service component 9,APX-IT-003,Oracle Retail Merchandising regional/service component 9,Oracle Retail Merchandising regional/service component 9,Toshiba POS regional/service component 2,0.42,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-INT-0174,Retail pricing data product,v4_synthetic_pack,APX-IT-001,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,175,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INT-0174,Toshiba POS regional/service component 9,APX-IT-001,Toshiba POS regional/service component 9,Toshiba POS regional/service component 9,Snowflake Marketing Data Cloud regional/service component 2,0.50,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-INT-0175,Merchandising data product,v4_synthetic_pack,APX-IT-003,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,176,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INT-0175,Blue Yonder Demand Planning regional/service component 9,APX-IT-003,Blue Yonder Demand Planning regional/service component 9,Blue Yonder Demand Planning regional/service component 9,Adobe Experience Cloud regional/service component 3,0.58,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-INT-0176,Omnichannel selling data product,v4_synthetic_pack,APX-IT-007,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,177,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INT-0176,Databricks Retail Lakehouse regional/service component 9,APX-IT-007,Databricks Retail Lakehouse regional/service component 9,Databricks Retail Lakehouse regional/service component 9,Oracle Retail Merchandising regional/service component 4,0.10,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-INT-0177,Store operations data product,v4_synthetic_pack,APX-IT-003,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,178,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INT-0177,Oracle Retail Merchandising regional/service component 10,APX-IT-003,Oracle Retail Merchandising regional/service component 10,Oracle Retail Merchandising regional/service component 10,SAP S/4 Finance regional/service component 4,0.18,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-INT-0178,Inventory accuracy data product,v4_synthetic_pack,APX-IT-004,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,179,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INT-0178,Manhattan Active WMS,APX-IT-004,Manhattan Active WMS,Manhattan Active WMS,IBM Sterling OMS regional/service component 5,0.26,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-INT-0179,Customer loyalty data product,v4_synthetic_pack,APX-IT-002,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,180,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INT-0179,Salesforce Commerce Cloud,APX-IT-002,Salesforce Commerce Cloud,Salesforce Commerce Cloud,Databricks Retail Lakehouse regional/service component 5,0.34,lineage_not_machine_readable
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-INT-0180,Retail pricing data product,v4_synthetic_pack,APX-IT-006,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,181,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INT-0180,SAP S/4 Finance,APX-IT-006,SAP S/4 Finance,SAP S/4 Finance,Salesforce Commerce Cloud regional/service component 6,0.42,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-INT-0181,Merchandising data product,v4_synthetic_pack,APX-IT-007,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,182,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INT-0181,Snowflake Marketing Data Cloud,APX-IT-007,Snowflake Marketing Data Cloud,Snowflake Marketing Data Cloud,Kronos Workforce Central regional/service component 6,0.50,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-INT-0182,Omnichannel selling data product,v4_synthetic_pack,APX-IT-004,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,183,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INT-0182,Manhattan Active WMS regional/service component 2,APX-IT-004,Manhattan Active WMS regional/service component 2,Manhattan Active WMS regional/service component 2,Blue Yonder Demand Planning regional/service component 7,0.58,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-INT-0183,Store operations data product,v4_synthetic_pack,APX-IT-002,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,184,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INT-0183,Salesforce Commerce Cloud regional/service component 2,APX-IT-002,Salesforce Commerce Cloud regional/service component 2,Salesforce Commerce Cloud regional/service component 2,Manhattan Active WMS regional/service component 8,0.10,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-INT-0184,Inventory accuracy data product,v4_synthetic_pack,APX-IT-006,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,185,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INT-0184,SAP S/4 Finance regional/service component 2,APX-IT-006,SAP S/4 Finance regional/service component 2,SAP S/4 Finance regional/service component 2,ServiceNow ITSM regional/service component 8,0.18,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-INT-0185,Customer loyalty data product,v4_synthetic_pack,APX-IT-007,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,186,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INT-0185,Snowflake Marketing Data Cloud regional/service component 2,APX-IT-007,Snowflake Marketing Data Cloud regional/service component 2,Snowflake Marketing Data Cloud regional/service component 2,Toshiba POS regional/service component 9,0.26,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-INT-0186,Retail pricing data product,v4_synthetic_pack,APX-IT-004,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,187,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INT-0186,Manhattan Active WMS regional/service component 3,APX-IT-004,Manhattan Active WMS regional/service component 3,Manhattan Active WMS regional/service component 3,Snowflake Marketing Data Cloud regional/service component 9,0.34,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-INT-0187,Merchandising data product,v4_synthetic_pack,APX-IT-002,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,188,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INT-0187,Salesforce Commerce Cloud regional/service component 3,APX-IT-002,Salesforce Commerce Cloud regional/service component 3,Salesforce Commerce Cloud regional/service component 3,Toshiba POS,0.42,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-INT-0188,Omnichannel selling data product,v4_synthetic_pack,APX-IT-006,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,189,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INT-0188,SAP S/4 Finance regional/service component 3,APX-IT-006,SAP S/4 Finance regional/service component 3,SAP S/4 Finance regional/service component 3,Snowflake Marketing Data Cloud,0.50,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-INT-0189,Store operations data product,v4_synthetic_pack,APX-IT-007,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,190,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INT-0189,Snowflake Marketing Data Cloud regional/service component 3,APX-IT-007,Snowflake Marketing Data Cloud regional/service component 3,Snowflake Marketing Data Cloud regional/service component 3,Adobe Experience Cloud regional/service component 2,0.58,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-INT-0190,Inventory accuracy data product,v4_synthetic_pack,APX-IT-004,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,191,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INT-0190,Manhattan Active WMS regional/service component 4,APX-IT-004,Manhattan Active WMS regional/service component 4,Manhattan Active WMS regional/service component 4,Oracle Retail Merchandising regional/service component 3,0.10,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-INT-0191,Customer loyalty data product,v4_synthetic_pack,APX-IT-002,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,192,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INT-0191,Salesforce Commerce Cloud regional/service component 4,APX-IT-002,Salesforce Commerce Cloud regional/service component 4,Salesforce Commerce Cloud regional/service component 4,SAP S/4 Finance regional/service component 3,0.18,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-INT-0192,Retail pricing data product,v4_synthetic_pack,APX-IT-006,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,193,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INT-0192,SAP S/4 Finance regional/service component 4,APX-IT-006,SAP S/4 Finance regional/service component 4,SAP S/4 Finance regional/service component 4,IBM Sterling OMS regional/service component 4,0.26,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-INT-0193,Merchandising data product,v4_synthetic_pack,APX-IT-007,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,194,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INT-0193,Snowflake Marketing Data Cloud regional/service component 4,APX-IT-007,Snowflake Marketing Data Cloud regional/service component 4,Snowflake Marketing Data Cloud regional/service component 4,Databricks Retail Lakehouse regional/service component 4,0.34,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-INT-0194,Omnichannel selling data product,v4_synthetic_pack,APX-IT-004,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,195,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INT-0194,Manhattan Active WMS regional/service component 5,APX-IT-004,Manhattan Active WMS regional/service component 5,Manhattan Active WMS regional/service component 5,Salesforce Commerce Cloud regional/service component 5,0.42,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-INT-0195,Store operations data product,v4_synthetic_pack,APX-IT-002,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,196,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INT-0195,Salesforce Commerce Cloud regional/service component 5,APX-IT-002,Salesforce Commerce Cloud regional/service component 5,Salesforce Commerce Cloud regional/service component 5,Kronos Workforce Central regional/service component 5,0.50,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-INT-0196,Inventory accuracy data product,v4_synthetic_pack,APX-IT-006,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,197,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INT-0196,SAP S/4 Finance regional/service component 5,APX-IT-006,SAP S/4 Finance regional/service component 5,SAP S/4 Finance regional/service component 5,Blue Yonder Demand Planning regional/service component 6,0.58,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-INT-0197,Customer loyalty data product,v4_synthetic_pack,APX-IT-007,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,198,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INT-0197,Snowflake Marketing Data Cloud regional/service component 5,APX-IT-007,Snowflake Marketing Data Cloud regional/service component 5,Snowflake Marketing Data Cloud regional/service component 5,Manhattan Active WMS regional/service component 7,0.10,none_reported
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-INT-0198,Retail pricing data product,v4_synthetic_pack,APX-IT-004,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,199,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INT-0198,Manhattan Active WMS regional/service component 6,APX-IT-004,Manhattan Active WMS regional/service component 6,Manhattan Active WMS regional/service component 6,ServiceNow ITSM regional/service component 7,0.18,lineage_not_machine_readable
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-INT-0199,Merchandising data product,v4_synthetic_pack,APX-IT-002,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,200,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INT-0199,Salesforce Commerce Cloud regional/service component 6,APX-IT-002,Salesforce Commerce Cloud regional/service component 6,Salesforce Commerce Cloud regional/service component 6,Toshiba POS regional/service component 8,0.26,none_reported
