tenant_key,platform_name,platform_type,hosting_model,data_center_or_region,technology_stack,operational_owner,criticality,lifecycle_state,capacity_or_scale,constraints,future_target_flag,source_file,source_date,confidence,known_gaps,record_id,evidence_id,source_row_id,dimension_key,dimension_name,active_candidate_status,candidate_contract_version,load_run_id,generated_at,generation_method,source_basis,truth_statement
skyharbor-air,crew scheduling platform platform 001,application platform,SaaS,primary region,crew scheduling platform; API gateway,CTO,critical,current core,850 aircraft/station/domain planning marker,PCI; lineage and baseline validation needed,yes_target_state_not_certified,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,PCI evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00001,SHA-EVID-03601,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00001,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,revenue management platform platform 186,application platform,SaaS,secondary region,revenue management platform; API gateway,Chief people officer,critical,current core,1035 aircraft/station/domain planning marker,human-in-the-loop operations; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,human-in-the-loop operations evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00186,SHA-EVID-03786,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00186,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,loyalty platform platform 187,data platform,cloud,main operations region,loyalty platform; event broker,Transformation office lead,high,modernization candidate,1036 aircraft/station/domain planning marker,incident response; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,incident response evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00187,SHA-EVID-03787,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00187,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,ecommerce and mobile app platform 188,integration platform,managed hosting,recovery region,ecommerce and mobile app; warehouse,Experience leader,medium,target state not certified,1037 aircraft/station/domain planning marker,airport-local operating variation; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,airport-local operating variation evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00188,SHA-EVID-03788,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00188,06_infrastructure_platforms,Infrastructure & Platforms,candidate_review,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,customer CRM platform 189,security platform,hybrid,primary region,customer CRM; observability,Business unit president,medium,rationalize candidate,1038 aircraft/station/domain planning marker,reservation-system dependency; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,reservation-system dependency evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00189,SHA-EVID-03789,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00189,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,contact center platform platform 190,resilience platform,on-premises,secondary region,contact center platform; identity,Contact center leader,high,extend with controls,1039 aircraft/station/domain planning marker,cloud resilience; lineage and baseline validation needed,yes_target_state_not_certified,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,cloud resilience evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00190,SHA-EVID-03790,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00190,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,baggage tracking platform platform 191,application platform,SaaS,main operations region,baggage tracking platform; API gateway,Operations leader,critical,current core,1040 aircraft/station/domain planning marker,safety criticality; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,safety criticality evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00191,SHA-EVID-03791,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00191,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,fuel management platform platform 192,data platform,cloud,recovery region,fuel management platform; event broker,Chief architect,medium,modernization candidate,1041 aircraft/station/domain planning marker,operational resilience; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,operational resilience evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00192,SHA-EVID-03792,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00192,06_infrastructure_platforms,Infrastructure & Platforms,candidate_review,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,ERP and finance platform platform 193,integration platform,managed hosting,primary region,ERP and finance platform; warehouse,Application owner,high,target state not certified,1042 aircraft/station/domain planning marker,crew and legal constraints; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,crew and legal constraints evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00193,SHA-EVID-03793,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00193,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,airline data lakehouse platform 194,security platform,hybrid,secondary region,airline data lakehouse; observability,ITSM leader,medium,rationalize candidate,1043 aircraft/station/domain planning marker,DOT customer obligations; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,DOT customer obligations evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00194,SHA-EVID-03794,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00194,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,identity and access management platform 195,resilience platform,on-premises,main operations region,identity and access management; identity,CEO,medium,extend with controls,1044 aircraft/station/domain planning marker,data privacy; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,data privacy evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00195,SHA-EVID-03795,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00195,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,service management platform platform 196,application platform,SaaS,recovery region,service management platform; API gateway,CFO,critical,current core,1045 aircraft/station/domain planning marker,PCI; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,PCI evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00196,SHA-EVID-03796,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00196,06_infrastructure_platforms,Infrastructure & Platforms,candidate_review,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,passenger service system platform 197,data platform,cloud,primary region,passenger service system; event broker,COO,medium,modernization candidate,1046 aircraft/station/domain planning marker,cyber risk; lineage and baseline validation needed,yes_target_state_not_certified,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,cyber risk evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00197,SHA-EVID-03797,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00197,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,departure control system platform 198,integration platform,managed hosting,secondary region,departure control system; warehouse,CIO,medium,target state not certified,1047 aircraft/station/domain planning marker,identity and access; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,identity and access evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00198,SHA-EVID-03798,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00198,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,crew scheduling platform platform 199,security platform,hybrid,main operations region,crew scheduling platform; observability,CTO,high,rationalize candidate,1048 aircraft/station/domain planning marker,vendor concentration; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,vendor concentration evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00199,SHA-EVID-03799,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00199,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,flight planning platform platform 200,resilience platform,on-premises,recovery region,flight planning platform; identity,CDAO,medium,extend with controls,1049 aircraft/station/domain planning marker,model explainability; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,model explainability evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00200,SHA-EVID-03800,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00200,06_infrastructure_platforms,Infrastructure & Platforms,candidate_review,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,operations control and IROPS platform platform 201,application platform,SaaS,primary region,operations control and IROPS platform; API gateway,CISO,critical,current core,850 aircraft/station/domain planning marker,human-in-the-loop operations; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,human-in-the-loop operations evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00201,SHA-EVID-03801,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00201,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,maintenance and MRO platform platform 202,data platform,cloud,secondary region,maintenance and MRO platform; event broker,Chief compliance officer,high,modernization candidate,851 aircraft/station/domain planning marker,incident response; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,incident response evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00202,SHA-EVID-03802,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00202,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,cargo management platform platform 203,integration platform,managed hosting,main operations region,cargo management platform; warehouse,Chief procurement officer,medium,target state not certified,852 aircraft/station/domain planning marker,airport-local operating variation; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,airport-local operating variation evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00203,SHA-EVID-03803,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00203,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,revenue management platform platform 204,security platform,hybrid,recovery region,revenue management platform; observability,Chief people officer,medium,rationalize candidate,853 aircraft/station/domain planning marker,reservation-system dependency; lineage and baseline validation needed,yes_target_state_not_certified,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,reservation-system dependency evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00204,SHA-EVID-03804,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00204,06_infrastructure_platforms,Infrastructure & Platforms,candidate_review,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,loyalty platform platform 205,resilience platform,on-premises,primary region,loyalty platform; identity,Transformation office lead,high,extend with controls,854 aircraft/station/domain planning marker,cloud resilience; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,cloud resilience evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00205,SHA-EVID-03805,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00205,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,ecommerce and mobile app platform 206,application platform,SaaS,secondary region,ecommerce and mobile app; API gateway,Experience leader,critical,current core,855 aircraft/station/domain planning marker,safety criticality; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,safety criticality evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00206,SHA-EVID-03806,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00206,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,customer CRM platform 207,data platform,cloud,main operations region,customer CRM; event broker,Business unit president,medium,modernization candidate,856 aircraft/station/domain planning marker,operational resilience; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,operational resilience evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00207,SHA-EVID-03807,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00207,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,contact center platform platform 208,integration platform,managed hosting,recovery region,contact center platform; warehouse,Contact center leader,high,target state not certified,857 aircraft/station/domain planning marker,crew and legal constraints; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,crew and legal constraints evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00208,SHA-EVID-03808,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00208,06_infrastructure_platforms,Infrastructure & Platforms,candidate_review,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,baggage tracking platform platform 209,security platform,hybrid,primary region,baggage tracking platform; observability,Operations leader,medium,rationalize candidate,858 aircraft/station/domain planning marker,DOT customer obligations; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,DOT customer obligations evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00209,SHA-EVID-03809,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00209,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,fuel management platform platform 210,resilience platform,on-premises,secondary region,fuel management platform; identity,Chief architect,medium,extend with controls,859 aircraft/station/domain planning marker,data privacy; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,data privacy evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00210,SHA-EVID-03810,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00210,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,ERP and finance platform platform 211,application platform,SaaS,main operations region,ERP and finance platform; API gateway,Application owner,critical,current core,860 aircraft/station/domain planning marker,PCI; lineage and baseline validation needed,yes_target_state_not_certified,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,PCI evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00211,SHA-EVID-03811,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00211,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,airline data lakehouse platform 212,data platform,cloud,recovery region,airline data lakehouse; event broker,ITSM leader,medium,modernization candidate,861 aircraft/station/domain planning marker,cyber risk; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,cyber risk evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00212,SHA-EVID-03812,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00212,06_infrastructure_platforms,Infrastructure & Platforms,candidate_review,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,identity and access management platform 213,integration platform,managed hosting,primary region,identity and access management; warehouse,CEO,medium,target state not certified,862 aircraft/station/domain planning marker,identity and access; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,identity and access evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00213,SHA-EVID-03813,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00213,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,service management platform platform 214,security platform,hybrid,secondary region,service management platform; observability,CFO,high,rationalize candidate,863 aircraft/station/domain planning marker,vendor concentration; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,vendor concentration evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00214,SHA-EVID-03814,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00214,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,passenger service system platform 215,resilience platform,on-premises,main operations region,passenger service system; identity,COO,medium,extend with controls,864 aircraft/station/domain planning marker,model explainability; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,model explainability evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00215,SHA-EVID-03815,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00215,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,departure control system platform 216,application platform,SaaS,recovery region,departure control system; API gateway,CIO,critical,current core,865 aircraft/station/domain planning marker,human-in-the-loop operations; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,human-in-the-loop operations evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00216,SHA-EVID-03816,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00216,06_infrastructure_platforms,Infrastructure & Platforms,candidate_review,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
