ai_portfolio_key,tenant_key,item_name,item_kind,vendor_name,system_name,ai_spend_type,ai_spend_category,funding_status,decision_lane,approved_funding_usd,ai_tagged_spend_usd,promised_value_usd,finance_validated_value_usd,usage_metric,usage_actual,adoption_rate_pct,value_score,readiness_score,risk_score,duplicate_risk,value_claim_status,tower_claim_allowed,caveat,source_file,source_row
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0155::moves-business-case-before-funding,meridian-health,Enterprise Architecture: Governed data foundation for AI / LLM automation,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0155
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0156::moves-business-case-before-funding,meridian-health,Enterprise Architecture: Call center optimization,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0156
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0157::moves-business-case-before-funding,meridian-health,Application Owners / Business Applications: Automated close and reporting,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0157
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0158::moves-business-case-before-funding,meridian-health,Application Owners / Business Applications: Unified clinical + claims lakehouse,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0158
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0159::moves-business-case-before-funding,meridian-health,Application Owners / Business Applications: Governed data foundation for AI / LLM automation,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0159
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0160::moves-business-case-before-funding,meridian-health,Application Owners / Business Applications: Call center optimization,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0160
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0161::moves-business-case-before-funding,meridian-health,Application Owners / Business Applications: Provider quality and performance,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0161
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0162::moves-business-case-before-funding,meridian-health,Application Owners / Business Applications: End-to-end cost transparency,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0162
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0163::moves-business-case-before-funding,meridian-health,Application Owners / Business Applications: Payment integrity and leakage reduction,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0163
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0164::moves-business-case-before-funding,meridian-health,Application Owners / Business Applications: Automated close and reporting,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0164
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0165::moves-business-case-before-funding,meridian-health,Application Owners / Business Applications: Unified clinical + claims lakehouse,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0165
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0166::moves-business-case-before-funding,meridian-health,Application Owners / Business Applications: Governed data foundation for AI / LLM automation,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0166
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0167::moves-business-case-before-funding,meridian-health,Application Owners / Business Applications: Call center optimization,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0167
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0168::moves-business-case-before-funding,meridian-health,Application Owners / Business Applications: Provider quality and performance,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0168
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0169::moves-business-case-before-funding,meridian-health,Service Management / IT Operations: Unified clinical + claims lakehouse,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0169
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0170::moves-business-case-before-funding,meridian-health,Service Management / IT Operations: Governed data foundation for AI / LLM automation,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0170
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0171::moves-business-case-before-funding,meridian-health,Service Management / IT Operations: Call center optimization,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0171
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0172::moves-business-case-before-funding,meridian-health,Service Management / IT Operations: Provider quality and performance,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0172
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0173::moves-business-case-before-funding,meridian-health,Service Management / IT Operations: End-to-end cost transparency,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0173
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0174::moves-business-case-before-funding,meridian-health,Service Management / IT Operations: Payment integrity and leakage reduction,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0174
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0175::moves-business-case-before-funding,meridian-health,Service Management / IT Operations: Automated close and reporting,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0175
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0176::moves-business-case-before-funding,meridian-health,Service Management / IT Operations: Unified clinical + claims lakehouse,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0176
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0177::moves-business-case-before-funding,meridian-health,Service Management / IT Operations: Governed data foundation for AI / LLM automation,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0177
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0178::moves-business-case-before-funding,meridian-health,Service Management / IT Operations: Call center optimization,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0178
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0179::moves-business-case-before-funding,meridian-health,Service Management / IT Operations: Provider quality and performance,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0179
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0180::moves-business-case-before-funding,meridian-health,Service Management / IT Operations: End-to-end cost transparency,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0180
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0181::moves-business-case-before-funding,meridian-health,Procurement / Vendor Management: Governed data foundation for AI / LLM automation,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0181
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0182::moves-business-case-before-funding,meridian-health,Procurement / Vendor Management: Call center optimization,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0182
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0183::moves-business-case-before-funding,meridian-health,Procurement / Vendor Management: Provider quality and performance,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0183
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0184::moves-business-case-before-funding,meridian-health,Procurement / Vendor Management: End-to-end cost transparency,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0184
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0185::moves-business-case-before-funding,meridian-health,Procurement / Vendor Management: Payment integrity and leakage reduction,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0185
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0186::moves-business-case-before-funding,meridian-health,Procurement / Vendor Management: Automated close and reporting,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0186
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0187::moves-business-case-before-funding,meridian-health,Procurement / Vendor Management: Unified clinical + claims lakehouse,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0187
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0188::moves-business-case-before-funding,meridian-health,Procurement / Vendor Management: Governed data foundation for AI / LLM automation,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0188
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0189::moves-business-case-before-funding,meridian-health,Procurement / Vendor Management: Call center optimization,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0189
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0190::moves-business-case-before-funding,meridian-health,Procurement / Vendor Management: Provider quality and performance,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0190
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0191::moves-business-case-before-funding,meridian-health,Procurement / Vendor Management: End-to-end cost transparency,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0191
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0192::moves-business-case-before-funding,meridian-health,Procurement / Vendor Management: Payment integrity and leakage reduction,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0192
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0193::moves-business-case-before-funding,meridian-health,HR / Workforce / Change Management: Call center optimization,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0193
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0194::moves-business-case-before-funding,meridian-health,HR / Workforce / Change Management: Provider quality and performance,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0194
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0195::moves-business-case-before-funding,meridian-health,HR / Workforce / Change Management: End-to-end cost transparency,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0195
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0196::moves-business-case-before-funding,meridian-health,HR / Workforce / Change Management: Payment integrity and leakage reduction,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0196
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0197::moves-business-case-before-funding,meridian-health,HR / Workforce / Change Management: Automated close and reporting,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0197
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0198::moves-business-case-before-funding,meridian-health,HR / Workforce / Change Management: Unified clinical + claims lakehouse,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0198
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0199::moves-business-case-before-funding,meridian-health,HR / Workforce / Change Management: Governed data foundation for AI / LLM automation,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0199
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0200::moves-business-case-before-funding,meridian-health,HR / Workforce / Change Management: Call center optimization,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0200
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0201::moves-business-case-before-funding,meridian-health,HR / Workforce / Change Management: Provider quality and performance,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0201
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0202::moves-business-case-before-funding,meridian-health,HR / Workforce / Change Management: End-to-end cost transparency,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0202
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0203::moves-business-case-before-funding,meridian-health,HR / Workforce / Change Management: Payment integrity and leakage reduction,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0203
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0204::moves-business-case-before-funding,meridian-health,HR / Workforce / Change Management: Automated close and reporting,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0204
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0205::moves-business-case-before-funding,meridian-health,Program / Transformation Office: Provider quality and performance,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0205
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0206::moves-business-case-before-funding,meridian-health,Program / Transformation Office: End-to-end cost transparency,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0206
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0207::moves-business-case-before-funding,meridian-health,Program / Transformation Office: Payment integrity and leakage reduction,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0207
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0208::moves-business-case-before-funding,meridian-health,Program / Transformation Office: Automated close and reporting,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0208
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0209::moves-business-case-before-funding,meridian-health,Program / Transformation Office: Unified clinical + claims lakehouse,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0209
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0210::moves-business-case-before-funding,meridian-health,Program / Transformation Office: Governed data foundation for AI / LLM automation,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0210
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0211::moves-business-case-before-funding,meridian-health,Program / Transformation Office: Call center optimization,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0211
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0212::moves-business-case-before-funding,meridian-health,Program / Transformation Office: Provider quality and performance,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0212
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0213::moves-business-case-before-funding,meridian-health,Program / Transformation Office: End-to-end cost transparency,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0213
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0214::moves-business-case-before-funding,meridian-health,Program / Transformation Office: Payment integrity and leakage reduction,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0214
