tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,program_id,business_owner,technology_owner,executive_sponsor,phase,budget_usd,spend_to_date_usd,expected_value_usd,realized_value_usd,value_basis,status,target_date,dependencies,risks,decision_needed
skyharbor-air,Airline Demo,v6.0,program_initiative,INIT-0001,Fleet Renewal Program,v4_synthetic_pack,CIO,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,2,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,INIT-0001,COO,VP Enterprise Applications,CIO,Scaling,1200000,450000,1800000,300000,rag=Red; sponsor=Board Technology Committee; ai=N,On track,2026-12-31,rag=Red; sponsor=Board Technology Committee; ai=N,rag=Red; sponsor=Board Technology Committee; ai=N,rag=Red; sponsor=Board Technology Committee; ai=N
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-106,Revenue management and pricing modernization value realization,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,86,2026-06-18,2026-01-01,2026-09-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-106,CIO,VP Infrastructure,CFO,Revenue management and pricing modernization value realization,23430000,12618000,27540000,8490000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",not_started,2026-09-28,Reservations readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Fund next phase
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-107,NDC offer/order retailing modernization case,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,87,2026-06-18,2026-01-01,2026-06-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-107,Chief Commercial Officer,Head of AI Enablement,Executive Committee,NDC offer/order retailing modernization case,23525000,12670000,27650000,8525000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",complete,2026-06-28,Crew Operations readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Retire duplicate effort
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-107,NDC offer/order retailing modernization pilot,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,88,2026-06-18,2026-01-01,2026-07-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-107,COO,VP Enterprise Applications,CIO,NDC offer/order retailing modernization pilot,23620000,12722000,27760000,8560000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",complete,2026-07-28,Flight Operations readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Scale with controls
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-107,NDC offer/order retailing modernization control gate,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,89,2026-06-18,2026-01-01,2026-08-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-107,CFO,Chief Data Officer,COO,NDC offer/order retailing modernization control gate,23715000,12774000,27870000,8595000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",in_progress,2026-08-28,Loyalty readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Hold pending data readiness
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-107,NDC offer/order retailing modernization scale gate,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,90,2026-06-18,2026-01-01,2026-09-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-107,CIO,VP Infrastructure,CFO,NDC offer/order retailing modernization scale gate,23810000,12826000,27980000,8630000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",not_started,2026-09-28,Maintenance readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Fund next phase
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-107,NDC offer/order retailing modernization value realization,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,91,2026-06-18,2026-01-01,2026-10-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-107,Chief Commercial Officer,Head of AI Enablement,Executive Committee,NDC offer/order retailing modernization value realization,23905000,12878000,28090000,8665000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",not_started,2026-10-28,Irregular Operations readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Retire duplicate effort
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-108,Loyalty personalization modernization case,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,92,2026-06-18,2026-01-01,2026-07-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-108,COO,VP Enterprise Applications,CIO,Loyalty personalization modernization case,24000000,12930000,28200000,8700000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",complete,2026-07-28,Reservations readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Scale with controls
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-108,Loyalty personalization modernization pilot,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,93,2026-06-18,2026-01-01,2026-08-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-108,CFO,Chief Data Officer,COO,Loyalty personalization modernization pilot,24095000,12982000,28310000,8735000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",complete,2026-08-28,Crew Operations readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Hold pending data readiness
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-108,Loyalty personalization modernization control gate,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,94,2026-06-18,2026-01-01,2026-09-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-108,CIO,VP Infrastructure,CFO,Loyalty personalization modernization control gate,24190000,13034000,28420000,8770000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",in_progress,2026-09-28,Flight Operations readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Fund next phase
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-108,Loyalty personalization modernization scale gate,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,95,2026-06-18,2026-01-01,2026-10-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-108,Chief Commercial Officer,Head of AI Enablement,Executive Committee,Loyalty personalization modernization scale gate,24285000,13086000,28530000,8805000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",not_started,2026-10-28,Loyalty readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Retire duplicate effort
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-108,Loyalty personalization modernization value realization,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,96,2026-06-18,2026-01-01,2026-11-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-108,COO,VP Enterprise Applications,CIO,Loyalty personalization modernization value realization,24380000,13138000,28640000,8840000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",not_started,2026-11-28,Maintenance readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Scale with controls
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-109,Digital concierge and journey orchestration modernization case,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,97,2026-06-18,2026-01-01,2026-08-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-109,CFO,Chief Data Officer,COO,Digital concierge and journey orchestration modernization case,24475000,13190000,28750000,8875000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",complete,2026-08-28,Irregular Operations readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Hold pending data readiness
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-109,Digital concierge and journey orchestration modernization pilot,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,98,2026-06-18,2026-01-01,2026-09-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-109,CIO,VP Infrastructure,CFO,Digital concierge and journey orchestration modernization pilot,24570000,13242000,28860000,8910000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",complete,2026-09-28,Reservations readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Fund next phase
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-109,Digital concierge and journey orchestration modernization control gate,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,99,2026-06-18,2026-01-01,2026-10-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-109,Chief Commercial Officer,Head of AI Enablement,Executive Committee,Digital concierge and journey orchestration modernization control gate,24665000,13294000,28970000,8945000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",in_progress,2026-10-28,Crew Operations readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Retire duplicate effort
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-109,Digital concierge and journey orchestration modernization scale gate,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,100,2026-06-18,2026-01-01,2026-11-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-109,COO,VP Enterprise Applications,CIO,Digital concierge and journey orchestration modernization scale gate,24760000,13346000,29080000,8980000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",not_started,2026-11-28,Flight Operations readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Scale with controls
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-109,Digital concierge and journey orchestration modernization value realization,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,101,2026-06-18,2026-01-01,2026-12-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-109,CFO,Chief Data Officer,COO,Digital concierge and journey orchestration modernization value realization,24855000,13398000,29190000,9015000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",not_started,2026-12-28,Loyalty readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Hold pending data readiness
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-110,Contact center service recovery modernization case,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,102,2026-06-18,2026-01-01,2026-09-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-110,CIO,VP Infrastructure,CFO,Contact center service recovery modernization case,24950000,13450000,29300000,9050000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",complete,2026-09-28,Maintenance readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Fund next phase
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-110,Contact center service recovery modernization pilot,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,103,2026-06-18,2026-01-01,2026-10-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-110,Chief Commercial Officer,Head of AI Enablement,Executive Committee,Contact center service recovery modernization pilot,25045000,13502000,29410000,9085000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",complete,2026-10-28,Irregular Operations readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Retire duplicate effort
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-110,Contact center service recovery modernization control gate,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,104,2026-06-18,2026-01-01,2026-11-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-110,COO,VP Enterprise Applications,CIO,Contact center service recovery modernization control gate,25140000,13554000,29520000,9120000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",blocked,2026-11-28,Reservations readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Scale with controls
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-110,Contact center service recovery modernization scale gate,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,105,2026-06-18,2026-01-01,2026-12-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-110,CFO,Chief Data Officer,COO,Contact center service recovery modernization scale gate,25235000,13606000,29630000,9155000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",not_started,2026-12-28,Crew Operations readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Hold pending data readiness
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-110,Contact center service recovery modernization value realization,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,106,2026-06-18,2026-01-01,2026-01-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-110,CIO,VP Infrastructure,CFO,Contact center service recovery modernization value realization,25330000,13658000,29740000,9190000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",not_started,2026-01-28,Flight Operations readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Fund next phase
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-111,Cargo capacity optimization modernization case,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,107,2026-06-18,2026-01-01,2026-10-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-111,Chief Commercial Officer,Head of AI Enablement,Executive Committee,Cargo capacity optimization modernization case,25425000,13710000,29850000,9225000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",complete,2026-10-28,Loyalty readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Retire duplicate effort
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-111,Cargo capacity optimization modernization pilot,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,108,2026-06-18,2026-01-01,2026-11-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-111,COO,VP Enterprise Applications,CIO,Cargo capacity optimization modernization pilot,25520000,13762000,29960000,9260000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",complete,2026-11-28,Maintenance readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Scale with controls
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-111,Cargo capacity optimization modernization control gate,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,109,2026-06-18,2026-01-01,2026-12-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-111,CFO,Chief Data Officer,COO,Cargo capacity optimization modernization control gate,25615000,13814000,30070000,9295000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",in_progress,2026-12-28,Irregular Operations readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Hold pending data readiness
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-111,Cargo capacity optimization modernization scale gate,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,110,2026-06-18,2026-01-01,2026-01-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-111,CIO,VP Infrastructure,CFO,Cargo capacity optimization modernization scale gate,25710000,13866000,30180000,9330000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",not_started,2026-01-28,Reservations readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Fund next phase
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-111,Cargo capacity optimization modernization value realization,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,111,2026-06-18,2026-01-01,2026-02-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-111,Chief Commercial Officer,Head of AI Enablement,Executive Committee,Cargo capacity optimization modernization value realization,25805000,13918000,30290000,9365000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",not_started,2026-02-28,Crew Operations readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Retire duplicate effort
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-112,Fuel optimization and sustainability modernization case,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,112,2026-06-18,2026-01-01,2026-11-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-112,COO,VP Enterprise Applications,CIO,Fuel optimization and sustainability modernization case,25900000,13970000,30400000,9400000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",complete,2026-11-28,Flight Operations readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Scale with controls
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-112,Fuel optimization and sustainability modernization pilot,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,113,2026-06-18,2026-01-01,2026-12-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-112,CFO,Chief Data Officer,COO,Fuel optimization and sustainability modernization pilot,25995000,14022000,30510000,9435000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",complete,2026-12-28,Loyalty readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Hold pending data readiness
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-112,Fuel optimization and sustainability modernization control gate,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,114,2026-06-18,2026-01-01,2026-01-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-112,CIO,VP Infrastructure,CFO,Fuel optimization and sustainability modernization control gate,26090000,14074000,30620000,9470000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",in_progress,2026-01-28,Maintenance readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Fund next phase
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-112,Fuel optimization and sustainability modernization scale gate,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,115,2026-06-18,2026-01-01,2026-02-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-112,Chief Commercial Officer,Head of AI Enablement,Executive Committee,Fuel optimization and sustainability modernization scale gate,26185000,14126000,30730000,9505000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",not_started,2026-02-28,Irregular Operations readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Retire duplicate effort
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-112,Fuel optimization and sustainability modernization value realization,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,116,2026-06-18,2026-01-01,2026-03-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-112,COO,VP Enterprise Applications,CIO,Fuel optimization and sustainability modernization value realization,26280000,14178000,30840000,9540000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",not_started,2026-03-28,Reservations readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Scale with controls
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-113,Revenue accounting and settlement modernization case,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,117,2026-06-18,2026-01-01,2026-12-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-113,CFO,Chief Data Officer,COO,Revenue accounting and settlement modernization case,26375000,14230000,30950000,9575000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",complete,2026-12-28,Crew Operations readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Hold pending data readiness
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-113,Revenue accounting and settlement modernization pilot,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,ai-control-tower/T02_project-milestones.csv,118,2026-06-18,2026-01-01,2026-01-28,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-113,CIO,VP Infrastructure,CFO,Revenue accounting and settlement modernization pilot,26470000,14282000,31060000,9610000,"Measured against baseline cycle time, adoption, run cost, and quality outcomes",complete,2026-01-28,Flight Operations readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",Fund next phase
