tenant_key,contract_id,vendor_name,as_of_date,synthetic_policy,incident_id,opened_date,severity,affected_service,short_description,resolution_hours,sla_met,root_cause_family,dataset_version
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00309,2027-03-01,P4,Power BI gateway,Synthetic incident 309: access issue,10.4,false,manual restart,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00310,2027-04-01,P4,SAS batch,Synthetic incident 310: failed batch,11.1,true,access group drift,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00311,2027-05-01,P2,claims feed,Synthetic incident 311: dashboard timeout,11.8,true,code defect,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00312,2027-06-01,P3,provider dashboard,Synthetic incident 312: missing source file,12.5,true,capacity contention,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00313,2026-07-01,P3,SQL mart refresh,Synthetic incident 313: late refresh,13.2,true,upstream file delay,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00314,2026-08-01,P4,Tableau extract,Synthetic incident 314: data mismatch,13.9,true,legacy job dependency,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00315,2026-09-01,P4,Power BI gateway,Synthetic incident 315: access issue,14.6,true,manual restart,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00316,2026-10-01,P2,SAS batch,Synthetic incident 316: failed batch,15.3,true,access group drift,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00317,2026-11-01,P3,claims feed,Synthetic incident 317: dashboard timeout,16,true,code defect,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00318,2026-12-01,P3,provider dashboard,Synthetic incident 318: missing source file,16.7,true,capacity contention,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00319,2027-01-01,P4,SQL mart refresh,Synthetic incident 319: late refresh,17.4,true,upstream file delay,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00320,2027-02-01,P4,Tableau extract,Synthetic incident 320: data mismatch,18.1,false,legacy job dependency,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00321,2027-03-01,P2,Power BI gateway,Synthetic incident 321: access issue,18.8,true,manual restart,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00322,2027-04-01,P3,SAS batch,Synthetic incident 322: failed batch,19.5,true,access group drift,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00323,2027-05-01,P3,claims feed,Synthetic incident 323: dashboard timeout,20.2,true,code defect,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00324,2027-06-01,P4,provider dashboard,Synthetic incident 324: missing source file,20.9,true,capacity contention,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00325,2026-07-01,P4,SQL mart refresh,Synthetic incident 325: late refresh,21.6,true,upstream file delay,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00326,2026-08-01,P2,Tableau extract,Synthetic incident 326: data mismatch,22.3,true,legacy job dependency,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00327,2026-09-01,P3,Power BI gateway,Synthetic incident 327: access issue,23,true,manual restart,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00328,2026-10-01,P3,SAS batch,Synthetic incident 328: failed batch,23.7,true,access group drift,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00329,2026-11-01,P4,claims feed,Synthetic incident 329: dashboard timeout,24.4,true,code defect,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00330,2026-12-01,P4,provider dashboard,Synthetic incident 330: missing source file,25.1,true,capacity contention,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00331,2027-01-01,P2,SQL mart refresh,Synthetic incident 331: late refresh,25.8,false,upstream file delay,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00332,2027-02-01,P3,Tableau extract,Synthetic incident 332: data mismatch,26.5,true,legacy job dependency,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00333,2027-03-01,P3,Power BI gateway,Synthetic incident 333: access issue,27.2,true,manual restart,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00334,2027-04-01,P4,SAS batch,Synthetic incident 334: failed batch,2,true,access group drift,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00335,2027-05-01,P4,claims feed,Synthetic incident 335: dashboard timeout,2.7,true,code defect,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00336,2027-06-01,P2,provider dashboard,Synthetic incident 336: missing source file,3.4,true,capacity contention,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00337,2026-07-01,P3,SQL mart refresh,Synthetic incident 337: late refresh,4.1,true,upstream file delay,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00338,2026-08-01,P3,Tableau extract,Synthetic incident 338: data mismatch,4.8,true,legacy job dependency,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00339,2026-09-01,P4,Power BI gateway,Synthetic incident 339: access issue,5.5,true,manual restart,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00340,2026-10-01,P4,SAS batch,Synthetic incident 340: failed batch,6.2,true,access group drift,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00341,2026-11-01,P2,claims feed,Synthetic incident 341: dashboard timeout,6.9,true,code defect,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00342,2026-12-01,P3,provider dashboard,Synthetic incident 342: missing source file,7.6,false,capacity contention,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00343,2027-01-01,P3,SQL mart refresh,Synthetic incident 343: late refresh,8.3,true,upstream file delay,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00344,2027-02-01,P4,Tableau extract,Synthetic incident 344: data mismatch,9,true,legacy job dependency,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00345,2027-03-01,P4,Power BI gateway,Synthetic incident 345: access issue,9.7,true,manual restart,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00346,2027-04-01,P2,SAS batch,Synthetic incident 346: failed batch,10.4,true,access group drift,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00347,2027-05-01,P3,claims feed,Synthetic incident 347: dashboard timeout,11.1,true,code defect,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00348,2027-06-01,P3,provider dashboard,Synthetic incident 348: missing source file,11.8,true,capacity contention,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00349,2026-07-01,P4,SQL mart refresh,Synthetic incident 349: late refresh,12.5,true,upstream file delay,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00350,2026-08-01,P4,Tableau extract,Synthetic incident 350: data mismatch,13.2,true,legacy job dependency,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00351,2026-09-01,P2,Power BI gateway,Synthetic incident 351: access issue,13.9,true,manual restart,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00352,2026-10-01,P3,SAS batch,Synthetic incident 352: failed batch,14.6,true,access group drift,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00353,2026-11-01,P3,claims feed,Synthetic incident 353: dashboard timeout,15.3,false,code defect,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00354,2026-12-01,P4,provider dashboard,Synthetic incident 354: missing source file,16,true,capacity contention,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00355,2027-01-01,P4,SQL mart refresh,Synthetic incident 355: late refresh,16.7,true,upstream file delay,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00356,2027-02-01,P2,Tableau extract,Synthetic incident 356: data mismatch,17.4,true,legacy job dependency,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00357,2027-03-01,P3,Power BI gateway,Synthetic incident 357: access issue,18.1,true,manual restart,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00358,2027-04-01,P3,SAS batch,Synthetic incident 358: failed batch,18.8,true,access group drift,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00359,2027-05-01,P4,claims feed,Synthetic incident 359: dashboard timeout,19.5,true,code defect,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,INC-LAAMS-00360,2027-06-01,P4,provider dashboard,Synthetic incident 360: missing source file,20.2,true,capacity contention,meridian-laams-new-event-rich-v2-20260908
